"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Candidatus Desulforudis"	"G"	471826	226	226	2	198	NA	194	NA	NA	NA	NA	NA	5	NA	0.1273	0.118	0.02856	0.1273	NA	0.1046	NA	NA	NA	NA	NA	0.005975	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Candidatus Desulforudis audaxviator"	"S"	471827	226	226	2	198	NA	194	NA	NA	NA	NA	NA	5	NA	0.1273	0.118	0.02856	0.1273	NA	0.1046	NA	NA	NA	NA	NA	0.005975	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Candidatus&nbsp;Desulforudis"
"Desulfofarcimen"	"G"	2282742	55	55	1	26	NA	29	NA	NA	NA	NA	NA	1	NA	0.02872	0.02872	0.01428	0.01671	NA	0.01564	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfofarcimen acetoxidans"	"S"	58138	55	55	1	26	NA	29	NA	NA	NA	NA	NA	1	NA	0.02872	0.02872	0.01428	0.01671	NA	0.01564	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfofarcimen"
"Clostridiaceae"	"F"	31979	230	230	5	155	NA	210	1	1	7	1	NA	68	1	1.235	0.1201	0.07139	0.09962	NA	0.1132	0.7463	1.235	0.003936	0.9901	NA	0.08126	0.6098	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridium"	"G"	1485	222	222	5	145	NA	203	1	1	7	1	NA	62	1	1.235	0.1159	0.07139	0.09319	NA	0.1094	0.7463	1.235	0.003936	0.9901	NA	0.07409	0.6098	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Clostridium botulinum"	"S"	1491	74	74	1	60	NA	70	NA	1	5	NA	NA	8	NA	1.235	0.03865	0.01428	0.03856	NA	0.03774	NA	1.235	0.002812	NA	NA	0.00956	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. MF28"	"S"	1702238	62	62	1	37	NA	44	NA	NA	NA	NA	NA	20	NA	0.03238	0.03238	0.01428	0.02378	NA	0.02372	NA	NA	NA	NA	NA	0.0239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium isatidis"	"S"	182773	16	16	NA	7	NA	2	NA	NA	NA	NA	NA	3	NA	0.008356	0.008356	NA	0.004499	NA	0.001078	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium perfringens"	"S"	1502	16	12	NA	7	NA	16	1	NA	NA	NA	NA	4	NA	0.7463	0.006267	NA	0.004499	NA	0.008627	0.7463	NA	NA	NA	NA	0.00478	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium beijerinckii"	"S"	1520	11	11	NA	3	NA	9	NA	NA	NA	NA	NA	5	NA	0.005975	0.005745	NA	0.001928	NA	0.004852	NA	NA	NA	NA	NA	0.005975	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium baratii"	"S"	1561	9	9	NA	1	NA	6	NA	NA	1	NA	NA	6	NA	0.00717	0.0047	NA	0.0006427	NA	0.003235	NA	NA	0.0005623	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. DL-VIII"	"S"	641107	9	9	NA	6	NA	6	NA	NA	1	NA	NA	2	NA	0.0047	0.0047	NA	0.003856	NA	0.003235	NA	NA	0.0005623	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium butyricum"	"S"	1492	13	8	NA	6	NA	13	NA	NA	NA	NA	NA	3	NA	0.007009	0.004178	NA	0.003856	NA	0.007009	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tyrobutyricum"	"S"	1519	5	3	NA	1	NA	5	NA	NA	NA	NA	NA	1	NA	0.002696	0.001567	NA	0.0006427	NA	0.002696	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium chauvoei"	"S"	46867	3	2	NA	1	NA	3	NA	NA	NA	1	NA	NA	NA	0.9901	0.001045	NA	0.0006427	NA	0.001617	NA	NA	NA	0.9901	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium kluyveri"	"S"	1534	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001045	0.001045	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. SY8519"	"S"	1042156	3	3	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001567	0.001567	NA	0.0006427	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium formicaceticum"	"S"	1497	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005392	0.0005223	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cochlearium"	"S"	1494	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005223	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tetani"	"S"	1513	3	1	NA	3	NA	1	NA	NA	NA	NA	NA	2	NA	0.00239	0.0005223	NA	0.001928	NA	0.0005392	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium acetobutylicum"	"S"	1488	5	1	NA	2	NA	5	NA	NA	NA	NA	NA	NA	NA	0.002696	0.0005223	NA	0.001285	NA	0.002696	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium autoethanogenum"	"S"	84023	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005223	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium saccharobutylicum"	"S"	169679	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001195	0.0005223	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium argentinense"	"S"	29341	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005223	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium estertheticum"	"S"	238834	12	1	NA	4	NA	12	NA	NA	NA	NA	NA	1	NA	0.00647	0.0005223	NA	0.002571	NA	0.00647	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium taeniosporum"	"S"	394958	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001285	0.0005223	NA	0.001285	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Geosporobacter"	"G"	390805	8	6	NA	8	NA	4	NA	NA	NA	NA	NA	4	NA	0.005141	0.003134	NA	0.005141	NA	0.002157	NA	NA	NA	NA	NA	0.00478	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Geosporobacter ferrireducens"	"S"	1424294	8	6	NA	8	NA	4	NA	NA	NA	NA	NA	4	NA	0.005141	0.003134	NA	0.005141	NA	0.002157	NA	NA	NA	NA	NA	0.00478	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Geosporobacter"
"Alkaliphilus"	"G"	114627	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.001617	0.0005223	NA	0.0006427	NA	0.001617	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Alkaliphilus metalliredigens"	"S"	208226	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.001617	0.0005223	NA	NA	NA	0.001617	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Alkaliphilus"
"Ruminococcaceae"	"F"	541000	84	73	2	84	NA	43	NA	NA	NA	NA	NA	61	NA	0.0729	0.03813	0.02856	0.05399	NA	0.02318	NA	NA	NA	NA	NA	0.0729	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Ruminococcus"	"G"	1263	78	69	2	78	NA	32	NA	NA	NA	NA	NA	9	NA	0.05013	0.03604	0.02856	0.05013	NA	0.01725	NA	NA	NA	NA	NA	0.01076	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcus bicirculans"	"S"	1160721	78	65	2	78	NA	31	NA	NA	NA	NA	NA	6	NA	0.05013	0.03395	0.02856	0.05013	NA	0.01671	NA	NA	NA	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus champanellensis"	"S"	1161942	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.003585	0.001567	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus albus"	"S"	1264	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005223	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ethanoligenens"	"G"	253238	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00239	0.001567	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ethanoligenens harbinense"	"S"	253239	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.00239	0.001567	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ethanoligenens"
"Faecalibacterium"	"G"	216851	45	1	NA	5	NA	8	NA	NA	NA	NA	NA	45	NA	0.05378	0.0005223	NA	0.003213	NA	0.004313	NA	NA	NA	NA	NA	0.05378	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Faecalibacterium prausnitzii"	"S"	853	45	1	NA	5	NA	8	NA	NA	NA	NA	NA	45	NA	0.05378	0.0005223	NA	0.003213	NA	0.004313	NA	NA	NA	NA	NA	0.05378	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Faecalibacterium"
"Lachnospiraceae"	"F"	186803	83	81	NA	81	NA	83	NA	NA	2	NA	NA	56	NA	0.06692	0.0423	NA	0.05206	NA	0.04475	NA	NA	0.001125	NA	NA	0.06692	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Cellulosilyticum"	"G"	698776	21	19	NA	21	NA	17	NA	NA	1	NA	NA	2	NA	0.0135	0.009923	NA	0.0135	NA	0.009166	NA	NA	0.0005623	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Cellulosilyticum lentocellum"	"S"	29360	21	19	NA	21	NA	17	NA	NA	1	NA	NA	2	NA	0.0135	0.009923	NA	0.0135	NA	0.009166	NA	NA	0.0005623	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Cellulosilyticum"
"Blautia"	"G"	572511	45	40	NA	45	NA	30	NA	NA	NA	NA	NA	18	NA	0.02892	0.02089	NA	0.02892	NA	0.01617	NA	NA	NA	NA	NA	0.02151	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Blautia sp. N6H1-15"	"S"	1912897	30	24	NA	24	NA	30	NA	NA	NA	NA	NA	17	NA	0.02032	0.01253	NA	0.01542	NA	0.01617	NA	NA	NA	NA	NA	0.02032	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Blautia"
"Blautia coccoides"	"S"	1532	20	15	NA	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01285	0.007834	NA	0.01285	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Blautia"
"Butyrivibrio"	"G"	830	4	4	NA	3	NA	4	NA	NA	1	NA	NA	2	NA	0.00239	0.002089	NA	0.001928	NA	0.002157	NA	NA	0.0005623	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Butyrivibrio hungatei"	"S"	185008	4	4	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.002089	0.002089	NA	0.001928	NA	0.001617	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Butyrivibrio"
"Lachnoclostridium"	"G"	1506553	11	3	NA	5	NA	7	NA	NA	NA	NA	NA	11	NA	0.01315	0.001567	NA	0.003213	NA	0.003774	NA	NA	NA	NA	NA	0.01315	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"[Clostridium] saccharolyticum"	"S"	84030	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.00478	0.001045	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00478	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"[Clostridium] bolteae"	"S"	208479	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.002157	0.0005223	NA	NA	NA	0.002157	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"unclassified Lachnospiraceae"	"-"	186928	9	3	NA	2	NA	8	NA	NA	NA	NA	NA	9	NA	0.01076	0.001567	NA	0.001285	NA	0.004313	NA	NA	NA	NA	NA	0.01076	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae bacterium oral taxon 500"	"S"	712991	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001617	0.001045	NA	NA	NA	0.001617	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"Lachnospiraceae bacterium Choco86"	"S"	2109690	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.001617	0.0005223	NA	0.0006427	NA	0.001617	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"Anaerostipes"	"G"	207244	15	5	NA	1	NA	15	NA	NA	NA	NA	NA	6	NA	0.008087	0.002611	NA	0.0006427	NA	0.008087	NA	NA	NA	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Anaerostipes hadrus"	"S"	649756	15	5	NA	1	NA	15	NA	NA	NA	NA	NA	6	NA	0.008087	0.002611	NA	0.0006427	NA	0.008087	NA	NA	NA	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Anaerostipes"
"Roseburia"	"G"	841	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	0.00717	0.002089	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Roseburia hominis"	"S"	301301	6	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	0.00717	0.002089	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00717	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Roseburia"
"Anaerotignum"	"G"	2039240	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001195	0.0005223	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Anaerotignum propionicum"	"S"	28446	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001195	0.0005223	NA	NA	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Anaerotignum"
"Syntrophomonadaceae"	"F"	68298	6	6	NA	2	NA	3	NA	NA	NA	NA	NA	2	NA	0.003134	0.003134	NA	0.001285	NA	0.001617	NA	NA	NA	NA	NA	0.00239	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Syntrophomonas"	"G"	862	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.002611	0.002611	NA	0.001285	NA	0.001617	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Syntrophomonas wolfei"	"S"	863	5	5	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.002611	0.002611	NA	0.001285	NA	0.001617	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophomonas"
"Syntrophothermus"	"G"	129001	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Syntrophothermus lipocalidus"	"S"	86170	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	0.0005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophothermus"
"Hungateiclostridiaceae"	"F"	2304686	12	12	1	2	NA	6	NA	NA	NA	NA	NA	5	NA	0.01428	0.006267	0.01428	0.001285	NA	0.003235	NA	NA	NA	NA	NA	0.005975	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Mageeibacillus"	"G"	1637257	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.005223	0.005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Mageeibacillus indolicus"	"S"	884684	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.005223	0.005223	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Mageeibacillus"
"Hungateiclostridium"	"G"	2304692	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.003585	0.001045	NA	NA	NA	0.001617	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Hungateiclostridium thermocellum"	"S"	1515	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001195	0.001045	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Hungateiclostridium"
"Clostridiales incertae sedis"	"-"	538999	8	5	NA	5	NA	8	NA	NA	1	NA	NA	4	NA	0.00478	0.002611	NA	0.003213	NA	0.004313	NA	NA	0.0005623	NA	NA	0.00478	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridiales Family XIII. Incertae Sedis"	"F"	543314	6	4	NA	2	NA	6	NA	NA	1	NA	NA	3	NA	0.003585	0.002089	NA	0.001285	NA	0.003235	NA	NA	0.0005623	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"[Eubacterium] sulci"	"S"	143393	4	3	NA	1	NA	4	NA	NA	NA	NA	NA	3	NA	0.003585	0.001567	NA	0.0006427	NA	0.002157	NA	NA	NA	NA	NA	0.003585	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Mogibacterium"	"G"	86331	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001078	0.0005223	NA	0.0006427	NA	0.001078	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Clostridiales Family XVII. Incertae Sedis"	"F"	539000	2	1	NA	2	NA	1	NA	NA	NA	NA	NA	1	NA	0.001285	0.0005223	NA	0.001285	NA	0.0005392	NA	NA	NA	NA	NA	0.001195	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
