	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Pelagicoccus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pelobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Pelomonas	17.0	17.0	18.0	17.0	11.0	7.0	15.0	75.0	14.0	7.0	7.0	6.0	7.0	4.0	1.0	0.0	0.0	0.0
Pelosinus	0.0	1.0	0.0	0.0	1.0	2.0	1.0	6.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Peptoclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Peredibacter	3.0	7.0	0.0	0.0	0.0	7.0	3.0	11.0	10.0	7.0	3.0	0.0	53.0	3.0	0.0	0.0	0.0	0.0
Perlucidibaca	3.0	29.0	56.0	5.0	15.0	0.0	4.0	6.0	0.0	0.0	1.0	0.0	132.0	3.0	0.0	0.0	0.0	0.0
Permianibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Phaeodactylibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Phaeospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Phascolarctobacterium	6.0	0.0	0.0	3.0	1.0	7.0	6.0	2.0	5.0	1.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0
Phaselicystis	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	9.0	27.0	0.0	0.0	0.0	0.0
Phenylobacterium	2.0	1.0	0.0	10.0	0.0	8.0	5.0	4.0	6.0	0.0	4.0	0.0	78.0	8.0	4.0	0.0	0.0	0.0
Phormidesmis ANT.LACV5.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Photorhabdus	0.0	1.0	0.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phreatobacter	1.0	1.0	6.0	10.0	16.0	4.0	11.0	12.0	4.0	1.0	3.0	8.0	48.0	12.0	2.0	0.0	0.0	0.0
Phyllobacterium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pir2 lineage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Pir4 lineage	0.0	1.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Pirellula	0.0	0.0	0.0	11.0	1.0	0.0	1.0	7.0	0.0	1.0	2.0	0.0	46.0	2.0	0.0	0.0	0.0	0.0
Piscinibacter	1.0	1.0	5.0	4.0	0.0	0.0	0.0	7.0	0.0	3.0	3.0	0.0	1.0	165.0	3.0	0.0	0.0	0.0
Planctopirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Planktothrix NIVA-CYA 15	6.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Planococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Planomicrobium	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Plasticicumulans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	0.0	0.0
Pleomorphomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Plesiomonas	0.0	5.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pleurocapsa PCC-7319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Pluralibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0
Polaromonas	749.0	9.0	33.0	1127.0	6.0	856.0	1164.0	12.0	855.0	11.0	14.0	29.0	609.0	379.0	21.0	0.0	0.0	0.0
Polyangium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	10.0	0.0	0.0	0.0	0.0
Polycyclovorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0	0.0
Polymorphobacter	3.0	0.0	0.0	32.0	0.0	4.0	12.0	0.0	8.0	0.0	0.0	0.0	79.0	8.0	0.0	0.0	0.0	0.0
Polynucleobacter	983.0	851.0	680.0	362.0	450.0	445.0	566.0	612.0	622.0	887.0	1116.0	373.0	330.0	366.0	495.0	0.0	4.0	3.0
Porphyrobacter	0.0	2.0	5.0	3.0	23.0	0.0	2.0	9.0	0.0	2.0	7.0	10.0	11.0	3.0	5.0	0.0	0.0	0.0
Porticoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0
Pragia	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotella 1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0
Prevotella 9	8.0	1.0	0.0	3.0	0.0	6.0	2.0	0.0	3.0	0.0	2.0	0.0	6.0	7.0	3.0	0.0	0.0	0.0
Prevotellaceae UCG-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotellaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionispira	0.0	5.0	0.0	1.0	0.0	0.0	0.0	6.0	1.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Propionispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Propionivibrio	2.0	1.0	4.0	6.0	0.0	0.0	2.0	7.0	4.0	2.0	0.0	0.0	38.0	4.0	0.0	0.0	0.0	0.0
Prosthecobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Prosthecomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Proteiniclasticum	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	22.0	0.0	0.0	0.0	0.0
Proteocatella	0.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Proteus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Providencia	1.0	1.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Pseudanabaena PCC-7429	0.0	0.0	20.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudarcicella	9807.0	16870.0	9767.0	1579.0	15092.0	11888.0	6605.0	6071.0	6030.0	7071.0	6005.0	1076.0	2730.0	2857.0	13677.0	5.0	14.0	16.0
Pseudarthrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudochrobactrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Pseudocitrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoduganella	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudohongiella	5.0	2.0	4.0	4.0	0.0	4.0	6.0	10.0	0.0	2.0	6.0	1.0	241.0	0.0	5.0	0.0	0.0	0.0
Pseudolabrys	6.0	1.0	0.0	4.0	7.0	2.0	2.0	1.0	5.0	2.0	0.0	2.0	19.0	4.0	0.0	0.0	0.0	0.0
Pseudomonas	154.0	30.0	99.0	134.0	12.0	34.0	107.0	32.0	42.0	6.0	11.0	4.0	2665.0	92.0	6.0	284.0	246.0	342.0
Pseudorhodobacter	56.0	188.0	386.0	268.0	983.0	54.0	213.0	965.0	66.0	367.0	491.0	724.0	781.0	118.0	430.0	0.0	7.0	2.0
Pseudorhodoferax	0.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Pseudorhodoplanes	0.0	4.0	9.0	17.0	19.0	4.0	8.0	14.0	0.0	4.0	5.0	2.0	50.0	13.0	5.0	0.0	0.0	0.0
Pseudoxanthobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudoxanthomonas	9.0	5.0	4.0	57.0	5.0	6.0	8.0	26.0	18.0	2.0	1.0	4.0	9.0	11.0	0.0	0.0	0.0	0.0
Psychrobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Psychrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Psychroglaciecola	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Puniceicoccus	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Pusillimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Qipengyuania	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Quatrionicoccus	0.0	0.0	0.0	4.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
RS62 marine group	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	3.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Rahnella	13.0	6.0	0.0	4.0	4.0	9.0	11.0	11.0	2.0	2.0	1.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0
Ralstonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ramlibacter	6.0	2.0	0.0	14.0	1.0	5.0	11.0	14.0	10.0	18.0	25.0	0.0	6.0	23.0	28.0	0.0	0.0	0.0
Raoultella	8.0	8.0	15.0	10.0	8.0	2.0	2.0	12.0	0.0	2.0	3.0	0.0	9.0	17.0	2.0	4.0	1.0	0.0
Reyranella	6.0	3.0	11.0	18.0	35.0	1.0	5.0	31.0	5.0	5.0	1.0	5.0	47.0	78.0	22.0	0.0	0.0	0.0
Rheinheimera	30.0	36.0	78.0	10.0	14.0	17.0	27.0	85.0	7.0	15.0	7.0	39.0	47.0	13.0	4.0	0.0	0.0	0.0
Rhizobacter	96.0	67.0	100.0	221.0	30.0	53.0	67.0	94.0	118.0	53.0	36.0	52.0	81.0	266.0	14.0	0.0	0.0	0.0
Rhizomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhizorhapis	3.0	1.0	7.0	28.0	4.0	5.0	6.0	5.0	6.0	1.0	1.0	8.0	86.0	5.0	0.0	0.0	0.0	0.0
Rhodanobacter	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0
Rhodobacter	102.0	21.0	161.0	367.0	112.0	95.0	250.0	80.0	80.0	69.0	90.0	283.0	1177.0	528.0	428.0	1.0	2.0	1.0
Rhodococcus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Rhodocyclus	0.0	4.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodoferax	2776.0	329.0	683.0	3838.0	325.0	1899.0	4269.0	513.0	3474.0	554.0	547.0	1761.0	1352.0	1759.0	205.0	3.0	0.0	4.0
Rhodoligotrophos	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodoluna	80.0	752.0	1292.0	152.0	1343.0	114.0	132.0	681.0	88.0	443.0	444.0	130.0	36.0	73.0	340.0	0.0	3.0	2.0
Rhodomicrobium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Rhodoplanes	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0
Rhodopseudomonas	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodovastum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
Rickettsia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0
Rickettsiella	61.0	283.0	186.0	59.0	148.0	49.0	78.0	792.0	32.0	625.0	429.0	450.0	593.0	75.0	27.0	0.0	2.0	1.0
Rikenellaceae RC9 gut group	15.0	0.0	0.0	6.0	2.0	6.0	1.0	7.0	6.0	0.0	0.0	0.0	1.0	10.0	3.0	0.0	0.0	0.0
Rivibacter	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rivicola	26.0	6.0	22.0	32.0	16.0	9.0	19.0	6.0	16.0	5.0	3.0	0.0	223.0	24.0	3.0	0.0	0.0	0.0
Romboutsia	13.0	22.0	47.0	28.0	170.0	14.0	15.0	183.0	18.0	95.0	93.0	54.0	9.0	168.0	107.0	0.0	0.0	0.0
Roseateles	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Roseburia	14.0	0.0	0.0	9.0	0.0	15.0	8.0	1.0	3.0	8.0	1.0	0.0	8.0	14.0	1.0	0.0	0.0	0.0
Roseimarinus	5.0	2.0	0.0	0.0	0.0	2.0	1.0	2.0	2.0	5.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Roseobacter clade CHAB-I-5 lineage	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
Roseococcus	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Roseomonas	0.0	4.0	9.0	16.0	0.0	0.0	2.0	20.0	4.0	5.0	13.0	10.0	53.0	9.0	19.0	0.0	0.0	0.0
Rubellimicrobium	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Rubripirellula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubrivivax	6.0	11.0	3.0	25.0	3.0	6.0	6.0	23.0	10.0	10.0	11.0	3.0	5.0	142.0	2.0	0.0	0.0	0.0
Rubrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rugamonas	40.0	1.0	0.0	20.0	0.0	23.0	26.0	0.0	14.0	0.0	0.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0
Ruminiclostridium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminiclostridium 1	0.0	0.0	0.0	1.0	7.0	3.0	0.0	12.0	0.0	18.0	8.0	3.0	0.0	2.0	12.0	0.0	0.0	0.0
Ruminiclostridium 5	4.0	0.0	0.0	10.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0
Ruminiclostridium 6	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminiclostridium 9	0.0	0.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae NK4A214 group	0.0	0.0	0.0	5.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Ruminococcaceae UCG-002	2.0	0.0	0.0	13.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-003	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-004	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-005	4.0	0.0	0.0	7.0	0.0	5.0	3.0	9.0	1.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae UCG-010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	4.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0
Ruminococcaceae UCG-013	4.0	0.0	0.0	1.0	0.0	3.0	1.0	3.0	0.0	0.0	2.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0
Ruminococcaceae UCG-014	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0
Ruminococcus 1	9.0	1.0	0.0	7.0	0.0	9.0	6.0	3.0	3.0	5.0	3.0	0.0	1.0	3.0	8.0	0.0	0.0	0.0
Ruminococcus 2	9.0	1.0	0.0	17.0	0.0	9.0	6.0	0.0	4.0	3.0	1.0	0.0	2.0	25.0	0.0	0.0	0.0	0.0
Runella	3.0	4.0	5.0	1.0	17.0	0.0	4.0	0.0	3.0	5.0	6.0	11.0	1.0	81.0	4.0	0.0	0.0	0.0
SBZC-1223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SH-PL14	0.0	0.0	1.0	14.0	0.0	0.0	5.0	9.0	8.0	0.0	0.0	3.0	13.0	8.0	0.0	0.0	0.0	0.0
SM1A02	0.0	1.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0
SN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharibacillus	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharofermentans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0
Saccharomonospora	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinibacterium	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salinispira	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Salmonella	1.0	3.0	16.0	1.0	6.0	6.0	0.0	3.0	5.0	5.0	7.0	20.0	4.0	4.0	3.0	10298.0	10541.0	10330.0
Sandaracinobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Sandaracinus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	1.0	0.0	1.0	5.0	0.0	0.0	0.0	0.0
Sandarakinorhabdus	0.0	0.0	0.0	6.0	0.0	1.0	6.0	0.0	2.0	2.0	9.0	0.0	31.0	1.0	8.0	0.0	0.0	0.0
Sanguibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Schizothrix LEGE 07164	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Schlesneria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Sedimentibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0
Sediminibacterium	70.0	37.0	40.0	12.0	71.0	66.0	62.0	44.0	58.0	70.0	80.0	21.0	16.0	33.0	312.0	0.0	0.0	0.0
Sediminicola	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Selenomonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Sellimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Senegalimassilia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Serratia	37.0	32.0	14.0	33.0	14.0	4.0	26.0	34.0	4.0	1.0	9.0	0.0	34.0	12.0	3.0	2.0	2.0	1.0
Sh765B-TzT-35	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Shewanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shimwellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0
Shinella	0.0	0.0	4.0	9.0	0.0	1.0	1.0	2.0	0.0	0.0	2.0	0.0	25.0	3.0	0.0	0.0	0.0	0.0
Shuttleworthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Siccibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sideroxydans	33.0	10.0	6.0	12.0	8.0	13.0	15.0	17.0	30.0	8.0	6.0	3.0	20.0	8.0	0.0	0.0	0.0	0.0
Silanimonas	0.0	5.0	0.0	3.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Silvanigrella	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	11.0	1.0	2.0	0.0	38.0	2.0	0.0	0.0	0.0	0.0
Simplicispira	190.0	23.0	27.0	604.0	15.0	130.0	112.0	19.0	193.0	26.0	19.0	17.0	96.0	351.0	8.0	1.0	0.0	0.0
Singulisphaera	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Siphonobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Skermanella	0.0	2.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
Smithella	4.0	1.0	0.0	5.0	0.0	0.0	7.0	1.0	17.0	3.0	2.0	0.0	21.0	4.0	0.0	0.0	0.0	0.0
Snodgrassella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Sodalis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Solibacillus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
