	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Clade Ia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Clavibacter	1.0	4.0	15.0	1.0	9.0	0.0	0.0	5.0	0.0	2.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	9.0
Cloacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridiaceae&nbsp;1 (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridioides	0.0	4.0	4.0	2.0	6.0	0.0	0.0	9.0	3.0	10.0	6.0	2.0	0.0	8.0	4.0	5.0	0.0	0.0	0.0	38.0
Clostridium sensu stricto 1	12.0	14.0	21.0	14.0	69.0	17.0	15.0	76.0	23.0	44.0	48.0	35.0	15.0	56.0	33.0	49.0	0.0	1.0	0.0	26.0
Clostridium sensu stricto 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	0.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	1.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 13	2.0	0.0	0.0	0.0	2.0	2.0	4.0	1.0	2.0	1.0	2.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0
Clostridium sensu stricto 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 9	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Cnuella	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohaesibacter	0.0	0.0	0.0	3.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coleofasciculus PCC-7420	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	29.0	5.0	14.0	18.0	4.0	12.0	19.0	10.0	16.0	18.0	38.0	14.0	18.0	21.0	7.0	29.0	0.0	0.0	0.0	2.0
Collinsella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Colwellia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Comamonas	1347.0	1360.0	1489.0	1974.0	1099.0	1072.0	1786.0	1701.0	1479.0	2187.0	2142.0	2569.0	528.0	1086.0	487.0	880.0	3.0	5.0	2.0	720.0
Conexibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 2	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Coraliomargarita	5.0	0.0	0.0	3.0	0.0	4.0	3.0	7.0	4.0	14.0	7.0	0.0	8.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Corticibacter	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Corynebacterium 1	0.0	3.0	2.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	3.0	4.0	3.0	0.0	0.0	0.0	0.0
Coxiella	3.0	0.0	2.0	1.0	3.0	4.0	5.0	6.0	1.0	4.0	0.0	0.0	24.0	4.0	4.0	11.0	0.0	0.0	0.0	0.0
Crassaminicella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crinalium SAG 22.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomicaceae (uncultured)	3.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crocinitomix	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	5.0	0.0
Cryobacterium	1.0	5.0	6.0	1.0	16.0	0.0	2.0	4.0	0.0	3.0	1.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0
Cryocola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cryomorphaceae (uncultured)	4.0	7.0	10.0	1.0	0.0	2.0	4.0	4.0	2.0	4.0	10.0	0.0	2.0	0.0	70.0	28.0	0.0	0.0	0.0	0.0
Cupriavidus	91.0	38.0	51.0	109.0	36.0	83.0	79.0	57.0	79.0	73.0	100.0	93.0	57.0	87.0	22.0	29.0	0.0	1.0	0.0	78.0
Curtobacterium	2.0	15.0	32.0	2.0	25.0	3.0	2.0	19.0	4.0	11.0	6.0	10.0	0.0	0.0	10.0	17.0	0.0	0.0	0.0	34.0
Curvibacter	61.0	80.0	104.0	90.0	51.0	71.0	81.0	81.0	75.0	135.0	108.0	162.0	38.0	51.0	19.0	54.0	0.0	0.0	0.0	62.0
Cutibacterium	0.0	0.0	3.0	3.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	16.0	3.0	0.0	0.0	0.0	0.0	0.0
Cyanobacterium PCC-10605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cyanobium PCC-6307	0.0	0.0	4.0	1.0	0.0	0.0	0.0	17.0	1.0	16.0	24.0	0.0	0.0	1.0	112.0	135.0	0.0	0.0	0.0	0.0
Cyclobacteriaceae (uncultured)	6.0	0.0	0.0	0.0	2.0	3.0	4.0	5.0	6.0	5.0	5.0	0.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Cyclobacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	10.0	9.0	4.0	5.0	3.0	14.0	5.0	4.0	15.0	3.0	2.0	0.0	3.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
DBS1	0.0	2.0	0.0	2.0	0.0	2.0	2.0	0.0	7.0	0.0	2.0	2.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
DMER64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
DSSD61	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
DSSF69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dactylococcopsis PCC-8305	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechloromonas	35.0	23.0	32.0	51.0	9.0	15.0	27.0	32.0	52.0	25.0	33.0	22.0	382.0	923.0	9.0	8.0	0.0	0.0	0.0	13.0
Dechlorosoma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Deefgea	6.0	5.0	5.0	4.0	8.0	9.0	18.0	24.0	12.0	9.0	11.0	2.0	85.0	2.0	2.0	0.0	0.0	0.0	0.0	87.0
Defluviicoccus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Defluviimonas	5.0	10.0	16.0	22.0	34.0	6.0	9.0	34.0	0.0	16.0	15.0	28.0	34.0	19.0	18.0	31.0	0.0	0.0	0.0	8.0
Deinococcus	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Delftia	467.0	542.0	680.0	695.0	433.0	436.0	621.0	715.0	535.0	902.0	880.0	1202.0	181.0	327.0	194.0	355.0	3.0	0.0	3.0	276.0
Demequina	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	13.0	8.0	13.0	38.0	9.0	6.0	18.0	15.0	43.0	12.0	10.0	11.0	24.0	46.0	1.0	6.0	0.0	0.0	0.0	5.0
Denitromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dermabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Derxia	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desemzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfarculaceae (uncultured)	0.0	1.0	0.0	4.0	0.0	0.0	2.0	0.0	3.0	4.0	3.0	0.0	8.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0
Desulfatiglans	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	0.0	0.0	12.0	0.0	0.0	1.0	2.0	2.0	1.0	1.0	3.0	18.0	8.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacteraceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	6.0	1.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbaceae (uncultured)	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfocapsa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfofaba	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	1.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfonema	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulforhopalus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfotomaculum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	2.0	1.0	0.0	5.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	3.0	2.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfuromusa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Devosia	10.0	21.0	36.0	83.0	70.0	17.0	66.0	81.0	26.0	25.0	30.0	29.0	227.0	54.0	20.0	18.0	0.0	0.0	0.0	0.0
Devosiaceae (uncultured)	0.0	0.0	0.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	9.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dialister	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	196.0	135.0	167.0	356.0	107.0	166.0	247.0	191.0	196.0	236.0	220.0	326.0	89.0	177.0	59.0	75.0	1.0	0.0	0.0	99.0
Dichotomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dickeya	0.0	9.0	0.0	0.0	1.0	0.0	1.0	7.0	0.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	6.0	4.0	6.0	26.0
Dinghuibacter	40.0	8.0	14.0	14.0	10.0	22.0	39.0	32.0	91.0	144.0	266.0	65.0	19.0	27.0	243.0	209.0	0.0	0.0	0.0	77.0
Dinoroseobacter	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Diplorickettsia	0.0	7.0	0.0	2.0	2.0	0.0	0.0	5.0	0.0	5.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0
Diplorickettsiaceae (uncultured)	13.0	7.0	8.0	36.0	5.0	10.0	12.0	14.0	23.0	11.0	10.0	2.0	77.0	41.0	11.0	7.0	0.0	0.0	0.0	6.0
Diplosphaera	1.0	2.0	0.0	4.0	4.0	2.0	6.0	7.0	9.0	10.0	7.0	2.0	13.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	0.0	1.0	0.0	23.0	0.0	0.0	5.0	0.0	10.0	1.0	0.0	0.0	2.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0
Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Donghicola	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	0.0	3.0	7.0	4.0	2.0	1.0	3.0	5.0	0.0	1.0	0.0	20.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Dorea	4.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	0.0	2.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Duganella	41.0	22.0	16.0	48.0	7.0	42.0	27.0	29.0	42.0	34.0	32.0	15.0	31.0	34.0	11.0	5.0	0.0	0.0	0.0	23.0
Dyadobacter	8.0	5.0	4.0	2.0	6.0	12.0	3.0	1.0	7.0	3.0	3.0	0.0	2.0	3.0	7.0	0.0	0.0	0.0	0.0	7.0
Dyella	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonadaceae (uncultured)	0.0	2.0	0.0	0.0	4.0	1.0	1.0	0.0	5.0	1.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ectothiorhodospiraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	6.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	5.0	5.0	4.0	12.0
Eggerthella	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eggerthellaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ellin6055	1.0	2.0	0.0	1.0	3.0	1.0	3.0	2.0	1.0	1.0	1.0	5.0	16.0	3.0	8.0	6.0	0.0	0.0	0.0	0.0
Ellin6067	11.0	20.0	21.0	88.0	19.0	12.0	10.0	46.0	60.0	28.0	26.0	18.0	28.0	44.0	8.0	4.0	0.0	0.0	0.0	0.0
Elstera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elsteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Emticicia	1.0	2.0	0.0	0.0	0.0	5.0	2.0	1.0	2.0	1.0	0.0	0.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
Endozoicomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ensifer	1.0	1.0	0.0	13.0	7.0	5.0	8.0	10.0	1.0	2.0	2.0	7.0	35.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Enterobacter	22.0	14.0	16.0	15.0	4.0	6.0	15.0	16.0	8.0	3.0	2.0	9.0	32.0	21.0	6.0	5.0	559.0	522.0	616.0	34.0
Enterobacteriaceae (uncultured)	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterococcus	2.0	2.0	4.0	0.0	3.0	2.0	4.0	9.0	2.0	2.0	11.0	3.0	1.0	5.0	2.0	8.0	876.0	727.0	921.0	0.0
Enterorhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Eoetvoesia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Epulopiscium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	4.0	3.0	7.0	2.0	0.0	1.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	7.0	8.0	8.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	10.0	6.0	13.0	26.0	40.0	7.0	12.0	9.0	12.0	7.0	14.0	21.0	90.0	12.0	32.0	31.0	0.0	0.0	0.0	9.0
Escherichia-Shigella	256.0	132.0	179.0	203.0	45.0	71.0	160.0	157.0	105.0	64.0	59.0	66.0	258.0	210.0	76.0	66.0	16981.0	17224.0	16265.0	337.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0
Eubacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
Extensimonas	5.0	3.0	0.0	5.0	4.0	4.0	4.0	1.0	4.0	6.0	7.0	10.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	57.0	5.0	14.0	156.0	8.0	48.0	31.0	9.0	42.0	12.0	10.0	0.0	114.0	54.0	14.0	6.0	3.0	0.0	0.0	133.0
Falsirhodobacter	4.0	5.0	28.0	26.0	67.0	2.0	8.0	63.0	5.0	21.0	34.0	42.0	48.0	20.0	42.0	71.0	0.0	0.0	0.0	5.0
Falsochrobactrum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Family&nbsp;XVIII (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fastidiosipila	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferribacterium	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	110.0	0.0	0.0	0.0	0.0	0.0	5.0
Ferritrophicum	4.0	6.0	3.0	7.0	2.0	4.0	6.0	8.0	9.0	6.0	5.0	3.0	9.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
