	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Bdellovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beijerinckia	0.0	0.0	0.0	4.0	5.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Beijerinckiaceae (uncultured)	0.0	3.0	3.0	13.0	14.0	0.0	5.0	7.0	7.0	3.0	7.0	0.0	21.0	7.0	4.0	5.0	0.0	0.0	0.0	0.0
Belnapia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastocatellaceae (uncultured)	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastochloris	0.0	0.0	0.0	4.0	4.0	0.0	0.0	1.0	1.0	1.0	2.0	0.0	4.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Blastomonas	0.0	1.0	0.0	3.0	3.0	2.0	0.0	1.0	1.0	1.0	2.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastopirellula	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia	24.0	2.0	6.0	37.0	10.0	32.0	16.0	8.0	33.0	4.0	10.0	1.0	8.0	51.0	2.0	0.0	0.0	0.0	0.0	8.0
Bordetella	11.0	12.0	7.0	14.0	3.0	11.0	7.0	8.0	6.0	14.0	25.0	8.0	10.0	16.0	6.0	14.0	0.0	0.0	0.0	8.0
Bosea	0.0	2.0	6.0	8.0	2.0	0.0	1.0	10.0	0.0	2.0	4.0	3.0	29.0	5.0	4.0	6.0	0.0	0.0	0.0	0.0
Boseongicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brachybacterium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
Brachymonas	71.0	65.0	61.0	102.0	46.0	47.0	108.0	85.0	79.0	75.0	85.0	112.0	26.0	54.0	19.0	32.0	0.0	0.0	0.0	33.0
Bradyrhizobium	8.0	8.0	5.0	64.0	31.0	12.0	18.0	28.0	14.0	11.0	14.0	10.0	129.0	69.0	35.0	17.0	0.0	0.0	0.0	1914.0
Brenneria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacterium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0
Brevundimonas	17.0	8.0	16.0	111.0	40.0	46.0	51.0	13.0	56.0	20.0	25.0	34.0	363.0	52.0	37.0	14.0	0.0	0.0	0.0	0.0
Brochothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Brooklawnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brucella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bryobacter	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	3.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Buchnera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Budvicia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia	484.0	316.0	417.0	604.0	191.0	342.0	518.0	455.0	513.0	451.0	536.0	485.0	327.0	713.0	166.0	193.0	0.0	1.0	2.0	194.0
Burkholderiaceae (uncultured)	374.0	309.0	405.0	566.0	244.0	289.0	434.0	469.0	459.0	513.0	469.0	632.0	219.0	395.0	121.0	210.0	0.0	1.0	0.0	265.0
Buttiauxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Butyricicoccus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricimonas	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Byssovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-B045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C39	0.0	5.0	8.0	5.0	4.0	1.0	1.0	6.0	4.0	3.0	6.0	0.0	3.0	2.0	12.0	16.0	0.0	0.0	0.0	9.0
CL500-29 marine group	4.0	4.0	15.0	9.0	13.0	3.0	4.0	24.0	1.0	13.0	15.0	0.0	1.0	16.0	85.0	112.0	0.0	0.0	0.0	0.0
CL500-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
CM1G08	2.0	2.0	0.0	12.0	0.0	1.0	2.0	0.0	5.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caenimonas	22.0	18.0	27.0	28.0	9.0	6.0	23.0	14.0	26.0	35.0	22.0	28.0	12.0	37.0	5.0	9.0	0.0	0.0	0.0	11.0
Caldilineaceae (uncultured)	0.0	0.0	0.0	4.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	20.0	4.0	0.0	0.0	0.0	0.0	0.0
Caldimonas	2.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix KVSF5	0.0	0.0	6.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix PCC-6303	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camelimonas	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	4.0	0.0	0.0	0.0	0.0	3.0	2.0	3.0	8.0	3.0	3.0	0.0	0.0	3.0	10.0	10.0	0.0	0.0	0.0	0.0
Candidatus Accumulibacter	13.0	2.0	6.0	22.0	3.0	3.0	12.0	5.0	10.0	8.0	5.0	5.0	72.0	34.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Actinomarina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Alysiosphaera	0.0	2.0	4.0	9.0	5.0	0.0	3.0	3.0	0.0	6.0	2.0	0.0	6.0	20.0	1.0	9.0	0.0	0.0	0.0	0.0
Candidatus Amoebophilus	3.0	0.0	0.0	0.0	0.0	7.0	1.0	0.0	2.0	4.0	1.0	0.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Anammoximicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ancillula	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Annandia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Aquiluna	9.0	97.0	122.0	23.0	174.0	17.0	12.0	60.0	9.0	38.0	47.0	8.0	4.0	10.0	42.0	27.0	0.0	1.0	0.0	123.0
Candidatus Aquirestis	27.0	1.0	0.0	9.0	0.0	16.0	12.0	0.0	45.0	1.0	4.0	9.0	12.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bacilloplasma	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bealeia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0
Candidatus Benitsuchiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Candidatus Berkiella	3.0	2.0	0.0	1.0	5.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Blochmannia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Captivus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Competibacter	0.0	0.0	0.0	6.0	0.0	0.0	3.0	0.0	2.0	0.0	3.0	0.0	27.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endoecteinascidia	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endomicrobium	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Finniella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Flaviluna	0.0	3.0	5.0	0.0	4.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Glomeribacter	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Gortzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Hartigia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Jidaibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Kinetoplastibacterium	2.0	3.0	0.0	7.0	3.0	0.0	2.0	3.0	2.0	5.0	8.0	2.0	3.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Liberibacter	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Limnoluna	0.0	7.0	10.0	1.0	12.0	0.0	1.0	6.0	2.0	4.0	4.0	0.0	0.0	2.0	7.0	6.0	0.0	0.0	0.0	6.0
Candidatus Megaira	1.0	0.0	0.0	0.0	0.0	2.0	10.0	2.0	5.0	0.0	3.0	0.0	16.0	5.0	12.0	8.0	0.0	0.0	0.0	0.0
Candidatus Methylomirabilis	2.0	2.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	2.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Methylopumilus	3.0	2.0	4.0	1.0	0.0	3.0	0.0	14.0	4.0	6.0	7.0	2.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Microthrix	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Midichloria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Moduliflexus	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Nitrotoga	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	0.0	1.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Omnitrophus	11.0	4.0	7.0	6.0	6.0	26.0	18.0	19.0	27.0	22.0	16.0	5.0	8.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ovatusbacter	1.0	2.0	0.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	12.0	10.0	0.0	0.0	0.0	0.0	0.0	15.0
Candidatus Paracaedibacter	0.0	0.0	3.0	1.0	2.0	1.0	6.0	2.0	4.0	1.0	0.0	0.0	6.0	7.0	15.0	10.0	0.0	0.0	0.0	0.0
Candidatus Planktoluna	10.0	18.0	113.0	13.0	32.0	10.0	8.0	16.0	16.0	26.0	29.0	15.0	5.0	3.0	42.0	37.0	0.0	0.0	0.0	12.0
Candidatus Planktophila	1.0	5.0	9.0	0.0	7.0	3.0	2.0	21.0	7.0	15.0	9.0	0.0	1.0	4.0	76.0	46.0	0.0	0.0	0.0	0.0
Candidatus Portiera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Profftella	1.0	0.0	0.0	3.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Regiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Saccharimonas	0.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	1.0	0.0	1.0	0.0	1.0	11.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Soleaferrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Solibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Stammerula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Symbiobacter	74.0	86.0	140.0	98.0	99.0	76.0	103.0	133.0	92.0	131.0	137.0	193.0	30.0	50.0	27.0	46.0	0.0	1.0	0.0	78.0
Candidatus Tenderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Tremblaya	2.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	6.0	1.0	0.0	0.0	5.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Trichorickettsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Turbabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Udaeobacter	0.0	0.0	0.0	2.0	0.0	1.0	1.0	4.0	0.0	1.0	2.0	0.0	3.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Vidania	4.0	3.0	9.0	13.0	4.0	4.0	6.0	9.0	7.0	10.0	10.0	8.0	5.0	4.0	3.0	4.0	0.0	0.0	0.0	0.0
Candidatus Xiphinematobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Zinderia	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidimonas	2.0	2.0	0.0	5.0	0.0	0.0	2.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Capnocytophaga	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caproiciproducens	0.0	0.0	0.0	1.0	2.0	0.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Cardiobacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carnobacterium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Castellaniella	3.0	1.0	5.0	3.0	2.0	8.0	2.0	4.0	4.0	6.0	2.0	5.0	2.0	4.0	0.0	4.0	0.0	0.0	0.0	7.0
Catellicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacter	14.0	5.0	2.0	39.0	30.0	16.0	12.0	38.0	18.0	10.0	11.0	10.0	164.0	17.0	12.0	18.0	0.0	0.0	0.0	0.0
Caulobacteraceae (uncultured)	2.0	3.0	0.0	8.0	3.0	2.0	3.0	3.0	6.0	2.0	1.0	0.0	27.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Cavicella	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cedecea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
Celeribacter	0.0	2.0	1.0	4.0	11.0	1.0	5.0	10.0	2.0	4.0	4.0	3.0	14.0	9.0	9.0	4.0	0.0	0.0	0.0	0.0
Cellulomonas	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellvibrio	3.0	6.0	3.0	4.0	3.0	3.0	5.0	21.0	3.0	1.0	2.0	0.0	9.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Cellvibrionaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cephaloticoccus	6.0	1.0	1.0	4.0	0.0	15.0	10.0	10.0	11.0	10.0	4.0	6.0	25.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0
Cerasicoccus	15.0	2.0	0.0	17.0	0.0	22.0	7.0	31.0	27.0	41.0	23.0	0.0	27.0	3.0	21.0	5.0	0.0	0.0	0.0	4.0
Cereibacter	7.0	44.0	73.0	55.0	213.0	6.0	23.0	167.0	15.0	57.0	115.0	109.0	124.0	18.0	149.0	161.0	0.0	0.0	0.0	23.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chalicogloea CCALA 975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelativorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelatococcus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinibacter	0.0	3.0	3.0	0.0	7.0	0.0	1.0	29.0	0.0	5.0	9.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Chitinilyticum	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinimonas	0.0	3.0	0.0	1.0	0.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinivorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	6.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Chitinophaga	1.0	1.0	0.0	4.0	0.0	1.0	1.0	0.0	4.0	1.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinophagaceae (uncultured)	27.0	11.0	7.0	12.0	32.0	22.0	28.0	17.0	48.0	20.0	19.0	18.0	20.0	71.0	28.0	33.0	0.0	1.0	0.0	16.0
Christensenellaceae (uncultured)	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae R-7 group	10.0	5.0	11.0	44.0	4.0	12.0	7.0	10.0	18.0	10.0	8.0	6.0	7.0	29.0	8.0	0.0	0.0	0.0	0.0	0.0
Chromatiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromatium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	3.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	5.0	8.0	0.0	1.0	4.0	11.0	6.0	1.0	11.0	3.0	3.0	0.0	3.0	3.0	7.0	7.0	0.0	0.0	0.0	2.0
Chryseoglobus	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthoniobacter	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ciceribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citreicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrobacter	3.0	1.0	1.0	1.0	2.0	0.0	4.0	5.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	73.0	68.0	67.0	0.0
