	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	9.2-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv	N-August_genus.tsv
Bdellovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beggiatoaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Beijerinckia	0.0	1.0	0.0	5.0	5.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	9.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Beijerinckiaceae (uncultured)	0.0	1.0	5.0	3.0	13.0	0.0	5.0	6.0	3.0	5.0	3.0	0.0	28.0	4.0	8.0	5.0	0.0	0.0	0.0	0.0
Belnapia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bifidobacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastocatellaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blastochloris	0.0	2.0	0.0	1.0	3.0	0.0	0.0	2.0	1.0	1.0	4.0	0.0	13.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0
Blastomonas	0.0	0.0	0.0	2.0	3.0	0.0	4.0	4.0	2.0	1.0	2.0	0.0	13.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Blastopirellula	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Blautia	27.0	2.0	5.0	25.0	11.0	43.0	13.0	7.0	27.0	8.0	4.0	1.0	10.0	51.0	6.0	0.0	0.0	0.0	0.0	6.0
Bordetella	10.0	4.0	8.0	10.0	2.0	12.0	12.0	11.0	11.0	13.0	13.0	5.0	9.0	23.0	10.0	9.0	0.0	0.0	0.0	4.0
Bosea	0.0	1.0	4.0	12.0	5.0	1.0	0.0	9.0	0.0	4.0	5.0	3.0	30.0	5.0	3.0	4.0	0.0	0.0	0.0	0.0
Boseongicola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brachybacterium	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Brachymonas	80.0	64.0	79.0	106.0	58.0	54.0	90.0	95.0	75.0	89.0	83.0	120.0	28.0	58.0	16.0	27.0	0.0	0.0	0.0	28.0
Bradyrhizobium	8.0	8.0	7.0	59.0	32.0	8.0	18.0	39.0	14.0	16.0	16.0	19.0	163.0	87.0	30.0	19.0	0.0	0.0	0.0	1840.0
Brenneria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brevibacterium	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Brevundimonas	21.0	9.0	11.0	135.0	39.0	53.0	47.0	29.0	51.0	24.0	39.0	37.0	359.0	48.0	35.0	21.0	0.0	0.0	0.0	0.0
Brochothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brooklawnia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Brucella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Bryobacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	1.0	0.0	3.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Buchnera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
Budvicia	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Burkholderia-Caballeronia-Paraburkholderia	474.0	365.0	379.0	583.0	198.0	361.0	451.0	431.0	450.0	449.0	562.0	472.0	352.0	642.0	159.0	214.0	0.0	0.0	1.0	157.0
Burkholderiaceae (uncultured)	364.0	302.0	398.0	584.0	283.0	314.0	421.0	415.0	460.0	473.0	515.0	670.0	194.0	362.0	127.0	209.0	1.0	1.0	1.0	260.0
Buttiauxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
Butyricicoccus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyricimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Butyrivibrio 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Byssovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C1-B045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C39	0.0	5.0	8.0	1.0	6.0	2.0	3.0	10.0	3.0	4.0	7.0	0.0	1.0	2.0	8.0	24.0	0.0	0.0	0.0	23.0
CL500-29 marine group	1.0	3.0	11.0	17.0	15.0	2.0	3.0	20.0	3.0	15.0	18.0	0.0	1.0	19.0	114.0	95.0	0.0	0.0	0.0	0.0
CL500-3	0.0	1.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
CM1G08	2.0	1.0	0.0	5.0	0.0	2.0	7.0	1.0	15.0	2.0	1.0	0.0	8.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caedibacteraceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caenimonas	24.0	19.0	20.0	30.0	11.0	20.0	24.0	23.0	28.0	28.0	31.0	16.0	8.0	38.0	7.0	22.0	0.0	0.0	0.0	8.0
Caldilineaceae (uncultured)	0.0	0.0	0.0	5.0	1.0	0.0	2.0	1.0	4.0	1.0	1.0	0.0	1.0	9.0	2.0	0.0	0.0	0.0	0.0	0.0
Caldimonas	2.0	1.0	0.0	2.0	0.0	0.0	1.0	4.0	1.0	1.0	4.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix KVSF5	0.0	1.0	5.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Calothrix PCC-6303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Camelimonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Campylobacter	5.0	0.0	0.0	0.0	0.0	2.0	7.0	1.0	7.0	5.0	3.0	0.0	0.0	1.0	9.0	6.0	0.0	0.0	0.0	0.0
Candidatus Accumulibacter	5.0	5.0	5.0	14.0	1.0	7.0	4.0	7.0	18.0	6.0	3.0	3.0	50.0	29.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Actinomarina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Alysiosphaera	0.0	0.0	2.0	6.0	4.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	5.0	34.0	5.0	4.0	0.0	0.0	0.0	0.0
Candidatus Amoebophilus	1.0	1.0	0.0	0.0	0.0	5.0	2.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Anammoximicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ancillula	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Annandia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Aquiluna	9.0	89.0	84.0	21.0	146.0	11.0	16.0	61.0	11.0	43.0	54.0	7.0	1.0	8.0	41.0	34.0	0.0	0.0	0.0	139.0
Candidatus Aquirestis	39.0	2.0	0.0	12.0	0.0	17.0	9.0	0.0	33.0	2.0	9.0	5.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bacilloplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Bealeia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Benitsuchiphilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0
Candidatus Berkiella	2.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	2.0	0.0	10.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Blochmannia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Captivus	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Candidatus Competibacter	0.0	0.0	0.0	8.0	0.0	0.0	1.0	0.0	3.0	1.0	4.0	0.0	24.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endoecteinascidia	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Endomicrobium	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Finniella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Flaviluna	0.0	2.0	3.0	0.0	3.0	0.0	0.0	4.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Glomeribacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Gortzia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Hartigia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Jidaibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Kinetoplastibacterium	2.0	3.0	0.0	9.0	3.0	1.0	4.0	6.0	3.0	7.0	6.0	2.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Liberibacter	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Limnoluna	0.0	9.0	9.0	0.0	8.0	2.0	2.0	9.0	2.0	7.0	8.0	6.0	0.0	0.0	7.0	13.0	0.0	0.0	0.0	9.0
Candidatus Megaira	1.0	0.0	0.0	0.0	0.0	6.0	3.0	3.0	6.0	3.0	4.0	0.0	25.0	1.0	8.0	8.0	0.0	0.0	0.0	0.0
Candidatus Methylomirabilis	1.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	4.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Methylopumilus	5.0	0.0	9.0	4.0	0.0	1.0	3.0	8.0	2.0	5.0	5.0	4.0	4.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Microthrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Midichloria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Moduliflexus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Nitrotoga	0.0	1.0	0.0	2.0	0.0	0.0	1.0	4.0	2.0	1.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Omnitrophus	2.0	1.0	8.0	5.0	6.0	14.0	18.0	16.0	33.0	34.0	8.0	9.0	11.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0
Candidatus Ovatusbacter	3.0	5.0	0.0	2.0	2.0	2.0	2.0	2.0	1.0	1.0	2.0	0.0	8.0	10.0	0.0	0.0	0.0	0.0	0.0	8.0
Candidatus Paracaedibacter	0.0	1.0	2.0	0.0	2.0	3.0	3.0	1.0	2.0	2.0	1.0	0.0	20.0	2.0	14.0	23.0	0.0	0.0	0.0	0.0
Candidatus Planktoluna	7.0	22.0	122.0	8.0	48.0	11.0	3.0	23.0	5.0	24.0	40.0	23.0	1.0	2.0	37.0	27.0	0.0	0.0	0.0	11.0
Candidatus Planktophila	4.0	6.0	9.0	4.0	5.0	5.0	5.0	12.0	8.0	13.0	16.0	0.0	3.0	5.0	71.0	68.0	0.0	0.0	0.0	0.0
Candidatus Portiera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Profftella	1.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Regiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Candidatus Saccharimonas	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0
Candidatus Soleaferrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Solibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Stammerula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Symbiobacter	63.0	135.0	130.0	122.0	80.0	84.0	108.0	131.0	81.0	142.0	153.0	172.0	39.0	60.0	21.0	54.0	0.0	0.0	0.0	65.0
Candidatus Tenderia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Tremblaya	1.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	7.0	2.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Trichorickettsia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Turbabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Udaeobacter	0.0	0.0	0.0	1.0	0.0	1.0	0.0	7.0	0.0	1.0	3.0	0.0	4.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidatus Vidania	3.0	5.0	11.0	9.0	7.0	3.0	9.0	4.0	10.0	8.0	12.0	9.0	0.0	14.0	2.0	3.0	0.0	0.0	0.0	0.0
Candidatus Xiphinematobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Zinderia	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Candidimonas	4.0	1.0	0.0	4.0	0.0	0.0	1.0	0.0	4.0	1.0	4.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Capnocytophaga	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Caproiciproducens	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Cardiobacteriaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Castellaniella	7.0	4.0	6.0	5.0	2.0	2.0	2.0	4.0	6.0	10.0	2.0	6.0	3.0	8.0	2.0	1.0	0.0	0.0	0.0	1.0
Catellicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacter	15.0	4.0	1.0	43.0	35.0	12.0	21.0	48.0	22.0	2.0	13.0	11.0	166.0	15.0	12.0	22.0	0.0	0.0	0.0	0.0
Caulobacteraceae (uncultured)	3.0	0.0	0.0	6.0	7.0	4.0	3.0	5.0	3.0	0.0	3.0	0.0	18.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Cavicella	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cedecea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Celeribacter	0.0	2.0	3.0	2.0	7.0	1.0	1.0	5.0	1.0	2.0	6.0	4.0	13.0	3.0	6.0	5.0	0.0	0.0	0.0	0.0
Cellulomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Cellvibrio	6.0	3.0	8.0	5.0	2.0	5.0	5.0	25.0	3.0	2.0	1.0	0.0	10.0	1.0	6.0	0.0	0.0	0.0	0.0	0.0
Cellvibrionaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cephaloticoccus	10.0	0.0	0.0	15.0	0.0	11.0	11.0	10.0	13.0	12.0	15.0	5.0	21.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Cerasicoccus	8.0	0.0	0.0	13.0	0.0	13.0	14.0	22.0	17.0	43.0	21.0	0.0	38.0	4.0	12.0	19.0	0.0	0.0	0.0	2.0
Cereibacter	18.0	28.0	89.0	48.0	184.0	11.0	41.0	168.0	11.0	47.0	107.0	116.0	144.0	20.0	147.0	177.0	0.0	0.0	0.0	24.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chalicogloea CCALA 975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelativorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelatococcus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinibacter	0.0	6.0	5.0	0.0	5.0	0.0	0.0	23.0	0.0	2.0	4.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Chitinilyticum	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinimonas	0.0	4.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinivorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	0.0	2.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Chitinophaga	1.0	4.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinophagaceae (uncultured)	35.0	20.0	11.0	13.0	24.0	20.0	29.0	15.0	53.0	27.0	22.0	13.0	17.0	95.0	20.0	28.0	0.0	0.0	0.0	21.0
Christensenellaceae (uncultured)	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae R-7 group	10.0	5.0	12.0	35.0	3.0	11.0	14.0	10.0	13.0	7.0	7.0	8.0	9.0	33.0	4.0	0.0	0.0	0.0	0.0	0.0
Chromatiaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromatium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	0.0	2.0	0.0	1.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsaceae (uncultured)	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	5.0	8.0	0.0	4.0	3.0	12.0	1.0	0.0	8.0	6.0	1.0	0.0	0.0	3.0	2.0	6.0	0.0	0.0	0.0	1.0
Chryseoglobus	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	1.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0
Chryseomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthoniobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ciceribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citreicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Citrobacter	0.0	3.0	6.0	1.0	1.0	0.0	3.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	65.0	57.0	70.0	0.0
