"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Campylobacter avium"	"S"	522485	4	2	NA	NA	NA	4	3	3	NA	NA	NA	1	NA	0.0006598	0.0006598	NA	NA	NA	0.0004637	0.000346	0.0004175	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter avium LMG 24591"	"-"	522484	4	2	NA	NA	NA	4	3	3	NA	NA	NA	1	NA	0.0006598	0.0006598	NA	NA	NA	0.0004637	0.000346	0.0004175	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;avium"
"Helicobacteraceae"	"F"	72293	6055	720	77	2	1	3263	3026	6055	20	1	732	2127	9	0.939	0.2375	0.1733	0.939	0.3096	0.3783	0.349	0.8427	0.001196	0.4184	0.5592	0.2507	0.02059	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Sulfuricurvum"	"G"	286130	4410	524	59	1	1	2543	2297	4410	11	1	569	1088	6	0.6137	0.1729	0.1328	0.4695	0.3096	0.2948	0.265	0.6137	0.0006579	0.4184	0.4347	0.1282	0.01373	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Sulfuricurvum kujiense"	"S"	148813	4410	524	59	1	1	2543	2297	4410	11	1	569	1088	6	0.6137	0.1729	0.1328	0.4695	0.3096	0.2948	0.265	0.6137	0.0006579	0.4184	0.4347	0.1282	0.01373	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfuricurvum"
"Sulfuricurvum kujiense DSM 16994"	"-"	709032	4410	524	59	1	1	2543	2297	4410	11	1	569	1088	6	0.6137	0.1729	0.1328	0.4695	0.3096	0.2948	0.265	0.6137	0.0006579	0.4184	0.4347	0.1282	0.01373	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfuricurvum>Sulfuricurvum&nbsp;kujiense"
"Sulfurimonas"	"G"	202746	1563	168	15	1	NA	646	630	1563	8	NA	137	987	1	0.4695	0.05543	0.03375	0.4695	NA	0.07489	0.07267	0.2175	0.0004785	NA	0.1047	0.1163	0.002288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Sulfurimonas denitrificans"	"S"	39766	952	86	6	1	NA	435	384	952	6	NA	96	574	1	0.4695	0.02837	0.0135	0.4695	NA	0.05043	0.04429	0.1325	0.0003588	NA	0.07334	0.06765	0.002288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfurimonas denitrificans DSM 1251"	"-"	326298	952	86	6	1	NA	435	384	952	6	NA	96	574	1	0.4695	0.02837	0.0135	0.4695	NA	0.05043	0.04429	0.1325	0.0003588	NA	0.07334	0.06765	0.002288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas>Sulfurimonas&nbsp;denitrificans"
"Sulfurimonas gotlandica"	"S"	1176482	341	46	6	NA	NA	102	134	341	1	NA	24	247	NA	0.04746	0.01518	0.0135	NA	NA	0.01183	0.01546	0.04746	5.981e-05	NA	0.01834	0.02911	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfurimonas gotlandica GD1"	"-"	929558	341	46	6	NA	NA	102	134	341	1	NA	24	247	NA	0.04746	0.01518	0.0135	NA	NA	0.01183	0.01546	0.04746	5.981e-05	NA	0.01834	0.02911	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas>Sulfurimonas&nbsp;gotlandica"
"Sulfurimonas autotrophica"	"S"	202747	233	30	3	NA	NA	91	94	233	1	NA	13	138	NA	0.03243	0.009897	0.006751	NA	NA	0.01055	0.01084	0.03243	5.981e-05	NA	0.009932	0.01626	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfurimonas autotrophica DSM 16294"	"-"	563040	233	30	3	NA	NA	91	94	233	1	NA	13	138	NA	0.03243	0.009897	0.006751	NA	NA	0.01055	0.01084	0.03243	5.981e-05	NA	0.009932	0.01626	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas>Sulfurimonas&nbsp;autotrophica"
"Helicobacter"	"G"	209	88	25	3	NA	NA	60	88	70	1	NA	25	49	2	0.0191	0.008248	0.006751	NA	NA	0.006956	0.01015	0.009742	5.981e-05	NA	0.0191	0.005775	0.004576	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Helicobacter pylori"	"S"	210	52	14	1	NA	NA	33	52	32	1	NA	3	34	2	0.005998	0.004619	0.00225	NA	NA	0.003826	0.005998	0.004453	5.981e-05	NA	0.002292	0.004007	0.004576	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter pylori 908"	"-"	869727	6	5	NA	NA	NA	3	6	3	NA	NA	2	3	NA	0.00165	0.00165	NA	NA	NA	0.0003478	0.0006921	0.0004175	NA	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter acinonychis"	"S"	212	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter cinaedi"	"S"	213	4	1	NA	NA	NA	4	1	1	NA	NA	NA	3	NA	0.0004637	0.0003299	NA	NA	NA	0.0004637	0.0001153	0.0001392	NA	NA	NA	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"unclassified Campylobacterales"	"-"	438853	5	1	NA	NA	NA	5	5	5	NA	NA	2	3	NA	0.001528	0.0003299	NA	NA	NA	0.0005797	0.0005767	0.0006958	NA	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Nitratifractor"	"G"	269260	5	1	NA	NA	NA	5	5	5	NA	NA	2	3	NA	0.001528	0.0003299	NA	NA	NA	0.0005797	0.0005767	0.0006958	NA	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales"
"Nitratifractor salsuginis"	"S"	269261	5	1	NA	NA	NA	5	5	5	NA	NA	2	3	NA	0.001528	0.0003299	NA	NA	NA	0.0005797	0.0005767	0.0006958	NA	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales>Nitratifractor"
"Nitratifractor salsuginis DSM 16511"	"-"	749222	5	1	NA	NA	NA	5	5	5	NA	NA	2	3	NA	0.001528	0.0003299	NA	NA	NA	0.0005797	0.0005767	0.0006958	NA	NA	0.001528	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales>Nitratifractor>Nitratifractor&nbsp;salsuginis"
"Deltaproteobacteria"	"C"	28221	5229	284	33	2	2	1980	1973	5229	8	NA	283	1628	68	0.939	0.09369	0.07426	0.939	0.6192	0.2296	0.2276	0.7277	0.0004785	NA	0.2162	0.1919	0.1556	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions"
"Myxococcales"	"O"	29	3371	104	14	1	1	864	912	3371	4	NA	136	907	46	0.4695	0.03431	0.0315	0.4695	0.3096	0.1002	0.1052	0.4691	0.0002392	NA	0.1039	0.1069	0.1052	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Nannocystineae"	"-"	224462	1912	54	8	1	1	466	505	1912	2	NA	60	445	33	0.4695	0.01782	0.018	0.4695	0.3096	0.05403	0.05825	0.2661	0.0001196	NA	0.04584	0.05244	0.0755	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Kofleriaceae"	"F"	224464	1912	54	8	1	1	466	505	1912	2	NA	60	445	33	0.4695	0.01782	0.018	0.4695	0.3096	0.05403	0.05825	0.2661	0.0001196	NA	0.04584	0.05244	0.0755	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae"
"Haliangium"	"G"	162027	1912	54	8	1	1	466	505	1912	2	NA	60	445	33	0.4695	0.01782	0.018	0.4695	0.3096	0.05403	0.05825	0.2661	0.0001196	NA	0.04584	0.05244	0.0755	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae"
"Haliangium ochraceum"	"S"	80816	1912	54	8	1	1	466	505	1912	2	NA	60	445	33	0.4695	0.01782	0.018	0.4695	0.3096	0.05403	0.05825	0.2661	0.0001196	NA	0.04584	0.05244	0.0755	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae>Haliangium"
"Haliangium ochraceum DSM 14365"	"-"	502025	1912	54	8	1	1	466	505	1912	2	NA	60	445	33	0.4695	0.01782	0.018	0.4695	0.3096	0.05403	0.05825	0.2661	0.0001196	NA	0.04584	0.05244	0.0755	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Nannocystineae>Kofleriaceae>Haliangium>Haliangium&nbsp;ochraceum"
"Sorangiineae"	"-"	80812	1187	38	4	NA	NA	257	310	1187	1	NA	44	375	13	0.1652	0.01254	0.009001	NA	NA	0.0298	0.03576	0.1652	5.981e-05	NA	0.03362	0.0442	0.02974	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Polyangiaceae"	"F"	49	751	30	4	NA	NA	173	195	751	NA	NA	29	257	13	0.1045	0.009897	0.009001	NA	NA	0.02006	0.02249	0.1045	NA	NA	0.02216	0.03029	0.02974	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae"
"Pajaroellobacter"	"G"	1882917	136	7	NA	NA	NA	35	40	136	NA	NA	3	53	NA	0.01893	0.002309	NA	NA	NA	0.004058	0.004614	0.01893	NA	NA	0.002292	0.006246	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Pajaroellobacter abortibovis"	"S"	1882918	136	7	NA	NA	NA	35	40	136	NA	NA	3	53	NA	0.01893	0.002309	NA	NA	NA	0.004058	0.004614	0.01893	NA	NA	0.002292	0.006246	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Pajaroellobacter"
"Sorangium"	"G"	39643	435	6	NA	NA	NA	91	96	435	NA	NA	17	119	NA	0.06054	0.001979	NA	NA	NA	0.01055	0.01107	0.06054	NA	NA	0.01299	0.01402	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Sorangium cellulosum"	"S"	56	435	6	NA	NA	NA	91	96	435	NA	NA	17	119	NA	0.06054	0.001979	NA	NA	NA	0.01055	0.01107	0.06054	NA	NA	0.01299	0.01402	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Sorangium"
"Sorangium cellulosum So0157-2"	"-"	1254432	33	1	NA	NA	NA	5	4	33	NA	NA	2	8	NA	0.004593	0.0003299	NA	NA	NA	0.0005797	0.0004614	0.004593	NA	NA	0.001528	0.0009428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Sorangium>Sorangium&nbsp;cellulosum"
"Chondromyces"	"G"	50	45	4	NA	NA	NA	13	15	45	NA	NA	1	20	NA	0.006263	0.00132	NA	NA	NA	0.001507	0.00173	0.006263	NA	NA	0.000764	0.002357	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae"
"Chondromyces crocatus"	"S"	52	45	4	NA	NA	NA	13	15	45	NA	NA	1	20	NA	0.006263	0.00132	NA	NA	NA	0.001507	0.00173	0.006263	NA	NA	0.000764	0.002357	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Chondromyces"
"Sandaracinaceae"	"F"	1055686	405	6	NA	NA	NA	69	102	405	1	NA	13	103	NA	0.05636	0.001979	NA	NA	NA	0.008	0.01177	0.05636	5.981e-05	NA	0.009932	0.01214	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae"
"Sandaracinus"	"G"	1055688	405	6	NA	NA	NA	69	102	405	1	NA	13	103	NA	0.05636	0.001979	NA	NA	NA	0.008	0.01177	0.05636	5.981e-05	NA	0.009932	0.01214	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Sandaracinaceae"
"Sandaracinus amylolyticus"	"S"	927083	405	6	NA	NA	NA	69	102	405	1	NA	13	103	NA	0.05636	0.001979	NA	NA	NA	0.008	0.01177	0.05636	5.981e-05	NA	0.009932	0.01214	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Sandaracinaceae>Sandaracinus"
"Cystobacterineae"	"-"	80811	214	11	2	NA	NA	121	82	214	1	NA	31	74	NA	0.02978	0.003629	0.0045	NA	NA	0.01403	0.009458	0.02978	5.981e-05	NA	0.02368	0.008721	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Anaeromyxobacteraceae"	"F"	1524215	90	3	2	NA	NA	49	28	90	NA	NA	5	34	NA	0.01253	0.0009897	0.0045	NA	NA	0.005681	0.00323	0.01253	NA	NA	0.00382	0.004007	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Anaeromyxobacter"	"G"	161492	90	3	2	NA	NA	49	28	90	NA	NA	5	34	NA	0.01253	0.0009897	0.0045	NA	NA	0.005681	0.00323	0.01253	NA	NA	0.00382	0.004007	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae"
"Anaeromyxobacter sp. Fw109-5"	"S"	404589	46	1	1	NA	NA	23	14	46	NA	NA	2	13	NA	0.006402	0.0003299	0.00225	NA	NA	0.002667	0.001615	0.006402	NA	NA	0.001528	0.001532	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae>Anaeromyxobacter"
"Vulgatibacteraceae"	"F"	1524213	28	2	NA	NA	NA	17	14	28	NA	NA	6	8	NA	0.004584	0.0006598	NA	NA	NA	0.001971	0.001615	0.003897	NA	NA	0.004584	0.0009428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Vulgatibacter"	"G"	1524214	28	2	NA	NA	NA	17	14	28	NA	NA	6	8	NA	0.004584	0.0006598	NA	NA	NA	0.001971	0.001615	0.003897	NA	NA	0.004584	0.0009428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Vulgatibacteraceae"
"Vulgatibacter incomptus"	"S"	1391653	28	2	NA	NA	NA	17	14	28	NA	NA	6	8	NA	0.004584	0.0006598	NA	NA	NA	0.001971	0.001615	0.003897	NA	NA	0.004584	0.0009428	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Vulgatibacteraceae>Vulgatibacter"
"Desulfovibrionales"	"O"	213115	356	55	7	NA	NA	149	162	356	2	NA	14	133	3	0.04954	0.01815	0.01575	NA	NA	0.01727	0.01869	0.04954	0.0001196	NA	0.0107	0.01567	0.006864	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	194924	235	25	4	NA	NA	95	96	235	1	NA	6	83	3	0.0327	0.008248	0.009001	NA	NA	0.01101	0.01107	0.0327	5.981e-05	NA	0.004584	0.009782	0.006864	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	872	165	20	3	NA	NA	66	75	165	1	NA	3	61	3	0.02296	0.006598	0.006751	NA	NA	0.007652	0.008651	0.02296	5.981e-05	NA	0.002292	0.007189	0.006864	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovibrio fairfieldensis"	"S"	44742	4	3	NA	NA	NA	NA	4	NA	NA	NA	NA	4	NA	0.0009897	0.0009897	NA	NA	NA	NA	0.0004614	NA	NA	NA	NA	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio magneticus"	"S"	184917	39	3	NA	NA	NA	11	14	39	NA	NA	2	9	NA	0.005428	0.0009897	NA	NA	NA	0.001275	0.001615	0.005428	NA	NA	0.001528	0.001061	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio magneticus RS-1"	"-"	573370	39	3	NA	NA	NA	11	14	39	NA	NA	2	9	NA	0.005428	0.0009897	NA	NA	NA	0.001275	0.001615	0.005428	NA	NA	0.001528	0.001061	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;magneticus"
"Candidatus Desulfovibrio trichonymphae"	"S"	1725232	8	3	NA	NA	NA	8	4	2	NA	NA	NA	4	NA	0.0009897	0.0009897	NA	NA	NA	0.0009275	0.0004614	0.0002783	NA	NA	NA	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio africanus"	"S"	873	22	2	1	NA	NA	6	5	22	1	NA	NA	3	NA	0.003062	0.0006598	0.00225	NA	NA	0.0006956	0.0005767	0.003062	5.981e-05	NA	NA	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio africanus str. Walvis Bay"	"-"	690850	22	2	1	NA	NA	6	5	22	1	NA	NA	3	NA	0.003062	0.0006598	0.00225	NA	NA	0.0006956	0.0005767	0.003062	5.981e-05	NA	NA	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;africanus"
"Desulfovibrio piger"	"S"	901	6	2	NA	NA	NA	2	2	6	NA	NA	NA	NA	1	0.002288	0.0006598	NA	NA	NA	0.0002319	0.0002307	0.000835	NA	NA	NA	NA	0.002288	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio gigas"	"S"	879	12	1	1	NA	NA	3	2	12	NA	NA	NA	1	NA	0.00225	0.0003299	0.00225	NA	NA	0.0003478	0.0002307	0.00167	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio gigas DSM 1382 = ATCC 19364"	"-"	1121448	12	1	1	NA	NA	3	2	12	NA	NA	NA	1	NA	0.00225	0.0003299	0.00225	NA	NA	0.0003478	0.0002307	0.00167	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;gigas"
"Desulfovibrio alaskensis"	"S"	58180	3	1	1	NA	NA	2	3	NA	NA	NA	NA	2	NA	0.00225	0.0003299	0.00225	NA	NA	0.0002319	0.000346	NA	NA	NA	NA	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio alaskensis G20"	"-"	207559	3	1	1	NA	NA	2	3	NA	NA	NA	NA	2	NA	0.00225	0.0003299	0.00225	NA	NA	0.0002319	0.000346	NA	NA	NA	NA	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;alaskensis"
"Desulfohalobiaceae"	"F"	213117	36	6	NA	NA	NA	10	21	36	NA	NA	1	12	NA	0.00501	0.001979	NA	NA	NA	0.001159	0.002422	0.00501	NA	NA	0.000764	0.001414	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfohalobium"	"G"	45662	36	6	NA	NA	NA	10	21	36	NA	NA	1	12	NA	0.00501	0.001979	NA	NA	NA	0.001159	0.002422	0.00501	NA	NA	0.000764	0.001414	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfohalobium retbaense"	"S"	45663	36	6	NA	NA	NA	10	21	36	NA	NA	1	12	NA	0.00501	0.001979	NA	NA	NA	0.001159	0.002422	0.00501	NA	NA	0.000764	0.001414	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium"
"Desulfohalobium retbaense DSM 5692"	"-"	485915	36	6	NA	NA	NA	10	21	36	NA	NA	1	12	NA	0.00501	0.001979	NA	NA	NA	0.001159	0.002422	0.00501	NA	NA	0.000764	0.001414	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium>Desulfohalobium&nbsp;retbaense"
"Desulfomicrobiaceae"	"F"	213116	19	2	NA	NA	NA	7	7	19	1	NA	NA	NA	NA	0.002644	0.0006598	NA	NA	NA	0.0008116	0.0008074	0.002644	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfomicrobium"	"G"	898	19	2	NA	NA	NA	7	7	19	1	NA	NA	NA	NA	0.002644	0.0006598	NA	NA	NA	0.0008116	0.0008074	0.002644	5.981e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
