"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Chlorobium phaeobacteroides BS1"	"-"	331678	23	5	1	NA	NA	14	21	23	11	NA	2	6	NA	0.003201	0.00165	0.00225	NA	NA	0.001623	0.002422	0.003201	0.0006579	NA	0.001528	0.0007071	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium>Chlorobium&nbsp;phaeobacteroides"
"Chlorobium chlorochromatii"	"S"	337090	6	1	NA	NA	NA	4	4	6	NA	NA	NA	1	NA	0.000835	0.0003299	NA	NA	NA	0.0004637	0.0004614	0.000835	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium"
"Chlorobium chlorochromatii CaD3"	"-"	340177	6	1	NA	NA	NA	4	4	6	NA	NA	NA	1	NA	0.000835	0.0003299	NA	NA	NA	0.0004637	0.0004614	0.000835	NA	NA	NA	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobium/Pelodictyon&nbsp;group>Chlorobium>Chlorobium&nbsp;chlorochromatii"
"Prosthecochloris"	"G"	1101	26	10	NA	NA	NA	16	15	26	3	NA	6	7	NA	0.004584	0.003299	NA	NA	NA	0.001855	0.00173	0.003618	0.0001794	NA	0.004584	0.000825	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae"
"Prosthecochloris aestuarii"	"S"	1102	16	5	NA	NA	NA	5	5	16	NA	NA	3	4	NA	0.002292	0.00165	NA	NA	NA	0.0005797	0.0005767	0.002227	NA	NA	0.002292	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris"
"Prosthecochloris aestuarii DSM 271"	"-"	290512	16	5	NA	NA	NA	5	5	16	NA	NA	3	4	NA	0.002292	0.00165	NA	NA	NA	0.0005797	0.0005767	0.002227	NA	NA	0.002292	0.0004714	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris>Prosthecochloris&nbsp;aestuarii"
"Prosthecochloris sp. CIB 2401"	"S"	1868325	6	3	NA	NA	NA	6	6	6	1	NA	3	1	NA	0.002292	0.0009897	NA	NA	NA	0.0006956	0.0006921	0.000835	5.981e-05	NA	0.002292	0.0001179	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Prosthecochloris"
"Chloroherpeton"	"G"	100715	35	6	1	NA	NA	17	35	30	1	NA	6	9	2	0.004584	0.001979	0.00225	NA	NA	0.001971	0.004037	0.004175	5.981e-05	NA	0.004584	0.001061	0.004576	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae"
"Chloroherpeton thalassium"	"S"	100716	35	6	1	NA	NA	17	35	30	1	NA	6	9	2	0.004584	0.001979	0.00225	NA	NA	0.001971	0.004037	0.004175	5.981e-05	NA	0.004584	0.001061	0.004576	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chloroherpeton"
"Chloroherpeton thalassium ATCC 35110"	"-"	517418	35	6	1	NA	NA	17	35	30	1	NA	6	9	2	0.004584	0.001979	0.00225	NA	NA	0.001971	0.004037	0.004175	5.981e-05	NA	0.004584	0.001061	0.004576	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chloroherpeton>Chloroherpeton&nbsp;thalassium"
"Chlorobaculum"	"G"	256319	6	3	1	NA	NA	5	4	6	1	NA	NA	3	NA	0.00225	0.0009897	0.00225	NA	NA	0.0005797	0.0004614	0.000835	5.981e-05	NA	NA	0.0003536	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae"
"Chlorobaculum limnaeum"	"S"	274537	2	1	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	0.0002357	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Chlorobi>Chlorobia>Chlorobiales>Chlorobiaceae>Chlorobaculum"
"Balneolaeota"	"P"	1936987	154	21	2	NA	NA	111	154	68	1	NA	5	54	10	0.02288	0.006928	0.0045	NA	NA	0.01287	0.01776	0.009463	5.981e-05	NA	0.00382	0.006364	0.02288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"unclassified Balneolaeota"	"-"	2489366	154	21	2	NA	NA	111	154	68	1	NA	5	54	10	0.02288	0.006928	0.0045	NA	NA	0.01287	0.01776	0.009463	5.981e-05	NA	0.00382	0.006364	0.02288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Balneolaeota"
"Candidatus Cyclonatronum"	"G"	2489367	154	21	2	NA	NA	111	154	68	1	NA	5	54	10	0.02288	0.006928	0.0045	NA	NA	0.01287	0.01776	0.009463	5.981e-05	NA	0.00382	0.006364	0.02288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Balneolaeota>unclassified&nbsp;Balneolaeota"
"Candidatus Cyclonatronum proteinivorum"	"S"	1457365	154	21	2	NA	NA	111	154	68	1	NA	5	54	10	0.02288	0.006928	0.0045	NA	NA	0.01287	0.01776	0.009463	5.981e-05	NA	0.00382	0.006364	0.02288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Balneolaeota>unclassified&nbsp;Balneolaeota>Candidatus&nbsp;Cyclonatronum"
"Ignavibacteriae"	"P"	1134404	222	16	3	NA	NA	222	141	128	22	NA	8	60	3	0.02574	0.005279	0.006751	NA	NA	0.02574	0.01626	0.01781	0.001316	NA	0.006112	0.007071	0.006864	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Ignavibacteria"	"C"	795747	222	16	3	NA	NA	222	141	128	22	NA	8	60	3	0.02574	0.005279	0.006751	NA	NA	0.02574	0.01626	0.01781	0.001316	NA	0.006112	0.007071	0.006864	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae"
"Ignavibacteriales"	"O"	795748	222	16	3	NA	NA	222	141	128	22	NA	8	60	3	0.02574	0.005279	0.006751	NA	NA	0.02574	0.01626	0.01781	0.001316	NA	0.006112	0.007071	0.006864	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria"
"Ignavibacteriaceae"	"F"	795749	49	4	1	NA	NA	49	29	48	20	NA	2	19	NA	0.00668	0.00132	0.00225	NA	NA	0.005681	0.003345	0.00668	0.001196	NA	0.001528	0.002239	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales"
"Ignavibacterium"	"G"	795750	49	4	1	NA	NA	49	29	48	20	NA	2	19	NA	0.00668	0.00132	0.00225	NA	NA	0.005681	0.003345	0.00668	0.001196	NA	0.001528	0.002239	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae"
"Ignavibacterium album"	"S"	591197	49	4	1	NA	NA	49	29	48	20	NA	2	19	NA	0.00668	0.00132	0.00225	NA	NA	0.005681	0.003345	0.00668	0.001196	NA	0.001528	0.002239	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae>Ignavibacterium"
"Ignavibacterium album JCM 16511"	"-"	945713	49	4	1	NA	NA	49	29	48	20	NA	2	19	NA	0.00668	0.00132	0.00225	NA	NA	0.005681	0.003345	0.00668	0.001196	NA	0.001528	0.002239	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Ignavibacteriaceae>Ignavibacterium>Ignavibacterium&nbsp;album"
"Melioribacteraceae"	"F"	1334117	33	2	NA	NA	NA	33	18	30	1	NA	1	11	NA	0.004175	0.0006598	NA	NA	NA	0.003826	0.002076	0.004175	5.981e-05	NA	0.000764	0.001296	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales"
"Melioribacter"	"G"	1134403	33	2	NA	NA	NA	33	18	30	1	NA	1	11	NA	0.004175	0.0006598	NA	NA	NA	0.003826	0.002076	0.004175	5.981e-05	NA	0.000764	0.001296	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Melioribacteraceae"
"Melioribacter roseus"	"S"	1134405	33	2	NA	NA	NA	33	18	30	1	NA	1	11	NA	0.004175	0.0006598	NA	NA	NA	0.003826	0.002076	0.004175	5.981e-05	NA	0.000764	0.001296	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Melioribacteraceae>Melioribacter"
"Melioribacter roseus P3M-2"	"-"	1191523	33	2	NA	NA	NA	33	18	30	1	NA	1	11	NA	0.004175	0.0006598	NA	NA	NA	0.003826	0.002076	0.004175	5.981e-05	NA	0.000764	0.001296	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Ignavibacteriae>Ignavibacteria>Ignavibacteriales>Melioribacteraceae>Melioribacter>Melioribacter&nbsp;roseus"
"Gemmatimonadetes"	"P"	142182	1434	668	133	NA	NA	1434	741	933	93	NA	76	204	8	0.2993	0.2204	0.2993	NA	NA	0.1663	0.08547	0.1298	0.005562	NA	0.05806	0.02404	0.0183	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Gemmatimonadetes"	"C"	219685	1434	668	133	NA	NA	1434	741	933	93	NA	76	204	8	0.2993	0.2204	0.2993	NA	NA	0.1663	0.08547	0.1298	0.005562	NA	0.05806	0.02404	0.0183	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes"
"Gemmatimonadales"	"O"	219686	1434	668	133	NA	NA	1434	741	933	93	NA	76	204	8	0.2993	0.2204	0.2993	NA	NA	0.1663	0.08547	0.1298	0.005562	NA	0.05806	0.02404	0.0183	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes"
"Gemmatimonadaceae"	"F"	219687	1434	668	133	NA	NA	1434	741	933	93	NA	76	204	8	0.2993	0.2204	0.2993	NA	NA	0.1663	0.08547	0.1298	0.005562	NA	0.05806	0.02404	0.0183	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales"
"Gemmatimonas"	"G"	173479	1276	631	131	NA	NA	1276	637	596	87	NA	35	134	6	0.2948	0.2082	0.2948	NA	NA	0.1479	0.07348	0.08294	0.005203	NA	0.02674	0.01579	0.01373	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"Gemmatimonas phototrophica"	"S"	1379270	931	421	104	NA	NA	931	505	484	7	NA	29	113	4	0.234	0.1389	0.234	NA	NA	0.1079	0.05825	0.06736	0.0004187	NA	0.02216	0.01332	0.009151	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae>Gemmatimonas"
"Gemmatimonas aurantiaca"	"S"	173480	340	208	27	NA	NA	340	129	104	80	NA	5	10	2	0.06862	0.06862	0.06075	NA	NA	0.03942	0.01488	0.01447	0.004785	NA	0.00382	0.001179	0.004576	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae>Gemmatimonas"
"Gemmatimonas aurantiaca T-27"	"-"	379066	340	208	27	NA	NA	340	129	104	80	NA	5	10	2	0.06862	0.06862	0.06075	NA	NA	0.03942	0.01488	0.01447	0.004785	NA	0.00382	0.001179	0.004576	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae>Gemmatimonas>Gemmatimonas&nbsp;aurantiaca"
"Gemmatirosa"	"G"	1706036	330	36	2	NA	NA	153	93	330	4	NA	41	69	2	0.04593	0.01188	0.0045	NA	NA	0.01774	0.01073	0.04593	0.0002392	NA	0.03132	0.008132	0.004576	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae"
"Gemmatirosa kalamazoonesis"	"S"	861299	330	36	2	NA	NA	153	93	330	4	NA	41	69	2	0.04593	0.01188	0.0045	NA	NA	0.01774	0.01073	0.04593	0.0002392	NA	0.03132	0.008132	0.004576	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Gemmatimonadetes>Gemmatimonadetes>Gemmatimonadales>Gemmatimonadaceae>Gemmatirosa"
"Fibrobacteres"	"P"	65842	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Fibrobacteria"	"C"	204430	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres"
"Fibrobacterales"	"O"	218872	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres>Fibrobacteria"
"Fibrobacteraceae"	"F"	204431	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres>Fibrobacteria>Fibrobacterales"
"Fibrobacter"	"G"	832	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae"
"Fibrobacter succinogenes"	"S"	833	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae>Fibrobacter"
"Fibrobacter succinogenes subsp. succinogenes"	"-"	834	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae>Fibrobacter>Fibrobacter&nbsp;succinogenes"
"Fibrobacter succinogenes subsp. succinogenes S85"	"-"	59374	138	11	1	NA	NA	46	37	138	2	NA	21	84	NA	0.01921	0.003629	0.00225	NA	NA	0.005333	0.004268	0.01921	0.0001196	NA	0.01604	0.0099	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Fibrobacteres>Fibrobacteria>Fibrobacterales>Fibrobacteraceae>Fibrobacter>Fibrobacter&nbsp;succinogenes>Fibrobacter&nbsp;succinogenes&nbsp;subsp.&nbsp;succinogenes"
"Candidatus Cloacimonetes"	"P"	456828	10	2	NA	NA	NA	7	10	8	3	NA	NA	5	1	0.002288	0.0006598	NA	NA	NA	0.0008116	0.001153	0.001113	0.0001794	NA	NA	0.0005893	0.002288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Candidatus Cloacimonas"	"G"	456826	10	2	NA	NA	NA	7	10	8	3	NA	NA	5	1	0.002288	0.0006598	NA	NA	NA	0.0008116	0.001153	0.001113	0.0001794	NA	NA	0.0005893	0.002288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Candidatus&nbsp;Cloacimonetes"
"Candidatus Cloacimonas acidaminovorans"	"S"	456827	10	2	NA	NA	NA	7	10	8	3	NA	NA	5	1	0.002288	0.0006598	NA	NA	NA	0.0008116	0.001153	0.001113	0.0001794	NA	NA	0.0005893	0.002288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Candidatus&nbsp;Cloacimonetes>Candidatus&nbsp;Cloacimonas"
"Candidatus Cloacimonas acidaminovorans str. Evry"	"-"	459349	10	2	NA	NA	NA	7	10	8	3	NA	NA	5	1	0.002288	0.0006598	NA	NA	NA	0.0008116	0.001153	0.001113	0.0001794	NA	NA	0.0005893	0.002288	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Candidatus&nbsp;Cloacimonetes>Candidatus&nbsp;Cloacimonas>Candidatus&nbsp;Cloacimonas&nbsp;acidaminovorans"
"Proteobacteria"	"P"	1224	1044000	106547	20218	78	127	422109	365757	392529	1044039	133	58948	382648	17080	62.44	35.15	45.49	36.62	39.32	48.94	42.19	54.63	62.44	55.65	45.04	45.1	39.08	"cellular&nbsp;organisms>Bacteria"
"Betaproteobacteria"	"C"	28216	335470	37722	9077	36	69	335467	287487	281897	2482	51	41105	324910	9188	39.23	12.44	20.42	16.9	21.36	38.89	33.16	39.23	0.1484	21.34	31.4	38.29	21.02	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Burkholderiales"	"O"	80840	305060	32909	8105	31	60	305062	261409	254031	2039	45	38302	292161	8013	35.37	10.86	18.24	14.55	18.58	35.37	30.15	35.35	0.1219	18.83	29.26	34.43	18.33	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria"
"Comamonadaceae"	"F"	80864	273670	26186	6750	23	46	273673	238368	223825	1181	34	35734	265843	6685	31.73	8.639	15.19	10.8	14.24	31.73	27.49	31.15	0.07063	14.23	27.3	31.33	15.29	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Limnohabitans"	"G"	665874	181420	17084	4372	13	34	181423	153514	136456	618	19	22483	160217	3951	21.03	5.636	9.838	6.103	10.53	21.03	17.71	18.99	0.03696	7.95	17.18	18.88	9.039	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Limnohabitans sp. 63ED37-2"	"S"	1678128	124360	11183	2730	9	25	119743	104955	96561	423	13	17558	124364	3302	14.66	3.689	6.143	4.225	7.74	13.88	12.11	13.44	0.0253	5.439	13.41	14.66	7.555	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Limnohabitans sp. 103DPR2"	"S"	1678129	61676	5901	1642	4	9	61676	48559	39893	195	6	4925	35850	649	7.151	1.947	3.695	1.878	2.786	7.151	5.601	5.552	0.01166	2.51	3.763	4.225	1.485	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Limnohabitans"
"Rhodoferax"	"G"	28065	25827	1905	513	NA	4	23630	19753	22462	99	1	3611	25827	706	3.126	0.6285	1.154	NA	1.238	2.74	2.278	3.126	0.005921	0.4184	2.759	3.044	1.615	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Rhodoferax saidenbachensis"	"S"	1484693	17299	1029	262	NA	3	15115	12559	14950	56	NA	2333	17299	402	2.081	0.3395	0.5895	NA	0.9288	1.752	1.449	2.081	0.003349	NA	1.782	2.039	0.9197	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"Rhodoferax ferrireducens"	"S"	192843	4460	556	145	NA	NA	4460	3810	3697	27	NA	668	4046	98	0.5171	0.1834	0.3263	NA	NA	0.5171	0.4395	0.5145	0.001615	NA	0.5103	0.4768	0.2242	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"Rhodoferax ferrireducens T118"	"-"	338969	4460	556	145	NA	NA	4460	3810	3697	27	NA	668	4046	98	0.5171	0.1834	0.3263	NA	NA	0.5171	0.4395	0.5145	0.001615	NA	0.5103	0.4768	0.2242	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax>Rhodoferax&nbsp;ferrireducens"
"Rhodoferax koreense"	"S"	1842727	2686	175	69	NA	NA	2298	1999	2507	9	1	354	2686	47	0.4184	0.05773	0.1553	NA	NA	0.2664	0.2306	0.3489	0.0005383	0.4184	0.2705	0.3166	0.1075	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"Rhodoferax antarcticus"	"S"	81479	1398	131	30	NA	1	1372	1040	1025	6	NA	214	1398	147	0.3363	0.04322	0.06751	NA	0.3096	0.1591	0.12	0.1426	0.0003588	NA	0.1635	0.1648	0.3363	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Rhodoferax"
"Variovorax"	"G"	34072	21811	1599	365	5	2	17849	17408	14624	130	3	2683	21811	487	2.571	0.5275	0.8213	2.347	0.6192	2.069	2.008	2.035	0.007775	1.255	2.05	2.571	1.114	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Variovorax boronicumulans"	"S"	436515	5284	472	100	2	1	4547	4307	3919	20	1	674	5284	163	0.939	0.1557	0.225	0.939	0.3096	0.5272	0.4968	0.5454	0.001196	0.4184	0.5149	0.6227	0.3729	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax sp. PAMC 28711"	"S"	1795631	3172	276	71	1	NA	2456	2593	2063	13	NA	419	3172	78	0.4695	0.09106	0.1598	0.4695	NA	0.2847	0.2991	0.2871	0.0007775	NA	0.3201	0.3738	0.1785	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax paradoxus"	"S"	34073	4672	274	56	1	NA	3776	3573	3303	36	NA	585	4672	74	0.5506	0.0904	0.126	0.4695	NA	0.4378	0.4121	0.4597	0.002153	NA	0.4469	0.5506	0.1693	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Variovorax paradoxus EPS"	"-"	595537	1109	101	27	NA	NA	935	1082	716	14	NA	109	1109	15	0.1307	0.03332	0.06075	NA	NA	0.1084	0.1248	0.09964	0.0008373	NA	0.08327	0.1307	0.03432	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax>Variovorax&nbsp;paradoxus"
"Variovorax paradoxus S110"	"-"	543728	37	7	1	NA	NA	37	27	23	NA	NA	6	36	NA	0.004584	0.002309	0.00225	NA	NA	0.00429	0.003114	0.003201	NA	NA	0.004584	0.004243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax>Variovorax&nbsp;paradoxus"
"Variovorax paradoxus B4"	"-"	1246301	19	2	NA	NA	NA	10	10	15	NA	NA	NA	19	NA	0.002239	0.0006598	NA	NA	NA	0.001159	0.001153	0.002088	NA	NA	NA	0.002239	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax>Variovorax&nbsp;paradoxus"
"Variovorax sp. PMC12"	"S"	2126319	366	61	22	NA	NA	330	318	285	2	1	35	366	6	0.4184	0.02012	0.0495	NA	NA	0.03826	0.03668	0.03966	0.0001196	0.4184	0.02674	0.04313	0.01373	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae>Variovorax"
"Acidovorax"	"G"	12916	23858	1489	427	1	NA	17813	16984	21063	103	4	2867	23858	619	2.931	0.4912	0.9608	0.4695	NA	2.065	1.959	2.931	0.00616	1.674	2.19	2.812	1.416	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Comamonadaceae"
