"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Sedimentibacter"	"G"	1947	13	1	NA	13	1	NA	1	NA	NA	1	1	1	NA	0.008731	0.008731	NA	0.005875	0.0003301	NA	5e-04	NA	NA	0.0004325	0.0003251	0.0004992	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Family XVIII"	"F"	1970	1	1	NA	1	1	NA	NA	NA	NA	NA	1	NA	NA	0.008731	0.008731	NA	0.0004519	0.0003301	NA	NA	NA	NA	NA	0.0003251	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Symbiobacterium"	"G"	1972	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"DTU014"	"O"	25673	28	3	NA	6	8	NA	2	2	NA	NA	28	2	NA	0.02619	0.02619	NA	0.002712	0.002641	NA	0.001	0.000865	NA	NA	0.009103	0.0009985	NA	"Bacteria>Firmicutes>Clostridia"
"Bacilli"	"C"	1673	139780	120	52	2416	370	42	230	370	139775	332	1004	279	8	38.66	1.048	0.4506	1.092	0.1221	4.531	0.115	0.16	38.66	0.1436	0.3264	0.1393	3.493	"Bacteria>Firmicutes"
"Bacillales"	"O"	1674	111680	75	30	1205	219	36	140	211	111677	169	587	148	6	30.89	0.6549	0.26	0.5446	0.07229	3.883	0.07	0.09125	30.89	0.07309	0.1908	0.07389	2.62	"Bacteria>Firmicutes>Bacilli"
"Bacillaceae"	"F"	1680	63900	67	13	1123	179	25	102	176	63900	137	480	124	1	17.67	0.585	0.1127	0.5075	0.05909	2.697	0.051	0.07612	17.67	0.05925	0.1561	0.0619	0.4367	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Bacillus"	"G"	1688	63797	67	13	1113	176	25	101	173	63797	132	468	121	1	17.64	0.585	0.1127	0.503	0.0581	2.697	0.0505	0.07482	17.64	0.05709	0.1522	0.06041	0.4367	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Staphylococcaceae"	"F"	1775	33187	5	10	28	20	7	18	14	33187	17	18	8	2	9.178	0.04366	0.08666	0.01265	0.006602	0.7551	0.009	0.006055	9.178	0.007352	0.005852	0.003994	0.8734	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Staphylococcus"	"G"	1780	33180	5	10	27	20	7	18	14	33180	17	18	8	2	9.176	0.04366	0.08666	0.0122	0.006602	0.7551	0.009	0.006055	9.176	0.007352	0.005852	0.003994	0.8734	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Paenibacillaceae"	"F"	1740	59	2	1	25	7	NA	13	11	27	7	59	8	NA	0.01918	0.01746	0.008666	0.0113	0.002311	NA	0.0065	0.004757	0.007467	0.003027	0.01918	0.003994	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Paenibacillus"	"G"	1747	45	2	1	24	2	NA	13	8	24	6	45	8	NA	0.01746	0.01746	0.008666	0.01085	0.0006602	NA	0.0065	0.00346	0.006637	0.002595	0.01463	0.003994	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Listeriaceae"	"F"	1737	13863	1	5	13	7	4	3	4	13863	2	4	6	3	3.834	0.008731	0.04333	0.005875	0.002311	0.4315	0.0015	0.00173	3.834	0.000865	0.0013	0.002995	1.31	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1739	13858	1	5	12	6	4	3	4	13858	2	4	5	3	3.833	0.008731	0.04333	0.005423	0.001981	0.4315	0.0015	0.00173	3.833	0.000865	0.0013	0.002496	1.31	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Lactobacillales"	"O"	1800	27825	44	22	1176	146	5	87	155	27825	160	404	130	2	7.695	0.3842	0.1906	0.5315	0.04819	0.5394	0.0435	0.06703	7.695	0.0692	0.1314	0.0649	0.8734	"Bacteria>Firmicutes>Bacilli"
"Carnobacteriaceae"	"F"	1811	887	37	10	887	73	1	71	108	64	108	319	90	NA	0.4009	0.3231	0.08666	0.4009	0.0241	0.1079	0.0355	0.04671	0.0177	0.04671	0.1037	0.04493	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Trichococcus"	"G"	1826	713	29	7	713	63	1	54	89	3	77	269	69	NA	0.3222	0.2532	0.06066	0.3222	0.0208	0.1079	0.027	0.03849	0.0008297	0.0333	0.08746	0.03445	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Jeotgalibaca"	"G"	11279	54	1	1	54	4	NA	5	3	13	7	21	7	NA	0.0244	0.008731	0.008666	0.0244	0.00132	NA	0.0025	0.001297	0.003595	0.003027	0.006828	0.003495	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Atopococcus"	"G"	1816	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Alkalibacterium"	"G"	1812	6	1	NA	6	NA	NA	NA	NA	1	1	2	1	NA	0.008731	0.008731	NA	0.002712	NA	NA	NA	NA	0.0002766	0.0004325	0.0006502	0.0004992	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Granulicatella"	"G"	1821	38	1	NA	28	2	NA	5	5	38	5	8	2	NA	0.01265	0.008731	NA	0.01265	0.0006602	NA	0.0025	0.002162	0.01051	0.002162	0.002601	0.0009985	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Lactobacillaceae"	"F"	1836	16593	4	11	64	26	4	5	14	16593	19	25	10	1	4.589	0.03493	0.09532	0.02892	0.008582	0.4315	0.0025	0.006055	4.589	0.008217	0.008128	0.004992	0.4367	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Lactobacillus"	"G"	1837	16583	4	11	63	26	4	5	14	16583	19	25	10	1	4.586	0.03493	0.09532	0.02847	0.008582	0.4315	0.0025	0.006055	4.586	0.008217	0.008128	0.004992	0.4367	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Streptococcaceae"	"F"	1850	410	3	NA	124	22	NA	4	19	410	21	35	16	NA	0.1134	0.02619	NA	0.05604	0.007262	NA	0.002	0.008217	0.1134	0.009082	0.01138	0.007988	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Streptococcus"	"G"	1853	377	2	NA	99	21	NA	4	18	377	21	34	15	NA	0.1043	0.01746	NA	0.04474	0.006932	NA	0.002	0.007785	0.1043	0.009082	0.01105	0.007489	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactococcus"	"G"	1851	25	1	NA	25	1	NA	NA	1	19	NA	1	1	NA	0.0113	0.008731	NA	0.0113	0.0003301	NA	NA	0.0004325	0.005255	NA	0.0003251	0.0004992	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Negativicutes"	"C"	2164	221	22	5	221	68	NA	72	38	NA	67	174	64	NA	0.1921	0.1921	0.04333	0.09988	0.02245	NA	0.036	0.01643	NA	0.02898	0.05657	0.03195	NA	"Bacteria>Firmicutes"
"Selenomonadales"	"O"	2165	221	22	5	221	68	NA	72	38	NA	67	174	64	NA	0.1921	0.1921	0.04333	0.09988	0.02245	NA	0.036	0.01643	NA	0.02898	0.05657	0.03195	NA	"Bacteria>Firmicutes>Negativicutes"
"Veillonellaceae"	"F"	2172	128	13	2	128	53	NA	55	28	NA	47	124	49	NA	0.1135	0.1135	0.01733	0.05785	0.01749	NA	0.0275	0.01211	NA	0.02033	0.04032	0.02446	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Megamonas"	"G"	2184	15	3	1	15	10	NA	12	4	NA	10	4	14	NA	0.02619	0.02619	0.008666	0.006779	0.003301	NA	0.006	0.00173	NA	0.004325	0.0013	0.006989	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Propionispira"	"G"	2190	11	2	NA	10	1	NA	4	1	NA	5	11	NA	NA	0.01746	0.01746	NA	0.004519	0.0003301	NA	0.002	0.0004325	NA	0.002162	0.003576	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"uncultured"	"G"	2200	33	2	NA	14	9	NA	13	9	NA	5	33	4	NA	0.01746	0.01746	NA	0.006327	0.002971	NA	0.0065	0.003892	NA	0.002162	0.01073	0.001997	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Zymophilus"	"G"	2199	4	2	NA	4	3	NA	3	NA	NA	3	2	2	NA	0.01746	0.01746	NA	0.001808	0.0009903	NA	0.0015	NA	NA	0.001297	0.0006502	0.0009985	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Pelosinus"	"G"	2189	10	1	NA	10	5	NA	4	4	NA	6	7	3	NA	0.008731	0.008731	NA	0.004519	0.00165	NA	0.002	0.00173	NA	0.002595	0.002276	0.001498	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Selenomonas"	"G"	2194	10	1	NA	3	NA	NA	1	1	NA	1	10	5	NA	0.008731	0.008731	NA	0.001356	NA	NA	5e-04	0.0004325	NA	0.0004325	0.003251	0.002496	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Veillonella"	"G"	2198	21	1	NA	21	5	NA	4	1	NA	2	8	8	NA	0.009491	0.008731	NA	0.009491	0.00165	NA	0.002	0.0004325	NA	0.000865	0.002601	0.003994	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megasphaera"	"G"	2185	7	1	NA	7	NA	NA	1	NA	NA	NA	5	1	NA	0.008731	0.008731	NA	0.003164	NA	NA	5e-04	NA	NA	NA	0.001626	0.0004992	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acidaminococcaceae"	"F"	2166	88	7	2	88	15	NA	16	10	NA	20	46	13	NA	0.06112	0.06112	0.01733	0.03977	0.004951	NA	0.008	0.004325	NA	0.00865	0.01496	0.00649	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2171	52	4	2	52	9	NA	6	1	NA	10	19	4	NA	0.03493	0.03493	0.01733	0.0235	0.002971	NA	0.003	0.0004325	NA	0.004325	0.006177	0.001997	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Acidaminococcus"	"G"	2167	14	1	NA	14	1	NA	1	NA	NA	NA	9	2	NA	0.008731	0.008731	NA	0.006327	0.0003301	NA	5e-04	NA	NA	NA	0.002926	0.0009985	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Phascolarctobacterium"	"G"	2168	15	1	NA	15	3	NA	7	8	NA	8	11	7	NA	0.008731	0.008731	NA	0.006779	0.0009903	NA	0.0035	0.00346	NA	0.00346	0.003576	0.003495	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Succinispira"	"G"	2170	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"uncultured"	"F"	2201	5	2	NA	5	NA	NA	NA	NA	NA	NA	3	1	NA	0.01746	0.01746	NA	0.00226	NA	NA	NA	NA	NA	NA	0.0009754	0.0004992	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Verrucomicrobia"	"P"	3982	32225	87	73	3671	32225	41	9238	9893	17	10998	21092	4981	15	10.64	0.7596	0.6326	1.659	10.64	4.423	4.619	4.279	0.004702	4.757	6.858	2.487	6.55	"Bacteria"
"Verrucomicrobiae"	"C"	4029	32225	87	73	3671	32225	41	9238	9893	17	10998	21092	4981	15	10.64	0.7596	0.6326	1.659	10.64	4.423	4.619	4.279	0.004702	4.757	6.858	2.487	6.55	"Bacteria>Verrucomicrobia"
"uncultured"	"O"	27008	27276	53	64	3040	27276	37	7794	8329	14	9669	18317	4354	11	9.004	0.4628	0.5546	1.374	9.004	3.991	3.897	3.602	0.003872	4.182	5.955	2.174	4.803	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	3688	27	4	386	3688	3	1094	1165	1	896	1900	435	3	1.31	0.2357	0.03466	0.1744	1.217	0.3236	0.547	0.5038	0.0002766	0.3875	0.6177	0.2172	1.31	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutaceae"	"F"	26973	2063	20	3	193	2063	2	559	565	NA	398	854	199	2	0.8734	0.1746	0.026	0.08722	0.681	0.2157	0.2795	0.2444	NA	0.1721	0.2777	0.09935	0.8734	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"IMCC26134"	"G"	26977	480	6	1	41	480	NA	204	194	NA	96	226	47	1	0.4367	0.05239	0.008666	0.01853	0.1584	NA	0.102	0.0839	NA	0.04152	0.07348	0.02346	0.4367	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Lacunisphaera"	"G"	26978	751	5	NA	69	751	NA	128	126	NA	102	211	54	NA	0.2479	0.04366	NA	0.03118	0.2479	NA	0.064	0.05449	NA	0.04411	0.0686	0.02696	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	313	4	NA	24	313	NA	65	69	NA	57	137	26	NA	0.1033	0.03493	NA	0.01085	0.1033	NA	0.0325	0.02984	NA	0.02465	0.04454	0.01298	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Alterococcus"	"G"	26974	40	1	NA	3	40	NA	26	27	NA	6	30	7	NA	0.0132	0.008731	NA	0.001356	0.0132	NA	0.013	0.01168	NA	0.002595	0.009754	0.003495	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cephaloticoccus"	"G"	26975	183	1	2	20	183	1	35	47	NA	46	86	29	NA	0.1079	0.008731	0.01733	0.009039	0.06041	0.1079	0.0175	0.02033	NA	0.01989	0.02796	0.01448	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Diplosphaera"	"G"	26976	85	1	NA	7	85	NA	22	24	NA	27	43	6	NA	0.02806	0.008731	NA	0.003164	0.02806	NA	0.011	0.01038	NA	0.01168	0.01398	0.002995	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Puniceicoccaceae"	"F"	26981	1574	7	1	188	1574	1	510	578	1	475	1008	231	1	0.5196	0.06112	0.008666	0.08496	0.5196	0.1079	0.255	0.25	0.0002766	0.2054	0.3277	0.1153	0.4367	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Cerasicoccus"	"G"	26983	256	2	NA	23	256	1	75	65	1	85	147	41	NA	0.1079	0.01746	NA	0.01039	0.0845	0.1079	0.0375	0.02811	0.0002766	0.03676	0.04779	0.02047	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Coraliomargarita"	"G"	26984	79	2	NA	6	79	NA	21	20	NA	21	58	13	NA	0.02608	0.01746	NA	0.002712	0.02608	NA	0.0105	0.00865	NA	0.009082	0.01886	0.00649	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Lentimonas"	"G"	26985	183	1	NA	22	183	NA	44	64	NA	64	114	40	NA	0.06041	0.008731	NA	0.009942	0.06041	NA	0.022	0.02768	NA	0.02768	0.03706	0.01997	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Pelagicoccus"	"G"	26987	110	1	NA	9	110	NA	49	73	NA	12	57	8	NA	0.03631	0.008731	NA	0.004067	0.03631	NA	0.0245	0.03157	NA	0.00519	0.01853	0.003994	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verruc-01"	"G"	26989	322	1	NA	51	322	NA	118	148	NA	84	204	48	NA	0.1063	0.008731	NA	0.02305	0.1063	NA	0.059	0.06401	NA	0.03633	0.06633	0.02396	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verrucomicrobiales"	"O"	4030	296	5	4	110	296	NA	90	101	1	77	194	37	NA	0.09771	0.04366	0.03466	0.04971	0.09771	NA	0.045	0.04368	0.0002766	0.0333	0.06307	0.01847	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Rubritaleaceae"	"F"	4034	137	2	3	52	137	NA	47	49	NA	16	74	9	NA	0.04522	0.01746	0.026	0.0235	0.04522	NA	0.0235	0.02119	NA	0.00692	0.02406	0.004493	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"DBS1"	"G"	27002	34	1	NA	6	34	NA	12	11	NA	5	14	NA	NA	0.01122	0.008731	NA	0.002712	0.01122	NA	0.006	0.004757	NA	0.002162	0.004552	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Verrucomicrobiaceae"	"F"	4036	95	2	NA	44	95	NA	24	32	NA	35	68	18	NA	0.03136	0.01746	NA	0.01988	0.03136	NA	0.012	0.01384	NA	0.01514	0.02211	0.008986	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Brevifollis"	"G"	4038	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"uncultured"	"G"	4046	27	1	NA	27	19	NA	NA	3	NA	NA	4	1	NA	0.0122	0.008731	NA	0.0122	0.006272	NA	NA	0.001297	NA	NA	0.0013	0.0004992	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Akkermansiaceae"	"F"	27000	25	1	NA	9	22	NA	7	6	NA	5	25	4	NA	0.008731	0.008731	NA	0.004067	0.007262	NA	0.0035	0.002595	NA	0.002162	0.008128	0.001997	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Akkermansia"	"G"	27001	25	1	NA	9	22	NA	7	6	NA	5	25	4	NA	0.008731	0.008731	NA	0.004067	0.007262	NA	0.0035	0.002595	NA	0.002162	0.008128	0.001997	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae"
"Pedosphaerales"	"O"	26992	211	1	1	36	211	NA	39	50	NA	56	124	30	NA	0.06965	0.008731	0.008666	0.01627	0.06965	NA	0.0195	0.02162	NA	0.02422	0.04032	0.01498	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Pedosphaeraceae"	"F"	26993	211	1	1	36	211	NA	39	50	NA	56	124	30	NA	0.06965	0.008731	0.008666	0.01627	0.06965	NA	0.0195	0.02162	NA	0.02422	0.04032	0.01498	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales"
"ADurb.Bin063-1"	"G"	26994	12	1	1	8	12	NA	3	2	NA	1	7	1	NA	0.008731	0.008731	0.008666	0.003615	0.003961	NA	0.0015	0.000865	NA	0.0004325	0.002276	0.0004992	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales>Pedosphaeraceae"
"Actinobacteria"	"P"	400	3260	81	9	2892	630	4	748	1337	5	1147	3260	804	1	1.307	0.7072	0.07799	1.307	0.208	0.4315	0.374	0.5782	0.001383	0.4961	1.06	0.4014	0.4367	"Bacteria"
"Actinobacteria"	"C"	419	2399	71	6	2055	544	4	711	1239	5	1105	2399	764	NA	0.9287	0.6199	0.05199	0.9287	0.1796	0.4315	0.3555	0.5358	0.001383	0.4779	0.78	0.3814	NA	"Bacteria>Actinobacteria"
"Micrococcales"	"O"	510	1587	46	2	1046	286	2	347	716	1	671	1587	430	NA	0.516	0.4016	0.01733	0.4727	0.09441	0.2157	0.1735	0.3097	0.0002766	0.2902	0.516	0.2147	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Microbacteriaceae"	"F"	580	1418	38	1	447	246	2	319	666	1	615	1418	398	NA	0.461	0.3318	0.008666	0.202	0.0812	0.2157	0.1595	0.288	0.0002766	0.266	0.461	0.1987	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Rhodoluna"	"G"	24511	265	9	NA	83	53	1	74	174	NA	150	265	87	NA	0.1079	0.07858	NA	0.03751	0.01749	0.1079	0.037	0.07525	NA	0.06487	0.08616	0.04343	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Aquiluna"	"G"	587	152	6	NA	46	19	NA	28	75	NA	69	152	46	NA	0.05239	0.05239	NA	0.02079	0.006272	NA	0.014	0.03244	NA	0.02984	0.04942	0.02296	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Planktoluna"	"G"	590	75	4	NA	34	17	NA	30	53	NA	53	75	35	NA	0.03493	0.03493	NA	0.01537	0.005612	NA	0.015	0.02292	NA	0.02292	0.02438	0.01747	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microbacterium"	"G"	616	425	3	NA	139	72	1	90	145	NA	139	425	93	NA	0.1382	0.02619	NA	0.06282	0.02377	0.1079	0.045	0.06271	NA	0.06012	0.1382	0.04643	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"MWH-Ta3"	"G"	614	22	3	NA	14	7	NA	5	17	NA	10	22	5	NA	0.02619	0.02619	NA	0.006327	0.002311	NA	0.0025	0.007352	NA	0.004325	0.007153	0.002496	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agromyces"	"G"	583	34	2	NA	10	6	NA	6	11	NA	13	34	13	NA	0.01746	0.01746	NA	0.004519	0.001981	NA	0.003	0.004757	NA	0.005622	0.01105	0.00649	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"uncultured"	"G"	635	20	1	NA	5	3	NA	4	7	NA	7	20	3	NA	0.008731	0.008731	NA	0.00226	0.0009903	NA	0.002	0.003027	NA	0.003027	0.006502	0.001498	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"ML602J-51"	"G"	613	15	1	NA	3	3	NA	5	8	NA	11	15	1	NA	0.008731	0.008731	NA	0.001356	0.0009903	NA	0.0025	0.00346	NA	0.004757	0.004877	0.0004992	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Chryseoglobus"	"G"	11148	1	1	NA	1	NA	NA	1	1	NA	1	1	NA	NA	0.008731	0.008731	NA	0.0004519	NA	NA	5e-04	0.0004325	NA	0.0004325	0.0003251	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Cryobacterium"	"G"	594	17	1	NA	3	4	NA	4	8	NA	3	17	5	NA	0.008731	0.008731	NA	0.001356	0.00132	NA	0.002	0.00346	NA	0.001297	0.005527	0.002496	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Parafrigoribacterium"	"G"	24510	6	1	NA	2	NA	NA	1	1	NA	NA	6	1	NA	0.008731	0.008731	NA	0.0009039	NA	NA	5e-04	0.0004325	NA	NA	0.001951	0.0004992	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Glaciihabitans"	"G"	14213	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.008731	0.008731	NA	NA	NA	NA	NA	NA	NA	0.0004325	NA	0.0004992	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Micrococcaceae"	"F"	636	177	6	NA	177	20	NA	21	32	NA	37	88	25	NA	0.07999	0.05239	NA	0.07999	0.006602	NA	0.0105	0.01384	NA	0.016	0.02861	0.01248	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Arthrobacter"	"G"	638	44	3	NA	44	4	NA	6	7	NA	9	18	2	NA	0.02619	0.02619	NA	0.01988	0.00132	NA	0.003	0.003027	NA	0.003892	0.005852	0.0009985	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Pseudarthrobacter"	"G"	14220	43	2	NA	43	6	NA	3	11	NA	5	22	11	NA	0.01943	0.01746	NA	0.01943	0.001981	NA	0.0015	0.004757	NA	0.002162	0.007153	0.005492	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Rothia"	"G"	646	24	1	NA	24	3	NA	2	3	NA	5	12	4	NA	0.01085	0.008731	NA	0.01085	0.0009903	NA	0.001	0.001297	NA	0.002162	0.003901	0.001997	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Dermatophilaceae"	"F"	550	3	1	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.001356	NA	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"uncultured"	"G"	556	2	1	NA	2	NA	NA	NA	NA	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.0009039	NA	NA	NA	NA	NA	NA	NA	0.0004992	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Dermatophilaceae"
"Intrasporangiaceae"	"F"	557	343	1	NA	343	10	NA	2	2	NA	2	27	3	NA	0.155	0.008731	NA	0.155	0.003301	NA	0.001	0.000865	NA	0.000865	0.008778	0.001498	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
