"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Candidatus Berkiella"	"G"	26663	57	1	1	NA	NA	25	22	33	NA	NA	6	57	1	0.006718	0.0003299	0.00225	NA	NA	0.002898	0.002538	0.004593	NA	NA	0.004584	0.006718	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Coxiellales"	"O"	26612	68	36	8	NA	NA	52	68	63	NA	NA	8	60	1	0.018	0.01188	0.018	NA	NA	0.006029	0.007844	0.008768	NA	NA	0.006112	0.007071	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	68	36	8	NA	NA	52	68	63	NA	NA	8	60	1	0.018	0.01188	0.018	NA	NA	0.006029	0.007844	0.008768	NA	NA	0.006112	0.007071	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	68	36	8	NA	NA	52	68	63	NA	NA	8	60	1	0.018	0.01188	0.018	NA	NA	0.006029	0.007844	0.008768	NA	NA	0.006112	0.007071	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"B2M28"	"O"	26324	30	30	12	NA	NA	9	4	6	NA	NA	NA	9	1	0.027	0.009897	0.027	NA	NA	0.001043	0.0004614	0.000835	NA	NA	NA	0.001061	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacterales"	"O"	26607	23	23	6	NA	NA	19	14	12	NA	NA	NA	2	NA	0.0135	0.007588	0.0135	NA	NA	0.002203	0.001615	0.00167	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacteraceae"	"F"	26608	23	23	6	NA	NA	19	14	12	NA	NA	NA	2	NA	0.0135	0.007588	0.0135	NA	NA	0.002203	0.001615	0.00167	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales"
"Plasticicumulans"	"G"	26611	18	18	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0135	0.005938	0.0135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"Candidatus Competibacter"	"G"	26609	19	5	NA	NA	NA	19	14	12	NA	NA	NA	2	NA	0.002203	0.00165	NA	NA	NA	0.002203	0.001615	0.00167	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"uncultured"	"O"	14692	134	20	NA	NA	NA	62	44	134	NA	NA	14	81	NA	0.01865	0.006598	NA	NA	NA	0.007188	0.005075	0.01865	NA	NA	0.0107	0.009546	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Salinisphaerales"	"O"	3728	164	18	NA	NA	NA	20	19	32	NA	NA	15	164	4	0.01933	0.005938	NA	NA	NA	0.002319	0.002192	0.004453	NA	NA	0.01146	0.01933	0.009151	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Solimonadaceae"	"F"	26815	164	18	NA	NA	NA	19	18	32	NA	NA	15	164	4	0.01933	0.005938	NA	NA	NA	0.002203	0.002076	0.004453	NA	NA	0.01146	0.01933	0.009151	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales"
"uncultured"	"G"	26824	51	18	NA	NA	NA	7	8	6	NA	NA	4	51	NA	0.006011	0.005938	NA	NA	NA	0.0008116	0.0009228	0.000835	NA	NA	0.003056	0.006011	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Solimonadaceae"
"Methylococcales"	"O"	3563	32	10	1	NA	NA	14	17	32	2	NA	NA	29	2	0.004576	0.003299	0.00225	NA	NA	0.001623	0.001961	0.004453	0.0001196	NA	NA	0.003418	0.004576	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylococcaceae"	"F"	3571	16	6	NA	NA	NA	2	2	14	NA	NA	NA	16	1	0.002288	0.001979	NA	NA	NA	0.0002319	0.0002307	0.001948	NA	NA	NA	0.001886	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Methyloparacoccus"	"G"	14665	8	5	NA	NA	NA	1	NA	3	NA	NA	NA	8	1	0.002288	0.00165	NA	NA	NA	0.0001159	NA	0.0004175	NA	NA	NA	0.0009428	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"uncultured"	"G"	3586	8	1	NA	NA	NA	1	2	8	NA	NA	NA	5	NA	0.001113	0.0003299	NA	NA	NA	0.0001159	0.0002307	0.001113	NA	NA	NA	0.0005893	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylomonaceae"	"F"	26694	18	4	1	NA	NA	12	14	18	1	NA	NA	12	1	0.002505	0.00132	0.00225	NA	NA	0.001391	0.001615	0.002505	5.981e-05	NA	NA	0.001414	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Marine Methylotrophic Group 2"	"G"	26698	2	1	NA	NA	NA	2	NA	2	NA	NA	NA	2	NA	0.0003299	0.0003299	NA	NA	NA	0.0002319	NA	0.0002783	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Milano-WF1B-03"	"G"	26709	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.0003299	0.0003299	NA	NA	NA	0.0001159	NA	NA	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Methylomonas"	"G"	26703	2	1	NA	NA	NA	NA	2	2	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0002307	0.0002783	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Crenothrix"	"G"	26695	6	1	NA	NA	NA	3	6	6	NA	NA	NA	4	NA	0.000835	0.0003299	NA	NA	NA	0.0003478	0.0006921	0.000835	NA	NA	NA	0.0004714	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"KF-JG30-C25"	"O"	26684	53	10	1	NA	NA	49	48	49	NA	NA	10	53	NA	0.00764	0.003299	0.00225	NA	NA	0.005681	0.005537	0.006819	NA	NA	0.00764	0.006246	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Run-SP154"	"O"	3725	41	9	1	NA	NA	26	30	41	NA	NA	5	11	NA	0.005706	0.002969	0.00225	NA	NA	0.003014	0.00346	0.005706	NA	NA	0.00382	0.001296	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichales"	"O"	3735	45	9	2	NA	NA	13	17	7	3	NA	6	45	NA	0.005303	0.002969	0.0045	NA	NA	0.001507	0.001961	0.0009742	0.0001794	NA	0.004584	0.005303	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	45	9	2	NA	NA	13	17	7	3	NA	6	45	NA	0.005303	0.002969	0.0045	NA	NA	0.001507	0.001961	0.0009742	0.0001794	NA	0.004584	0.005303	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiothrix"	"G"	3769	42	8	2	NA	NA	10	13	4	1	NA	5	42	NA	0.00495	0.002639	0.0045	NA	NA	0.001159	0.0015	0.0005567	5.981e-05	NA	0.00382	0.00495	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"uncultured"	"G"	3770	3	1	NA	NA	NA	2	3	2	NA	NA	NA	2	NA	0.000346	0.0003299	NA	NA	NA	0.0002319	0.000346	0.0002783	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"R7C24"	"O"	26806	71	7	NA	NA	NA	18	26	33	NA	NA	3	71	NA	0.008368	0.002309	NA	NA	NA	0.002087	0.002999	0.004593	NA	NA	0.002292	0.008368	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"CCM19a"	"O"	26592	164	7	3	NA	NA	87	85	123	1	NA	15	164	94	0.2151	0.002309	0.006751	NA	NA	0.01009	0.009804	0.01712	5.981e-05	NA	0.01146	0.01933	0.2151	"Bacteria>Proteobacteria>Gammaproteobacteria"
"PLTA13"	"O"	26796	135	4	1	NA	NA	37	35	33	NA	NA	23	135	97	0.2219	0.00132	0.00225	NA	NA	0.00429	0.004037	0.004593	NA	NA	0.01757	0.01591	0.2219	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellales"	"O"	3688	29	3	1	NA	NA	10	10	21	29	NA	2	20	NA	0.002923	0.0009897	0.00225	NA	NA	0.001159	0.001153	0.002923	0.001734	NA	0.001528	0.002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellaceae"	"F"	3689	29	3	1	NA	NA	10	10	21	29	NA	2	20	NA	0.002923	0.0009897	0.00225	NA	NA	0.001159	0.001153	0.002923	0.001734	NA	0.001528	0.002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales"
"Haemophilus"	"G"	3698	13	2	1	NA	NA	6	6	9	13	NA	2	9	NA	0.00225	0.0006598	0.00225	NA	NA	0.0006956	0.0006921	0.001253	0.0007775	NA	0.001528	0.001061	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Actinobacillus"	"G"	3690	5	1	NA	NA	NA	NA	1	3	5	NA	NA	1	NA	0.0004175	0.0003299	NA	NA	NA	NA	0.0001153	0.0004175	0.000299	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Vibrionales"	"O"	3775	29	3	1	NA	NA	11	6	26	29	NA	1	23	3	0.006864	0.0009897	0.00225	NA	NA	0.001275	0.0006921	0.003618	0.001734	NA	0.000764	0.002711	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	3776	29	3	1	NA	NA	11	6	26	29	NA	1	23	3	0.006864	0.0009897	0.00225	NA	NA	0.001275	0.0006921	0.003618	0.001734	NA	0.000764	0.002711	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	3783	28	3	1	NA	NA	10	6	21	28	NA	1	19	3	0.006864	0.0009897	0.00225	NA	NA	0.001159	0.0006921	0.002923	0.001675	NA	0.000764	0.002239	0.006864	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Piscirickettsiales"	"O"	26799	9	2	NA	NA	NA	3	9	6	NA	NA	9	7	1	0.006876	0.0006598	NA	NA	NA	0.0003478	0.001038	0.000835	NA	NA	0.006876	0.000825	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Piscirickettsiaceae"	"F"	26800	9	2	NA	NA	NA	3	9	6	NA	NA	9	7	1	0.006876	0.0006598	NA	NA	NA	0.0003478	0.001038	0.000835	NA	NA	0.006876	0.000825	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Piscirickettsiales"
"Candidatus Endoecteinascidia"	"G"	26801	9	1	NA	NA	NA	3	9	6	NA	NA	9	7	NA	0.006876	0.0003299	NA	NA	NA	0.0003478	0.001038	0.000835	NA	NA	0.006876	0.000825	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Piscirickettsiales>Piscirickettsiaceae"
"Piscirickettsia"	"G"	26802	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002288	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Piscirickettsiales>Piscirickettsiaceae"
"Acidiferrobacterales"	"O"	14615	32	2	NA	NA	NA	10	14	32	NA	NA	NA	13	1	0.004453	0.0006598	NA	NA	NA	0.001159	0.001615	0.004453	NA	NA	NA	0.001532	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacteraceae"	"F"	14616	32	2	NA	NA	NA	10	14	32	NA	NA	NA	13	1	0.004453	0.0006598	NA	NA	NA	0.001159	0.001615	0.004453	NA	NA	NA	0.001532	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales"
"Sulfurifustis"	"G"	14618	29	2	NA	NA	NA	9	14	29	NA	NA	NA	11	NA	0.004036	0.0006598	NA	NA	NA	0.001043	0.001615	0.004036	NA	NA	NA	0.001296	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"CHAB-XI-27"	"O"	26594	84	2	1	NA	NA	18	26	84	NA	NA	1	15	NA	0.01169	0.0006598	0.00225	NA	NA	0.002087	0.002999	0.01169	NA	NA	0.000764	0.001768	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiohalorhabdales"	"O"	26837	4	2	NA	NA	NA	NA	1	4	NA	NA	3	3	1	0.002292	0.0006598	NA	NA	NA	NA	0.0001153	0.0005567	NA	NA	0.002292	0.0003536	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiohalorhabdaceae"	"F"	26838	4	2	NA	NA	NA	NA	1	4	NA	NA	3	3	1	0.002292	0.0006598	NA	NA	NA	NA	0.0001153	0.0005567	NA	NA	0.002292	0.0003536	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiohalorhabdales"
"Granulosicoccus"	"G"	26839	3	1	NA	NA	NA	NA	1	2	NA	NA	3	2	1	0.002292	0.0003299	NA	NA	NA	NA	0.0001153	0.0002783	NA	NA	0.002292	0.0002357	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiohalorhabdales>Thiohalorhabdaceae"
"Methylohalomonas"	"G"	26840	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiohalorhabdales>Thiohalorhabdaceae"
"HOC36"	"O"	3546	2	2	NA	NA	NA	NA	1	NA	NA	NA	NA	2	NA	0.0006598	0.0006598	NA	NA	NA	NA	0.0001153	NA	NA	NA	NA	0.0002357	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"WD260"	"O"	26863	5	2	NA	NA	NA	3	1	5	NA	NA	NA	5	1	0.002288	0.0006598	NA	NA	NA	0.0003478	0.0001153	0.0006958	NA	NA	NA	0.0005893	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Francisellales"	"O"	26653	11	1	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	0.001269	0.0003299	NA	NA	NA	NA	0.001269	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Francisellaceae"	"F"	26654	11	1	NA	NA	NA	NA	11	NA	NA	NA	NA	NA	NA	0.001269	0.0003299	NA	NA	NA	NA	0.001269	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Francisellales"
"uncultured"	"G"	26659	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	NA	0.0002307	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Francisellales>Francisellaceae"
"SZB50"	"O"	26811	2	1	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	0.0003299	0.0003299	NA	NA	NA	0.0001159	NA	0.0002783	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"EV818SWSAP88"	"O"	26623	10	1	3	NA	NA	3	4	8	NA	NA	NA	10	NA	0.006751	0.0003299	0.006751	NA	NA	0.0003478	0.0004614	0.001113	NA	NA	NA	0.001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"CCD24"	"O"	26591	23	1	NA	NA	NA	2	10	10	NA	NA	3	23	NA	0.002711	0.0003299	NA	NA	NA	0.0002319	0.001153	0.001392	NA	NA	0.002292	0.002711	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"SAR86 clade"	"O"	26808	7	1	NA	NA	NA	7	5	3	3	NA	1	6	NA	0.0008116	0.0003299	NA	NA	NA	0.0008116	0.0005767	0.0004175	0.0001794	NA	0.000764	0.0007071	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiomicrospirales"	"O"	26843	7	1	NA	NA	NA	4	1	7	3	NA	1	3	NA	0.0009742	0.0003299	NA	NA	NA	0.0004637	0.0001153	0.0009742	0.0001794	NA	0.000764	0.0003536	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"JG36-GS-52"	"O"	26681	21	1	NA	NA	NA	4	5	21	NA	NA	6	10	NA	0.004584	0.0003299	NA	NA	NA	0.0004637	0.0005767	0.002923	NA	NA	0.004584	0.001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"EC3"	"O"	3467	3	1	NA	NA	NA	NA	NA	3	NA	NA	NA	1	NA	0.0004175	0.0003299	NA	NA	NA	NA	NA	0.0004175	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiales"	"O"	3415	23	1	1	NA	NA	3	11	23	3	NA	5	13	NA	0.00382	0.0003299	0.00225	NA	NA	0.0003478	0.001269	0.003201	0.0001794	NA	0.00382	0.001532	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiaceae"	"F"	3416	22	1	1	NA	NA	1	10	22	3	NA	5	13	NA	0.00382	0.0003299	0.00225	NA	NA	0.0001159	0.001153	0.003062	0.0001794	NA	0.00382	0.001532	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Lamprocystis"	"G"	3421	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.00225	0.0003299	0.00225	NA	NA	NA	NA	NA	5.981e-05	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Cardiobacteriales"	"O"	3409	17	1	1	NA	NA	17	6	9	1	NA	1	9	1	0.002288	0.0003299	0.00225	NA	NA	0.001971	0.0006921	0.001253	5.981e-05	NA	0.000764	0.001061	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Cardiobacteriaceae"	"F"	3410	3	1	1	NA	NA	3	2	3	1	NA	NA	1	1	0.002288	0.0003299	0.00225	NA	NA	0.0003478	0.0002307	0.0004175	5.981e-05	NA	NA	0.0001179	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales"
"uncultured"	"G"	3414	3	1	1	NA	NA	1	NA	3	NA	NA	NA	1	NA	0.00225	0.0003299	0.00225	NA	NA	0.0001159	NA	0.0004175	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"Nitrosococcales"	"O"	26732	7	1	1	NA	NA	7	3	7	1	NA	NA	5	NA	0.00225	0.0003299	0.00225	NA	NA	0.0008116	0.000346	0.0009742	5.981e-05	NA	NA	0.0005893	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Nitrosococcaceae"	"F"	26737	6	1	1	NA	NA	1	1	6	NA	NA	NA	3	NA	0.00225	0.0003299	0.00225	NA	NA	0.0001159	0.0001153	0.000835	NA	NA	NA	0.0003536	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales"
"AqS1"	"G"	26739	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0003299	0.0003299	NA	NA	NA	NA	NA	0.0001392	NA	NA	NA	0.0001179	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Nitrosococcales>Nitrosococcaceae"
"Beggiatoales"	"O"	26326	5	1	NA	NA	NA	2	NA	1	NA	NA	3	5	1	0.002292	0.0003299	NA	NA	NA	0.0002319	NA	0.0001392	NA	NA	0.002292	0.0005893	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Beggiatoaceae"	"F"	26327	5	1	NA	NA	NA	2	NA	1	NA	NA	3	5	1	0.002292	0.0003299	NA	NA	NA	0.0002319	NA	0.0001392	NA	NA	0.002292	0.0005893	0.002288	"Bacteria>Proteobacteria>Gammaproteobacteria>Beggiatoales"
"uncultured"	"G"	26340	3	1	NA	NA	NA	NA	NA	1	NA	NA	3	NA	NA	0.002292	0.0003299	NA	NA	NA	NA	NA	0.0001392	NA	NA	0.002292	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Beggiatoales>Beggiatoaceae"
"Alphaproteobacteria"	"C"	2379	48858	26217	3404	7	15	32523	19239	48858	359	8	13004	18640	3472	9.935	8.649	7.66	3.286	4.644	3.771	2.219	6.799	0.02147	3.347	9.935	2.197	7.943	"Bacteria>Proteobacteria"
"Sphingomonadales"	"O"	2823	13528	13528	1641	NA	4	11672	6291	11053	92	3	5018	7883	460	4.463	4.463	3.693	NA	1.238	1.353	0.7256	1.538	0.005502	1.255	3.834	0.929	1.052	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	13528	13528	1641	NA	4	11672	6291	11053	92	3	5018	7883	460	4.463	4.463	3.693	NA	1.238	1.353	0.7256	1.538	0.005502	1.255	3.834	0.929	1.052	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Novosphingobium"	"G"	2846	4031	3992	498	NA	1	3601	1919	4031	20	1	1595	2464	78	1.317	1.317	1.121	NA	0.3096	0.4175	0.2213	0.561	0.001196	0.4184	1.219	0.2904	0.1785	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas"	"G"	2852	2658	2658	316	NA	1	2241	1165	2500	19	1	1085	1689	245	0.8769	0.8769	0.7111	NA	0.3096	0.2598	0.1344	0.3479	0.001136	0.4184	0.8289	0.1991	0.5605	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"uncultured"	"G"	2858	2318	2318	269	NA	NA	1678	819	892	12	1	402	627	20	0.7647	0.7647	0.6053	NA	NA	0.1945	0.09447	0.1241	0.0007177	0.4184	0.3071	0.07389	0.04576	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium"	"G"	2850	1101	1101	133	NA	1	926	513	855	11	NA	458	710	37	0.3632	0.3632	0.2993	NA	0.3096	0.1074	0.05917	0.119	0.0006579	NA	0.3499	0.08368	0.08465	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	865	865	106	NA	NA	704	449	653	3	NA	341	578	17	0.2854	0.2854	0.2385	NA	NA	0.08162	0.05179	0.09088	0.0001794	NA	0.2605	0.06812	0.03889	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	2854	815	815	97	NA	1	771	421	537	10	NA	352	614	16	0.3096	0.2689	0.2183	NA	0.3096	0.08939	0.04856	0.07473	0.0005981	NA	0.2689	0.07236	0.03661	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	394	394	47	NA	NA	359	226	367	1	NA	173	239	6	0.1322	0.13	0.1058	NA	NA	0.04162	0.02607	0.05107	5.981e-05	NA	0.1322	0.02817	0.01373	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacter"	"G"	26245	211	176	30	NA	NA	211	91	193	3	NA	93	147	8	0.07105	0.05806	0.06751	NA	NA	0.02446	0.0105	0.02686	0.0001794	NA	0.07105	0.01732	0.0183	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Ellin6055"	"G"	26244	47	40	7	NA	NA	47	32	44	NA	NA	8	21	1	0.01575	0.0132	0.01575	NA	NA	0.005449	0.003691	0.006123	NA	NA	0.006112	0.002475	0.002288	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	51	35	5	NA	NA	41	20	51	NA	NA	28	37	3	0.02139	0.01155	0.01125	NA	NA	0.004753	0.002307	0.007098	NA	NA	0.02139	0.004361	0.006864	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sandarakinorhabdus"	"G"	2849	89	34	3	NA	NA	89	23	3	NA	NA	3	7	NA	0.01122	0.01122	0.006751	NA	NA	0.01032	0.002653	0.0004175	NA	NA	0.002292	0.000825	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhapis"	"G"	14559	52	26	3	NA	NA	29	29	52	1	NA	16	19	2	0.01222	0.008578	0.006751	NA	NA	0.003362	0.003345	0.007237	5.981e-05	NA	0.01222	0.002239	0.004576	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	23	23	2	NA	NA	10	11	15	1	NA	7	18	NA	0.007588	0.007588	0.0045	NA	NA	0.001159	0.001269	0.002088	5.981e-05	NA	0.005348	0.002121	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Polymorphobacter"	"G"	11469	17	17	1	NA	NA	2	7	6	1	NA	7	6	NA	0.005608	0.005608	0.00225	NA	NA	0.0002319	0.0008074	0.000835	5.981e-05	NA	0.005348	0.0007071	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Blastomonas"	"G"	2845	23	14	2	NA	NA	23	8	17	NA	NA	11	13	1	0.008404	0.004619	0.0045	NA	NA	0.002667	0.0009228	0.002366	NA	NA	0.008404	0.001532	0.002288	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingoaurantiacus"	"G"	26251	18	12	NA	NA	NA	18	7	9	NA	NA	11	9	NA	0.008404	0.003959	NA	NA	NA	0.002087	0.0008074	0.001253	NA	NA	0.008404	0.001061	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
