"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Solimonas"	"G"	413435	118	1	NA	9	118	NA	10	10	NA	5	17	11	NA	0.03895	0.008731	NA	0.004067	0.03895	NA	0.005	0.004325	NA	0.002162	0.005527	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae"
"Solimonas sp. K1W22B-7"	"S"	2303331	118	1	NA	9	118	NA	10	10	NA	5	17	11	NA	0.03895	0.008731	NA	0.004067	0.03895	NA	0.005	0.004325	NA	0.002162	0.005527	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae>Solimonas"
"unclassified Gammaproteobacteria"	"-"	118884	826	8	3	54	826	1	96	63	4	60	83	74	NA	0.2727	0.06985	0.026	0.0244	0.2727	0.1079	0.048	0.02725	0.001106	0.02595	0.02699	0.03694	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"unclassified Gammaproteobacteria (miscellaneous)"	"-"	33811	114	3	1	12	114	1	7	11	NA	4	30	8	NA	0.1079	0.02619	0.008666	0.005423	0.03763	0.1079	0.0035	0.004757	NA	0.00173	0.009754	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"gamma proteobacterium HdN1"	"S"	83406	72	1	NA	8	72	NA	1	3	NA	1	11	4	NA	0.02377	0.008731	NA	0.003615	0.02377	NA	5e-04	0.001297	NA	0.0004325	0.003576	0.001997	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"endosymbiont of unidentified scaly snail isolate Monju"	"S"	1248727	6	1	NA	1	3	NA	2	1	NA	NA	6	NA	NA	0.008731	0.008731	NA	0.0004519	0.0009903	NA	0.001	0.0004325	NA	NA	0.001951	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"Gammaproteobacteria bacterium ESL0073"	"S"	2070539	13	1	NA	NA	13	NA	1	2	NA	2	7	2	NA	0.008731	0.008731	NA	NA	0.004291	NA	5e-04	0.000865	NA	0.000865	0.002276	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"Thiohalobacter"	"G"	1273155	11	2	NA	7	11	NA	2	1	NA	1	6	1	NA	0.01746	0.01746	NA	0.003164	0.003631	NA	0.001	0.0004325	NA	0.0004325	0.001951	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Thiohalobacter thiocyanaticus"	"S"	585455	11	2	NA	7	11	NA	2	1	NA	1	6	1	NA	0.01746	0.01746	NA	0.003164	0.003631	NA	0.001	0.0004325	NA	0.0004325	0.001951	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Thiohalobacter"
"Candidatus Baumannia"	"-"	198346	78	1	1	18	68	NA	78	33	4	46	24	42	NA	0.039	0.008731	0.008666	0.008135	0.02245	NA	0.039	0.01427	0.001106	0.01989	0.007803	0.02097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Candidatus Baumannia cicadellinicola"	"S"	186490	78	1	1	18	68	NA	78	33	4	46	24	42	NA	0.039	0.008731	0.008666	0.008135	0.02245	NA	0.039	0.01427	0.001106	0.01989	0.007803	0.02097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Candidatus&nbsp;Baumannia"
"Gallaecimonas"	"G"	745410	4	1	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	0.0004519	0.00132	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Gallaecimonas sp. HK-28"	"S"	2291597	4	1	NA	1	4	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	0.0004519	0.00132	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Gallaecimonas"
"Pseudohongiella"	"G"	1524249	568	1	1	4	568	NA	NA	14	NA	7	12	21	NA	0.1875	0.008731	0.008666	0.001808	0.1875	NA	NA	0.006055	NA	0.003027	0.003901	0.01048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Pseudohongiella spirulinae"	"S"	1249552	568	1	1	4	568	NA	NA	14	NA	7	12	21	NA	0.1875	0.008731	0.008666	0.001808	0.1875	NA	NA	0.006055	NA	0.003027	0.003901	0.01048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Pseudohongiella"
"Chromatiales"	"O"	135613	1070	8	5	189	1070	NA	79	102	3	34	249	55	NA	0.3532	0.06985	0.04333	0.08541	0.3532	NA	0.0395	0.04411	0.0008297	0.0147	0.08096	0.02746	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Ectothiorhodospiraceae"	"F"	72276	339	3	2	59	339	NA	21	17	1	10	62	10	NA	0.1119	0.02619	0.01733	0.02666	0.1119	NA	0.0105	0.007352	0.0002766	0.004325	0.02016	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Halorhodospira"	"G"	85108	21	1	NA	5	21	NA	1	4	1	NA	7	2	NA	0.008731	0.008731	NA	0.00226	0.006932	NA	5e-04	0.00173	0.0002766	NA	0.002276	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Woeseiaceae"	"F"	1738654	45	3	2	45	44	NA	23	16	NA	5	36	9	NA	0.02619	0.02619	0.01733	0.02034	0.01452	NA	0.0115	0.00692	NA	0.002162	0.0117	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Woeseia"	"G"	1738655	45	3	2	45	44	NA	23	16	NA	5	36	9	NA	0.02619	0.02619	0.01733	0.02034	0.01452	NA	0.0115	0.00692	NA	0.002162	0.0117	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Woeseiaceae"
"Woeseia oceani"	"S"	1548547	45	3	2	45	44	NA	23	16	NA	5	36	9	NA	0.02619	0.02619	0.01733	0.02034	0.01452	NA	0.0115	0.00692	NA	0.002162	0.0117	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Woeseiaceae>Woeseia"
"Chromatiaceae"	"F"	1046	465	2	NA	54	465	NA	23	40	1	13	118	23	NA	0.1535	0.01746	NA	0.0244	0.1535	NA	0.0115	0.0173	0.0002766	0.005622	0.03836	0.01148	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Thiodictyon"	"G"	53392	121	1	NA	9	121	NA	5	9	NA	3	16	9	NA	0.03994	0.008731	NA	0.004067	0.03994	NA	0.0025	0.003892	NA	0.001297	0.005202	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Candidatus Thiodictyon syntrophicum"	"S"	1166950	121	1	NA	9	121	NA	5	9	NA	3	16	9	NA	0.03994	0.008731	NA	0.004067	0.03994	NA	0.0025	0.003892	NA	0.001297	0.005202	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thiodictyon"
"unclassified Chromatiaceae"	"-"	82569	14	1	NA	2	14	NA	1	3	NA	3	3	1	NA	0.008731	0.008731	NA	0.0009039	0.004621	NA	5e-04	0.001297	NA	0.001297	0.0009754	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Chromatiaceae bacterium 2141T.STBD.0c.01a"	"S"	1978339	14	1	NA	2	14	NA	1	3	NA	3	3	1	NA	0.008731	0.008731	NA	0.0009039	0.004621	NA	5e-04	0.001297	NA	0.001297	0.0009754	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>unclassified&nbsp;Chromatiaceae"
"Oceanospirillales"	"O"	135619	923	8	NA	135	923	NA	73	101	12	49	133	66	NA	0.3047	0.06985	NA	0.06101	0.3047	NA	0.0365	0.04368	0.003319	0.02119	0.04324	0.03295	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Halomonadaceae"	"F"	28256	308	3	NA	61	308	NA	28	41	12	27	66	31	NA	0.1017	0.02619	NA	0.02757	0.1017	NA	0.014	0.01773	0.003319	0.01168	0.02146	0.01548	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Zymobacter group"	"-"	114403	195	3	NA	46	195	NA	25	31	7	21	46	23	NA	0.06437	0.02619	NA	0.02079	0.06437	NA	0.0125	0.01341	0.001936	0.009082	0.01496	0.01148	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Candidatus Evansia"	"G"	1495768	114	3	NA	34	114	NA	16	17	4	13	36	16	NA	0.03763	0.02619	NA	0.01537	0.03763	NA	0.008	0.007352	0.001106	0.005622	0.0117	0.007988	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group"
"Candidatus Evansia muelleri"	"S"	1495769	114	3	NA	34	114	NA	16	17	4	13	36	16	NA	0.03763	0.02619	NA	0.01537	0.03763	NA	0.008	0.007352	0.001106	0.005622	0.0117	0.007988	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae>Zymobacter&nbsp;group>Candidatus&nbsp;Evansia"
"Saccharospirillaceae"	"F"	255527	68	2	NA	30	68	NA	13	16	NA	7	14	6	NA	0.02245	0.01746	NA	0.01356	0.02245	NA	0.0065	0.00692	NA	0.003027	0.004552	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Saccharospirillum"	"G"	231683	4	1	NA	1	4	NA	NA	3	NA	NA	2	NA	NA	0.008731	0.008731	NA	0.0004519	0.00132	NA	NA	0.001297	NA	NA	0.0006502	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Saccharospirillum mangrovi"	"S"	2161747	4	1	NA	1	4	NA	NA	3	NA	NA	2	NA	NA	0.008731	0.008731	NA	0.0004519	0.00132	NA	NA	0.001297	NA	NA	0.0006502	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae>Saccharospirillum"
"Alcanivoracaceae"	"F"	224372	276	1	NA	19	276	NA	14	13	NA	8	7	10	NA	0.0911	0.008731	NA	0.008587	0.0911	NA	0.007	0.005622	NA	0.00346	0.002276	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Ketobacter"	"G"	2025617	242	1	NA	15	242	NA	12	12	NA	8	3	8	NA	0.07988	0.008731	NA	0.006779	0.07988	NA	0.006	0.00519	NA	0.00346	0.0009754	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Ketobacter alkanivorans"	"S"	1917421	242	1	NA	15	242	NA	12	12	NA	8	3	8	NA	0.07988	0.008731	NA	0.006779	0.07988	NA	0.006	0.00519	NA	0.00346	0.0009754	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae>Ketobacter"
"Hahellaceae"	"F"	224379	22	1	NA	1	22	NA	NA	NA	NA	1	7	NA	NA	0.008731	0.008731	NA	0.0004519	0.007262	NA	NA	NA	NA	0.0004325	0.002276	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Hahella"	"G"	158481	22	1	NA	1	22	NA	NA	NA	NA	1	7	NA	NA	0.008731	0.008731	NA	0.0004519	0.007262	NA	NA	NA	NA	0.0004325	0.002276	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Hahellaceae"
"Hahella chejuensis"	"S"	158327	22	1	NA	1	22	NA	NA	NA	NA	1	7	NA	NA	0.008731	0.008731	NA	0.0004519	0.007262	NA	NA	NA	NA	0.0004325	0.002276	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Hahellaceae>Hahella"
"Hahella chejuensis KCTC 2396"	"-"	349521	22	1	NA	1	22	NA	NA	NA	NA	1	7	NA	NA	0.008731	0.008731	NA	0.0004519	0.007262	NA	NA	NA	NA	0.0004325	0.002276	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Hahellaceae>Hahella>Hahella&nbsp;chejuensis"
"Pasteurellales"	"O"	135625	336	7	2	76	336	NA	47	54	11	34	95	44	NA	0.1109	0.06112	0.01733	0.03435	0.1109	NA	0.0235	0.02335	0.003042	0.0147	0.03089	0.02197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellaceae"	"F"	712	336	7	2	76	336	NA	47	54	11	34	95	44	NA	0.1109	0.06112	0.01733	0.03435	0.1109	NA	0.0235	0.02335	0.003042	0.0147	0.03089	0.02197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales"
"Haemophilus"	"G"	724	60	1	1	20	60	NA	15	11	1	9	25	19	NA	0.01981	0.008731	0.008666	0.009039	0.01981	NA	0.0075	0.004757	0.0002766	0.003892	0.008128	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Haemophilus parainfluenzae"	"S"	729	14	1	1	6	10	NA	1	3	NA	6	14	8	NA	0.008731	0.008731	0.008666	0.002712	0.003301	NA	5e-04	0.001297	NA	0.002595	0.004552	0.003994	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus parainfluenzae T3T1"	"-"	862965	10	1	NA	5	8	NA	NA	2	NA	3	10	6	NA	0.008731	0.008731	NA	0.00226	0.002641	NA	NA	0.000865	NA	0.001297	0.003251	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus>Haemophilus&nbsp;parainfluenzae"
"Pasteurella"	"G"	745	30	1	NA	3	30	NA	1	1	3	2	6	NA	NA	0.009903	0.008731	NA	0.001356	0.009903	NA	5e-04	0.0004325	0.0008297	0.000865	0.001951	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Pasteurella multocida"	"S"	747	29	1	NA	3	29	NA	1	1	3	2	6	NA	NA	0.009573	0.008731	NA	0.001356	0.009573	NA	5e-04	0.0004325	0.0008297	0.000865	0.001951	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Pasteurella"
"Pasteurella multocida subsp. multocida"	"-"	44283	27	1	NA	3	27	NA	1	1	3	1	3	NA	NA	0.008912	0.008731	NA	0.001356	0.008912	NA	5e-04	0.0004325	0.0008297	0.0004325	0.0009754	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Pasteurella>Pasteurella&nbsp;multocida"
"Pasteurella multocida subsp. multocida str. HB03"	"-"	1147130	9	1	NA	1	9	NA	NA	NA	2	1	2	NA	NA	0.008731	0.008731	NA	0.0004519	0.002971	NA	NA	NA	0.0005531	0.0004325	0.0006502	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Pasteurella>Pasteurella&nbsp;multocida>Pasteurella&nbsp;multocida&nbsp;subsp.&nbsp;multocida"
"Mannheimia"	"G"	75984	26	1	NA	7	26	NA	6	9	NA	6	10	5	NA	0.008731	0.008731	NA	0.003164	0.008582	NA	0.003	0.003892	NA	0.002595	0.003251	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Mannheimia varigena"	"S"	85404	25	1	NA	7	25	NA	6	9	NA	6	6	5	NA	0.008731	0.008731	NA	0.003164	0.008252	NA	0.003	0.003892	NA	0.002595	0.001951	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Mannheimia varigena USDA-ARS-USMARC-1296"	"-"	1433287	24	1	NA	7	24	NA	6	9	NA	6	6	5	NA	0.008731	0.008731	NA	0.003164	0.007922	NA	0.003	0.003892	NA	0.002595	0.001951	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia>Mannheimia&nbsp;varigena"
"Bibersteinia"	"G"	476528	7	1	NA	NA	7	NA	NA	2	NA	NA	NA	NA	NA	0.008731	0.008731	NA	NA	0.002311	NA	NA	0.000865	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Bibersteinia trehalosi"	"S"	47735	7	1	NA	NA	7	NA	NA	2	NA	NA	NA	NA	NA	0.008731	0.008731	NA	NA	0.002311	NA	NA	0.000865	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Bibersteinia"
"Bibersteinia trehalosi USDA-ARS-USMARC-189"	"-"	1263831	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	NA	0.0003301	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Bibersteinia>Bibersteinia&nbsp;trehalosi"
"Cellvibrionales"	"O"	1706369	878	6	3	168	878	1	35	86	1	35	123	45	NA	0.2898	0.05239	0.026	0.07592	0.2898	0.1079	0.0175	0.03719	0.0002766	0.01514	0.03999	0.02247	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Spongiibacteraceae"	"F"	1706375	361	3	1	88	361	NA	15	26	NA	13	28	14	NA	0.1192	0.02619	0.008666	0.03977	0.1192	NA	0.0075	0.01124	NA	0.005622	0.009103	0.006989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Zhongshania"	"G"	1434050	129	3	NA	84	129	NA	15	9	NA	9	19	5	NA	0.04258	0.02619	NA	0.03796	0.04258	NA	0.0075	0.003892	NA	0.003892	0.006177	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Zhongshania aliphaticivorans"	"S"	1470434	129	3	NA	84	129	NA	15	9	NA	9	19	5	NA	0.04258	0.02619	NA	0.03796	0.04258	NA	0.0075	0.003892	NA	0.003892	0.006177	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae>Zhongshania"
"Cellvibrionaceae"	"F"	1706371	158	2	NA	17	158	NA	8	28	1	16	32	21	NA	0.05215	0.01746	NA	0.007683	0.05215	NA	0.004	0.01211	0.0002766	0.00692	0.0104	0.01048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Cellvibrio"	"G"	10	117	2	NA	17	117	NA	6	22	1	13	29	18	NA	0.03862	0.01746	NA	0.007683	0.03862	NA	0.003	0.009515	0.0002766	0.005622	0.009429	0.008986	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Cellvibrio sp. PSBB023"	"S"	1945512	49	2	NA	9	49	NA	4	15	NA	9	21	14	NA	0.01746	0.01746	NA	0.004067	0.01617	NA	0.002	0.006487	NA	0.003892	0.006828	0.006989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Cellvibrio"
"Halieaceae"	"F"	1706372	283	1	2	39	283	1	9	21	NA	2	41	9	NA	0.1079	0.008731	0.01733	0.01763	0.09342	0.1079	0.0045	0.009082	NA	0.000865	0.01333	0.004493	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Halioglobus"	"G"	1217416	90	1	2	28	90	1	6	16	NA	2	28	6	NA	0.1079	0.008731	0.01733	0.01265	0.02971	0.1079	0.003	0.00692	NA	0.000865	0.009103	0.002995	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Halioglobus pacificus"	"S"	930806	39	1	2	24	39	1	5	13	NA	1	25	5	NA	0.1079	0.008731	0.01733	0.01085	0.01287	0.1079	0.0025	0.005622	NA	0.0004325	0.008128	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae>Halioglobus"
"Alteromonadales"	"O"	135622	594	5	2	111	594	NA	65	63	10	37	123	53	NA	0.1961	0.04366	0.01733	0.05016	0.1961	NA	0.0325	0.02725	0.002766	0.016	0.03999	0.02646	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Alteromonadaceae"	"F"	72275	267	3	1	51	267	NA	19	22	6	15	49	16	NA	0.08813	0.02619	0.008666	0.02305	0.08813	NA	0.0095	0.009515	0.001659	0.006487	0.01593	0.007988	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alteromonas"	"G"	226	124	2	NA	29	124	NA	9	11	6	7	31	12	NA	0.04093	0.01746	NA	0.01311	0.04093	NA	0.0045	0.004757	0.001659	0.003027	0.01008	0.005991	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Alteromonas macleodii"	"S"	28108	7	1	NA	4	7	NA	3	1	NA	2	4	NA	NA	0.008731	0.008731	NA	0.001808	0.002311	NA	0.0015	0.0004325	NA	0.000865	0.0013	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas macleodii str. 'English Channel 673'"	"-"	1004788	2	1	NA	2	2	NA	1	NA	NA	2	NA	NA	NA	0.008731	0.008731	NA	0.0009039	0.0006602	NA	5e-04	NA	NA	0.000865	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas>Alteromonas&nbsp;macleodii"
"Alteromonas naphthalenivorans"	"S"	715451	57	1	NA	13	57	NA	1	3	6	2	15	7	NA	0.01882	0.008731	NA	0.005875	0.01882	NA	5e-04	0.001297	0.001659	0.000865	0.004877	0.003495	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Marinobacter"	"G"	2742	73	1	NA	5	73	NA	3	2	NA	1	4	1	NA	0.0241	0.008731	NA	0.00226	0.0241	NA	0.0015	0.000865	NA	0.0004325	0.0013	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Ferrimonadaceae"	"F"	267892	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Ferrimonas"	"G"	44011	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Ferrimonadaceae"
"Ferrimonas balearica"	"S"	44012	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Ferrimonadaceae>Ferrimonas"
"Ferrimonas balearica DSM 9799"	"-"	550540	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.0004519	NA	NA	NA	NA	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Ferrimonadaceae>Ferrimonas>Ferrimonas&nbsp;balearica"
"Idiomarinaceae"	"F"	267893	24	1	NA	11	24	NA	5	4	1	1	10	2	NA	0.008731	0.008731	NA	0.004971	0.007922	NA	0.0025	0.00173	0.0002766	0.0004325	0.003251	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
