"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Sphingobium sp. SYK-6"	"S"	627192	92	1	NA	21	92	NA	7	10	NA	2	33	3	NA	0.03037	0.008731	NA	0.009491	0.03037	NA	0.0035	0.004325	NA	0.000865	0.01073	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium baderi"	"S"	1332080	17	1	NA	8	17	NA	3	5	NA	8	6	3	NA	0.008731	0.008731	NA	0.003615	0.005612	NA	0.0015	0.002162	NA	0.00346	0.001951	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium hydrophobicum"	"S"	1673076	378	1	NA	38	378	NA	24	56	NA	22	78	19	NA	0.1248	0.008731	NA	0.01717	0.1248	NA	0.012	0.02422	NA	0.009515	0.02536	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Zymomonas"	"G"	541	220	4	NA	29	220	NA	48	32	NA	38	46	21	NA	0.07262	0.03493	NA	0.01311	0.07262	NA	0.024	0.01384	NA	0.01643	0.01496	0.01048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas mobilis"	"S"	542	220	4	NA	29	220	NA	48	32	NA	38	46	21	NA	0.07262	0.03493	NA	0.01311	0.07262	NA	0.024	0.01384	NA	0.01643	0.01496	0.01048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas"
"Zymomonas mobilis subsp. mobilis"	"-"	120045	36	1	NA	3	6	NA	36	15	NA	27	3	15	NA	0.018	0.008731	NA	0.001356	0.001981	NA	0.018	0.006487	NA	0.01168	0.0009754	0.007489	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas>Zymomonas&nbsp;mobilis"
"Zymomonas mobilis subsp. mobilis ATCC 29191"	"-"	627344	35	1	NA	3	3	NA	35	14	NA	27	3	15	NA	0.0175	0.008731	NA	0.001356	0.0009903	NA	0.0175	0.006055	NA	0.01168	0.0009754	0.007489	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas>Zymomonas&nbsp;mobilis>Zymomonas&nbsp;mobilis&nbsp;subsp.&nbsp;mobilis"
"Blastomonas"	"G"	150203	737	1	1	60	737	1	54	52	NA	30	163	26	NA	0.2433	0.008731	0.008666	0.02712	0.2433	0.1079	0.027	0.02249	NA	0.01297	0.053	0.01298	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	1434046	1272	1	NA	122	1272	1	95	145	2	77	251	68	NA	0.4199	0.008731	NA	0.05514	0.4199	0.1079	0.0475	0.06271	0.0005531	0.0333	0.08161	0.03395	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhabdus"	"G"	1649486	4	1	NA	1	4	NA	1	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	0.0004519	0.00132	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhabdus dicambivorans"	"S"	1850238	4	1	NA	1	4	NA	1	NA	NA	NA	NA	NA	NA	0.008731	0.008731	NA	0.0004519	0.00132	NA	5e-04	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Rhizorhabdus"
"Erythrobacteraceae"	"F"	335929	3201	5	3	304	3201	1	247	337	21	174	854	155	NA	1.057	0.04366	0.026	0.1374	1.057	0.1079	0.1235	0.1457	0.005808	0.07525	0.2777	0.07738	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Erythrobacter"	"G"	1041	1521	2	1	142	1521	NA	150	185	21	91	383	94	NA	0.5021	0.01746	0.008666	0.06417	0.5021	NA	0.075	0.08001	0.005808	0.03936	0.1245	0.04693	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Erythrobacter litoralis"	"S"	39960	35	1	NA	5	35	NA	2	4	NA	NA	13	1	NA	0.01155	0.008731	NA	0.00226	0.01155	NA	0.001	0.00173	NA	NA	0.004227	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter seohaensis"	"S"	266951	26	1	NA	2	26	NA	3	2	NA	1	8	1	NA	0.008731	0.008731	NA	0.0009039	0.008582	NA	0.0015	0.000865	NA	0.0004325	0.002601	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Porphyrobacter"	"G"	1111	256	2	NA	26	256	NA	8	24	NA	16	51	7	NA	0.0845	0.01746	NA	0.01175	0.0845	NA	0.004	0.01038	NA	0.00692	0.01658	0.003495	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Porphyrobacter sp. HT-58-2"	"S"	2023229	15	2	NA	NA	15	NA	2	2	NA	1	2	NA	NA	0.01746	0.01746	NA	NA	0.004951	NA	0.001	0.000865	NA	0.0004325	0.0006502	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Altererythrobacter"	"G"	361177	1056	1	1	97	1056	1	74	97	NA	50	307	44	NA	0.3486	0.008731	0.008666	0.04384	0.3486	0.1079	0.037	0.04195	NA	0.02162	0.09981	0.02197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Altererythrobacter epoxidivorans"	"S"	361183	500	1	1	36	500	NA	27	49	NA	31	111	21	NA	0.165	0.008731	0.008666	0.01627	0.165	NA	0.0135	0.02119	NA	0.01341	0.03609	0.01048	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Rhodobacterales"	"O"	204455	17582	56	51	5047	17582	31	1176	3511	186	1570	7253	1056	7	5.804	0.489	0.4419	2.281	5.804	3.344	0.588	1.518	0.05144	0.679	2.358	0.5272	3.057	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	31989	17346	54	50	4976	17346	31	1160	3487	175	1556	7189	1026	7	5.726	0.4715	0.4333	2.249	5.726	3.344	0.58	1.508	0.0484	0.673	2.337	0.5122	3.057	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Tabrizicola"	"G"	1443919	4855	12	10	1385	4855	9	210	900	8	284	1899	224	NA	1.603	0.1048	0.08666	0.6259	1.603	0.9709	0.105	0.3892	0.002212	0.1228	0.6174	0.1118	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tabrizicola sp. K13M18"	"S"	2494374	4855	12	10	1385	4855	9	210	900	8	284	1899	224	NA	1.603	0.1048	0.08666	0.6259	1.603	0.9709	0.105	0.3892	0.002212	0.1228	0.6174	0.1118	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Tabrizicola"
"Rhodobacter"	"G"	1060	3831	11	9	1395	3831	7	141	707	7	233	1528	210	1	1.265	0.09604	0.07799	0.6304	1.265	0.7551	0.0705	0.3058	0.001936	0.1008	0.4968	0.1048	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter blasticus"	"S"	1075	920	5	4	594	920	3	32	142	2	48	379	43	1	0.4367	0.04366	0.03466	0.2684	0.3037	0.3236	0.016	0.06141	0.0005531	0.02076	0.1232	0.02147	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter sphaeroides"	"S"	1063	794	3	1	148	794	NA	26	162	4	50	278	50	NA	0.2621	0.02619	0.008666	0.06689	0.2621	NA	0.013	0.07006	0.001106	0.02162	0.09038	0.02496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter capsulatus"	"S"	1061	1118	1	3	435	1118	2	40	246	NA	70	482	69	NA	0.369	0.008731	0.026	0.1966	0.369	0.2157	0.02	0.1064	NA	0.03027	0.1567	0.03445	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Rhodobacter capsulatus SB 1003"	"-"	272942	1118	1	3	435	1118	2	40	246	NA	70	482	69	NA	0.369	0.008731	0.026	0.1966	0.369	0.2157	0.02	0.1064	NA	0.03027	0.1567	0.03445	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter>Rhodobacter&nbsp;capsulatus"
"Rhodobacter sp. CZR27"	"S"	2033869	406	1	1	63	406	NA	16	67	NA	21	153	25	NA	0.134	0.008731	0.008666	0.02847	0.134	NA	0.008	0.02898	NA	0.009082	0.04974	0.01248	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobacter"
"Paracoccus"	"G"	265	883	5	7	471	883	2	49	153	3	50	370	33	1	0.4367	0.04366	0.06066	0.2129	0.2915	0.2157	0.0245	0.06617	0.0008297	0.02162	0.1203	0.01647	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus yeei"	"S"	147645	219	3	2	94	219	NA	16	27	2	14	88	10	NA	0.07229	0.02619	0.01733	0.04248	0.07229	NA	0.008	0.01168	0.0005531	0.006055	0.02861	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminophilus"	"S"	34003	149	1	3	74	149	1	6	31	NA	7	73	3	NA	0.1079	0.008731	0.026	0.03344	0.04918	0.1079	0.003	0.01341	NA	0.003027	0.02373	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Paracoccus aminophilus JCM 7686"	"-"	1367847	149	1	3	74	149	1	6	31	NA	7	73	3	NA	0.1079	0.008731	0.026	0.03344	0.04918	0.1079	0.003	0.01341	NA	0.003027	0.02373	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus>Paracoccus&nbsp;aminophilus"
"Paracoccus sp. Arc7-R13"	"S"	2500532	96	1	NA	78	96	NA	7	17	NA	5	41	2	NA	0.03525	0.008731	NA	0.03525	0.03169	NA	0.0035	0.007352	NA	0.002162	0.01333	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Paracoccus"
"Gemmobacter"	"G"	204456	2472	5	6	406	2472	5	117	555	5	231	1019	154	NA	0.816	0.04366	0.05199	0.1835	0.816	0.5394	0.0585	0.24	0.001383	0.09991	0.3313	0.07688	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter sp. HYN0069"	"S"	2169400	2472	5	6	406	2472	5	117	555	5	231	1019	154	NA	0.816	0.04366	0.05199	0.1835	0.816	0.5394	0.0585	0.24	0.001383	0.09991	0.3313	0.07688	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Gemmobacter"
"Defluviimonas"	"G"	1097466	1114	3	NA	182	1114	1	46	189	1	63	397	55	1	0.4367	0.02619	NA	0.08225	0.3677	0.1079	0.023	0.08174	0.0002766	0.02725	0.1291	0.02746	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas alba"	"S"	1335048	1114	3	NA	182	1114	1	46	189	1	63	397	55	1	0.4367	0.02619	NA	0.08225	0.3677	0.1079	0.023	0.08174	0.0002766	0.02725	0.1291	0.02746	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Defluviimonas"
"Ketogulonicigenium"	"G"	92944	311	2	1	54	311	NA	15	59	NA	21	135	20	1	0.4367	0.01746	0.008666	0.0244	0.1027	NA	0.0075	0.02552	NA	0.009082	0.04389	0.009985	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium vulgare"	"S"	92945	77	1	NA	7	77	NA	2	14	NA	4	8	2	NA	0.02542	0.008731	NA	0.003164	0.02542	NA	0.001	0.006055	NA	0.00173	0.002601	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ketogulonicigenium"
"Sedimentitalea"	"G"	1541818	68	2	NA	19	68	NA	4	10	11	NA	34	NA	NA	0.02245	0.01746	NA	0.008587	0.02245	NA	0.002	0.004325	0.003042	NA	0.01105	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea sp. W43"	"S"	2483033	68	2	NA	19	68	NA	4	10	11	NA	34	NA	NA	0.02245	0.01746	NA	0.008587	0.02245	NA	0.002	0.004325	0.003042	NA	0.01105	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sedimentitalea"
"unclassified Rhodobacteraceae"	"-"	58840	191	1	1	173	191	NA	5	27	NA	9	56	2	NA	0.07818	0.008731	0.008666	0.07818	0.06305	NA	0.0025	0.01168	NA	0.003892	0.01821	0.0009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacteraceae bacterium QY30"	"S"	2033435	170	1	NA	163	170	NA	4	25	NA	8	47	1	NA	0.07366	0.008731	NA	0.07366	0.05612	NA	0.002	0.01081	NA	0.00346	0.01528	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Roseovarius"	"G"	74030	399	1	NA	118	399	1	14	87	NA	19	153	17	NA	0.1317	0.008731	NA	0.05333	0.1317	0.1079	0.007	0.03763	NA	0.008217	0.04974	0.008487	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius mucosus"	"S"	215743	321	1	NA	87	321	1	12	69	NA	14	120	14	NA	0.1079	0.008731	NA	0.03932	0.106	0.1079	0.006	0.02984	NA	0.006055	0.03901	0.006989	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Roseovarius"
"Rhodobaca"	"G"	119541	28	1	NA	14	28	NA	1	8	NA	NA	17	3	NA	0.009243	0.008731	NA	0.006327	0.009243	NA	5e-04	0.00346	NA	NA	0.005527	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaca barguzinensis"	"S"	441209	28	1	NA	14	28	NA	1	8	NA	NA	17	3	NA	0.009243	0.008731	NA	0.006327	0.009243	NA	5e-04	0.00346	NA	NA	0.005527	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobaca"
"Leisingera"	"G"	191028	15	1	NA	15	6	NA	NA	2	NA	NA	6	1	NA	0.008731	0.008731	NA	0.006779	0.001981	NA	NA	0.000865	NA	NA	0.001951	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Leisingera methylohalidivorans"	"S"	133924	15	1	NA	15	5	NA	NA	2	NA	NA	5	1	NA	0.008731	0.008731	NA	0.006779	0.00165	NA	NA	0.000865	NA	NA	0.001626	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Leisingera"
"Leisingera methylohalidivorans DSM 14336"	"-"	999552	15	1	NA	15	5	NA	NA	2	NA	NA	5	1	NA	0.008731	0.008731	NA	0.006779	0.00165	NA	NA	0.000865	NA	NA	0.001626	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Leisingera>Leisingera&nbsp;methylohalidivorans"
"Hyphomonadaceae"	"F"	69657	228	2	1	71	228	NA	15	24	7	14	61	29	NA	0.07526	0.01746	0.008666	0.03209	0.07526	NA	0.0075	0.01038	0.001936	0.006055	0.01983	0.01448	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Maricaulis"	"G"	74317	20	2	NA	10	20	NA	1	6	NA	NA	9	NA	NA	0.01746	0.01746	NA	0.004519	0.006602	NA	5e-04	0.002595	NA	NA	0.002926	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Maricaulis maris"	"S"	74318	20	2	NA	10	20	NA	1	6	NA	NA	9	NA	NA	0.01746	0.01746	NA	0.004519	0.006602	NA	5e-04	0.002595	NA	NA	0.002926	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Maricaulis"
"Maricaulis maris MCS10"	"-"	394221	20	2	NA	10	20	NA	1	6	NA	NA	9	NA	NA	0.01746	0.01746	NA	0.004519	0.006602	NA	5e-04	0.002595	NA	NA	0.002926	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Maricaulis>Maricaulis&nbsp;maris"
"Rickettsiales"	"O"	766	1221	18	7	340	1221	3	394	311	98	251	344	202	2	0.8734	0.1572	0.06066	0.1537	0.403	0.3236	0.197	0.1345	0.0271	0.1086	0.1118	0.1008	0.8734	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Anaplasmataceae"	"F"	942	587	7	6	176	587	3	257	185	44	151	202	140	1	0.4367	0.06112	0.05199	0.07954	0.1938	0.3236	0.1285	0.08001	0.01217	0.06531	0.06568	0.06989	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Wolbachieae"	"-"	952	275	2	3	75	275	1	181	98	26	97	72	89	1	0.4367	0.01746	0.026	0.03389	0.09077	0.1079	0.0905	0.04238	0.007191	0.04195	0.02341	0.04443	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Wolbachia"	"G"	953	275	2	3	75	275	1	181	98	26	97	72	89	1	0.4367	0.01746	0.026	0.03389	0.09077	0.1079	0.0905	0.04238	0.007191	0.04195	0.02341	0.04443	0.4367	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Wolbachieae"
"Anaplasma"	"G"	768	105	1	1	31	105	1	16	12	6	11	44	11	NA	0.1079	0.008731	0.008666	0.01401	0.03466	0.1079	0.008	0.00519	0.001659	0.004757	0.01431	0.005492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Anaplasma ovis"	"S"	142058	24	1	1	11	24	NA	2	6	1	4	8	5	NA	0.008731	0.008731	0.008666	0.004971	0.007922	NA	0.001	0.002595	0.0002766	0.00173	0.002601	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma"
"Anaplasma ovis str. Haibei"	"-"	1248439	24	1	1	11	24	NA	2	6	1	4	8	5	NA	0.008731	0.008731	0.008666	0.004971	0.007922	NA	0.001	0.002595	0.0002766	0.00173	0.002601	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Anaplasma>Anaplasma&nbsp;ovis"
"Ehrlichia"	"G"	943	95	1	NA	46	95	NA	26	27	7	15	40	19	NA	0.03136	0.008731	NA	0.02079	0.03136	NA	0.013	0.01168	0.001936	0.006487	0.013	0.009485	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"canis group"	"S"	106178	78	1	NA	42	78	NA	25	22	4	15	36	15	NA	0.02575	0.008731	NA	0.01898	0.02575	NA	0.0125	0.009515	0.001106	0.006487	0.0117	0.007489	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia"
"Ehrlichia canis"	"S"	944	50	1	NA	36	50	NA	23	17	2	11	31	12	NA	0.0165	0.008731	NA	0.01627	0.0165	NA	0.0115	0.007352	0.0005531	0.004757	0.01008	0.005991	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae>Ehrlichia>canis&nbsp;group"
"Neorickettsia"	"G"	33993	66	1	1	16	66	1	8	28	NA	16	22	13	NA	0.1079	0.008731	0.008666	0.007231	0.02179	0.1079	0.004	0.01211	NA	0.00692	0.007153	0.00649	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Candidatus Midichloriaceae"	"F"	1328881	144	5	1	48	144	NA	33	33	2	20	29	13	NA	0.04753	0.04366	0.008666	0.02169	0.04753	NA	0.0165	0.01427	0.0005531	0.00865	0.009429	0.00649	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Candidatus Midichloria"	"G"	411566	110	3	1	39	110	NA	27	27	2	15	17	10	NA	0.03631	0.02619	0.008666	0.01763	0.03631	NA	0.0135	0.01168	0.0005531	0.006487	0.005527	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Candidatus&nbsp;Midichloriaceae"
"Candidatus Midichloria mitochondrii"	"S"	234827	110	3	1	39	110	NA	27	27	2	15	17	10	NA	0.03631	0.02619	0.008666	0.01763	0.03631	NA	0.0135	0.01168	0.0005531	0.006487	0.005527	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Candidatus&nbsp;Midichloriaceae>Candidatus&nbsp;Midichloria"
"Candidatus Midichloria mitochondrii IricVA"	"-"	696127	110	3	1	39	110	NA	27	27	2	15	17	10	NA	0.03631	0.02619	0.008666	0.01763	0.03631	NA	0.0135	0.01168	0.0005531	0.006487	0.005527	0.004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Candidatus&nbsp;Midichloriaceae>Candidatus&nbsp;Midichloria>Candidatus&nbsp;Midichloria&nbsp;mitochondrii"
"Rickettsiaceae"	"F"	775	337	4	NA	56	337	NA	66	65	41	48	66	34	NA	0.1112	0.03493	NA	0.02531	0.1112	NA	0.033	0.02811	0.01134	0.02076	0.02146	0.01697	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsieae"	"-"	33988	276	4	NA	47	276	NA	56	53	7	37	43	27	NA	0.0911	0.03493	NA	0.02124	0.0911	NA	0.028	0.02292	0.001936	0.016	0.01398	0.01348	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Rickettsia"	"G"	780	212	4	NA	37	212	NA	48	46	NA	30	28	20	NA	0.06998	0.03493	NA	0.01672	0.06998	NA	0.024	0.01989	NA	0.01297	0.009103	0.009985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae"
"spotted fever group"	"S"	114277	69	1	NA	18	69	NA	19	15	NA	12	17	5	NA	0.02278	0.008731	NA	0.008135	0.02278	NA	0.0095	0.006487	NA	0.00519	0.005527	0.002496	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
"Rickettsia amblyommatis"	"S"	33989	13	1	NA	5	13	NA	10	13	NA	7	10	3	NA	0.008731	0.008731	NA	0.00226	0.004291	NA	0.005	0.005622	NA	0.003027	0.003251	0.001498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia>spotted&nbsp;fever&nbsp;group"
"unclassified Rickettsia"	"-"	114295	15	1	NA	4	15	NA	2	3	NA	NA	NA	1	NA	0.008731	0.008731	NA	0.001808	0.004951	NA	0.001	0.001297	NA	NA	NA	0.0004992	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae>Rickettsieae>Rickettsia"
