"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_june_BC01.cladeReads"	"kraken2_16s_k21_classification_june_BC02.cladeReads"	"kraken2_16s_k21_classification_june_BC03.cladeReads"	"kraken2_16s_k21_classification_june_BC04.cladeReads"	"kraken2_16s_k21_classification_june_BC05.cladeReads"	"kraken2_16s_k21_classification_june_BC06.cladeReads"	"kraken2_16s_k21_classification_june_BC07.cladeReads"	"kraken2_16s_k21_classification_june_BC08.cladeReads"	"kraken2_16s_k21_classification_june_BC09.cladeReads"	"kraken2_16s_k21_classification_june_BC10.cladeReads"	"kraken2_16s_k21_classification_june_BC11.cladeReads"	"kraken2_16s_k21_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_june_BC01.cladeReads.."	"kraken2_16s_k21_classification_june_BC02.cladeReads.."	"kraken2_16s_k21_classification_june_BC03.cladeReads.."	"kraken2_16s_k21_classification_june_BC04.cladeReads.."	"kraken2_16s_k21_classification_june_BC05.cladeReads.."	"kraken2_16s_k21_classification_june_BC06.cladeReads.."	"kraken2_16s_k21_classification_june_BC07.cladeReads.."	"kraken2_16s_k21_classification_june_BC08.cladeReads.."	"kraken2_16s_k21_classification_june_BC09.cladeReads.."	"kraken2_16s_k21_classification_june_BC10.cladeReads.."	"kraken2_16s_k21_classification_june_BC11.cladeReads.."	"kraken2_16s_k21_classification_june_BC12.cladeReads.."	"lineage"
"Pseudohongiellaceae"	"F"	26780	6	2	NA	1	NA	2	NA	NA	1	NA	NA	6	NA	0.008773	0.001187	NA	0.0007192	NA	0.001296	NA	NA	0.0006265	NA	NA	0.008773	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Pseudohongiella"	"G"	26782	2	2	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	0.001462	0.001187	NA	NA	NA	0.0006479	NA	NA	0.0006265	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Pseudohongiellaceae"
"Alcanivoracaceae"	"F"	3595	6	1	NA	1	NA	2	NA	NA	6	NA	NA	NA	NA	0.003759	0.0005937	NA	0.0007192	NA	0.001296	NA	NA	0.003759	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Alcanivorax"	"G"	3596	6	1	NA	1	NA	2	NA	NA	6	NA	NA	NA	NA	0.003759	0.0005937	NA	0.0007192	NA	0.001296	NA	NA	0.003759	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Gammaproteobacteria Incertae Sedis"	"O"	3535	28	13	NA	8	NA	27	NA	NA	3	NA	NA	28	NA	0.04094	0.007718	NA	0.005754	NA	0.01749	NA	NA	0.00188	NA	NA	0.04094	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Unknown Family"	"F"	3536	28	13	NA	8	NA	27	NA	NA	3	NA	NA	28	NA	0.04094	0.007718	NA	0.005754	NA	0.01749	NA	NA	0.00188	NA	NA	0.04094	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	14661	21	5	NA	2	NA	15	NA	NA	NA	NA	NA	21	NA	0.03071	0.002969	NA	0.001438	NA	0.009718	NA	NA	NA	NA	NA	0.03071	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Acidibacter"	"G"	26661	4	3	NA	3	NA	1	NA	NA	1	NA	NA	4	NA	0.005849	0.001781	NA	0.002158	NA	0.0006479	NA	NA	0.0006265	NA	NA	0.005849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Berkiella"	"G"	26663	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001438	0.001187	NA	0.001438	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Carsonella"	"G"	14656	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001187	0.001187	NA	NA	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Ovatusbacter"	"G"	26665	5	1	NA	NA	NA	5	NA	NA	1	NA	NA	NA	NA	0.003239	0.0005937	NA	NA	NA	0.003239	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Legionellales"	"O"	3552	31	8	NA	6	NA	31	1	NA	3	NA	NA	25	NA	4.545	0.00475	NA	0.004315	NA	0.02008	4.545	NA	0.00188	NA	NA	0.03656	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	3559	31	8	NA	6	NA	31	1	NA	3	NA	NA	25	NA	4.545	0.00475	NA	0.004315	NA	0.02008	4.545	NA	0.00188	NA	NA	0.03656	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	3560	31	8	NA	6	NA	31	1	NA	2	NA	NA	25	NA	4.545	0.00475	NA	0.004315	NA	0.02008	4.545	NA	0.001253	NA	NA	0.03656	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Vibrionales"	"O"	3775	147	5	NA	6	NA	12	NA	NA	147	NA	NA	21	NA	0.0921	0.002969	NA	0.004315	NA	0.007775	NA	NA	0.0921	NA	NA	0.03071	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	3776	147	5	NA	6	NA	12	NA	NA	147	NA	NA	21	NA	0.0921	0.002969	NA	0.004315	NA	0.007775	NA	NA	0.0921	NA	NA	0.03071	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	3783	138	4	NA	5	NA	11	NA	NA	138	NA	NA	18	NA	0.08646	0.002375	NA	0.003596	NA	0.007127	NA	NA	0.08646	NA	NA	0.02632	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Aliivibrio"	"G"	3777	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001462	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Steroidobacterales"	"O"	26825	24	4	NA	2	NA	24	NA	NA	NA	NA	NA	22	NA	0.03217	0.002375	NA	0.001438	NA	0.01555	NA	NA	NA	NA	NA	0.03217	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Steroidobacteraceae"	"F"	26826	22	4	NA	2	NA	21	NA	NA	NA	NA	NA	22	NA	0.03217	0.002375	NA	0.001438	NA	0.01361	NA	NA	NA	NA	NA	0.03217	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"uncultured"	"G"	26829	20	2	NA	2	NA	20	NA	NA	NA	NA	NA	20	NA	0.02924	0.001187	NA	0.001438	NA	0.01296	NA	NA	NA	NA	NA	0.02924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Steroidobacter"	"G"	26828	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002924	0.001187	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Methylococcales"	"O"	3563	3	3	NA	2	NA	3	NA	NA	1	NA	NA	3	NA	0.004387	0.001781	NA	0.001438	NA	0.001944	NA	NA	0.0006265	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylococcaceae"	"F"	3571	3	2	NA	1	NA	3	NA	NA	1	NA	NA	NA	NA	0.001944	0.001187	NA	0.0007192	NA	0.001944	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"uncultured"	"G"	3586	3	2	NA	1	NA	3	NA	NA	1	NA	NA	NA	NA	0.001944	0.001187	NA	0.0007192	NA	0.001944	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylomonaceae"	"F"	26694	3	1	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.004387	0.0005937	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Milano-WF1B-03"	"G"	26709	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Cellvibrionales"	"O"	11512	14	3	NA	2	NA	9	NA	NA	3	NA	NA	14	NA	0.02047	0.001781	NA	0.001438	NA	0.005831	NA	NA	0.00188	NA	NA	0.02047	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Halieaceae"	"F"	11528	5	2	NA	1	NA	5	NA	NA	2	NA	NA	NA	NA	0.003239	0.001187	NA	0.0007192	NA	0.003239	NA	NA	0.001253	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"OM60(NOR5) clade"	"G"	11534	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002592	0.0005937	NA	NA	NA	0.002592	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Halioglobus"	"G"	11532	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.0006479	0.0005937	NA	NA	NA	0.0006479	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Spongiibacteraceae"	"F"	11542	4	1	NA	1	NA	3	NA	NA	NA	NA	NA	4	NA	0.005849	0.0005937	NA	0.0007192	NA	0.001944	NA	NA	NA	NA	NA	0.005849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"uncultured"	"G"	11548	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"CCM19a"	"O"	26592	6	3	NA	NA	NA	6	NA	NA	NA	NA	NA	5	NA	0.007311	0.001781	NA	NA	NA	0.003887	NA	NA	NA	NA	NA	0.007311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellales"	"O"	26612	3	3	NA	3	NA	2	NA	NA	NA	NA	NA	3	NA	0.004387	0.001781	NA	0.002158	NA	0.001296	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	3	3	NA	3	NA	2	NA	NA	NA	NA	NA	3	NA	0.004387	0.001781	NA	0.002158	NA	0.001296	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	3	3	NA	3	NA	2	NA	NA	NA	NA	NA	3	NA	0.004387	0.001781	NA	0.002158	NA	0.001296	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"PLTA13"	"O"	26796	9	2	NA	NA	NA	3	NA	NA	NA	NA	NA	9	NA	0.01316	0.001187	NA	NA	NA	0.001944	NA	NA	NA	NA	NA	0.01316	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"EC3"	"O"	3467	2	2	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.001187	0.001187	NA	NA	NA	0.0006479	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellales"	"O"	3688	12	2	NA	5	NA	12	NA	NA	9	NA	NA	9	NA	0.01316	0.001187	NA	0.003596	NA	0.007775	NA	NA	0.005639	NA	NA	0.01316	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellaceae"	"F"	3689	12	2	NA	5	NA	12	NA	NA	9	NA	NA	9	NA	0.01316	0.001187	NA	0.003596	NA	0.007775	NA	NA	0.005639	NA	NA	0.01316	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales"
"Pasteurella"	"G"	3705	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007192	0.0005937	NA	0.0007192	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Haemophilus"	"G"	3698	8	1	NA	3	NA	8	NA	NA	4	NA	NA	4	NA	0.005849	0.0005937	NA	0.002158	NA	0.005183	NA	NA	0.002506	NA	NA	0.005849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"KF-JG30-C25"	"O"	26684	3	2	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.004387	0.001187	NA	NA	NA	0.001296	NA	NA	NA	NA	NA	0.004387	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Salinisphaerales"	"O"	3728	9	2	NA	NA	NA	4	NA	NA	1	1	NA	9	NA	5.882	0.001187	NA	NA	NA	0.002592	NA	NA	0.0006265	5.882	NA	0.01316	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Solimonadaceae"	"F"	26815	9	2	NA	NA	NA	4	NA	NA	1	1	NA	9	NA	5.882	0.001187	NA	NA	NA	0.002592	NA	NA	0.0006265	5.882	NA	0.01316	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales"
"Polycyclovorans"	"G"	26822	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0006265	0.0005937	NA	NA	NA	NA	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Solimonadaceae"
"Nevskia"	"G"	26819	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.002924	0.0005937	NA	NA	NA	0.001944	NA	NA	NA	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Solimonadaceae"
"Francisellales"	"O"	26653	3	1	NA	NA	NA	2	NA	NA	3	NA	NA	1	NA	0.00188	0.0005937	NA	NA	NA	0.001296	NA	NA	0.00188	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Francisellaceae"	"F"	26654	3	1	NA	NA	NA	2	NA	NA	3	NA	NA	1	NA	0.00188	0.0005937	NA	NA	NA	0.001296	NA	NA	0.00188	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Francisellales"
"Francisella"	"G"	26657	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0006265	0.0005937	NA	NA	NA	NA	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Francisellales>Francisellaceae"
"Chromatiales"	"O"	3415	2	1	NA	NA	NA	1	NA	NA	1	NA	NA	2	NA	0.002924	0.0005937	NA	NA	NA	0.0006479	NA	NA	0.0006265	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiaceae"	"F"	3416	2	1	NA	NA	NA	1	NA	NA	1	NA	NA	2	NA	0.002924	0.0005937	NA	NA	NA	0.0006479	NA	NA	0.0006265	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Lamprocystis"	"G"	3421	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0006265	0.0005937	NA	NA	NA	NA	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Ectothiorhodospirales"	"O"	26624	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001253	0.0005937	NA	NA	NA	NA	NA	NA	0.001253	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Ectothiorhodospiraceae"	"F"	26627	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.001253	0.0005937	NA	NA	NA	NA	NA	NA	0.001253	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Ectothiorhodospirales"
"Halofilum"	"G"	26630	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Ectothiorhodospirales>Ectothiorhodospiraceae"
"Thiomicrospirales"	"O"	26843	2	1	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.01916	0.0005937	0.01916	NA	NA	0.001296	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thioglobaceae"	"F"	26844	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales"
"SUP05 cluster"	"G"	26850	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales>Thioglobaceae"
"Run-SP154"	"O"	3725	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002592	0.0005937	NA	NA	NA	0.002592	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Ga0077536"	"O"	26660	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0006265	0.0005937	NA	NA	NA	NA	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Beggiatoales"	"O"	26326	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001462	0.0005937	NA	NA	NA	0.0006479	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Beggiatoaceae"	"F"	26327	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001462	0.0005937	NA	NA	NA	0.0006479	NA	NA	NA	NA	NA	0.001462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Beggiatoales"
"Candidatus Thiopilula"	"G"	26336	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006479	0.0005937	NA	NA	NA	0.0006479	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Beggiatoales>Beggiatoaceae"
"Arenicellales"	"O"	11508	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Arenicellaceae"	"F"	11509	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Arenicellales"
"HTCC5015"	"G"	26321	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Arenicellales>Arenicellaceae"
"SAR86 clade"	"O"	26808	2	1	NA	2	NA	1	NA	NA	1	NA	NA	NA	NA	0.001438	0.0005937	NA	0.001438	NA	0.0006479	NA	NA	0.0006265	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacterales"	"O"	26607	2	1	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.002924	0.0005937	NA	NA	NA	NA	NA	NA	0.0006265	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacteraceae"	"F"	26608	2	1	NA	NA	NA	NA	NA	NA	1	NA	NA	2	NA	0.002924	0.0005937	NA	NA	NA	NA	NA	NA	0.0006265	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales"
"Plasticicumulans"	"G"	26611	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005937	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"Acidiferrobacterales"	"O"	14615	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.007311	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacteraceae"	"F"	14616	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.007311	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales"
"Sulfurifustis"	"G"	14618	5	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	0.007311	0.0005937	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Alphaproteobacteria"	"C"	2379	6470	3714	384	1284	NA	6470	3	3	62	1	NA	4670	NA	14.29	2.205	7.358	0.9235	NA	4.192	13.64	14.29	0.03884	5.882	NA	6.829	NA	"Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	2557	3718	1964	266	522	NA	3718	1	3	31	1	NA	2117	NA	14.29	1.166	5.097	0.3754	NA	2.409	4.545	14.29	0.01942	5.882	NA	3.096	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	3718	1964	266	522	NA	3718	1	3	31	1	NA	2117	NA	14.29	1.166	5.097	0.3754	NA	2.409	4.545	14.29	0.01942	5.882	NA	3.096	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Rhodobacter"	"G"	2624	560	333	40	89	NA	560	NA	NA	5	NA	NA	320	NA	0.7664	0.1977	0.7664	0.06401	NA	0.3628	NA	NA	0.003133	NA	NA	0.4679	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured"	"G"	2666	431	199	28	54	NA	431	NA	NA	4	NA	NA	247	NA	0.5365	0.1182	0.5365	0.03884	NA	0.2792	NA	NA	0.002506	NA	NA	0.3612	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	385	185	27	47	NA	385	NA	NA	1	NA	NA	224	NA	0.5173	0.1098	0.5173	0.0338	NA	0.2494	NA	NA	0.0006265	NA	NA	0.3275	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	201	125	20	22	NA	201	NA	NA	3	NA	NA	118	NA	0.3832	0.07422	0.3832	0.01582	NA	0.1302	NA	NA	0.00188	NA	NA	0.1725	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tabrizicola"	"G"	2654	240	101	9	25	NA	240	NA	NA	1	NA	NA	104	NA	0.1724	0.05997	0.1724	0.01798	NA	0.1555	NA	NA	0.0006265	NA	NA	0.1521	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Haematobacter"	"G"	2575	132	87	7	19	NA	132	NA	NA	NA	NA	NA	77	NA	0.1341	0.05165	0.1341	0.01367	NA	0.08552	NA	NA	NA	NA	NA	0.1126	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	97	67	7	18	NA	97	NA	1	NA	NA	NA	68	NA	4.762	0.03978	0.1341	0.01295	NA	0.06285	NA	4.762	NA	NA	NA	0.09943	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	123	48	8	13	NA	123	NA	NA	2	NA	NA	68	NA	0.1533	0.0285	0.1533	0.00935	NA	0.07969	NA	NA	0.001253	NA	NA	0.09943	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	90	45	10	12	NA	90	NA	1	1	1	NA	43	NA	5.882	0.02672	0.1916	0.008631	NA	0.05831	NA	4.762	0.0006265	5.882	NA	0.06288	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	68	36	3	12	NA	68	NA	NA	2	NA	NA	36	NA	0.05748	0.02137	0.05748	0.008631	NA	0.04406	NA	NA	0.001253	NA	NA	0.05264	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	54	36	8	8	NA	54	NA	NA	1	NA	NA	40	NA	0.1533	0.02137	0.1533	0.005754	NA	0.03499	NA	NA	0.0006265	NA	NA	0.05849	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	74	28	6	11	NA	74	NA	NA	1	NA	NA	42	NA	0.115	0.01662	0.115	0.007911	NA	0.04794	NA	NA	0.0006265	NA	NA	0.06141	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum"	"G"	2626	29	22	4	5	NA	29	NA	1	1	NA	NA	14	NA	4.762	0.01306	0.07664	0.003596	NA	0.01879	NA	4.762	0.0006265	NA	NA	0.02047	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter"	"G"	2566	22	17	2	5	NA	22	NA	NA	NA	NA	NA	9	NA	0.03832	0.01009	0.03832	0.003596	NA	0.01425	NA	NA	NA	NA	NA	0.01316	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amaricoccus"	"G"	2562	14	14	NA	4	NA	9	NA	NA	1	NA	NA	2	NA	0.008312	0.008312	NA	0.002877	NA	0.005831	NA	NA	0.0006265	NA	NA	0.002924	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	28	12	2	2	NA	28	NA	NA	NA	NA	NA	9	NA	0.03832	0.007125	0.03832	0.001438	NA	0.01814	NA	NA	NA	NA	NA	0.01316	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
