"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Pseudoalteromonadaceae"	"F"	3392	85	1	NA	41	85	NA	19	28	7	26	31	17	NA	0.03346	0.01057	NA	0.02235	0.03346	NA	0.01065	0.01433	0.002033	0.0127	0.01268	0.009822	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Pseudoalteromonas"	"G"	3394	85	1	NA	39	85	NA	19	28	7	24	31	17	NA	0.03346	0.01057	NA	0.02126	0.03346	NA	0.01065	0.01433	0.002033	0.01173	0.01268	0.009822	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae"
"Colwelliaceae"	"F"	3378	31	1	NA	16	31	NA	4	8	NA	8	5	6	NA	0.0122	0.01057	NA	0.008724	0.0122	NA	0.002242	0.004094	NA	0.003909	0.002046	0.003466	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	3379	27	1	NA	11	27	NA	4	8	NA	8	5	6	NA	0.01063	0.01057	NA	0.005998	0.01063	NA	0.002242	0.004094	NA	0.003909	0.002046	0.003466	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Diplorickettsiales"	"O"	26616	3736	19	4	604	3736	1	146	399	2	213	669	314	1	1.471	0.2009	0.04418	0.3293	1.471	0.1271	0.08183	0.2042	0.0005809	0.1041	0.2737	0.1814	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Diplorickettsiaceae"	"F"	26617	3736	19	4	604	3736	1	146	399	2	213	669	314	1	1.471	0.2009	0.04418	0.3293	1.471	0.1271	0.08183	0.2042	0.0005809	0.1041	0.2737	0.1814	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales"
"Rickettsiella"	"G"	26620	2934	13	2	346	2934	1	89	288	NA	153	355	217	NA	1.155	0.1374	0.02209	0.1886	1.155	0.1271	0.04988	0.1474	NA	0.07475	0.1453	0.1254	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"uncultured"	"G"	26621	471	5	1	176	471	NA	40	85	2	36	225	75	1	0.5128	0.05286	0.01104	0.09596	0.1854	NA	0.02242	0.0435	0.0005809	0.01759	0.09207	0.04333	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Aquicella"	"G"	26618	200	1	1	63	200	NA	13	19	NA	19	73	18	NA	0.07872	0.01057	0.01104	0.03435	0.07872	NA	0.007286	0.009723	NA	0.009283	0.02987	0.0104	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Legionellales"	"O"	3552	1522	11	3	276	1522	1	45	112	NA	66	259	85	NA	0.5991	0.1163	0.03313	0.1505	0.5991	0.1271	0.02522	0.05732	NA	0.03225	0.106	0.04911	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	3559	1522	11	3	276	1522	1	45	112	NA	66	259	85	NA	0.5991	0.1163	0.03313	0.1505	0.5991	0.1271	0.02522	0.05732	NA	0.03225	0.106	0.04911	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	3560	1500	11	3	273	1500	1	43	109	NA	63	256	84	NA	0.5904	0.1163	0.03313	0.1488	0.5904	0.1271	0.0241	0.05578	NA	0.03078	0.1048	0.04853	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Gammaproteobacteria Incertae Sedis"	"O"	3535	1403	10	2	147	1403	1	100	76	3	32	206	63	NA	0.5522	0.1057	0.02209	0.08015	0.5522	0.1271	0.05605	0.03889	0.0008714	0.01563	0.08429	0.0364	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Unknown Family"	"F"	3536	1403	10	2	147	1403	1	100	76	3	32	206	63	NA	0.5522	0.1057	0.02209	0.08015	0.5522	0.1271	0.05605	0.03889	0.0008714	0.01563	0.08429	0.0364	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	14661	1060	4	1	47	1060	NA	61	39	3	7	101	16	NA	0.4172	0.04229	0.01104	0.02563	0.4172	NA	0.03419	0.01996	0.0008714	0.00342	0.04133	0.009244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Ovatusbacter"	"G"	26665	50	1	NA	9	50	NA	6	3	NA	3	5	6	NA	0.01968	0.01057	NA	0.004907	0.01968	NA	0.003363	0.001535	NA	0.001466	0.002046	0.003466	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Vibrionales"	"O"	3775	283	10	3	145	283	2	59	55	167	46	85	57	1	0.5128	0.1057	0.03313	0.07906	0.1114	0.2541	0.03307	0.02815	0.04851	0.02248	0.03478	0.03293	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	3776	283	10	3	145	283	2	59	55	167	46	85	57	1	0.5128	0.1057	0.03313	0.07906	0.1114	0.2541	0.03307	0.02815	0.04851	0.02248	0.03478	0.03293	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	3783	251	7	3	128	251	2	53	50	160	40	75	48	1	0.5128	0.074	0.03313	0.06979	0.09879	0.2541	0.0297	0.02559	0.04647	0.01954	0.03069	0.02773	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Aliivibrio"	"G"	3777	8	2	NA	8	4	NA	NA	3	1	3	5	NA	NA	0.02114	0.02114	NA	0.004362	0.001574	NA	NA	0.001535	0.0002905	0.001466	0.002046	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Oceanospirillales"	"O"	3593	840	9	5	232	840	NA	49	54	16	86	120	77	NA	0.3306	0.09515	0.05522	0.1265	0.3306	NA	0.02746	0.02763	0.004647	0.04202	0.0491	0.04449	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Halomonadaceae"	"F"	3610	460	6	1	165	460	NA	34	38	12	54	84	58	NA	0.1811	0.06343	0.01104	0.08996	0.1811	NA	0.01906	0.01945	0.003486	0.02638	0.03437	0.03351	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Halomonas"	"G"	3616	428	5	1	153	428	NA	30	35	11	53	70	51	NA	0.1685	0.05286	0.01104	0.08342	0.1685	NA	0.01681	0.01791	0.003195	0.0259	0.02864	0.02946	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Salinicola"	"G"	3622	6	1	NA	1	6	NA	NA	NA	1	NA	NA	1	NA	0.01057	0.01057	NA	0.0005452	0.002362	NA	NA	NA	0.0002905	NA	NA	0.0005777	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Nitrincolaceae"	"F"	26768	18	2	NA	17	13	NA	8	3	NA	18	14	8	NA	0.02114	0.02114	NA	0.009269	0.005117	NA	0.004484	0.001535	NA	0.008795	0.005729	0.004622	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinobacterium"	"G"	26772	16	2	NA	11	5	NA	4	1	NA	16	5	7	NA	0.02114	0.02114	NA	0.005998	0.001968	NA	0.002242	0.0005117	NA	0.007817	0.002046	0.004044	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"Marinomonadaceae"	"F"	26766	9	1	NA	2	9	NA	2	1	NA	2	1	NA	NA	0.01057	0.01057	NA	0.00109	0.003542	NA	0.001121	0.0005117	NA	0.0009772	0.0004092	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinomonas"	"G"	26767	9	1	NA	2	9	NA	2	1	NA	2	1	NA	NA	0.01057	0.01057	NA	0.00109	0.003542	NA	0.001121	0.0005117	NA	0.0009772	0.0004092	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Marinomonadaceae"
"Cellvibrionales"	"O"	11512	577	6	2	67	577	NA	12	37	1	13	65	23	NA	0.2271	0.06343	0.02209	0.03653	0.2271	NA	0.006726	0.01893	0.0002905	0.006352	0.0266	0.01329	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Halieaceae"	"F"	11528	66	4	1	16	66	NA	2	8	1	7	23	4	NA	0.04229	0.04229	0.01104	0.008724	0.02598	NA	0.001121	0.004094	0.0002905	0.00342	0.009411	0.002311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"OM60(NOR5) clade"	"G"	11534	39	4	NA	9	39	NA	1	5	NA	4	14	2	NA	0.04229	0.04229	NA	0.004907	0.01535	NA	0.0005605	0.002559	NA	0.001954	0.005729	0.001155	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Spongiibacteraceae"	"F"	11542	324	1	NA	25	324	NA	2	12	NA	1	11	4	NA	0.1275	0.01057	NA	0.01363	0.1275	NA	0.001121	0.006141	NA	0.0004886	0.004501	0.002311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"BD1-7 clade"	"G"	11543	304	1	NA	25	304	NA	2	12	NA	1	10	4	NA	0.1197	0.01057	NA	0.01363	0.1197	NA	0.001121	0.006141	NA	0.0004886	0.004092	0.002311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Cellvibrionaceae"	"F"	11514	48	1	1	18	48	NA	4	13	NA	4	27	12	NA	0.01889	0.01057	0.01104	0.009814	0.01889	NA	0.002242	0.006653	NA	0.001954	0.01105	0.006933	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Cellvibrio"	"G"	11516	39	1	1	12	39	NA	3	9	NA	4	22	12	NA	0.01535	0.01057	0.01104	0.006543	0.01535	NA	0.001681	0.004606	NA	0.001954	0.009002	0.006933	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Steroidobacterales"	"O"	26825	74	3	1	38	63	1	21	20	3	10	74	16	1	0.5128	0.03172	0.01104	0.02072	0.0248	0.1271	0.01177	0.01023	0.0008714	0.004886	0.03028	0.009244	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Steroidobacteraceae"	"F"	26826	62	2	1	31	44	1	10	12	1	6	62	12	NA	0.1271	0.02114	0.01104	0.0169	0.01732	0.1271	0.005605	0.006141	0.0002905	0.002932	0.02537	0.006933	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"uncultured"	"G"	26829	51	2	1	24	28	NA	8	8	NA	3	51	12	NA	0.02114	0.02114	0.01104	0.01309	0.01102	NA	0.004484	0.004094	NA	0.001466	0.02087	0.006933	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Woeseiaceae"	"F"	26830	19	1	NA	7	19	NA	11	8	2	4	12	4	1	0.5128	0.01057	NA	0.003817	0.007478	NA	0.006165	0.004094	0.0005809	0.001954	0.00491	0.002311	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"Woeseia"	"G"	26832	17	1	NA	7	17	NA	10	8	2	4	11	4	1	0.5128	0.01057	NA	0.003817	0.006691	NA	0.005605	0.004094	0.0005809	0.001954	0.004501	0.002311	0.5128	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Woeseiaceae"
"Salinisphaerales"	"O"	3728	167	3	NA	7	167	NA	6	5	1	4	22	17	NA	0.06573	0.03172	NA	0.003817	0.06573	NA	0.003363	0.002559	0.0002905	0.001954	0.009002	0.009822	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Solimonadaceae"	"F"	26815	163	2	NA	7	163	NA	6	5	1	4	21	17	NA	0.06416	0.02114	NA	0.003817	0.06416	NA	0.003363	0.002559	0.0002905	0.001954	0.008593	0.009822	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales"
"Solimonas"	"G"	26823	6	1	NA	NA	6	NA	NA	NA	NA	1	NA	NA	NA	0.01057	0.01057	NA	NA	0.002362	NA	NA	NA	NA	0.0004886	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Solimonadaceae"
"Salinisphaeraceae"	"F"	3729	3	1	NA	NA	3	NA	NA	NA	NA	NA	1	NA	NA	0.01057	0.01057	NA	NA	0.001181	NA	NA	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales"
"Salinisphaera"	"G"	3730	3	1	NA	NA	3	NA	NA	NA	NA	NA	1	NA	NA	0.01057	0.01057	NA	NA	0.001181	NA	NA	NA	NA	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Salinisphaeraceae"
"Coxiellales"	"O"	26612	107	2	NA	32	107	NA	8	11	2	7	17	14	NA	0.04212	0.02114	NA	0.01745	0.04212	NA	0.004484	0.005629	0.0005809	0.00342	0.006956	0.008088	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	107	2	NA	32	107	NA	8	11	2	7	17	14	NA	0.04212	0.02114	NA	0.01745	0.04212	NA	0.004484	0.005629	0.0005809	0.00342	0.006956	0.008088	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	107	2	NA	32	107	NA	8	11	2	7	17	14	NA	0.04212	0.02114	NA	0.01745	0.04212	NA	0.004484	0.005629	0.0005809	0.00342	0.006956	0.008088	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"CHAB-XI-27"	"O"	26594	122	2	1	15	122	NA	16	25	NA	15	2	20	NA	0.04802	0.02114	0.01104	0.008178	0.04802	NA	0.008967	0.01279	NA	0.007329	0.0008184	0.01155	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellales"	"O"	3688	152	2	1	67	152	NA	29	22	15	36	65	32	NA	0.05983	0.02114	0.01104	0.03653	0.05983	NA	0.01625	0.01126	0.004357	0.01759	0.0266	0.01849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellaceae"	"F"	3689	152	2	1	67	152	NA	29	22	15	36	65	32	NA	0.05983	0.02114	0.01104	0.03653	0.05983	NA	0.01625	0.01126	0.004357	0.01759	0.0266	0.01849	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales"
"Actinobacillus"	"G"	3690	12	1	NA	6	12	NA	6	3	4	2	9	6	NA	0.01057	0.01057	NA	0.003271	0.004723	NA	0.003363	0.001535	0.001162	0.0009772	0.003683	0.003466	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Haemophilus"	"G"	3698	107	1	1	46	107	NA	17	10	9	27	39	23	NA	0.04212	0.01057	0.01104	0.02508	0.04212	NA	0.009528	0.005117	0.002614	0.01319	0.01596	0.01329	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Acidithiobacillales"	"O"	3307	28	2	NA	9	28	NA	8	6	NA	11	12	2	NA	0.02114	0.02114	NA	0.004907	0.01102	NA	0.004484	0.00307	NA	0.005374	0.00491	0.001155	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidithiobacillaceae"	"F"	3309	28	2	NA	9	28	NA	8	6	NA	11	12	2	NA	0.02114	0.02114	NA	0.004907	0.01102	NA	0.004484	0.00307	NA	0.005374	0.00491	0.001155	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales"
"Acidithiobacillus"	"G"	3310	21	2	NA	7	21	NA	7	5	NA	10	8	2	NA	0.02114	0.02114	NA	0.003817	0.008266	NA	0.003923	0.002559	NA	0.004886	0.003274	0.001155	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales>Acidithiobacillaceae"
"Cardiobacteriales"	"O"	3409	26	1	NA	15	26	NA	4	5	1	5	14	4	NA	0.01057	0.01057	NA	0.008178	0.01023	NA	0.002242	0.002559	0.0002905	0.002443	0.005729	0.002311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Cardiobacteriaceae"	"F"	3410	17	1	NA	13	17	NA	4	5	NA	5	13	3	NA	0.01057	0.01057	NA	0.007088	0.006691	NA	0.002242	0.002559	NA	0.002443	0.005319	0.001733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales"
"Cardiobacterium"	"G"	3411	12	1	NA	12	9	NA	4	3	NA	4	11	2	NA	0.01057	0.01057	NA	0.006543	0.003542	NA	0.002242	0.001535	NA	0.001954	0.004501	0.001155	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae"
"Thiotrichales"	"O"	3735	97	1	1	48	97	NA	6	5	1	8	28	3	NA	0.03818	0.01057	0.01104	0.02617	0.03818	NA	0.003363	0.002559	0.0002905	0.003909	0.01146	0.001733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	97	1	1	48	97	NA	6	5	1	8	28	3	NA	0.03818	0.01057	0.01104	0.02617	0.03818	NA	0.003363	0.002559	0.0002905	0.003909	0.01146	0.001733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiothrix"	"G"	3769	76	1	1	40	76	NA	2	4	NA	1	23	1	NA	0.02991	0.01057	0.01104	0.02181	0.02991	NA	0.001121	0.002047	NA	0.0004886	0.009411	0.0005777	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"CCD24"	"O"	26591	8	1	NA	1	8	NA	1	1	NA	NA	8	4	NA	0.01057	0.01057	NA	0.0005452	0.003149	NA	0.0005605	0.0005117	NA	NA	0.003274	0.002311	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"SAR86 clade"	"O"	26808	38	1	NA	38	36	NA	10	9	1	14	18	14	NA	0.02072	0.01057	NA	0.02072	0.01417	NA	0.005605	0.004606	0.0002905	0.00684	0.007365	0.008088	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"PLTA13"	"O"	26796	33	1	NA	10	15	NA	6	5	NA	5	33	8	NA	0.0135	0.01057	NA	0.005452	0.005904	NA	0.003363	0.002559	NA	0.002443	0.0135	0.004622	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"KF-JG30-C25"	"O"	26684	25	1	NA	1	22	NA	11	9	NA	6	25	1	NA	0.01057	0.01057	NA	0.0005452	0.008659	NA	0.006165	0.004606	NA	0.002932	0.01023	0.0005777	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Halothiobacillales"	"O"	26668	8	1	NA	3	8	NA	1	3	1	3	1	1	NA	0.01057	0.01057	NA	0.001636	0.003149	NA	0.0005605	0.001535	0.0002905	0.001466	0.0004092	0.0005777	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Halothiobacillaceae"	"F"	26669	8	1	NA	3	8	NA	1	3	1	3	1	1	NA	0.01057	0.01057	NA	0.001636	0.003149	NA	0.0005605	0.001535	0.0002905	0.001466	0.0004092	0.0005777	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Halothiobacillales"
"uncultured"	"G"	26674	3	1	NA	1	3	NA	NA	NA	1	NA	1	NA	NA	0.01057	0.01057	NA	0.0005452	0.001181	NA	NA	NA	0.0002905	NA	0.0004092	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Halothiobacillales>Halothiobacillaceae"
"CCM19a"	"O"	26592	79	1	NA	18	44	NA	28	9	NA	8	79	5	NA	0.03233	0.01057	NA	0.009814	0.01732	NA	0.01569	0.004606	NA	0.003909	0.03233	0.002889	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Ga0077536"	"O"	26660	4	1	NA	2	4	NA	NA	2	NA	NA	3	NA	NA	0.01057	0.01057	NA	0.00109	0.001574	NA	NA	0.001023	NA	NA	0.001228	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Ectothiorhodospirales"	"O"	26624	12	1	NA	7	12	NA	2	2	NA	3	5	3	NA	0.01057	0.01057	NA	0.003817	0.004723	NA	0.001121	0.001023	NA	0.001466	0.002046	0.001733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Ectothiorhodospiraceae"	"F"	26627	10	1	NA	6	10	NA	2	1	NA	3	5	3	NA	0.01057	0.01057	NA	0.003271	0.003936	NA	0.001121	0.0005117	NA	0.001466	0.002046	0.001733	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Ectothiorhodospirales"
"Thioalkalivibrio"	"G"	26632	2	1	NA	1	2	NA	NA	NA	NA	NA	2	NA	NA	0.01057	0.01057	NA	0.0005452	0.0007872	NA	NA	NA	NA	NA	0.0008184	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Ectothiorhodospirales>Ectothiorhodospiraceae"
"Alphaproteobacteria"	"C"	2379	70554	238	97	12947	70554	58	4104	8934	40	3765	19679	3022	15	27.77	2.516	1.071	7.059	27.77	7.37	2.3	4.572	0.01162	1.84	8.052	1.746	7.692	"Bacteria>Proteobacteria"
"Sphingomonadales"	"O"	2823	26309	65	26	2727	26309	9	1559	2736	7	1319	5898	1094	4	10.36	0.6872	0.2872	1.487	10.36	1.144	0.8738	1.4	0.002033	0.6444	2.413	0.632	2.051	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	26309	65	26	2727	26309	9	1559	2736	7	1319	5898	1094	4	10.36	0.6872	0.2872	1.487	10.36	1.144	0.8738	1.4	0.002033	0.6444	2.413	0.632	2.051	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingomonas"	"G"	2852	6084	16	5	622	6084	1	338	555	1	273	1496	221	2	2.395	0.1692	0.05522	0.3391	2.395	0.1271	0.1894	0.284	0.0002905	0.1334	0.6122	0.1277	1.026	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	2854	4276	14	2	391	4276	NA	279	496	1	239	846	215	NA	1.683	0.148	0.02209	0.2132	1.683	NA	0.1564	0.2538	0.0002905	0.1168	0.3462	0.1242	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Novosphingobium"	"G"	2846	4449	12	6	526	4449	2	252	483	2	225	1031	186	2	1.751	0.1269	0.06627	0.2868	1.751	0.2541	0.1412	0.2472	0.0005809	0.1099	0.4219	0.1075	1.026	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium"	"G"	2850	2227	5	NA	251	2227	NA	144	258	1	111	504	105	NA	0.8766	0.05286	NA	0.1369	0.8766	NA	0.08071	0.132	0.0002905	0.05423	0.2062	0.06066	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"uncultured"	"G"	2858	1310	2	3	129	1310	NA	79	135	NA	79	293	58	NA	0.5156	0.02114	0.03313	0.07033	0.5156	NA	0.04428	0.06909	NA	0.0386	0.1199	0.03351	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacter"	"G"	26245	741	2	1	85	741	NA	46	72	NA	33	166	25	NA	0.2917	0.02114	0.01104	0.04634	0.2917	NA	0.02578	0.03685	NA	0.01612	0.06793	0.01444	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhapis"	"G"	14559	367	2	NA	48	367	NA	17	36	NA	16	63	6	NA	0.1445	0.02114	NA	0.02617	0.1445	NA	0.009528	0.01842	NA	0.007817	0.02578	0.003466	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	61	1	NA	16	61	NA	2	11	NA	4	13	4	NA	0.02401	0.01057	NA	0.008724	0.02401	NA	0.001121	0.005629	NA	0.001954	0.005319	0.002311	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Ellin6055"	"G"	26244	207	1	NA	32	207	NA	17	13	NA	9	54	5	NA	0.08148	0.01057	NA	0.01745	0.08148	NA	0.009528	0.006653	NA	0.004397	0.0221	0.002889	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	1442	1	2	125	1442	2	89	149	1	78	245	54	NA	0.5676	0.01057	0.02209	0.06815	0.5676	0.2541	0.04988	0.07625	0.0002905	0.03811	0.1003	0.0312	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	303	1	1	30	303	1	21	24	NA	18	105	18	NA	0.1271	0.01057	0.01104	0.01636	0.1193	0.1271	0.01177	0.01228	NA	0.008795	0.04297	0.0104	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizobiales"	"O"	2421	15952	57	13	3101	15952	8	631	1474	6	509	4631	438	1	6.279	0.6026	0.1436	1.691	6.279	1.017	0.3536	0.7543	0.001743	0.2487	1.895	0.253	0.5128	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiaceae"	"F"	2525	5439	25	4	1049	5439	5	277	646	NA	225	1726	212	1	2.141	0.2643	0.04418	0.5719	2.141	0.6353	0.1552	0.3306	NA	0.1099	0.7063	0.1225	0.5128	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	"G"	26091	2361	15	NA	405	2361	1	110	303	NA	84	697	94	1	0.9293	0.1586	NA	0.2208	0.9293	0.1271	0.06165	0.1551	NA	0.04104	0.2852	0.05431	0.5128	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
