"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Legionellaceae"	"F"	3559	30	9	NA	5	NA	29	NA	NA	NA	NA	NA	30	NA	0.03944	0.005266	NA	0.003568	NA	0.01776	NA	NA	NA	NA	NA	0.03944	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	3560	30	9	NA	5	NA	29	NA	NA	NA	NA	NA	30	NA	0.03944	0.005266	NA	0.003568	NA	0.01776	NA	NA	NA	NA	NA	0.03944	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Oceanospirillales"	"O"	3593	25	6	NA	1	NA	9	NA	NA	NA	NA	NA	25	NA	0.03286	0.003511	NA	0.0007136	NA	0.005511	NA	NA	NA	NA	NA	0.03286	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudohongiellaceae"	"F"	26780	16	4	NA	1	NA	5	NA	NA	NA	NA	NA	16	NA	0.02103	0.00234	NA	0.0007136	NA	0.003062	NA	NA	NA	NA	NA	0.02103	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Pseudohongiella"	"G"	26782	12	4	NA	NA	NA	4	NA	NA	NA	NA	NA	12	NA	0.01578	0.00234	NA	NA	NA	0.002449	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Pseudohongiellaceae"
"Endozoicomonadaceae"	"F"	26751	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Endozoicomonas"	"G"	26752	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"CCM19a"	"O"	26592	12	5	NA	NA	NA	9	NA	NA	NA	NA	NA	12	NA	0.01578	0.002926	NA	NA	NA	0.005511	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellales"	"O"	26612	6	4	NA	3	NA	1	NA	NA	1	NA	NA	6	NA	0.007888	0.00234	NA	0.002141	NA	0.0006123	NA	NA	0.0005966	NA	NA	0.007888	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	6	4	NA	3	NA	1	NA	NA	1	NA	NA	6	NA	0.007888	0.00234	NA	0.002141	NA	0.0006123	NA	NA	0.0005966	NA	NA	0.007888	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	6	4	NA	3	NA	1	NA	NA	1	NA	NA	6	NA	0.007888	0.00234	NA	0.002141	NA	0.0006123	NA	NA	0.0005966	NA	NA	0.007888	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"Cellvibrionales"	"O"	11512	29	3	1	3	NA	11	NA	NA	NA	NA	NA	29	NA	0.03812	0.001755	0.0182	0.002141	NA	0.006735	NA	NA	NA	NA	NA	0.03812	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Spongiibacteraceae"	"F"	11542	16	2	NA	1	NA	8	NA	NA	NA	NA	NA	16	NA	0.02103	0.00117	NA	0.0007136	NA	0.004898	NA	NA	NA	NA	NA	0.02103	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"BD1-7 clade"	"G"	11543	16	2	NA	1	NA	8	NA	NA	NA	NA	NA	16	NA	0.02103	0.00117	NA	0.0007136	NA	0.004898	NA	NA	NA	NA	NA	0.02103	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Halieaceae"	"F"	11528	3	1	1	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.0182	0.0005851	0.0182	0.001427	NA	0.001837	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"OM60(NOR5) clade"	"G"	11534	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001225	0.0005851	NA	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"KF-JG30-C25"	"O"	26684	3	2	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.003944	0.00117	NA	NA	NA	0.001225	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacterales"	"O"	26607	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001315	0.00117	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacteraceae"	"F"	26608	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001315	0.00117	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales"
"Plasticicumulans"	"G"	26611	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"Methylococcales"	"O"	3563	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001315	0.00117	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylomonaceae"	"F"	26694	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001315	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Milano-WF1B-03"	"G"	26709	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Methylococcaceae"	"F"	3571	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"uncultured"	"G"	3586	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"PLTA13"	"O"	26796	10	2	NA	1	NA	3	NA	NA	NA	NA	NA	10	NA	0.01315	0.00117	NA	0.0007136	NA	0.001837	NA	NA	NA	NA	NA	0.01315	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichales"	"O"	3735	17	2	NA	3	NA	2	NA	NA	NA	NA	NA	17	NA	0.02235	0.00117	NA	0.002141	NA	0.001225	NA	NA	NA	NA	NA	0.02235	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	17	2	NA	3	NA	2	NA	NA	NA	NA	NA	17	NA	0.02235	0.00117	NA	0.002141	NA	0.001225	NA	NA	NA	NA	NA	0.02235	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiothrix"	"G"	3769	17	2	NA	3	NA	2	NA	NA	NA	NA	NA	17	NA	0.02235	0.00117	NA	0.002141	NA	0.001225	NA	NA	NA	NA	NA	0.02235	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"WD260"	"O"	26863	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"UBA4486"	"O"	26862	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionales"	"O"	3775	5	1	NA	NA	NA	3	NA	NA	5	NA	NA	2	NA	0.002983	0.0005851	NA	NA	NA	0.001837	NA	NA	0.002983	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	3776	5	1	NA	NA	NA	3	NA	NA	5	NA	NA	2	NA	0.002983	0.0005851	NA	NA	NA	0.001837	NA	NA	0.002983	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	3783	4	1	NA	NA	NA	3	NA	NA	4	NA	NA	2	NA	0.002629	0.0005851	NA	NA	NA	0.001837	NA	NA	0.002386	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"EPR3968-O8a-Bc78"	"O"	26622	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Run-SP154"	"O"	3725	9	1	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	0.005511	0.0005851	NA	NA	NA	0.005511	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacterales"	"O"	14615	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01446	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacteraceae"	"F"	14616	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01446	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales"
"Sulfurifustis"	"G"	14618	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01446	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Ga0077536"	"O"	26660	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Alphaproteobacteria"	"C"	2379	6710	3793	392	1288	NA	6710	2	3	60	1	NA	4828	NA	12.5	2.219	7.136	0.9192	NA	4.109	8	12.5	0.0358	5	NA	6.347	NA	"Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	2557	4288	2217	314	600	NA	4288	1	3	41	1	NA	2405	NA	12.5	1.297	5.716	0.4282	NA	2.626	4	12.5	0.02446	5	NA	3.162	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	4288	2217	314	600	NA	4288	1	3	41	1	NA	2405	NA	12.5	1.297	5.716	0.4282	NA	2.626	4	12.5	0.02446	5	NA	3.162	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Tabrizicola"	"G"	2654	1166	541	69	130	NA	1166	1	1	7	1	NA	625	NA	5	0.3166	1.256	0.09277	NA	0.714	4	4.167	0.004176	5	NA	0.8216	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter"	"G"	2624	657	371	45	99	NA	657	NA	1	8	NA	NA	422	NA	4.167	0.2171	0.8192	0.07065	NA	0.4023	NA	4.167	0.004773	NA	NA	0.5548	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured"	"G"	2666	418	197	33	56	NA	418	NA	NA	3	NA	NA	208	NA	0.6008	0.1153	0.6008	0.03996	NA	0.2559	NA	NA	0.00179	NA	NA	0.2734	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	312	170	28	47	NA	312	NA	NA	2	NA	NA	219	NA	0.5097	0.09947	0.5097	0.03354	NA	0.191	NA	NA	0.001193	NA	NA	0.2879	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	270	141	23	36	NA	270	NA	1	4	NA	NA	108	NA	4.167	0.0825	0.4187	0.02569	NA	0.1653	NA	4.167	0.002386	NA	NA	0.142	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Haematobacter"	"G"	2575	151	93	12	20	NA	151	NA	NA	1	NA	NA	81	NA	0.2185	0.05442	0.2185	0.01427	NA	0.09246	NA	NA	0.0005966	NA	NA	0.1065	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	107	55	10	9	NA	107	NA	NA	1	NA	NA	47	NA	0.182	0.03218	0.182	0.006423	NA	0.06552	NA	NA	0.0005966	NA	NA	0.06179	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Cereibacter"	"G"	14530	108	45	11	13	NA	108	NA	NA	1	NA	NA	82	NA	0.2003	0.02633	0.2003	0.009277	NA	0.06613	NA	NA	0.0005966	NA	NA	0.1078	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	66	41	8	5	NA	66	NA	NA	2	NA	NA	33	NA	0.1456	0.02399	0.1456	0.003568	NA	0.04041	NA	NA	0.001193	NA	NA	0.04338	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halocynthiibacter"	"G"	11450	47	40	5	10	NA	47	NA	NA	NA	NA	NA	28	NA	0.09102	0.0234	0.09102	0.007136	NA	0.02878	NA	NA	NA	NA	NA	0.03681	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	54	36	4	8	NA	54	NA	NA	NA	NA	NA	29	NA	0.07282	0.02106	0.07282	0.005709	NA	0.03306	NA	NA	NA	NA	NA	0.03812	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amaricoccus"	"G"	2562	31	31	NA	14	NA	19	NA	NA	1	NA	NA	7	NA	0.01814	0.01814	NA	0.009991	NA	0.01163	NA	NA	0.0005966	NA	NA	0.009202	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Falsirhodobacter"	"G"	2572	57	26	NA	6	NA	57	NA	NA	1	NA	NA	30	NA	0.03944	0.01521	NA	0.004282	NA	0.0349	NA	NA	0.0005966	NA	NA	0.03944	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanibulbus"	"G"	2599	47	23	1	5	NA	47	NA	NA	NA	NA	NA	18	NA	0.02878	0.01346	0.0182	0.003568	NA	0.02878	NA	NA	NA	NA	NA	0.02366	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade NAC11-7 lineage"	"G"	2638	26	21	2	4	NA	26	NA	NA	NA	NA	NA	17	NA	0.03641	0.01229	0.03641	0.002855	NA	0.01592	NA	NA	NA	NA	NA	0.02235	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	34	19	4	11	NA	34	NA	NA	NA	NA	NA	24	NA	0.07282	0.01112	0.07282	0.00785	NA	0.02082	NA	NA	NA	NA	NA	0.03155	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas"	"G"	2569	25	18	6	10	NA	25	NA	NA	1	NA	NA	16	NA	0.1092	0.01053	0.1092	0.007136	NA	0.01531	NA	NA	0.0005966	NA	NA	0.02103	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum"	"G"	2626	28	17	2	4	NA	28	NA	NA	NA	NA	NA	18	NA	0.03641	0.009947	0.03641	0.002855	NA	0.01714	NA	NA	NA	NA	NA	0.02366	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudoruegeria"	"G"	2621	32	16	1	8	NA	32	NA	NA	NA	NA	NA	11	NA	0.01959	0.009362	0.0182	0.005709	NA	0.01959	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter"	"G"	2574	36	13	5	4	NA	36	NA	NA	NA	NA	NA	23	NA	0.09102	0.007607	0.09102	0.002855	NA	0.02204	NA	NA	NA	NA	NA	0.03024	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Actibacterium"	"G"	2559	24	12	1	7	NA	24	NA	NA	2	NA	NA	14	NA	0.0184	0.007021	0.0182	0.004995	NA	0.0147	NA	NA	0.001193	NA	NA	0.0184	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseinatronobacter"	"G"	2632	31	10	NA	4	NA	31	NA	NA	1	NA	NA	11	NA	0.01898	0.005851	NA	0.002855	NA	0.01898	NA	NA	0.0005966	NA	NA	0.01446	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	27	9	1	2	NA	27	NA	NA	NA	NA	NA	9	NA	0.0182	0.005266	0.0182	0.001427	NA	0.01653	NA	NA	NA	NA	NA	0.01183	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Shimia"	"G"	2651	15	8	NA	2	NA	15	NA	NA	NA	NA	NA	9	NA	0.01183	0.004681	NA	0.001427	NA	0.009185	NA	NA	NA	NA	NA	0.01183	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Leisingera"	"G"	2582	11	7	1	1	NA	11	NA	NA	NA	NA	NA	2	NA	0.0182	0.004096	0.0182	0.0007136	NA	0.006735	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	19	7	2	3	NA	19	NA	NA	NA	NA	NA	11	NA	0.03641	0.004096	0.03641	0.002141	NA	0.01163	NA	NA	NA	NA	NA	0.01446	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	6	5	NA	NA	NA	6	NA	NA	NA	NA	NA	3	NA	0.003944	0.002926	NA	NA	NA	0.003674	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amylibacter"	"G"	11445	7	4	NA	1	NA	7	NA	NA	NA	NA	NA	2	NA	0.004286	0.00234	NA	0.0007136	NA	0.004286	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade CHAB-I-5 lineage"	"G"	2636	17	4	2	5	NA	17	NA	NA	1	NA	NA	10	NA	0.03641	0.00234	0.03641	0.003568	NA	0.01041	NA	NA	0.0005966	NA	NA	0.01315	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicibacter"	"G"	2661	11	3	2	1	NA	11	NA	NA	NA	NA	NA	4	NA	0.03641	0.001755	0.03641	0.0007136	NA	0.006735	NA	NA	NA	NA	NA	0.005258	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albidovulum"	"G"	2560	3	3	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001755	0.001755	NA	NA	NA	0.0006123	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivita"	"G"	2594	3	3	1	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.0182	0.001755	0.0182	NA	NA	0.001225	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter"	"G"	2566	7	3	NA	1	NA	7	NA	NA	NA	NA	NA	3	NA	0.004286	0.001755	NA	0.0007136	NA	0.004286	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium"	"G"	2580	6	3	NA	1	NA	6	NA	NA	NA	NA	NA	2	NA	0.003674	0.001755	NA	0.0007136	NA	0.003674	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	3	2	NA	1	NA	3	NA	NA	NA	NA	NA	2	NA	0.002629	0.00117	NA	0.0007136	NA	0.001837	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Dinoroseobacter"	"G"	2570	3	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003944	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003944	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paenirhodobacter"	"G"	11453	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00117	0.00117	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thioclava"	"G"	2659	12	2	2	1	NA	7	NA	NA	NA	NA	NA	12	NA	0.03641	0.00117	0.03641	0.0007136	NA	0.004286	NA	NA	NA	NA	NA	0.01578	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tateyamaria"	"G"	2655	5	2	1	1	NA	5	NA	NA	NA	NA	NA	2	NA	0.0182	0.00117	0.0182	0.0007136	NA	0.003062	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halodurantibacterium"	"G"	26163	9	2	NA	2	NA	7	NA	NA	NA	NA	NA	9	NA	0.01183	0.00117	NA	0.001427	NA	0.004286	NA	NA	NA	NA	NA	0.01183	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade Marinomonas lineage"	"G"	2637	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001315	0.00117	NA	NA	NA	0.0006123	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albimonas"	"G"	2561	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001315	0.00117	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinovum"	"G"	2592	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	0.001837	0.0005851	NA	NA	NA	0.001837	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Citreicella"	"G"	2567	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Octadecabacter"	"G"	2603	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005851	0.0005851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ponticoccus"	"G"	2616	2	1	1	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.0182	0.0005851	0.0182	0.0007136	NA	0.001225	NA	NA	NA	NA	NA	0.001315	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Donghicola"	"G"	2571	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0007136	0.0005851	NA	0.0007136	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubellimicrobium"	"G"	2642	7	1	NA	1	NA	7	NA	NA	NA	NA	NA	5	NA	0.006573	0.0005851	NA	0.0007136	NA	0.004286	NA	NA	NA	NA	NA	0.006573	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Frigidibacter"	"G"	14532	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	2	NA	0.002629	0.0005851	NA	0.0007136	NA	0.0006123	NA	NA	NA	NA	NA	0.002629	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albirhodobacter"	"G"	14528	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0182	0.0005851	0.0182	0.0007136	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
