"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Novosphingobium aromaticivorans"	"S"	48935	32	13	1	9	NA	32	NA	NA	NA	NA	NA	15	NA	0.01893	0.007553	0.01779	0.006403	NA	0.01893	NA	NA	NA	NA	NA	0.01868	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium aromaticivorans DSM 12444"	"-"	279238	32	13	1	9	NA	32	NA	NA	NA	NA	NA	15	NA	0.01893	0.007553	0.01779	0.006403	NA	0.01893	NA	NA	NA	NA	NA	0.01868	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium>Novosphingobium&nbsp;aromaticivorans"
"Novosphingobium sp. P6W"	"S"	1609758	14	9	1	2	NA	12	NA	NA	NA	NA	NA	14	NA	0.01779	0.005229	0.01779	0.001423	NA	0.007098	NA	NA	NA	NA	NA	0.01743	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium sp. PP1Y"	"S"	702113	4	1	NA	1	NA	2	NA	NA	NA	NA	NA	4	NA	0.004981	0.000581	NA	0.0007114	NA	0.001183	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Sphingobium"	"G"	165695	224	170	9	66	NA	199	1	NA	NA	NA	NA	224	NA	4	0.09877	0.1601	0.04695	NA	0.1177	4	NA	NA	NA	NA	0.279	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium sp. RAC03"	"S"	1843368	105	54	5	28	NA	55	NA	NA	NA	NA	NA	105	NA	0.1308	0.03137	0.08897	0.01992	NA	0.03253	NA	NA	NA	NA	NA	0.1308	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. YBL2"	"S"	484429	51	21	NA	8	NA	51	NA	NA	NA	NA	NA	21	NA	0.03016	0.0122	NA	0.005691	NA	0.03016	NA	NA	NA	NA	NA	0.02615	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. SYK-6"	"S"	627192	18	8	NA	2	NA	18	NA	NA	NA	NA	NA	11	NA	0.0137	0.004648	NA	0.001423	NA	0.01065	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. SCG-1"	"S"	2072936	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	4	NA	0.004981	0.001162	NA	0.002134	NA	0.002366	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium hydrophobicum"	"S"	1673076	4	2	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.002491	0.001162	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. YG1"	"S"	2082188	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	1	NA	0.001774	0.000581	NA	NA	NA	0.001774	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. TKS"	"S"	1315974	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingomonas"	"G"	13687	163	141	8	47	NA	159	NA	NA	3	NA	NA	163	NA	0.203	0.08192	0.1423	0.03344	NA	0.09404	NA	NA	0.001771	NA	NA	0.203	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas sp. KC8"	"S"	1030157	103	88	6	34	NA	72	NA	NA	1	NA	NA	103	NA	0.1283	0.05113	0.1068	0.02419	NA	0.04259	NA	NA	0.0005905	NA	NA	0.1283	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas panacis"	"S"	1560345	25	13	1	2	NA	8	NA	NA	NA	NA	NA	25	NA	0.03113	0.007553	0.01779	0.001423	NA	0.004732	NA	NA	NA	NA	NA	0.03113	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. JJ-A5"	"S"	1921510	9	8	NA	NA	NA	9	NA	NA	NA	NA	NA	2	NA	0.005323	0.004648	NA	NA	NA	0.005323	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas hengshuiensis"	"S"	1609977	29	5	1	NA	NA	29	NA	NA	NA	NA	NA	9	NA	0.01779	0.002905	0.01779	NA	NA	0.01715	NA	NA	NA	NA	NA	0.01121	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas indica"	"S"	941907	9	4	NA	2	NA	9	NA	NA	NA	NA	NA	6	NA	0.007472	0.002324	NA	0.001423	NA	0.005323	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas koreensis"	"S"	93064	4	4	NA	2	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002366	0.002324	NA	0.001423	NA	0.002366	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. YZ-8"	"S"	2319844	8	2	NA	1	NA	8	NA	NA	NA	NA	NA	1	NA	0.004732	0.001162	NA	0.0007114	NA	0.004732	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. LK11"	"S"	1390395	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002491	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. LM7"	"S"	1938607	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sanxanigenens"	"S"	397260	2	1	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.001183	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sanxanigenens DSM 19645 = NX02"	"-"	1123269	2	1	NA	NA	NA	2	NA	NA	1	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.001183	NA	NA	0.0005905	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas>Sphingomonas&nbsp;sanxanigenens"
"Sphingomonas melonis"	"S"	152682	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Zymomonas"	"G"	541	46	46	NA	31	NA	32	NA	NA	NA	NA	NA	1	NA	0.02672	0.02672	NA	0.02205	NA	0.01893	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas mobilis"	"S"	542	46	46	NA	31	NA	32	NA	NA	NA	NA	NA	1	NA	0.02672	0.02672	NA	0.02205	NA	0.01893	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas"
"Zymomonas mobilis subsp. mobilis"	"-"	120045	45	45	NA	30	NA	31	NA	NA	NA	NA	NA	NA	NA	0.02614	0.02614	NA	0.02134	NA	0.01834	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas>Zymomonas&nbsp;mobilis"
"Zymomonas mobilis subsp. mobilis ATCC 29191"	"-"	627344	3	3	NA	3	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002134	0.001743	NA	0.002134	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas>Zymomonas&nbsp;mobilis>Zymomonas&nbsp;mobilis&nbsp;subsp.&nbsp;mobilis"
"Sphingorhabdus"	"G"	1434046	16	7	NA	3	NA	16	NA	NA	NA	NA	NA	8	NA	0.009963	0.004067	NA	0.002134	NA	0.009463	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus sp. Alg231-15"	"S"	1922222	7	2	NA	NA	NA	7	NA	NA	NA	NA	NA	2	NA	0.00414	0.001162	NA	NA	NA	0.00414	NA	NA	NA	NA	NA	0.002491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus"
"Blastomonas"	"G"	150203	27	3	1	1	NA	27	NA	NA	1	NA	NA	11	NA	0.01779	0.001743	0.01779	0.0007114	NA	0.01597	NA	NA	0.0005905	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacteraceae"	"F"	335929	199	45	2	14	NA	199	NA	NA	1	NA	NA	109	NA	0.1357	0.02614	0.03559	0.00996	NA	0.1177	NA	NA	0.0005905	NA	NA	0.1357	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Altererythrobacter"	"G"	361177	126	24	1	8	NA	126	NA	NA	NA	NA	NA	62	NA	0.07721	0.01394	0.01779	0.005691	NA	0.07452	NA	NA	NA	NA	NA	0.07721	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Altererythrobacter sp. ZODW24"	"S"	2185142	16	8	NA	4	NA	16	NA	NA	NA	NA	NA	8	NA	0.009963	0.004648	NA	0.002846	NA	0.009463	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter dongtanensis"	"S"	692370	47	5	NA	3	NA	47	NA	NA	NA	NA	NA	15	NA	0.0278	0.002905	NA	0.002134	NA	0.0278	NA	NA	NA	NA	NA	0.01868	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter sp. B11"	"S"	2060312	15	4	1	NA	NA	15	NA	NA	NA	NA	NA	8	NA	0.01779	0.002324	0.01779	NA	NA	0.008872	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter epoxidivorans"	"S"	361183	31	3	NA	NA	NA	31	NA	NA	NA	NA	NA	17	NA	0.02117	0.001743	NA	NA	NA	0.01834	NA	NA	NA	NA	NA	0.02117	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter sp. NS1"	"S"	2338327	6	1	NA	NA	NA	6	NA	NA	NA	NA	NA	1	NA	0.003549	0.000581	NA	NA	NA	0.003549	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Erythrobacter"	"G"	1041	54	8	1	3	NA	54	NA	NA	1	NA	NA	34	NA	0.04234	0.004648	0.01779	0.002134	NA	0.03194	NA	NA	0.0005905	NA	NA	0.04234	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Erythrobacter sp. Alg231-14"	"S"	1922225	4	3	NA	NA	NA	4	NA	NA	NA	NA	NA	1	NA	0.002366	0.001743	NA	NA	NA	0.002366	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter gangjinensis"	"S"	502682	7	1	NA	NA	NA	7	NA	NA	NA	NA	NA	4	NA	0.004981	0.000581	NA	NA	NA	0.00414	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Porphyrobacter"	"G"	1111	12	4	NA	2	NA	12	NA	NA	NA	NA	NA	3	NA	0.007098	0.002324	NA	0.001423	NA	0.007098	NA	NA	NA	NA	NA	0.003736	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Rhizobiales"	"O"	356	614	379	21	229	1	614	1	NA	7	NA	NA	589	NA	4.762	0.2202	0.3737	0.1629	4.762	0.3632	4	NA	0.004133	NA	NA	0.7335	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Hyphomicrobiaceae"	"F"	45401	254	155	7	86	NA	254	NA	NA	1	NA	NA	230	NA	0.2864	0.09005	0.1246	0.06118	NA	0.1502	NA	NA	0.0005905	NA	NA	0.2864	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	81	101	66	4	47	NA	82	NA	NA	NA	NA	NA	101	NA	0.1258	0.03834	0.07117	0.03344	NA	0.0485	NA	NA	NA	NA	NA	0.1258	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Hyphomicrobium nitrativorans"	"S"	1427356	53	26	2	17	NA	45	NA	NA	NA	NA	NA	53	NA	0.066	0.01511	0.03559	0.01209	NA	0.02662	NA	NA	NA	NA	NA	0.066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium nitrativorans NL23"	"-"	1029756	53	26	2	17	NA	45	NA	NA	NA	NA	NA	53	NA	0.066	0.01511	0.03559	0.01209	NA	0.02662	NA	NA	NA	NA	NA	0.066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;nitrativorans"
"Hyphomicrobium denitrificans"	"S"	53399	22	22	1	21	NA	19	NA	NA	NA	NA	NA	17	NA	0.02117	0.01278	0.01779	0.01494	NA	0.01124	NA	NA	NA	NA	NA	0.02117	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium denitrificans 1NES1"	"-"	670307	9	8	1	9	NA	5	NA	NA	NA	NA	NA	4	NA	0.01779	0.004648	0.01779	0.006403	NA	0.002957	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;denitrificans"
"Hyphomicrobium denitrificans ATCC 51888"	"-"	582899	6	3	NA	6	NA	NA	NA	NA	NA	NA	NA	1	NA	0.004268	0.001743	NA	0.004268	NA	NA	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;denitrificans"
"Hyphomicrobium sp. MC1"	"S"	717785	17	9	NA	4	NA	12	NA	NA	NA	NA	NA	17	NA	0.02117	0.005229	NA	0.002846	NA	0.007098	NA	NA	NA	NA	NA	0.02117	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Rhodomicrobium"	"G"	1068	62	33	1	9	NA	62	NA	NA	NA	NA	NA	32	NA	0.03985	0.01917	0.01779	0.006403	NA	0.03667	NA	NA	NA	NA	NA	0.03985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhodomicrobium vannielii"	"S"	1069	62	33	1	9	NA	62	NA	NA	NA	NA	NA	32	NA	0.03985	0.01917	0.01779	0.006403	NA	0.03667	NA	NA	NA	NA	NA	0.03985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodomicrobium"
"Rhodomicrobium vannielii ATCC 17100"	"-"	648757	62	33	1	9	NA	62	NA	NA	NA	NA	NA	32	NA	0.03985	0.01917	0.01779	0.006403	NA	0.03667	NA	NA	NA	NA	NA	0.03985	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodomicrobium>Rhodomicrobium&nbsp;vannielii"
"Devosia"	"G"	46913	69	29	1	12	NA	41	NA	NA	1	NA	NA	69	NA	0.08593	0.01685	0.01779	0.008537	NA	0.02425	NA	NA	0.0005905	NA	NA	0.08593	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosia sp. A16"	"S"	1736675	43	19	1	12	NA	34	NA	NA	NA	NA	NA	43	NA	0.05355	0.01104	0.01779	0.008537	NA	0.02011	NA	NA	NA	NA	NA	0.05355	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. I507"	"S"	2083786	10	7	NA	NA	NA	2	NA	NA	NA	NA	NA	10	NA	0.01245	0.004067	NA	NA	NA	0.001183	NA	NA	NA	NA	NA	0.01245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. H5989"	"S"	1643450	12	1	NA	NA	NA	4	NA	NA	1	NA	NA	12	NA	0.01494	0.000581	NA	NA	NA	0.002366	NA	NA	0.0005905	NA	NA	0.01494	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Blastochloris"	"G"	59282	45	18	1	4	NA	45	NA	NA	NA	NA	NA	11	NA	0.02662	0.01046	0.01779	0.002846	NA	0.02662	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Blastochloris viridis"	"S"	1079	45	18	1	4	NA	45	NA	NA	NA	NA	NA	11	NA	0.02662	0.01046	0.01779	0.002846	NA	0.02662	NA	NA	NA	NA	NA	0.0137	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Blastochloris"
"Filomicrobium"	"G"	119044	4	4	NA	4	NA	4	NA	NA	NA	NA	NA	4	NA	0.004981	0.002324	NA	0.002846	NA	0.002366	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Candidatus Filomicrobium marinum"	"S"	1608628	4	4	NA	4	NA	4	NA	NA	NA	NA	NA	4	NA	0.004981	0.002324	NA	0.002846	NA	0.002366	NA	NA	NA	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Filomicrobium"
"Rhodoplanes"	"G"	29407	15	1	NA	6	NA	15	NA	NA	NA	NA	NA	8	NA	0.009963	0.000581	NA	0.004268	NA	0.008872	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhodoplanes sp. Z2-YC6860"	"S"	674703	15	1	NA	6	NA	15	NA	NA	NA	NA	NA	8	NA	0.009963	0.000581	NA	0.004268	NA	0.008872	NA	NA	NA	NA	NA	0.009963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodoplanes"
"Pelagibacterium"	"G"	1082930	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pelagibacterium halotolerans"	"S"	531813	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium"
"Pelagibacterium halotolerans B2"	"-"	1082931	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001245	0.000581	NA	NA	NA	0.0005915	NA	NA	NA	NA	NA	0.001245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium>Pelagibacterium&nbsp;halotolerans"
"Bradyrhizobiaceae"	"F"	41294	46	46	2	24	NA	32	NA	NA	1	NA	NA	34	NA	0.04234	0.02672	0.03559	0.01707	NA	0.01893	NA	NA	0.0005905	NA	NA	0.04234	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	374	11	11	1	9	NA	5	NA	NA	1	NA	NA	4	NA	0.01779	0.006391	0.01779	0.006403	NA	0.002957	NA	NA	0.0005905	NA	NA	0.004981	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bradyrhizobium erythrophlei"	"S"	1437360	2	2	NA	2	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001423	0.001162	NA	0.001423	NA	0.001183	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Bradyrhizobium sp. ORS 3257"	"S"	167468	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000581	0.000581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Bradyrhizobium"
"Variibacter"	"G"	1649510	9	9	1	1	NA	9	NA	NA	NA	NA	NA	7	NA	0.01779	0.005229	0.01779	0.0007114	NA	0.005323	NA	NA	NA	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Variibacter gotjawalensis"	"S"	1333996	9	9	1	1	NA	9	NA	NA	NA	NA	NA	7	NA	0.01779	0.005229	0.01779	0.0007114	NA	0.005323	NA	NA	NA	NA	NA	0.008717	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Variibacter"
"Rhodopseudomonas"	"G"	1073	8	8	NA	1	NA	1	NA	NA	NA	NA	NA	6	NA	0.007472	0.004648	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Rhodopseudomonas palustris"	"S"	1076	8	8	NA	1	NA	1	NA	NA	NA	NA	NA	6	NA	0.007472	0.004648	NA	0.0007114	NA	0.0005915	NA	NA	NA	NA	NA	0.007472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas"
