"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Candidatus Nucleicultrix"	"G"	25963	2	2	NA	NA	NA	1	1	2	NA	NA	NA	NA	NA	0.0006779	0.0006779	NA	NA	NA	0.0001215	0.0001203	0.0002933	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caedibacterales>Caedibacteraceae"
"Caedibacter"	"G"	25962	7	2	NA	NA	NA	NA	NA	5	NA	NA	NA	7	NA	0.0008659	0.0006779	NA	NA	NA	NA	NA	0.0007333	NA	NA	NA	0.0008659	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caedibacterales>Caedibacteraceae"
"Elsterales"	"O"	25978	133	5	4	NA	NA	5	9	133	NA	NA	3	18	NA	0.01951	0.001695	0.009289	NA	NA	0.0006076	0.001083	0.01951	NA	NA	0.002406	0.002227	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Elsteraceae"	"F"	25979	116	3	NA	NA	NA	1	4	116	NA	NA	2	10	NA	0.01701	0.001017	NA	NA	NA	0.0001215	0.0004812	0.01701	NA	NA	0.001604	0.001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales"
"Elstera"	"G"	25981	86	3	NA	NA	NA	1	NA	86	NA	NA	NA	4	NA	0.01261	0.001017	NA	NA	NA	0.0001215	NA	0.01261	NA	NA	NA	0.0004948	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales>Elsteraceae"
"uncultured"	"F"	25985	14	2	3	NA	NA	4	5	14	NA	NA	1	8	NA	0.006967	0.0006779	0.006967	NA	NA	0.0004861	0.0006015	0.002053	NA	NA	0.0008019	0.0009896	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales"
"Parvibaculales"	"O"	26016	16	4	1	NA	NA	6	6	16	1	NA	1	2	2	0.004712	0.001356	0.002322	NA	NA	0.0007291	0.0007218	0.002347	6.037e-05	NA	0.0008019	0.0002474	0.004712	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Parvibaculaceae"	"F"	26019	4	2	NA	NA	NA	1	3	4	NA	NA	1	NA	NA	0.0008019	0.0006779	NA	NA	NA	0.0001215	0.0003609	0.0005866	NA	NA	0.0008019	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"Parvibaculum"	"G"	26022	4	2	NA	NA	NA	1	3	4	NA	NA	1	NA	NA	0.0008019	0.0006779	NA	NA	NA	0.0001215	0.0003609	0.0005866	NA	NA	0.0008019	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales>Parvibaculaceae"
"PS1 clade"	"F"	26018	9	1	1	NA	NA	3	1	9	NA	NA	NA	2	1	0.002356	0.0003389	0.002322	NA	NA	0.0003646	0.0001203	0.00132	NA	NA	NA	0.0002474	0.002356	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"OCS116 clade"	"F"	26017	3	1	NA	NA	NA	2	2	3	1	NA	NA	NA	1	0.002356	0.0003389	NA	NA	NA	0.000243	0.0002406	0.00044	6.037e-05	NA	NA	NA	0.002356	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"Dongiales"	"O"	25975	39	3	1	NA	NA	17	8	39	1	NA	17	11	NA	0.01363	0.001017	0.002322	NA	NA	0.002066	0.0009624	0.00572	6.037e-05	NA	0.01363	0.001361	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Dongiaceae"	"F"	25976	39	3	1	NA	NA	17	8	39	1	NA	17	11	NA	0.01363	0.001017	0.002322	NA	NA	0.002066	0.0009624	0.00572	6.037e-05	NA	0.01363	0.001361	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales"
"Dongia"	"G"	25977	39	3	1	NA	NA	17	8	39	1	NA	17	11	NA	0.01363	0.001017	0.002322	NA	NA	0.002066	0.0009624	0.00572	6.037e-05	NA	0.01363	0.001361	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Dongiales>Dongiaceae"
"Puniceispirillales"	"O"	26028	3	1	NA	NA	NA	2	2	3	1	NA	1	2	NA	0.0008019	0.0003389	NA	NA	NA	0.000243	0.0002406	0.00044	6.037e-05	NA	0.0008019	0.0002474	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"SAR116 clade"	"F"	26032	2	1	NA	NA	NA	NA	1	1	1	NA	1	2	NA	0.0008019	0.0003389	NA	NA	NA	NA	0.0001203	0.0001467	6.037e-05	NA	0.0008019	0.0002474	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Kordiimonadales"	"O"	2411	8	1	NA	NA	NA	NA	1	8	NA	NA	1	1	NA	0.001173	0.0003389	NA	NA	NA	NA	0.0001203	0.001173	NA	NA	0.0008019	0.0001237	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	25997	4	1	NA	NA	NA	NA	1	4	NA	NA	NA	NA	NA	0.0005866	0.0003389	NA	NA	NA	NA	0.0001203	0.0005866	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales"
"Deltaproteobacteria"	"C"	3087	6683	391	61	2	4	3212	2711	6683	26	NA	376	2309	100	1.286	0.1325	0.1417	0.9615	1.286	0.3903	0.3261	0.9801	0.00157	NA	0.3015	0.2856	0.2356	"Bacteria>Proteobacteria"
"Myxococcales"	"O"	3210	3849	132	15	1	1	949	1039	3849	12	NA	165	1171	75	0.5645	0.04474	0.03483	0.4808	0.3215	0.1153	0.125	0.5645	0.0007244	NA	0.1323	0.1448	0.1767	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Haliangiaceae"	"F"	3222	2513	66	8	1	1	623	716	2513	7	NA	77	685	39	0.4808	0.02237	0.01858	0.4808	0.3215	0.07571	0.08613	0.3686	0.0004226	NA	0.06175	0.08473	0.09189	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Haliangium"	"G"	3223	2513	66	8	1	1	623	716	2513	7	NA	77	685	39	0.4808	0.02237	0.01858	0.4808	0.3215	0.07571	0.08613	0.3686	0.0004226	NA	0.06175	0.08473	0.09189	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Haliangiaceae"
"Blfdi19"	"F"	11479	80	22	5	NA	NA	55	40	78	NA	NA	14	80	1	0.01161	0.007457	0.01161	NA	NA	0.006684	0.004812	0.01144	NA	NA	0.01123	0.009896	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"MidBa8"	"F"	11483	17	17	1	NA	NA	4	2	10	NA	NA	NA	6	NA	0.005762	0.005762	0.002322	NA	NA	0.0004861	0.0002406	0.001467	NA	NA	NA	0.0007422	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Sandaracinaceae"	"F"	3241	481	6	NA	NA	NA	71	96	481	1	NA	16	188	2	0.07054	0.002034	NA	NA	NA	0.008628	0.01155	0.07054	6.037e-05	NA	0.01283	0.02325	0.004712	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"G"	11491	394	6	NA	NA	NA	70	93	394	1	NA	16	173	2	0.05778	0.002034	NA	NA	NA	0.008506	0.01119	0.05778	6.037e-05	NA	0.01283	0.0214	0.004712	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"bacteriap25"	"F"	11496	91	6	NA	NA	NA	34	17	91	2	NA	8	31	5	0.01335	0.002034	NA	NA	NA	0.004132	0.002045	0.01335	0.0001207	NA	0.006415	0.003835	0.01178	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Polyangiaceae"	"F"	3236	27	3	1	NA	NA	26	25	27	NA	NA	1	25	NA	0.00396	0.001017	0.002322	NA	NA	0.00316	0.003008	0.00396	NA	NA	0.0008019	0.003092	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Pajaroellobacter"	"G"	26282	21	2	NA	NA	NA	21	14	8	NA	NA	NA	14	NA	0.002552	0.0006779	NA	NA	NA	0.002552	0.001684	0.001173	NA	NA	NA	0.001732	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"uncultured"	"G"	3240	14	1	NA	NA	NA	2	5	14	NA	NA	NA	1	NA	0.002053	0.0003389	NA	NA	NA	0.000243	0.0006015	0.002053	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"Nannocystaceae"	"F"	3229	57	3	NA	NA	NA	9	18	57	NA	NA	5	13	NA	0.00836	0.001017	NA	NA	NA	0.001094	0.002165	0.00836	NA	NA	0.00401	0.001608	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Nannocystis"	"G"	3231	44	3	NA	NA	NA	8	15	44	NA	NA	5	13	NA	0.006453	0.001017	NA	NA	NA	0.0009722	0.001805	0.006453	NA	NA	0.00401	0.001608	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Nannocystaceae"
"UASB-TL25"	"F"	11492	32	2	NA	NA	NA	8	7	32	NA	NA	NA	1	NA	0.004693	0.0006779	NA	NA	NA	0.0009722	0.0008421	0.004693	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Archangiaceae"	"F"	14597	11	2	NA	NA	NA	11	8	8	NA	NA	NA	7	NA	0.001337	0.0006779	NA	NA	NA	0.001337	0.0009624	0.001173	NA	NA	NA	0.0008659	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Anaeromyxobacter"	"G"	14598	9	2	NA	NA	NA	9	8	7	NA	NA	NA	6	NA	0.001094	0.0006779	NA	NA	NA	0.001094	0.0009624	0.001027	NA	NA	NA	0.0007422	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Archangiaceae"
"P3OB-42"	"F"	11486	76	1	NA	NA	NA	36	22	76	NA	NA	22	19	2	0.01764	0.0003389	NA	NA	NA	0.004375	0.002647	0.01115	NA	NA	0.01764	0.00235	0.004712	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"KD3-10"	"F"	11482	4	1	NA	NA	NA	NA	4	1	NA	NA	1	1	NA	0.0008019	0.0003389	NA	NA	NA	NA	0.0004812	0.0001467	NA	NA	0.0008019	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"BIrii41"	"F"	11478	405	1	NA	NA	NA	37	47	405	1	NA	14	91	NA	0.0594	0.0003389	NA	NA	NA	0.004496	0.005654	0.0594	6.037e-05	NA	0.01123	0.01126	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"mle1-27"	"F"	3244	14	1	NA	NA	NA	4	13	14	NA	NA	4	6	NA	0.003208	0.0003389	NA	NA	NA	0.0004861	0.001564	0.002053	NA	NA	0.003208	0.0007422	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Oligoflexales"	"O"	11497	647	95	17	NA	NA	462	372	647	6	NA	83	339	4	0.09489	0.0322	0.03948	NA	NA	0.05614	0.04475	0.09489	0.0003622	NA	0.06656	0.04193	0.009424	"Bacteria>Proteobacteria>Deltaproteobacteria"
"0319-6G20"	"F"	14610	254	86	9	NA	NA	226	184	254	3	NA	14	172	3	0.03725	0.02915	0.0209	NA	NA	0.02746	0.02214	0.03725	0.0001811	NA	0.01123	0.02128	0.007068	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Oligoflexaceae"	"F"	11498	392	9	7	NA	NA	226	185	392	3	NA	69	163	1	0.05749	0.003051	0.01626	NA	NA	0.02746	0.02226	0.05749	0.0001811	NA	0.05533	0.02016	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"uncultured"	"G"	26286	312	7	7	NA	NA	123	104	312	3	NA	37	100	1	0.04576	0.002373	0.01626	NA	NA	0.01495	0.01251	0.04576	0.0001811	NA	0.02967	0.01237	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Silvanigrella"	"G"	26285	28	1	NA	NA	NA	28	25	13	NA	NA	11	21	NA	0.008821	0.0003389	NA	NA	NA	0.003403	0.003008	0.001907	NA	NA	0.008821	0.002598	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Oligoflexus"	"G"	11499	75	1	NA	NA	NA	75	55	65	NA	NA	19	41	NA	0.01524	0.0003389	NA	NA	NA	0.009114	0.006617	0.009533	NA	NA	0.01524	0.005071	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Bdellovibrionales"	"O"	3091	817	85	14	NA	1	817	485	680	2	NA	26	212	2	0.3215	0.02881	0.03251	NA	0.3215	0.09928	0.05835	0.09973	0.0001207	NA	0.02085	0.02622	0.004712	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bdellovibrionaceae"	"F"	3098	661	77	10	NA	1	661	324	427	1	NA	16	93	2	0.3215	0.0261	0.02322	NA	0.3215	0.08033	0.03898	0.06262	6.037e-05	NA	0.01283	0.0115	0.004712	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"OM27 clade"	"G"	3100	659	73	10	NA	1	659	319	425	1	NA	16	92	2	0.3215	0.02474	0.02322	NA	0.3215	0.08008	0.03838	0.06233	6.037e-05	NA	0.01283	0.01138	0.004712	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio"	"G"	3099	5	4	NA	NA	NA	2	5	2	NA	NA	NA	1	NA	0.001356	0.001356	NA	NA	NA	0.000243	0.0006015	0.0002933	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bacteriovoracaceae"	"F"	3092	253	8	4	NA	NA	156	161	253	1	NA	10	119	NA	0.03711	0.002712	0.009289	NA	NA	0.01896	0.01937	0.03711	6.037e-05	NA	0.008019	0.01472	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"Bacteriovorax"	"G"	3093	49	5	3	NA	NA	40	38	49	NA	NA	1	43	NA	0.007186	0.001695	0.006967	NA	NA	0.004861	0.004571	0.007186	NA	NA	0.0008019	0.005319	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"uncultured"	"G"	3097	58	2	NA	NA	NA	54	46	58	NA	NA	5	21	NA	0.008506	0.0006779	NA	NA	NA	0.006562	0.005534	0.008506	NA	NA	0.00401	0.002598	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Desulfarculales"	"O"	3105	58	15	1	NA	NA	58	46	36	NA	NA	3	23	1	0.007048	0.005084	0.002322	NA	NA	0.007048	0.005534	0.00528	NA	NA	0.002406	0.002845	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculaceae"	"F"	3106	58	15	1	NA	NA	58	46	36	NA	NA	3	23	1	0.007048	0.005084	0.002322	NA	NA	0.007048	0.005534	0.00528	NA	NA	0.002406	0.002845	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales"
"uncultured"	"G"	3108	38	13	1	NA	NA	38	19	18	NA	NA	3	16	NA	0.004618	0.004406	0.002322	NA	NA	0.004618	0.002286	0.00264	NA	NA	0.002406	0.001979	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Desulfatiglans"	"G"	11475	27	2	NA	NA	NA	20	27	18	NA	NA	NA	7	1	0.003248	0.0006779	NA	NA	NA	0.00243	0.003248	0.00264	NA	NA	NA	0.0008659	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfarculales>Desulfarculaceae"
"Syntrophobacterales"	"O"	3251	383	13	NA	NA	1	251	207	383	NA	NA	22	100	NA	0.3215	0.004406	NA	NA	0.3215	0.0305	0.0249	0.05617	NA	NA	0.01764	0.01237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophaceae"	"F"	3252	352	9	NA	NA	1	218	177	352	NA	NA	17	91	NA	0.3215	0.003051	NA	NA	0.3215	0.02649	0.02129	0.05162	NA	NA	0.01363	0.01126	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"Desulfobacca"	"G"	3253	50	5	NA	NA	1	22	31	50	NA	NA	4	25	NA	0.3215	0.001695	NA	NA	0.3215	0.002673	0.003729	0.007333	NA	NA	0.003208	0.003092	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfomonile"	"G"	3254	60	2	NA	NA	NA	13	11	60	NA	NA	4	8	NA	0.0088	0.0006779	NA	NA	NA	0.00158	0.001323	0.0088	NA	NA	0.003208	0.0009896	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophus"	"G"	3256	128	1	NA	NA	NA	94	45	128	NA	NA	NA	27	NA	0.01877	0.0003389	NA	NA	NA	0.01142	0.005414	0.01877	NA	NA	NA	0.00334	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Smithella"	"G"	3255	50	1	NA	NA	NA	25	30	50	NA	NA	NA	18	NA	0.007333	0.0003389	NA	NA	NA	0.003038	0.003609	0.007333	NA	NA	NA	0.002227	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophobacteraceae"	"F"	3258	33	4	NA	NA	NA	33	30	31	NA	NA	5	9	NA	0.004547	0.001356	NA	NA	NA	0.00401	0.003609	0.004547	NA	NA	0.00401	0.001113	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"uncultured"	"G"	3266	23	3	NA	NA	NA	23	20	22	NA	NA	3	8	NA	0.003227	0.001017	NA	NA	NA	0.002795	0.002406	0.003227	NA	NA	0.002406	0.0009896	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter"	"G"	3264	10	1	NA	NA	NA	6	10	6	NA	NA	1	1	NA	0.001203	0.0003389	NA	NA	NA	0.0007291	0.001203	0.00088	NA	NA	0.0008019	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Desulfuromonadales"	"O"	3181	175	10	1	NA	NA	134	109	175	NA	NA	20	93	1	0.02567	0.003389	0.002322	NA	NA	0.01628	0.01311	0.02567	NA	NA	0.01604	0.0115	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Geobacteraceae"	"F"	3195	134	9	1	NA	NA	112	81	134	NA	NA	16	65	NA	0.01965	0.003051	0.002322	NA	NA	0.01361	0.009744	0.01965	NA	NA	0.01283	0.00804	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	118	7	1	NA	NA	85	53	118	NA	NA	5	45	NA	0.01731	0.002373	0.002322	NA	NA	0.01033	0.006376	0.01731	NA	NA	0.00401	0.005566	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geothermobacter"	"G"	3199	28	2	NA	NA	NA	25	28	15	NA	NA	11	20	NA	0.008821	0.0006779	NA	NA	NA	0.003038	0.003368	0.0022	NA	NA	0.008821	0.002474	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Desulfuromonadaceae"	"F"	3189	32	1	NA	NA	NA	14	25	32	NA	NA	3	21	1	0.004693	0.0003389	NA	NA	NA	0.001701	0.003008	0.004693	NA	NA	0.002406	0.002598	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Desulfuromonas"	"G"	3190	32	1	NA	NA	NA	12	24	32	NA	NA	3	17	1	0.004693	0.0003389	NA	NA	NA	0.001458	0.002887	0.004693	NA	NA	0.002406	0.002103	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Bradymonadales"	"O"	14584	146	6	1	NA	NA	78	74	146	NA	NA	11	49	NA	0.02141	0.002034	0.002322	NA	NA	0.009479	0.008902	0.02141	NA	NA	0.008821	0.006061	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobacterales"	"O"	3109	112	6	1	NA	NA	62	76	112	2	NA	8	49	NA	0.01643	0.002034	0.002322	NA	NA	0.007534	0.009143	0.01643	0.0001207	NA	0.006415	0.006061	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	3110	85	5	1	NA	NA	44	63	85	2	NA	6	34	NA	0.01247	0.001695	0.002322	NA	NA	0.005347	0.007579	0.01247	0.0001207	NA	0.004812	0.004206	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Desulfococcus"	"G"	3125	2	1	NA	NA	NA	1	NA	2	NA	NA	NA	NA	NA	0.0003389	0.0003389	NA	NA	NA	0.0001215	NA	0.0002933	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfonema"	"G"	3130	4	1	NA	NA	NA	1	4	2	NA	NA	NA	1	NA	0.0004812	0.0003389	NA	NA	NA	0.0001215	0.0004812	0.0002933	NA	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacter"	"G"	3120	11	1	NA	NA	NA	5	NA	11	NA	NA	NA	NA	NA	0.001613	0.0003389	NA	NA	NA	0.0006076	NA	0.001613	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Sva0081 sediment group"	"G"	3137	21	1	1	NA	NA	16	19	21	1	NA	4	11	NA	0.003208	0.0003389	0.002322	NA	NA	0.001944	0.002286	0.00308	6.037e-05	NA	0.003208	0.001361	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobulbaceae"	"F"	3139	27	1	NA	NA	NA	17	13	27	NA	NA	2	15	NA	0.00396	0.0003389	NA	NA	NA	0.002066	0.001564	0.00396	NA	NA	0.001604	0.001855	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Desulfobulbus"	"G"	3140	5	1	NA	NA	NA	5	4	5	NA	NA	NA	3	NA	0.0007333	0.0003389	NA	NA	NA	0.0006076	0.0004812	0.0007333	NA	NA	NA	0.0003711	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"SAR324 clade(Marine group B)"	"O"	3247	68	4	2	NA	NA	39	29	44	NA	NA	15	68	9	0.0212	0.001356	0.004645	NA	NA	0.004739	0.003489	0.006453	NA	NA	0.01203	0.008411	0.0212	"Bacteria>Proteobacteria>Deltaproteobacteria"
"PB19"	"O"	26287	56	4	5	NA	NA	56	27	7	1	NA	1	22	NA	0.01161	0.001356	0.01161	NA	NA	0.006805	0.003248	0.001027	6.037e-05	NA	0.0008019	0.002721	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfovibrionales"	"O"	3156	72	4	NA	NA	NA	15	19	72	1	NA	NA	15	1	0.01056	0.001356	NA	NA	NA	0.001823	0.002286	0.01056	6.037e-05	NA	NA	0.001855	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	3169	71	3	NA	NA	NA	14	19	71	NA	NA	NA	11	1	0.01041	0.001017	NA	NA	NA	0.001701	0.002286	0.01041	NA	NA	NA	0.001361	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	3173	70	3	NA	NA	NA	13	18	70	NA	NA	NA	11	1	0.01027	0.001017	NA	NA	NA	0.00158	0.002165	0.01027	NA	NA	NA	0.001361	0.002356	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfohalobiaceae"	"F"	3157	2	1	NA	NA	NA	NA	NA	1	1	NA	NA	2	NA	0.0003389	0.0003389	NA	NA	NA	NA	NA	0.0001467	6.037e-05	NA	NA	0.0002474	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovermiculus"	"G"	3163	1	1	NA	NA	NA	NA	NA	1	1	NA	NA	1	NA	0.0003389	0.0003389	NA	NA	NA	NA	NA	0.0001467	6.037e-05	NA	NA	0.0001237	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"NB1-j"	"O"	14609	240	3	NA	1	NA	137	111	240	2	NA	14	82	NA	0.4808	0.001017	NA	0.4808	NA	0.01665	0.01335	0.0352	0.0001207	NA	0.01123	0.01014	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"RCP2-54"	"O"	26288	19	2	NA	NA	NA	8	8	19	NA	NA	NA	8	NA	0.002787	0.0006779	NA	NA	NA	0.0009722	0.0009624	0.002787	NA	NA	NA	0.0009896	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"DTB120"	"O"	3101	16	2	NA	NA	1	10	11	16	NA	NA	NA	6	2	0.3215	0.0006779	NA	NA	0.3215	0.001215	0.001323	0.002347	NA	NA	NA	0.0007422	0.004712	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Deltaproteobacteria Incertae Sedis"	"O"	3102	79	1	NA	NA	NA	18	17	79	NA	NA	NA	NA	NA	0.01159	0.0003389	NA	NA	NA	0.002187	0.002045	0.01159	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophorhabdaceae"	"F"	3103	79	1	NA	NA	NA	18	16	79	NA	NA	NA	NA	NA	0.01159	0.0003389	NA	NA	NA	0.002187	0.001925	0.01159	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Deltaproteobacteria&nbsp;Incertae&nbsp;Sedis"
