"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Parahaliea"	"G"	14625	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"OM60(NOR5) clade"	"G"	11534	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Spongiibacteraceae"	"F"	11542	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"BD1-7 clade"	"G"	11543	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Porticoccaceae"	"F"	11538	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"SAR92 clade"	"G"	11541	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
"Aeromonadales"	"O"	3316	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Aeromonadaceae"	"F"	3317	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aeromonas"	"G"	3318	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanisphaera"	"G"	3320	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Diplorickettsiales"	"O"	26616	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Diplorickettsiaceae"	"F"	26617	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales"
"uncultured"	"G"	26621	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Aquicella"	"G"	26618	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Alteromonadales"	"O"	3333	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Shewanellaceae"	"F"	3399	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Shewanella"	"G"	3400	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"Idiomarinaceae"	"F"	3385	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Idiomarina"	"G"	3387	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Coxiellales"	"O"	26612	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"Thiomicrospirales"	"O"	26843	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiomicrospiraceae"	"F"	26852	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales"
"uncultured"	"G"	26859	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales>Thiomicrospiraceae"
"endosymbionts"	"G"	26858	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiomicrospirales>Thiomicrospiraceae"
"Methylococcales"	"O"	3563	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylomonaceae"	"F"	26694	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Marine Methylotrophic Group 2"	"G"	26698	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Legionellales"	"O"	3552	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	3559	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	3560	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"BD72BR169"	"O"	3404	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiales"	"O"	3415	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiaceae"	"F"	3416	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Halochromatium"	"G"	3419	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Acidithiobacillales"	"O"	3307	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidithiobacillaceae"	"F"	3309	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales"
"Acidithiobacillus"	"G"	3310	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidithiobacillales>Acidithiobacillaceae"
"Thiotrichales"	"O"	3735	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Candidatus Navis"	"G"	26860	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Thiohalorhabdales"	"O"	26837	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiohalorhabdaceae"	"F"	26838	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiohalorhabdales"
"Thiohalorhabdus"	"G"	26841	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiohalorhabdales>Thiohalorhabdaceae"
"SAR86 clade"	"O"	26808	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"MBMPE27"	"O"	26686	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"CCM19a"	"O"	26592	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"CCD24"	"O"	26591	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Alphaproteobacteria"	"C"	2379	70	70	0.05549	0.05549	"Bacteria>Proteobacteria"
"Rickettsiales"	"O"	2761	13	13	0.01031	0.01031	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Mitochondria"	"F"	2805	11	11	0.00872	0.00872	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"SM2D12"	"F"	2801	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rhizobiales"	"O"	2421	12	12	0.009513	0.009513	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiaceae"	"F"	2525	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	"G"	26091	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Cohaesibacter"	"G"	26103	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Hoeflea"	"G"	26108	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Beijerinckiaceae"	"F"	2435	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	26045	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	2444	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylorosula"	"G"	2442	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Devosiaceae"	"F"	26055	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	26058	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Xanthobacteraceae"	"F"	2545	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	26151	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhizobiales Incertae Sedis"	"F"	2530	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Dichotomicrobium"	"G"	26129	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Rhodobacterales"	"O"	2557	10	10	0.007928	0.007928	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	10	10	0.007928	0.007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Ruegeria"	"G"	2645	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter"	"G"	2624	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured"	"G"	2666	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sphingomonadales"	"O"	2823	5	5	0.003964	0.003964	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	5	5	0.003964	0.003964	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingomonas"	"G"	2852	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sandarakinorhabdus"	"G"	2849	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Caulobacterales"	"O"	2386	5	5	0.003964	0.003964	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	2387	5	5	0.003964	0.003964	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Phenylobacterium"	"G"	2392	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Brevundimonas"	"G"	2390	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Micavibrionales"	"O"	25998	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Micavibrionaceae"	"F"	25999	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales"
"uncultured"	"G"	26001	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales>Micavibrionaceae"
"uncultured"	"F"	26002	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales"
"SAR11 clade"	"O"	2808	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Clade II"	"F"	26232	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade I"	"F"	26228	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade Ia"	"G"	26229	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Elsterales"	"O"	25978	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	25985	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales"
"Rhodospirillales"	"O"	2667	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26198	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Paracaedibacterales"	"O"	26009	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Paracaedibacteraceae"	"F"	26010	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales"
"uncultured"	"G"	26015	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Candidatus Captivus"	"G"	26011	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Puniceispirillales"	"O"	26028	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26034	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"SAR116 clade"	"F"	26032	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Acetobacterales"	"O"	25900	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	25901	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"Craurococcus"	"G"	25914	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acidiphilium"	"G"	25904	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Thalassobaculales"	"O"	26252	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Thalassobaculaceae"	"F"	26258	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"Thalassobaculum"	"G"	26260	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales>Thalassobaculaceae"
"Tistrellales"	"O"	26262	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Geminicoccaceae"	"F"	26263	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales"
"uncultured"	"G"	26266	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Tistrellales>Geminicoccaceae"
"Sneathiellales"	"O"	2818	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sneathiellaceae"	"F"	2819	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales"
"AT-s3-44"	"G"	26236	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales>Sneathiellaceae"
"Kordiimonadales"	"O"	2411	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Kordiimonadaceae"	"F"	2412	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales"
"Kordiimonas"	"G"	2413	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales>Kordiimonadaceae"
"Deltaproteobacteria"	"C"	3087	34	34	0.02695	0.02695	"Bacteria>Proteobacteria"
"Myxococcales"	"O"	3210	12	12	0.009513	0.009513	"Bacteria>Proteobacteria>Deltaproteobacteria"
"bacteriap25"	"F"	11496	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"MidBa8"	"F"	11483	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"P3OB-42"	"F"	11486	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Sandaracinaceae"	"F"	3241	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"G"	11491	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"Archangiaceae"	"F"	14597	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Anaeromyxobacter"	"G"	14598	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Archangiaceae"
"VHS-B3-70"	"F"	3243	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Desulfobacterales"	"O"	3109	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobulbaceae"	"F"	3139	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Desulfopila"	"G"	3143	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfocapsa"	"G"	3141	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobacteraceae"	"F"	3110	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"SEEP-SRB1"	"G"	3136	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Candidatus Magnetananas"	"G"	3113	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Bdellovibrionales"	"O"	3091	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bdellovibrionaceae"	"F"	3098	4	4	0.003171	0.003171	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"OM27 clade"	"G"	3100	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio"	"G"	3099	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"NB1-j"	"O"	14609	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Deltaproteobacteria"
"PB19"	"O"	26287	3	3	0.002378	0.002378	"Bacteria>Proteobacteria>Deltaproteobacteria"
"SAR324 clade(Marine group B)"	"O"	3247	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Oligoflexales"	"O"	11497	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria"
"0319-6G20"	"F"	14610	2	2	0.001586	0.001586	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Desulfovibrionales"	"O"	3156	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfomicrobiaceae"	"F"	3165	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfoplanes"	"G"	14593	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
"Syntrophobacterales"	"O"	3251	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophaceae"	"F"	3252	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"uncultured"	"G"	3257	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfuromonadales"	"O"	3181	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Geobacteraceae"	"F"	3195	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	3197	1	1	0.0007928	0.0007928	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Bacteroidetes"	"P"	905	113	113	0.08958	0.08958	"Bacteria"
"Bacteroidia"	"C"	912	106	106	0.08403	0.08403	"Bacteria>Bacteroidetes"
"Bacteroidales"	"O"	913	61	61	0.04836	0.04836	"Bacteria>Bacteroidetes>Bacteroidia"
"Prevotellaceae"	"F"	960	13	13	0.01031	0.01031	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Prevotella 9"	"G"	11183	5	5	0.003964	0.003964	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotellaceae UCG-001"	"G"	11186	2	2	0.001586	0.001586	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Alloprevotella"	"G"	961	2	2	0.001586	0.001586	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 7"	"G"	11182	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Prevotella 1"	"G"	11179	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"uncultured"	"G"	964	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prevotellaceae"
"Rikenellaceae"	"F"	967	13	13	0.01031	0.01031	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Rikenellaceae RC9 gut group"	"G"	11191	8	8	0.006342	0.006342	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"uncultured"	"G"	980	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Alistipes"	"G"	968	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Anaerocella"	"G"	14281	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Rs-D38 termite group"	"G"	974	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rikenellaceae"
"Bacteroidaceae"	"F"	917	6	6	0.004757	0.004757	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroides"	"G"	918	6	6	0.004757	0.004757	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Bacteroidaceae"
"Marinilabiliaceae"	"F"	24619	3	3	0.002378	0.002378	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured"	"G"	24633	3	3	0.002378	0.002378	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinilabiliaceae"
"Dysgonomonadaceae"	"F"	24601	3	3	0.002378	0.002378	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Petrimonas"	"G"	24607	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Candidatus Armantifilum"	"G"	24602	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Bacteroidetes BD2-2"	"F"	24595	3	3	0.002378	0.002378	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Porphyromonadaceae"	"F"	943	2	2	0.001586	0.001586	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Porphyromonas"	"G"	956	2	2	0.001586	0.001586	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Porphyromonadaceae"
"Paludibacteraceae"	"F"	24637	2	2	0.001586	0.001586	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured"	"G"	24642	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"Paludibacter"	"G"	24641	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"Bacteroidales RF16 group"	"F"	11172	2	2	0.001586	0.001586	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Tannerellaceae"	"F"	24657	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Tannerella"	"G"	24661	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"SB-5"	"F"	24653	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Muribaculaceae"	"F"	24634	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"ML635J-40 aquatic group"	"F"	928	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"PeH15"	"F"	942	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Rs-E47 termite group"	"F"	982	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"GWE2-42-42"	"G"	24652	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rs&#x2011;E47&nbsp;termite&nbsp;group"
"Barnesiellaceae"	"F"	24597	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Barnesiella"	"G"	24598	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Barnesiellaceae"
"Prolixibacteraceae"	"F"	14273	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Draconibacterium"	"G"	24643	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Prolixibacteraceae"
"p-251-o5"	"F"	24663	1	1	0.0007928	0.0007928	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
