"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Haemophilus parainfluenzae"	"S"	729	20	1	1	7	11	NA	1	14	NA	6	15	20	NA	0.01107	0.009489	0.009416	0.003499	0.004073	NA	0.0005762	0.006768	NA	0.002918	0.005407	0.01107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Cellvibrionales"	"O"	1706369	884	6	3	168	884	1	35	86	1	35	123	45	NA	0.3274	0.05694	0.02825	0.08399	0.3274	0.1266	0.02017	0.04157	0.0002767	0.01702	0.04434	0.02491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Spongiibacteraceae"	"F"	1706375	365	3	1	88	365	NA	15	26	NA	13	29	14	NA	0.1352	0.02847	0.009416	0.04399	0.1352	NA	0.008643	0.01257	NA	0.006322	0.01045	0.00775	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Zhongshania"	"G"	1434050	235	3	NA	84	235	NA	15	10	NA	9	20	5	NA	0.08702	0.02847	NA	0.04199	0.08702	NA	0.008643	0.004834	NA	0.004376	0.007209	0.002768	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Zhongshania aliphaticivorans"	"S"	1470434	235	3	NA	84	235	NA	15	10	NA	9	20	5	NA	0.08702	0.02847	NA	0.04199	0.08702	NA	0.008643	0.004834	NA	0.004376	0.007209	0.002768	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae>Zhongshania"
"Cellvibrionaceae"	"F"	1706371	158	2	NA	17	158	NA	8	28	1	16	32	21	NA	0.05851	0.01898	NA	0.008499	0.05851	NA	0.00461	0.01354	0.0002767	0.00778	0.01153	0.01163	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Cellvibrio"	"G"	10	117	2	NA	17	117	NA	6	22	1	13	29	18	NA	0.04333	0.01898	NA	0.008499	0.04333	NA	0.003457	0.01063	0.0002767	0.006322	0.01045	0.009965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Cellvibrio sp. PSBB023"	"S"	1945512	49	2	NA	9	49	NA	4	15	NA	9	21	14	NA	0.01898	0.01898	NA	0.004499	0.01815	NA	0.002305	0.007251	NA	0.004376	0.00757	0.00775	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Cellvibrio"
"Halieaceae"	"F"	1706372	297	1	2	39	297	1	10	22	NA	2	44	9	NA	0.1266	0.009489	0.01883	0.0195	0.11	0.1266	0.005762	0.01063	NA	0.0009726	0.01586	0.004982	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Halioglobus"	"G"	1217416	90	1	2	28	90	1	6	16	NA	2	28	6	NA	0.1266	0.009489	0.01883	0.014	0.03333	0.1266	0.003457	0.007735	NA	0.0009726	0.01009	0.003322	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Halioglobus pacificus"	"S"	930806	39	1	2	24	39	1	5	13	NA	1	25	5	NA	0.1266	0.009489	0.01883	0.012	0.01444	0.1266	0.002881	0.006284	NA	0.0004863	0.009012	0.002768	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae>Halioglobus"
"Alteromonadales"	"O"	135622	595	5	2	111	595	NA	65	63	10	37	123	53	NA	0.2203	0.04745	0.01883	0.05549	0.2203	NA	0.03745	0.03045	0.002767	0.01799	0.04434	0.02934	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Alteromonadaceae"	"F"	72275	278	3	1	58	278	NA	22	23	6	15	56	16	NA	0.1029	0.02847	0.009416	0.029	0.1029	NA	0.01268	0.01112	0.00166	0.007294	0.02019	0.008858	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Alteromonas"	"G"	226	142	2	NA	37	142	NA	13	12	6	7	39	12	NA	0.05258	0.01898	NA	0.0185	0.05258	NA	0.007491	0.005801	0.00166	0.003404	0.01406	0.006643	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Alteromonas naphthalenivorans"	"S"	715451	58	1	NA	14	58	NA	1	3	6	2	15	7	NA	0.02148	0.009489	NA	0.006999	0.02148	NA	0.0005762	0.00145	0.00166	0.0009726	0.005407	0.003875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas macleodii"	"S"	28108	11	1	NA	8	11	NA	6	1	NA	2	10	NA	NA	0.009489	0.009489	NA	0.003999	0.004073	NA	0.003457	0.0004834	NA	0.0009726	0.003605	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Marinobacter"	"G"	2742	73	1	NA	5	73	NA	3	2	NA	1	4	1	NA	0.02703	0.009489	NA	0.0025	0.02703	NA	0.001729	0.0009668	NA	0.0004863	0.001442	0.0005536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Idiomarinaceae"	"F"	267893	24	1	NA	11	24	NA	5	4	1	1	10	2	NA	0.009489	0.009489	NA	0.005499	0.008888	NA	0.002881	0.001934	0.0002767	0.0004863	0.003605	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Idiomarina"	"G"	135575	20	1	NA	9	20	NA	3	3	1	1	8	2	NA	0.009489	0.009489	NA	0.004499	0.007406	NA	0.001729	0.00145	0.0002767	0.0004863	0.002884	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Idiomarina sp. OT37-5b"	"S"	2100422	13	1	NA	8	13	NA	3	3	1	NA	5	2	NA	0.009489	0.009489	NA	0.003999	0.004814	NA	0.001729	0.00145	0.0002767	NA	0.001802	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae>Idiomarina"
"Ferrimonadaceae"	"F"	267892	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.009489	0.009489	NA	0.0004999	NA	NA	NA	NA	NA	NA	NA	0.0005536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Ferrimonas"	"G"	44011	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.009489	0.009489	NA	0.0004999	NA	NA	NA	NA	NA	NA	NA	0.0005536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Ferrimonadaceae"
"Ferrimonas balearica"	"S"	44012	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.009489	0.009489	NA	0.0004999	NA	NA	NA	NA	NA	NA	NA	0.0005536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Ferrimonadaceae>Ferrimonas"
"Acidiferrobacterales"	"O"	1692040	474	4	NA	40	474	NA	35	13	NA	8	89	13	NA	0.1755	0.03796	NA	0.02	0.1755	NA	0.02017	0.006284	NA	0.00389	0.03208	0.007197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacteraceae"	"F"	1692041	474	4	NA	40	474	NA	35	13	NA	8	89	13	NA	0.1755	0.03796	NA	0.02	0.1755	NA	0.02017	0.006284	NA	0.00389	0.03208	0.007197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales"
"Sulfuricaulis"	"G"	1744881	227	2	NA	9	227	NA	20	4	NA	3	41	3	NA	0.08406	0.01898	NA	0.004499	0.08406	NA	0.01152	0.001934	NA	0.001459	0.01478	0.001661	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Sulfuricaulis limicola"	"S"	1620215	227	2	NA	9	227	NA	20	4	NA	3	41	3	NA	0.08406	0.01898	NA	0.004499	0.08406	NA	0.01152	0.001934	NA	0.001459	0.01478	0.001661	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae>Sulfuricaulis"
"Sulfurifustis"	"G"	1692042	172	2	NA	27	172	NA	11	6	NA	2	29	7	NA	0.06369	0.01898	NA	0.0135	0.06369	NA	0.006338	0.0029	NA	0.0009726	0.01045	0.003875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Sulfurifustis variabilis"	"S"	1675686	172	2	NA	27	172	NA	11	6	NA	2	29	7	NA	0.06369	0.01898	NA	0.0135	0.06369	NA	0.006338	0.0029	NA	0.0009726	0.01045	0.003875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae>Sulfurifustis"
"Thiotrichales"	"O"	72273	515	3	1	85	515	1	47	67	6	44	117	37	1	0.5208	0.02847	0.009416	0.04249	0.1907	0.1266	0.02708	0.03239	0.00166	0.0214	0.04217	0.02048	0.5208	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Francisellaceae"	"F"	34064	202	2	1	42	202	1	15	28	6	18	38	18	NA	0.1266	0.01898	0.009416	0.021	0.0748	0.1266	0.008643	0.01354	0.00166	0.008753	0.0137	0.009965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Francisella"	"G"	262	99	2	NA	26	99	NA	10	15	4	9	26	13	NA	0.03666	0.01898	NA	0.013	0.03666	NA	0.005762	0.007251	0.001107	0.004376	0.009372	0.007197	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Piscirickettsiaceae"	"F"	135616	207	1	NA	25	207	NA	25	30	NA	25	61	12	NA	0.07666	0.009489	NA	0.0125	0.07666	NA	0.01441	0.0145	NA	0.01216	0.02199	0.006643	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Piscirickettsia"	"G"	1237	66	1	NA	7	66	NA	NA	6	NA	3	4	2	NA	0.02444	0.009489	NA	0.003499	0.02444	NA	NA	0.0029	NA	0.001459	0.001442	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Piscirickettsia salmonis"	"S"	1238	66	1	NA	7	66	NA	NA	6	NA	3	4	2	NA	0.02444	0.009489	NA	0.003499	0.02444	NA	NA	0.0029	NA	0.001459	0.001442	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Piscirickettsia"
"Immundisolibacterales"	"O"	1934945	30	2	NA	12	30	1	5	11	NA	7	7	6	NA	0.1266	0.01898	NA	0.005999	0.01111	0.1266	0.002881	0.005317	NA	0.003404	0.002523	0.003322	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Immundisolibacteraceae"	"F"	1934946	30	2	NA	12	30	1	5	11	NA	7	7	6	NA	0.1266	0.01898	NA	0.005999	0.01111	0.1266	0.002881	0.005317	NA	0.003404	0.002523	0.003322	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales"
"Immundisolibacter"	"G"	1934947	30	2	NA	12	30	1	5	11	NA	7	7	6	NA	0.1266	0.01898	NA	0.005999	0.01111	0.1266	0.002881	0.005317	NA	0.003404	0.002523	0.003322	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales>Immundisolibacteraceae"
"Immundisolibacter cernigliae"	"S"	1810504	30	2	NA	12	30	1	5	11	NA	7	7	6	NA	0.1266	0.01898	NA	0.005999	0.01111	0.1266	0.002881	0.005317	NA	0.003404	0.002523	0.003322	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales>Immundisolibacteraceae>Immundisolibacter"
"Methylococcales"	"O"	135618	152	1	NA	38	152	NA	8	18	1	8	47	8	NA	0.05629	0.009489	NA	0.019	0.05629	NA	0.00461	0.008701	0.0002767	0.00389	0.01694	0.004429	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylococcaceae"	"F"	403	152	1	NA	38	152	NA	8	18	1	8	47	8	NA	0.05629	0.009489	NA	0.019	0.05629	NA	0.00461	0.008701	0.0002767	0.00389	0.01694	0.004429	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Methylovulum"	"G"	762296	16	1	NA	5	16	NA	3	5	NA	NA	6	2	NA	0.009489	0.009489	NA	0.0025	0.005925	NA	0.001729	0.002417	NA	NA	0.002163	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylovulum psychrotolerans"	"S"	1704499	16	1	NA	5	16	NA	3	5	NA	NA	6	2	NA	0.009489	0.009489	NA	0.0025	0.005925	NA	0.001729	0.002417	NA	NA	0.002163	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylovulum"
"Orbales"	"O"	1240482	16	1	NA	3	16	NA	2	2	NA	1	3	2	NA	0.009489	0.009489	NA	0.0015	0.005925	NA	0.001152	0.0009668	NA	0.0004863	0.001081	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Orbaceae"	"F"	1240483	16	1	NA	3	16	NA	2	2	NA	1	3	2	NA	0.009489	0.009489	NA	0.0015	0.005925	NA	0.001152	0.0009668	NA	0.0004863	0.001081	0.001107	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales"
"Gilliamella"	"G"	1193503	2	1	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.009489	0.009489	NA	NA	0.0007406	NA	NA	NA	NA	NA	NA	0.0005536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae"
"Gilliamella apicola"	"S"	1196095	2	1	NA	NA	2	NA	NA	NA	NA	NA	NA	1	NA	0.009489	0.009489	NA	NA	0.0007406	NA	NA	NA	NA	NA	NA	0.0005536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella"
"delta/epsilon subdivisions"	"-"	68525	36990	839	527	36990	13731	67	15511	12084	43	22934	7645	15424	13	18.49	7.962	4.962	18.49	5.085	8.481	8.938	5.841	0.0119	11.15	2.756	8.539	6.771	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Epsilonproteobacteria"	"C"	29547	30628	738	506	30628	7197	59	14710	11350	39	22613	4892	15202	12	15.31	7.003	4.765	15.31	2.665	7.468	8.476	5.487	0.01079	11	1.763	8.416	6.25	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions"
"Campylobacterales"	"O"	213849	30603	737	505	30603	7179	59	14689	11335	39	22594	4875	15195	12	15.3	6.994	4.755	15.3	2.658	7.468	8.464	5.479	0.01079	10.99	1.757	8.412	6.25	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"Campylobacteraceae"	"F"	72294	28207	658	478	28207	4737	40	10996	7090	33	19041	2870	12005	11	14.1	6.244	4.501	14.1	1.754	5.063	6.336	3.427	0.009131	9.259	1.035	6.646	5.729	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Arcobacter group"	"-"	2321108	27248	633	469	27248	4294	39	10587	6441	31	18397	2454	11534	11	13.62	6.007	4.416	13.62	1.59	4.937	6.101	3.114	0.008578	8.946	0.8846	6.385	5.729	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae"
"Arcobacter"	"G"	28196	23339	498	365	23339	3418	35	8048	4820	26	14219	1938	9181	8	11.67	4.726	3.437	11.67	1.266	4.43	4.637	2.33	0.007194	6.914	0.6986	5.083	4.167	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group"
"Arcobacter cryaerophilus"	"S"	28198	10383	221	175	10383	1083	13	2900	1561	5	4735	620	3530	6	5.191	2.097	1.648	5.191	0.4011	1.646	1.671	0.7546	0.001383	2.303	0.2235	1.954	3.125	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter suis"	"S"	1278212	6381	138	82	6381	1254	14	2470	1574	4	5079	690	3022	2	3.19	1.31	0.7721	3.19	0.4644	1.772	1.423	0.7609	0.001107	2.47	0.2487	1.673	1.042	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter ellisii"	"S"	913109	2393	63	55	2393	545	5	1452	871	13	2215	252	1151	NA	1.196	0.5978	0.5179	1.196	0.2018	0.6329	0.8367	0.421	0.003597	1.077	0.09084	0.6372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter halophilus"	"S"	197482	2152	30	16	2152	200	NA	444	321	NA	910	172	558	NA	1.076	0.2847	0.1507	1.076	0.07406	NA	0.2558	0.1552	NA	0.4425	0.062	0.3089	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter nitrofigilis"	"S"	28199	693	17	6	693	94	NA	196	113	2	345	78	278	NA	0.3464	0.1613	0.0565	0.3464	0.03481	NA	0.1129	0.05462	0.0005534	0.1678	0.02812	0.1539	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter molluscorum"	"S"	1032072	430	8	5	430	70	1	167	94	NA	282	35	140	NA	0.215	0.07592	0.04708	0.215	0.02592	0.1266	0.09623	0.04544	NA	0.1371	0.01262	0.0775	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter butzleri"	"S"	28197	124	8	6	87	37	NA	76	55	1	124	6	74	NA	0.07592	0.07592	0.0565	0.04349	0.0137	NA	0.04379	0.02659	0.0002767	0.0603	0.002163	0.04097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter trophiarum"	"S"	708186	241	5	7	241	20	NA	67	49	NA	151	18	72	NA	0.1205	0.04745	0.06591	0.1205	0.007406	NA	0.03861	0.02369	NA	0.07343	0.006488	0.03986	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter marinus"	"S"	505249	123	3	2	108	29	1	101	63	NA	123	15	64	NA	0.1266	0.02847	0.01883	0.05399	0.01074	0.1266	0.0582	0.03045	NA	0.05981	0.005407	0.03543	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter mytili"	"S"	603050	79	2	1	78	33	1	30	34	1	46	13	79	NA	0.1266	0.01898	0.009416	0.03899	0.01222	0.1266	0.01729	0.01644	0.0002767	0.02237	0.004686	0.04373	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"Arcobacter skirrowii"	"S"	28200	197	2	4	197	14	NA	60	30	NA	83	15	69	NA	0.09849	0.01898	0.03766	0.09849	0.005184	NA	0.03457	0.0145	NA	0.04036	0.005407	0.0382	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>Arcobacter"
"unclassified Arcobacter group"	"-"	2321207	4178	114	85	3909	876	2	2539	1621	4	4178	516	2353	1	2.032	1.082	0.8004	1.954	0.3244	0.2532	1.463	0.7836	0.001107	2.032	0.186	1.303	0.5208	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group"
"Arcobacter sp. PSE-93"	"S"	2320140	3224	112	85	3014	646	NA	1921	1270	1	3224	399	1870	NA	1.568	1.063	0.8004	1.507	0.2392	NA	1.107	0.6139	0.0002767	1.568	0.1438	1.035	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>unclassified&nbsp;Arcobacter&nbsp;group"
"Arcobacter sp. LPB0137"	"S"	1850254	231	1	NA	64	29	NA	222	86	NA	231	31	84	NA	0.1279	0.009489	NA	0.032	0.01074	NA	0.1279	0.04157	NA	0.1123	0.01117	0.0465	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>unclassified&nbsp;Arcobacter&nbsp;group"
"Arcobacter sp. L"	"S"	944547	830	1	NA	830	200	NA	395	264	NA	722	85	398	NA	0.4149	0.009489	NA	0.4149	0.07406	NA	0.2276	0.1276	NA	0.3511	0.03064	0.2203	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Arcobacter&nbsp;group>unclassified&nbsp;Arcobacter&nbsp;group"
"Sulfurospirillum"	"G"	57665	902	23	8	902	404	1	357	606	1	591	393	432	NA	0.4509	0.2183	0.07533	0.4509	0.1496	0.1266	0.2057	0.2929	0.0002767	0.2874	0.1417	0.2392	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae"
"Sulfurospirillum multivorans"	"S"	66821	199	10	NA	199	94	NA	54	102	NA	115	104	91	NA	0.09949	0.09489	NA	0.09949	0.03481	NA	0.03112	0.04931	NA	0.05592	0.03749	0.05038	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Sulfurospirillum deleyianum"	"S"	65553	82	4	1	82	49	1	34	53	NA	69	34	48	NA	0.1266	0.03796	0.009416	0.04099	0.01815	0.1266	0.01959	0.02562	NA	0.03355	0.01226	0.02657	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Sulfurospirillum sp. UCH001"	"S"	1581011	82	2	NA	68	46	NA	46	82	NA	65	28	48	NA	0.03964	0.01898	NA	0.034	0.01703	NA	0.02651	0.03964	NA	0.03161	0.01009	0.02657	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Sulfurospirillum halorespirans"	"S"	194424	329	4	7	329	106	NA	135	244	NA	205	139	161	NA	0.1645	0.03796	0.06591	0.1645	0.03925	NA	0.07779	0.118	NA	0.09969	0.0501	0.08913	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Sulfurospirillum cavolei"	"S"	366522	90	1	NA	90	40	NA	30	46	NA	58	67	32	NA	0.04499	0.009489	NA	0.04499	0.01481	NA	0.01729	0.02224	NA	0.0282	0.02415	0.01772	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Sulfurospirillum barnesii"	"S"	44674	60	1	NA	60	29	NA	20	30	NA	31	10	25	NA	0.03	0.009489	NA	0.03	0.01074	NA	0.01152	0.0145	NA	0.01507	0.003605	0.01384	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Sulfurospirillum"
"Campylobacter"	"G"	194	46	1	1	45	36	NA	44	40	1	46	22	31	NA	0.02535	0.009489	0.009416	0.0225	0.01333	NA	0.02535	0.01934	0.0002767	0.02237	0.00793	0.01716	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae"
