"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Pajaroellobacter abortibovis"	"S"	1882918	5	3	NA	1	NA	5	NA	NA	NA	NA	NA	4	NA	0.005514	0.001796	NA	0.0009478	NA	0.003578	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Polyangiaceae>Pajaroellobacter"
"Sandaracinaceae"	"F"	1055686	19	8	NA	19	1	11	NA	NA	NA	NA	NA	7	NA	5	0.00479	NA	0.01801	5	0.007871	NA	NA	NA	NA	NA	0.00965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae"
"Sandaracinus"	"G"	1055688	19	8	NA	19	1	11	NA	NA	NA	NA	NA	7	NA	5	0.00479	NA	0.01801	5	0.007871	NA	NA	NA	NA	NA	0.00965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Sandaracinaceae"
"Sandaracinus amylolyticus"	"S"	927083	19	8	NA	19	1	11	NA	NA	NA	NA	NA	7	NA	5	0.00479	NA	0.01801	5	0.007871	NA	NA	NA	NA	NA	0.00965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Sorangiineae>Sandaracinaceae>Sandaracinus"
"Cystobacterineae"	"-"	80811	11	7	NA	7	NA	11	NA	NA	NA	NA	NA	6	NA	0.008272	0.004191	NA	0.006635	NA	0.007871	NA	NA	NA	NA	NA	0.008272	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales"
"Anaeromyxobacteraceae"	"F"	1524215	6	6	NA	2	NA	3	NA	NA	NA	NA	NA	2	NA	0.003592	0.003592	NA	0.001896	NA	0.002147	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Anaeromyxobacter"	"G"	161492	6	6	NA	2	NA	3	NA	NA	NA	NA	NA	2	NA	0.003592	0.003592	NA	0.001896	NA	0.002147	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Anaeromyxobacteraceae"
"Archangiaceae"	"F"	39	5	1	NA	2	NA	5	NA	NA	NA	NA	NA	2	NA	0.003578	0.0005987	NA	0.001896	NA	0.003578	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae"
"Syntrophobacterales"	"O"	213462	35	9	NA	6	NA	35	NA	NA	NA	NA	NA	7	NA	0.02504	0.005388	NA	0.005687	NA	0.02504	NA	NA	NA	NA	NA	0.00965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Syntrophaceae"	"F"	213468	24	8	NA	3	NA	24	NA	NA	NA	NA	NA	7	NA	0.01717	0.00479	NA	0.002843	NA	0.01717	NA	NA	NA	NA	NA	0.00965	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Syntrophus"	"G"	43773	15	6	NA	1	NA	15	NA	NA	NA	NA	NA	3	NA	0.01073	0.003592	NA	0.0009478	NA	0.01073	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophus aciditrophicus"	"S"	316277	15	6	NA	1	NA	15	NA	NA	NA	NA	NA	3	NA	0.01073	0.003592	NA	0.0009478	NA	0.01073	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Syntrophus"
"Desulfomonile"	"G"	2357	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	3	NA	0.004136	0.001197	NA	0.001896	NA	0.002147	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Desulfomonile tiedjei"	"S"	2358	3	2	NA	2	NA	3	NA	NA	NA	NA	NA	3	NA	0.004136	0.001197	NA	0.001896	NA	0.002147	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae>Desulfomonile"
"Syntrophobacteraceae"	"F"	213465	10	1	NA	3	NA	10	NA	NA	NA	NA	NA	NA	NA	0.007155	0.0005987	NA	0.002843	NA	0.007155	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Syntrophobacter"	"G"	29526	10	1	NA	3	NA	10	NA	NA	NA	NA	NA	NA	NA	0.007155	0.0005987	NA	0.002843	NA	0.007155	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter fumaroxidans"	"S"	119484	10	1	NA	3	NA	10	NA	NA	NA	NA	NA	NA	NA	0.007155	0.0005987	NA	0.002843	NA	0.007155	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae>Syntrophobacter"
"Desulfobacterales"	"O"	213118	14	6	NA	9	NA	13	NA	NA	NA	NA	NA	14	NA	0.0193	0.003592	NA	0.00853	NA	0.009302	NA	NA	NA	NA	NA	0.0193	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	213119	11	4	NA	5	NA	11	NA	NA	NA	NA	NA	11	NA	0.01516	0.002395	NA	0.004739	NA	0.007871	NA	NA	NA	NA	NA	0.01516	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfobacterium"	"G"	2295	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001379	0.001197	NA	NA	NA	0.0007155	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium autotrophicum"	"S"	2296	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.001379	0.001197	NA	NA	NA	0.0007155	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacterium"
"Desulfatibacillum"	"G"	218207	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.002147	0.0005987	NA	0.0009478	NA	0.002147	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfatibacillum alkenivorans"	"S"	259354	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	NA	NA	0.002147	0.0005987	NA	0.0009478	NA	0.002147	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfatibacillum"
"Desulfococcus"	"G"	896	5	1	NA	2	NA	5	NA	NA	NA	NA	NA	4	NA	0.005514	0.0005987	NA	0.001896	NA	0.003578	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobulbaceae"	"F"	213121	4	2	NA	4	NA	2	NA	NA	NA	NA	NA	3	NA	0.004136	0.001197	NA	0.003791	NA	0.001431	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfotalea"	"G"	109168	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009478	0.0005987	NA	0.0009478	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfotalea psychrophila"	"S"	84980	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009478	0.0005987	NA	0.0009478	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfotalea"
"Desulfobulbus"	"G"	893	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobulbus sp. ORNL"	"S"	1986146	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfobulbus"
"Desulfuromonadales"	"O"	69541	36	5	NA	10	NA	36	NA	NA	NA	NA	NA	11	NA	0.02576	0.002994	NA	0.009478	NA	0.02576	NA	NA	NA	NA	NA	0.01516	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfuromonadaceae"	"F"	213421	18	4	NA	7	NA	18	NA	NA	NA	NA	NA	6	NA	0.01288	0.002395	NA	0.006635	NA	0.01288	NA	NA	NA	NA	NA	0.008272	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Pelobacter"	"G"	18	11	4	NA	7	NA	11	NA	NA	NA	NA	NA	1	NA	0.007871	0.002395	NA	0.006635	NA	0.007871	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter sp. SFB93"	"S"	1842532	8	4	NA	7	NA	8	NA	NA	NA	NA	NA	1	NA	0.006635	0.002395	NA	0.006635	NA	0.005724	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Desulfovibrionales"	"O"	213115	15	3	NA	11	NA	15	NA	NA	NA	NA	NA	10	NA	0.01379	0.001796	NA	0.01043	NA	0.01073	NA	NA	NA	NA	NA	0.01379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	194924	13	2	NA	7	NA	13	NA	NA	NA	NA	NA	4	NA	0.009302	0.001197	NA	0.006635	NA	0.009302	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Pseudodesulfovibrio"	"G"	2035811	5	1	NA	5	NA	1	NA	NA	NA	NA	NA	NA	NA	0.004739	0.0005987	NA	0.004739	NA	0.0007155	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Pseudodesulfovibrio profundus"	"S"	57320	5	1	NA	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004739	0.0005987	NA	0.004739	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Desulfovibrio"	"G"	872	8	1	NA	2	NA	8	NA	NA	NA	NA	NA	4	NA	0.005724	0.0005987	NA	0.001896	NA	0.005724	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Bradymonadales"	"O"	1779134	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001431	0.001197	NA	0.0009478	NA	0.001431	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Bradymonadaceae"	"F"	1779135	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001431	0.001197	NA	0.0009478	NA	0.001431	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales"
"Bradymonas"	"G"	1779136	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001431	0.001197	NA	0.0009478	NA	0.001431	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae"
"Bradymonas sediminis"	"S"	1548548	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	1	NA	0.001431	0.001197	NA	0.0009478	NA	0.001431	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae>Bradymonas"
"unclassified Deltaproteobacteria"	"-"	45456	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002862	0.001197	NA	0.002843	NA	0.002862	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Candidatus Babela"	"G"	1551504	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002862	0.001197	NA	0.002843	NA	0.002862	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>unclassified&nbsp;Deltaproteobacteria"
"Candidatus Babela massiliensis"	"S"	673862	4	2	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002862	0.001197	NA	0.002843	NA	0.002862	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>unclassified&nbsp;Deltaproteobacteria>Candidatus&nbsp;Babela"
"Desulfurellales"	"O"	213113	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfurellaceae"	"F"	117942	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales"
"Hippea"	"G"	84404	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	0.0007155	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae"
"Hippea maritima"	"S"	84405	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.002757	0.0005987	NA	NA	NA	0.0007155	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfurellales>Desulfurellaceae>Hippea"
"Oligoflexia"	"C"	1553900	16	16	NA	12	NA	9	NA	NA	NA	NA	NA	12	NA	0.01654	0.009579	NA	0.01137	NA	0.00644	NA	NA	NA	NA	NA	0.01654	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Bacteriovoracales"	"O"	2024979	12	12	NA	12	NA	7	NA	NA	NA	NA	NA	9	NA	0.01241	0.007184	NA	0.01137	NA	0.005009	NA	NA	NA	NA	NA	0.01241	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia"
"Halobacteriovoraceae"	"F"	1652132	6	6	NA	5	NA	3	NA	NA	NA	NA	NA	5	NA	0.006893	0.003592	NA	0.004739	NA	0.002147	NA	NA	NA	NA	NA	0.006893	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales"
"Halobacteriovorax"	"G"	1652133	6	6	NA	5	NA	3	NA	NA	NA	NA	NA	5	NA	0.006893	0.003592	NA	0.004739	NA	0.002147	NA	NA	NA	NA	NA	0.006893	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae"
"Halobacteriovorax sp. BALOs_7"	"S"	2109558	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002757	0.001796	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002757	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax"
"Halobacteriovorax marinus"	"S"	97084	5	3	NA	5	NA	2	NA	NA	NA	NA	NA	3	NA	0.004739	0.001796	NA	0.004739	NA	0.001431	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax"
"Bacteriovoracaceae"	"F"	263369	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005514	0.001197	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales"
"Bacteriovorax"	"G"	146784	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005514	0.001197	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Bacteriovoracaceae"
"Bacteriovorax stolpii"	"S"	960	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.005514	0.001197	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.005514	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Bacteriovoracaceae>Bacteriovorax"
"Bdellovibrionales"	"O"	213481	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.004136	0.002395	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia"
"Bdellovibrionaceae"	"F"	213483	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.004136	0.002395	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales"
"Bdellovibrio"	"G"	958	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.004136	0.002395	NA	NA	NA	0.001431	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio bacteriovorus"	"S"	959	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001796	0.001796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Acidithiobacillia"	"C"	1807140	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria"
"Acidithiobacillales"	"O"	225057	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia"
"Acidithiobacillaceae"	"F"	225058	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales"
"Acidithiobacillus"	"G"	119977	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001379	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001379	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae"
"Acidithiobacillus caldus"	"S"	33059	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005987	0.0005987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Acidithiobacillia>Acidithiobacillales>Acidithiobacillaceae>Acidithiobacillus"
"FCB group"	"-"	1783270	25955	7435	242	3491	2	5755	5	1	66	1	NA	25955	8	36.36	4.451	5.469	3.309	10	4.118	22.73	5	0.03899	5.263	NA	35.78	36.36	"cellular&nbsp;organisms>Bacteria"
"Bacteroidetes/Chlorobi group"	"-"	68336	25942	7419	242	3482	2	5725	5	1	66	1	NA	25942	8	36.36	4.442	5.469	3.3	10	4.096	22.73	5	0.03899	5.263	NA	35.76	36.36	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group"
"Bacteroidetes"	"P"	976	25939	7373	240	3442	2	5698	5	1	66	1	NA	25939	8	36.36	4.414	5.424	3.262	10	4.077	22.73	5	0.03899	5.263	NA	35.76	36.36	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group"
"Cytophagia"	"C"	768503	20511	4328	125	1834	2	3557	2	1	54	NA	NA	20511	6	28.28	2.591	2.825	1.738	10	2.545	9.091	5	0.0319	NA	NA	28.28	27.27	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Cytophagales"	"O"	768507	20511	4328	125	1834	2	3557	2	1	54	NA	NA	20511	6	28.28	2.591	2.825	1.738	10	2.545	9.091	5	0.0319	NA	NA	28.28	27.27	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia"
"Cytophagaceae"	"F"	89373	18452	2795	94	1138	2	2467	2	1	50	NA	NA	18452	6	27.27	1.673	2.124	1.079	10	1.765	9.091	5	0.02954	NA	NA	25.44	27.27	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales"
"Pseudarcicella"	"G"	1664383	16528	1790	77	624	1	1858	2	1	48	NA	NA	16528	4	22.79	1.072	1.74	0.5914	5	1.329	9.091	5	0.02836	NA	NA	22.79	18.18	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Pseudarcicella sp. HME7025"	"S"	2183547	16528	1790	77	624	1	1858	2	1	48	NA	NA	16528	4	22.79	1.072	1.74	0.5914	5	1.329	9.091	5	0.02836	NA	NA	22.79	18.18	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Pseudarcicella"
"Spirosoma"	"G"	107	1665	827	14	419	1	413	NA	NA	2	NA	NA	1665	2	9.091	0.4951	0.3164	0.3971	5	0.2955	NA	NA	0.001182	NA	NA	2.295	9.091	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae"
"Spirosoma montaniterrae"	"S"	1178516	3	2	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.004136	0.001197	NA	0.0009478	NA	NA	NA	NA	NA	NA	NA	0.004136	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Cytophagia>Cytophagales>Cytophagaceae>Spirosoma"
