"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"uncultured Treponema clone RFS75"	"S"	77457	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema>environmental&nbsp;samples"
"uncultured Treponema sp."	"S"	162155	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>Spirochaetes>Spirochaetia>Spirochaetales>Spirochaetaceae>Treponema>environmental&nbsp;samples"
"PVC group"	"-"	1783257	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria"
"Planctomycetes"	"P"	203682	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group"
"Planctomycetia"	"C"	203683	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes"
"Planctomycetales"	"O"	112	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia"
"environmental samples"	"-"	40903	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales"
"uncultured planctomycete"	"S"	120965	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Bacteria>PVC&nbsp;group>Planctomycetes>Planctomycetia>Planctomycetales>environmental&nbsp;samples"
"Eukaryota"	"D"	2759	685	685	0.5412	0.5412	"cellular&nbsp;organisms"
"Opisthokonta"	"-"	33154	412	412	0.3255	0.3255	"cellular&nbsp;organisms>Eukaryota"
"Fungi"	"K"	4751	208	208	0.1643	0.1643	"cellular&nbsp;organisms>Eukaryota>Opisthokonta"
"Dikarya"	"-"	451864	198	198	0.1564	0.1564	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi"
"Ascomycota"	"P"	4890	150	150	0.1185	0.1185	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya"
"saccharomyceta"	"-"	716545	150	150	0.1185	0.1185	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota"
"Saccharomycotina"	"-"	147537	133	133	0.1051	0.1051	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta"
"Saccharomycetes"	"C"	4891	133	133	0.1051	0.1051	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina"
"Saccharomycetales"	"O"	4892	132	132	0.1043	0.1043	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes"
"Saccharomycetaceae"	"F"	4893	114	114	0.09007	0.09007	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Saccharomyces"	"G"	4930	77	77	0.06084	0.06084	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Saccharomyces cerevisiae"	"S"	4932	76	76	0.06005	0.06005	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Saccharomyces"
"Saccharomyces cerevisiae W303"	"-"	580240	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Saccharomyces>Saccharomyces&nbsp;cerevisiae"
"Saccharomyces cerevisiae Vin13"	"-"	764099	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Saccharomyces>Saccharomyces&nbsp;cerevisiae"
"Yueomyces"	"G"	1723649	28	28	0.02212	0.02212	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Yueomyces sinensis"	"S"	58632	28	28	0.02212	0.02212	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Yueomyces"
"Kluyveromyces"	"G"	4910	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Kluyveromyces marxianus"	"S"	4911	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Kluyveromyces"
"Kluyveromyces lactis"	"S"	28985	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Kluyveromyces"
"Kluyveromyces nonfermentans"	"S"	74104	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Kluyveromyces"
"environmental samples"	"-"	329919	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"uncultured Debaryomyces"	"S"	687796	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>environmental&nbsp;samples"
"uncultured Kluyveromyces"	"S"	932651	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>environmental&nbsp;samples"
"Lachancea"	"G"	300275	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Lachancea thermotolerans"	"S"	381046	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Lachancea"
"Nakaseomyces"	"G"	374468	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae"
"Nakaseomyces delphensis"	"S"	51657	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetaceae>Nakaseomyces"
"Debaryomycetaceae"	"F"	766764	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Meyerozyma"	"G"	766728	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae"
"Meyerozyma guilliermondii"	"S"	4929	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae>Meyerozyma"
"Meyerozyma guilliermondii ATCC 6260"	"-"	294746	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae>Meyerozyma>Meyerozyma&nbsp;guilliermondii"
"Schwanniomyces"	"G"	766758	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae"
"Schwanniomyces occidentalis"	"S"	27300	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Debaryomycetaceae>Schwanniomyces"
"Lipomycetaceae"	"F"	29827	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Lipomyces"	"G"	29828	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Lipomycetaceae"
"Lipomyces lipofer"	"S"	36043	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Lipomycetaceae>Lipomyces"
"Saccharomycodaceae"	"F"	34365	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Saccharomycodes"	"G"	36034	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycodaceae"
"Saccharomycodes sp. QMW-2015"	"S"	1692170	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycodaceae>Saccharomycodes"
"Phaffomycetaceae"	"F"	115784	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Starmera"	"G"	83173	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Phaffomycetaceae"
"Starmera/Candida clade"	"-"	1541710	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Phaffomycetaceae>Starmera"
"[Candida] stellimalicola"	"S"	56415	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Phaffomycetaceae>Starmera>Starmera/Candida&nbsp;clade"
"Saccharomycetales incertae sedis"	"-"	241407	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Kuraishia"	"G"	317045	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetales&nbsp;incertae&nbsp;sedis"
"Kuraishia capsulata"	"S"	317047	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Saccharomycetales&nbsp;incertae&nbsp;sedis>Kuraishia"
"Pichiaceae"	"F"	1156497	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales"
"Ogataea"	"G"	461281	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae"
"Ogataea/Candida clade"	"-"	1540042	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae>Ogataea"
"[Candida] methanosorbosa"	"S"	50262	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Saccharomycotina>Saccharomycetes>Saccharomycetales>Pichiaceae>Ogataea>Ogataea/Candida&nbsp;clade"
"Pezizomycotina"	"-"	147538	17	17	0.01343	0.01343	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta"
"leotiomyceta"	"-"	716546	15	15	0.01185	0.01185	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina"
"dothideomyceta"	"-"	715962	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta"
"Dothideomycetes"	"C"	147541	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta"
"Dothideomycetidae"	"-"	451867	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes"
"Capnodiales"	"O"	134362	3	3	0.00237	0.00237	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae"
"Cladosporiaceae"	"F"	452563	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales"
"Cladosporium"	"G"	5498	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales>Cladosporiaceae"
"Cladosporium herbarum"	"S"	29918	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales>Cladosporiaceae>Cladosporium"
"unclassified Davidiellaceae"	"-"	702027	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales>Cladosporiaceae"
"Davidiellaceae sp. CCFEE 5018"	"S"	701995	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales>Cladosporiaceae>unclassified&nbsp;Davidiellaceae"
"Teratosphaeriaceae"	"F"	668547	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales"
"Capnobotryella"	"G"	62131	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales>Teratosphaeriaceae"
"Capnobotryella sp. MA 4659"	"S"	331463	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetidae>Capnodiales>Teratosphaeriaceae>Capnobotryella"
"Dothideomycetes incertae sedis"	"-"	159987	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes"
"Botryosphaeriales"	"O"	451869	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetes&nbsp;incertae&nbsp;sedis"
"Phyllostictaceae"	"F"	1424649	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetes&nbsp;incertae&nbsp;sedis>Botryosphaeriales"
"Phyllosticta"	"G"	121621	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetes&nbsp;incertae&nbsp;sedis>Botryosphaeriales>Phyllostictaceae"
"Phyllosticta elongata"	"S"	121619	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Dothideomycetes&nbsp;incertae&nbsp;sedis>Botryosphaeriales>Phyllostictaceae>Phyllosticta"
"Pleosporomycetidae"	"-"	451868	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes"
"Pleosporales"	"O"	92860	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae"
"Pleosporineae"	"-"	715340	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales"
"Leptosphaeriaceae"	"F"	34374	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales>Pleosporineae"
"Leptosphaeria"	"G"	5021	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales>Pleosporineae>Leptosphaeriaceae"
"Leptosphaeria maculans species complex"	"-"	220671	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales>Pleosporineae>Leptosphaeriaceae>Leptosphaeria"
"Leptosphaeria biglobosa"	"S"	220672	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales>Pleosporineae>Leptosphaeriaceae>Leptosphaeria>Leptosphaeria&nbsp;maculans&nbsp;species&nbsp;complex"
"Leptosphaeria biglobosa 'brassicae' group"	"-"	225338	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>dothideomyceta>Dothideomycetes>Pleosporomycetidae>Pleosporales>Pleosporineae>Leptosphaeriaceae>Leptosphaeria>Leptosphaeria&nbsp;maculans&nbsp;species&nbsp;complex>Leptosphaeria&nbsp;biglobosa"
"sordariomyceta"	"-"	715989	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta"
"Sordariomycetes"	"C"	147550	5	5	0.003951	0.003951	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta"
"Hypocreomycetidae"	"-"	222543	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes"
"Hypocreales"	"O"	5125	4	4	0.00316	0.00316	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae"
"Hypocreales incertae sedis"	"-"	162454	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales"
"Acremonium"	"G"	159075	2	2	0.00158	0.00158	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Hypocreales&nbsp;incertae&nbsp;sedis"
"Acremonium minutisporum"	"S"	1036749	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Hypocreales&nbsp;incertae&nbsp;sedis>Acremonium"
"Acremonium hyalinulum"	"S"	1036796	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Hypocreales&nbsp;incertae&nbsp;sedis>Acremonium"
"Nectriaceae"	"F"	110618	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales"
"Fusarium"	"G"	5506	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Nectriaceae"
"Fusarium oxysporum species complex"	"S"	171631	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Nectriaceae>Fusarium"
"Fusarium oxysporum"	"S"	5507	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Nectriaceae>Fusarium>Fusarium&nbsp;oxysporum&nbsp;species&nbsp;complex"
"Sarocladiaceae"	"F"	2502719	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales"
"Sarocladium"	"G"	284134	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Sarocladiaceae"
"Sarocladium implicatum"	"S"	1610689	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Hypocreomycetidae>Hypocreales>Sarocladiaceae>Sarocladium"
"Sordariomycetidae"	"-"	222544	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes"
"Ophiostomatales"	"O"	5151	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae"
"Ophiostomataceae"	"F"	5152	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae>Ophiostomatales"
"Ophiostoma"	"G"	5159	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae>Ophiostomatales>Ophiostomataceae"
"Ophiostoma minus"	"S"	150568	1	1	0.0007901	0.0007901	"cellular&nbsp;organisms>Eukaryota>Opisthokonta>Fungi>Dikarya>Ascomycota>saccharomyceta>Pezizomycotina>leotiomyceta>sordariomyceta>Sordariomycetes>Sordariomycetidae>Ophiostomatales>Ophiostomataceae>Ophiostoma"
