"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Rhodopseudomonas"	"G"	26158	26	10	NA	NA	NA	13	18	26	NA	NA	8	17	18	0.03897	0.003102	NA	NA	NA	0.001481	0.002058	0.003624	NA	NA	0.005756	0.001987	0.03897	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Tardiphaga"	"G"	26159	23	9	NA	NA	NA	7	8	23	1	NA	5	10	6	0.01299	0.002792	NA	NA	NA	0.0007972	0.0009149	0.003206	5.909e-05	NA	0.003597	0.001169	0.01299	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodoplanes"	"G"	26157	34	8	NA	NA	NA	14	12	34	NA	NA	8	10	3	0.006495	0.002481	NA	NA	NA	0.001594	0.001372	0.004739	NA	NA	0.005756	0.001169	0.006495	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Nitrobacter"	"G"	26154	13	3	2	NA	NA	5	6	13	NA	NA	4	5	2	0.00433	0.0009305	0.004091	NA	NA	0.0005694	0.0006862	0.001812	NA	NA	0.002878	0.0005843	0.00433	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya"	"G"	2552	5	3	1	NA	NA	1	NA	5	NA	NA	2	2	NA	0.002046	0.0009305	0.002046	NA	NA	0.0001139	NA	0.000697	NA	NA	0.001439	0.0002337	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Ancylobacter"	"G"	2546	38	2	NA	NA	NA	9	5	35	NA	NA	38	6	NA	0.02734	0.0006203	NA	NA	NA	0.001025	0.0005718	0.004879	NA	NA	0.02734	0.0007011	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter"	"G"	2553	19	2	NA	NA	NA	19	6	13	1	NA	3	15	NA	0.002164	0.0006203	NA	NA	NA	0.002164	0.0006862	0.001812	5.909e-05	NA	0.002158	0.001753	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Azorhizobium"	"G"	2548	11	1	1	NA	NA	10	8	11	NA	NA	8	9	NA	0.005756	0.0003102	0.002046	NA	NA	0.001139	0.0009149	0.001533	NA	NA	0.005756	0.001052	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Angulomicrobium"	"G"	26149	3	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.0003431	0.0003102	NA	NA	NA	NA	0.0003431	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Beijerinckiaceae"	"F"	2435	1091	399	68	NA	1	631	377	1091	10	1	229	287	815	1.764	0.1238	0.1391	NA	0.07716	0.07186	0.04311	0.1521	0.0005909	0.125	0.1648	0.03354	1.764	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"alphaI cluster"	"G"	26054	240	90	13	NA	NA	155	62	240	1	1	40	37	1	0.125	0.02792	0.02659	NA	NA	0.01765	0.00709	0.03345	5.909e-05	0.125	0.02878	0.004324	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylobacterium"	"G"	26045	780	80	14	NA	1	130	56	185	2	NA	43	53	780	1.689	0.02481	0.02864	NA	0.07716	0.01481	0.006404	0.02579	0.0001182	NA	0.03094	0.006193	1.689	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	2444	148	57	2	NA	NA	76	55	148	3	NA	26	29	3	0.02063	0.01768	0.004091	NA	NA	0.008656	0.00629	0.02063	0.0001773	NA	0.01871	0.003389	0.006495	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylorosula"	"G"	2442	32	27	6	NA	NA	22	12	32	1	NA	3	9	NA	0.01227	0.008375	0.01227	NA	NA	0.002506	0.001372	0.004461	5.909e-05	NA	0.002158	0.001052	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Bosea"	"G"	26042	111	23	11	NA	NA	50	37	111	1	NA	28	34	5	0.0225	0.007134	0.0225	NA	NA	0.005694	0.004231	0.01547	5.909e-05	NA	0.02015	0.003973	0.01082	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Microvirga"	"G"	26048	83	21	5	NA	NA	25	27	83	NA	NA	19	32	12	0.02598	0.006514	0.01023	NA	NA	0.002847	0.003088	0.01157	NA	NA	0.01367	0.003739	0.02598	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocystis"	"G"	26046	41	13	1	NA	NA	36	28	41	NA	NA	17	20	NA	0.01223	0.004032	0.002046	NA	NA	0.0041	0.003202	0.005715	NA	NA	0.01223	0.002337	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia"	"G"	2436	27	12	2	NA	NA	27	14	15	NA	NA	4	11	NA	0.004091	0.003722	0.004091	NA	NA	0.003075	0.001601	0.002091	NA	NA	0.002878	0.001285	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Roseiarcus"	"G"	26052	27	8	2	NA	NA	6	7	27	NA	NA	4	7	NA	0.004091	0.002481	0.004091	NA	NA	0.0006833	0.0008005	0.003764	NA	NA	0.002878	0.000818	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula"	"G"	2443	11	7	3	NA	NA	5	9	11	NA	NA	2	1	NA	0.006137	0.002171	0.006137	NA	NA	0.0005694	0.001029	0.001533	NA	NA	0.001439	0.0001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"1174-901-12"	"G"	26040	20	5	1	NA	NA	20	7	19	NA	NA	1	4	2	0.00433	0.001551	0.002046	NA	NA	0.002278	0.0008005	0.002648	NA	NA	0.0007195	0.0004674	0.00433	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Psychroglaciecola"	"G"	26050	7	4	1	NA	NA	2	1	7	NA	NA	1	1	1	0.002165	0.001241	0.002046	NA	NA	0.0002278	0.0001144	0.0009757	NA	NA	0.0007195	0.0001169	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylosinus"	"G"	26047	30	3	NA	NA	NA	18	8	30	NA	NA	9	9	1	0.006475	0.0009305	NA	NA	NA	0.00205	0.0009149	0.004182	NA	NA	0.006475	0.001052	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella"	"G"	2440	4	2	NA	NA	NA	4	1	3	NA	NA	NA	1	NA	0.0006203	0.0006203	NA	NA	NA	0.0004556	0.0001144	0.0004182	NA	NA	NA	0.0001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocapsa"	"G"	2439	5	2	NA	NA	NA	1	2	5	1	NA	2	2	NA	0.001439	0.0006203	NA	NA	NA	0.0001139	0.0002287	0.000697	5.909e-05	NA	0.001439	0.0002337	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Chelatococcus"	"G"	2438	3	2	NA	NA	NA	2	1	3	NA	NA	2	1	NA	0.001439	0.0006203	NA	NA	NA	0.0002278	0.0001144	0.0004182	NA	NA	0.001439	0.0001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Camelimonas"	"G"	2437	3	2	NA	NA	NA	1	3	2	NA	NA	NA	NA	1	0.002165	0.0006203	NA	NA	NA	0.0001139	0.0003431	0.0002788	NA	NA	NA	NA	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FukuN57"	"G"	26044	44	2	1	NA	NA	7	10	44	NA	NA	4	9	NA	0.006133	0.0006203	0.002046	NA	NA	0.0007972	0.001144	0.006133	NA	NA	0.002878	0.001052	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Salinarimonas"	"G"	26053	3	1	1	NA	NA	3	1	1	NA	NA	2	NA	NA	0.002046	0.0003102	0.002046	NA	NA	0.0003417	0.0001144	0.0001394	NA	NA	0.001439	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Rhodoblastus"	"G"	26051	3	1	NA	NA	NA	2	NA	2	NA	NA	2	3	NA	0.001439	0.0003102	NA	NA	NA	0.0002278	NA	0.0002788	NA	NA	0.001439	0.0003506	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Pseudochelatococcus"	"G"	14512	2	1	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	0.0003102	0.0003102	NA	NA	NA	NA	NA	0.0001394	NA	NA	NA	0.0002337	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Hyphomicrobiaceae"	"F"	2472	1669	279	45	NA	NA	727	493	1669	4	NA	391	475	4	0.2813	0.08654	0.09206	NA	NA	0.0828	0.05638	0.2326	0.0002363	NA	0.2813	0.05551	0.00866	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	2480	1209	203	38	NA	NA	556	360	1209	2	NA	253	352	3	0.182	0.06296	0.07774	NA	NA	0.06332	0.04117	0.1685	0.0001182	NA	0.182	0.04113	0.006495	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pedomicrobium"	"G"	2483	277	52	4	NA	NA	102	84	277	1	NA	91	82	1	0.06547	0.01613	0.008183	NA	NA	0.01162	0.009606	0.03861	5.909e-05	NA	0.06547	0.009582	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Filomicrobium"	"G"	2479	51	9	NA	NA	NA	30	20	51	NA	NA	18	13	NA	0.01295	0.002792	NA	NA	NA	0.003417	0.002287	0.007109	NA	NA	0.01295	0.001519	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"uncultured"	"G"	2490	68	6	3	NA	NA	27	14	68	1	NA	14	13	NA	0.01007	0.001861	0.006137	NA	NA	0.003075	0.001601	0.009479	5.909e-05	NA	0.01007	0.001519	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosiaceae"	"F"	26055	1237	232	23	NA	NA	542	371	1237	3	NA	276	465	1	0.1986	0.07196	0.04705	NA	NA	0.06173	0.04243	0.1724	0.0001773	NA	0.1986	0.05434	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	26058	1138	185	18	NA	NA	475	323	1138	3	NA	245	408	1	0.1763	0.05738	0.03682	NA	NA	0.0541	0.03694	0.1586	0.0001773	NA	0.1763	0.04768	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Pelagibacterium"	"G"	26062	40	25	2	NA	NA	34	25	40	NA	NA	15	21	NA	0.01079	0.007754	0.004091	NA	NA	0.003872	0.002859	0.005576	NA	NA	0.01079	0.002454	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"uncultured"	"G"	26064	12	10	NA	NA	NA	2	8	12	NA	NA	4	11	NA	0.003102	0.003102	NA	NA	NA	0.0002278	0.0009149	0.001673	NA	NA	0.002878	0.001285	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Arsenicitalea"	"G"	26056	14	3	2	NA	NA	7	6	14	NA	NA	3	4	NA	0.004091	0.0009305	0.004091	NA	NA	0.0007972	0.0006862	0.001951	NA	NA	0.002158	0.0004674	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Paradevosia"	"G"	26061	5	2	1	NA	NA	5	1	2	NA	NA	2	2	NA	0.002046	0.0006203	0.002046	NA	NA	0.0005694	0.0001144	0.0002788	NA	NA	0.001439	0.0002337	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Maritalea"	"G"	26059	3	2	NA	NA	NA	3	1	NA	NA	NA	NA	2	NA	0.0006203	0.0006203	NA	NA	NA	0.0003417	0.0001144	NA	NA	NA	NA	0.0002337	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Youhaiella"	"G"	26063	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0003102	0.0003102	NA	NA	NA	NA	NA	0.0001394	NA	NA	NA	0.0001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"A0839"	"F"	2423	121	67	5	NA	NA	46	31	121	NA	NA	31	44	NA	0.0223	0.02078	0.01023	NA	NA	0.005239	0.003545	0.01687	NA	NA	0.0223	0.005142	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methyloligellaceae"	"F"	26071	413	53	4	NA	NA	204	131	413	NA	NA	113	227	11	0.0813	0.01644	0.008183	NA	NA	0.02323	0.01498	0.05757	NA	NA	0.0813	0.02653	0.02381	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26075	353	48	2	NA	NA	167	104	353	NA	NA	97	190	5	0.06979	0.01489	0.004091	NA	NA	0.01902	0.01189	0.04921	NA	NA	0.06979	0.0222	0.01082	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Methyloceanibacter"	"G"	26072	29	1	2	NA	NA	11	11	29	NA	NA	5	12	3	0.006495	0.0003102	0.004091	NA	NA	0.001253	0.001258	0.004042	NA	NA	0.003597	0.001402	0.006495	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Pleomorphomonadaceae"	"F"	26081	100	48	6	NA	NA	43	39	100	NA	NA	15	17	2	0.01489	0.01489	0.01227	NA	NA	0.004897	0.00446	0.01394	NA	NA	0.01079	0.001987	0.00433	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Prosthecomicrobium"	"G"	26087	44	39	6	NA	NA	33	28	44	NA	NA	10	9	2	0.01227	0.0121	0.01227	NA	NA	0.003758	0.003202	0.006133	NA	NA	0.007195	0.001052	0.00433	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"uncultured"	"G"	26088	14	5	NA	NA	NA	4	1	14	NA	NA	NA	1	NA	0.001951	0.001551	NA	NA	NA	0.0004556	0.0001144	0.001951	NA	NA	NA	0.0001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Chthonobacter"	"G"	26083	23	2	NA	NA	NA	4	5	23	NA	NA	3	5	NA	0.003206	0.0006203	NA	NA	NA	0.0004556	0.0005718	0.003206	NA	NA	0.002158	0.0005843	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Ancalomicrobium"	"G"	26082	13	2	NA	NA	NA	NA	3	13	NA	NA	NA	1	NA	0.001812	0.0006203	NA	NA	NA	NA	0.0003431	0.001812	NA	NA	NA	0.0001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Labraceae"	"F"	26067	32	13	NA	NA	NA	9	9	32	NA	NA	4	7	NA	0.004461	0.004032	NA	NA	NA	0.001025	0.001029	0.004461	NA	NA	0.002878	0.000818	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Labrys"	"G"	26068	32	13	NA	NA	NA	9	9	32	NA	NA	4	7	NA	0.004461	0.004032	NA	NA	NA	0.001025	0.001029	0.004461	NA	NA	0.002878	0.000818	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Labraceae"
"uncultured"	"F"	2556	29	9	NA	NA	NA	14	13	29	NA	NA	7	8	1	0.005036	0.002792	NA	NA	NA	0.001594	0.001487	0.004042	NA	NA	0.005036	0.0009348	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylopilaceae"	"F"	26076	24	4	NA	NA	NA	6	7	6	NA	NA	24	4	NA	0.01727	0.001241	NA	NA	NA	0.0006833	0.0008005	0.0008364	NA	NA	0.01727	0.0004674	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hansschlegelia"	"G"	26078	10	3	NA	NA	NA	2	4	3	NA	NA	10	3	NA	0.007195	0.0009305	NA	NA	NA	0.0002278	0.0004574	0.0004182	NA	NA	0.007195	0.0003506	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Kaistiaceae"	"F"	26065	31	4	NA	NA	NA	6	3	31	1	NA	4	3	NA	0.004321	0.001241	NA	NA	NA	0.0006833	0.0003431	0.004321	5.909e-05	NA	0.002878	0.0003506	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Kaistia"	"G"	26066	31	4	NA	NA	NA	6	3	31	1	NA	4	3	NA	0.004321	0.001241	NA	NA	NA	0.0006833	0.0003431	0.004321	5.909e-05	NA	0.002878	0.0003506	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Kaistiaceae"
"KF-JG30-B3"	"F"	2493	18	4	NA	NA	NA	4	6	18	NA	NA	6	12	NA	0.004317	0.001241	NA	NA	NA	0.0004556	0.0006862	0.002509	NA	NA	0.004317	0.001402	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"C2U"	"F"	2464	9	3	NA	NA	NA	3	7	9	NA	NA	NA	5	NA	0.001255	0.0009305	NA	NA	NA	0.0003417	0.0008005	0.001255	NA	NA	NA	0.0005843	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Stappiaceae"	"F"	26133	25	3	1	NA	NA	18	11	25	NA	NA	11	17	1	0.007914	0.0009305	0.002046	NA	NA	0.00205	0.001258	0.003485	NA	NA	0.007914	0.001987	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pseudovibrio"	"G"	26140	12	3	NA	NA	NA	9	3	12	NA	NA	3	4	NA	0.002158	0.0009305	NA	NA	NA	0.001025	0.0003431	0.001673	NA	NA	0.002158	0.0004674	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"D05-2"	"F"	2465	127	2	NA	NA	NA	2	3	127	NA	NA	15	12	NA	0.0177	0.0006203	NA	NA	NA	0.0002278	0.0003431	0.0177	NA	NA	0.01079	0.001402	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Amb-16S-1323"	"F"	26039	3	2	NA	NA	NA	1	3	3	NA	NA	1	2	NA	0.0007195	0.0006203	NA	NA	NA	0.0001139	0.0003431	0.0004182	NA	NA	0.0007195	0.0002337	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobiaceae"	"F"	26131	19	2	1	NA	NA	15	7	19	NA	NA	4	13	NA	0.002878	0.0006203	0.002046	NA	NA	0.001708	0.0008005	0.002648	NA	NA	0.002878	0.001519	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	26132	19	2	1	NA	NA	15	7	19	NA	NA	4	13	NA	0.002878	0.0006203	0.002046	NA	NA	0.001708	0.0008005	0.002648	NA	NA	0.002878	0.001519	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodomicrobiaceae"
"Caulobacterales"	"O"	2386	1521	409	55	1	1	838	468	1521	6	NA	363	522	2	0.2612	0.1269	0.1125	0.1239	0.07716	0.09544	0.05352	0.212	0.0003545	NA	0.2612	0.061	0.00433	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	2387	1445	389	53	1	1	782	415	1445	6	NA	332	424	2	0.2389	0.1207	0.1084	0.1239	0.07716	0.08906	0.04746	0.2014	0.0003545	NA	0.2389	0.04955	0.00433	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Brevundimonas"	"G"	2390	534	260	23	1	NA	484	245	534	2	NA	175	200	2	0.1259	0.08064	0.04705	0.1239	NA	0.05512	0.02802	0.07444	0.0001182	NA	0.1259	0.02337	0.00433	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacter"	"G"	2391	527	75	18	NA	1	162	91	527	1	NA	91	90	NA	0.07716	0.02326	0.03682	NA	0.07716	0.01845	0.01041	0.07346	5.909e-05	NA	0.06547	0.01052	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Phenylobacterium"	"G"	2392	96	25	7	NA	NA	61	42	96	1	NA	20	22	NA	0.01439	0.007754	0.01432	NA	NA	0.006947	0.004803	0.01338	5.909e-05	NA	0.01439	0.002571	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"uncultured"	"G"	2393	98	10	4	NA	NA	32	16	98	NA	NA	16	31	NA	0.01366	0.003102	0.008183	NA	NA	0.003644	0.00183	0.01366	NA	NA	0.01151	0.003623	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Asticcacaulis"	"G"	2389	140	5	NA	NA	NA	15	13	140	1	NA	21	55	NA	0.01951	0.001551	NA	NA	NA	0.001708	0.001487	0.01951	5.909e-05	NA	0.01511	0.006427	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"PMMR1"	"G"	25965	3	2	NA	NA	NA	2	NA	1	NA	NA	1	3	NA	0.0007195	0.0006203	NA	NA	NA	0.0002278	NA	0.0001394	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Hyphomonadaceae"	"F"	2394	90	18	1	NA	NA	50	45	68	NA	NA	30	90	NA	0.02158	0.005583	0.002046	NA	NA	0.005694	0.005146	0.009479	NA	NA	0.02158	0.01052	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"uncultured"	"G"	2407	43	9	NA	NA	NA	24	25	26	NA	NA	11	43	NA	0.007914	0.002792	NA	NA	NA	0.002733	0.002859	0.003624	NA	NA	0.007914	0.005025	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hirschia"	"G"	2399	24	5	1	NA	NA	11	5	24	NA	NA	1	3	NA	0.003345	0.001551	0.002046	NA	NA	0.001253	0.0005718	0.003345	NA	NA	0.0007195	0.0003506	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hyphomonas"	"G"	2400	6	2	NA	NA	NA	1	1	6	NA	NA	5	1	NA	0.003597	0.0006203	NA	NA	NA	0.0001139	0.0001144	0.0008364	NA	NA	0.003597	0.0001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"SWB02"	"G"	25968	4	1	NA	NA	NA	2	3	4	NA	NA	1	NA	NA	0.0007195	0.0003102	NA	NA	NA	0.0002278	0.0003431	0.0005576	NA	NA	0.0007195	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"UKL13-1"	"G"	25969	39	1	NA	NA	NA	9	8	2	NA	NA	10	39	NA	0.007195	0.0003102	NA	NA	NA	0.001025	0.0009149	0.0002788	NA	NA	0.007195	0.004557	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Parvularculaceae"	"F"	25970	6	1	1	NA	NA	3	4	6	NA	NA	NA	6	NA	0.002046	0.0003102	0.002046	NA	NA	0.0003417	0.0004574	0.0008364	NA	NA	NA	0.0007011	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Amphiplicatus"	"G"	25971	5	1	NA	NA	NA	NA	2	NA	NA	NA	NA	5	NA	0.0005843	0.0003102	NA	NA	NA	NA	0.0002287	NA	NA	NA	NA	0.0005843	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"Rickettsiales"	"O"	2761	563	384	56	NA	NA	563	371	551	12	1	134	306	5	0.125	0.1191	0.1146	NA	NA	0.06412	0.04243	0.07681	0.000709	0.125	0.09641	0.03576	0.01082	"Bacteria>Proteobacteria>Alphaproteobacteria"
"SM2D12"	"F"	2801	160	124	10	NA	NA	129	116	160	2	NA	59	137	1	0.04245	0.03846	0.02046	NA	NA	0.01469	0.01327	0.0223	0.0001182	NA	0.04245	0.01601	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Rickettsiaceae"	"F"	2781	185	114	21	NA	NA	185	67	139	4	NA	11	37	1	0.04296	0.03536	0.04296	NA	NA	0.02107	0.007662	0.01938	0.0002363	NA	0.007914	0.004324	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales"
"Candidatus Megaira"	"G"	26226	69	69	11	NA	NA	44	21	28	NA	NA	3	14	1	0.0225	0.0214	0.0225	NA	NA	0.005011	0.002402	0.003903	NA	NA	0.002158	0.001636	0.002165	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"uncultured"	"G"	2785	101	28	4	NA	NA	101	33	84	NA	NA	4	9	NA	0.01171	0.008685	0.008183	NA	NA	0.0115	0.003774	0.01171	NA	NA	0.002878	0.001052	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
"Rickettsia"	"G"	2784	30	14	4	NA	NA	30	10	21	4	NA	2	10	NA	0.008183	0.004342	0.008183	NA	NA	0.003417	0.001144	0.002927	0.0002363	NA	0.001439	0.001169	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rickettsiales>Rickettsiaceae"
