"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_august_BC01.cladeReads"	"kraken2_16s_k21_classification_august_BC02.cladeReads"	"kraken2_16s_k21_classification_august_BC03.cladeReads"	"kraken2_16s_k21_classification_august_BC04.cladeReads"	"kraken2_16s_k21_classification_august_BC05.cladeReads"	"kraken2_16s_k21_classification_august_BC06.cladeReads"	"kraken2_16s_k21_classification_august_BC07.cladeReads"	"kraken2_16s_k21_classification_august_BC08.cladeReads"	"kraken2_16s_k21_classification_august_BC09.cladeReads"	"kraken2_16s_k21_classification_august_BC10.cladeReads"	"kraken2_16s_k21_classification_august_BC11.cladeReads"	"kraken2_16s_k21_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_august_BC01.cladeReads.."	"kraken2_16s_k21_classification_august_BC02.cladeReads.."	"kraken2_16s_k21_classification_august_BC03.cladeReads.."	"kraken2_16s_k21_classification_august_BC04.cladeReads.."	"kraken2_16s_k21_classification_august_BC05.cladeReads.."	"kraken2_16s_k21_classification_august_BC06.cladeReads.."	"kraken2_16s_k21_classification_august_BC07.cladeReads.."	"kraken2_16s_k21_classification_august_BC08.cladeReads.."	"kraken2_16s_k21_classification_august_BC09.cladeReads.."	"kraken2_16s_k21_classification_august_BC10.cladeReads.."	"kraken2_16s_k21_classification_august_BC11.cladeReads.."	"kraken2_16s_k21_classification_august_BC12.cladeReads.."	"lineage"
"Oligella"	"G"	26419	13	8	NA	NA	NA	13	5	8	NA	NA	NA	6	1	0.002351	0.002351	NA	NA	NA	0.001382	0.0005347	0.001031	NA	NA	NA	0.0006523	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pusillimonas"	"G"	26441	66	7	1	NA	NA	65	63	55	NA	NA	5	66	2	0.007176	0.002057	0.001932	NA	NA	0.006909	0.006737	0.007085	NA	NA	0.003342	0.007176	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Profftella"	"G"	26375	34	7	1	NA	NA	30	22	23	NA	NA	4	34	1	0.003697	0.002057	0.001932	NA	NA	0.003189	0.002353	0.002963	NA	NA	0.002674	0.003697	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Mitsuaria"	"G"	26416	54	6	2	NA	NA	54	39	36	1	NA	5	50	3	0.006203	0.001763	0.003864	NA	NA	0.00574	0.00417	0.004637	5.848e-05	NA	0.003342	0.005436	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Aquaspirillum] arcticum group"	"G"	26468	53	6	2	NA	NA	50	48	36	NA	NA	7	53	1	0.005762	0.001763	0.003864	NA	NA	0.005315	0.005133	0.004637	NA	NA	0.004679	0.005762	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pigmentiphaga"	"G"	26434	23	6	2	NA	NA	20	23	20	NA	NA	1	23	2	0.004135	0.001763	0.003864	NA	NA	0.002126	0.002459	0.002576	NA	NA	0.0006684	0.002501	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Inhella"	"G"	26402	66	5	3	NA	NA	58	63	66	NA	NA	9	62	12	0.02481	0.001469	0.005795	NA	NA	0.006165	0.006737	0.008502	NA	NA	0.006016	0.006741	0.02481	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"[Polyangium] brachysporum group"	"G"	26469	19	5	NA	NA	NA	6	13	19	NA	NA	1	19	1	0.002447	0.001469	NA	NA	NA	0.0006378	0.00139	0.002447	NA	NA	0.0006684	0.002066	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Alicycliphilus"	"G"	26359	53	5	1	NA	NA	32	34	45	NA	NA	2	53	2	0.005797	0.001469	0.001932	NA	NA	0.003401	0.003636	0.005797	NA	NA	0.001337	0.005762	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Kinneretia"	"G"	26405	34	4	2	NA	NA	34	21	16	2	NA	5	30	1	0.003864	0.001176	0.003864	NA	NA	0.003614	0.002246	0.002061	0.000117	NA	0.003342	0.003262	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Xenophilus"	"G"	26465	70	4	1	NA	NA	70	69	42	NA	NA	7	62	2	0.007441	0.001176	0.001932	NA	NA	0.007441	0.007378	0.00541	NA	NA	0.004679	0.006741	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rivibacter"	"G"	26447	41	4	NA	NA	NA	36	25	24	1	NA	4	41	1	0.004458	0.001176	NA	NA	NA	0.003827	0.002673	0.003092	5.848e-05	NA	0.002674	0.004458	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rubrivivax"	"G"	26449	113	4	1	NA	NA	72	87	113	1	NA	5	95	9	0.01861	0.001176	0.001932	NA	NA	0.007653	0.009303	0.01456	5.848e-05	NA	0.003342	0.01033	0.01861	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Oxalobacter"	"G"	26423	31	4	2	NA	NA	31	26	26	NA	NA	5	27	7	0.01447	0.001176	0.003864	NA	NA	0.003295	0.00278	0.003349	NA	NA	0.003342	0.002935	0.01447	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Kinetoplastibacterium"	"G"	26373	54	4	1	NA	NA	52	38	47	NA	NA	3	54	NA	0.006054	0.001176	0.001932	NA	NA	0.005527	0.004063	0.006054	NA	NA	0.002005	0.005871	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"s3t2d-1089"	"G"	26470	46	4	2	NA	NA	46	44	36	NA	NA	3	24	NA	0.00489	0.001176	0.003864	NA	NA	0.00489	0.004705	0.004637	NA	NA	0.002005	0.002609	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Caldimonas"	"G"	26371	33	4	2	NA	NA	22	26	21	NA	1	3	33	NA	0.1205	0.001176	0.003864	NA	NA	0.002338	0.00278	0.002705	NA	0.1205	0.002005	0.003588	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tepidimonas"	"G"	26458	44	4	NA	NA	NA	26	31	44	NA	NA	9	42	3	0.006203	0.001176	NA	NA	NA	0.002764	0.003315	0.005668	NA	NA	0.006016	0.004566	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Rugamonas"	"G"	26450	9	3	NA	NA	NA	4	8	4	NA	NA	NA	9	1	0.002068	0.0008816	NA	NA	NA	0.0004252	0.0008555	0.0005153	NA	NA	NA	0.0009785	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Eoetvoesia"	"G"	26392	9	3	1	NA	NA	6	9	2	2	NA	1	5	NA	0.001932	0.0008816	0.001932	NA	NA	0.0006378	0.0009624	0.0002576	0.000117	NA	0.0006684	0.0005436	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Zinderia"	"G"	26380	24	3	1	NA	NA	22	15	10	NA	NA	NA	24	NA	0.002609	0.0008816	0.001932	NA	NA	0.002338	0.001604	0.001288	NA	NA	NA	0.002609	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Tremblaya"	"G"	26378	49	3	NA	NA	NA	32	31	22	1	NA	4	49	2	0.005327	0.0008816	NA	NA	NA	0.003401	0.003315	0.002834	5.848e-05	NA	0.002674	0.005327	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Paralcaligenes"	"G"	26427	6	3	1	NA	NA	6	5	3	NA	NA	NA	3	NA	0.001932	0.0008816	0.001932	NA	NA	0.0006378	0.0005347	0.0003864	NA	NA	NA	0.0003262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Tepidicella"	"G"	26457	15	2	NA	NA	NA	10	8	9	NA	NA	NA	15	NA	0.001631	0.0005878	NA	NA	NA	0.001063	0.0008555	0.001159	NA	NA	NA	0.001631	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Giesbergeria"	"G"	26395	33	2	2	NA	NA	33	28	11	NA	NA	4	31	1	0.003864	0.0005878	0.003864	NA	NA	0.003508	0.002994	0.001417	NA	NA	0.002674	0.00337	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Derxia"	"G"	26389	6	2	NA	NA	NA	6	4	6	NA	NA	NA	5	NA	0.0007729	0.0005878	NA	NA	NA	0.0006378	0.0004277	0.0007729	NA	NA	NA	0.0005436	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Hylemonella"	"G"	26400	128	2	NA	NA	NA	17	47	128	1	NA	7	40	NA	0.01649	0.0005878	NA	NA	NA	0.001807	0.005026	0.01649	5.848e-05	NA	0.004679	0.004349	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Candidatus Glomeribacter"	"G"	26372	12	2	1	NA	NA	3	9	7	NA	NA	1	12	NA	0.001932	0.0005878	0.001932	NA	NA	0.0003189	0.0009624	0.0009017	NA	NA	0.0006684	0.001305	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Taylorella"	"G"	26455	6	2	1	NA	NA	6	6	4	NA	NA	1	2	NA	0.001932	0.0005878	0.001932	NA	NA	0.0006378	0.0006416	0.0005153	NA	NA	0.0006684	0.0002174	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Pelistega"	"G"	26432	9	2	NA	NA	NA	7	9	4	NA	NA	NA	5	NA	0.0009624	0.0005878	NA	NA	NA	0.0007441	0.0009624	0.0005153	NA	NA	NA	0.0005436	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Actimicrobium"	"G"	26356	9	1	NA	NA	NA	7	5	2	NA	NA	1	9	NA	0.0009785	0.0002939	NA	NA	NA	0.0007441	0.0005347	0.0002576	NA	NA	0.0006684	0.0009785	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Azohydromonas"	"G"	26363	14	1	1	NA	NA	7	8	11	NA	NA	5	14	NA	0.003342	0.0002939	0.001932	NA	NA	0.0007441	0.0008555	0.001417	NA	NA	0.003342	0.001522	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Corticibacter"	"G"	26385	9	1	2	NA	NA	8	7	5	NA	NA	NA	9	NA	0.003864	0.0002939	0.003864	NA	NA	0.0008504	0.0007485	0.0006441	NA	NA	NA	0.0009785	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Zhizhongheella"	"G"	26467	6	1	NA	NA	NA	1	3	6	NA	NA	NA	3	NA	0.0007729	0.0002939	NA	NA	NA	0.0001063	0.0003208	0.0007729	NA	NA	NA	0.0003262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"CM1G08"	"G"	26369	19	1	1	NA	NA	6	19	9	NA	NA	3	15	1	0.002068	0.0002939	0.001932	NA	NA	0.0006378	0.002032	0.001159	NA	NA	0.002005	0.001631	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Burkholderiaceae"
"Methylophilaceae"	"F"	26515	6751	658	131	NA	3	6751	4789	5782	50	2	274	4173	262	0.7448	0.1934	0.2531	NA	0.2209	0.7176	0.5121	0.7448	0.002924	0.241	0.1832	0.4537	0.5417	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26525	4851	441	91	NA	1	4851	3351	3595	37	2	185	2394	165	0.5156	0.1296	0.1758	NA	0.07364	0.5156	0.3583	0.4631	0.002164	0.241	0.1237	0.2603	0.3412	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylotenera"	"G"	26521	723	66	8	NA	1	490	363	720	3	NA	32	723	36	0.09275	0.0194	0.01545	NA	0.07364	0.05208	0.03882	0.09275	0.0001754	NA	0.02139	0.07861	0.07444	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylophilus"	"G"	26520	617	46	10	NA	NA	488	393	617	5	NA	16	446	26	0.07948	0.01352	0.01932	NA	NA	0.05187	0.04202	0.07948	0.0002924	NA	0.01069	0.04849	0.05376	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"OM43 clade"	"G"	26523	228	33	3	NA	NA	228	188	214	NA	NA	8	175	8	0.02757	0.009698	0.005795	NA	NA	0.02424	0.0201	0.02757	NA	NA	0.005347	0.01903	0.01654	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Candidatus Methylopumilus"	"G"	26516	159	20	9	NA	NA	147	120	159	NA	NA	6	65	6	0.02048	0.005878	0.01739	NA	NA	0.01563	0.01283	0.02048	NA	NA	0.004011	0.007067	0.01241	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylobacillus"	"G"	26519	208	15	1	NA	1	208	128	162	1	NA	11	129	7	0.07364	0.004408	0.001932	NA	0.07364	0.02211	0.01369	0.02087	5.848e-05	NA	0.007353	0.01403	0.01447	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"MM2"	"G"	26518	67	7	4	NA	NA	66	57	67	1	NA	7	55	3	0.00863	0.002057	0.007727	NA	NA	0.007015	0.006095	0.00863	5.848e-05	NA	0.004679	0.00598	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"UBA6140"	"G"	26524	53	4	1	NA	NA	43	31	53	NA	NA	1	25	4	0.008271	0.001176	0.001932	NA	NA	0.004571	0.003315	0.006827	NA	NA	0.0006684	0.002718	0.008271	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"MM1"	"G"	26517	2	1	NA	NA	NA	2	1	2	NA	NA	NA	2	NA	0.0002939	0.0002939	NA	NA	NA	0.0002126	0.0001069	0.0002576	NA	NA	NA	0.0002174	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Methylovorus"	"G"	26522	9	1	NA	NA	NA	9	4	4	NA	NA	NA	7	NA	0.0009567	0.0002939	NA	NA	NA	0.0009567	0.0004277	0.0005153	NA	NA	NA	0.000761	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Methylophilaceae"
"Rhodocyclaceae"	"F"	26555	3623	562	153	1	2	1914	2119	3137	33	1	393	3623	109	0.4041	0.1652	0.2956	0.1155	0.1473	0.2034	0.2266	0.4041	0.00193	0.1205	0.2627	0.3939	0.2254	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Zoogloea"	"G"	26580	246	152	55	NA	NA	117	246	132	2	NA	22	238	34	0.1062	0.04467	0.1062	NA	NA	0.01244	0.02631	0.017	0.000117	NA	0.01471	0.02588	0.0703	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"C39"	"G"	26560	122	76	19	NA	NA	59	77	122	NA	NA	21	102	14	0.0367	0.02233	0.0367	NA	NA	0.006271	0.008234	0.01572	NA	NA	0.01404	0.01109	0.02895	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechloromonas"	"G"	26563	564	62	17	NA	NA	393	376	557	8	NA	53	564	11	0.07175	0.01822	0.03284	NA	NA	0.04177	0.04021	0.07175	0.0004679	NA	0.03543	0.06132	0.02275	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Thauera"	"G"	26577	143	62	12	NA	NA	83	106	128	2	NA	23	143	4	0.02318	0.01822	0.02318	NA	NA	0.008822	0.01133	0.01649	0.000117	NA	0.01537	0.01555	0.008271	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sulfuritalea"	"G"	26576	803	61	10	1	NA	330	384	491	5	NA	74	803	10	0.1155	0.01793	0.01932	0.1155	NA	0.03508	0.04106	0.06325	0.0002924	NA	0.04946	0.0873	0.02068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"uncultured"	"G"	26581	424	25	6	NA	1	279	221	329	2	NA	34	424	5	0.07364	0.007347	0.01159	NA	0.07364	0.02966	0.02363	0.04238	0.000117	NA	0.02273	0.0461	0.01034	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azoarcus"	"G"	26556	88	22	6	NA	NA	51	55	71	4	NA	5	88	3	0.01159	0.006465	0.01159	NA	NA	0.005421	0.005881	0.009146	0.0002339	NA	0.003342	0.009567	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azospira"	"G"	26558	129	15	5	NA	NA	52	50	92	NA	NA	6	129	5	0.01403	0.004408	0.009659	NA	NA	0.005527	0.005347	0.01185	NA	NA	0.004011	0.01403	0.01034	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitratisoma"	"G"	26565	281	15	6	NA	1	169	180	245	3	NA	21	281	6	0.07364	0.004408	0.01159	NA	0.07364	0.01796	0.01925	0.03156	0.0001754	NA	0.01404	0.03055	0.01241	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Candidatus Accumulibacter"	"G"	26561	98	14	6	NA	NA	61	63	88	2	1	13	98	NA	0.1205	0.004114	0.01159	NA	NA	0.006484	0.006737	0.01134	0.000117	0.1205	0.00869	0.01065	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Uliginosibacterium"	"G"	26578	516	14	2	NA	NA	134	120	516	2	NA	66	331	6	0.06647	0.004114	0.003864	NA	NA	0.01424	0.01283	0.06647	0.000117	NA	0.04412	0.03599	0.01241	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Ferribacterium"	"G"	26567	16	3	NA	NA	NA	5	6	16	NA	NA	2	14	2	0.004135	0.0008816	NA	NA	NA	0.0005315	0.0006416	0.002061	NA	NA	0.001337	0.001522	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Georgfuchsia"	"G"	26568	17	3	NA	NA	NA	3	4	17	NA	NA	3	8	NA	0.00219	0.0008816	NA	NA	NA	0.0003189	0.0004277	0.00219	NA	NA	0.002005	0.0008698	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Sterolibacterium"	"G"	26574	76	3	1	NA	NA	14	55	52	NA	NA	9	76	1	0.008263	0.0008816	0.001932	NA	NA	0.001488	0.005881	0.006698	NA	NA	0.006016	0.008263	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Azonexus"	"G"	26557	29	2	1	NA	NA	16	15	29	NA	NA	2	24	NA	0.003736	0.0005878	0.001932	NA	NA	0.001701	0.001604	0.003736	NA	NA	0.001337	0.002609	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Propionivibrio"	"G"	26571	23	1	NA	NA	NA	6	12	23	NA	NA	3	18	NA	0.002963	0.0002939	NA	NA	NA	0.0006378	0.001283	0.002963	NA	NA	0.002005	0.001957	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Rhodocyclus"	"G"	26573	17	1	NA	NA	NA	3	2	7	NA	NA	3	17	NA	0.002005	0.0002939	NA	NA	NA	0.0003189	0.0002139	0.0009017	NA	NA	0.002005	0.001848	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Denitromonas"	"G"	26566	9	1	1	NA	NA	3	2	4	NA	NA	2	9	NA	0.001932	0.0002939	0.001932	NA	NA	0.0003189	0.0002139	0.0005153	NA	NA	0.001337	0.0009785	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Dechlorosoma"	"G"	26564	4	1	NA	NA	NA	2	1	4	NA	NA	1	4	NA	0.0006684	0.0002939	NA	NA	NA	0.0002126	0.0001069	0.0005153	NA	NA	0.0006684	0.0004349	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Z-35"	"G"	26579	17	1	1	NA	NA	14	11	17	1	NA	1	14	2	0.004135	0.0002939	0.001932	NA	NA	0.001488	0.001176	0.00219	5.848e-05	NA	0.0006684	0.001522	0.004135	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Rhodocyclaceae"
"Neisseriaceae"	"F"	26526	388	116	32	NA	NA	307	270	388	11	NA	68	379	17	0.06182	0.03409	0.06182	NA	NA	0.03263	0.02887	0.04998	0.0006433	NA	0.04545	0.04121	0.03515	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"uncultured"	"G"	26538	67	67	25	NA	NA	31	42	36	1	NA	16	43	3	0.0483	0.01969	0.0483	NA	NA	0.003295	0.004491	0.004637	5.848e-05	NA	0.01069	0.004675	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Neisseria"	"G"	26532	311	43	6	NA	NA	239	197	311	9	NA	49	283	11	0.04006	0.01264	0.01159	NA	NA	0.0254	0.02107	0.04006	0.0005263	NA	0.03275	0.03077	0.02275	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Conchiformibius"	"G"	26529	3	1	NA	NA	NA	1	NA	3	NA	NA	NA	1	NA	0.0003864	0.0002939	NA	NA	NA	0.0001063	NA	0.0003864	NA	NA	NA	0.0001087	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Eikenella"	"G"	26530	4	1	NA	NA	NA	4	3	2	NA	NA	NA	3	NA	0.0004252	0.0002939	NA	NA	NA	0.0004252	0.0003208	0.0002576	NA	NA	NA	0.0003262	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Kingella"	"G"	26531	15	1	1	NA	NA	4	4	5	NA	NA	1	15	1	0.002068	0.0002939	0.001932	NA	NA	0.0004252	0.0004277	0.0006441	NA	NA	0.0006684	0.001631	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Neisseriaceae"
"Nitrosomonadaceae"	"F"	26539	1434	112	19	NA	NA	942	915	1434	12	NA	145	1226	19	0.1847	0.03291	0.0367	NA	NA	0.1001	0.09784	0.1847	0.0007018	NA	0.09692	0.1333	0.03929	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales"
"Ellin6067"	"G"	26542	505	39	7	NA	NA	348	360	505	2	NA	58	446	3	0.06505	0.01146	0.01352	NA	NA	0.03699	0.0385	0.06505	0.000117	NA	0.03877	0.04849	0.006203	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"MND1"	"G"	26545	498	34	5	NA	NA	302	289	498	6	NA	63	431	7	0.06415	0.009992	0.009659	NA	NA	0.0321	0.0309	0.06415	0.0003509	NA	0.04211	0.04686	0.01447	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosomonas"	"G"	26546	150	19	3	NA	NA	103	96	150	1	NA	11	110	7	0.01932	0.005584	0.005795	NA	NA	0.01095	0.01027	0.01932	5.848e-05	NA	0.007353	0.01196	0.01447	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"IS-44"	"G"	26544	70	4	1	NA	NA	66	48	60	1	NA	4	70	1	0.007729	0.001176	0.001932	NA	NA	0.007015	0.005133	0.007729	5.848e-05	NA	0.002674	0.00761	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"966-1"	"G"	26540	24	3	1	NA	NA	21	24	9	1	NA	5	19	NA	0.003342	0.0008816	0.001932	NA	NA	0.002232	0.002566	0.001159	5.848e-05	NA	0.003342	0.002066	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"oc32"	"G"	26551	70	3	NA	NA	NA	20	14	70	NA	NA	2	12	NA	0.009017	0.0008816	NA	NA	NA	0.002126	0.001497	0.009017	NA	NA	0.001337	0.001305	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"P3OB-51"	"G"	26548	7	2	NA	NA	NA	3	2	5	NA	NA	NA	7	NA	0.000761	0.0005878	NA	NA	NA	0.0003189	0.0002139	0.0006441	NA	NA	NA	0.000761	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"mle1-7"	"G"	26550	12	2	NA	NA	NA	3	7	12	NA	NA	NA	11	NA	0.001546	0.0005878	NA	NA	NA	0.0003189	0.0007485	0.001546	NA	NA	NA	0.001196	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"DSSD61"	"G"	26541	38	1	2	NA	NA	8	7	38	NA	NA	NA	8	1	0.004895	0.0002939	0.003864	NA	NA	0.0008504	0.0007485	0.004895	NA	NA	NA	0.0008698	0.002068	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"GOUTA6"	"G"	26543	54	1	NA	NA	NA	21	31	44	1	NA	NA	54	NA	0.005871	0.0002939	NA	NA	NA	0.002232	0.003315	0.005668	5.848e-05	NA	NA	0.005871	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"Nitrosospira"	"G"	26547	30	1	NA	NA	NA	30	19	20	NA	NA	1	29	NA	0.003189	0.0002939	NA	NA	NA	0.003189	0.002032	0.002576	NA	NA	0.0006684	0.003153	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
"cr616"	"G"	26549	3	1	NA	NA	NA	3	NA	1	NA	NA	NA	NA	NA	0.0003189	0.0002939	NA	NA	NA	0.0003189	NA	0.0001288	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Betaproteobacteriales>Nitrosomonadaceae"
