"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Kangiella sediminilitoris"	"S"	1144748	14	2	NA	NA	NA	4	2	NA	14	NA	NA	1	NA	0.0008281	0.0007471	NA	NA	NA	0.000558	0.0002838	NA	0.0008281	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae>Kangiella"
"Gynuella sunshinyii"	"S"	1445505	31	5	NA	NA	NA	23	28	31	13	NA	6	29	5	0.01307	0.001868	NA	NA	NA	0.003209	0.003973	0.005055	0.0007689	NA	0.004846	0.003889	0.01307	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae>Gynuella"
"Reinekea forsetii"	"S"	1336806	18	2	1	NA	NA	11	12	16	4	NA	2	18	4	0.01046	0.0007471	0.002437	NA	NA	0.001535	0.001703	0.002609	0.0002366	NA	0.001615	0.002414	0.01046	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae>Reinekea"
"Oleiphilus messinensis"	"S"	141451	26	4	2	NA	NA	8	11	20	26	NA	3	18	2	0.005228	0.001494	0.004874	NA	NA	0.001116	0.001561	0.003262	0.001538	NA	0.002423	0.002414	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Oleiphilaceae>Oleiphilus"
"Hahella chejuensis"	"S"	158327	1159	3	NA	NA	NA	13	11	47	1159	NA	5	36	5	0.06855	0.001121	NA	NA	NA	0.001814	0.001561	0.007665	0.06855	NA	0.004038	0.004828	0.01307	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Hahellaceae>Hahella"
"Alteromonas naphthalenivorans"	"S"	715451	2677	15	5	NA	NA	53	44	121	2677	NA	21	143	10	0.1583	0.005603	0.01218	NA	NA	0.007394	0.006244	0.01973	0.1583	NA	0.01696	0.01918	0.02614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas macleodii"	"S"	28108	204	6	3	NA	NA	35	47	41	204	NA	7	26	NA	0.01207	0.002241	0.00731	NA	NA	0.004883	0.006669	0.006686	0.01207	NA	0.005653	0.003487	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas australica"	"S"	589873	284	6	1	NA	NA	28	28	22	284	NA	1	22	NA	0.0168	0.002241	0.002437	NA	NA	0.003906	0.003973	0.003588	0.0168	NA	0.0008076	0.00295	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Alteromonas mediterranea"	"S"	314275	206	3	1	NA	NA	13	9	9	206	NA	2	10	NA	0.01218	0.001121	0.002437	NA	NA	0.001814	0.001277	0.001468	0.01218	NA	0.001615	0.001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Alteromonas"
"Agarivorans gilvus"	"S"	680279	2322	20	5	NA	NA	51	46	72	2322	1	13	69	10	0.2045	0.007471	0.01218	NA	NA	0.007115	0.006528	0.01174	0.1373	0.2045	0.0105	0.009253	0.02614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Agarivorans"
"Marinobacter similis"	"S"	1420916	3	2	NA	NA	NA	3	1	2	NA	NA	NA	1	NA	0.0007471	0.0007471	NA	NA	NA	0.0004185	0.0001419	0.0003262	NA	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Marinobacter psychrophilus"	"S"	330734	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003736	0.0003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Marinobacter sp. LQ44"	"S"	1749259	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0003736	0.0003736	NA	NA	NA	NA	NA	0.0001631	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Marinobacter"
"Paraglaciecola psychrophila"	"S"	326544	10	1	2	NA	1	4	10	8	10	NA	3	10	NA	0.1524	0.0003736	0.004874	NA	0.1524	0.000558	0.001419	0.001305	0.0005915	NA	0.002423	0.001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Paraglaciecola"
"Lacimicrobium alkaliphilum"	"S"	1526571	48	1	NA	NA	NA	3	15	14	48	NA	3	13	1	0.002839	0.0003736	NA	NA	NA	0.0004185	0.002129	0.002283	0.002839	NA	0.002423	0.001743	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae>Lacimicrobium"
"Shewanella baltica"	"S"	62322	2311	24	3	NA	NA	55	42	47	2311	1	4	52	2	0.2045	0.008965	0.00731	NA	NA	0.007673	0.00596	0.007665	0.1367	0.2045	0.00323	0.006974	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella amazonensis"	"S"	60478	27	11	2	NA	NA	15	20	27	7	NA	4	27	1	0.004874	0.004109	0.004874	NA	NA	0.002093	0.002838	0.004403	0.000414	NA	0.00323	0.003621	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella japonica"	"S"	93973	298	11	5	NA	NA	56	56	15	298	NA	2	6	4	0.01763	0.004109	0.01218	NA	NA	0.007813	0.007947	0.002446	0.01763	NA	0.001615	0.0008046	0.01046	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella piezotolerans"	"S"	404011	241	9	2	NA	NA	9	5	11	241	NA	4	10	2	0.01425	0.003362	0.004874	NA	NA	0.001256	0.0007095	0.001794	0.01425	NA	0.00323	0.001341	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella woodyi"	"S"	60961	21	1	NA	NA	NA	NA	3	3	21	NA	NA	2	NA	0.001242	0.0003736	NA	NA	NA	NA	0.0004257	0.0004892	0.001242	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella psychrophila"	"S"	225848	4	1	NA	NA	1	NA	1	4	NA	NA	NA	4	NA	0.1524	0.0003736	NA	NA	0.1524	NA	0.0001419	0.0006523	NA	NA	NA	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Shewanella sp. Pdp11"	"S"	2059264	8	1	NA	NA	NA	2	1	3	8	NA	NA	4	1	0.002614	0.0003736	NA	NA	NA	0.000279	0.0001419	0.0004892	0.0004732	NA	NA	0.0005364	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae>Shewanella"
"Pseudoalteromonas tunicata"	"S"	314281	34	3	2	NA	NA	23	8	29	1	NA	1	34	19	0.04966	0.001121	0.004874	NA	NA	0.003209	0.001135	0.004729	5.915e-05	NA	0.0008076	0.00456	0.04966	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas tetraodonis"	"S"	43659	3	2	NA	NA	NA	3	1	2	NA	NA	NA	NA	NA	0.0007471	0.0007471	NA	NA	NA	0.0004185	0.0001419	0.0003262	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas piscicida"	"S"	43662	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003736	0.0003736	NA	NA	NA	NA	NA	NA	5.915e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas sp. SM9913"	"S"	234831	2243	1	NA	NA	NA	5	8	3	2243	NA	NA	6	NA	0.1327	0.0003736	NA	NA	NA	0.0006976	0.001135	0.0004892	0.1327	NA	NA	0.0008046	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas sp. NC201"	"S"	1514074	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.002614	0.0003736	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas sp. 1_2015MBL_MicDiv"	"S"	1720343	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003736	0.0003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Pseudoalteromonas sp. 13-15"	"S"	1761891	2	1	NA	NA	NA	1	NA	NA	2	NA	NA	NA	NA	0.0003736	0.0003736	NA	NA	NA	0.0001395	NA	NA	0.0001183	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae>Pseudoalteromonas"
"Psychromonas ingrahamii"	"S"	357794	33	5	2	NA	NA	7	6	33	3	NA	1	27	3	0.007841	0.001868	0.004874	NA	NA	0.0009766	0.0008514	0.005381	0.0001774	NA	0.0008076	0.003621	0.007841	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae>Psychromonas"
"Psychromonas sp. CNPT3"	"S"	314282	37	1	NA	NA	NA	21	22	37	19	NA	4	16	1	0.006034	0.0003736	NA	NA	NA	0.00293	0.003122	0.006034	0.001124	NA	0.00323	0.002146	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Psychromonadaceae>Psychromonas"
"Moritella viscosa"	"S"	80854	187	9	2	NA	NA	21	13	20	187	1	4	29	3	0.2045	0.003362	0.004874	NA	NA	0.00293	0.001845	0.003262	0.01106	0.2045	0.00323	0.003889	0.007841	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Moritellaceae>Moritella"
"Colwellia sp. MT41"	"S"	58049	71	1	NA	NA	NA	3	5	NA	71	NA	1	8	1	0.0042	0.0003736	NA	NA	NA	0.0004185	0.0007095	NA	0.0042	NA	0.0008076	0.001073	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Colwellia beringensis"	"S"	1967665	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	0.002614	0.0003736	NA	NA	NA	NA	0.0001419	NA	NA	NA	NA	NA	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae>Colwellia"
"Idiomarina sp. OT37-5b"	"S"	2100422	21	3	NA	NA	NA	4	5	5	21	NA	NA	10	6	0.01568	0.001121	NA	NA	NA	0.000558	0.0007095	0.0008154	0.001242	NA	NA	0.001341	0.01568	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae>Idiomarina"
"Idiomarina sp. X4"	"S"	2055892	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0003736	0.0003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae>Idiomarina"
"Ferrimonas balearica"	"S"	44012	32	1	NA	NA	NA	16	27	32	4	NA	3	24	2	0.005228	0.0003736	NA	NA	NA	0.002232	0.003831	0.005218	0.0002366	NA	0.002423	0.003219	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Ferrimonadaceae>Ferrimonas"
"Dichelobacter nodosus"	"S"	870	548	166	16	NA	NA	548	358	272	169	1	27	204	10	0.2045	0.06201	0.03899	NA	NA	0.07645	0.0508	0.04436	0.009996	0.2045	0.02181	0.02736	0.02614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cardiobacteriales>Cardiobacteriaceae>Dichelobacter"
"Cellvibrio sp. PSBB023"	"S"	1945512	355	24	1	1	NA	24	21	355	8	NA	10	131	2	0.2004	0.008965	0.002437	0.2004	NA	0.003348	0.00298	0.05789	0.0004732	NA	0.008076	0.01757	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Cellvibrio"
"Cellvibrio sp. PSBB006"	"S"	1987723	76	8	1	NA	NA	2	3	76	13	NA	NA	30	1	0.01239	0.002988	0.002437	NA	NA	0.000279	0.0004257	0.01239	0.0007689	NA	NA	0.004023	0.002614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Cellvibrio"
"Cellvibrio japonicus"	"S"	155077	24	2	NA	NA	NA	8	7	24	7	NA	2	22	NA	0.003914	0.0007471	NA	NA	NA	0.001116	0.0009933	0.003914	0.000414	NA	0.001615	0.00295	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Cellvibrio"
"Teredinibacter turnerae"	"S"	2426	33	6	2	NA	NA	20	14	20	33	NA	4	25	2	0.005228	0.002241	0.004874	NA	NA	0.00279	0.001987	0.003262	0.001952	NA	0.00323	0.003353	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Teredinibacter"
"Agarilytica rhodophyticola"	"S"	1737490	10	3	NA	NA	NA	6	2	5	4	NA	1	10	NA	0.001341	0.001121	NA	NA	NA	0.0008371	0.0002838	0.0008154	0.0002366	NA	0.0008076	0.001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae>Agarilytica"
"Zhongshania aliphaticivorans"	"S"	1470434	71	26	4	NA	NA	32	71	68	5	NA	11	24	2	0.01109	0.009713	0.009747	NA	NA	0.004464	0.01008	0.01109	0.0002957	NA	0.008884	0.003219	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae>Zhongshania"
"Oceanicoccus sagamiensis"	"S"	716816	29	7	4	NA	NA	21	20	28	21	NA	7	29	25	0.06535	0.002615	0.009747	NA	NA	0.00293	0.002838	0.004566	0.001242	NA	0.005653	0.003889	0.06535	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae>Oceanicoccus"
"Spongiibacter sp. IMCC21906"	"S"	1620392	72	1	NA	NA	NA	2	2	5	72	NA	2	12	NA	0.004259	0.0003736	NA	NA	NA	0.000279	0.0002838	0.0008154	0.004259	NA	0.001615	0.001609	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae>Spongiibacter"
"Halioglobus japonicus"	"S"	930805	171	17	2	NA	NA	171	106	24	15	NA	4	19	9	0.02386	0.006351	0.004874	NA	NA	0.02386	0.01504	0.003914	0.0008872	NA	0.00323	0.002548	0.02352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae>Halioglobus"
"Halioglobus pacificus"	"S"	930806	44	3	NA	NA	NA	18	11	27	7	NA	5	44	18	0.04705	0.001121	NA	NA	NA	0.002511	0.001561	0.004403	0.000414	NA	0.004038	0.005901	0.04705	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae>Halioglobus"
"Microbulbifer thermotolerans"	"S"	252514	7	1	NA	NA	NA	5	4	2	5	NA	NA	7	NA	0.0009388	0.0003736	NA	NA	NA	0.0006976	0.0005676	0.0003262	0.0002957	NA	NA	0.0009388	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae>Microbulbifer"
"Microbulbifer agarilyticus"	"S"	260552	21	1	NA	NA	NA	2	5	2	21	NA	1	5	NA	0.001242	0.0003736	NA	NA	NA	0.000279	0.0007095	0.0003262	0.001242	NA	0.0008076	0.0006705	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae>Microbulbifer"
"Microbulbifer aggregans"	"S"	1769779	3	1	NA	NA	NA	1	NA	3	2	NA	NA	2	NA	0.0004892	0.0003736	NA	NA	NA	0.0001395	NA	0.0004892	0.0001183	NA	NA	0.0002682	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Microbulbiferaceae>Microbulbifer"
"Methylomonas denitrificans"	"S"	1538553	243	21	3	NA	NA	227	216	234	7	NA	35	243	6	0.03816	0.007845	0.00731	NA	NA	0.03167	0.03065	0.03816	0.000414	NA	0.02827	0.03259	0.01568	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomonas"
"Methylococcus capsulatus"	"S"	414	82	21	3	NA	NA	40	48	82	38	NA	5	72	14	0.03659	0.007845	0.00731	NA	NA	0.00558	0.006811	0.01337	0.002248	NA	0.004038	0.009656	0.03659	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylococcus"
"Methylomicrobium alcaliphilum"	"S"	271065	115	14	NA	NA	NA	62	71	115	5	NA	5	66	4	0.01875	0.00523	NA	NA	NA	0.00865	0.01008	0.01875	0.0002957	NA	0.004038	0.008851	0.01046	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylomicrobium"
"Methylovulum psychrotolerans"	"S"	1704499	6	4	1	NA	NA	4	4	6	1	NA	1	6	NA	0.002437	0.001494	0.002437	NA	NA	0.000558	0.0005676	0.0009785	5.915e-05	NA	0.0008076	0.0008046	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae>Methylovulum"
"Haemophilus influenzae"	"S"	727	1951	37	3	NA	NA	85	61	95	1951	2	17	88	11	0.409	0.01382	0.00731	NA	NA	0.01186	0.008656	0.01549	0.1154	0.409	0.01373	0.0118	0.02875	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus parainfluenzae"	"S"	729	30	3	2	NA	NA	30	24	15	3	NA	1	27	NA	0.004874	0.001121	0.004874	NA	NA	0.004185	0.003406	0.002446	0.0001774	NA	0.0008076	0.003621	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"[Haemophilus] ducreyi"	"S"	730	117	2	NA	NA	NA	4	3	NA	117	NA	NA	3	NA	0.00692	0.0007471	NA	NA	NA	0.000558	0.0004257	NA	0.00692	NA	NA	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Haemophilus sp. oral taxon 036"	"S"	712310	493	1	NA	NA	NA	5	8	13	493	NA	NA	3	NA	0.02916	0.0003736	NA	NA	NA	0.0006976	0.001135	0.00212	0.02916	NA	NA	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Haemophilus"
"Mannheimia varigena"	"S"	85404	620	9	4	NA	NA	81	67	36	620	NA	6	33	3	0.03667	0.003362	0.009747	NA	NA	0.0113	0.009508	0.005871	0.03667	NA	0.004846	0.004426	0.007841	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Mannheimia sp. USDA-ARS-USMARC-1261"	"S"	1432056	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003736	0.0003736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Mannheimia"
"Aggregatibacter aphrophilus"	"S"	732	181	7	NA	NA	NA	10	7	9	181	NA	NA	11	NA	0.01071	0.002615	NA	NA	NA	0.001395	0.0009933	0.001468	0.01071	NA	NA	0.001475	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter"
"Aggregatibacter actinomycetemcomitans"	"S"	714	46	1	NA	NA	NA	5	NA	6	46	NA	NA	7	NA	0.002721	0.0003736	NA	NA	NA	0.0006976	NA	0.0009785	0.002721	NA	NA	0.0009388	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Aggregatibacter"
"Histophilus somni"	"S"	731	1107	6	1	NA	1	38	36	40	1107	NA	9	52	9	0.1524	0.002241	0.002437	NA	0.1524	0.005301	0.005109	0.006523	0.06548	NA	0.007268	0.006974	0.02352	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Histophilus"
"Actinobacillus pleuropneumoniae"	"S"	715	40	3	2	NA	1	33	26	6	40	NA	1	4	NA	0.1524	0.001121	0.004874	NA	0.1524	0.004604	0.00369	0.0009785	0.002366	NA	0.0008076	0.0005364	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Actinobacillus suis"	"S"	716	91	1	NA	NA	NA	NA	NA	NA	91	NA	NA	3	NA	0.005383	0.0003736	NA	NA	NA	NA	NA	NA	0.005383	NA	NA	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Actinobacillus succinogenes"	"S"	67854	3	1	NA	NA	NA	1	2	2	1	NA	NA	3	NA	0.0004023	0.0003736	NA	NA	NA	0.0001395	0.0002838	0.0003262	5.915e-05	NA	NA	0.0004023	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Actinobacillus"
"Gallibacterium anatis"	"S"	750	185	2	NA	NA	NA	3	4	2	185	NA	NA	1	NA	0.01094	0.0007471	NA	NA	NA	0.0004185	0.0005676	0.0003262	0.01094	NA	NA	0.0001341	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae>Gallibacterium"
"Steroidobacter denitrificans"	"S"	465721	610	78	14	NA	NA	395	329	476	121	NA	80	610	311	0.8129	0.02914	0.03411	NA	NA	0.05511	0.04669	0.07762	0.007157	NA	0.06461	0.08181	0.8129	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Nevskiales>Sinobacteraceae>Steroidobacter"
"Sulfurifustis variabilis"	"S"	1675686	48	9	NA	NA	NA	38	34	44	6	NA	2	48	NA	0.007175	0.003362	NA	NA	NA	0.005301	0.004825	0.007175	0.0003549	NA	0.001615	0.006437	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae>Sulfurifustis"
"Sulfuricaulis limicola"	"S"	1620215	48	1	NA	NA	NA	31	30	48	NA	NA	4	29	2	0.007828	0.0003736	NA	NA	NA	0.004325	0.004257	0.007828	NA	NA	0.00323	0.003889	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae>Sulfuricaulis"
"Immundisolibacter cernigliae"	"S"	1810504	157	13	4	NA	NA	42	47	30	157	NA	4	20	4	0.01046	0.004856	0.009747	NA	NA	0.005859	0.006669	0.004892	0.009286	NA	0.00323	0.002682	0.01046	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Immundisolibacterales>Immundisolibacteraceae>Immundisolibacter"
"Frischella perrara"	"S"	1267021	29	3	NA	NA	NA	8	3	25	29	NA	2	8	NA	0.004077	0.001121	NA	NA	NA	0.001116	0.0004257	0.004077	0.001715	NA	0.001615	0.001073	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Frischella"
"Gilliamella apicola"	"S"	1196095	223	1	NA	NA	NA	2	5	9	223	NA	NA	5	NA	0.01319	0.0003736	NA	NA	NA	0.000279	0.0007095	0.001468	0.01319	NA	NA	0.0006705	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Orbales>Orbaceae>Gilliamella"
"Bdellovibrio exovorus"	"S"	453816	4300	776	71	NA	NA	2775	4300	3177	17	NA	20	87	4	0.6102	0.2899	0.173	NA	NA	0.3871	0.6102	0.5181	0.001006	NA	0.01615	0.01167	0.01046	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Bdellovibrio bacteriovorus"	"S"	959	744	137	19	1	3	231	226	238	12	NA	96	744	27	0.4573	0.05118	0.0463	0.2004	0.4573	0.03223	0.03207	0.03881	0.0007098	NA	0.07753	0.09978	0.07057	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bdellovibrionales>Bdellovibrionaceae>Bdellovibrio"
"Halobacteriovorax marinus"	"S"	97084	522	79	8	NA	NA	385	522	487	42	NA	21	110	2	0.07942	0.02951	0.01949	NA	NA	0.05371	0.07407	0.07942	0.002484	NA	0.01696	0.01475	0.005228	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Oligoflexia>Bacteriovoracales>Halobacteriovoraceae>Halobacteriovorax"
