"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Leisingera"	"G"	191028	10	3	NA	NA	NA	6	4	10	NA	NA	3	3	NA	0.002103	0.001005	NA	NA	NA	0.000717	0.0004995	0.001457	NA	NA	0.002103	0.0003369	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Leisingera methylohalidivorans"	"S"	133924	10	3	NA	NA	NA	6	4	10	NA	NA	3	3	NA	0.002103	0.001005	NA	NA	NA	0.000717	0.0004995	0.001457	NA	NA	0.002103	0.0003369	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Leisingera"
"Brevirhabdus"	"G"	1855413	3	3	1	NA	NA	NA	2	3	NA	NA	NA	NA	NA	0.002141	0.001005	0.002141	NA	NA	NA	0.0002498	0.0004372	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Brevirhabdus pacifica"	"S"	1267768	3	3	1	NA	NA	NA	2	3	NA	NA	NA	NA	NA	0.002141	0.001005	0.002141	NA	NA	NA	0.0002498	0.0004372	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Brevirhabdus"
"Pseudovibrio"	"G"	258255	7	3	NA	NA	NA	6	4	7	NA	NA	4	7	NA	0.002804	0.001005	NA	NA	NA	0.000717	0.0004995	0.00102	NA	NA	0.002804	0.0007861	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudovibrio sp. FO-BEG1"	"S"	911045	7	3	NA	NA	NA	6	4	7	NA	NA	4	7	NA	0.002804	0.001005	NA	NA	NA	0.000717	0.0004995	0.00102	NA	NA	0.002804	0.0007861	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Pseudovibrio"
"Salipiger"	"G"	263377	71	4	4	NA	NA	71	27	48	NA	NA	18	17	NA	0.01262	0.00134	0.008565	NA	NA	0.008484	0.003372	0.006996	NA	NA	0.01262	0.001909	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Salipiger profundus"	"S"	1229727	71	4	4	NA	NA	71	27	48	NA	NA	18	17	NA	0.01262	0.00134	0.008565	NA	NA	0.008484	0.003372	0.006996	NA	NA	0.01262	0.001909	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Salipiger"
"Marivivens"	"G"	1759396	7	2	NA	NA	NA	1	1	7	NA	NA	NA	1	NA	0.00102	0.00067	NA	NA	NA	0.0001195	0.0001249	0.00102	NA	NA	NA	0.0001123	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivivens sp. JLT3646"	"S"	1920883	7	2	NA	NA	NA	1	1	7	NA	NA	NA	1	NA	0.00102	0.00067	NA	NA	NA	0.0001195	0.0001249	0.00102	NA	NA	NA	0.0001123	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Marivivens"
"Labrenzia"	"G"	478070	10	2	NA	NA	NA	1	3	10	NA	NA	2	NA	NA	0.001457	0.00067	NA	NA	NA	0.0001195	0.0003747	0.001457	NA	NA	0.001402	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter"	"G"	2433	9	1	NA	NA	NA	8	9	9	NA	NA	NA	4	NA	0.001312	0.000335	NA	NA	NA	0.000956	0.001124	0.001312	NA	NA	NA	0.0004492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter denitrificans"	"S"	2434	9	1	NA	NA	NA	8	NA	9	NA	NA	NA	NA	NA	0.001312	0.000335	NA	NA	NA	0.000956	NA	0.001312	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Roseobacter"
"Halocynthiibacter"	"G"	1579315	13	1	NA	NA	NA	1	5	13	NA	NA	2	4	NA	0.001895	0.000335	NA	NA	NA	0.0001195	0.0006244	0.001895	NA	NA	0.001402	0.0004492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halocynthiibacter arcticus"	"S"	1579316	13	1	NA	NA	NA	1	5	13	NA	NA	2	4	NA	0.001895	0.000335	NA	NA	NA	0.0001195	0.0006244	0.001895	NA	NA	0.001402	0.0004492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Halocynthiibacter"
"Antarctobacter"	"G"	74032	12	1	NA	NA	NA	9	4	12	NA	1	3	5	NA	0.128	0.000335	NA	NA	NA	0.001075	0.0004995	0.001749	NA	0.128	0.002103	0.0005615	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Antarctobacter heliothermus"	"S"	74033	12	1	NA	NA	NA	9	4	12	NA	1	3	5	NA	0.128	0.000335	NA	NA	NA	0.001075	0.0004995	0.001749	NA	0.128	0.002103	0.0005615	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Antarctobacter"
"Hyphomonadaceae"	"F"	69657	75	23	2	NA	NA	40	31	75	4	NA	19	36	2	0.01332	0.007705	0.004282	NA	NA	0.00478	0.003871	0.01093	0.000234	NA	0.01332	0.004043	0.004433	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Hirschia"	"G"	2723	35	17	1	NA	NA	24	19	35	NA	NA	7	15	1	0.005695	0.005695	0.002141	NA	NA	0.002868	0.002373	0.005101	NA	NA	0.004906	0.001685	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Hirschia baltica"	"S"	2724	35	17	1	NA	NA	24	19	35	NA	NA	7	15	1	0.005695	0.005695	0.002141	NA	NA	0.002868	0.002373	0.005101	NA	NA	0.004906	0.001685	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Hirschia"
"Maricaulis"	"G"	74317	9	4	NA	NA	NA	8	4	4	NA	NA	1	9	NA	0.00134	0.00134	NA	NA	NA	0.000956	0.0004995	0.000583	NA	NA	0.0007009	0.001011	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Maricaulis maris"	"S"	74318	9	4	NA	NA	NA	8	4	4	NA	NA	1	9	NA	0.00134	0.00134	NA	NA	NA	0.000956	0.0004995	0.000583	NA	NA	0.0007009	0.001011	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Maricaulis"
"Hyphomonas"	"G"	85	34	2	NA	NA	NA	8	7	34	4	NA	10	8	NA	0.007009	0.00067	NA	NA	NA	0.000956	0.0008742	0.004955	0.000234	NA	0.007009	0.0008984	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Sphingomonadales"	"O"	204457	16537	16537	2047	6	17	15360	9272	13765	126	11	6167	10180	594	5.54	5.54	4.383	0.7833	1.347	1.836	1.158	2.006	0.007372	1.408	4.323	1.143	1.317	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	41297	15654	15654	1956	4	14	13712	8156	12356	118	9	5641	9371	544	5.244	5.244	4.188	0.5222	1.109	1.639	1.019	1.801	0.006904	1.152	3.954	1.052	1.206	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingopyxis"	"G"	165697	7052	7052	854	1	2	5708	3353	4459	44	3	2715	4531	153	2.363	2.363	1.829	0.1305	0.1585	0.6821	0.4187	0.6499	0.002574	0.3841	1.903	0.5089	0.3391	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis sp. LPB0140"	"S"	1913578	3209	3209	381	NA	1	2560	1585	2228	16	1	1368	2390	74	1.075	1.075	0.8158	NA	0.07924	0.3059	0.1979	0.3247	0.0009361	0.128	0.9589	0.2684	0.164	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis macrogoltabida"	"S"	33050	2333	2333	290	NA	1	1975	1232	1825	19	1	1251	1965	77	0.8768	0.7816	0.6209	NA	0.07924	0.236	0.1539	0.266	0.001112	0.128	0.8768	0.2207	0.1707	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. EG6"	"S"	1874061	1321	1321	163	NA	NA	976	406	188	7	NA	20	75	NA	0.4426	0.4426	0.349	NA	NA	0.1166	0.0507	0.0274	0.0004096	NA	0.01402	0.008423	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. 113P3"	"S"	292913	68	68	10	1	NA	58	35	65	NA	NA	9	42	NA	0.1305	0.02278	0.02141	0.1305	NA	0.006931	0.004371	0.009474	NA	NA	0.006308	0.004717	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis terrae"	"S"	33052	47	47	4	NA	NA	34	26	17	NA	NA	10	8	NA	0.01575	0.01575	0.008565	NA	NA	0.004063	0.003247	0.002478	NA	NA	0.007009	0.0008984	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. WS5A3p"	"S"	2054227	121	49	3	NA	NA	92	50	121	1	NA	47	40	1	0.03294	0.01642	0.006424	NA	NA	0.01099	0.006244	0.01764	5.851e-05	NA	0.03294	0.004492	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis fribergensis"	"S"	1515612	17	17	1	NA	NA	9	15	9	NA	NA	7	9	NA	0.005695	0.005695	0.002141	NA	NA	0.001075	0.001873	0.001312	NA	NA	0.004906	0.001011	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis sp. FD7"	"S"	1914525	5	5	NA	NA	NA	1	1	3	NA	NA	NA	NA	NA	0.001675	0.001675	NA	NA	NA	0.0001195	0.0001249	0.0004372	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingobium"	"G"	165695	3896	3896	505	NA	4	3110	1767	2536	17	2	1201	1911	73	1.305	1.305	1.081	NA	0.317	0.3716	0.2207	0.3696	0.0009947	0.2561	0.8418	0.2146	0.1618	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium sp. RAC03"	"S"	1843368	939	939	116	NA	NA	676	366	595	1	1	467	648	30	0.3273	0.3146	0.2484	NA	NA	0.08078	0.04571	0.08672	5.851e-05	0.128	0.3273	0.07277	0.06649	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. SYK-6"	"S"	627192	2020	2020	279	NA	1	1436	771	858	14	1	316	457	18	0.6767	0.6767	0.5974	NA	0.07924	0.1716	0.09629	0.1251	0.0008191	0.128	0.2215	0.05132	0.0399	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. SCG-1"	"S"	2072936	142	142	14	NA	NA	116	52	94	1	NA	19	35	NA	0.04757	0.04757	0.02998	NA	NA	0.01386	0.006494	0.0137	5.851e-05	NA	0.01332	0.003931	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. YBL2"	"S"	484429	662	523	68	NA	1	662	419	607	1	NA	312	467	NA	0.2187	0.1752	0.1456	NA	0.07924	0.07911	0.05233	0.08847	5.851e-05	NA	0.2187	0.05245	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium hydrophobicum"	"S"	1673076	106	98	13	NA	NA	38	28	104	NA	NA	42	106	23	0.05098	0.03283	0.02784	NA	NA	0.004541	0.003497	0.01516	NA	NA	0.02944	0.0119	0.05098	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. YG1"	"S"	2082188	76	30	1	NA	NA	41	32	76	NA	NA	16	34	NA	0.01121	0.01005	0.002141	NA	NA	0.004899	0.003996	0.01108	NA	NA	0.01121	0.003818	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. TKS"	"S"	1315974	83	66	1	NA	NA	64	45	75	NA	NA	20	83	NA	0.02211	0.02211	0.002141	NA	NA	0.007648	0.00562	0.01093	NA	NA	0.01402	0.009321	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium cloacae"	"S"	120107	49	49	11	NA	NA	21	1	25	NA	NA	NA	20	NA	0.02355	0.01642	0.02355	NA	NA	0.002509	0.0001249	0.003644	NA	NA	NA	0.002246	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium japonicum"	"S"	332056	51	14	NA	NA	NA	15	22	51	NA	NA	6	21	NA	0.007433	0.00469	NA	NA	NA	0.001792	0.002747	0.007433	NA	NA	0.004206	0.002358	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium baderi"	"S"	1332080	27	12	NA	NA	NA	18	27	1	NA	NA	NA	18	NA	0.00402	0.00402	NA	NA	NA	0.002151	0.003372	0.0001457	NA	NA	NA	0.002021	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingomonas"	"G"	13687	2468	2468	293	2	4	2360	1362	2271	44	2	1017	1741	295	0.8268	0.8268	0.6274	0.2611	0.317	0.282	0.1701	0.331	0.002574	0.2561	0.7128	0.1955	0.6539	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas sp. KC8"	"S"	1030157	1375	1375	178	NA	NA	1175	700	975	13	1	653	1123	54	0.4607	0.4607	0.3811	NA	NA	0.1404	0.08742	0.1421	0.0007606	0.128	0.4577	0.1261	0.1197	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. YZ-8"	"S"	2319844	155	155	15	NA	NA	143	58	43	1	NA	11	24	NA	0.05193	0.05193	0.03212	NA	NA	0.01709	0.007243	0.006267	5.851e-05	NA	0.00771	0.002695	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. JJ-A5"	"S"	1921510	442	442	50	NA	NA	415	260	292	11	1	104	272	102	0.2261	0.1481	0.1071	NA	NA	0.04959	0.03247	0.04256	0.0006436	0.128	0.0729	0.03055	0.2261	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas panacis"	"S"	1560345	209	77	4	NA	1	45	39	209	2	NA	27	50	96	0.2128	0.0258	0.008565	NA	0.07924	0.005377	0.004871	0.03046	0.000117	NA	0.01892	0.005615	0.2128	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas indica"	"S"	941907	98	70	3	NA	1	50	24	98	2	NA	31	28	30	0.07924	0.02345	0.006424	NA	0.07924	0.005975	0.002997	0.01428	0.000117	NA	0.02173	0.003145	0.06649	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas hengshuiensis"	"S"	1609977	204	59	10	NA	2	53	40	204	1	NA	25	23	1	0.1585	0.01977	0.02141	NA	0.1585	0.006333	0.004995	0.02973	5.851e-05	NA	0.01752	0.002583	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas koreensis"	"S"	93064	330	158	17	NA	NA	330	152	327	13	NA	135	156	NA	0.09462	0.05293	0.0364	NA	NA	0.03943	0.01898	0.04766	0.0007606	NA	0.09462	0.01752	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sanxanigenens"	"S"	397260	67	67	9	NA	NA	61	35	51	NA	NA	12	22	NA	0.02245	0.02245	0.01927	NA	NA	0.007289	0.004371	0.007433	NA	NA	0.008411	0.002471	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas taxi"	"S"	1549858	28	12	2	NA	NA	17	14	28	NA	NA	8	14	6	0.0133	0.00402	0.004282	NA	NA	0.002031	0.001748	0.004081	NA	NA	0.005607	0.001572	0.0133	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas melonis"	"S"	152682	36	12	NA	NA	NA	36	7	11	NA	NA	1	8	NA	0.004302	0.00402	NA	NA	NA	0.004302	0.0008742	0.001603	NA	NA	0.0007009	0.0008984	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. LK11"	"S"	1390395	21	7	NA	NA	NA	9	7	21	NA	NA	NA	2	1	0.003061	0.002345	NA	NA	NA	0.001075	0.0008742	0.003061	NA	NA	NA	0.0002246	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. MM-1"	"S"	745310	20	20	1	NA	NA	5	6	NA	NA	NA	1	1	1	0.0067	0.0067	0.002141	NA	NA	0.0005975	0.0007493	NA	NA	NA	0.0007009	0.0001123	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. FARSPH"	"S"	2219696	6	5	1	NA	NA	4	3	3	NA	NA	3	6	4	0.008866	0.001675	0.002141	NA	NA	0.000478	0.0003747	0.0004372	NA	NA	0.002103	0.0006738	0.008866	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. LM7"	"S"	1938607	9	3	1	1	NA	9	7	3	NA	NA	NA	1	NA	0.1305	0.001005	0.002141	0.1305	NA	0.001075	0.0008742	0.0004372	NA	NA	NA	0.0001123	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas wittichii"	"S"	160791	4	2	NA	NA	NA	NA	1	1	NA	NA	NA	4	NA	0.00067	0.00067	NA	NA	NA	NA	0.0001249	0.0001457	NA	NA	NA	0.0004492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Novosphingobium"	"G"	165696	2582	1862	252	NA	2	1959	1255	2582	11	2	524	854	15	0.6238	0.6238	0.5396	NA	0.1585	0.2341	0.1567	0.3763	0.0006436	0.2561	0.3673	0.09591	0.03325	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Novosphingobium sp. THN1"	"S"	1016987	1413	1413	205	NA	1	1313	835	1255	10	NA	109	518	NA	0.4734	0.4734	0.4389	NA	0.07924	0.1569	0.1043	0.1829	0.0005851	NA	0.0764	0.05817	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium aromaticivorans"	"S"	48935	502	194	38	NA	NA	262	199	502	1	1	87	147	NA	0.128	0.06499	0.08137	NA	NA	0.03131	0.02485	0.07317	5.851e-05	0.128	0.06098	0.01651	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium sp. P6W"	"S"	1609758	60	60	7	NA	NA	47	32	43	NA	NA	20	26	1	0.0201	0.0201	0.01499	NA	NA	0.005616	0.003996	0.006267	NA	NA	0.01402	0.00292	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium pentaromativorans"	"S"	205844	193	193	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.06466	0.06466	NA	NA	NA	0.0001195	NA	NA	NA	NA	NA	0.0001123	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium resinovorum"	"S"	158500	8	1	1	NA	1	5	1	8	NA	NA	NA	4	NA	0.07924	0.000335	0.002141	NA	0.07924	0.0005975	0.0001249	0.001166	NA	NA	NA	0.0004492	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Sphingorhabdus"	"G"	1434046	225	223	28	NA	NA	209	146	225	NA	NA	98	203	4	0.07471	0.07471	0.05995	NA	NA	0.02498	0.01823	0.03279	NA	NA	0.06869	0.0228	0.008866	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus sp. Alg231-15"	"S"	1922222	74	31	1	NA	NA	34	23	74	NA	NA	13	19	NA	0.01079	0.01039	0.002141	NA	NA	0.004063	0.002872	0.01079	NA	NA	0.009112	0.002134	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus"
"Sphingorhabdus sp. M41"	"S"	1806885	175	1	NA	NA	NA	175	123	151	NA	NA	1	1	1	0.02201	0.000335	NA	NA	NA	0.02091	0.01536	0.02201	NA	NA	0.0007009	0.0001123	0.002216	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus"
"Blastomonas"	"G"	150203	126	70	10	NA	NA	109	63	126	NA	NA	46	59	NA	0.03224	0.02345	0.02141	NA	NA	0.01303	0.007868	0.01836	NA	NA	0.03224	0.006626	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	541	185	49	8	NA	NA	185	129	36	1	NA	12	25	3	0.02211	0.01642	0.01713	NA	NA	0.02211	0.01611	0.005247	5.851e-05	NA	0.008411	0.002808	0.006649	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas mobilis"	"S"	542	185	49	8	NA	NA	185	129	36	1	NA	12	25	3	0.02211	0.01642	0.01713	NA	NA	0.02211	0.01611	0.005247	5.851e-05	NA	0.008411	0.002808	0.006649	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas"
"Citromicrobium"	"G"	72173	100	27	4	NA	NA	56	75	100	1	NA	24	39	NA	0.01682	0.009045	0.008565	NA	NA	0.006692	0.009366	0.01457	5.851e-05	NA	0.01682	0.00438	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Citromicrobium sp. JL477"	"S"	1634516	100	27	4	NA	NA	56	75	100	1	NA	24	39	NA	0.01682	0.009045	0.008565	NA	NA	0.006692	0.009366	0.01457	5.851e-05	NA	0.01682	0.00438	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Citromicrobium"
"Rhizorhabdus"	"G"	1649486	16	4	NA	NA	NA	12	5	16	NA	NA	1	5	NA	0.002332	0.00134	NA	NA	NA	0.001434	0.0006244	0.002332	NA	NA	0.0007009	0.0005615	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
