"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Acinetobacter baumannii"	"S"	470	27	2	1	NA	NA	5	7	7	27	NA	1	3	1	0.002068	0.0005878	0.001932	NA	NA	0.0005315	0.0007485	0.0009017	0.001579	NA	0.0006684	0.0003262	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter calcoaceticus"	"S"	471	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	0.0001069	NA	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter>Acinetobacter&nbsp;calcoaceticus/baumannii&nbsp;complex"
"Acinetobacter sp. LoGeW2-3"	"S"	1808001	14	3	2	NA	NA	11	13	12	14	NA	NA	11	NA	0.003864	0.0008816	0.003864	NA	NA	0.001169	0.00139	0.001546	0.0008187	NA	NA	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter larvae"	"S"	1789224	56	1	1	NA	1	NA	3	12	1	NA	4	56	1	0.07364	0.0002939	0.001932	NA	0.07364	NA	0.0003208	0.001546	5.848e-05	NA	0.002674	0.006088	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Acinetobacter sp. SWBY1"	"S"	2079596	15	1	NA	NA	NA	1	NA	NA	NA	NA	NA	15	NA	0.001631	0.0002939	NA	NA	NA	0.0001063	NA	NA	NA	NA	NA	0.001631	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Acinetobacter"
"Moraxella"	"G"	475	358	73	2	2	NA	258	358	283	202	2	10	115	20	0.241	0.02145	0.003864	0.2309	NA	0.02742	0.03828	0.03645	0.01181	0.241	0.006684	0.0125	0.04135	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Moraxella osloensis"	"S"	34062	327	56	2	NA	NA	208	327	230	3	1	5	52	1	0.1205	0.01646	0.003864	NA	NA	0.02211	0.03497	0.02963	0.0001754	0.1205	0.003342	0.005653	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Moraxella"
"Moraxella ovis"	"S"	29433	14	2	NA	1	NA	12	3	3	4	NA	2	14	9	0.1155	0.0005878	NA	0.1155	NA	0.001276	0.0003208	0.0003864	0.0002339	NA	0.001337	0.001522	0.01861	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Moraxella"
"Psychrobacter"	"G"	497	83	7	2	NA	2	23	15	26	83	1	7	45	5	0.1473	0.002057	0.003864	NA	0.1473	0.002445	0.001604	0.003349	0.004854	0.1205	0.004679	0.004892	0.01034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Psychrobacter sp. AntiMn-1"	"S"	1720344	8	1	NA	NA	1	NA	2	2	8	NA	NA	3	NA	0.07364	0.0002939	NA	NA	0.07364	NA	0.0002139	0.0002576	0.0004679	NA	NA	0.0003262	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae>Psychrobacter"
"Xanthomonadales"	"O"	135614	4072	658	124	7	8	3439	2842	4072	473	2	361	3593	185	0.8083	0.1934	0.2395	0.8083	0.5891	0.3655	0.3039	0.5245	0.02766	0.241	0.2413	0.3906	0.3825	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Xanthomonadaceae"	"F"	32033	2266	406	78	5	4	2128	1687	2266	406	2	211	2158	87	0.5774	0.1193	0.1507	0.5774	0.2946	0.2262	0.1804	0.2919	0.02374	0.241	0.141	0.2346	0.1799	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Stenotrophomonas"	"G"	40323	1130	232	41	2	NA	1130	912	998	288	1	96	988	51	0.2309	0.06818	0.0792	0.2309	NA	0.1201	0.09752	0.1286	0.01684	0.1205	0.06417	0.1074	0.1055	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Stenotrophomonas maltophilia group"	"-"	995085	850	172	29	2	NA	850	701	579	241	NA	63	578	26	0.2309	0.05055	0.05602	0.2309	NA	0.09035	0.07496	0.07458	0.01409	NA	0.04211	0.06284	0.05376	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Stenotrophomonas maltophilia"	"S"	40324	850	172	29	2	NA	850	701	579	241	NA	63	578	26	0.2309	0.05055	0.05602	0.2309	NA	0.09035	0.07496	0.07458	0.01409	NA	0.04211	0.06284	0.05376	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas>Stenotrophomonas&nbsp;maltophilia&nbsp;group"
"Stenotrophomonas acidaminiphila"	"S"	128780	70	9	1	NA	NA	38	26	70	4	NA	6	53	9	0.01861	0.002645	0.001932	NA	NA	0.004039	0.00278	0.009017	0.0002339	NA	0.004011	0.005762	0.01861	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Stenotrophomonas sp. KCTC 12332"	"S"	1793721	49	3	2	NA	NA	27	21	34	2	NA	3	49	3	0.006203	0.0008816	0.003864	NA	NA	0.00287	0.002246	0.00438	0.000117	NA	0.002005	0.005327	0.006203	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Stenotrophomonas sp. WZN-1"	"S"	2005046	4	3	1	NA	NA	3	4	4	NA	NA	NA	4	NA	0.001932	0.0008816	0.001932	NA	NA	0.0003189	0.0004277	0.0005153	NA	NA	NA	0.0004349	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Lysobacter"	"G"	68	535	96	18	NA	1	462	362	532	12	1	41	535	8	0.1205	0.02821	0.03477	NA	0.07364	0.04911	0.03871	0.06853	0.0007018	0.1205	0.02741	0.05817	0.01654	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Lysobacter enzymogenes"	"S"	69	208	41	6	NA	1	185	129	177	5	NA	15	208	1	0.07364	0.01205	0.01159	NA	0.07364	0.01966	0.01379	0.0228	0.0002924	NA	0.01003	0.02261	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Lysobacter gummosus"	"S"	262324	38	7	1	NA	NA	12	11	38	NA	NA	1	20	NA	0.004895	0.002057	0.001932	NA	NA	0.001276	0.001176	0.004895	NA	NA	0.0006684	0.002174	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Lysobacter antibioticus"	"S"	84531	49	6	1	NA	NA	40	27	46	1	NA	2	49	NA	0.005925	0.001763	0.001932	NA	NA	0.004252	0.002887	0.005925	5.848e-05	NA	0.001337	0.005327	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Lysobacter capsici"	"S"	435897	6	2	NA	NA	NA	3	4	NA	1	NA	1	6	NA	0.0006684	0.0005878	NA	NA	NA	0.0003189	0.0004277	NA	5.848e-05	NA	0.0006684	0.0006523	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Pseudoxanthomonas"	"G"	83618	298	29	7	1	NA	194	143	298	17	NA	33	244	5	0.1155	0.008522	0.01352	0.1155	NA	0.02062	0.01529	0.03839	0.0009942	NA	0.02206	0.02653	0.01034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Pseudoxanthomonas suwonensis"	"S"	314722	168	25	5	1	NA	121	88	168	17	NA	19	148	3	0.1155	0.007347	0.009659	0.1155	NA	0.01286	0.00941	0.02164	0.0009942	NA	0.0127	0.01609	0.006203	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Pseudoxanthomonas"
"Pseudoxanthomonas spadix"	"S"	415229	130	4	1	NA	NA	73	54	130	NA	NA	14	96	2	0.01675	0.001176	0.001932	NA	NA	0.00776	0.005774	0.01675	NA	NA	0.009358	0.01044	0.004135	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Pseudoxanthomonas"
"Xanthomonas"	"G"	338	155	17	3	2	3	93	59	155	6	NA	12	113	2	0.2309	0.004996	0.005795	0.2309	0.2209	0.009885	0.006309	0.01997	0.0003509	NA	0.008021	0.01229	0.004135	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Xanthomonas sacchari"	"S"	56458	69	12	2	NA	NA	67	39	69	NA	NA	8	65	NA	0.008888	0.003527	0.003864	NA	NA	0.007122	0.00417	0.008888	NA	NA	0.005347	0.007067	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas fragariae"	"S"	48664	5	2	NA	NA	NA	5	3	4	NA	NA	NA	5	NA	0.0005878	0.0005878	NA	NA	NA	0.0005315	0.0003208	0.0005153	NA	NA	NA	0.0005436	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas albilineans"	"S"	29447	36	1	NA	NA	NA	10	7	36	NA	NA	NA	21	1	0.004637	0.0002939	NA	NA	NA	0.001063	0.0007485	0.004637	NA	NA	NA	0.002283	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas vesicatoria"	"S"	56460	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001087	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Xanthomonas phaseoli"	"S"	1985254	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002939	0.0002939	NA	NA	NA	NA	NA	NA	5.848e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Luteimonas"	"G"	83614	96	11	2	NA	NA	59	49	96	1	NA	12	80	1	0.01237	0.003233	0.003864	NA	NA	0.006271	0.00524	0.01237	5.848e-05	NA	0.008021	0.008698	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Luteimonas sp. 100111"	"S"	2006110	96	11	2	NA	NA	59	49	96	1	NA	12	80	1	0.01237	0.003233	0.003864	NA	NA	0.006271	0.00524	0.01237	5.848e-05	NA	0.008021	0.008698	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Luteimonas"
"Xylella"	"G"	2370	60	4	1	NA	NA	29	36	60	38	NA	5	40	3	0.007729	0.001176	0.001932	NA	NA	0.003083	0.00385	0.007729	0.002222	NA	0.003342	0.004349	0.006203	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Xylella fastidiosa"	"S"	2371	60	4	1	NA	NA	29	36	60	38	NA	5	40	3	0.007729	0.001176	0.001932	NA	NA	0.003083	0.00385	0.007729	0.002222	NA	0.003342	0.004349	0.006203	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xylella"
"Rhodanobacteraceae"	"F"	1775411	1601	200	39	1	4	1112	1007	1601	47	NA	134	1242	88	0.2946	0.05878	0.07534	0.1155	0.2946	0.1182	0.1077	0.2062	0.002749	NA	0.08957	0.135	0.182	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Dokdonella"	"G"	323413	443	80	17	1	NA	351	272	443	4	NA	48	400	45	0.1155	0.02351	0.03284	0.1155	NA	0.03731	0.02909	0.05706	0.0002339	NA	0.03208	0.04349	0.09305	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Dokdonella koreensis"	"S"	323415	443	80	17	1	NA	351	272	443	4	NA	48	400	45	0.1155	0.02351	0.03284	0.1155	NA	0.03731	0.02909	0.05706	0.0002339	NA	0.03208	0.04349	0.09305	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dokdonella"
"Rhodanobacter"	"G"	75309	182	31	5	NA	1	108	81	182	10	NA	13	115	4	0.07364	0.00911	0.009659	NA	0.07364	0.01148	0.008662	0.02344	0.0005848	NA	0.00869	0.0125	0.008271	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Rhodanobacter denitrificans"	"S"	666685	182	31	5	NA	1	108	81	182	10	NA	13	115	4	0.07364	0.00911	0.009659	NA	0.07364	0.01148	0.008662	0.02344	0.0005848	NA	0.00869	0.0125	0.008271	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Rhodanobacter"
"Dyella"	"G"	231454	109	17	2	NA	1	62	60	109	2	NA	5	74	4	0.07364	0.004996	0.003864	NA	0.07364	0.00659	0.006416	0.01404	0.000117	NA	0.003342	0.008045	0.008271	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Dyella japonica"	"S"	231455	32	7	1	NA	NA	15	16	32	2	NA	2	17	NA	0.004122	0.002057	0.001932	NA	NA	0.001594	0.001711	0.004122	0.000117	NA	0.001337	0.001848	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Dyella thiooxydans"	"S"	445710	20	6	1	NA	NA	12	12	19	NA	NA	NA	20	NA	0.002447	0.001763	0.001932	NA	NA	0.001276	0.001283	0.002447	NA	NA	NA	0.002174	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Dyella jiangningensis"	"S"	1379159	58	3	NA	NA	1	35	32	58	NA	NA	3	36	4	0.07364	0.0008816	NA	NA	0.07364	0.00372	0.003422	0.007471	NA	NA	0.002005	0.003914	0.008271	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Luteibacter"	"G"	242605	42	14	2	NA	NA	19	16	42	NA	NA	2	34	NA	0.00541	0.004114	0.003864	NA	NA	0.00202	0.001711	0.00541	NA	NA	0.001337	0.003697	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Luteibacter rhizovicinus"	"S"	242606	42	14	2	NA	NA	19	16	42	NA	NA	2	34	NA	0.00541	0.004114	0.003864	NA	NA	0.00202	0.001711	0.00541	NA	NA	0.001337	0.003697	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Luteibacter"
"Frateuria"	"G"	70411	102	10	3	NA	NA	54	36	102	1	NA	10	78	7	0.01447	0.002939	0.005795	NA	NA	0.00574	0.00385	0.01314	5.848e-05	NA	0.006684	0.00848	0.01447	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Frateuria aurantia"	"S"	81475	102	10	3	NA	NA	54	36	102	1	NA	10	78	7	0.01447	0.002939	0.005795	NA	NA	0.00574	0.00385	0.01314	5.848e-05	NA	0.006684	0.00848	0.01447	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Frateuria"
"unclassified Xanthomonadales"	"-"	451320	164	40	6	1	NA	164	119	154	11	NA	12	143	10	0.1155	0.01176	0.01159	0.1155	NA	0.01743	0.01273	0.01984	0.0006433	NA	0.008021	0.01555	0.02068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Xanthomonadales bacterium D13"	"S"	2021234	164	40	6	1	NA	164	119	154	11	NA	12	143	10	0.1155	0.01176	0.01159	0.1155	NA	0.01743	0.01273	0.01984	0.0006433	NA	0.008021	0.01555	0.02068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>unclassified&nbsp;Xanthomonadales"
"unclassified Gammaproteobacteria"	"-"	118884	1643	549	74	1	NA	779	544	812	1643	2	241	837	50	0.241	0.1613	0.143	0.1155	NA	0.0828	0.05817	0.1046	0.09609	0.241	0.1611	0.091	0.1034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Candidatus Thioglobus"	"G"	655184	256	256	25	NA	NA	228	118	188	34	NA	90	204	10	0.07523	0.07523	0.0483	NA	NA	0.02424	0.01262	0.02422	0.001988	NA	0.06016	0.02218	0.02068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Candidatus Thioglobus autotrophicus"	"S"	1705394	253	253	25	NA	NA	217	114	176	34	NA	90	196	9	0.07435	0.07435	0.0483	NA	NA	0.02307	0.01219	0.02267	0.001988	NA	0.06016	0.02131	0.01861	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Candidatus&nbsp;Thioglobus"
"Candidatus Thioglobus singularis"	"S"	1427364	9	2	NA	NA	NA	9	2	5	NA	NA	NA	7	1	0.002068	0.0005878	NA	NA	NA	0.0009567	0.0002139	0.0006441	NA	NA	NA	0.000761	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Candidatus&nbsp;Thioglobus"
"sulfur-oxidizing symbionts"	"-"	32036	56	35	4	NA	NA	42	31	54	33	NA	19	56	3	0.0127	0.01029	0.007727	NA	NA	0.004464	0.003315	0.006956	0.00193	NA	0.0127	0.006088	0.006203	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Bathymodiolus septemdierum thioautotrophic gill symbiont"	"S"	113267	34	30	3	NA	NA	28	13	28	11	NA	16	34	NA	0.01069	0.008816	0.005795	NA	NA	0.002976	0.00139	0.003607	0.0006433	NA	0.01069	0.003697	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>sulfur&#x2011;oxidizing&nbsp;symbionts"
"Calyptogena okutanii thioautotrophic gill symbiont"	"S"	410330	5	3	1	NA	NA	2	4	3	NA	NA	NA	5	NA	0.001932	0.0008816	0.001932	NA	NA	0.0002126	0.0004277	0.0003864	NA	NA	NA	0.0005436	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>sulfur&#x2011;oxidizing&nbsp;symbionts"
"Candidatus Ruthia"	"G"	1541743	11	1	NA	NA	NA	1	1	2	11	NA	NA	3	1	0.002068	0.0002939	NA	NA	NA	0.0001063	0.0001069	0.0002576	0.0006433	NA	NA	0.0003262	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>sulfur&#x2011;oxidizing&nbsp;symbionts"
"Candidatus Ruthia magnifica"	"S"	386487	11	1	NA	NA	NA	1	1	2	11	NA	NA	3	1	0.002068	0.0002939	NA	NA	NA	0.0001063	0.0001069	0.0002576	0.0006433	NA	NA	0.0003262	0.002068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>sulfur&#x2011;oxidizing&nbsp;symbionts>Candidatus&nbsp;Ruthia"
"Candidatus Baumannia"	"-"	198346	1431	26	3	NA	NA	124	109	70	1431	2	7	70	5	0.241	0.007641	0.005795	NA	NA	0.01318	0.01166	0.009017	0.08369	0.241	0.004679	0.00761	0.01034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Candidatus Baumannia cicadellinicola"	"S"	186490	1431	26	3	NA	NA	124	109	70	1431	2	7	70	5	0.241	0.007641	0.005795	NA	NA	0.01318	0.01166	0.009017	0.08369	0.241	0.004679	0.00761	0.01034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Candidatus&nbsp;Baumannia"
"Pseudohongiella"	"G"	1524249	103	23	3	NA	NA	57	49	103	76	NA	9	98	2	0.01327	0.006759	0.005795	NA	NA	0.006059	0.00524	0.01327	0.004445	NA	0.006016	0.01065	0.004135	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Pseudohongiella spirulinae"	"S"	1249552	103	23	3	NA	NA	57	49	103	76	NA	9	98	2	0.01327	0.006759	0.005795	NA	NA	0.006059	0.00524	0.01327	0.004445	NA	0.006016	0.01065	0.004135	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Pseudohongiella"
"unclassified Gammaproteobacteria (miscellaneous)"	"-"	33811	82	8	NA	1	NA	26	19	73	20	NA	6	82	2	0.1155	0.002351	NA	0.1155	NA	0.002764	0.002032	0.009403	0.00117	NA	0.004011	0.008915	0.004135	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"gamma proteobacterium HdN1"	"S"	83406	71	7	NA	1	NA	20	15	59	15	NA	5	71	2	0.1155	0.002057	NA	0.1155	NA	0.002126	0.001604	0.0076	0.0008772	NA	0.003342	0.007719	0.004135	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"endosymbiont of unidentified scaly snail isolate Monju"	"S"	1248727	14	1	NA	NA	NA	6	4	14	5	NA	1	11	NA	0.001803	0.0002939	NA	NA	NA	0.0006378	0.0004277	0.001803	0.0002924	NA	0.0006684	0.001196	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"Sedimenticola"	"G"	349742	49	7	NA	NA	NA	26	27	49	13	NA	2	15	9	0.01861	0.002057	NA	NA	NA	0.002764	0.002887	0.006312	0.0007603	NA	0.001337	0.001631	0.01861	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Sedimenticola thiotaurini"	"S"	1543721	49	7	NA	NA	NA	26	27	49	13	NA	2	15	9	0.01861	0.002057	NA	NA	NA	0.002764	0.002887	0.006312	0.0007603	NA	0.001337	0.001631	0.01861	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Sedimenticola"
"Thiolapillus"	"G"	1608298	31	6	NA	NA	NA	17	12	31	9	NA	2	22	8	0.01654	0.001763	NA	NA	NA	0.001807	0.001283	0.003993	0.0005263	NA	0.001337	0.002392	0.01654	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Thiolapillus brandeum"	"S"	1076588	31	6	NA	NA	NA	17	12	31	9	NA	2	22	8	0.01654	0.001763	NA	NA	NA	0.001807	0.001283	0.003993	0.0005263	NA	0.001337	0.002392	0.01654	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Thiolapillus"
"Thiohalobacter"	"G"	1273155	37	3	1	NA	NA	13	26	29	1	NA	3	37	5	0.01034	0.0008816	0.001932	NA	NA	0.001382	0.00278	0.003736	5.848e-05	NA	0.002005	0.004023	0.01034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Thiohalobacter thiocyanaticus"	"S"	585455	37	3	1	NA	NA	13	26	29	1	NA	3	37	5	0.01034	0.0008816	0.001932	NA	NA	0.001382	0.00278	0.003736	5.848e-05	NA	0.002005	0.004023	0.01034	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Thiohalobacter"
"Vibrionales"	"O"	135623	32571	497	94	1	4	2581	2145	1715	32571	5	250	2044	135	1.905	0.1461	0.1816	0.1155	0.2946	0.2743	0.2294	0.2209	1.905	0.6024	0.1671	0.2222	0.2791	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	641	32571	497	94	1	4	2581	2145	1715	32571	5	250	2044	135	1.905	0.1461	0.1816	0.1155	0.2946	0.2743	0.2294	0.2209	1.905	0.6024	0.1671	0.2222	0.2791	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	662	25212	400	75	1	4	2323	1901	1439	25212	5	198	1560	105	1.474	0.1176	0.1449	0.1155	0.2946	0.2469	0.2033	0.1854	1.474	0.6024	0.1323	0.1696	0.2171	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
