	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Candidatus Soleaferrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
Candidatus Symbiobacter	233.0	52.0	33.0	295.0	17.0	144.0	347.0	27.0	239.0	77.0	46.0	45.0	102.0	136.0	9.0	0.0	1.0	0.0
Candidatus Turbabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Xenohaliotis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caproiciproducens	0.0	1.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carboxylicivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catellicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacter	22.0	5.0	8.0	85.0	46.0	30.0	70.0	42.0	30.0	11.0	14.0	17.0	440.0	31.0	30.0	0.0	0.0	0.0
Cavicella	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Cedecea	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellvibrio	4.0	10.0	7.0	8.0	5.0	1.0	7.0	35.0	4.0	2.0	2.0	0.0	15.0	3.0	10.0	0.0	0.0	0.0
Cephaloticoccus	0.0	2.0	0.0	4.0	0.0	0.0	3.0	1.0	7.0	5.0	1.0	0.0	23.0	2.0	0.0	0.0	0.0	0.0
Cerasicoccus	0.0	0.0	0.0	5.0	0.0	0.0	9.0	1.0	10.0	0.0	3.0	1.0	4.0	0.0	2.0	0.0	0.0	0.0
Cereibacter	3.0	1.0	12.0	28.0	1.0	8.0	12.0	3.0	3.0	3.0	1.0	26.0	77.0	12.0	0.0	0.0	0.0	0.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chamaesiphon PCC-7430	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelatococcus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Chiayiivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Chitinibacter	0.0	10.0	5.0	0.0	14.0	0.0	2.0	31.0	0.0	7.0	6.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0
Chitinilyticum	0.0	2.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinimonas	0.0	4.0	0.0	5.0	5.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Chitinivorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	13.0	9.0	0.0	5.0	0.0	9.0	0.0	0.0	0.0
Chitinophaga	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae R-7 group	10.0	5.0	9.0	59.0	5.0	20.0	12.0	14.0	21.0	16.0	5.0	6.0	12.0	56.0	7.0	0.0	0.0	0.0
Chromatium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	1.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0
Chryseoglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Chryseomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	2.0	3.0	4.0	0.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	10.0	2.0	3.0	0.0	0.0	0.0
Citrobacter	23.0	3.0	3.0	11.0	2.0	1.0	12.0	14.0	4.0	0.0	3.0	0.0	34.0	35.0	2.0	95.0	104.0	53.0
Cloacibacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 1	20.0	16.0	17.0	8.0	72.0	24.0	31.0	96.0	24.0	88.0	65.0	60.0	10.0	66.0	48.0	0.0	1.0	0.0
Clostridium sensu stricto 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	0.0	1.0	0.0	0.0	3.0	0.0	5.0	6.0	0.0	4.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 13	3.0	1.0	0.0	0.0	12.0	5.0	3.0	3.0	4.0	0.0	4.0	6.0	8.0	3.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 3	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 5	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 9	0.0	0.0	0.0	0.0	6.0	4.0	0.0	4.0	0.0	1.0	3.0	0.0	1.0	1.0	4.0	0.0	0.0	0.0
Cnuella	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	0.0	0.0	1.0	3.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Comamonas	34.0	54.0	57.0	125.0	55.0	26.0	49.0	40.0	38.0	34.0	34.0	18.0	26.0	115.0	25.0	0.0	0.0	0.0
Conexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
Confluentibacter	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 1	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Coprococcus 2	6.0	0.0	0.0	9.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Coprococcus 3	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0
Coraliomargarita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coxiella	4.0	2.0	5.0	2.0	7.0	2.0	5.0	4.0	3.0	9.0	6.0	8.0	61.0	12.0	9.0	0.0	0.0	0.0
Crassaminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenothrix	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
Crocinitomix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	2.0	1.0
Cryptanaerobacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cupriavidus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Curvibacter	28.0	40.0	38.0	29.0	54.0	21.0	32.0	91.0	28.0	58.0	48.0	38.0	24.0	31.0	26.0	0.0	0.0	0.0
Cyanobium PCC-6307	0.0	0.0	0.0	0.0	0.0	1.0	0.0	14.0	4.0	12.0	25.0	0.0	0.0	2.0	130.0	0.0	0.0	0.0
Cylindrospermum CENA33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	14.0	3.0	0.0	4.0	2.0	15.0	8.0	11.0	13.0	3.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0
DMER64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0
DSSD61	2.0	0.0	0.0	4.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	0.0	4.0	3.0	1.0	5.0	0.0	0.0	12.0	0.0	4.0	4.0	0.0	10.0	8.0	0.0	0.0	0.0	0.0
Dechloromonas	49.0	27.0	45.0	65.0	18.0	29.0	20.0	36.0	47.0	27.0	18.0	14.0	643.0	970.0	13.0	0.0	0.0	0.0
Dechlorosoma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0
Deefgea	6.0	5.0	12.0	13.0	16.0	12.0	24.0	35.0	16.0	12.0	15.0	0.0	179.0	2.0	3.0	0.0	0.0	0.0
Defluviicoccus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	4.0	0.0	8.0	4.0	1.0	0.0	0.0	0.0	0.0
Defluviimonas	2.0	1.0	5.0	12.0	15.0	0.0	7.0	6.0	7.0	1.0	3.0	4.0	86.0	31.0	0.0	0.0	0.0	0.0
Defluviitaleaceae UCG-011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Deinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Deinococcus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0
Delftia	3.0	3.0	0.0	3.0	8.0	4.0	4.0	48.0	4.0	11.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0
Demequina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	8.0	10.0	14.0	119.0	9.0	7.0	44.0	22.0	123.0	27.0	22.0	13.0	52.0	41.0	4.0	0.0	0.0	0.0
Desulfatiglans	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	3.0	3.0	2.0	0.0	30.0	4.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	3.0	0.0	11.0	0.0	0.0	0.0	3.0	2.0	2.0	3.0	6.0	39.0	8.0	3.0	0.0	0.0	0.0
Desulfobacter	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	0.0	0.0	5.0	0.0	0.0	3.0	7.0	0.0	0.0	1.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	0.0	0.0	0.0	3.0	0.0	0.0	0.0	6.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	1.0	1.0	0.0	5.0	0.0	0.0	1.0	1.0	8.0	7.0	0.0	0.0	30.0	1.0	0.0	0.0	0.0	0.0
Devosia	17.0	31.0	38.0	89.0	75.0	40.0	38.0	107.0	31.0	32.0	21.0	23.0	318.0	71.0	38.0	0.0	0.0	0.0
Dialister	0.0	0.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	2.0	2.0	0.0	7.0	0.0	3.0	1.0	2.0	5.0	0.0	3.0	0.0	0.0	14.0	0.0	0.0	0.0	0.0
Dickeya	0.0	22.0	0.0	0.0	2.0	0.0	0.0	20.0	0.0	4.0	5.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0
Dinghuibacter	66.0	8.0	23.0	15.0	18.0	38.0	49.0	57.0	109.0	189.0	386.0	103.0	14.0	19.0	364.0	0.0	0.0	0.0
Diplorickettsia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	5.0	2.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0
Diplosphaera	0.0	0.0	0.0	3.0	0.0	2.0	5.0	4.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	4.0	2.0	0.0	62.0	0.0	3.0	18.0	0.0	18.0	3.0	1.0	0.0	16.0	187.0	21.0	0.0	0.0	0.0
Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	1.0	7.0	6.0	5.0	0.0	2.0	7.0	6.0	2.0	3.0	0.0	48.0	11.0	0.0	0.0	0.0	0.0
Dorea	6.0	0.0	0.0	8.0	1.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	2.0	13.0	0.0	0.0	0.0	0.0
Duganella	153.0	47.0	31.0	172.0	23.0	106.0	73.0	205.0	93.0	36.0	18.0	1.0	40.0	26.0	9.0	0.0	0.0	0.0
Dyadobacter	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
Dyella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elev-16S-1166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ellin6067	12.0	28.0	28.0	129.0	24.0	9.0	38.0	50.0	63.0	34.0	32.0	28.0	47.0	69.0	11.0	0.0	0.0	0.0
Elstera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Emticicia	2.0	0.0	0.0	2.0	0.0	5.0	0.0	0.0	5.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0
Ensifer	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Enterobacter	14.0	5.0	12.0	13.0	4.0	2.0	12.0	13.0	7.0	4.0	4.0	0.0	8.0	9.0	7.0	51.0	38.0	32.0
Enterococcus	2.0	5.0	6.0	3.0	2.0	0.0	1.0	14.0	0.0	3.0	7.0	19.0	2.0	4.0	2.0	1803.0	1767.0	1886.0
Epulopiscium	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	26.0	9.0	30.0	23.0	3.0	5.0	15.0	22.0	6.0	1.0	0.0	0.0	26.0	5.0	0.0	3.0	1.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	0.0	0.0	6.0	7.0	2.0	2.0	4.0	0.0	3.0	2.0	0.0	14.0	36.0	4.0	0.0	0.0	0.0	0.0
Escherichia-Shigella	62.0	20.0	35.0	42.0	11.0	18.0	20.0	19.0	12.0	13.0	16.0	23.0	64.0	43.0	5.0	11883.0	11902.0	11022.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	2.0	0.0	2.0	5.0	0.0	0.0	1.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	5.0	6.0	4.0
FFCH5858	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	59.0	3.0	16.0	159.0	2.0	53.0	55.0	7.0	41.0	13.0	10.0	0.0	150.0	56.0	9.0	0.0	0.0	0.0
Falsirhodobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Ferribacterium	3.0	1.0	5.0	5.0	0.0	2.0	4.0	5.0	4.0	1.0	2.0	7.0	254.0	1549.0	1.0	0.0	0.0	0.0
Ferritrophicum	12.0	2.0	0.0	30.0	1.0	4.0	8.0	17.0	19.0	6.0	1.0	0.0	15.0	6.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Ferrovum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	12.0	3.0	0.0	12.0	3.0	10.0	18.0	1.0	39.0	7.0	13.0	11.0	13.0	222.0	4.0	0.0	0.0	0.0
Fibrobacter	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	2.0	0.0	4.0	5.0	0.0	1.0	11.0	0.0	2.0	1.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	0.0	0.0	6.0	0.0	0.0	5.0	2.0	15.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Flavisolibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Flavobacterium	1580.0	771.0	916.0	274.0	1229.0	1927.0	1403.0	319.0	1431.0	273.0	268.0	114.0	476.0	358.0	369.0	2.0	2.0	2.0
Flavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Flectobacillus	0.0	2.0	31.0	0.0	0.0	0.0	0.0	1.0	0.0	9.0	0.0	6.0	0.0	1.0	2.0	0.0	0.0	0.0
Flexibacter	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flexithrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	238.0	214.0	190.0	63.0	361.0	321.0	162.0	88.0	273.0	122.0	91.0	36.0	136.0	87.0	243.0	0.0	1.0	0.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	2.0	3.0	0.0	6.0	6.0	0.0	3.0	7.0	0.0	1.0	5.0	0.0	1.0	14.0	99.0	0.0	0.0	0.0
Fodinicurvata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	2.0	1.0	7.0	1.0	0.0	0.0	3.0	9.0	0.0	5.0	5.0	0.0	13.0	2.0	0.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0
Frondihabitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	2.0	2.0	2.0	4.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	2.0	1.0	0.0	2.0	3.0	4.0	1.0	5.0	5.0	2.0	0.0	0.0	1.0	19.0	0.0	0.0	0.0	0.0
Fusicatenibacter	4.0	2.0	0.0	12.0	1.0	5.0	3.0	0.0	6.0	2.0	3.0	0.0	7.0	28.0	0.0	0.0	0.0	0.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
