	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Candidatus Soleaferrea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Candidatus Symbiobacter	235.0	50.0	16.0	263.0	16.0	155.0	351.0	29.0	227.0	63.0	37.0	39.0	93.0	153.0	8.0	0.0	1.0	0.0
Candidatus Turbabacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Candidatus Xenohaliotis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caproiciproducens	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Carboxylicivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Carnobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Catellicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Caulobacter	26.0	5.0	5.0	72.0	35.0	33.0	64.0	63.0	38.0	7.0	14.0	27.0	451.0	37.0	28.0	0.0	0.0	0.0
Cavicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Cedecea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellulosilyticum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cellvibrio	4.0	2.0	5.0	5.0	2.0	6.0	11.0	35.0	2.0	2.0	1.0	0.0	16.0	2.0	13.0	0.0	0.0	0.0
Cephaloticoccus	0.0	1.0	0.0	3.0	0.0	0.0	3.0	3.0	6.0	2.0	3.0	0.0	23.0	1.0	0.0	0.0	0.0	0.0
Cerasicoccus	0.0	1.0	0.0	4.0	0.0	0.0	4.0	2.0	10.0	1.0	1.0	8.0	7.0	0.0	4.0	0.0	0.0	0.0
Cereibacter	3.0	1.0	21.0	21.0	3.0	4.0	14.0	4.0	1.0	1.0	0.0	22.0	73.0	8.0	0.0	0.0	0.0	0.0
Cetobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Chamaesiphon PCC-7430	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chelatococcus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Chiayiivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chitinibacter	0.0	8.0	4.0	0.0	11.0	0.0	2.0	42.0	0.0	4.0	9.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0
Chitinilyticum	0.0	5.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Chitinimonas	0.0	3.0	0.0	6.0	4.0	4.0	0.0	2.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Chitinivorax	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	6.0	0.0	4.0	0.0	13.0	0.0	0.0	0.0
Chitinophaga	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Christensenellaceae R-7 group	14.0	9.0	10.0	59.0	7.0	7.0	13.0	14.0	17.0	10.0	12.0	7.0	16.0	54.0	9.0	0.0	0.0	0.0
Chromatium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chromobacterium	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Chroococcidiopsis PCC-6712	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseobacterium	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
Chryseoglobus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chryseolinea	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Chryseomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Chthonobacter	0.0	0.0	3.0	5.0	0.0	0.0	0.0	7.0	0.0	2.0	3.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0
Citrobacter	18.0	12.0	10.0	10.0	1.0	5.0	12.0	13.0	2.0	1.0	5.0	0.0	15.0	22.0	5.0	121.0	108.0	55.0
Cloacibacterium	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 1	19.0	13.0	18.0	11.0	81.0	15.0	17.0	100.0	28.0	66.0	78.0	46.0	26.0	58.0	40.0	0.0	0.0	0.0
Clostridium sensu stricto 10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 12	0.0	1.0	0.0	0.0	2.0	0.0	1.0	6.0	0.0	1.0	6.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
Clostridium sensu stricto 13	3.0	1.0	0.0	0.0	8.0	2.0	5.0	4.0	3.0	4.0	2.0	9.0	10.0	3.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 8	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Clostridium sensu stricto 9	0.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	2.0	4.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
Cnuella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cohnella	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Collimonas	0.0	2.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Comamonas	33.0	37.0	66.0	141.0	44.0	37.0	44.0	49.0	60.0	46.0	39.0	19.0	29.0	106.0	26.0	0.0	0.0	0.0
Conexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0
Confluentibacter	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coprococcus 1	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
Coprococcus 2	9.0	0.0	0.0	10.0	0.0	8.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0
Coprococcus 3	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0
Coraliomargarita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Coxiella	5.0	4.0	3.0	4.0	2.0	3.0	8.0	2.0	2.0	9.0	10.0	2.0	71.0	10.0	5.0	0.0	0.0	0.0
Crassaminicella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Crenothrix	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Crocinitomix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cronobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	2.0
Cryptanaerobacter	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cupriavidus	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Curvibacter	28.0	44.0	35.0	31.0	59.0	21.0	31.0	73.0	28.0	65.0	46.0	51.0	19.0	30.0	31.0	0.0	0.0	0.0
Cyanobium PCC-6307	0.0	1.0	0.0	0.0	0.0	1.0	0.0	9.0	1.0	15.0	29.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0
Cylindrospermum CENA33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Cytophaga	15.0	3.0	0.0	4.0	4.0	23.0	9.0	11.0	10.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
DMER64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0
DSSD61	1.0	1.0	0.0	5.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dechlorobacter	0.0	3.0	9.0	1.0	11.0	0.0	0.0	16.0	0.0	5.0	2.0	0.0	7.0	8.0	0.0	0.0	0.0	0.0
Dechloromonas	34.0	26.0	54.0	56.0	9.0	28.0	32.0	40.0	52.0	35.0	22.0	11.0	667.0	1018.0	7.0	0.0	0.0	0.0
Dechlorosoma	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Deefgea	8.0	6.0	15.0	17.0	10.0	10.0	22.0	45.0	12.0	9.0	6.0	0.0	166.0	3.0	1.0	0.0	0.0	0.0
Defluviicoccus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	3.0	0.0	6.0	3.0	1.0	0.0	0.0	0.0	0.0
Defluviimonas	1.0	0.0	3.0	7.0	14.0	0.0	6.0	3.0	5.0	1.0	2.0	6.0	73.0	34.0	0.0	0.0	0.0	0.0
Defluviitaleaceae UCG-011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Deinobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Deinococcus	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	15.0	0.0	0.0	0.0	0.0
Delftia	5.0	8.0	0.0	2.0	6.0	4.0	3.0	50.0	8.0	12.0	4.0	0.0	4.0	5.0	0.0	0.0	0.0	0.0
Demequina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Denitratisoma	21.0	13.0	22.0	148.0	16.0	4.0	50.0	22.0	123.0	22.0	16.0	17.0	57.0	54.0	1.0	0.0	0.0	0.0
Desulfatiglans	0.0	0.0	0.0	3.0	0.0	0.0	2.0	3.0	3.0	3.0	1.0	0.0	22.0	4.0	0.0	0.0	0.0	0.0
Desulfatirhabdium	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Desulfobacca	0.0	0.0	0.0	9.0	0.0	0.0	2.0	2.0	1.0	3.0	1.0	7.0	29.0	9.0	2.0	0.0	0.0	0.0
Desulfobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Desulfobulbus	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfomonile	0.0	0.0	0.0	2.0	0.0	0.0	1.0	5.0	0.0	1.0	1.0	0.0	10.0	2.0	0.0	0.0	0.0	0.0
Desulforhabdus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Desulfosporosinus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	5.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Desulfovibrio	1.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	2.0	2.0	0.0	10.0	1.0	0.0	0.0	0.0	0.0
Desulfovirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Desulfuromonas	1.0	1.0	0.0	5.0	0.0	0.0	7.0	6.0	6.0	1.0	1.0	0.0	36.0	3.0	0.0	0.0	0.0	0.0
Devosia	15.0	20.0	38.0	91.0	77.0	18.0	46.0	90.0	21.0	32.0	35.0	26.0	345.0	71.0	32.0	0.0	0.0	0.0
Dialister	4.0	0.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	7.0	0.0	0.0	0.0	0.0
Diaminobutyricimonas	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Diaphorobacter	2.0	0.0	0.0	11.0	0.0	1.0	3.0	3.0	3.0	2.0	2.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0
Dickeya	0.0	26.0	0.0	0.0	3.0	0.0	0.0	13.0	0.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dinghuibacter	60.0	7.0	12.0	27.0	18.0	29.0	70.0	69.0	115.0	198.0	378.0	81.0	18.0	25.0	372.0	0.0	0.0	0.0
Diplorickettsia	0.0	3.0	0.0	0.0	1.0	0.0	0.0	9.0	0.0	6.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Diplosphaera	0.0	2.0	0.0	1.0	0.0	1.0	4.0	0.0	0.0	3.0	1.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Dissulfurimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dokdonella	3.0	4.0	0.0	68.0	0.0	3.0	23.0	0.0	18.0	2.0	2.0	0.0	13.0	214.0	10.0	0.0	0.0	0.0
Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dongia	0.0	1.0	1.0	7.0	17.0	5.0	2.0	1.0	1.0	0.0	1.0	0.0	36.0	7.0	0.0	0.0	0.0	0.0
Dorea	9.0	0.0	0.0	11.0	3.0	5.0	2.0	0.0	3.0	1.0	1.0	0.0	4.0	14.0	0.0	0.0	0.0	0.0
Duganella	154.0	35.0	35.0	153.0	29.0	108.0	89.0	209.0	125.0	46.0	11.0	7.0	37.0	27.0	7.0	0.0	1.0	0.0
Dyadobacter	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Dyella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dysgonomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Edwardsiella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0
Eggerthella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ekhidna	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Elev-16S-1166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Ellin6067	17.0	27.0	30.0	132.0	18.0	4.0	31.0	54.0	69.0	46.0	28.0	31.0	44.0	54.0	9.0	0.0	0.0	0.0
Elstera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Emticicia	4.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	7.0	1.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Enhydrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Ensifer	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Enterobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
Enterobacter	14.0	8.0	17.0	13.0	1.0	3.0	7.0	12.0	2.0	4.0	9.0	0.0	14.0	10.0	7.0	56.0	43.0	37.0
Enterococcus	0.0	2.0	11.0	0.0	0.0	2.0	0.0	11.0	1.0	7.0	7.0	5.0	5.0	4.0	4.0	1814.0	1753.0	1887.0
Epulopiscium	0.0	2.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erwinia	33.0	13.0	41.0	18.0	5.0	7.0	9.0	25.0	8.0	2.0	4.0	0.0	24.0	8.0	0.0	1.0	0.0	0.0
Erysipelotrichaceae UCG-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Erythrobacter	1.0	0.0	5.0	2.0	1.0	2.0	4.0	0.0	2.0	2.0	1.0	17.0	41.0	1.0	0.0	0.0	0.0	0.0
Escherichia-Shigella	67.0	20.0	37.0	47.0	10.0	22.0	22.0	16.0	10.0	15.0	11.0	21.0	61.0	39.0	15.0	11888.0	11870.0	11124.0
Ethanoligenens	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0	0.0	0.0
Eubacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Exiguobacterium	0.0	3.0	0.0	2.0	2.0	0.0	0.0	4.0	0.0	4.0	2.0	8.0	0.0	0.0	0.0	4.0	7.0	5.0
FFCH5858	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Faecalibacterium	60.0	4.0	11.0	170.0	4.0	61.0	45.0	8.0	46.0	6.0	12.0	0.0	177.0	44.0	15.0	0.0	0.0	0.0
Falsirhodobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0
Family XIII AD3011 group	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
Ferribacterium	2.0	0.0	3.0	5.0	0.0	5.0	1.0	5.0	3.0	6.0	2.0	3.0	223.0	1532.0	4.0	0.0	0.0	0.0
Ferritrophicum	11.0	11.0	0.0	24.0	6.0	4.0	4.0	16.0	29.0	4.0	2.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0
Ferrovibrio	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Ferrovum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferruginibacter	10.0	5.0	0.0	18.0	3.0	8.0	26.0	7.0	47.0	2.0	13.0	14.0	16.0	198.0	4.0	0.0	0.0	0.0
Fibrobacter	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fictibacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Filomicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Fimbriiglobus	0.0	0.0	0.0	10.0	5.0	0.0	11.0	7.0	0.0	1.0	1.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0
Flavihumibacter	0.0	0.0	0.0	1.0	0.0	0.0	6.0	1.0	16.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0
Flavisolibacter	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flavitalea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Flavobacterium	1609.0	830.0	932.0	267.0	1194.0	1858.0	1309.0	307.0	1319.0	292.0	260.0	108.0	431.0	350.0	356.0	1.0	1.0	0.0
Flavonifractor	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Flectobacillus	0.0	2.0	23.0	0.0	0.0	0.0	0.0	5.0	0.0	6.0	1.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0
Flexibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flexithrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fluviicoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Fluviicola	230.0	232.0	206.0	69.0	370.0	343.0	184.0	101.0	298.0	135.0	92.0	35.0	119.0	76.0	252.0	0.0	0.0	0.0
Fluviimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fodinicola	3.0	1.0	0.0	2.0	6.0	0.0	2.0	6.0	0.0	2.0	2.0	0.0	1.0	10.0	91.0	0.0	0.0	0.0
Fodinicurvata	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fonticella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Fontimonas	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Formivibrio	3.0	4.0	5.0	3.0	5.0	0.0	3.0	7.0	0.0	8.0	3.0	0.0	14.0	4.0	1.0	0.0	0.0	0.0
Fournierella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Franconibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0
Frondihabitans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FukuN57	0.0	2.0	3.0	1.0	2.0	0.0	2.0	6.0	0.0	2.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Fusibacter	1.0	0.0	0.0	0.0	2.0	7.0	2.0	4.0	8.0	0.0	2.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0
Fusicatenibacter	7.0	0.0	0.0	10.0	4.0	14.0	4.0	0.0	2.0	2.0	2.0	0.0	3.0	23.0	0.0	0.0	0.0	0.0
Fusobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
