	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	Mock-April_family.tsv	Mock-August_family.tsv	Mock-June_family.tsv	N-August_family.tsv
Hyphomonadaceae	0.0	1.0	5.0	4.0	1.0	0.0	0.0	1.0	1.0	3.0	1.0	0.0	28.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0
Iamiaceae	0.0	1.0	4.0	6.0	2.0	0.0	0.0	5.0	0.0	0.0	3.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Ignavibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacteraceae	2.0	7.0	28.0	28.0	32.0	4.0	12.0	28.0	9.0	14.0	11.0	13.0	2.0	39.0	113.0	107.0	0.0	0.0	0.0	0.0
Immundisolibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inquilinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intrasporangiaceae	0.0	2.0	0.0	4.0	4.0	0.0	0.0	2.0	0.0	2.0	2.0	0.0	4.0	117.0	1.0	0.0	0.0	0.0	0.0	10.0
Isosphaeraceae	0.0	1.0	0.0	12.0	6.0	0.0	2.0	15.0	0.0	2.0	8.0	2.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
JG30-KF-CM45	0.0	0.0	0.0	1.0	8.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
JTB215	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCLunmb-38-53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KD1-131	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KD3-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
KD3-93	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistiaceae	0.0	0.0	0.0	7.0	3.0	0.0	1.0	7.0	0.0	1.0	0.0	0.0	7.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Kangiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiloniellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kineosporiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
Kiritimatiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LH041	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Labraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	4.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae	134.0	17.0	15.0	166.0	27.0	117.0	42.0	31.0	101.0	30.0	38.0	11.0	53.0	203.0	20.0	17.0	0.0	1.0	0.0	15.0
Lactobacillaceae	0.0	2.0	3.0	2.0	3.0	1.0	0.0	4.0	0.0	6.0	6.0	8.0	7.0	6.0	3.0	0.0	1697.0	1654.0	1768.0	0.0
Latescibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Leeiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Legionellaceae	27.0	26.0	21.0	36.0	18.0	18.0	33.0	62.0	7.0	21.0	28.0	17.0	267.0	58.0	29.0	29.0	0.0	0.0	0.0	0.0
Lenti-02	0.0	0.0	0.0	6.0	3.0	0.0	3.0	1.0	4.0	1.0	1.0	2.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Lentimicrobiaceae	2.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	5.0	5.0	3.0	2.0	2.0	6.0	8.0	0.0	0.0	0.0	0.0	0.0
Lentisphaeraceae	5.0	4.0	10.0	2.0	14.0	2.0	9.0	11.0	4.0	2.0	3.0	0.0	6.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Leptolyngbyaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	6.0	0.0	0.0	46.0	2.0	0.0	0.0	0.0	0.0	0.0
Leptotrichiaceae	16.0	1.0	5.0	3.0	5.0	13.0	2.0	0.0	13.0	1.0	8.0	0.0	5.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
Leuconostocaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
LiUU-11-161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	0.0
Listeriaceae	3.0	2.0	5.0	2.0	1.0	0.0	1.0	2.0	0.0	6.0	4.0	13.0	1.0	2.0	2.0	0.0	2802.0	2686.0	2914.0	0.0
Longimicrobiaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M2PB4-65 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA-28-I98C	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAT-CR-H6-H10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ML635J-40 aquatic group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MSB-3C8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Magnetospiraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillaceae	2.0	0.0	1.0	3.0	9.0	2.0	5.0	23.0	2.0	5.0	3.0	0.0	28.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Marinifilaceae	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinilabiliaceae	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Methylococcaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methyloligellaceae	5.0	9.0	11.0	40.0	37.0	6.0	6.0	42.0	2.0	10.0	15.0	16.0	114.0	10.0	7.0	7.0	0.0	0.0	0.0	8.0
Methylomirabilaceae	0.0	3.0	0.0	6.0	0.0	0.0	0.0	4.0	3.0	5.0	0.0	0.0	8.0	6.0	0.0	0.0	0.0	0.0	0.0	6.0
Methylomonaceae	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylophilaceae	507.0	401.0	861.0	157.0	157.0	214.0	271.0	705.0	166.0	577.0	753.0	692.0	526.0	186.0	180.0	238.0	1.0	1.0	3.0	408.0
Methylopilaceae	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micavibrionaceae	1.0	1.0	0.0	0.0	10.0	1.0	0.0	10.0	3.0	1.0	1.0	0.0	9.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0
Microbacteriaceae	92.0	996.0	1559.0	185.0	1735.0	125.0	127.0	888.0	95.0	548.0	587.0	199.0	36.0	85.0	540.0	386.0	0.0	3.0	0.0	1172.0
Micrococcaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microcystaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micromonosporaceae	0.0	0.0	5.0	1.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropepsaceae	0.0	1.0	5.0	9.0	16.0	6.0	8.0	18.0	12.0	2.0	1.0	0.0	54.0	6.0	9.0	12.0	0.0	0.0	0.0	0.0
Microscillaceae	4.0	4.0	6.0	5.0	4.0	4.0	12.0	53.0	34.0	3.0	7.0	6.0	5.0	38.0	2.0	0.0	0.0	0.0	0.0	0.0
Microtrichaceae	0.0	1.0	7.0	2.0	12.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	84.0	9.0	7.0	0.0	0.0	0.0	0.0
MidBa8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Midichloriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	5.0	0.0	8.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Mitochondria	5.0	1.0	0.0	5.0	4.0	11.0	10.0	5.0	17.0	8.0	6.0	3.0	91.0	5.0	13.0	12.0	0.0	0.0	0.0	0.0
Moduliflexaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxellaceae	61.0	66.0	90.0	41.0	27.0	11.0	54.0	40.0	16.0	5.0	7.0	10.0	643.0	56.0	10.0	8.0	0.0	1.0	0.0	0.0
Muribaculaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NS11-12 marine group	4916.0	2254.0	3680.0	2026.0	1595.0	6642.0	4012.0	3668.0	7925.0	10019.0	6900.0	1714.0	2443.0	2472.0	7963.0	6045.0	2.0	13.0	7.0	4138.0
NS9 marine group	11.0	6.0	0.0	8.0	24.0	7.0	10.0	25.0	12.0	91.0	19.0	6.0	4.0	20.0	21.0	26.0	0.0	0.0	0.0	4.0
Nannocystaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	5.0	0.0	1.0	0.0	0.0	12.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseriaceae	7.0	6.0	0.0	9.0	7.0	18.0	11.0	4.0	29.0	3.0	2.0	0.0	90.0	14.0	15.0	27.0	0.0	0.0	0.0	0.0
Nitrosococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrosomonadaceae	23.0	74.0	59.0	223.0	41.0	13.0	43.0	119.0	90.0	67.0	54.0	37.0	77.0	149.0	20.0	11.0	0.0	1.0	0.0	0.0
Nitrospiraceae	7.0	10.0	7.0	43.0	13.0	9.0	13.0	33.0	23.0	10.0	10.0	5.0	180.0	580.0	8.0	0.0	0.0	0.0	0.0	0.0
Nocardiaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Nocardioidaceae	0.0	3.0	2.0	6.0	8.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	14.0	1.0	0.0	0.0	0.0	0.0	0.0
Nostocaceae	0.0	0.0	23.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Oleiphilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Oligoflexaceae	7.0	6.0	5.0	11.0	28.0	17.0	19.0	25.0	17.0	15.0	10.0	3.0	200.0	3.0	2.0	6.0	0.0	0.0	0.0	0.0
Oligosphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Omnitrophaceae	6.0	3.0	3.0	14.0	3.0	19.0	18.0	17.0	25.0	20.0	19.0	12.0	9.0	12.0	2.0	0.0	0.0	0.0	0.0	0.0
Opitutaceae	25.0	56.0	131.0	89.0	31.0	58.0	117.0	253.0	152.0	123.0	76.0	372.0	269.0	27.0	11.0	10.0	0.0	0.0	0.0	31.0
Orbaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P13-46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P3OB-42	0.0	1.0	0.0	4.0	9.0	0.0	2.0	3.0	4.0	1.0	4.0	2.0	21.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
P6-b51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBS-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOS-HE36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRD18C08	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Paenibacillaceae	2.0	8.0	4.0	4.0	17.0	0.0	4.0	63.0	4.0	13.0	7.0	8.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	30.0
Paludibacteraceae	11.0	1.0	0.0	5.0	4.0	7.0	2.0	5.0	5.0	3.0	1.0	0.0	4.0	2.0	6.0	0.0	0.0	0.0	0.0	0.0
Paracaedibacteraceae	35.0	15.0	14.0	43.0	40.0	32.0	114.0	78.0	118.0	24.0	47.0	7.0	144.0	55.0	30.0	12.0	0.0	0.0	0.0	0.0
Parvibaculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pasteurellaceae	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pedosphaeraceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptococcaceae	0.0	1.0	0.0	3.0	0.0	0.0	2.0	10.0	0.0	3.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Peptostreptococcaceae	15.0	29.0	68.0	30.0	171.0	9.0	17.0	165.0	21.0	103.0	62.0	86.0	6.0	136.0	102.0	86.0	0.0	0.0	0.0	730.0
Phaselicystidaceae	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	6.0	1.0	2.0	0.0	14.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidesmiaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Phormidiaceae	1.0	2.0	3.0	4.0	0.0	4.0	327.0	1.0	10.0	0.0	1.0	0.0	4.0	5.0	1.0	10.0	0.0	0.0	0.0	0.0
Phycisphaeraceae	0.0	1.0	0.0	4.0	3.0	1.0	7.0	9.0	3.0	3.0	2.0	7.0	20.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
Pirellulaceae	2.0	4.0	4.0	13.0	1.0	0.0	8.0	10.0	3.0	5.0	2.0	0.0	45.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0
Piscirickettsiaceae	1.0	2.0	0.0	1.0	8.0	2.0	2.0	3.0	0.0	0.0	0.0	0.0	35.0	6.0	4.0	0.0	0.0	0.0	0.0	0.0
Planococcaceae	0.0	4.0	0.0	10.0	6.0	1.0	1.0	20.0	0.0	5.0	8.0	5.0	2.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0
Pleomorphomonadaceae	0.0	2.0	3.0	11.0	2.0	0.0	0.0	8.0	0.0	2.0	2.0	0.0	7.0	7.0	3.0	0.0	0.0	0.0	0.0	0.0
Polyangiaceae	0.0	2.0	0.0	7.0	0.0	0.0	2.0	1.0	7.0	1.0	1.0	0.0	15.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
Porticoccaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Prevotellaceae	8.0	2.0	6.0	2.0	0.0	10.0	2.0	2.0	2.0	3.0	3.0	0.0	0.0	16.0	3.0	0.0	0.0	0.0	0.0	0.0
Prolixibacteraceae	15.0	5.0	9.0	3.0	4.0	17.0	13.0	18.0	14.0	13.0	7.0	0.0	11.0	10.0	11.0	0.0	0.0	0.0	0.0	0.0
Propionibacteriaceae	0.0	1.0	3.0	3.0	2.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	44.0	4.0	0.0	0.0	0.0	0.0	0.0
Pseudanabaenaceae	0.0	0.0	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pseudohongiellaceae	8.0	5.0	12.0	2.0	1.0	2.0	5.0	4.0	0.0	4.0	3.0	2.0	358.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0
Pseudomonadaceae	127.0	25.0	101.0	129.0	17.0	16.0	88.0	25.0	25.0	6.0	10.0	7.0	2076.0	81.0	0.0	0.0	266.0	262.0	330.0	14.0
Pseudonocardiaceae	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Puniceicoccaceae	2.0	0.0	9.0	19.0	1.0	3.0	36.0	15.0	40.0	5.0	7.0	46.0	41.0	5.0	4.0	0.0	0.0	0.0	0.0	27.0
Reyranellaceae	2.0	5.0	7.0	21.0	30.0	1.0	5.0	32.0	7.0	8.0	3.0	6.0	81.0	51.0	14.0	16.0	0.0	0.0	0.0	5.0
Rhizobiaceae	30.0	31.0	88.0	118.0	113.0	16.0	74.0	198.0	34.0	19.0	45.0	56.0	499.0	87.0	28.0	26.0	0.0	0.0	0.0	6.0
Rhizobiales Incertae Sedis	13.0	50.0	60.0	113.0	232.0	11.0	64.0	285.0	25.0	107.0	138.0	127.0	405.0	149.0	346.0	298.0	0.0	0.0	0.0	107.0
Rhodanobacteraceae	18.0	25.0	29.0	187.0	17.0	14.0	58.0	40.0	54.0	23.0	22.0	21.0	38.0	394.0	26.0	46.0	0.0	0.0	0.0	0.0
Rhodobacteraceae	165.0	247.0	1219.0	814.0	1288.0	189.0	588.0	1188.0	178.0	486.0	731.0	2337.0	2322.0	900.0	1078.0	1026.0	0.0	8.0	11.0	93.0
Rhodocyclaceae	226.0	262.0	281.0	632.0	186.0	144.0	299.0	339.0	449.0	209.0	191.0	157.0	1603.0	4632.0	148.0	260.0	1.0	0.0	0.0	174.0
Rhodomicrobiaceae	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodopirillaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rhodospirillaceae	2.0	5.0	3.0	1.0	14.0	0.0	2.0	61.0	2.0	5.0	15.0	0.0	19.0	2.0	12.0	14.0	0.0	0.0	0.0	0.0
Rhodothermaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0
Rickettsiaceae	6.0	2.0	0.0	0.0	1.0	6.0	11.0	5.0	12.0	5.0	16.0	7.0	50.0	10.0	15.0	16.0	0.0	0.0	0.0	0.0
Rikenellaceae	40.0	7.0	3.0	7.0	10.0	19.0	7.0	12.0	13.0	4.0	4.0	0.0	6.0	14.0	24.0	5.0	0.0	0.0	0.0	0.0
Roseiflexaceae	0.0	0.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubinisphaeraceae	0.0	1.0	4.0	4.0	5.0	0.0	4.0	8.0	6.0	1.0	1.0	4.0	23.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0
Rubritaleaceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubrobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ruminococcaceae	138.0	19.0	29.0	297.0	33.0	102.0	94.0	78.0	77.0	34.0	43.0	10.0	167.0	213.0	38.0	48.0	0.0	0.0	0.0	159.0
S15A-MN91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S25-593	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SB-5	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	15.0	1.0	0.0	0.0	2.0	6.0	5.0	0.0	0.0	0.0	0.0	0.0
SC-I-84	17.0	73.0	98.0	371.0	85.0	15.0	60.0	146.0	72.0	111.0	106.0	92.0	59.0	82.0	21.0	30.0	0.0	0.0	0.0	25.0
SG8-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SM2D12	16.0	8.0	6.0	16.0	15.0	19.0	27.0	11.0	27.0	4.0	5.0	0.0	92.0	6.0	21.0	8.0	0.0	0.0	0.0	0.0
SS1-B-06-26	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ST-12K33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharimonadaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Saccharospirillaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sandaracinaceae	4.0	10.0	7.0	32.0	3.0	8.0	5.0	22.0	20.0	5.0	0.0	4.0	174.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0
Sanguibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Saprospiraceae	53.0	12.0	8.0	34.0	18.0	25.0	43.0	21.0	87.0	30.0	32.0	37.0	36.0	872.0	21.0	19.0	0.0	0.0	0.0	22.0
Schlesneriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sedimenticolaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Shewanellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sneathiellaceae	0.0	0.0	0.0	3.0	4.0	0.0	0.0	4.0	0.0	3.0	1.0	0.0	3.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
Solibacteraceae (Subgroup 3)	0.0	1.0	0.0	1.0	0.0	0.0	2.0	11.0	4.0	1.0	1.0	0.0	2.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0
Solimonadaceae	4.0	6.0	4.0	3.0	4.0	1.0	3.0	2.0	5.0	1.0	3.0	0.0	32.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0
Solirubrobacteraceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
