	1-April_genus.tsv	1-August_genus.tsv	1-June_genus.tsv	2-April_genus.tsv	2-August_genus.tsv	3-April_genus.tsv	4-April_genus.tsv	4-August_genus.tsv	5-April_genus.tsv	5-August_genus.tsv	6-August_genus.tsv	6-June_genus.tsv	7-April_genus.tsv	8-April_genus.tsv	9.1-August_genus.tsv	Mock-April_genus.tsv	Mock-August_genus.tsv	Mock-June_genus.tsv
Gordonia	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gottschalkia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gracilibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Granulicatella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	30.0	16.0
Gulbenkiania	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Haematobacter	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Haematospirillum	0.0	1.0	0.0	0.0	8.0	0.0	0.0	42.0	0.0	18.0	15.0	0.0	7.0	0.0	17.0	0.0	0.0	0.0
Haemophilus	4.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Hafnia-Obesumbacterium	1.0	1.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Hahella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0
Haliangium	13.0	43.0	29.0	222.0	25.0	26.0	52.0	208.0	88.0	75.0	61.0	43.0	77.0	1504.0	16.0	0.0	0.0	0.0
Halioglobus	0.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0
Haliscomenobacter	0.0	0.0	0.0	0.0	0.0	3.0	13.0	0.0	2.0	2.0	1.0	6.0	5.0	331.0	0.0	0.0	0.0	0.0
Halobacteriovorax	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halomonas	4.0	1.0	1.0	5.0	0.0	2.0	1.0	6.0	5.0	1.0	0.0	0.0	217.0	22.0	1.0	0.0	0.0	0.0
Halovulum	0.0	0.0	0.0	2.0	6.0	0.0	2.0	2.0	0.0	1.0	1.0	4.0	6.0	0.0	0.0	0.0	0.0	0.0
Hansschlegelia	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
HdN1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Helicobacter	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herbaspirillum	2.0	1.0	0.0	3.0	0.0	1.0	2.0	0.0	4.0	5.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Herbinix	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Herminiimonas	9.0	1.0	0.0	12.0	0.0	9.0	16.0	1.0	10.0	0.0	0.0	0.0	6.0	3.0	0.0	0.0	0.0	0.0
Herpetosiphon	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrocarboniphaga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenispora	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hydrogenophaga	569.0	160.0	322.0	1051.0	171.0	306.0	361.0	395.0	399.0	290.0	251.0	231.0	245.0	296.0	300.0	1.0	0.0	0.0
Hylemonella	0.0	2.0	0.0	1.0	1.0	0.0	0.0	24.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Hyphomicrobium	5.0	9.0	42.0	91.0	70.0	3.0	27.0	95.0	17.0	26.0	33.0	37.0	192.0	118.0	25.0	0.0	0.0	0.0
Hypnocyclicus	13.0	3.0	8.0	0.0	0.0	11.0	1.0	1.0	10.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
IMCC26134	13.0	24.0	120.0	46.0	16.0	26.0	48.0	206.0	102.0	122.0	87.0	342.0	97.0	11.0	5.0	0.0	0.0	0.0
IMCC26207	0.0	0.0	4.0	2.0	8.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	12.0	2.0	0.0	0.0	0.0
IS-44	2.0	3.0	1.0	18.0	0.0	0.0	2.0	1.0	9.0	1.0	4.0	0.0	5.0	2.0	0.0	0.0	0.0	0.0
Iamia	0.0	3.0	2.0	5.0	2.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	14.0	2.0	0.0	0.0	0.0
Ideonella	24.0	24.0	37.0	22.0	30.0	13.0	5.0	76.0	16.0	26.0	7.0	11.0	17.0	48.0	24.0	0.0	0.0	0.0
Ignatzschineria	0.0	1.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0
Ignavibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacter	0.0	3.0	10.0	14.0	3.0	0.0	2.0	3.0	4.0	2.0	5.0	8.0	3.0	6.0	7.0	0.0	0.0	0.0
Immundisolibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Inhella	0.0	4.0	1.0	0.0	9.0	0.0	0.0	19.0	3.0	14.0	8.0	9.0	0.0	38.0	4.0	0.0	0.0	0.0
Inquilinus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Insolitispirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intestinibacter	1.0	1.0	10.0	3.0	5.0	0.0	0.0	16.0	4.0	19.0	16.0	8.0	0.0	8.0	8.0	0.0	0.0	0.0
Intestinimonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Iodobacter	0.0	0.0	7.0	4.0	0.0	1.0	7.0	0.0	3.0	0.0	0.0	0.0	54.0	2.0	0.0	0.0	0.0	0.0
JGI 0001001-H03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Jannaschia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Janthinobacterium	111.0	6.0	7.0	148.0	5.0	64.0	93.0	5.0	95.0	4.0	2.0	2.0	42.0	16.0	0.0	0.0	0.0	0.0
KCM-B-112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Kaistia	0.0	1.0	0.0	6.0	4.0	3.0	2.0	6.0	0.0	2.0	0.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0
Kerstersia	3.0	1.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0
Ketogulonicigenium	0.0	1.0	5.0	8.0	3.0	2.0	14.0	4.0	10.0	4.0	2.0	17.0	42.0	7.0	1.0	0.0	0.0	0.0
Kineosporia	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0
Kingella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Kinneretia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Klebsiella	20.0	10.0	12.0	19.0	0.0	5.0	7.0	6.0	0.0	4.0	0.0	0.0	30.0	21.0	3.0	46.0	25.0	16.0
Kluyvera	14.0	5.0	13.0	11.0	0.0	3.0	6.0	2.0	0.0	1.0	1.0	0.0	7.0	21.0	2.0	4.0	1.0	0.0
Kosakonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	6.0	2.0
Koukoulia	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Kouleothrix	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0
Kurthia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
Labrys	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	5.0	9.0	1.0	0.0	0.0	0.0
Lachnoclostridium	8.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	7.0	1.0	1.0	0.0	2.0	6.0	4.0	0.0	0.0	0.0
Lachnoclostridium 5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Lachnospira	2.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	2.0	4.0	0.0	0.0	0.0	0.0
Lachnospiraceae FCS020 group	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Lachnospiraceae NC2004 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae ND3007 group	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae NK3A20 group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Lachnospiraceae NK4A136 group	8.0	1.0	0.0	17.0	0.0	23.0	5.0	1.0	9.0	4.0	1.0	0.0	3.0	14.0	0.0	0.0	0.0	0.0
Lachnospiraceae UCG-004	1.0	0.0	0.0	7.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lachnotalea	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lacibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Lacibacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lacihabitans	48.0	5.0	33.0	31.0	3.0	40.0	53.0	20.0	85.0	6.0	7.0	83.0	24.0	32.0	5.0	0.0	0.0	0.0
Lactobacillus	0.0	1.0	8.0	1.0	5.0	3.0	1.0	3.0	0.0	9.0	2.0	15.0	2.0	7.0	3.0	1659.0	1631.0	1678.0
Lactococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	4.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
Lacunisphaera	8.0	19.0	22.0	34.0	11.0	22.0	41.0	55.0	54.0	50.0	24.0	50.0	119.0	19.0	7.0	0.0	0.0	0.0
Laribacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	0.0	0.0	0.0
Lautropia	11.0	12.0	12.0	28.0	3.0	7.0	6.0	31.0	28.0	23.0	39.0	1.0	11.0	135.0	5.0	0.0	0.0	0.0
Leadbetterella	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leeia	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Legionella	32.0	31.0	20.0	39.0	28.0	16.0	28.0	59.0	10.0	27.0	31.0	16.0	340.0	63.0	22.0	0.0	1.0	0.0
Leifsonia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lelliottia	7.0	5.0	3.0	9.0	0.0	0.0	3.0	8.0	0.0	0.0	2.0	0.0	2.0	8.0	13.0	0.0	0.0	0.0
Lentimonas	0.0	0.0	0.0	4.0	0.0	0.0	5.0	3.0	2.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Lentisphaera	4.0	3.0	11.0	5.0	6.0	7.0	8.0	9.0	7.0	2.0	0.0	2.0	11.0	1.0	7.0	0.0	0.0	0.0
Leptolinea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptolyngbya LEGE-06070	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptospira	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	4.0	9.0	0.0	0.0	33.0	5.0	0.0	0.0	0.0
Leptospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Leptothrix	26.0	36.0	63.0	69.0	15.0	22.0	22.0	87.0	46.0	54.0	28.0	57.0	19.0	221.0	10.0	0.0	0.0	0.0
Leucobacter	0.0	4.0	10.0	2.0	8.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0
Leuconostoc	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lewinella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Limnobacter	22.0	10.0	5.0	19.0	8.0	11.0	9.0	43.0	14.0	16.0	10.0	8.0	8.0	17.0	6.0	0.0	0.0	0.0
Limnohabitans	9284.0	12037.0	14274.0	13427.0	10509.0	8447.0	12549.0	16550.0	10371.0	19481.0	20393.0	25877.0	4162.0	5698.0	4504.0	5.0	23.0	27.0
Listeria	2.0	2.0	5.0	1.0	0.0	0.0	1.0	1.0	0.0	6.0	4.0	21.0	2.0	4.0	6.0	2799.0	2613.0	2916.0
Loktanella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Luteibacter	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteimonas	0.0	4.0	0.0	4.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Luteitalea	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Luteolibacter	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	7.0	5.0	0.0	0.0	0.0	0.0
Lutispora	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	0.0
Lysinibacillus	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysinimonas	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lysobacter	8.0	4.0	10.0	20.0	1.0	2.0	6.0	14.0	4.0	0.0	3.0	4.0	3.0	101.0	4.0	0.0	0.0	0.0
Lyticum	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M2PT2-76 termite group	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MD3-55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
MM1	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MM2	0.0	3.0	0.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MND1	15.0	29.0	28.0	57.0	27.0	10.0	10.0	34.0	36.0	15.0	10.0	12.0	15.0	16.0	5.0	0.0	0.0	0.0
MSBL3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MWH-Ta3	1.0	98.0	93.0	4.0	129.0	6.0	3.0	155.0	5.0	80.0	65.0	21.0	2.0	3.0	40.0	0.0	1.0	0.0
MWH-UniP1 aquatic group	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	11.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0
Macellibacteroides	2.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Macrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Macromonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0
Magnetospira	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillum	4.0	7.0	2.0	3.0	6.0	6.0	2.0	31.0	1.0	7.0	0.0	0.0	41.0	0.0	5.0	0.0	0.0	0.0
Malikia	278.0	18.0	100.0	664.0	29.0	340.0	344.0	29.0	492.0	31.0	50.0	112.0	145.0	66.0	13.0	0.0	0.0	0.0
Mangrovibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinagarivorans	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Marinimicrobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinoscillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marinospirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0
Marivirga	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Marmoricola	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0
Marvinbryantia	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Massilia	520.0	39.0	23.0	589.0	17.0	373.0	338.0	77.0	462.0	25.0	14.0	10.0	280.0	220.0	0.0	0.0	0.0	0.0
Megamonas	11.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	6.0	7.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
Megasphaera	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Meniscus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Mesorhizobium	1.0	1.0	2.0	18.0	9.0	1.0	6.0	11.0	2.0	3.0	5.0	9.0	48.0	18.0	7.0	0.0	0.0	0.0
Methylibium	2.0	1.0	0.0	10.0	0.0	2.0	1.0	3.0	0.0	6.0	16.0	0.0	1.0	0.0	17.0	0.0	0.0	0.0
Methylobacillus	0.0	1.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylobacterium	2.0	0.0	7.0	7.0	0.0	0.0	3.0	2.0	5.0	2.0	0.0	0.0	644.0	3.0	7.0	0.0	0.0	0.0
Methyloceanibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylocystis	0.0	2.0	0.0	11.0	2.0	0.0	0.0	3.0	0.0	6.0	3.0	6.0	14.0	2.0	5.0	0.0	0.0	0.0
Methylomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methyloparacoccus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0
Methylophilus	11.0	26.0	16.0	4.0	5.0	12.0	8.0	78.0	11.0	18.0	15.0	19.0	8.0	4.0	2.0	0.0	0.0	0.0
Methylorosula	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	42.0	8.0	0.0	0.0	0.0
Methylosinus	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Methylotenera	468.0	87.0	177.0	112.0	12.0	123.0	221.0	90.0	115.0	32.0	43.0	67.0	504.0	186.0	25.0	0.0	0.0	0.0
Methyloversatilis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Methylovorus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Microbacterium	1.0	3.0	4.0	12.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Microlunatus	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micromonospora	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropepsis	0.0	2.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micropruina	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0
Microvirga	0.0	0.0	0.0	1.0	8.0	0.0	1.0	2.0	0.0	2.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0
Microvirgula	0.0	2.0	0.0	0.0	4.0	0.0	0.0	4.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mitsuaria	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
Mitsuokella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Morganella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mucilaginibacter	21.0	4.0	0.0	7.0	6.0	12.0	8.0	8.0	20.0	5.0	0.0	0.0	8.0	2.0	1.0	0.0	0.0	0.0
Mucinivorans	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Mucispirillum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mycobacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
Mycoplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nannocystis	0.0	1.0	0.0	6.0	2.0	0.0	0.0	10.0	4.0	2.0	1.0	0.0	8.0	69.0	0.0	0.0	0.0	0.0
Negativibacillus	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Neisseria	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Neorhizobium	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Nevskia	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Nitratireductor	0.0	1.0	0.0	9.0	8.0	0.0	2.0	2.0	1.0	2.0	9.0	13.0	43.0	8.0	8.0	0.0	0.0	0.0
Nitrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
Nitrosomonas	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	5.0	3.0	0.0	18.0	74.0	1.0	0.0	0.0	0.0
