	1-April_family.tsv	1-August_family.tsv	1-June_family.tsv	2-April_family.tsv	2-August_family.tsv	3-April_family.tsv	4-April_family.tsv	4-August_family.tsv	5-April_family.tsv	5-August_family.tsv	6-August_family.tsv	6-June_family.tsv	7-April_family.tsv	8-April_family.tsv	9.1-August_family.tsv	9.2-August_family.tsv	N-August_family.tsv	P-April_family.tsv	P-August_family.tsv	P-June_family.tsv
Family XVII	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Family XVIII	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ferrovaceae	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Fibrobacteraceae	22.0	38.0	20.0	27.0	51.0	31.0	31.0	79.0	36.0	34.0	28.0	16.0	32.0	2.0	11.0	14.0	4.0	0.0	0.0	0.0
Fimbriimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Flammeovirgaceae	7.0	13.0	9.0	0.0	3.0	4.0	3.0	3.0	4.0	1.0	1.0	0.0	2.0	0.0	5.0	0.0	3.0	0.0	0.0	0.0
Flavobacteriaceae	1602.0	889.0	921.0	300.0	1117.0	1722.0	1262.0	317.0	1271.0	238.0	216.0	138.0	378.0	410.0	339.0	454.0	2035.0	11.0	3.0	0.0
Fodinicurvataceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Francisellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Frankiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fusobacteriaceae	5.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	2.0	3.0	3.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
GWC2-45-44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWF2-29-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GWF2-44-16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GZKB124	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Gaiellaceae	0.0	2.0	3.0	3.0	1.0	2.0	0.0	4.0	0.0	2.0	1.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Gallionellaceae	25.0	14.0	13.0	34.0	9.0	16.0	27.0	27.0	49.0	31.0	20.0	18.0	56.0	34.0	9.0	0.0	23.0	0.0	0.0	0.0
Geitlerinemaceae	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Geminicoccaceae	0.0	2.0	5.0	17.0	5.0	0.0	2.0	4.0	0.0	2.0	0.0	3.0	8.0	32.0	8.0	1.0	0.0	0.0	0.0	0.0
Gemmataceae	7.0	15.0	11.0	85.0	5.0	2.0	14.0	36.0	3.0	10.0	10.0	23.0	16.0	29.0	4.0	3.0	0.0	0.0	0.0	0.0
Gemmatimonadaceae	3.0	7.0	10.0	54.0	44.0	5.0	6.0	69.0	18.0	32.0	74.0	24.0	196.0	37.0	88.0	122.0	10.0	0.0	0.0	0.0
Geobacteraceae	4.0	5.0	4.0	13.0	3.0	7.0	6.0	7.0	6.0	2.0	5.0	7.0	83.0	13.0	1.0	0.0	0.0	0.0	0.0	0.0
Geodermatophilaceae	0.0	2.0	0.0	0.0	7.0	1.0	4.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0
Gimesiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gloeocapsaceae	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Gracilibacteraceae	0.0	0.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	4.0	0.0	0.0	12.0	0.0	0.0	0.0
Hahellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Halanaerobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Haliangiaceae	6.0	26.0	26.0	151.0	21.0	6.0	28.0	168.0	55.0	53.0	35.0	32.0	56.0	1033.0	9.0	1.0	28.0	0.0	0.0	0.0
Halieaceae	1.0	1.0	0.0	4.0	0.0	0.0	6.0	5.0	1.0	2.0	3.0	1.0	15.0	8.0	1.0	0.0	15.0	0.0	0.0	0.0
Halomonadaceae	7.0	2.0	5.0	10.0	1.0	6.0	9.0	8.0	4.0	1.0	1.0	0.0	69.0	12.0	0.0	0.0	2.0	1.0	1.0	0.0
Halothiobacillaceae	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Helicobacteraceae	4.0	1.0	0.0	1.0	2.0	7.0	1.0	1.0	7.0	3.0	0.0	0.0	2.0	5.0	9.0	19.0	0.0	0.0	0.0	0.0
Heliobacteriaceae	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Herpetosiphonaceae	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Holophagaceae	0.0	0.0	0.0	6.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	4.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Holosporaceae	2.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	8.0	4.0	8.0	5.0	0.0	0.0	0.0	0.0
Hydrogenedensaceae	0.0	1.0	3.0	3.0	2.0	1.0	3.0	4.0	6.0	7.0	2.0	0.0	2.0	16.0	0.0	0.0	57.0	0.0	0.0	0.0
Hydrogenophilaceae	9.0	10.0	19.0	36.0	10.0	13.0	23.0	15.0	31.0	14.0	15.0	11.0	102.0	45.0	4.0	6.0	0.0	2.0	0.0	0.0
Hymenobacteraceae	72.0	60.0	68.0	4.0	61.0	79.0	39.0	22.0	32.0	26.0	21.0	6.0	9.0	21.0	37.0	23.0	57.0	0.0	0.0	0.0
Hyphomicrobiaceae	6.0	20.0	35.0	107.0	106.0	10.0	26.0	111.0	28.0	34.0	45.0	41.0	222.0	168.0	42.0	31.0	0.0	0.0	0.0	0.0
Hyphomonadaceae	3.0	3.0	3.0	8.0	15.0	2.0	2.0	4.0	14.0	2.0	2.0	1.0	72.0	23.0	4.0	0.0	0.0	0.0	0.0	0.0
Iamiaceae	0.0	0.0	6.0	6.0	2.0	0.0	0.0	4.0	0.0	2.0	4.0	0.0	0.0	6.0	2.0	0.0	0.0	0.0	0.0	0.0
Idiomarinaceae	2.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	10.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0
Ignavibacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ilumatobacteraceae	6.0	4.0	25.0	14.0	28.0	0.0	6.0	25.0	7.0	10.0	15.0	10.0	2.0	36.0	84.0	88.0	8.0	0.0	0.0	0.0
Immundisolibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Intrasporangiaceae	0.0	7.0	5.0	4.0	13.0	3.0	2.0	8.0	1.0	4.0	3.0	0.0	0.0	46.0	6.0	8.0	12.0	0.0	0.0	0.0
Iodidimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Isosphaeraceae	2.0	4.0	0.0	23.0	12.0	0.0	1.0	13.0	0.0	4.0	1.0	1.0	3.0	7.0	2.0	0.0	0.0	0.0	0.0	0.0
JG30-KF-CM45	0.0	0.0	0.0	2.0	7.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
JTB215	0.0	1.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KCLunmb-38-53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KD1-131	3.0	1.0	0.0	0.0	0.0	6.0	3.0	1.0	2.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
KD3-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
KD3-93	0.0	1.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KF-JG30-B3	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Kaistiaceae	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Kangiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kiloniellaceae	0.0	0.0	0.0	0.0	2.0	0.0	4.0	1.0	0.0	1.0	1.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Kineosporiaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Kiritimatiellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Kordiimonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ktedonobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Labraceae	0.0	1.0	0.0	2.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	1.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Lachnospiraceae	136.0	18.0	25.0	173.0	36.0	137.0	62.0	47.0	119.0	54.0	41.0	25.0	61.0	266.0	32.0	54.0	57.0	9.0	2.0	3.0
Lactobacillaceae	8.0	5.0	15.0	6.0	5.0	18.0	9.0	6.0	19.0	9.0	8.0	15.0	6.0	14.0	8.0	7.0	0.0	1719.0	1664.0	1900.0
Latescibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Leeiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Legionellaceae	19.0	24.0	17.0	28.0	26.0	14.0	22.0	67.0	6.0	23.0	24.0	16.0	232.0	54.0	18.0	19.0	0.0	0.0	0.0	0.0
Lenti-02	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	3.0	1.0	1.0	2.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Lentimicrobiaceae	18.0	12.0	6.0	9.0	5.0	26.0	12.0	4.0	33.0	12.0	17.0	5.0	10.0	15.0	19.0	18.0	5.0	0.0	0.0	0.0
Lentisphaeraceae	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Leptolyngbyaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Leptospiraceae	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	1.0	0.0	1.0	36.0	4.0	0.0	0.0	0.0	0.0	0.0
Leptotrichiaceae	9.0	2.0	5.0	0.0	8.0	11.0	1.0	1.0	13.0	6.0	3.0	0.0	1.0	4.0	4.0	0.0	0.0	0.0	0.0	0.0
Leuconostocaceae	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	8.0	0.0	5.0
LiUU-11-161	14.0	7.0	2.0	3.0	2.0	10.0	5.0	1.0	17.0	14.0	12.0	0.0	2.0	10.0	11.0	4.0	0.0	0.0	0.0	0.0
Limnotrichaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Listeriaceae	5.0	2.0	3.0	2.0	3.0	3.0	3.0	1.0	4.0	7.0	4.0	4.0	3.0	3.0	5.0	7.0	0.0	799.0	1098.0	1329.0
Longimicrobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
M2PB4-65 termite group	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MA-28-I98C	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MAT-CR-H6-H10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ML635J-40 aquatic group	3.0	1.0	2.0	4.0	0.0	2.0	1.0	1.0	1.0	5.0	1.0	0.0	4.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0
MSB-3C8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MWH-CFBk5	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Magnetospiraceae	2.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	3.0	3.0	5.0	0.0	0.0	0.0	0.0	0.0
Magnetospirillaceae	0.0	2.0	10.0	1.0	10.0	1.0	6.0	23.0	5.0	2.0	7.0	0.0	25.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0
Marinifilaceae	3.0	3.0	4.0	2.0	4.0	4.0	1.0	0.0	9.0	5.0	3.0	0.0	3.0	6.0	3.0	0.0	0.0	0.0	0.0	0.0
Marinilabiliaceae	11.0	6.0	3.0	4.0	6.0	8.0	10.0	1.0	20.0	11.0	8.0	0.0	4.0	2.0	12.0	6.0	7.0	0.0	0.0	0.0
Marinobacteraceae	1.0	0.0	0.0	4.0	0.0	1.0	3.0	1.0	0.0	3.0	1.0	0.0	8.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0
Marinomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Mariprofundaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylacidiphilaceae	6.0	0.0	0.0	7.0	0.0	4.0	8.0	15.0	9.0	28.0	13.0	0.0	10.0	2.0	14.0	10.0	0.0	0.0	0.0	0.0
Methylococcaceae	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Methyloligellaceae	3.0	9.0	12.0	31.0	31.0	7.0	14.0	29.0	1.0	7.0	7.0	10.0	66.0	15.0	5.0	0.0	9.0	0.0	0.0	0.0
Methylomirabilaceae	0.0	3.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	3.0	2.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylomonaceae	2.0	4.0	0.0	3.0	1.0	4.0	2.0	1.0	4.0	3.0	0.0	0.0	10.0	10.0	5.0	0.0	4.0	0.0	0.0	0.0
Methylophagaceae	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Methylophilaceae	237.0	178.0	445.0	71.0	78.0	86.0	131.0	399.0	78.0	289.0	385.0	319.0	206.0	103.0	99.0	134.0	250.0	1.0	1.0	0.0
Methylopilaceae	0.0	0.0	0.0	2.0	8.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
Micavibrionaceae	2.0	5.0	0.0	2.0	9.0	6.0	3.0	17.0	5.0	1.0	3.0	0.0	14.0	3.0	3.0	11.0	0.0	0.0	0.0	0.0
Microbacteriaceae	81.0	1031.0	1486.0	171.0	1534.0	116.0	111.0	826.0	78.0	463.0	541.0	167.0	37.0	71.0	503.0	374.0	1118.0	0.0	4.0	3.0
Micrococcaceae	9.0	48.0	60.0	19.0	85.0	19.0	19.0	43.0	16.0	25.0	38.0	20.0	7.0	30.0	79.0	87.0	31.0	0.0	0.0	0.0
Microcystaceae	0.0	1.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Micromonosporaceae	0.0	1.0	5.0	1.0	3.0	0.0	0.0	3.0	0.0	0.0	4.0	0.0	2.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0
Micropepsaceae	1.0	7.0	4.0	14.0	18.0	6.0	5.0	22.0	6.0	3.0	8.0	0.0	63.0	15.0	11.0	15.0	0.0	0.0	0.0	0.0
Microscillaceae	67.0	51.0	28.0	12.0	50.0	72.0	67.0	59.0	67.0	33.0	28.0	11.0	23.0	39.0	25.0	29.0	43.0	0.0	0.0	0.0
Microtrichaceae	0.0	1.0	6.0	6.0	8.0	2.0	3.0	11.0	0.0	1.0	0.0	0.0	2.0	35.0	3.0	13.0	0.0	0.0	0.0	0.0
MidBa8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0
Midichloriaceae	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	0.0	4.0	0.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
Mitochondria	11.0	7.0	3.0	14.0	9.0	15.0	12.0	14.0	13.0	11.0	9.0	8.0	100.0	18.0	13.0	16.0	0.0	0.0	0.0	0.0
Moduliflexaceae	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Moraxellaceae	65.0	63.0	84.0	44.0	19.0	18.0	51.0	53.0	35.0	11.0	12.0	18.0	528.0	99.0	14.0	24.0	25.0	0.0	5.0	0.0
Moritellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Muribaculaceae	22.0	21.0	10.0	11.0	8.0	17.0	12.0	6.0	14.0	10.0	7.0	2.0	5.0	13.0	14.0	14.0	16.0	0.0	0.0	0.0
Mycobacteriaceae	0.0	1.0	3.0	4.0	1.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	0.0
Mycoplasmataceae	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Myxococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NS11-12 marine group	4675.0	2201.0	3747.0	1871.0	1569.0	6368.0	3817.0	3368.0	7524.0	9599.0	6581.0	1555.0	2062.0	2324.0	7203.0	5691.0	4161.0	26.0	17.0	4.0
NS7 marine group	3.0	5.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	4.0	2.0	0.0	1.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
NS9 marine group	26.0	14.0	6.0	12.0	30.0	23.0	20.0	30.0	29.0	68.0	19.0	9.0	11.0	17.0	39.0	31.0	17.0	0.0	0.0	0.0
Nannocystaceae	0.0	0.0	0.0	5.0	2.0	2.0	0.0	4.0	2.0	4.0	3.0	0.0	2.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
Neisseriaceae	30.0	16.0	28.0	43.0	17.0	21.0	29.0	31.0	37.0	21.0	28.0	17.0	107.0	72.0	11.0	28.0	12.0	0.0	1.0	0.0
Nitratiruptoraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitriliruptoraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrincolaceae	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
Nitrococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrosococcaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrosomonadaceae	42.0	46.0	51.0	133.0	41.0	27.0	36.0	96.0	70.0	64.0	53.0	39.0	89.0	143.0	20.0	18.0	18.0	1.0	1.0	0.0
Nitrospinaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Nitrospiraceae	7.0	15.0	7.0	25.0	6.0	14.0	17.0	28.0	20.0	12.0	6.0	4.0	139.0	534.0	11.0	7.0	0.0	0.0	1.0	0.0
Nocardiaceae	0.0	2.0	6.0	0.0	4.0	0.0	1.0	2.0	0.0	2.0	2.0	0.0	3.0	7.0	10.0	3.0	0.0	0.0	0.0	0.0
Nocardioidaceae	2.0	3.0	9.0	10.0	9.0	1.0	0.0	4.0	3.0	7.0	2.0	0.0	0.0	10.0	5.0	5.0	3.0	0.0	0.0	0.0
Nocardiopsaceae	0.0	0.0	0.0	2.0	3.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0
Nostocaceae	1.0	3.0	20.0	0.0	0.0	2.0	26.0	3.0	4.0	3.0	1.0	8.0	3.0	4.0	2.0	0.0	0.0	0.0	0.0	0.0
OCS116 clade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
Oligoflexaceae	7.0	6.0	10.0	9.0	15.0	10.0	11.0	20.0	16.0	6.0	8.0	0.0	139.0	1.0	2.0	5.0	0.0	0.0	0.0	0.0
Oligosphaeraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Omnitrophaceae	4.0	1.0	4.0	9.0	9.0	20.0	24.0	25.0	23.0	24.0	12.0	10.0	11.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0
Opitutaceae	49.0	54.0	120.0	147.0	46.0	107.0	150.0	436.0	184.0	425.0	234.0	268.0	363.0	47.0	116.0	80.0	20.0	0.0	0.0	0.0
Oscillatoriaceae	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P3OB-42	1.0	2.0	0.0	4.0	4.0	2.0	4.0	5.0	6.0	0.0	2.0	0.0	18.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0
P5D1-392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PBS-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PHOS-HE36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRD18C08	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PS1 clade	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
Paenibacillaceae	2.0	9.0	1.0	13.0	12.0	2.0	5.0	52.0	4.0	18.0	11.0	15.0	5.0	9.0	1.0	0.0	24.0	12.0	6.0	7.0
Paludibacteraceae	12.0	3.0	0.0	2.0	2.0	11.0	2.0	1.0	5.0	4.0	0.0	0.0	6.0	2.0	1.0	9.0	0.0	0.0	0.0	0.0
Paracaedibacteraceae	35.0	11.0	18.0	38.0	34.0	32.0	86.0	68.0	98.0	16.0	53.0	6.0	97.0	35.0	19.0	18.0	0.0	0.0	0.0	0.0
