"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Streptomyces rishiriensis"	"S"	68264	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces ossamyceticus"	"S"	249581	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. 35/02"	"S"	269457	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. Am 03"	"S"	330219	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. NK52"	"S"	655902	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. BJL2"	"S"	664198	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. I08A-00371"	"S"	742652	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. QZGY-A49"	"S"	1181828	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. Wi4-As"	"S"	1476014	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. NTS2"	"S"	1571735	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. SNB-048"	"S"	1720537	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Streptomyces sp. JVCH101A"	"S"	1761946	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae>Streptomyces"
"Micrococcales"	"O"	85006	38	38	0.001215	0.001215	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Micrococcaceae"	"F"	1268	21	21	0.0006717	0.0006717	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Arthrobacter"	"G"	1663	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Arthrobacter sp. Bma18"	"S"	1327078	8	8	0.0002559	0.0002559	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Arthrobacter agilis"	"S"	37921	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Arthrobacter sp. ljh-28"	"S"	694225	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Arthrobacter sp. THG S7-7"	"S"	1517576	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Arthrobacter"
"Pseudarthrobacter"	"G"	1742993	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Pseudarthrobacter oxydans"	"S"	1671	4	4	0.0001279	0.0001279	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Pseudarthrobacter"
"Micrococcus"	"G"	1269	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Micrococcus luteus"	"S"	1270	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Micrococcus"
"Kocuria"	"G"	57493	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Kocuria rosea"	"S"	1275	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Kocuria"
"Kocuria atrinae"	"S"	592377	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Kocuria"
"Rothia"	"G"	32207	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Rothia kristinae"	"S"	37923	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>Rothia"
"unclassified Micrococcaceae"	"-"	85329	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"psychrophilic marine bacterium PS32"	"S"	115721	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae>unclassified&nbsp;Micrococcaceae"
"Microbacteriaceae"	"F"	85023	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Microbacterium"	"G"	33882	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Microbacterium sp. HBUM179305"	"S"	1746908	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium flavescens"	"S"	69366	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium hydrocarbonoxydans"	"S"	273678	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Microbacterium sp. 1"	"S"	386035	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Microbacterium"
"Curtobacterium"	"G"	2034	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Curtobacterium sp. F23"	"S"	1435872	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Curtobacterium"
"Cryobacterium"	"G"	69578	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Cryobacterium sp. MDT1-B"	"S"	1259187	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Cryobacterium"
"Plantibacter"	"G"	190323	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Plantibacter sp. THG-DN3.4"	"S"	1537392	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Plantibacter"
"Salinibacterium"	"G"	235888	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Salinibacterium sp. Als10"	"S"	1327612	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae>Salinibacterium"
"Promicromonosporaceae"	"F"	85017	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Isoptericola"	"G"	254250	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae"
"Isoptericola variabilis"	"S"	139208	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae>Isoptericola"
"Isoptericola variabilis JCM 11754"	"-"	1305623	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Promicromonosporaceae>Isoptericola>Isoptericola&nbsp;variabilis"
"Cellulomonadaceae"	"F"	85016	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales"
"Cellulomonas"	"G"	1707	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae"
"Cellulomonas cellasea"	"S"	43670	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micrococcales>Cellulomonadaceae>Cellulomonas"
"Actinomycetales"	"O"	2037	13	13	0.0004158	0.0004158	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"environmental samples"	"-"	56769	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales"
"uncultured Actinomycetales bacterium"	"S"	239730	11	11	0.0003519	0.0003519	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>environmental&nbsp;samples"
"Actinomycetaceae"	"F"	2049	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales"
"Actinomyces"	"G"	1654	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinomyces provencensis"	"S"	1720198	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinomyces"
"Actinotignum"	"G"	1653174	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae"
"Actinotignum schaalii"	"S"	59505	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Actinomycetales>Actinomycetaceae>Actinotignum"
"Corynebacteriales"	"O"	85007	9	9	0.0002879	0.0002879	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardiaceae"	"F"	85025	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Rhodococcus"	"G"	1827	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Rhodococcus sp."	"S"	1831	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus opacus"	"S"	37919	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus hoagii"	"S"	43767	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus qingshengii"	"S"	334542	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Rhodococcus sp. YA1"	"S"	971266	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae>Rhodococcus"
"Corynebacteriaceae"	"F"	1653	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium"	"G"	1716	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"Corynebacterium aurimucosum"	"S"	169292	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium"
"Corynebacterium aurimucosum ATCC 700975"	"-"	548476	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae>Corynebacterium>Corynebacterium&nbsp;aurimucosum"
"environmental samples"	"-"	35766	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"uncultured actinobacterium"	"S"	152507	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>environmental&nbsp;samples"
"Streptosporangiales"	"O"	85012	6	6	0.0001919	0.0001919	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Thermomonosporaceae"	"F"	2012	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Actinomadura"	"G"	1988	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae"
"Actinomadura viridilutea"	"S"	58112	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Thermomonosporaceae>Actinomadura"
"Nocardiopsaceae"	"F"	83676	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales"
"Nocardiopsis"	"G"	2013	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae"
"Nocardiopsis sp. AM9"	"S"	376933	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Nocardiopsis sp. B15"	"S"	1478204	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Streptosporangiales>Nocardiopsaceae>Nocardiopsis"
"Pseudonocardiales"	"O"	85010	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Pseudonocardiaceae"	"F"	2070	3	3	9.596e-05	9.596e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales"
"Amycolatopsis"	"G"	1813	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Amycolatopsis lactamdurans"	"S"	1913	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Amycolatopsis"
"Saccharopolyspora"	"G"	1835	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Saccharopolyspora sp. SPO8"	"S"	1712110	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Saccharopolyspora"
"Actinomycetospora"	"G"	402649	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae"
"Actinomycetospora sp. SNC032"	"S"	1522983	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Pseudonocardiales>Pseudonocardiaceae>Actinomycetospora"
"Micromonosporales"	"O"	85008	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Micromonosporaceae"	"F"	28056	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales"
"Micromonospora"	"G"	1873	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Planosporangium"	"G"	689760	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae"
"Planosporangium flavigriseum"	"S"	373681	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Micromonosporales>Micromonosporaceae>Planosporangium"
"Propionibacteriales"	"O"	85009	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Nocardioidaceae"	"F"	85015	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales"
"Nocardioides"	"G"	1839	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"environmental samples"	"-"	198440	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides"
"uncultured Nocardioides sp."	"S"	198441	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae>Nocardioides>environmental&nbsp;samples"
"Glycomycetales"	"O"	85014	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria"
"Glycomycetaceae"	"F"	85034	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales"
"Glycomyces"	"G"	58113	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae"
"Glycomyces sp. TRM 45198"	"S"	1567176	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Actinobacteria>Glycomycetales>Glycomycetaceae>Glycomyces"
"Acidimicrobiia"	"C"	84992	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Acidimicrobiales"	"O"	84993	2	2	6.397e-05	6.397e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia"
"environmental samples"	"-"	310070	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales"
"uncultured Acidimicrobiales bacterium"	"S"	310071	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Acidimicrobiia>Acidimicrobiales>environmental&nbsp;samples"
"Coriobacteriia"	"C"	84998	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria"
"Coriobacteriales"	"O"	84999	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia"
"Coriobacteriaceae"	"F"	84107	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales"
"Collinsella"	"G"	102106	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae"
"Collinsella aerofaciens"	"S"	74426	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Actinobacteria>Coriobacteriia>Coriobacteriales>Coriobacteriaceae>Collinsella"
"Cyanobacteria/Melainabacteria group"	"-"	1798711	50	50	0.001599	0.001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Cyanobacteria"	"P"	1117	50	50	0.001599	0.001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group"
"Nostocales"	"O"	1161	28	28	0.0008956	0.0008956	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Nostocaceae"	"F"	1162	19	19	0.0006077	0.0006077	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales"
"Nostoc"	"G"	1177	10	10	0.0003199	0.0003199	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Nostoc sp. 10Dp66E"	"S"	1138821	7	7	0.0002239	0.0002239	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"environmental samples"	"-"	340709	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"uncultured Nostoc sp."	"S"	340711	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>environmental&nbsp;samples"
"Nostoc carneum"	"S"	374162	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Nostoc carneum MBDU 015"	"-"	1905550	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc>Nostoc&nbsp;carneum"
"Nostoc sp. Os-1"	"S"	1610526	1	1	3.199e-05	3.199e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Nostoc"
"Desmonostoc"	"G"	1340414	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae"
"Desmonostoc muscorum"	"S"	1179	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Desmonostoc"
"Desmonostoc muscorum CCAP 1453/20"	"-"	1296348	5	5	0.0001599	0.0001599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Nostocales>Nostocaceae>Desmonostoc>Desmonostoc&nbsp;muscorum"
