"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Cycloclasticus"	"G"	34067	11	3	NA	NA	NA	8	11	9	1	NA	NA	7	3	0.006033	0.0008544	NA	NA	NA	0.0008183	0.001134	0.001114	5.663e-05	NA	NA	0.000734	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Hydrogenovibrio"	"G"	28884	8	1	NA	NA	NA	4	4	8	1	NA	2	6	1	0.002011	0.0002848	NA	NA	NA	0.0004091	0.0004123	0.0009903	5.663e-05	NA	0.001293	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Hydrogenovibrio crunogenus"	"S"	39765	8	1	NA	NA	NA	4	4	8	1	NA	2	6	1	0.002011	0.0002848	NA	NA	NA	0.0004091	0.0004123	0.0009903	5.663e-05	NA	0.001293	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Hydrogenovibrio"
"Hydrogenovibrio crunogenus XCL-2"	"-"	317025	8	1	NA	NA	NA	4	4	8	1	NA	2	6	1	0.002011	0.0002848	NA	NA	NA	0.0004091	0.0004123	0.0009903	5.663e-05	NA	0.001293	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Hydrogenovibrio>Hydrogenovibrio&nbsp;crunogenus"
"Francisellaceae"	"F"	34064	269	62	7	NA	1	205	269	252	52	NA	15	68	4	0.07289	0.01766	0.01312	NA	0.07289	0.02097	0.02772	0.03119	0.002945	NA	0.009701	0.007131	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Francisella"	"G"	262	155	36	5	NA	1	132	151	155	40	NA	9	48	3	0.07289	0.01025	0.009372	NA	0.07289	0.0135	0.01556	0.01919	0.002265	NA	0.005821	0.005033	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Francisella philomiragia"	"S"	28110	129	29	4	NA	1	99	129	129	6	NA	4	18	1	0.07289	0.00826	0.007497	NA	0.07289	0.01013	0.0133	0.01597	0.0003398	NA	0.002587	0.001888	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Francisella philomiragia subsp. philomiragia ATCC 25015"	"-"	539329	6	3	NA	NA	1	4	6	5	5	NA	1	2	NA	0.07289	0.0008544	NA	NA	0.07289	0.0004091	0.0006184	0.0006189	0.0002832	NA	0.0006467	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella>Francisella&nbsp;philomiragia"
"Francisella tularensis"	"S"	263	10	3	NA	NA	NA	4	6	1	7	NA	NA	10	NA	0.001049	0.0008544	NA	NA	NA	0.0004091	0.0006184	0.0001238	0.0003964	NA	NA	0.001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Francisella tularensis subsp. tularensis"	"-"	119856	8	3	NA	NA	NA	1	1	NA	1	NA	NA	8	NA	0.0008544	0.0008544	NA	NA	NA	0.0001023	0.0001031	NA	5.663e-05	NA	NA	0.0008389	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella>Francisella&nbsp;tularensis"
"Thiotrichaceae"	"F"	135617	75	5	NA	NA	1	41	62	75	4	NA	7	59	13	0.07289	0.001424	NA	NA	0.07289	0.004194	0.00639	0.009284	0.0002265	NA	0.004527	0.006187	0.02614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thioploca"	"G"	40751	10	3	NA	NA	NA	10	7	9	NA	NA	1	6	5	0.01006	0.0008544	NA	NA	NA	0.001023	0.0007214	0.001114	NA	NA	0.0006467	0.0006292	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Thioploca ingrica"	"S"	40754	10	3	NA	NA	NA	10	7	9	NA	NA	1	6	5	0.01006	0.0008544	NA	NA	NA	0.001023	0.0007214	0.001114	NA	NA	0.0006467	0.0006292	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Thioploca"
"Beggiatoa"	"G"	1021	66	2	NA	NA	1	31	55	66	4	NA	6	53	8	0.07289	0.0005696	NA	NA	0.07289	0.003171	0.005669	0.00817	0.0002265	NA	0.00388	0.005558	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Beggiatoa leptomitoformis"	"S"	288004	66	2	NA	NA	1	31	55	66	4	NA	6	53	8	0.07289	0.0005696	NA	NA	0.07289	0.003171	0.005669	0.00817	0.0002265	NA	0.00388	0.005558	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Beggiatoa"
"Aeromonadales"	"O"	135624	2152	218	31	1	2	393	291	1127	216	1	134	2152	47	0.2257	0.06209	0.0581	0.1143	0.1458	0.0402	0.02999	0.1395	0.01223	0.1199	0.08666	0.2257	0.09452	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Aeromonadaceae"	"F"	84642	2152	218	31	1	2	393	291	1127	216	1	134	2152	47	0.2257	0.06209	0.0581	0.1143	0.1458	0.0402	0.02999	0.1395	0.01223	0.1199	0.08666	0.2257	0.09452	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aeromonas"	"G"	642	762	117	11	1	1	244	191	639	207	1	49	762	13	0.1199	0.03332	0.02062	0.1143	0.07289	0.02496	0.01969	0.0791	0.01172	0.1199	0.03169	0.07991	0.02614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Aeromonas media"	"S"	651	227	31	4	NA	NA	31	27	122	58	NA	9	227	3	0.0238	0.008829	0.007497	NA	NA	0.003171	0.002783	0.0151	0.003285	NA	0.005821	0.0238	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas media WS"	"-"	1208104	227	31	4	NA	NA	31	27	122	58	NA	9	227	3	0.0238	0.008829	0.007497	NA	NA	0.003171	0.002783	0.0151	0.003285	NA	0.005821	0.0238	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;media"
"Aeromonas rivipollensis"	"S"	948519	105	19	NA	NA	NA	35	24	105	8	NA	4	90	3	0.013	0.005412	NA	NA	NA	0.00358	0.002474	0.013	0.0004531	NA	0.002587	0.009438	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas veronii"	"S"	654	123	14	3	NA	NA	58	46	83	123	1	6	92	2	0.1199	0.003987	0.005623	NA	NA	0.005932	0.004741	0.01027	0.006966	0.1199	0.00388	0.009647	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas hydrophila"	"S"	644	81	10	2	NA	NA	23	16	81	4	NA	5	67	1	0.01003	0.002848	0.003749	NA	NA	0.002353	0.001649	0.01003	0.0002265	NA	0.003234	0.007026	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas hydrophila J-1"	"-"	1419584	8	2	NA	NA	NA	2	2	8	NA	NA	NA	6	NA	0.0009903	0.0005696	NA	NA	NA	0.0002046	0.0002061	0.0009903	NA	NA	NA	0.0006292	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;hydrophila"
"Aeromonas salmonicida"	"S"	645	43	6	1	NA	1	21	18	43	11	NA	8	43	1	0.07289	0.001709	0.001874	NA	0.07289	0.002148	0.001855	0.005323	0.0006229	NA	0.005174	0.004509	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas salmonicida subsp. masoucida"	"-"	197700	18	3	1	NA	NA	12	12	18	11	NA	3	16	1	0.002228	0.0008544	0.001874	NA	NA	0.001227	0.001237	0.002228	0.0006229	NA	0.00194	0.001678	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida"
"Aeromonas salmonicida subsp. pectinolytica"	"-"	96473	13	1	NA	NA	NA	3	2	9	NA	NA	3	13	NA	0.00194	0.0002848	NA	NA	NA	0.0003069	0.0002061	0.001114	NA	NA	0.00194	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida"
"Aeromonas salmonicida subsp. pectinolytica 34mel"	"-"	1324960	13	1	NA	NA	NA	3	2	9	NA	NA	3	13	NA	0.00194	0.0002848	NA	NA	NA	0.0003069	0.0002061	0.001114	NA	NA	0.00194	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida>Aeromonas&nbsp;salmonicida&nbsp;subsp.&nbsp;pectinolytica"
"Aeromonas caviae"	"S"	648	49	4	NA	NA	NA	12	13	45	NA	NA	3	49	1	0.00557	0.001139	NA	NA	NA	0.001227	0.00134	0.00557	NA	NA	0.00194	0.005138	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. CU5"	"S"	2033033	12	3	NA	NA	NA	NA	6	9	NA	NA	2	12	NA	0.001293	0.0008544	NA	NA	NA	NA	0.0006184	0.001114	NA	NA	0.001293	0.001258	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas schubertii"	"S"	652	5	1	NA	NA	NA	3	2	5	NA	NA	NA	4	NA	0.0006189	0.0002848	NA	NA	NA	0.0003069	0.0002061	0.0006189	NA	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas aquatica"	"S"	558964	6	1	NA	NA	NA	1	3	2	2	NA	NA	6	NA	0.0006292	0.0002848	NA	NA	NA	0.0001023	0.0003092	0.0002476	0.0001133	NA	NA	0.0006292	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH1"	"S"	1636606	6	1	NA	NA	NA	NA	NA	2	NA	NA	NA	6	NA	0.0006292	0.0002848	NA	NA	NA	NA	NA	0.0002476	NA	NA	NA	0.0006292	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH7"	"S"	1920107	23	1	NA	NA	NA	4	5	23	NA	NA	NA	3	NA	0.002847	0.0002848	NA	NA	NA	0.0004091	0.0005153	0.002847	NA	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Tolumonas"	"G"	43947	1333	96	17	NA	1	117	91	442	3	NA	81	1333	28	0.1398	0.02734	0.03186	NA	0.07289	0.01197	0.009379	0.05471	0.0001699	NA	0.05239	0.1398	0.05631	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Tolumonas auensis"	"S"	43948	1333	96	17	NA	1	117	91	442	3	NA	81	1333	28	0.1398	0.02734	0.03186	NA	0.07289	0.01197	0.009379	0.05471	0.0001699	NA	0.05239	0.1398	0.05631	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Tolumonas"
"Tolumonas auensis DSM 9187"	"-"	595494	1333	96	17	NA	1	117	91	442	3	NA	81	1333	28	0.1398	0.02734	0.03186	NA	0.07289	0.01197	0.009379	0.05471	0.0001699	NA	0.05239	0.1398	0.05631	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Tolumonas>Tolumonas&nbsp;auensis"
"Zobellella"	"G"	347533	8	3	1	NA	NA	4	2	1	NA	NA	NA	8	1	0.002011	0.0008544	0.001874	NA	NA	0.0004091	0.0002061	0.0001238	NA	NA	NA	0.0008389	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Zobellella denitrificans"	"S"	347534	8	3	1	NA	NA	4	2	1	NA	NA	NA	8	1	0.002011	0.0008544	0.001874	NA	NA	0.0004091	0.0002061	0.0001238	NA	NA	NA	0.0008389	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Zobellella"
"Oceanimonas"	"G"	129577	40	1	NA	NA	NA	18	4	33	1	NA	2	40	4	0.008044	0.0002848	NA	NA	NA	0.001841	0.0004123	0.004085	5.663e-05	NA	0.001293	0.004195	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanimonas sp. GK1"	"S"	511062	40	1	NA	NA	NA	18	4	33	1	NA	2	40	4	0.008044	0.0002848	NA	NA	NA	0.001841	0.0004123	0.004085	5.663e-05	NA	0.001293	0.004195	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanimonas"
"Vibrionales"	"O"	135623	994	214	40	3	3	991	994	841	971	3	87	645	60	0.3597	0.06095	0.07497	0.3429	0.2187	0.1014	0.1024	0.1041	0.05499	0.3597	0.05627	0.06764	0.1207	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	641	994	214	40	3	3	991	994	841	971	3	87	645	60	0.3597	0.06095	0.07497	0.3429	0.2187	0.1014	0.1024	0.1041	0.05499	0.3597	0.05627	0.06764	0.1207	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	662	868	182	32	2	3	850	868	740	598	2	72	529	53	0.2398	0.05184	0.05998	0.2286	0.2187	0.08694	0.08946	0.0916	0.03387	0.2398	0.04657	0.05547	0.1066	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Vibrio cholerae"	"S"	666	346	69	12	NA	NA	315	346	261	146	NA	18	154	17	0.03566	0.01965	0.02249	NA	NA	0.03222	0.03566	0.03231	0.008268	NA	0.01164	0.01615	0.03419	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio cholerae O1"	"-"	127906	124	22	2	NA	NA	101	124	111	21	NA	6	67	3	0.01374	0.006266	0.003749	NA	NA	0.01033	0.01278	0.01374	0.001189	NA	0.00388	0.007026	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;cholerae"
"Vibrio cholerae O1 biovar El Tor"	"-"	686	124	22	2	NA	NA	101	124	111	20	NA	6	66	3	0.01374	0.006266	0.003749	NA	NA	0.01033	0.01278	0.01374	0.001133	NA	0.00388	0.006921	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;cholerae>Vibrio&nbsp;cholerae&nbsp;O1"
"Vibrio harveyi group"	"-"	717610	340	67	7	1	1	340	329	272	142	NA	29	169	18	0.1143	0.01908	0.01312	0.1143	0.07289	0.03478	0.03391	0.03367	0.008042	NA	0.01876	0.01772	0.0362	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio campbellii"	"S"	680	258	55	6	1	NA	258	231	188	52	NA	16	108	14	0.1143	0.01566	0.01125	0.1143	NA	0.02639	0.02381	0.02327	0.002945	NA	0.01035	0.01133	0.02815	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio natriegens"	"S"	691	55	7	NA	NA	NA	41	55	30	15	NA	3	15	NA	0.005669	0.001994	NA	NA	NA	0.004194	0.005669	0.003714	0.0008495	NA	0.00194	0.001573	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759"	"-"	1219067	55	7	NA	NA	NA	40	55	28	15	NA	3	15	NA	0.005669	0.001994	NA	NA	NA	0.004091	0.005669	0.003466	0.0008495	NA	0.00194	0.001573	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group>Vibrio&nbsp;natriegens"
"Vibrio parahaemolyticus"	"S"	670	62	3	1	NA	NA	23	23	19	62	NA	6	24	4	0.008044	0.0008544	0.001874	NA	NA	0.002353	0.00237	0.002352	0.003511	NA	0.00388	0.002517	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio harveyi"	"S"	669	30	1	NA	NA	NA	17	16	30	2	NA	4	16	NA	0.003714	0.0002848	NA	NA	NA	0.001739	0.001649	0.003714	0.0001133	NA	0.002587	0.001678	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio vulnificus"	"S"	672	71	14	2	NA	NA	65	54	36	71	NA	5	40	8	0.01609	0.003987	0.003749	NA	NA	0.006648	0.005565	0.004456	0.004021	NA	0.003234	0.004195	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio vulnificus CMCP6"	"-"	216895	55	10	2	NA	NA	55	45	25	30	NA	4	25	4	0.008044	0.002848	0.003749	NA	NA	0.005626	0.004638	0.003095	0.001699	NA	0.002587	0.002622	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;vulnificus"
"Vibrio vulnificus MO6-24/O"	"-"	914127	17	2	NA	NA	NA	8	7	8	17	NA	NA	13	3	0.006033	0.0005696	NA	NA	NA	0.0008183	0.0007214	0.0009903	0.0009627	NA	NA	0.001363	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;vulnificus"
"Vibrio vulnificus NBRC 15645 = ATCC 27562"	"-"	1219061	2	1	NA	NA	NA	1	1	2	1	NA	1	NA	NA	0.0006467	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0002476	5.663e-05	NA	0.0006467	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;vulnificus"
"Vibrio rumoiensis"	"S"	76258	64	14	3	NA	NA	48	44	54	55	NA	8	64	4	0.008044	0.003987	0.005623	NA	NA	0.00491	0.004535	0.006685	0.003115	NA	0.005174	0.006711	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio scophthalmi"	"S"	45658	88	7	2	NA	NA	29	29	42	88	NA	1	24	NA	0.005199	0.001994	0.003749	NA	NA	0.002966	0.002989	0.005199	0.004984	NA	0.0006467	0.002517	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio coralliilyticus"	"S"	190893	39	4	3	1	NA	11	17	39	34	NA	1	32	4	0.1143	0.001139	0.005623	0.1143	NA	0.001125	0.001752	0.004828	0.001925	NA	0.0006467	0.003356	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio anguillarum"	"S"	55601	32	3	3	NA	NA	29	32	10	6	1	4	22	NA	0.1199	0.0008544	0.005623	NA	NA	0.002966	0.003298	0.001238	0.0003398	0.1199	0.002587	0.002307	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio anguillarum serovar O1"	"-"	42323	32	3	3	NA	NA	29	32	10	4	NA	3	22	NA	0.005623	0.0008544	0.005623	NA	NA	0.002966	0.003298	0.001238	0.0002265	NA	0.00194	0.002307	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;anguillarum"
"Vibrio anguillarum 775"	"-"	882102	32	3	3	NA	NA	29	32	10	3	NA	3	22	NA	0.005623	0.0008544	0.005623	NA	NA	0.002966	0.003298	0.001238	0.0001699	NA	0.00194	0.002307	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;anguillarum>Vibrio&nbsp;anguillarum&nbsp;serovar&nbsp;O1"
"Photobacterium"	"G"	657	237	16	2	NA	NA	32	41	54	237	1	12	82	2	0.1199	0.004557	0.003749	NA	NA	0.003273	0.004226	0.006685	0.01342	0.1199	0.007761	0.008599	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Photobacterium damselae"	"S"	38293	86	12	1	NA	NA	28	34	34	86	NA	9	54	1	0.005821	0.003418	0.001874	NA	NA	0.002864	0.003504	0.004209	0.00487	NA	0.005821	0.005663	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium damselae subsp. piscicida"	"-"	38294	83	12	1	NA	NA	27	33	34	83	NA	9	51	1	0.005821	0.003418	0.001874	NA	NA	0.002762	0.003401	0.004209	0.0047	NA	0.005821	0.005348	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium>Photobacterium&nbsp;damselae"
"Photobacterium profundum"	"S"	74109	138	2	1	NA	NA	3	3	13	138	1	1	17	1	0.1199	0.0005696	0.001874	NA	NA	0.0003069	0.0003092	0.001609	0.007815	0.1199	0.0006467	0.001783	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium profundum SS9"	"-"	298386	138	2	1	NA	NA	3	3	13	138	1	1	17	1	0.1199	0.0005696	0.001874	NA	NA	0.0003069	0.0003092	0.001609	0.007815	0.1199	0.0006467	0.001783	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium>Photobacterium&nbsp;profundum"
"Photobacterium gaetbulicola"	"S"	1295392	13	2	NA	NA	NA	1	4	7	13	NA	2	11	NA	0.001293	0.0005696	NA	NA	NA	0.0001023	0.0004123	0.0008665	0.0007362	NA	0.001293	0.001153	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium gaetbulicola Gung47"	"-"	658445	13	2	NA	NA	NA	1	4	7	13	NA	2	11	NA	0.001293	0.0005696	NA	NA	NA	0.0001023	0.0004123	0.0008665	0.0007362	NA	0.001293	0.001153	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium>Photobacterium&nbsp;gaetbulicola"
"Aliivibrio"	"G"	511678	124	10	6	NA	NA	106	81	39	124	NA	3	30	5	0.01125	0.002848	0.01125	NA	NA	0.01084	0.008348	0.004828	0.007022	NA	0.00194	0.003146	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Aliivibrio salmonicida"	"S"	40269	63	5	6	NA	NA	63	49	19	17	NA	2	15	2	0.01125	0.001424	0.01125	NA	NA	0.006444	0.00505	0.002352	0.0009627	NA	0.001293	0.001573	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Aliivibrio salmonicida LFI1238"	"-"	316275	63	5	6	NA	NA	63	49	19	17	NA	2	15	2	0.01125	0.001424	0.01125	NA	NA	0.006444	0.00505	0.002352	0.0009627	NA	0.001293	0.001573	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio>Aliivibrio&nbsp;salmonicida"
"Aliivibrio wodanis"	"S"	80852	41	4	NA	NA	NA	14	10	18	41	NA	NA	13	3	0.006033	0.001139	NA	NA	NA	0.001432	0.001031	0.002228	0.002322	NA	NA	0.001363	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
