"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Campylobacter hyointestinalis subsp. lawsonii"	"-"	91353	3	2	1	NA	NA	1	NA	1	NA	NA	NA	3	NA	0.001874	0.0005696	0.001874	NA	NA	0.0001023	NA	0.0001238	NA	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;hyointestinalis"
"Campylobacter hyointestinalis subsp. hyointestinalis"	"-"	91352	2	1	NA	NA	1	NA	2	NA	NA	NA	NA	NA	1	0.07289	0.0002848	NA	NA	0.07289	NA	0.0002061	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;hyointestinalis"
"Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260"	"-"	1031746	2	1	NA	NA	1	NA	2	NA	NA	NA	NA	NA	1	0.07289	0.0002848	NA	NA	0.07289	NA	0.0002061	NA	NA	NA	NA	NA	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;hyointestinalis>Campylobacter&nbsp;hyointestinalis&nbsp;subsp.&nbsp;hyointestinalis"
"Campylobacter concisus"	"S"	199	3	3	NA	NA	NA	1	1	2	1	NA	NA	2	NA	0.0008544	0.0008544	NA	NA	NA	0.0001023	0.0001031	0.0002476	5.663e-05	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter concisus 13826"	"-"	360104	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;concisus"
"Campylobacter coli"	"S"	195	4	2	1	NA	NA	2	4	NA	NA	NA	NA	NA	NA	0.001874	0.0005696	0.001874	NA	NA	0.0002046	0.0004123	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter gracilis"	"S"	824	16	2	NA	NA	NA	8	16	6	NA	NA	NA	2	NA	0.001649	0.0005696	NA	NA	NA	0.0008183	0.001649	0.0007427	NA	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter subantarcticus"	"S"	497724	9	2	NA	NA	NA	9	5	6	1	NA	2	1	NA	0.001293	0.0005696	NA	NA	NA	0.0009206	0.0005153	0.0007427	5.663e-05	NA	0.001293	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter subantarcticus LMG 24377"	"-"	1388752	9	2	NA	NA	NA	9	5	6	1	NA	2	1	NA	0.001293	0.0005696	NA	NA	NA	0.0009206	0.0005153	0.0007427	5.663e-05	NA	0.001293	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;subantarcticus"
"Campylobacter fetus"	"S"	196	8	1	NA	NA	NA	4	8	3	2	NA	NA	2	NA	0.0008245	0.0002848	NA	NA	NA	0.0004091	0.0008245	0.0003714	0.0001133	NA	NA	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter fetus subsp. fetus"	"-"	32019	2	1	NA	NA	NA	NA	1	2	2	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	0.0002476	0.0001133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;fetus"
"Campylobacter curvus"	"S"	200	8	1	1	NA	NA	5	7	8	2	NA	NA	3	NA	0.001874	0.0002848	0.001874	NA	NA	0.0005114	0.0007214	0.0009903	0.0001133	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter curvus 525.92"	"-"	360105	8	1	1	NA	NA	5	7	8	2	NA	NA	3	NA	0.001874	0.0002848	0.001874	NA	NA	0.0005114	0.0007214	0.0009903	0.0001133	NA	NA	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;curvus"
"Campylobacter helveticus"	"S"	28898	4	1	NA	NA	NA	2	4	2	2	NA	NA	1	NA	0.0004123	0.0002848	NA	NA	NA	0.0002046	0.0004123	0.0002476	0.0001133	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter hominis"	"S"	76517	22	1	NA	NA	NA	6	10	22	8	NA	3	6	1	0.002723	0.0002848	NA	NA	NA	0.0006137	0.001031	0.002723	0.0004531	NA	0.00194	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter hominis ATCC BAA-381"	"-"	360107	22	1	NA	NA	NA	6	10	22	8	NA	3	6	1	0.002723	0.0002848	NA	NA	NA	0.0006137	0.001031	0.002723	0.0004531	NA	0.00194	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;hominis"
"Campylobacter avium"	"S"	522485	7	1	NA	NA	NA	6	7	5	1	NA	1	2	2	0.004022	0.0002848	NA	NA	NA	0.0006137	0.0007214	0.0006189	5.663e-05	NA	0.0006467	0.0002097	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Campylobacter avium LMG 24591"	"-"	522484	7	1	NA	NA	NA	6	7	5	1	NA	1	2	2	0.004022	0.0002848	NA	NA	NA	0.0006137	0.0007214	0.0006189	5.663e-05	NA	0.0006467	0.0002097	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter>Campylobacter&nbsp;avium"
"Campylobacter sp. RM12175"	"S"	1660076	1	1	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	0.0001031	NA	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae>Campylobacter"
"Helicobacteraceae"	"F"	72293	6807	1142	189	3	3	6353	5576	6807	228	3	858	2924	92	0.8426	0.3253	0.3542	0.3429	0.2187	0.6498	0.5747	0.8426	0.01291	0.3597	0.5549	0.3066	0.185	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Sulfuricurvum"	"G"	286130	5140	765	145	3	3	5140	4150	4763	35	1	631	1429	68	0.5896	0.2179	0.2718	0.3429	0.2187	0.5257	0.4277	0.5896	0.001982	0.1199	0.4081	0.1498	0.1368	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Sulfuricurvum kujiense"	"S"	148813	5140	765	145	3	3	5140	4150	4763	35	1	631	1429	68	0.5896	0.2179	0.2718	0.3429	0.2187	0.5257	0.4277	0.5896	0.001982	0.1199	0.4081	0.1498	0.1368	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfuricurvum"
"Sulfuricurvum kujiense DSM 16994"	"-"	709032	5140	765	145	3	3	5140	4150	4763	35	1	631	1429	68	0.5896	0.2179	0.2718	0.3429	0.2187	0.5257	0.4277	0.5896	0.001982	0.1199	0.4081	0.1498	0.1368	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfuricurvum>Sulfuricurvum&nbsp;kujiense"
"Sulfurimonas"	"G"	202746	1676	186	17	NA	NA	714	716	1676	23	1	155	1102	3	0.2075	0.05298	0.03186	NA	NA	0.07303	0.07379	0.2075	0.001303	0.1199	0.1002	0.1156	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Sulfurimonas denitrificans"	"S"	39766	1330	151	14	NA	NA	583	545	1330	16	1	126	877	3	0.1646	0.04301	0.02624	NA	NA	0.05963	0.05617	0.1646	0.0009061	0.1199	0.08149	0.09196	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfurimonas denitrificans DSM 1251"	"-"	326298	1330	151	14	NA	NA	583	545	1330	16	1	126	877	3	0.1646	0.04301	0.02624	NA	NA	0.05963	0.05617	0.1646	0.0009061	0.1199	0.08149	0.09196	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas>Sulfurimonas&nbsp;denitrificans"
"Sulfurimonas autotrophica"	"S"	202747	330	33	3	NA	NA	116	149	330	7	NA	24	211	NA	0.04085	0.009399	0.005623	NA	NA	0.01186	0.01536	0.04085	0.0003964	NA	0.01552	0.02213	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas"
"Sulfurimonas autotrophica DSM 16294"	"-"	563040	330	33	3	NA	NA	116	149	330	7	NA	24	211	NA	0.04085	0.009399	0.005623	NA	NA	0.01186	0.01536	0.04085	0.0003964	NA	0.01552	0.02213	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Sulfurimonas>Sulfurimonas&nbsp;autotrophica"
"Wolinella"	"G"	843	506	108	14	NA	NA	314	506	195	28	NA	10	102	13	0.05215	0.03076	0.02624	NA	NA	0.03212	0.05215	0.02414	0.001586	NA	0.006467	0.0107	0.02614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Wolinella succinogenes"	"S"	844	506	108	14	NA	NA	314	506	195	28	NA	10	102	13	0.05215	0.03076	0.02624	NA	NA	0.03212	0.05215	0.02414	0.001586	NA	0.006467	0.0107	0.02614	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Wolinella"
"Helicobacter"	"G"	209	276	77	11	NA	NA	167	175	156	136	1	57	276	8	0.1199	0.02193	0.02062	NA	NA	0.01708	0.01804	0.01931	0.007702	0.1199	0.03686	0.02894	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae"
"Helicobacter pylori"	"S"	210	159	57	8	NA	NA	105	118	90	26	NA	22	159	6	0.01667	0.01623	0.01499	NA	NA	0.01074	0.01216	0.01114	0.001472	NA	0.01423	0.01667	0.01207	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter pylori 908"	"-"	869727	8	8	2	NA	NA	4	2	7	NA	NA	NA	4	1	0.003749	0.002279	0.003749	NA	NA	0.0004091	0.0002061	0.0008665	NA	NA	NA	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter pylori F30"	"-"	866345	35	5	1	NA	NA	3	15	5	NA	NA	3	35	NA	0.00367	0.001424	0.001874	NA	NA	0.0003069	0.001546	0.0006189	NA	NA	0.00194	0.00367	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter pylori J99"	"-"	85963	15	3	NA	NA	NA	3	4	4	NA	NA	2	15	2	0.004022	0.0008544	NA	NA	NA	0.0003069	0.0004123	0.0004952	NA	NA	0.001293	0.001573	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter pylori F32"	"-"	102608	2	1	NA	NA	NA	1	1	2	1	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0002476	5.663e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter pylori Shi169"	"-"	1163741	2	1	1	NA	NA	2	NA	1	NA	NA	NA	1	NA	0.001874	0.0002848	0.001874	NA	NA	0.0002046	NA	0.0001238	NA	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;pylori"
"Helicobacter felis"	"S"	214	5	4	1	NA	NA	5	1	4	3	NA	NA	4	1	0.002011	0.001139	0.001874	NA	NA	0.0005114	0.0001031	0.0004952	0.0001699	NA	NA	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter felis ATCC 49179"	"-"	936155	5	4	1	NA	NA	5	1	4	3	NA	NA	4	1	0.002011	0.001139	0.001874	NA	NA	0.0005114	0.0001031	0.0004952	0.0001699	NA	NA	0.0004195	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter>Helicobacter&nbsp;felis"
"Helicobacter cholecystus"	"S"	45498	9	2	NA	NA	NA	2	4	7	NA	NA	9	4	NA	0.005821	0.0005696	NA	NA	NA	0.0002046	0.0004123	0.0008665	NA	NA	0.005821	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter apodemus"	"S"	135569	10	2	NA	NA	NA	3	5	NA	10	NA	NA	1	NA	0.0005696	0.0005696	NA	NA	NA	0.0003069	0.0005153	NA	0.0005663	NA	NA	0.0001049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"Helicobacter himalayensis"	"S"	1591088	5	1	NA	NA	NA	2	2	5	NA	NA	4	2	NA	0.002587	0.0002848	NA	NA	NA	0.0002046	0.0002061	0.0006189	NA	NA	0.002587	0.0002097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>Helicobacteraceae>Helicobacter"
"unclassified Campylobacterales"	"-"	438853	15	1	1	NA	1	13	12	15	1	NA	2	13	NA	0.07289	0.0002848	0.001874	NA	0.07289	0.00133	0.001237	0.001857	5.663e-05	NA	0.001293	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales"
"Nitratifractor"	"G"	269260	15	1	1	NA	1	13	12	15	1	NA	2	13	NA	0.07289	0.0002848	0.001874	NA	0.07289	0.00133	0.001237	0.001857	5.663e-05	NA	0.001293	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales"
"Nitratifractor salsuginis"	"S"	269261	15	1	1	NA	1	13	12	15	1	NA	2	13	NA	0.07289	0.0002848	0.001874	NA	0.07289	0.00133	0.001237	0.001857	5.663e-05	NA	0.001293	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales>Nitratifractor"
"Nitratifractor salsuginis DSM 16511"	"-"	749222	15	1	1	NA	1	13	12	15	1	NA	2	13	NA	0.07289	0.0002848	0.001874	NA	0.07289	0.00133	0.001237	0.001857	5.663e-05	NA	0.001293	0.001363	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Campylobacterales>unclassified&nbsp;Campylobacterales>Nitratifractor>Nitratifractor&nbsp;salsuginis"
"unclassified Epsilonproteobacteria"	"-"	34035	82	23	3	NA	2	63	60	76	82	NA	11	44	1	0.1458	0.006551	0.005623	NA	0.1458	0.006444	0.006184	0.009408	0.004644	NA	0.007114	0.004614	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"Sulfurovum"	"G"	265570	80	19	1	NA	2	38	49	48	80	NA	8	35	1	0.1458	0.005412	0.001874	NA	0.1458	0.003887	0.00505	0.005942	0.004531	NA	0.005174	0.00367	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria"
"Sulfurovum sp. NBC37-1"	"S"	387093	80	19	1	NA	2	38	49	48	80	NA	8	35	1	0.1458	0.005412	0.001874	NA	0.1458	0.003887	0.00505	0.005942	0.004531	NA	0.005174	0.00367	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria>Sulfurovum"
"Nitratiruptor"	"G"	269258	26	4	2	NA	NA	21	11	26	1	NA	3	9	NA	0.003749	0.001139	0.003749	NA	NA	0.002148	0.001134	0.003219	5.663e-05	NA	0.00194	0.0009438	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria"
"Nitratiruptor sp. SB155-2"	"S"	387092	26	4	2	NA	NA	21	11	26	1	NA	3	9	NA	0.003749	0.001139	0.003749	NA	NA	0.002148	0.001134	0.003219	5.663e-05	NA	0.00194	0.0009438	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>unclassified&nbsp;Epsilonproteobacteria>Nitratiruptor"
"Nautiliales"	"O"	235899	32	3	NA	NA	NA	11	17	32	1	NA	7	10	1	0.004527	0.0008544	NA	NA	NA	0.001125	0.001752	0.003961	5.663e-05	NA	0.004527	0.001049	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria"
"Nautiliaceae"	"F"	224467	32	3	NA	NA	NA	11	17	32	1	NA	7	10	1	0.004527	0.0008544	NA	NA	NA	0.001125	0.001752	0.003961	5.663e-05	NA	0.004527	0.001049	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Nautiliales"
"Nautilia"	"G"	191291	32	3	NA	NA	NA	11	17	32	1	NA	7	10	1	0.004527	0.0008544	NA	NA	NA	0.001125	0.001752	0.003961	5.663e-05	NA	0.004527	0.001049	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Nautiliales>Nautiliaceae"
"Nautilia profundicola"	"S"	244787	32	3	NA	NA	NA	11	17	32	1	NA	7	10	1	0.004527	0.0008544	NA	NA	NA	0.001125	0.001752	0.003961	5.663e-05	NA	0.004527	0.001049	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Nautiliales>Nautiliaceae>Nautilia"
"Nautilia profundicola AmH"	"-"	598659	16	2	NA	NA	NA	7	6	16	1	NA	6	5	NA	0.00388	0.0005696	NA	NA	NA	0.000716	0.0006184	0.001981	5.663e-05	NA	0.00388	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Epsilonproteobacteria>Nautiliales>Nautiliaceae>Nautilia>Nautilia&nbsp;profundicola"
"Deltaproteobacteria"	"C"	28221	6657	1417	156	7	8	4685	5466	6657	779	5	448	2450	193	0.8241	0.4036	0.2924	0.8	0.5831	0.4792	0.5633	0.8241	0.04412	0.5995	0.2897	0.2569	0.3881	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions"
"Bradymonadales"	"O"	1779134	997	418	34	3	NA	792	997	441	73	NA	46	326	27	0.3429	0.1191	0.06373	0.3429	NA	0.08101	0.1028	0.05459	0.004134	NA	0.02975	0.03419	0.0543	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Bradymonadaceae"	"F"	1779135	997	418	34	3	NA	792	997	441	73	NA	46	326	27	0.3429	0.1191	0.06373	0.3429	NA	0.08101	0.1028	0.05459	0.004134	NA	0.02975	0.03419	0.0543	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales"
"Bradymonas"	"G"	1779136	997	418	34	3	NA	792	997	441	73	NA	46	326	27	0.3429	0.1191	0.06373	0.3429	NA	0.08101	0.1028	0.05459	0.004134	NA	0.02975	0.03419	0.0543	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae"
"Bradymonas sediminis"	"S"	1548548	997	418	34	3	NA	792	997	441	73	NA	46	326	27	0.3429	0.1191	0.06373	0.3429	NA	0.08101	0.1028	0.05459	0.004134	NA	0.02975	0.03419	0.0543	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Bradymonadales>Bradymonadaceae>Bradymonas"
"Desulfovibrionales"	"O"	213115	1526	360	35	1	1	1188	1526	1357	146	2	80	457	42	0.2398	0.1025	0.0656	0.1143	0.07289	0.1215	0.1573	0.168	0.008268	0.2398	0.05174	0.04792	0.08446	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	194924	1349	273	23	1	1	979	1349	1210	126	2	61	273	33	0.2398	0.07775	0.04311	0.1143	0.07289	0.1001	0.139	0.1498	0.007136	0.2398	0.03945	0.02863	0.06637	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	872	1275	248	22	NA	1	917	1275	1115	94	2	45	201	26	0.2398	0.07063	0.04123	NA	0.07289	0.09379	0.1314	0.138	0.005323	0.2398	0.0291	0.02108	0.05229	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovibrio alaskensis"	"S"	58180	54	14	1	NA	NA	38	54	22	3	NA	4	30	2	0.005565	0.003987	0.001874	NA	NA	0.003887	0.005565	0.002723	0.0001699	NA	0.002587	0.003146	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio alaskensis G20"	"-"	207559	54	14	1	NA	NA	38	54	22	3	NA	4	30	2	0.005565	0.003987	0.001874	NA	NA	0.003887	0.005565	0.002723	0.0001699	NA	0.002587	0.003146	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;alaskensis"
"Desulfovibrio vulgaris"	"S"	881	48	13	1	NA	NA	26	14	48	35	NA	7	15	2	0.005942	0.003703	0.001874	NA	NA	0.002659	0.001443	0.005942	0.001982	NA	0.004527	0.001573	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
