"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Aerococcaceae"	"F"	1802	35	2	NA	5	3	NA	1	2	35	1	5	NA	NA	0.01399	0.01399	NA	0.002159	0.0008873	NA	0.0004461	0.0008186	0.00912	0.0004142	0.001612	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Facklamia"	"G"	1807	1	1	NA	NA	1	NA	1	1	1	NA	NA	NA	NA	0.006997	0.006997	NA	NA	0.0002958	NA	0.0004461	0.0004093	0.0002606	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Aerococcus"	"G"	1804	28	1	NA	3	1	NA	NA	1	28	1	1	NA	NA	0.007296	0.006997	NA	0.001295	0.0002958	NA	NA	0.0004093	0.007296	0.0004142	0.0003225	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Negativicutes"	"C"	2164	191	22	4	191	71	NA	70	33	9	68	159	64	NA	0.1539	0.1539	0.0242	0.08247	0.021	NA	0.03122	0.01351	0.002345	0.02816	0.05128	0.02891	NA	"Bacteria>Firmicutes"
"Selenomonadales"	"O"	2165	191	22	4	191	71	NA	70	33	9	68	159	64	NA	0.1539	0.1539	0.0242	0.08247	0.021	NA	0.03122	0.01351	0.002345	0.02816	0.05128	0.02891	NA	"Bacteria>Firmicutes>Negativicutes"
"Veillonellaceae"	"F"	2172	120	14	1	117	55	NA	57	26	8	51	120	52	NA	0.09796	0.09796	0.00605	0.05052	0.01627	NA	0.02543	0.01064	0.002085	0.02112	0.0387	0.02349	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2200	28	4	NA	16	5	NA	8	7	1	6	28	7	NA	0.02799	0.02799	NA	0.006908	0.001479	NA	0.003568	0.002865	0.0002606	0.002485	0.00903	0.003162	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megamonas"	"G"	2184	12	2	1	9	10	NA	11	4	NA	9	2	12	NA	0.01399	0.01399	0.00605	0.003886	0.002958	NA	0.004907	0.001637	NA	0.003728	0.000645	0.00542	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Propionispira"	"G"	2190	10	2	NA	7	NA	NA	3	1	NA	5	10	NA	NA	0.01399	0.01399	NA	0.003022	NA	NA	0.001338	0.0004093	NA	0.002071	0.003225	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Mitsuokella"	"G"	2186	2	1	NA	1	2	NA	1	NA	NA	NA	NA	NA	NA	0.006997	0.006997	NA	0.0004318	0.0005915	NA	0.0004461	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megasphaera"	"G"	2185	5	1	NA	5	2	NA	2	NA	1	1	5	NA	NA	0.006997	0.006997	NA	0.002159	0.0005915	NA	0.0008921	NA	0.0002606	0.0004142	0.001612	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Dialister"	"G"	2183	23	1	NA	14	11	NA	5	4	2	10	23	9	NA	0.007417	0.006997	NA	0.006045	0.003254	NA	0.00223	0.001637	0.0005212	0.004142	0.007417	0.004065	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Veillonella"	"G"	2198	22	1	NA	22	7	NA	6	1	3	2	12	9	NA	0.009499	0.006997	NA	0.009499	0.00207	NA	0.002676	0.0004093	0.0007817	0.0008283	0.00387	0.004065	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Zymophilus"	"G"	2199	4	1	NA	4	2	NA	3	NA	NA	4	2	1	NA	0.006997	0.006997	NA	0.001727	0.0005915	NA	0.001338	NA	NA	0.001657	0.000645	0.0004517	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Anaerospora"	"G"	2179	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.006997	0.006997	NA	NA	NA	NA	0.0004461	0.0004093	NA	NA	NA	0.0004517	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acidaminococcaceae"	"F"	2166	70	5	3	70	16	NA	12	7	1	17	35	11	NA	0.03499	0.03499	0.01815	0.03022	0.004732	NA	0.005353	0.002865	0.0002606	0.007041	0.01129	0.004968	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2171	37	2	3	37	5	NA	3	NA	NA	6	16	4	NA	0.01815	0.01399	0.01815	0.01598	0.001479	NA	0.001338	NA	NA	0.002485	0.00516	0.001807	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Phascolarctobacterium"	"G"	2168	16	1	NA	16	7	NA	6	6	NA	9	9	3	NA	0.006997	0.006997	NA	0.006908	0.00207	NA	0.002676	0.002456	NA	0.003728	0.002902	0.001355	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Acidaminococcus"	"G"	2167	10	1	NA	10	1	NA	2	NA	NA	NA	7	2	NA	0.006997	0.006997	NA	0.004318	0.0002958	NA	0.0008921	NA	NA	NA	0.002257	0.0009033	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"uncultured"	"F"	2201	3	2	NA	3	NA	NA	NA	NA	NA	NA	3	1	NA	0.01399	0.01399	NA	0.001295	NA	NA	NA	NA	NA	NA	0.0009675	0.0004517	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Verrucomicrobia"	"P"	3982	32661	117	133	3821	32661	84	9524	10177	39	10996	21508	5341	19	9.66	0.8187	0.8046	1.65	9.66	3.889	4.248	4.165	0.01016	4.554	6.936	2.412	3.605	"Bacteria"
"Verrucomicrobiae"	"C"	4029	32661	117	133	3821	32661	84	9524	10177	39	10996	21508	5341	19	9.66	0.8187	0.8046	1.65	9.66	3.889	4.248	4.165	0.01016	4.554	6.936	2.412	3.605	"Bacteria>Verrucomicrobia"
"uncultured"	"O"	27008	22987	70	82	2652	22987	62	6602	7127	28	7961	15514	3870	14	6.799	0.4898	0.4961	1.145	6.799	2.87	2.945	2.917	0.007296	3.297	5.003	1.748	2.657	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	6009	33	29	658	6009	11	1778	1856	7	1726	3473	858	2	1.777	0.2309	0.1754	0.2841	1.777	0.5093	0.7931	0.7596	0.001824	0.7149	1.12	0.3875	0.3795	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutaceae"	"F"	26973	2672	19	11	253	2672	2	737	742	2	566	1237	303	2	0.7903	0.133	0.06655	0.1092	0.7903	0.09259	0.3287	0.3037	0.0005212	0.2344	0.3989	0.1369	0.3795	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Lacunisphaera"	"G"	26978	1076	5	5	104	1076	1	253	215	2	211	432	117	NA	0.3183	0.03499	0.03025	0.0449	0.3183	0.0463	0.1129	0.088	0.0005212	0.08739	0.1393	0.05285	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	490	4	1	39	490	1	125	132	NA	101	239	51	1	0.1898	0.02799	0.00605	0.01684	0.1449	0.0463	0.05576	0.05403	NA	0.04183	0.07707	0.02304	0.1898	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"IMCC26134"	"G"	26977	381	4	2	31	381	NA	154	150	NA	74	184	47	1	0.1898	0.02799	0.0121	0.01338	0.1127	NA	0.06869	0.06139	NA	0.03065	0.05934	0.02123	0.1898	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cephaloticoccus"	"G"	26975	270	3	1	26	270	NA	57	77	NA	70	138	38	NA	0.07986	0.02099	0.00605	0.01123	0.07986	NA	0.02543	0.03151	NA	0.02899	0.0445	0.01716	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"uncultured"	"G"	26980	82	2	1	9	82	NA	27	24	NA	25	48	10	NA	0.02425	0.01399	0.00605	0.003886	0.02425	NA	0.01204	0.009823	NA	0.01035	0.01548	0.004517	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Puniceicoccaceae"	"F"	26981	3170	13	17	384	3170	9	1004	1071	5	1116	2119	528	NA	0.9376	0.09097	0.1028	0.1658	0.9376	0.4167	0.4478	0.4383	0.001303	0.4622	0.6834	0.2385	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Puniceicoccus"	"G"	26988	487	2	NA	55	487	2	147	148	NA	162	304	89	NA	0.144	0.01399	NA	0.02375	0.144	0.09259	0.06557	0.06057	NA	0.0671	0.09804	0.0402	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Coraliomargarita"	"G"	26984	279	2	1	28	279	2	80	87	NA	108	182	45	NA	0.09259	0.01399	0.00605	0.01209	0.08252	0.09259	0.03568	0.03561	NA	0.04473	0.05869	0.02033	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Cerasicoccus"	"G"	26983	515	2	4	62	515	NA	154	163	NA	182	320	70	NA	0.1523	0.01399	0.0242	0.02677	0.1523	NA	0.06869	0.06671	NA	0.07538	0.1032	0.03162	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"uncultured"	"G"	26990	180	1	1	34	180	1	75	63	NA	77	157	34	NA	0.05324	0.006997	0.00605	0.01468	0.05324	0.0463	0.03345	0.02578	NA	0.03189	0.05063	0.01536	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Pelagicoccus"	"G"	26987	88	1	1	7	88	NA	33	49	1	22	54	11	NA	0.02603	0.006997	0.00605	0.003022	0.02603	NA	0.01472	0.02005	0.0002606	0.009112	0.01741	0.004968	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Verrucomicrobiales"	"O"	4030	739	5	4	151	739	2	222	236	1	226	499	114	NA	0.2186	0.03499	0.0242	0.0652	0.2186	0.09259	0.09903	0.09659	0.0002606	0.0936	0.1609	0.05149	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Verrucomicrobiaceae"	"F"	4036	317	3	2	69	317	1	83	79	1	103	215	53	NA	0.09376	0.02099	0.0121	0.02979	0.09376	0.0463	0.03702	0.03233	0.0002606	0.04266	0.06934	0.02394	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"uncultured"	"G"	4046	27	1	NA	27	18	NA	4	5	NA	4	9	2	NA	0.01166	0.006997	NA	0.01166	0.005324	NA	0.001784	0.002046	NA	0.001657	0.002902	0.0009033	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Roseimicrobium"	"G"	4044	234	1	2	32	234	1	66	55	1	78	148	38	NA	0.06921	0.006997	0.0121	0.01382	0.06921	0.0463	0.02944	0.02251	0.0002606	0.03231	0.04773	0.01716	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Brevifollis"	"G"	4038	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006997	0.006997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Verrucomicrobiaceae"
"Akkermansiaceae"	"F"	27000	70	1	NA	9	70	NA	19	19	NA	27	42	16	NA	0.0207	0.006997	NA	0.003886	0.0207	NA	0.008475	0.007776	NA	0.01118	0.01354	0.007227	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Akkermansia"	"G"	27001	70	1	NA	9	70	NA	19	19	NA	27	42	16	NA	0.0207	0.006997	NA	0.003886	0.0207	NA	0.008475	0.007776	NA	0.01118	0.01354	0.007227	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Akkermansiaceae"
"Rubritaleaceae"	"F"	4034	178	1	2	52	178	NA	70	83	NA	45	136	12	NA	0.05265	0.006997	0.0121	0.02245	0.05265	NA	0.03122	0.03397	NA	0.01864	0.04386	0.00542	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales"
"Rubritalea"	"G"	4035	30	1	NA	3	30	NA	5	7	NA	12	19	3	NA	0.008873	0.006997	NA	0.001295	0.008873	NA	0.00223	0.002865	NA	0.00497	0.006127	0.001355	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Verrucomicrobiales>Rubritaleaceae"
"Pedosphaerales"	"O"	26992	423	3	5	76	423	2	147	142	1	171	293	70	2	0.3795	0.02099	0.03025	0.03281	0.1251	0.09259	0.06557	0.05812	0.0002606	0.07082	0.09449	0.03162	0.3795	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Pedosphaeraceae"	"F"	26993	423	3	5	76	423	2	147	142	1	171	293	70	2	0.3795	0.02099	0.03025	0.03281	0.1251	0.09259	0.06557	0.05812	0.0002606	0.07082	0.09449	0.03162	0.3795	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Pedosphaerales"
"Actinobacteria"	"P"	400	3524	94	18	3155	892	11	871	1489	20	1295	3524	940	3	1.362	0.6578	0.1089	1.362	0.2638	0.5093	0.3885	0.6094	0.005212	0.5364	1.136	0.4246	0.5693	"Bacteria"
"Actinobacteria"	"C"	419	2719	82	16	2343	738	8	816	1373	14	1239	2719	890	3	1.012	0.5738	0.09679	1.012	0.2183	0.3704	0.364	0.5619	0.003648	0.5132	0.8768	0.402	0.5693	"Bacteria>Actinobacteria"
"Micrococcales"	"O"	510	1642	48	7	1048	337	4	393	785	6	700	1642	461	1	0.5295	0.3359	0.04235	0.4525	0.09968	0.1852	0.1753	0.3213	0.001563	0.2899	0.5295	0.2082	0.1898	"Bacteria>Actinobacteria>Actinobacteria"
"Microbacteriaceae"	"F"	580	1385	40	6	469	255	3	325	671	4	571	1385	391	NA	0.4466	0.2799	0.0363	0.2025	0.07542	0.1389	0.145	0.2746	0.001042	0.2365	0.4466	0.1766	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Microbacterium"	"G"	616	431	10	4	156	69	2	93	174	3	154	431	106	NA	0.139	0.06997	0.0242	0.06735	0.02041	0.09259	0.04148	0.07122	0.0007817	0.06378	0.139	0.04788	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Planktoluna"	"G"	590	55	6	NA	31	16	NA	28	42	NA	31	55	29	NA	0.04198	0.04198	NA	0.01338	0.004732	NA	0.01249	0.01719	NA	0.01284	0.01774	0.0131	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Candidatus Aquiluna"	"G"	587	137	6	NA	53	25	NA	31	81	1	64	137	47	NA	0.04418	0.04198	NA	0.02288	0.007394	NA	0.01383	0.03315	0.0002606	0.02651	0.04418	0.02123	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Rhodoluna"	"G"	24511	163	5	NA	52	32	NA	44	106	NA	86	163	49	NA	0.05257	0.03499	NA	0.02245	0.009465	NA	0.01963	0.04338	NA	0.03562	0.05257	0.02213	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Curtobacterium"	"G"	596	20	2	NA	8	3	NA	3	11	NA	5	20	9	NA	0.01399	0.01399	NA	0.003454	0.0008873	NA	0.001338	0.004502	NA	0.002071	0.00645	0.004065	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Agromyces"	"G"	583	37	1	NA	6	10	NA	7	12	NA	10	37	11	NA	0.01193	0.006997	NA	0.002591	0.002958	NA	0.003122	0.004911	NA	0.004142	0.01193	0.004968	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"MWH-Ta3"	"G"	614	16	1	NA	9	3	NA	6	12	NA	13	16	3	NA	0.006997	0.006997	NA	0.003886	0.0008873	NA	0.002676	0.004911	NA	0.005384	0.00516	0.001355	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Pseudoclavibacter"	"G"	624	16	1	NA	8	6	NA	3	7	NA	5	16	4	NA	0.006997	0.006997	NA	0.003454	0.001775	NA	0.001338	0.002865	NA	0.002071	0.00516	0.001807	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Leucobacter"	"G"	610	44	1	NA	7	3	NA	4	15	NA	15	44	3	NA	0.01419	0.006997	NA	0.003022	0.0008873	NA	0.001784	0.006139	NA	0.006213	0.01419	0.001355	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"ML602J-51"	"G"	613	30	1	NA	7	6	NA	5	13	NA	8	30	4	NA	0.009675	0.006997	NA	0.003022	0.001775	NA	0.00223	0.005321	NA	0.003313	0.009675	0.001807	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Microbacteriaceae"
"Intrasporangiaceae"	"F"	557	251	3	NA	251	10	NA	6	9	NA	10	30	3	NA	0.1084	0.02099	NA	0.1084	0.002958	NA	0.002676	0.003684	NA	0.004142	0.009675	0.001355	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Tetrasphaera"	"G"	576	167	2	NA	167	6	NA	3	4	NA	5	10	3	NA	0.0721	0.01399	NA	0.0721	0.001775	NA	0.001338	0.001637	NA	0.002071	0.003225	0.001355	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Phycicoccus"	"G"	572	6	1	NA	6	NA	NA	NA	NA	NA	NA	3	NA	NA	0.006997	0.006997	NA	0.002591	NA	NA	NA	NA	NA	NA	0.0009675	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Intrasporangiaceae"
"Micrococcaceae"	"F"	636	220	3	NA	220	46	NA	41	81	2	76	148	45	1	0.1898	0.02099	NA	0.09499	0.01361	NA	0.01829	0.03315	0.0005212	0.03148	0.04773	0.02033	0.1898	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Arthrobacter"	"G"	638	48	2	NA	48	9	NA	12	20	NA	18	36	16	1	0.1898	0.01399	NA	0.02072	0.002662	NA	0.005353	0.008186	NA	0.007455	0.01161	0.007227	0.1898	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Paenarthrobacter"	"G"	14218	9	1	NA	9	2	NA	1	4	NA	2	5	NA	NA	0.006997	0.006997	NA	0.003886	0.0005915	NA	0.0004461	0.001637	NA	0.0008283	0.001612	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Micrococcaceae"
"Bogoriellaceae"	"F"	517	2	1	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	0.006997	0.006997	NA	0.0008635	NA	NA	NA	NA	NA	NA	0.0003225	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales"
"Georgenia"	"G"	519	2	1	NA	2	NA	NA	NA	NA	NA	NA	1	NA	NA	0.006997	0.006997	NA	0.0008635	NA	NA	NA	NA	NA	NA	0.0003225	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Micrococcales>Bogoriellaceae"
"Frankiales"	"O"	475	456	17	6	266	159	1	272	374	2	337	456	262	1	0.1898	0.119	0.0363	0.1148	0.04703	0.0463	0.1213	0.1531	0.0005212	0.1396	0.1471	0.1183	0.1898	"Bacteria>Actinobacteria>Actinobacteria"
"Sporichthyaceae"	"F"	491	433	17	6	227	150	1	267	361	2	331	433	258	1	0.1898	0.119	0.0363	0.09801	0.04437	0.0463	0.1191	0.1478	0.0005212	0.1371	0.1396	0.1165	0.1898	"Bacteria>Actinobacteria>Actinobacteria>Frankiales"
"hgcI clade"	"G"	494	380	15	6	195	125	1	228	324	1	293	380	234	NA	0.1326	0.105	0.0363	0.08419	0.03697	0.0463	0.1017	0.1326	0.0002606	0.1214	0.1225	0.1057	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Sporichthya"	"G"	493	2	1	NA	1	1	NA	NA	1	NA	NA	2	NA	NA	0.006997	0.006997	NA	0.0004318	0.0002958	NA	NA	0.0004093	NA	NA	0.000645	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Candidatus Planktophila"	"G"	492	23	1	NA	15	13	NA	17	11	1	21	23	11	NA	0.008698	0.006997	NA	0.006476	0.003845	NA	0.007583	0.004502	0.0002606	0.008698	0.007417	0.004968	NA	"Bacteria>Actinobacteria>Actinobacteria>Frankiales>Sporichthyaceae"
"Propionibacteriales"	"O"	704	394	4	1	394	43	NA	24	30	2	30	94	33	NA	0.1701	0.02799	0.00605	0.1701	0.01272	NA	0.01071	0.01228	0.0005212	0.01243	0.03031	0.01491	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Propionibacteriaceae"	"F"	714	323	3	1	323	39	NA	19	25	2	23	51	29	NA	0.1395	0.02099	0.00605	0.1395	0.01154	NA	0.008475	0.01023	0.0005212	0.009526	0.01645	0.0131	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Microlunatus"	"G"	724	16	1	NA	16	6	NA	1	1	1	2	5	3	NA	0.006997	0.006997	NA	0.006908	0.001775	NA	0.0004461	0.0004093	0.0002606	0.0008283	0.001612	0.001355	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"uncultured"	"G"	734	28	1	NA	28	4	NA	4	4	NA	2	8	4	NA	0.01209	0.006997	NA	0.01209	0.001183	NA	0.001784	0.001637	NA	0.0008283	0.00258	0.001807	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Cutibacterium"	"G"	24519	85	1	NA	85	23	NA	10	15	1	14	27	14	NA	0.0367	0.006997	NA	0.0367	0.006803	NA	0.004461	0.006139	0.0002606	0.005798	0.008707	0.006323	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Propionibacteriaceae"
"Nocardioidaceae"	"F"	705	68	1	NA	68	4	NA	5	5	NA	7	43	4	NA	0.02936	0.006997	NA	0.02936	0.001183	NA	0.00223	0.002046	NA	0.002899	0.01387	0.001807	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales"
"Nocardioides"	"G"	711	40	1	NA	40	4	NA	2	2	NA	4	32	2	NA	0.01727	0.006997	NA	0.01727	0.001183	NA	0.0008921	0.0008186	NA	0.001657	0.01032	0.0009033	NA	"Bacteria>Actinobacteria>Actinobacteria>Propionibacteriales>Nocardioidaceae"
"Streptomycetales"	"O"	765	310	4	NA	310	86	3	65	82	NA	83	228	62	1	0.1898	0.02799	NA	0.1338	0.02544	0.1389	0.02899	0.03356	NA	0.03438	0.07353	0.028	0.1898	"Bacteria>Actinobacteria>Actinobacteria"
"Streptomycetaceae"	"F"	766	310	4	NA	310	86	3	65	82	NA	83	228	62	1	0.1898	0.02799	NA	0.1338	0.02544	0.1389	0.02899	0.03356	NA	0.03438	0.07353	0.028	0.1898	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales"
"Streptomyces"	"G"	769	309	4	NA	309	85	3	64	80	NA	81	227	62	1	0.1898	0.02799	NA	0.1334	0.02514	0.1389	0.02855	0.03274	NA	0.03355	0.07321	0.028	0.1898	"Bacteria>Actinobacteria>Actinobacteria>Streptomycetales>Streptomycetaceae"
"Corynebacteriales"	"O"	447	86	4	NA	86	37	NA	9	26	3	26	84	10	NA	0.03713	0.02799	NA	0.03713	0.01094	NA	0.004015	0.01064	0.0007817	0.01077	0.02709	0.004517	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Nocardiaceae"	"F"	460	25	1	NA	22	14	NA	1	7	1	5	25	NA	NA	0.009499	0.006997	NA	0.009499	0.004141	NA	0.0004461	0.002865	0.0002606	0.002071	0.008062	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Gordonia"	"G"	461	3	1	NA	NA	1	NA	NA	NA	NA	NA	3	NA	NA	0.006997	0.006997	NA	NA	0.0002958	NA	NA	NA	NA	NA	0.0009675	NA	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Nocardiaceae"
"Mycobacteriaceae"	"F"	457	16	1	NA	16	2	NA	NA	3	NA	4	16	3	NA	0.006997	0.006997	NA	0.006908	0.0005915	NA	NA	0.001228	NA	0.001657	0.00516	0.001355	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Mycobacterium"	"G"	459	16	1	NA	16	2	NA	NA	3	NA	4	16	3	NA	0.006997	0.006997	NA	0.006908	0.0005915	NA	NA	0.001228	NA	0.001657	0.00516	0.001355	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Mycobacteriaceae"
"Corynebacteriaceae"	"F"	448	44	1	NA	44	18	NA	7	14	1	15	37	5	NA	0.019	0.006997	NA	0.019	0.005324	NA	0.003122	0.00573	0.0002606	0.006213	0.01193	0.002258	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales"
"Corynebacterium 1"	"G"	11143	31	1	NA	31	13	NA	7	10	1	13	30	2	NA	0.01338	0.006997	NA	0.01338	0.003845	NA	0.003122	0.004093	0.0002606	0.005384	0.009675	0.0009033	NA	"Bacteria>Actinobacteria>Actinobacteria>Corynebacteriales>Corynebacteriaceae"
"PeM15"	"O"	703	14	1	NA	14	NA	NA	NA	3	NA	2	13	NA	NA	0.006997	0.006997	NA	0.006045	NA	NA	NA	0.001228	NA	0.0008283	0.004192	NA	NA	"Bacteria>Actinobacteria>Actinobacteria"
"Micromonosporales"	"O"	672	23	1	NA	23	9	NA	4	2	NA	2	21	5	NA	0.00993	0.006997	NA	0.00993	0.002662	NA	0.001784	0.0008186	NA	0.0008283	0.006772	0.002258	NA	"Bacteria>Actinobacteria>Actinobacteria"
