"name"	"taxRank"	"taxID"	"Max"	"BC01.cladeReads"	"BC02.cladeReads"	"BC03.cladeReads"	"BC04.cladeReads"	"BC05.cladeReads"	"BC06.cladeReads"	"BC07.cladeReads"	"BC08.cladeReads"	"BC09.cladeReads"	"BC10.cladeReads"	"BC11.cladeReads"	"BC12.cladeReads"	"Max.1"	"BC01.cladeReads.."	"BC02.cladeReads.."	"BC03.cladeReads.."	"BC04.cladeReads.."	"BC05.cladeReads.."	"BC06.cladeReads.."	"BC07.cladeReads.."	"BC08.cladeReads.."	"BC09.cladeReads.."	"BC10.cladeReads.."	"BC11.cladeReads.."	"BC12.cladeReads.."	"lineage"
"Xanthomonadaceae"	"F"	32033	2623	65	55	1286	1094	7	928	860	254	614	2623	633	2	0.7469	0.4101	0.2902	0.5004	0.2915	0.2959	0.3882	0.3205	0.06508	0.2374	0.7469	0.2638	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Stenotrophomonas"	"G"	40323	1157	38	42	592	723	3	655	585	208	473	1157	466	1	0.3294	0.2398	0.2216	0.2304	0.1926	0.1268	0.274	0.218	0.05329	0.1829	0.3294	0.1942	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Stenotrophomonas maltophilia group"	"-"	995085	757	29	30	453	606	3	580	512	203	430	757	410	1	0.2426	0.183	0.1583	0.1763	0.1615	0.1268	0.2426	0.1908	0.05201	0.1663	0.2155	0.1708	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Stenotrophomonas maltophilia"	"S"	40324	757	29	30	453	606	3	580	512	203	430	757	410	1	0.2426	0.183	0.1583	0.1763	0.1615	0.1268	0.2426	0.1908	0.05201	0.1663	0.2155	0.1708	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas>Stenotrophomonas&nbsp;maltophilia&nbsp;group"
"Stenotrophomonas acidaminiphila"	"S"	128780	42	3	NA	17	8	NA	4	10	1	9	42	4	NA	0.01893	0.01893	NA	0.006615	0.002131	NA	0.001673	0.003727	0.0002562	0.00348	0.01196	0.001667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Stenotrophomonas sp. KCTC 12332"	"S"	1793721	79	2	2	20	13	NA	5	9	NA	4	79	8	NA	0.02249	0.01262	0.01055	0.007782	0.003464	NA	0.002092	0.003355	NA	0.001547	0.02249	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
"Lysobacter"	"G"	68	559	9	5	283	127	2	110	134	9	49	559	67	1	0.1783	0.05679	0.02639	0.1101	0.03384	0.08453	0.04602	0.04995	0.002306	0.01895	0.1592	0.02792	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Lysobacter antibioticus"	"S"	84531	80	3	1	53	13	NA	8	8	NA	2	80	5	NA	0.02278	0.01893	0.005277	0.02062	0.003464	NA	0.003347	0.002982	NA	0.0007734	0.02278	0.002083	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Lysobacter gummosus"	"S"	262324	17	1	NA	1	5	1	1	5	NA	NA	17	1	NA	0.04227	0.00631	NA	0.0003891	0.001332	0.04227	0.0004183	0.001864	NA	NA	0.004841	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Lysobacter"
"Pseudoxanthomonas"	"G"	83618	372	7	2	171	115	1	62	49	5	39	372	40	NA	0.1059	0.04417	0.01055	0.06654	0.03064	0.04227	0.02594	0.01826	0.001281	0.01508	0.1059	0.01667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Pseudoxanthomonas suwonensis"	"S"	314722	220	5	1	131	80	1	38	34	2	29	220	27	NA	0.06264	0.03155	0.005277	0.05097	0.02131	0.04227	0.0159	0.01267	0.0005124	0.01121	0.06264	0.01125	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Pseudoxanthomonas"
"Pseudoxanthomonas spadix"	"S"	415229	151	2	1	40	34	NA	24	14	3	10	151	12	NA	0.043	0.01262	0.005277	0.01556	0.009059	NA	0.01004	0.005218	0.0007687	0.003867	0.043	0.005	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Pseudoxanthomonas"
"Xanthomonas"	"G"	338	84	4	2	59	20	NA	13	19	5	7	84	22	NA	0.02524	0.02524	0.01055	0.02296	0.005329	NA	0.005438	0.007082	0.001281	0.002707	0.02392	0.009167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Xanthomonas sacchari"	"S"	56458	19	1	NA	2	5	NA	3	9	NA	NA	19	7	NA	0.00631	0.00631	NA	0.0007782	0.001332	NA	0.001255	0.003355	NA	NA	0.00541	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Xanthomonas"
"Luteimonas"	"G"	83614	140	1	2	61	27	1	23	19	1	12	140	7	NA	0.04227	0.00631	0.01055	0.02374	0.007194	0.04227	0.009621	0.007082	0.0002562	0.004641	0.03986	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Luteimonas sp. 100111"	"S"	2006110	140	1	2	61	27	1	23	19	1	12	140	7	NA	0.04227	0.00631	0.01055	0.02374	0.007194	0.04227	0.009621	0.007082	0.0002562	0.004641	0.03986	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Luteimonas"
"Rhodanobacteraceae"	"F"	1775411	1246	34	12	1216	699	3	320	298	22	124	1246	130	1	0.4732	0.2145	0.06332	0.4732	0.1862	0.1268	0.1339	0.1111	0.005637	0.04795	0.3548	0.05417	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Dokdonella"	"G"	323413	514	12	3	479	340	1	132	112	9	30	514	47	NA	0.1864	0.07572	0.01583	0.1864	0.09059	0.04227	0.05522	0.04175	0.002306	0.0116	0.1464	0.01958	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Dokdonella koreensis"	"S"	323415	514	12	3	479	340	1	132	112	9	30	514	47	NA	0.1864	0.07572	0.01583	0.1864	0.09059	0.04227	0.05522	0.04175	0.002306	0.0116	0.1464	0.01958	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dokdonella"
"Rhodanobacter"	"G"	75309	173	6	1	173	66	1	39	33	7	28	146	22	NA	0.06732	0.03786	0.005277	0.06732	0.01758	0.04227	0.01631	0.0123	0.001794	0.01083	0.04157	0.009167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Rhodanobacter denitrificans"	"S"	666685	173	6	1	173	66	1	39	33	7	28	146	22	NA	0.06732	0.03786	0.005277	0.06732	0.01758	0.04227	0.01631	0.0123	0.001794	0.01083	0.04157	0.009167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Rhodanobacter"
"Frateuria"	"G"	70411	82	2	1	59	35	NA	24	29	NA	11	82	12	NA	0.02335	0.01262	0.005277	0.02296	0.009325	NA	0.01004	0.01081	NA	0.004254	0.02335	0.005	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Frateuria aurantia"	"S"	81475	82	2	1	59	35	NA	24	29	NA	11	82	12	NA	0.02335	0.01262	0.005277	0.02296	0.009325	NA	0.01004	0.01081	NA	0.004254	0.02335	0.005	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Frateuria"
"Dyella"	"G"	231454	103	2	NA	103	42	NA	19	15	3	6	58	6	NA	0.04008	0.01262	NA	0.04008	0.01119	NA	0.007948	0.005591	0.0007687	0.00232	0.01652	0.0025	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Dyella thiooxydans"	"S"	445710	72	1	NA	72	9	NA	5	3	2	2	25	2	NA	0.02802	0.00631	NA	0.02802	0.002398	NA	0.002092	0.001118	0.0005124	0.0007734	0.007119	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Dyella jiangningensis"	"S"	1379159	20	1	NA	8	20	NA	3	NA	1	2	12	4	NA	0.00631	0.00631	NA	0.003113	0.005329	NA	0.001255	NA	0.0002562	0.0007734	0.003417	0.001667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Dyella"
"Luteibacter"	"G"	242605	133	2	1	121	31	NA	18	22	NA	11	133	7	NA	0.04708	0.01262	0.005277	0.04708	0.008259	NA	0.00753	0.0082	NA	0.004254	0.03787	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae"
"Luteibacter rhizovicinus"	"S"	242606	133	2	1	121	31	NA	18	22	NA	11	133	7	NA	0.04708	0.01262	0.005277	0.04708	0.008259	NA	0.00753	0.0082	NA	0.004254	0.03787	0.002917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Rhodanobacteraceae>Luteibacter"
"unclassified Xanthomonadales"	"-"	451320	267	9	2	267	110	NA	33	52	7	7	150	16	NA	0.1039	0.05679	0.01055	0.1039	0.02931	NA	0.0138	0.01938	0.001794	0.002707	0.04271	0.006667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Xanthomonadales bacterium D13"	"S"	2021234	267	9	2	267	110	NA	33	52	7	7	150	16	NA	0.1039	0.05679	0.01055	0.1039	0.02931	NA	0.0138	0.01938	0.001794	0.002707	0.04271	0.006667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>unclassified&nbsp;Xanthomonadales"
"Vibrionales"	"O"	135623	8308	88	82	881	2121	17	1102	958	8308	972	1144	1003	5	2.129	0.5553	0.4327	0.3428	0.5651	0.7185	0.461	0.3571	2.129	0.3759	0.3257	0.4179	0.8913	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	641	8308	88	82	881	2121	17	1102	958	8308	972	1144	1003	5	2.129	0.5553	0.4327	0.3428	0.5651	0.7185	0.461	0.3571	2.129	0.3759	0.3257	0.4179	0.8913	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	662	5728	66	73	742	1671	16	925	838	5728	766	982	814	5	1.468	0.4165	0.3852	0.2887	0.4452	0.6762	0.387	0.3123	1.468	0.2962	0.2796	0.3392	0.8913	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Vibrio harveyi group"	"S"	717610	2018	27	45	376	816	5	555	463	2018	438	535	469	2	0.5171	0.1704	0.2375	0.1463	0.2174	0.2113	0.2322	0.1726	0.5171	0.1694	0.1523	0.1954	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio parahaemolyticus"	"S"	670	765	11	15	118	240	1	57	77	765	57	187	83	1	0.196	0.06941	0.07916	0.04592	0.06394	0.04227	0.02384	0.0287	0.196	0.02204	0.05325	0.03458	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio owensii"	"S"	696485	693	11	24	209	347	3	432	327	693	334	273	328	1	0.1807	0.06941	0.1266	0.08132	0.09245	0.1268	0.1807	0.1219	0.1776	0.1292	0.07773	0.1367	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio campbellii"	"S"	680	141	2	NA	10	84	NA	22	25	141	20	33	17	NA	0.03613	0.01262	NA	0.003891	0.02238	NA	0.009203	0.009318	0.03613	0.007734	0.009396	0.007084	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio natriegens"	"S"	691	157	2	2	20	85	NA	33	25	157	24	31	29	NA	0.04023	0.01262	0.01055	0.007782	0.02265	NA	0.0138	0.009318	0.04023	0.009281	0.008827	0.01208	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio cholerae"	"S"	666	699	14	11	144	347	5	151	163	699	136	145	150	NA	0.2113	0.08834	0.05805	0.05603	0.09245	0.2113	0.06317	0.06075	0.1791	0.05259	0.04129	0.0625	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio coralliilyticus"	"S"	190893	1656	10	5	95	243	1	47	68	1656	49	93	52	NA	0.4243	0.0631	0.02639	0.03697	0.06474	0.04227	0.01966	0.02535	0.4243	0.01895	0.02648	0.02167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio vulnificus"	"S"	672	598	7	9	54	53	2	65	49	598	57	112	55	1	0.1783	0.04417	0.04749	0.02101	0.01412	0.08453	0.02719	0.01826	0.1532	0.02204	0.03189	0.02292	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio nigripulchritudo"	"S"	28173	286	3	1	28	95	2	63	39	286	40	24	45	1	0.1783	0.01893	0.005277	0.0109	0.02531	0.08453	0.02635	0.01454	0.07328	0.01547	0.006834	0.01875	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio anguillarum"	"S"	55601	60	3	1	22	60	NA	24	32	50	25	56	22	NA	0.01893	0.01893	0.005277	0.00856	0.01599	NA	0.01004	0.01193	0.01281	0.009668	0.01595	0.009167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio scophthalmi"	"S"	45658	282	1	1	14	37	1	9	15	282	15	13	12	NA	0.07225	0.00631	0.005277	0.005448	0.009858	0.04227	0.003765	0.005591	0.07225	0.005801	0.003702	0.005	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Photobacterium"	"G"	657	2061	18	4	101	348	NA	87	84	2061	133	130	126	NA	0.5281	0.1136	0.02111	0.0393	0.09272	NA	0.03639	0.03131	0.5281	0.05143	0.03702	0.0525	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Photobacterium damselae"	"S"	38293	1396	10	2	77	258	NA	49	49	1396	97	87	86	NA	0.3577	0.0631	0.01055	0.02996	0.06874	NA	0.0205	0.01826	0.3577	0.03751	0.02477	0.03583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium gaetbulicola"	"S"	1295392	154	7	2	15	38	NA	10	14	154	11	20	19	NA	0.04417	0.04417	0.01055	0.005837	0.01012	NA	0.004183	0.005218	0.03946	0.004254	0.005695	0.007917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium profundum"	"S"	74109	510	1	NA	9	50	NA	28	21	510	25	23	21	NA	0.1307	0.00631	NA	0.003502	0.01332	NA	0.01171	0.007827	0.1307	0.009668	0.006549	0.00875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Aliivibrio"	"G"	511678	119	2	1	21	66	1	87	30	119	69	22	53	NA	0.04227	0.01262	0.005277	0.008171	0.01758	0.04227	0.03639	0.01118	0.03049	0.02668	0.006264	0.02208	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Aliivibrio fischeri"	"S"	668	80	1	1	11	27	NA	80	20	45	49	4	45	NA	0.03347	0.00631	0.005277	0.00428	0.007194	NA	0.03347	0.007454	0.01153	0.01895	0.001139	0.01875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Aliivibrio salmonicida"	"S"	40269	34	1	NA	5	15	NA	6	6	34	15	12	6	NA	0.008712	0.00631	NA	0.001946	0.003996	NA	0.00251	0.002236	0.008712	0.005801	0.003417	0.0025	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Chromatiales"	"O"	135613	2616	56	27	663	2616	6	566	627	329	453	1468	444	2	0.697	0.3534	0.1425	0.258	0.697	0.2536	0.2368	0.2337	0.0843	0.1752	0.418	0.185	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Chromatiaceae"	"F"	1046	954	16	9	195	954	2	112	144	169	87	408	98	1	0.2542	0.101	0.04749	0.07588	0.2542	0.08453	0.04685	0.05367	0.0433	0.03364	0.1162	0.04083	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Allochromatium"	"G"	85072	66	2	NA	19	66	NA	16	18	25	4	60	6	NA	0.01758	0.01262	NA	0.007393	0.01758	NA	0.006693	0.006709	0.006406	0.001547	0.01708	0.0025	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Allochromatium vinosum"	"S"	1049	66	2	NA	19	66	NA	16	18	25	4	60	6	NA	0.01758	0.01262	NA	0.007393	0.01758	NA	0.006693	0.006709	0.006406	0.001547	0.01708	0.0025	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Allochromatium"
"Thiocystis"	"G"	13724	138	1	1	18	138	NA	7	8	4	10	25	11	NA	0.03677	0.00631	0.005277	0.007004	0.03677	NA	0.002928	0.002982	0.001025	0.003867	0.007119	0.004583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Thiocystis violascens"	"S"	73141	138	1	1	18	138	NA	7	8	4	10	25	11	NA	0.03677	0.00631	0.005277	0.007004	0.03677	NA	0.002928	0.002982	0.001025	0.003867	0.007119	0.004583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thiocystis"
"Thiodictyon"	"G"	53392	108	1	1	9	108	NA	12	12	4	8	48	16	NA	0.02877	0.00631	0.005277	0.003502	0.02877	NA	0.00502	0.004473	0.001025	0.003094	0.01367	0.006667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Candidatus Thiodictyon syntrophicum"	"S"	1166950	108	1	1	9	108	NA	12	12	4	8	48	16	NA	0.02877	0.00631	0.005277	0.003502	0.02877	NA	0.00502	0.004473	0.001025	0.003094	0.01367	0.006667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thiodictyon"
"unclassified Chromatiaceae"	"-"	82569	104	1	1	20	104	NA	10	21	7	13	39	21	NA	0.02771	0.00631	0.005277	0.007782	0.02771	NA	0.004183	0.007827	0.001794	0.005027	0.0111	0.00875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Chromatiaceae bacterium 2141T.STBD.0c.01a"	"S"	1978339	104	1	1	20	104	NA	10	21	7	13	39	21	NA	0.02771	0.00631	0.005277	0.007782	0.02771	NA	0.004183	0.007827	0.001794	0.005027	0.0111	0.00875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>unclassified&nbsp;Chromatiaceae"
"Thioflavicoccus"	"G"	156885	73	1	1	24	73	NA	15	22	2	6	61	9	NA	0.01945	0.00631	0.005277	0.009339	0.01945	NA	0.006275	0.0082	0.0005124	0.00232	0.01737	0.00375	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Thioflavicoccus mobilis"	"S"	80679	73	1	1	24	73	NA	15	22	2	6	61	9	NA	0.01945	0.00631	0.005277	0.009339	0.01945	NA	0.006275	0.0082	0.0005124	0.00232	0.01737	0.00375	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Thioflavicoccus"
"Candidatus Nitrosoglobus"	"G"	1980513	48	1	NA	17	48	1	11	7	NA	5	27	8	NA	0.04227	0.00631	NA	0.006615	0.01279	0.04227	0.004602	0.002609	NA	0.001934	0.007688	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae"
"Candidatus Nitrosoglobus terrae"	"S"	1630141	48	1	NA	17	48	1	11	7	NA	5	27	8	NA	0.04227	0.00631	NA	0.006615	0.01279	0.04227	0.004602	0.002609	NA	0.001934	0.007688	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Chromatiaceae>Candidatus&nbsp;Nitrosoglobus"
"Ectothiorhodospiraceae"	"F"	72276	1026	15	6	238	1026	3	238	284	103	237	626	165	1	0.2734	0.09465	0.03166	0.09261	0.2734	0.1268	0.09956	0.1059	0.02639	0.09165	0.1782	0.06875	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
"Thioalkalivibrio"	"G"	106633	666	9	1	136	666	3	189	213	83	204	508	125	1	0.1783	0.05679	0.005277	0.05292	0.1774	0.1268	0.07906	0.07939	0.02127	0.07889	0.1446	0.05209	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Thioalkalivibrio paradoxus"	"S"	108010	291	3	NA	53	291	NA	98	107	4	108	223	58	NA	0.07753	0.01893	NA	0.02062	0.07753	NA	0.041	0.03988	0.001025	0.04177	0.0635	0.02417	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio nitratireducens"	"S"	186931	225	3	NA	45	225	NA	64	72	3	85	168	45	1	0.1783	0.01893	NA	0.01751	0.05995	NA	0.02677	0.02684	0.0007687	0.03287	0.04784	0.01875	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio sulfidiphilus"	"S"	1033854	77	2	NA	23	55	1	18	23	2	3	77	17	NA	0.04227	0.01262	NA	0.00895	0.01465	0.04227	0.00753	0.008573	0.0005124	0.00116	0.02193	0.007084	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Thioalkalivibrio versutus"	"S"	106634	44	1	NA	5	38	NA	2	3	44	2	11	2	NA	0.01127	0.00631	NA	0.001946	0.01012	NA	0.0008367	0.001118	0.01127	0.0007734	0.003132	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Thioalkalivibrio"
"Halorhodospira"	"G"	85108	43	3	NA	13	43	NA	15	21	6	12	16	8	NA	0.01893	0.01893	NA	0.005058	0.01146	NA	0.006275	0.007827	0.001537	0.004641	0.004556	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Halorhodospira halophila"	"S"	1053	43	3	NA	13	43	NA	15	21	6	12	16	8	NA	0.01893	0.01893	NA	0.005058	0.01146	NA	0.006275	0.007827	0.001537	0.004641	0.004556	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Halorhodospira"
"Ectothiorhodospira"	"G"	1051	33	2	NA	9	33	NA	8	9	4	6	25	1	NA	0.01262	0.01262	NA	0.003502	0.008792	NA	0.003347	0.003355	0.001025	0.00232	0.007119	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Ectothiorhodospira sp. BSL-9"	"S"	1442136	33	2	NA	9	33	NA	8	9	4	6	25	1	NA	0.01262	0.01262	NA	0.003502	0.008792	NA	0.003347	0.003355	0.001025	0.00232	0.007119	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Ectothiorhodospira"
"Alkalilimnicola"	"G"	133193	72	1	1	19	72	NA	9	8	2	2	19	4	NA	0.01918	0.00631	0.005277	0.007393	0.01918	NA	0.003765	0.002982	0.0005124	0.0007734	0.00541	0.001667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae"
"Alkalilimnicola ehrlichii"	"S"	351052	72	1	1	19	72	NA	9	8	2	2	19	4	NA	0.01918	0.00631	0.005277	0.007393	0.01918	NA	0.003765	0.002982	0.0005124	0.0007734	0.00541	0.001667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales>Ectothiorhodospiraceae>Alkalilimnicola"
"Wenzhouxiangellaceae"	"F"	1676141	220	11	5	65	177	NA	59	76	3	32	220	37	NA	0.06941	0.06941	0.02639	0.02529	0.04716	NA	0.02468	0.02833	0.0007687	0.01238	0.06264	0.01542	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Chromatiales"
