"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Yersinia frederiksenii"	"S"	29484	234	3	1	11	93	NA	10	6	234	4	33	17	NA	0.05996	0.01893	0.005277	0.00428	0.02478	NA	0.004183	0.002236	0.05996	0.001547	0.009396	0.007084	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia frederiksenii Y225"	"-"	1454377	234	2	1	9	90	NA	9	4	234	4	32	17	NA	0.05996	0.01262	0.005277	0.003502	0.02398	NA	0.003765	0.001491	0.05996	0.001547	0.009112	0.007084	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;frederiksenii"
"Yersinia kristensenii"	"S"	28152	266	2	2	15	121	NA	6	14	266	8	26	21	NA	0.06816	0.01262	0.01055	0.005837	0.03224	NA	0.00251	0.005218	0.06816	0.003094	0.007403	0.00875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia entomophaga"	"S"	935293	58	2	NA	17	58	NA	3	6	16	4	20	9	NA	0.01545	0.01262	NA	0.006615	0.01545	NA	0.001255	0.002236	0.0041	0.001547	0.005695	0.00375	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia aldovae"	"S"	29483	87	1	NA	24	87	NA	14	27	30	16	50	20	NA	0.02318	0.00631	NA	0.009339	0.02318	NA	0.005857	0.01006	0.007687	0.006188	0.01424	0.008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia"
"Yersinia aldovae 670-83"	"-"	1453495	87	1	NA	24	87	NA	14	27	30	16	50	20	NA	0.02318	0.00631	NA	0.009339	0.02318	NA	0.005857	0.01006	0.007687	0.006188	0.01424	0.008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;aldovae"
"Serratia"	"G"	613	596	7	7	58	161	2	40	60	596	42	116	76	NA	0.1527	0.04417	0.03694	0.02257	0.0429	0.08453	0.01673	0.02236	0.1527	0.01624	0.03303	0.03167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Serratia marcescens"	"S"	615	276	2	3	21	74	1	17	16	276	19	30	21	NA	0.07072	0.01262	0.01583	0.008171	0.01972	0.04227	0.007112	0.005964	0.07072	0.007348	0.008542	0.00875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia plymuthica"	"S"	82996	93	2	1	11	23	NA	11	12	93	9	22	11	NA	0.02383	0.01262	0.005277	0.00428	0.006128	NA	0.004602	0.004473	0.02383	0.00348	0.006264	0.004583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia plymuthica RVH1"	"-"	1006598	62	1	1	5	4	NA	6	4	62	3	6	4	NA	0.01589	0.00631	0.005277	0.001946	0.001066	NA	0.00251	0.001491	0.01589	0.00116	0.001708	0.001667	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia plymuthica S13"	"-"	1348660	21	1	NA	2	5	NA	NA	2	21	NA	1	1	NA	0.00631	0.00631	NA	0.0007782	0.001332	NA	NA	0.0007454	0.005381	NA	0.0002847	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia fonticola"	"S"	47917	194	1	1	16	28	NA	7	12	194	3	26	19	NA	0.04971	0.00631	0.005277	0.006226	0.00746	NA	0.002928	0.004473	0.04971	0.00116	0.007403	0.007917	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia sp. ATCC 39006"	"S"	104623	9	1	1	2	4	NA	NA	NA	9	1	7	2	NA	0.00631	0.00631	0.005277	0.0007782	0.001066	NA	NA	NA	0.002306	0.0003867	0.001993	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia sp. FGI94"	"S"	671990	6	1	NA	1	6	NA	NA	1	1	1	3	NA	NA	0.00631	0.00631	NA	0.0003891	0.001599	NA	NA	0.0003727	0.0002562	0.0003867	0.0008542	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Rahnella"	"G"	34037	227	2	NA	19	49	1	21	18	227	17	35	31	NA	0.05816	0.01262	NA	0.007393	0.01306	0.04227	0.008785	0.006709	0.05816	0.006574	0.009966	0.01292	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Rahnella aquatilis"	"S"	34038	224	2	NA	9	27	1	15	13	224	15	22	22	NA	0.05739	0.01262	NA	0.003502	0.007194	0.04227	0.006275	0.004845	0.05739	0.005801	0.006264	0.009167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella"
"Rahnella aquatilis HX2"	"-"	1151116	224	1	NA	6	15	1	13	10	224	13	20	15	NA	0.05739	0.00631	NA	0.002335	0.003996	0.04227	0.005438	0.003727	0.05739	0.005027	0.005695	0.00625	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella>Rahnella&nbsp;aquatilis"
"Pectobacteriaceae"	"F"	1903410	934	30	16	350	897	1	148	195	934	114	411	189	NA	0.2393	0.1893	0.08443	0.1362	0.239	0.04227	0.06191	0.07268	0.2393	0.04409	0.117	0.07875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Pectobacterium"	"G"	122277	605	22	10	272	605	NA	90	137	335	76	324	130	NA	0.1612	0.1388	0.05277	0.1058	0.1612	NA	0.03765	0.05106	0.08583	0.02939	0.09226	0.05417	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Pectobacterium carotovorum"	"S"	554	580	21	10	263	580	NA	88	136	305	73	319	128	NA	0.1545	0.1325	0.05277	0.1023	0.1545	NA	0.03681	0.05069	0.07815	0.02823	0.09083	0.05334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium carotovorum subsp. carotovorum"	"-"	555	578	21	10	263	578	NA	88	134	304	73	319	128	NA	0.154	0.1325	0.05277	0.1023	0.154	NA	0.03681	0.04995	0.07789	0.02823	0.09083	0.05334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum"
"Pectobacterium carotovorum subsp. carotovorum PCC21"	"-"	1218933	578	21	10	263	578	NA	88	134	304	73	319	128	NA	0.154	0.1325	0.05277	0.1023	0.154	NA	0.03681	0.04995	0.07789	0.02823	0.09083	0.05334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum>Pectobacterium&nbsp;carotovorum&nbsp;subsp.&nbsp;carotovorum"
"Pectobacterium parmentieri"	"S"	1905730	28	1	NA	8	23	NA	2	1	28	2	5	1	NA	0.007174	0.00631	NA	0.003113	0.006128	NA	0.0008367	0.0003727	0.007174	0.0007734	0.001424	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Sodalis"	"G"	84565	519	7	6	74	271	1	54	45	519	36	74	54	NA	0.133	0.04417	0.03166	0.02879	0.0722	0.04227	0.02259	0.01677	0.133	0.01392	0.02107	0.0225	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Sodalis endosymbiont of Henestaris halophilus"	"S"	1929246	16	3	NA	6	12	NA	NA	4	16	2	7	NA	NA	0.01893	0.01893	NA	0.002335	0.003197	NA	NA	0.001491	0.0041	0.0007734	0.001993	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Candidatus Sodalis pierantonius"	"S"	1486991	395	2	5	58	206	NA	28	26	395	24	57	43	NA	0.1012	0.01262	0.02639	0.02257	0.05489	NA	0.01171	0.009691	0.1012	0.009281	0.01623	0.01792	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Candidatus Sodalis pierantonius str. SOPE"	"-"	2342	395	2	5	58	206	NA	28	26	395	24	57	43	NA	0.1012	0.01262	0.02639	0.02257	0.05489	NA	0.01171	0.009691	0.1012	0.009281	0.01623	0.01792	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis>Candidatus&nbsp;Sodalis&nbsp;pierantonius"
"Sodalis glossinidius"	"S"	63612	59	1	1	3	15	1	3	2	59	3	5	1	NA	0.04227	0.00631	0.005277	0.001167	0.003996	0.04227	0.001255	0.0007454	0.01512	0.00116	0.001424	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Sodalis glossinidius str. 'morsitans'"	"-"	343509	59	1	1	3	15	1	3	2	59	3	5	1	NA	0.04227	0.00631	0.005277	0.001167	0.003996	0.04227	0.001255	0.0007454	0.01512	0.00116	0.001424	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis>Sodalis&nbsp;glossinidius"
"Sodalis praecaptivus"	"S"	1239307	47	1	NA	7	23	NA	22	12	47	7	5	9	NA	0.01204	0.00631	NA	0.002724	0.006128	NA	0.009203	0.004473	0.01204	0.002707	0.001424	0.00375	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Dickeya"	"G"	204037	47	1	NA	2	17	NA	1	9	47	2	11	3	NA	0.01204	0.00631	NA	0.0007782	0.004529	NA	0.0004183	0.003355	0.01204	0.0007734	0.003132	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Dickeya paradisiaca"	"S"	69223	2	1	NA	NA	1	NA	NA	NA	NA	1	2	NA	NA	0.00631	0.00631	NA	NA	0.0002664	NA	NA	NA	NA	0.0003867	0.0005695	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya paradisiaca NCPPB 2511"	"-"	1224150	2	1	NA	NA	1	NA	NA	NA	NA	1	2	NA	NA	0.00631	0.00631	NA	NA	0.0002664	NA	NA	NA	NA	0.0003867	0.0005695	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;paradisiaca"
"Hafniaceae"	"F"	1903412	3915	19	29	156	393	6	176	154	3915	106	194	179	2	1.003	0.1199	0.153	0.0607	0.1047	0.2536	0.07363	0.0574	1.003	0.04099	0.05524	0.07459	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Edwardsiella"	"G"	635	3881	19	29	154	388	6	176	154	3881	105	188	176	2	0.9944	0.1199	0.153	0.05992	0.1034	0.2536	0.07363	0.0574	0.9944	0.04061	0.05353	0.07334	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Edwardsiella ictaluri"	"S"	67780	3867	19	29	152	385	6	176	154	3867	105	187	176	2	0.9908	0.1199	0.153	0.05915	0.1026	0.2536	0.07363	0.0574	0.9908	0.04061	0.05325	0.07334	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Edwardsiella"
"Morganellaceae"	"F"	1903414	256	9	8	85	256	NA	113	90	256	111	115	86	NA	0.06821	0.05679	0.04222	0.03307	0.06821	NA	0.04727	0.03355	0.06559	0.04293	0.03275	0.03583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Xenorhabdus"	"G"	626	54	3	1	18	39	NA	4	11	54	5	25	9	NA	0.01893	0.01893	0.005277	0.007004	0.01039	NA	0.001673	0.0041	0.01384	0.001934	0.007119	0.00375	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Xenorhabdus bovienii"	"S"	40576	18	2	1	4	5	NA	1	2	18	NA	1	2	NA	0.01262	0.01262	0.005277	0.001556	0.001332	NA	0.0004183	0.0007454	0.004612	NA	0.0002847	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus bovienii SS-2004"	"-"	406818	2	2	1	1	2	NA	1	1	NA	NA	1	1	NA	0.01262	0.01262	0.005277	0.0003891	0.0005329	NA	0.0004183	0.0003727	NA	NA	0.0002847	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus>Xenorhabdus&nbsp;bovienii"
"Xenorhabdus poinarii"	"S"	40577	11	1	NA	6	11	NA	1	4	1	2	6	2	NA	0.00631	0.00631	NA	0.002335	0.002931	NA	0.0004183	0.001491	0.0002562	0.0007734	0.001708	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus poinarii G6"	"-"	1354304	11	1	NA	6	11	NA	1	4	1	2	6	2	NA	0.00631	0.00631	NA	0.002335	0.002931	NA	0.0004183	0.001491	0.0002562	0.0007734	0.001708	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus>Xenorhabdus&nbsp;poinarii"
"Arsenophonus"	"G"	637	80	2	2	11	80	NA	6	7	64	3	29	6	NA	0.02131	0.01262	0.01055	0.00428	0.02131	NA	0.00251	0.002609	0.0164	0.00116	0.008258	0.0025	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Arsenophonus endosymbiont of Aleurodicus dispersus"	"S"	235559	79	2	2	9	79	NA	6	5	53	3	28	6	NA	0.02105	0.01262	0.01055	0.003502	0.02105	NA	0.00251	0.001864	0.01358	0.00116	0.007973	0.0025	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Morganella"	"G"	581	33	1	NA	2	6	NA	1	3	33	2	6	3	NA	0.008455	0.00631	NA	0.0007782	0.001599	NA	0.0004183	0.001118	0.008455	0.0007734	0.001708	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Morganella morganii"	"S"	582	33	1	NA	2	6	NA	1	3	33	2	6	3	NA	0.008455	0.00631	NA	0.0007782	0.001599	NA	0.0004183	0.001118	0.008455	0.0007734	0.001708	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Proteus"	"G"	583	49	1	NA	2	27	NA	4	2	49	3	5	2	NA	0.01255	0.00631	NA	0.0007782	0.007194	NA	0.001673	0.0007454	0.01255	0.00116	0.001424	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Proteus mirabilis"	"S"	584	47	1	NA	1	9	NA	3	2	47	3	3	2	NA	0.01204	0.00631	NA	0.0003891	0.002398	NA	0.001255	0.0007454	0.01204	0.00116	0.0008542	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Providencia"	"G"	586	96	1	5	50	90	NA	96	67	21	96	44	63	NA	0.04016	0.00631	0.02639	0.01946	0.02398	NA	0.04016	0.02497	0.005381	0.03713	0.01253	0.02625	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Providencia alcalifaciens"	"S"	126385	95	1	2	40	66	NA	95	56	4	92	33	49	NA	0.03974	0.00631	0.01055	0.01556	0.01758	NA	0.03974	0.02087	0.001025	0.03558	0.009396	0.02042	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Photorhabdus"	"G"	29487	32	1	NA	2	13	NA	2	NA	32	2	5	2	NA	0.008199	0.00631	NA	0.0007782	0.003464	NA	0.0008367	NA	0.008199	0.0007734	0.001424	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Photorhabdus asymbiotica"	"S"	291112	29	1	NA	2	12	NA	1	NA	29	NA	4	2	NA	0.00743	0.00631	NA	0.0007782	0.003197	NA	0.0004183	NA	0.00743	NA	0.001139	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Photorhabdus"
"unclassified Enterobacterales"	"-"	451511	21	1	NA	2	6	NA	1	4	21	NA	1	2	NA	0.00631	0.00631	NA	0.0007782	0.001599	NA	0.0004183	0.001491	0.005381	NA	0.0002847	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Plesiomonas"	"G"	702	21	1	NA	2	6	NA	1	4	21	NA	1	2	NA	0.00631	0.00631	NA	0.0007782	0.001599	NA	0.0004183	0.001491	0.005381	NA	0.0002847	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales"
"Plesiomonas shigelloides"	"S"	703	21	1	NA	2	6	NA	1	4	21	NA	1	2	NA	0.00631	0.00631	NA	0.0007782	0.001599	NA	0.0004183	0.001491	0.005381	NA	0.0002847	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales>Plesiomonas"
"Budviciaceae"	"F"	1903416	34	1	NA	6	30	NA	5	8	34	4	4	8	NA	0.008712	0.00631	NA	0.002335	0.007993	NA	0.002092	0.002982	0.008712	0.001547	0.001139	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Pragia"	"G"	82984	33	1	NA	5	27	NA	5	8	33	4	4	8	NA	0.008455	0.00631	NA	0.001946	0.007194	NA	0.002092	0.002982	0.008455	0.001547	0.001139	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae"
"Pragia fontium"	"S"	82985	33	1	NA	5	27	NA	5	8	33	4	4	8	NA	0.008455	0.00631	NA	0.001946	0.007194	NA	0.002092	0.002982	0.008455	0.001547	0.001139	0.003333	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae>Pragia"
"Aeromonadales"	"O"	135624	1184	268	167	1148	1184	7	127	391	85	139	732	399	2	1.691	1.691	0.8813	0.4467	0.3155	0.2959	0.05313	0.1457	0.02178	0.05375	0.2084	0.1663	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Aeromonadaceae"	"F"	84642	1184	268	167	1148	1184	7	127	391	85	139	732	399	2	1.691	1.691	0.8813	0.4467	0.3155	0.2959	0.05313	0.1457	0.02178	0.05375	0.2084	0.1663	0.3565	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aeromonas"	"G"	642	580	212	148	580	495	5	86	189	78	77	497	195	1	1.338	1.338	0.781	0.2257	0.1319	0.2113	0.03598	0.07044	0.01999	0.02978	0.1415	0.08125	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Aeromonas media"	"S"	651	190	70	37	190	125	2	16	45	19	22	133	42	NA	0.4417	0.4417	0.1953	0.07393	0.0333	0.08453	0.006693	0.01677	0.004868	0.008508	0.03787	0.0175	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas media WS"	"-"	1208104	190	70	37	190	125	2	16	45	19	22	133	42	NA	0.4417	0.4417	0.1953	0.07393	0.0333	0.08453	0.006693	0.01677	0.004868	0.008508	0.03787	0.0175	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;media"
"Aeromonas hydrophila"	"S"	644	74	30	17	74	46	NA	3	14	1	3	56	21	NA	0.1893	0.1893	0.08971	0.02879	0.01226	NA	0.001255	0.005218	0.0002562	0.00116	0.01595	0.00875	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas hydrophila J-1"	"-"	1419584	13	3	2	9	13	NA	1	1	NA	NA	7	3	NA	0.01893	0.01893	0.01055	0.003502	0.003464	NA	0.0004183	0.0003727	NA	NA	0.001993	0.00125	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;hydrophila"
"Aeromonas rivipollensis"	"S"	948519	61	18	13	47	61	NA	14	13	5	6	46	25	NA	0.1136	0.1136	0.0686	0.01829	0.01625	NA	0.005857	0.004845	0.001281	0.00232	0.0131	0.01042	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas caviae"	"S"	648	30	16	8	28	19	NA	5	9	NA	3	30	11	NA	0.101	0.101	0.04222	0.0109	0.005062	NA	0.002092	0.003355	NA	0.00116	0.008542	0.004583	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas veronii"	"S"	654	79	16	8	54	79	NA	17	41	43	12	58	33	NA	0.101	0.101	0.04222	0.02101	0.02105	NA	0.007112	0.01528	0.01102	0.004641	0.01652	0.01375	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas salmonicida"	"S"	645	51	9	14	41	51	1	13	25	7	13	34	19	1	0.1783	0.05679	0.07388	0.01595	0.01359	0.04227	0.005438	0.009318	0.001794	0.005027	0.009681	0.007917	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas salmonicida subsp. pectinolytica"	"-"	96473	10	4	4	5	10	NA	2	1	NA	1	8	2	NA	0.02524	0.02524	0.02111	0.001946	0.002664	NA	0.0008367	0.0003727	NA	0.0003867	0.002278	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida"
"Aeromonas salmonicida subsp. pectinolytica 34mel"	"-"	1324960	10	4	4	5	10	NA	2	1	NA	1	8	2	NA	0.02524	0.02524	0.02111	0.001946	0.002664	NA	0.0008367	0.0003727	NA	0.0003867	0.002278	0.0008334	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida>Aeromonas&nbsp;salmonicida&nbsp;subsp.&nbsp;pectinolytica"
"Aeromonas salmonicida subsp. masoucida"	"-"	197700	18	1	5	18	13	1	9	12	6	6	12	13	NA	0.04227	0.00631	0.02639	0.007004	0.003464	0.04227	0.003765	0.004473	0.001537	0.00232	0.003417	0.005417	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida"
"Aeromonas schubertii"	"S"	652	5	4	3	2	4	NA	3	1	NA	3	5	NA	NA	0.02524	0.02524	0.01583	0.0007782	0.001066	NA	0.001255	0.0003727	NA	0.00116	0.001424	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH2"	"S"	1636607	3	2	NA	3	2	NA	NA	NA	NA	NA	1	1	NA	0.01262	0.01262	NA	0.001167	0.0005329	NA	NA	NA	NA	NA	0.0002847	0.0004167	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Tolumonas"	"G"	43947	638	52	16	544	638	2	31	190	4	57	207	187	1	0.3281	0.3281	0.08443	0.2117	0.17	0.08453	0.01297	0.07082	0.001025	0.02204	0.05894	0.07792	0.1783	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
