"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Herbinix"	"G"	1663717	29	1	NA	22	6	NA	7	3	NA	11	29	9	NA	0.009022	0.006601	NA	0.009022	0.001731	NA	0.003122	0.001181	NA	0.00454	0.008718	0.003954	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Herbinix luporum"	"S"	1679721	29	1	NA	22	6	NA	7	3	NA	11	29	9	NA	0.009022	0.006601	NA	0.009022	0.001731	NA	0.003122	0.001181	NA	0.00454	0.008718	0.003954	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Herbinix"
"Lachnoanaerobaculum"	"G"	1164882	6	1	NA	3	6	NA	3	NA	NA	1	4	3	NA	0.006601	0.006601	NA	0.00123	0.001731	NA	0.001338	NA	NA	0.0004127	0.001203	0.001318	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnoanaerobaculum umeaense"	"S"	617123	6	1	NA	3	6	NA	3	NA	NA	1	4	3	NA	0.006601	0.006601	NA	0.00123	0.001731	NA	0.001338	NA	NA	0.0004127	0.001203	0.001318	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoanaerobaculum"
"Ruminococcaceae"	"F"	541000	2043	68	14	836	1521	4	342	457	9	631	2043	594	NA	0.6142	0.4489	0.07613	0.3428	0.4389	0.1889	0.1525	0.1799	0.002309	0.2604	0.6142	0.261	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Faecalibacterium"	"G"	216851	1764	45	10	518	1436	2	232	374	7	477	1764	463	NA	0.5303	0.297	0.05438	0.2124	0.4144	0.09443	0.1035	0.1472	0.001796	0.1969	0.5303	0.2034	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Faecalibacterium prausnitzii"	"S"	853	1764	45	10	518	1436	2	232	374	7	477	1764	463	NA	0.5303	0.297	0.05438	0.2124	0.4144	0.09443	0.1035	0.1472	0.001796	0.1969	0.5303	0.2034	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Faecalibacterium"
"Ethanoligenens"	"G"	253238	198	7	NA	198	8	1	3	9	NA	24	45	17	NA	0.0812	0.04621	NA	0.0812	0.002308	0.04721	0.001338	0.003543	NA	0.009905	0.01353	0.007469	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ethanoligenens harbinense"	"S"	253239	198	7	NA	198	8	1	3	9	NA	24	45	17	NA	0.0812	0.04621	NA	0.0812	0.002308	0.04721	0.001338	0.003543	NA	0.009905	0.01353	0.007469	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ethanoligenens"
"Ruminococcus"	"G"	1263	111	6	2	51	47	NA	84	55	NA	86	111	72	NA	0.03961	0.03961	0.01088	0.02091	0.01356	NA	0.03746	0.02165	NA	0.03549	0.03337	0.03164	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcus bicirculans"	"S"	1160721	77	5	2	24	15	NA	77	32	NA	59	42	53	NA	0.03434	0.03301	0.01088	0.009842	0.004328	NA	0.03434	0.0126	NA	0.02435	0.01263	0.02329	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus champanellensis"	"S"	1161942	66	1	NA	23	31	NA	5	20	NA	27	66	19	NA	0.01984	0.006601	NA	0.009432	0.008945	NA	0.00223	0.007874	NA	0.01114	0.01984	0.008348	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Flavonifractor"	"G"	946234	41	5	1	19	8	NA	7	10	2	12	41	13	NA	0.03301	0.03301	0.005438	0.007792	0.002308	NA	0.003122	0.003937	0.0005132	0.004953	0.01233	0.005712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Flavonifractor plautii"	"S"	292800	41	5	1	19	8	NA	7	10	2	12	41	13	NA	0.03301	0.03301	0.005438	0.007792	0.002308	NA	0.003122	0.003937	0.0005132	0.004953	0.01233	0.005712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Flavonifractor"
"unclassified Ruminococcaceae"	"-"	552397	80	4	1	49	21	NA	14	7	NA	30	80	27	NA	0.0264	0.0264	0.005438	0.02009	0.00606	NA	0.006244	0.002756	NA	0.01238	0.02405	0.01186	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"unclassified Ruminococcaceae (miscellaneous)"	"-"	2305133	73	3	1	47	21	NA	12	7	NA	29	73	26	NA	0.02195	0.0198	0.005438	0.01927	0.00606	NA	0.005352	0.002756	NA	0.01197	0.02195	0.01142	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae"
"Ruminococcaceae bacterium CPB6"	"S"	1572656	73	3	1	47	21	NA	12	7	NA	29	73	26	NA	0.02195	0.0198	0.005438	0.01927	0.00606	NA	0.005352	0.002756	NA	0.01197	0.02195	0.01142	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae>unclassified&nbsp;Ruminococcaceae&nbsp;(miscellaneous)"
"[Clostridium] cellulosi"	"S"	29343	7	1	NA	2	NA	NA	2	NA	NA	1	7	1	NA	0.006601	0.006601	NA	0.0008202	NA	NA	0.0008919	NA	NA	0.0004127	0.002104	0.0004394	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae"
"Peptostreptococcaceae"	"F"	186804	2211	79	18	1972	940	2	2211	1053	41	1370	809	978	2	0.986	0.5215	0.09788	0.8087	0.2712	0.09443	0.986	0.4146	0.01052	0.5654	0.2432	0.4297	0.3937	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridioides"	"G"	1870884	2143	67	16	1664	875	2	2143	1017	41	1331	697	931	2	0.9557	0.4423	0.087	0.6824	0.2525	0.09443	0.9557	0.4004	0.01052	0.5493	0.2095	0.4091	0.3937	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Clostridioides difficile"	"S"	1496	2143	67	16	1664	875	2	2143	1017	41	1331	697	931	2	0.9557	0.4423	0.087	0.6824	0.2525	0.09443	0.9557	0.4004	0.01052	0.5493	0.2095	0.4091	0.3937	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Clostridioides"
"Paeniclostridium"	"G"	1849828	289	11	1	289	27	NA	31	25	NA	22	85	33	NA	0.1185	0.07261	0.005438	0.1185	0.007791	NA	0.01382	0.009843	NA	0.00908	0.02555	0.0145	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Paeniclostridium sordellii"	"S"	1505	289	11	1	289	27	NA	31	25	NA	22	85	33	NA	0.1185	0.07261	0.005438	0.1185	0.007791	NA	0.01382	0.009843	NA	0.00908	0.02555	0.0145	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Paeniclostridium"
"Filifactor"	"G"	44259	14	1	NA	4	14	NA	6	1	NA	1	2	1	NA	0.006601	0.006601	NA	0.00164	0.00404	NA	0.002676	0.0003937	NA	0.0004127	0.0006013	0.0004394	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae"
"Filifactor alocis"	"S"	143361	14	1	NA	4	14	NA	6	1	NA	1	2	1	NA	0.006601	0.006601	NA	0.00164	0.00404	NA	0.002676	0.0003937	NA	0.0004127	0.0006013	0.0004394	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptostreptococcaceae>Filifactor"
"Clostridiaceae"	"F"	31979	784	33	13	784	564	2	350	270	36	296	346	257	NA	0.3215	0.2178	0.07069	0.3215	0.1627	0.09443	0.1561	0.1063	0.009237	0.1222	0.104	0.1129	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridium"	"G"	1485	708	30	13	708	539	2	310	254	34	260	314	230	NA	0.2903	0.198	0.07069	0.2903	0.1555	0.09443	0.1382	0.1	0.008724	0.1073	0.0944	0.1011	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Clostridium botulinum"	"S"	1491	256	14	1	192	256	1	114	93	16	79	103	66	NA	0.09242	0.09242	0.005438	0.07874	0.07387	0.04721	0.05084	0.03661	0.004105	0.03261	0.03097	0.029	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tetani"	"S"	1513	5	3	1	2	3	NA	NA	5	NA	NA	NA	4	NA	0.0198	0.0198	0.005438	0.0008202	0.0008657	NA	NA	0.001969	NA	NA	NA	0.001758	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium pasteurianum"	"S"	1501	14	2	NA	14	7	NA	4	5	NA	2	NA	NA	NA	0.0132	0.0132	NA	0.005741	0.00202	NA	0.001784	0.001969	NA	0.0008254	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium baratii"	"S"	1561	37	2	NA	37	7	NA	11	2	3	1	9	3	NA	0.01517	0.0132	NA	0.01517	0.00202	NA	0.004906	0.0007874	0.0007697	0.0004127	0.002706	0.001318	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium isatidis"	"S"	182773	41	2	NA	41	5	NA	6	7	NA	2	11	5	NA	0.01681	0.0132	NA	0.01681	0.001443	NA	0.002676	0.002756	NA	0.0008254	0.003307	0.002197	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium butyricum"	"S"	1492	29	1	NA	29	9	NA	9	6	NA	3	17	13	NA	0.01189	0.006601	NA	0.01189	0.002597	NA	0.004014	0.002362	NA	0.001238	0.005111	0.005712	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium acetobutylicum"	"S"	1488	6	1	NA	5	3	NA	6	4	1	4	2	4	NA	0.006601	0.006601	NA	0.00205	0.0008657	NA	0.002676	0.001575	0.0002566	0.001651	0.0006013	0.001758	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cochlearium"	"S"	1494	4	1	NA	NA	NA	NA	1	4	NA	NA	3	2	NA	0.006601	0.006601	NA	NA	NA	NA	0.000446	0.001575	NA	NA	0.0009019	0.0008788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. JN500901"	"S"	2068654	1	1	NA	1	1	NA	1	1	NA	NA	NA	NA	NA	0.006601	0.006601	NA	0.0004101	0.0002886	NA	0.000446	0.0003937	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. BNL1100"	"S"	755731	4	1	NA	3	NA	NA	NA	NA	NA	1	2	4	NA	0.006601	0.006601	NA	0.00123	NA	NA	NA	NA	NA	0.0004127	0.0006013	0.001758	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium scatologenes"	"S"	1548	3	1	NA	3	2	NA	NA	1	NA	2	NA	1	NA	0.006601	0.006601	NA	0.00123	0.0005771	NA	NA	0.0003937	NA	0.0008254	NA	0.0004394	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tyrobutyricum"	"S"	1519	10	1	NA	10	1	NA	4	7	NA	3	3	3	NA	0.006601	0.006601	NA	0.004101	0.0002886	NA	0.001784	0.002756	NA	0.001238	0.0009019	0.001318	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Alkaliphilus"	"G"	114627	22	2	NA	22	4	NA	4	3	NA	6	4	2	NA	0.0132	0.0132	NA	0.009022	0.001154	NA	0.001784	0.001181	NA	0.002476	0.001203	0.0008788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Alkaliphilus metalliredigens"	"S"	208226	9	2	NA	9	3	NA	3	NA	NA	2	3	NA	NA	0.0132	0.0132	NA	0.003691	0.0008657	NA	0.001338	NA	NA	0.0008254	0.0009019	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Alkaliphilus"
"Geosporobacter"	"G"	390805	13	1	NA	13	6	NA	12	7	1	5	5	11	NA	0.006601	0.006601	NA	0.005331	0.001731	NA	0.005352	0.002756	0.0002566	0.002064	0.001503	0.004833	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Geosporobacter ferrireducens"	"S"	1424294	13	1	NA	13	6	NA	12	7	1	5	5	11	NA	0.006601	0.006601	NA	0.005331	0.001731	NA	0.005352	0.002756	0.0002566	0.002064	0.001503	0.004833	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Geosporobacter"
"Peptococcaceae"	"F"	186807	618	13	4	190	281	3	618	292	30	410	176	329	NA	0.2756	0.08581	0.02175	0.07792	0.08108	0.1416	0.2756	0.115	0.007697	0.1692	0.05291	0.1446	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Desulfotomaculum"	"G"	1562	440	8	1	100	174	1	440	199	22	278	97	209	NA	0.1962	0.05281	0.005438	0.04101	0.05021	0.04721	0.1962	0.07835	0.005645	0.1147	0.02916	0.09183	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfotomaculum nigrificans"	"S"	1565	275	6	1	50	86	NA	275	111	4	163	30	125	NA	0.1226	0.03961	0.005438	0.0205	0.02482	NA	0.1226	0.0437	0.001026	0.06727	0.009019	0.05492	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum reducens"	"S"	59610	165	2	NA	46	86	1	165	87	18	114	56	82	NA	0.07358	0.0132	NA	0.01886	0.02482	0.04721	0.07358	0.03425	0.004618	0.04705	0.01684	0.03603	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfosporosinus"	"G"	79206	20	2	NA	16	12	NA	13	5	1	2	20	10	NA	0.0132	0.0132	NA	0.006562	0.003463	NA	0.005798	0.001969	0.0002566	0.0008254	0.006013	0.004394	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfosporosinus meridiei"	"S"	79209	5	1	NA	5	3	NA	1	1	NA	NA	5	4	NA	0.006601	0.006601	NA	0.00205	0.0008657	NA	0.000446	0.0003937	NA	NA	0.001503	0.001758	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfosporosinus"
"Candidatus Desulforudis"	"G"	471826	86	1	NA	22	27	2	86	50	NA	66	4	54	NA	0.09443	0.006601	NA	0.009022	0.007791	0.09443	0.03835	0.01969	NA	0.02724	0.001203	0.02373	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Candidatus Desulforudis audaxviator"	"S"	471827	86	1	NA	22	27	2	86	50	NA	66	4	54	NA	0.09443	0.006601	NA	0.009022	0.007791	0.09443	0.03835	0.01969	NA	0.02724	0.001203	0.02373	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Candidatus&nbsp;Desulforudis"
"Thermincola"	"G"	278993	2	1	NA	NA	1	NA	NA	NA	NA	NA	2	2	NA	0.006601	0.006601	NA	NA	0.0002886	NA	NA	NA	NA	NA	0.0006013	0.0008788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Thermincola potens"	"S"	863643	2	1	NA	NA	1	NA	NA	NA	NA	NA	2	2	NA	0.006601	0.006601	NA	NA	0.0002886	NA	NA	NA	NA	NA	0.0006013	0.0008788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Thermincola"
"Desulfitobacterium"	"G"	36853	59	1	1	8	8	NA	1	1	2	59	10	2	NA	0.02435	0.006601	0.005438	0.003281	0.002308	NA	0.000446	0.0003937	0.0005132	0.02435	0.003006	0.0008788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfitobacterium dehalogenans"	"S"	36854	2	1	NA	2	NA	NA	1	1	NA	NA	2	NA	NA	0.006601	0.006601	NA	0.0008202	NA	NA	0.000446	0.0003937	NA	NA	0.0006013	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Eubacteriaceae"	"F"	186806	150	13	3	150	71	NA	46	42	18	56	112	55	NA	0.08581	0.08581	0.01631	0.06151	0.02049	NA	0.02051	0.01654	0.004618	0.02311	0.03367	0.02417	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Eubacterium"	"G"	1730	124	11	3	124	50	NA	28	29	17	50	88	51	NA	0.07261	0.07261	0.01631	0.05085	0.01443	NA	0.01249	0.01142	0.004362	0.02064	0.02646	0.02241	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"[Eubacterium] eligens"	"S"	39485	67	6	2	67	20	NA	12	12	NA	25	33	19	NA	0.03961	0.03961	0.01088	0.02748	0.005771	NA	0.005352	0.004724	NA	0.01032	0.009921	0.008348	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"[Eubacterium] hallii"	"S"	39488	38	5	NA	37	18	NA	4	5	NA	15	38	25	NA	0.03301	0.03301	NA	0.01517	0.005194	NA	0.001784	0.001969	NA	0.006191	0.01142	0.01098	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"Acetobacterium"	"G"	33951	20	1	NA	20	5	NA	14	7	1	5	16	2	NA	0.008202	0.006601	NA	0.008202	0.001443	NA	0.006244	0.002756	0.0002566	0.002064	0.00481	0.0008788	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"Acetobacterium woodii"	"S"	33952	9	1	NA	9	1	NA	1	2	NA	1	5	NA	NA	0.006601	0.006601	NA	0.003691	0.0002886	NA	0.000446	0.0007874	NA	0.0004127	0.001503	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Acetobacterium"
"Hungateiclostridiaceae"	"F"	2304686	100	7	NA	83	53	NA	27	42	NA	29	100	23	NA	0.04621	0.04621	NA	0.03404	0.01529	NA	0.01204	0.01654	NA	0.01197	0.03006	0.01011	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Pseudoclostridium"	"G"	2304693	20	3	NA	15	9	NA	2	7	NA	4	20	5	NA	0.0198	0.0198	NA	0.006151	0.002597	NA	0.0008919	0.002756	NA	0.001651	0.006013	0.002197	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Pseudoclostridium thermosuccinogenes"	"S"	84032	20	3	NA	15	9	NA	2	7	NA	4	20	5	NA	0.0198	0.0198	NA	0.006151	0.002597	NA	0.0008919	0.002756	NA	0.001651	0.006013	0.002197	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Pseudoclostridium"
"Mageeibacillus"	"G"	1637257	37	2	NA	37	19	NA	13	20	NA	12	35	5	NA	0.01517	0.0132	NA	0.01517	0.005482	NA	0.005798	0.007874	NA	0.004953	0.01052	0.002197	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Mageeibacillus indolicus"	"S"	884684	37	2	NA	37	19	NA	13	20	NA	12	35	5	NA	0.01517	0.0132	NA	0.01517	0.005482	NA	0.005798	0.007874	NA	0.004953	0.01052	0.002197	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Mageeibacillus"
"Hungateiclostridium"	"G"	2304692	20	1	NA	17	5	NA	4	10	NA	5	20	8	NA	0.006972	0.006601	NA	0.006972	0.001443	NA	0.001784	0.003937	NA	0.002064	0.006013	0.003515	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Hungateiclostridium clariflavum"	"S"	288965	18	1	NA	6	1	NA	1	8	NA	4	18	NA	NA	0.006601	0.006601	NA	0.002461	0.0002886	NA	0.000446	0.00315	NA	0.001651	0.005411	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Hungateiclostridium"
"Fastidiosipila"	"G"	236752	16	1	NA	13	13	NA	5	5	NA	4	16	4	NA	0.006601	0.006601	NA	0.005331	0.003751	NA	0.00223	0.001969	NA	0.001651	0.00481	0.001758	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Fastidiosipila sanguinis"	"S"	236753	16	1	NA	13	13	NA	5	5	NA	4	16	4	NA	0.006601	0.006601	NA	0.005331	0.003751	NA	0.00223	0.001969	NA	0.001651	0.00481	0.001758	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Fastidiosipila"
"Christensenellaceae"	"F"	990719	91	3	1	76	32	NA	16	27	NA	19	91	17	NA	0.03117	0.0198	0.005438	0.03117	0.009234	NA	0.007135	0.01063	NA	0.007842	0.02736	0.007469	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Christensenella"	"G"	990721	91	3	1	76	32	NA	16	27	NA	19	91	17	NA	0.03117	0.0198	0.005438	0.03117	0.009234	NA	0.007135	0.01063	NA	0.007842	0.02736	0.007469	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"Christensenella sp. Marseille-P3954"	"S"	2086585	90	1	NA	71	22	NA	16	26	NA	19	90	16	NA	0.02912	0.006601	NA	0.02912	0.006348	NA	0.007135	0.01024	NA	0.007842	0.02706	0.00703	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae>Christensenella"
"Oscillospiraceae"	"F"	216572	126	3	2	71	21	1	20	32	1	27	126	26	NA	0.04721	0.0198	0.01088	0.02912	0.00606	0.04721	0.008919	0.0126	0.0002566	0.01114	0.03788	0.01142	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
