"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Christensenellaceae R-7 group"	"G"	11283	334	3	5	218	68	1	39	51	1	68	334	63	NA	0.0951	0.01893	0.02639	0.08483	0.01812	0.04227	0.01631	0.01901	0.0002562	0.0263	0.0951	0.02625	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"uncultured"	"G"	1868	11	1	NA	2	6	NA	2	4	NA	NA	11	2	NA	0.00631	0.00631	NA	0.0007782	0.001599	NA	0.0008367	0.001491	NA	NA	0.003132	0.0008334	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"Family XI"	"F"	1936	47	3	NA	47	16	NA	9	6	2	12	21	4	NA	0.01893	0.01893	NA	0.01829	0.004263	NA	0.003765	0.002236	0.0005124	0.004641	0.00598	0.001667	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Sedimentibacter"	"G"	1947	14	2	NA	14	1	NA	1	NA	NA	NA	8	1	NA	0.01262	0.01262	NA	0.005448	0.0002664	NA	0.0004183	NA	NA	NA	0.002278	0.0004167	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Tissierella"	"G"	1950	9	1	NA	9	1	NA	NA	4	NA	1	2	NA	NA	0.00631	0.00631	NA	0.003502	0.0002664	NA	NA	0.001491	NA	0.0003867	0.0005695	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XI"
"Peptococcaceae"	"F"	2024	25	3	NA	25	19	NA	9	9	5	6	19	10	1	0.1783	0.01893	NA	0.009728	0.005062	NA	0.003765	0.003355	0.001281	0.00232	0.00541	0.004167	0.1783	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"uncultured"	"G"	2041	3	1	NA	3	3	NA	3	2	NA	2	1	3	NA	0.00631	0.00631	NA	0.001167	0.0007993	NA	0.001255	0.0007454	NA	0.0007734	0.0002847	0.00125	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfosporosinus"	"G"	2032	11	1	NA	10	9	NA	2	4	3	2	11	3	1	0.1783	0.00631	NA	0.003891	0.002398	NA	0.0008367	0.001491	0.0007687	0.0007734	0.003132	0.00125	0.1783	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Cryptanaerobacter"	"G"	2025	4	1	NA	NA	NA	NA	NA	2	NA	NA	4	NA	NA	0.00631	0.00631	NA	NA	NA	NA	NA	0.0007454	NA	NA	0.001139	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Family XIII"	"F"	1957	49	2	4	49	35	1	17	24	3	15	19	13	1	0.1783	0.01262	0.02111	0.01907	0.009325	0.04227	0.007112	0.008945	0.0007687	0.005801	0.00541	0.005417	0.1783	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Anaerovorax"	"G"	1958	20	1	2	20	7	NA	4	10	2	3	6	3	1	0.1783	0.00631	0.01055	0.007782	0.001865	NA	0.001673	0.003727	0.0005124	0.00116	0.001708	0.00125	0.1783	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"[Eubacterium] brachy group"	"G"	11296	12	1	NA	4	12	NA	5	8	NA	2	3	5	NA	0.00631	0.00631	NA	0.001556	0.003197	NA	0.002092	0.002982	NA	0.0007734	0.0008542	0.002083	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XIII"
"Clostridiales vadinBB60 group"	"F"	11286	14	1	1	7	2	NA	1	14	NA	3	5	NA	NA	0.00631	0.00631	0.005277	0.002724	0.0005329	NA	0.0004183	0.005218	NA	0.00116	0.001424	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"TSAC18"	"F"	2080	2	1	NA	1	2	NA	1	2	NA	1	2	NA	NA	0.00631	0.00631	NA	0.0003891	0.0005329	NA	0.0004183	0.0007454	NA	0.0003867	0.0005695	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Family XVIII"	"F"	1970	4	1	NA	4	2	NA	1	1	NA	NA	1	1	NA	0.00631	0.00631	NA	0.001556	0.0005329	NA	0.0004183	0.0003727	NA	NA	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Symbiobacterium"	"G"	1972	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Family&nbsp;XVIII"
"Syntrophomonadaceae"	"F"	2072	6	1	NA	4	6	NA	2	1	NA	2	5	2	NA	0.00631	0.00631	NA	0.001556	0.001599	NA	0.0008367	0.0003727	NA	0.0007734	0.001424	0.0008334	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales"
"Candidatus Contubernalis"	"G"	2073	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"DTU014"	"O"	25673	28	2	NA	3	6	NA	6	2	NA	NA	28	2	NA	0.01262	0.01262	NA	0.001167	0.001599	NA	0.00251	0.0007454	NA	NA	0.007973	0.0008334	NA	"Bacteria>Firmicutes>Clostridia"
"D8A-2"	"O"	2085	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Clostridia"
"Bacilli"	"C"	1673	148140	205	131	3195	1086	123	799	889	148137	766	1694	766	22	37.96	1.294	0.6913	1.243	0.2893	5.199	0.3342	0.3314	37.96	0.2962	0.4824	0.3192	3.922	"Bacteria>Firmicutes"
"Bacillales"	"O"	1674	119670	137	104	2034	853	102	641	663	119671	582	1224	588	18	30.66	0.8645	0.5488	0.7915	0.2273	4.311	0.2681	0.2471	30.66	0.2251	0.3485	0.245	3.209	"Bacteria>Firmicutes>Bacilli"
"Bacillaceae"	"F"	1680	74907	107	68	1718	611	66	422	488	74907	423	955	443	9	19.19	0.6752	0.3588	0.6685	0.1628	2.79	0.1765	0.1819	19.19	0.1636	0.2719	0.1846	1.604	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Bacillus"	"G"	1688	74486	105	67	1685	588	65	406	477	74486	417	924	434	9	19.08	0.6625	0.3536	0.6557	0.1567	2.747	0.1698	0.1778	19.08	0.1613	0.2631	0.1808	1.604	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geobacillus"	"G"	1696	37	1	1	5	5	NA	4	5	37	2	4	NA	NA	0.00948	0.00631	0.005277	0.001946	0.001332	NA	0.001673	0.001864	0.00948	0.0007734	0.001139	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Anoxybacillus"	"G"	1686	50	1	NA	6	7	1	3	2	50	1	12	4	NA	0.04227	0.00631	NA	0.002335	0.001865	0.04227	0.001255	0.0007454	0.01281	0.0003867	0.003417	0.001667	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Staphylococcaceae"	"F"	1775	34866	18	28	187	158	26	159	112	34866	108	141	98	4	8.933	0.1136	0.1478	0.07276	0.0421	1.099	0.06651	0.04175	8.933	0.04177	0.04015	0.04083	0.713	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Staphylococcus"	"G"	1780	34852	16	28	187	156	26	159	111	34852	108	141	98	4	8.93	0.101	0.1478	0.07276	0.04156	1.099	0.06651	0.04137	8.93	0.04177	0.04015	0.04083	0.713	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Salinicoccus"	"G"	1779	2	1	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	NA	0.0005329	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Staphylococcaceae"
"Paenibacillaceae"	"F"	1740	134	5	2	42	22	NA	18	11	134	13	58	12	NA	0.03433	0.03155	0.01055	0.01634	0.005862	NA	0.00753	0.0041	0.03433	0.005027	0.01652	0.005	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Paenibacillus"	"G"	1747	108	3	1	32	12	NA	14	8	108	8	45	10	NA	0.02767	0.01893	0.005277	0.01245	0.003197	NA	0.005857	0.002982	0.02767	0.003094	0.01281	0.004167	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Brevibacillus"	"G"	1743	16	1	NA	2	4	NA	4	2	16	2	3	2	NA	0.00631	0.00631	NA	0.0007782	0.001066	NA	0.001673	0.0007454	0.0041	0.0007734	0.0008542	0.0008334	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Cohnella"	"G"	1744	5	1	1	3	5	NA	NA	1	3	2	4	NA	NA	0.00631	0.00631	0.005277	0.001167	0.001332	NA	NA	0.0003727	0.0007687	0.0007734	0.001139	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Planococcaceae"	"F"	1753	212	3	NA	28	12	NA	10	10	212	9	13	2	NA	0.05432	0.01893	NA	0.0109	0.003197	NA	0.004183	0.003727	0.05432	0.00348	0.003702	0.0008334	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Lysinibacillus"	"G"	1762	130	2	NA	9	5	NA	5	5	130	3	6	2	NA	0.03331	0.01262	NA	0.003502	0.001332	NA	0.002092	0.001864	0.03331	0.00116	0.001708	0.0008334	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planococcus"	"G"	1764	17	1	NA	9	4	NA	2	NA	17	1	2	NA	NA	0.00631	0.00631	NA	0.003502	0.001066	NA	0.0008367	NA	0.004356	0.0003867	0.0005695	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Listeriaceae"	"F"	1737	8478	2	3	20	26	8	17	20	8478	16	21	25	5	2.172	0.01262	0.01583	0.007782	0.006927	0.3381	0.007112	0.007454	2.172	0.006188	0.00598	0.01042	0.8913	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1739	8469	2	3	20	25	8	17	19	8469	15	21	25	5	2.17	0.01262	0.01583	0.007782	0.006661	0.3381	0.007112	0.007082	2.17	0.005801	0.00598	0.01042	0.8913	"Bacteria>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Alicyclobacillaceae"	"F"	1675	5	1	NA	NA	4	NA	1	1	5	1	2	NA	NA	0.00631	0.00631	NA	NA	0.001066	NA	0.0004183	0.0003727	0.001281	0.0003867	0.0005695	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Alicyclobacillus"	"G"	1676	2	1	NA	NA	2	NA	NA	1	NA	NA	1	NA	NA	0.00631	0.00631	NA	NA	0.0005329	NA	NA	0.0003727	NA	NA	0.0002847	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Family XI"	"F"	1732	11	1	NA	5	2	NA	NA	2	11	2	2	NA	NA	0.00631	0.00631	NA	0.001946	0.0005329	NA	NA	0.0007454	0.002818	0.0007734	0.0005695	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales"
"Gemella"	"G"	1733	11	1	NA	5	2	NA	NA	2	11	2	2	NA	NA	0.00631	0.00631	NA	0.001946	0.0005329	NA	NA	0.0007454	0.002818	0.0007734	0.0005695	NA	NA	"Bacteria>Firmicutes>Bacilli>Bacillales>Family&nbsp;XI"
"Lactobacillales"	"O"	1800	27939	64	26	1090	223	20	145	209	27939	174	441	167	4	7.159	0.4038	0.1372	0.4241	0.05941	0.8453	0.06066	0.0779	7.159	0.06729	0.1256	0.06959	0.713	"Bacteria>Firmicutes>Bacilli"
"Carnobacteriaceae"	"F"	1811	618	40	5	618	60	1	44	83	121	59	231	53	NA	0.2524	0.2524	0.02639	0.2405	0.01599	0.04227	0.01841	0.03094	0.031	0.02282	0.06578	0.02208	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Trichococcus"	"G"	1826	438	28	2	438	40	1	26	51	11	45	158	35	NA	0.1767	0.1767	0.01055	0.1704	0.01066	0.04227	0.01088	0.01901	0.002818	0.0174	0.04499	0.01458	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Jeotgalibaca"	"G"	11279	45	3	1	45	4	NA	2	5	21	NA	12	6	NA	0.01893	0.01893	0.005277	0.01751	0.001066	NA	0.0008367	0.001864	0.005381	NA	0.003417	0.0025	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Atopobacter"	"G"	1815	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	0.0003891	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Atopococcus"	"G"	1816	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Carnobacterium"	"G"	1818	9	1	1	9	NA	NA	2	5	9	NA	4	2	NA	0.00631	0.00631	0.005277	0.003502	NA	NA	0.0008367	0.001864	0.002306	NA	0.001139	0.0008334	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Pisciglobus"	"G"	1825	4	1	NA	4	NA	NA	NA	2	4	NA	1	1	NA	0.00631	0.00631	NA	0.001556	NA	NA	NA	0.0007454	0.001025	NA	0.0002847	0.0004167	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Alkalibacterium"	"G"	1812	13	1	NA	13	1	NA	3	6	NA	1	2	2	NA	0.00631	0.00631	NA	0.005058	0.0002664	NA	0.001255	0.002236	NA	0.0003867	0.0005695	0.0008334	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Granulicatella"	"G"	1821	49	1	NA	32	7	NA	4	5	49	5	22	2	NA	0.01255	0.00631	NA	0.01245	0.001865	NA	0.001673	0.001864	0.01255	0.001934	0.006264	0.0008334	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Carnobacteriaceae"
"Streptococcaceae"	"F"	1850	677	9	NA	171	41	1	12	20	677	29	60	25	1	0.1783	0.05679	NA	0.06654	0.01092	0.04227	0.00502	0.007454	0.1735	0.01121	0.01708	0.01042	0.1783	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Streptococcus"	"G"	1853	600	7	NA	146	33	1	11	19	600	26	55	25	1	0.1783	0.04417	NA	0.05681	0.008792	0.04227	0.004602	0.007082	0.1537	0.01005	0.01566	0.01042	0.1783	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactococcus"	"G"	1851	46	2	NA	25	7	NA	1	1	46	3	5	NA	NA	0.01262	0.01262	NA	0.009728	0.001865	NA	0.0004183	0.0003727	0.01179	0.00116	0.001424	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Streptococcaceae"
"Lactobacillaceae"	"F"	1836	16784	8	11	135	70	9	55	62	16784	53	77	51	2	4.3	0.05048	0.05805	0.05253	0.01865	0.3804	0.02301	0.02311	4.3	0.0205	0.02193	0.02125	0.3565	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Lactobacillus"	"G"	1837	16756	8	11	132	70	9	54	61	16756	53	75	50	2	4.293	0.05048	0.05805	0.05136	0.01865	0.3804	0.02259	0.02274	4.293	0.0205	0.02136	0.02083	0.3565	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Lactobacillaceae"
"Enterococcaceae"	"F"	1828	10016	4	10	123	36	8	24	35	10016	27	48	33	1	2.566	0.02524	0.05277	0.04786	0.009592	0.3381	0.01004	0.01305	2.566	0.01044	0.01367	0.01375	0.1783	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Enterococcus"	"G"	1831	9977	4	10	122	35	8	24	33	9977	27	47	32	1	2.556	0.02524	0.05277	0.04747	0.009325	0.3381	0.01004	0.0123	2.556	0.01044	0.01338	0.01333	0.1783	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Enterococcaceae"
"Aerococcaceae"	"F"	1802	35	2	NA	5	3	NA	1	2	35	1	5	NA	NA	0.01262	0.01262	NA	0.001946	0.0007993	NA	0.0004183	0.0007454	0.008968	0.0003867	0.001424	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales"
"Aerococcus"	"G"	1804	28	1	NA	3	1	NA	NA	1	28	1	1	NA	NA	0.007174	0.00631	NA	0.001167	0.0002664	NA	NA	0.0003727	0.007174	0.0003867	0.0002847	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Facklamia"	"G"	1807	1	1	NA	NA	1	NA	1	1	1	NA	NA	NA	NA	0.00631	0.00631	NA	NA	0.0002664	NA	0.0004183	0.0003727	0.0002562	NA	NA	NA	NA	"Bacteria>Firmicutes>Bacilli>Lactobacillales>Aerococcaceae"
"Negativicutes"	"C"	2164	191	22	4	191	71	NA	70	33	9	68	159	64	NA	0.1388	0.1388	0.02111	0.07432	0.01892	NA	0.02928	0.0123	0.002306	0.0263	0.04527	0.02667	NA	"Bacteria>Firmicutes"
"Selenomonadales"	"O"	2165	191	22	4	191	71	NA	70	33	9	68	159	64	NA	0.1388	0.1388	0.02111	0.07432	0.01892	NA	0.02928	0.0123	0.002306	0.0263	0.04527	0.02667	NA	"Bacteria>Firmicutes>Negativicutes"
"Veillonellaceae"	"F"	2172	120	14	1	117	55	NA	57	26	8	51	120	52	NA	0.08834	0.08834	0.005277	0.04553	0.01465	NA	0.02384	0.009691	0.00205	0.01972	0.03417	0.02167	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2200	28	4	NA	16	5	NA	8	7	1	6	28	7	NA	0.02524	0.02524	NA	0.006226	0.001332	NA	0.003347	0.002609	0.0002562	0.00232	0.007973	0.002917	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Propionispira"	"G"	2190	10	2	NA	7	NA	NA	3	1	NA	5	10	NA	NA	0.01262	0.01262	NA	0.002724	NA	NA	0.001255	0.0003727	NA	0.001934	0.002847	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megamonas"	"G"	2184	12	2	1	9	10	NA	11	4	NA	9	2	12	NA	0.01262	0.01262	0.005277	0.003502	0.002664	NA	0.004602	0.001491	NA	0.00348	0.0005695	0.005	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Anaerospora"	"G"	2179	1	1	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.00631	0.00631	NA	NA	NA	NA	0.0004183	0.0003727	NA	NA	NA	0.0004167	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Zymophilus"	"G"	2199	4	1	NA	4	2	NA	3	NA	NA	4	2	1	NA	0.00631	0.00631	NA	0.001556	0.0005329	NA	0.001255	NA	NA	0.001547	0.0005695	0.0004167	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Veillonella"	"G"	2198	22	1	NA	22	7	NA	6	1	3	2	12	9	NA	0.00856	0.00631	NA	0.00856	0.001865	NA	0.00251	0.0003727	0.0007687	0.0007734	0.003417	0.00375	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Dialister"	"G"	2183	23	1	NA	14	11	NA	5	4	2	10	23	9	NA	0.006549	0.00631	NA	0.005448	0.002931	NA	0.002092	0.001491	0.0005124	0.003867	0.006549	0.00375	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Megasphaera"	"G"	2185	5	1	NA	5	2	NA	2	NA	1	1	5	NA	NA	0.00631	0.00631	NA	0.001946	0.0005329	NA	0.0008367	NA	0.0002562	0.0003867	0.001424	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Mitsuokella"	"G"	2186	2	1	NA	1	2	NA	1	NA	NA	NA	NA	NA	NA	0.00631	0.00631	NA	0.0003891	0.0005329	NA	0.0004183	NA	NA	NA	NA	NA	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Veillonellaceae"
"Acidaminococcaceae"	"F"	2166	70	5	3	70	16	NA	12	7	1	17	35	11	NA	0.03155	0.03155	0.01583	0.02724	0.004263	NA	0.00502	0.002609	0.0002562	0.006574	0.009966	0.004583	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"uncultured"	"G"	2171	37	2	3	37	5	NA	3	NA	NA	6	16	4	NA	0.01583	0.01262	0.01583	0.0144	0.001332	NA	0.001255	NA	NA	0.00232	0.004556	0.001667	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Acidaminococcus"	"G"	2167	10	1	NA	10	1	NA	2	NA	NA	NA	7	2	NA	0.00631	0.00631	NA	0.003891	0.0002664	NA	0.0008367	NA	NA	NA	0.001993	0.0008334	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"Phascolarctobacterium"	"G"	2168	16	1	NA	16	7	NA	6	6	NA	9	9	3	NA	0.00631	0.00631	NA	0.006226	0.001865	NA	0.00251	0.002236	NA	0.00348	0.002563	0.00125	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales>Acidaminococcaceae"
"uncultured"	"F"	2201	3	2	NA	3	NA	NA	NA	NA	NA	NA	3	1	NA	0.01262	0.01262	NA	0.001167	NA	NA	NA	NA	NA	NA	0.0008542	0.0004167	NA	"Bacteria>Firmicutes>Negativicutes>Selenomonadales"
"Verrucomicrobia"	"P"	3982	32661	117	133	3821	32661	84	9524	10177	39	10996	21508	5341	19	8.702	0.7383	0.7018	1.487	8.702	3.55	3.984	3.793	0.009993	4.252	6.124	2.225	3.387	"Bacteria"
"Verrucomicrobiae"	"C"	4029	32661	117	133	3821	32661	84	9524	10177	39	10996	21508	5341	19	8.702	0.7383	0.7018	1.487	8.702	3.55	3.984	3.793	0.009993	4.252	6.124	2.225	3.387	"Bacteria>Verrucomicrobia"
"uncultured"	"O"	27008	22987	70	82	2652	22987	62	6602	7127	28	7961	15514	3870	14	6.124	0.4417	0.4327	1.032	6.124	2.62	2.762	2.656	0.007174	3.079	4.417	1.613	2.496	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutales"	"O"	26972	6009	33	29	658	6009	11	1778	1856	7	1726	3473	858	2	1.601	0.2082	0.153	0.256	1.601	0.4649	0.7438	0.6918	0.001794	0.6675	0.9889	0.3575	0.3565	"Bacteria>Verrucomicrobia>Verrucomicrobiae"
"Opitutaceae"	"F"	26973	2672	19	11	253	2672	2	737	742	2	566	1237	303	2	0.7119	0.1199	0.05805	0.09845	0.7119	0.08453	0.3083	0.2766	0.0005124	0.2189	0.3522	0.1263	0.3565	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Lacunisphaera"	"G"	26978	1076	5	5	104	1076	1	253	215	2	211	432	117	NA	0.2867	0.03155	0.02639	0.04047	0.2867	0.04227	0.1058	0.08014	0.0005124	0.0816	0.123	0.04875	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"IMCC26134"	"G"	26977	381	4	2	31	381	NA	154	150	NA	74	184	47	1	0.1783	0.02524	0.01055	0.01206	0.1015	NA	0.06442	0.05591	NA	0.02862	0.05239	0.01958	0.1783	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Opitutus"	"G"	26979	490	4	1	39	490	1	125	132	NA	101	239	51	1	0.1783	0.02524	0.005277	0.01518	0.1306	0.04227	0.05229	0.0492	NA	0.03906	0.06805	0.02125	0.1783	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Cephaloticoccus"	"G"	26975	270	3	1	26	270	NA	57	77	NA	70	138	38	NA	0.07194	0.01893	0.005277	0.01012	0.07194	NA	0.02384	0.0287	NA	0.02707	0.03929	0.01583	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"uncultured"	"G"	26980	82	2	1	9	82	NA	27	24	NA	25	48	10	NA	0.02185	0.01262	0.005277	0.003502	0.02185	NA	0.01129	0.008945	NA	0.009668	0.01367	0.004167	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Opitutaceae"
"Puniceicoccaceae"	"F"	26981	3170	13	17	384	3170	9	1004	1071	5	1116	2119	528	NA	0.8446	0.08203	0.08971	0.1494	0.8446	0.3804	0.42	0.3992	0.001281	0.4316	0.6034	0.22	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales"
"Cerasicoccus"	"G"	26983	515	2	4	62	515	NA	154	163	NA	182	320	70	NA	0.1372	0.01262	0.02111	0.02412	0.1372	NA	0.06442	0.06075	NA	0.07038	0.09112	0.02917	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Coraliomargarita"	"G"	26984	279	2	1	28	279	2	80	87	NA	108	182	45	NA	0.08453	0.01262	0.005277	0.0109	0.07433	0.08453	0.03347	0.03243	NA	0.04177	0.05182	0.01875	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Puniceicoccus"	"G"	26988	487	2	NA	55	487	2	147	148	NA	162	304	89	NA	0.1298	0.01262	NA	0.0214	0.1298	0.08453	0.06149	0.05516	NA	0.06265	0.08656	0.03708	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
"Pelagicoccus"	"G"	26987	88	1	1	7	88	NA	33	49	1	22	54	11	NA	0.02345	0.00631	0.005277	0.002724	0.02345	NA	0.0138	0.01826	0.0002562	0.008508	0.01538	0.004583	NA	"Bacteria>Verrucomicrobia>Verrucomicrobiae>Opitutales>Puniceicoccaceae"
