"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Desulfitobacterium hafniense"	"S"	49338	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Desulfitobacterium dichloroeliminans"	"S"	233055	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Desulfitobacterium dehalogenans"	"S"	36854	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Desulfitobacterium metallireducens"	"S"	142877	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Desulfotomaculum"	"G"	1562	21	21	0.0006719	0.0006719	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfotomaculum reducens"	"S"	59610	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum ruminis"	"S"	1564	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum ferrireducens"	"S"	1833852	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Desulfotomaculum nigrificans"	"S"	1565	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfotomaculum"
"Dehalobacterium"	"G"	51514	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Dehalobacterium formicoaceticum"	"S"	51515	16	16	0.0005119	0.0005119	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Dehalobacterium"
"Desulfallas"	"G"	2282740	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfallas gibsoniae"	"S"	102134	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfallas"
"Dehalobacter"	"G"	56112	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Dehalobacter restrictus"	"S"	55583	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Dehalobacter"
"Desulfofarcimen"	"G"	2282742	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfofarcimen acetoxidans"	"S"	58138	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfofarcimen"
"Thermincola"	"G"	278993	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Thermincola potens"	"S"	863643	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Thermincola"
"Candidatus Desulforudis"	"G"	471826	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Candidatus Desulforudis audaxviator"	"S"	471827	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Candidatus&nbsp;Desulforudis"
"Syntrophobotulus"	"G"	51196	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Syntrophobotulus glycolicus"	"S"	51197	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Syntrophobotulus"
"Hungateiclostridiaceae"	"F"	2304686	99	99	0.003168	0.003168	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Hungateiclostridium"	"G"	2304692	53	53	0.001696	0.001696	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Hungateiclostridium clariflavum"	"S"	288965	30	30	0.0009599	0.0009599	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Hungateiclostridium"
"Hungateiclostridium saccincola"	"S"	1677857	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Hungateiclostridium"
"Hungateiclostridium thermocellum"	"S"	1515	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Hungateiclostridium"
"Fastidiosipila"	"G"	236752	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Fastidiosipila sanguinis"	"S"	236753	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Fastidiosipila"
"Pseudoclostridium"	"G"	2304693	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Pseudoclostridium thermosuccinogenes"	"S"	84032	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Pseudoclostridium"
"Thermoclostridium"	"G"	2304691	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Thermoclostridium stercorarium"	"S"	1510	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Thermoclostridium"
"Mageeibacillus"	"G"	1637257	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Mageeibacillus indolicus"	"S"	884684	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Mageeibacillus"
"Ruminiclostridium"	"G"	1508657	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Ruminiclostridium cellulolyticum"	"S"	1521	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Ruminiclostridium"
"Eubacteriaceae"	"F"	186806	53	53	0.001696	0.001696	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Eubacterium"	"G"	1730	42	42	0.001344	0.001344	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"Eubacterium limosum"	"S"	1736	25	25	0.0007999	0.0007999	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"[Eubacterium] eligens"	"S"	39485	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"[Eubacterium] hallii"	"S"	39488	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"[Eubacterium] cellulosolvens"	"S"	29322	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Eubacterium"
"Acetobacterium"	"G"	33951	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae"
"Acetobacterium woodii"	"S"	33952	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Acetobacterium"
"Acetobacterium sp. KB-1"	"S"	2184575	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Eubacteriaceae>Acetobacterium"
"Ruminococcaceae"	"F"	541000	50	50	0.0016	0.0016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Ruminococcus"	"G"	1263	18	18	0.0005759	0.0005759	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcus albus"	"S"	1264	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus bicirculans"	"S"	1160721	6	6	0.000192	0.000192	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus champanellensis"	"S"	1161942	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"unclassified Ruminococcaceae"	"-"	552397	17	17	0.0005439	0.0005439	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"unclassified Ruminococcaceae (miscellaneous)"	"-"	2305133	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae"
"Ruminococcaceae bacterium CPB6"	"S"	1572656	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae>unclassified&nbsp;Ruminococcaceae&nbsp;(miscellaneous)"
"[Clostridium] cellulosi"	"S"	29343	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae"
"Faecalibacterium"	"G"	216851	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Faecalibacterium prausnitzii"	"S"	853	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Faecalibacterium"
"Flavonifractor"	"G"	946234	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Flavonifractor plautii"	"S"	292800	5	5	0.00016	0.00016	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Flavonifractor"
"Clostridiales incertae sedis"	"-"	538999	22	22	0.0007039	0.0007039	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridiales Family XIII. Incertae Sedis"	"F"	543314	11	11	0.000352	0.000352	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"[Eubacterium] sulci"	"S"	143393	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"[Eubacterium] minutum"	"S"	76124	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Mogibacterium"	"G"	86331	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Mogibacterium pumilum"	"S"	86332	2	2	6.399e-05	6.399e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis>Mogibacterium"
"Mogibacterium diversum"	"S"	114527	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis>Mogibacterium"
"Clostridiales Family XVII. Incertae Sedis"	"F"	539000	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"Thermaerobacter"	"G"	73918	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis"
"Thermaerobacter marianensis"	"S"	73919	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis>Thermaerobacter"
"Clostridiales Family XVI. Incertae Sedis"	"F"	543347	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"Carboxydocella"	"G"	178898	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVI.&nbsp;Incertae&nbsp;Sedis"
"Carboxydocella thermautotrophica"	"S"	178899	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVI.&nbsp;Incertae&nbsp;Sedis>Carboxydocella"
"unclassified Clostridiales"	"-"	186813	26	26	0.0008319	0.0008319	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Monoglobus"	"G"	2039302	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales"
"Monoglobus pectinilyticus"	"S"	1981510	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales>Monoglobus"
"unclassified Clostridiales (miscellaneous)"	"-"	39779	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales"
"Clostridiales bacterium CCNA10"	"S"	2109688	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales>unclassified&nbsp;Clostridiales&nbsp;(miscellaneous)"
"Intestinimonas"	"G"	1392389	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales"
"Intestinimonas butyriciproducens"	"S"	1297617	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales>Intestinimonas"
"Oscillospiraceae"	"F"	216572	18	18	0.0005759	0.0005759	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Oscillibacter"	"G"	459786	18	18	0.0005759	0.0005759	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Oscillospiraceae"
"Oscillibacter valericigenes"	"S"	351091	10	10	0.00032	0.00032	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Oscillospiraceae>Oscillibacter"
"Oscillibacter sp. PEA192"	"S"	2109687	8	8	0.000256	0.000256	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Oscillospiraceae>Oscillibacter"
"Christensenellaceae"	"F"	990719	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Christensenella"	"G"	990721	12	12	0.000384	0.000384	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"Christensenella massiliensis"	"S"	1805714	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae>Christensenella"
"Christensenella minuta"	"S"	626937	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae>Christensenella"
"Christensenella sp. Marseille-P3954"	"S"	2086585	3	3	9.599e-05	9.599e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae>Christensenella"
"Syntrophomonadaceae"	"F"	68298	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Syntrophomonas"	"G"	862	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Syntrophomonas wolfei"	"S"	863	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophomonas"
"Syntrophothermus"	"G"	129001	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae"
"Syntrophothermus lipocalidus"	"S"	86170	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Syntrophomonadaceae>Syntrophothermus"
"Symbiobacteriaceae"	"F"	543349	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Symbiobacterium"	"G"	2733	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Symbiobacteriaceae"
"Symbiobacterium thermophilum"	"S"	2734	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Symbiobacteriaceae>Symbiobacterium"
"Heliobacteriaceae"	"F"	31984	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Heliobacterium"	"G"	2697	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae"
"Heliobacterium modesticaldum"	"S"	35701	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Heliobacteriaceae>Heliobacterium"
"Thermoanaerobacterales"	"O"	68295	207	207	0.006623	0.006623	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia"
"Thermoanaerobacterales Family III. Incertae Sedis"	"F"	543371	109	109	0.003488	0.003488	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales"
"Caldicellulosiruptor"	"G"	44000	57	57	0.001824	0.001824	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis"
"Caldicellulosiruptor owensensis"	"S"	55205	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Caldicellulosiruptor saccharolyticus"	"S"	44001	14	14	0.0004479	0.0004479	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Caldicellulosiruptor obsidiansis"	"S"	717609	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Caldicellulosiruptor kronotskyensis"	"S"	413889	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Caldicellulosiruptor bescii"	"S"	31899	13	13	0.0004159	0.0004159	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Caldicellulosiruptor hydrothermalis"	"S"	413888	4	4	0.000128	0.000128	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Caldicellulosiruptor lactoaceticus"	"S"	52766	1	1	3.2e-05	3.2e-05	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Caldicellulosiruptor"
"Thermoanaerobacterium"	"G"	28895	45	45	0.00144	0.00144	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis"
"Thermoanaerobacterium sp. RBIITD"	"S"	1550240	18	18	0.0005759	0.0005759	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Thermoanaerobacterium"
"Thermoanaerobacterium thermosaccharolyticum"	"S"	1517	18	18	0.0005759	0.0005759	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Thermoanaerobacterium"
"Thermoanaerobacterium xylanolyticum"	"S"	29329	9	9	0.000288	0.000288	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Thermoanaerobacterium"
"Thermosediminibacter"	"G"	291988	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis"
"Thermosediminibacter oceani"	"S"	291990	7	7	0.000224	0.000224	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacterales&nbsp;Family&nbsp;III.&nbsp;Incertae&nbsp;Sedis>Thermosediminibacter"
"Thermoanaerobacteraceae"	"F"	186814	65	65	0.00208	0.00208	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales"
