"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads"	"Max.1"	"centrifuge_16s_classification_loman_loman.kreport.cladeReads.."	"lineage"
"Methylopila"	"G"	26079	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Rhodomicrobiaceae"	"F"	26131	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	26132	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodomicrobiaceae"
"Rhodobacterales"	"O"	2557	41	41	0.001311	0.001311	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	41	41	0.001311	0.001311	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"uncultured"	"G"	2666	8	8	0.0002559	0.0002559	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade NAC11-7 lineage"	"G"	2638	7	7	0.0002239	0.0002239	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amylibacter"	"G"	11445	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albidovulum"	"G"	2560	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas"	"G"	2569	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibacterium"	"G"	2628	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sediminimonas"	"G"	2649	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudooceanicola"	"G"	26171	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sphingomonadales"	"O"	2823	27	27	0.0008636	0.0008636	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	27	27	0.0008636	0.0008636	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Novosphingobium"	"G"	2846	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium"	"G"	2850	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas"	"G"	2852	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"uncultured"	"G"	2858	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	2854	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhapis"	"G"	14559	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacter"	"G"	26245	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Acetobacterales"	"O"	25900	20	20	0.0006397	0.0006397	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	25901	16	16	0.0005118	0.0005118	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"Acidiphilium"	"G"	25904	5	5	0.0001599	0.0001599	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acetobacter"	"G"	25902	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Craurococcus"	"G"	25914	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Roseomonas"	"G"	25932	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"uncultured"	"G"	25937	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Belnapia"	"G"	25911	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Roseococcus"	"G"	25931	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Acetobacterales Incertae Sedis"	"F"	25938	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales"
"Zavarzinia"	"G"	25940	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacterales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	25941	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Acetobacterales>Acetobacterales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"O"	26269	14	14	0.0004478	0.0004478	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodospirillales"	"O"	2667	13	13	0.0004158	0.0004158	"Bacteria>Proteobacteria>Alphaproteobacteria"
"AEGEAN-169 marine group"	"F"	26177	5	5	0.0001599	0.0001599	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Terasakiellaceae"	"F"	26192	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26195	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Terasakiellaceae"
"Rhodospirillaceae"	"F"	2717	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Insolitispirillum"	"G"	2730	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Magnetospiraceae"	"F"	26178	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26182	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Magnetospirillaceae"	"F"	26183	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26188	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Rhodopirillaceae"	"F"	26189	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Defluviicoccus"	"G"	26190	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodopirillaceae"
"Thalassospiraceae"	"F"	26196	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Thalassospira"	"G"	26197	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Thalassospiraceae"
"uncultured"	"F"	26198	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"SAR11 clade"	"O"	2808	12	12	0.0003838	0.0003838	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Clade I"	"F"	26228	7	7	0.0002239	0.0002239	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Clade Ia"	"G"	26229	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Clade Ib"	"G"	26230	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade>Clade&nbsp;I"
"Clade II"	"F"	26232	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Alphaproteobacteria>SAR11&nbsp;clade"
"Caulobacterales"	"O"	2386	10	10	0.0003199	0.0003199	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Hyphomonadaceae"	"F"	2394	6	6	0.0001919	0.0001919	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"uncultured"	"G"	2407	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"SWB02"	"G"	25968	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hirschia"	"G"	2399	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hyphomonas"	"G"	2400	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Caulobacteraceae"	"F"	2387	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Brevundimonas"	"G"	2390	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Asticcacaulis"	"G"	2389	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Micavibrionales"	"O"	25998	5	5	0.0001599	0.0001599	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Micavibrionaceae"	"F"	25999	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales"
"uncultured"	"G"	26001	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales>Micavibrionaceae"
"uncultured"	"F"	26002	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Micavibrionales"
"Micropepsales"	"O"	26003	5	5	0.0001599	0.0001599	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Micropepsaceae"	"F"	26004	5	5	0.0001599	0.0001599	"Bacteria>Proteobacteria>Alphaproteobacteria>Micropepsales"
"uncultured"	"G"	26007	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Micropepsales>Micropepsaceae"
"Rhizomicrobium"	"G"	26006	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Micropepsales>Micropepsaceae"
"Puniceispirillales"	"O"	26028	5	5	0.0001599	0.0001599	"Bacteria>Proteobacteria>Alphaproteobacteria"
"SAR116 clade"	"F"	26032	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Candidatus Puniceispirillum"	"G"	26033	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales>SAR116&nbsp;clade"
"Puniceispirillales Incertae Sedis"	"F"	26030	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales"
"Constrictibacter"	"G"	26031	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Puniceispirillales>Puniceispirillales&nbsp;Incertae&nbsp;Sedis"
"Azospirillales"	"O"	25946	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Azospirillaceae"	"F"	25947	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales"
"Azospirillum"	"G"	25948	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Niveispirillum"	"G"	25951	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Azospirillales>Azospirillaceae"
"Elsterales"	"O"	25978	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	25985	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Elsterales"
"Rhodovibrionales"	"O"	26199	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Kiloniellaceae"	"F"	26205	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales"
"uncultured"	"G"	26211	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales>Kiloniellaceae"
"Fodinicurvataceae"	"F"	26200	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales"
"uncultured"	"G"	26204	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodovibrionales>Fodinicurvataceae"
"Paracaedibacterales"	"O"	26009	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Paracaedibacteraceae"	"F"	26010	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales"
"uncultured"	"G"	26015	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Paracaedibacterales>Paracaedibacteraceae"
"Parvibaculales"	"O"	26016	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"PS1 clade"	"F"	26018	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"Parvibaculaceae"	"F"	26019	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales"
"uncultured"	"G"	26026	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Parvibaculales>Parvibaculaceae"
"Dstr-E11"	"O"	2409	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Kordiimonadales"	"O"	2411	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	25997	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Kordiimonadales"
"Sneathiellales"	"O"	2818	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sneathiellaceae"	"F"	2819	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales"
"Sneathiella"	"G"	2821	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sneathiellales>Sneathiellaceae"
"Reyranellales"	"O"	26035	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Reyranellaceae"	"F"	26036	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Reyranellales"
"uncultured"	"G"	26038	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Reyranellales>Reyranellaceae"
"Thalassobaculales"	"O"	26252	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26261	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Thalassobaculales"
"Deltaproteobacteria"	"C"	3087	196	196	0.006269	0.006269	"Bacteria>Proteobacteria"
"Desulfobacterales"	"O"	3109	45	45	0.001439	0.001439	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	3110	30	30	0.0009596	0.0009596	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"Desulfotignum"	"G"	3135	11	11	0.0003519	0.0003519	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"uncultured"	"G"	3138	7	7	0.0002239	0.0002239	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"SEEP-SRB1"	"G"	3136	6	6	0.0001919	0.0001919	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Candidatus Magnetananas"	"G"	3113	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium"	"G"	3121	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfococcus"	"G"	3125	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfosalsimonas"	"G"	3132	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Sva0081 sediment group"	"G"	3137	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobulbaceae"	"F"	3139	15	15	0.0004798	0.0004798	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales"
"uncultured"	"G"	3151	6	6	0.0001919	0.0001919	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfocapsa"	"G"	3141	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobulbus"	"G"	3140	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfofustis"	"G"	3142	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfopila"	"G"	3143	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulforhopalus"	"G"	3144	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"MSBL7"	"G"	3148	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfovibrionales"	"O"	3156	30	30	0.0009596	0.0009596	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	3169	29	29	0.0009276	0.0009276	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	3173	28	28	0.0008956	0.0008956	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"uncultured"	"G"	3175	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfonatronaceae"	"F"	3167	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales"
"Desulfonatronum"	"G"	3168	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfonatronaceae"
"Myxococcales"	"O"	3210	29	29	0.0009276	0.0009276	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Sandaracinaceae"	"F"	3241	5	5	0.0001599	0.0001599	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"G"	11491	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"Sandaracinus"	"G"	3242	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Sandaracinaceae"
"Haliangiaceae"	"F"	3222	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Haliangium"	"G"	3223	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Haliangiaceae"
"Polyangiaceae"	"F"	3236	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Pajaroellobacter"	"G"	26282	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Polyangiaceae"
"KD3-10"	"F"	11482	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Myxococcaceae"	"F"	3225	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Myxococcus"	"G"	3227	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Myxococcaceae"
"Phaselicystidaceae"	"F"	3234	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Phaselicystis"	"G"	3235	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Phaselicystidaceae"
"P3OB-42"	"F"	11486	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"bacteriap25"	"F"	11496	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Nannocystaceae"	"F"	3229	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"uncultured"	"G"	3233	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales>Nannocystaceae"
"BIrii41"	"F"	11478	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Blfdi19"	"F"	11479	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"UASB-TL25"	"F"	11492	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Myxococcales"
"Bdellovibrionales"	"O"	3091	19	19	0.0006077	0.0006077	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Bdellovibrionaceae"	"F"	3098	16	16	0.0005118	0.0005118	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"OM27 clade"	"G"	3100	9	9	0.0002879	0.0002879	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bdellovibrio"	"G"	3099	7	7	0.0002239	0.0002239	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bdellovibrionaceae"
"Bacteriovoracaceae"	"F"	3092	3	3	9.596e-05	9.596e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales"
"Peredibacter"	"G"	3096	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"uncultured"	"G"	3097	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Bdellovibrionales>Bacteriovoracaceae"
"Syntrophobacterales"	"O"	3251	11	11	0.0003519	0.0003519	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Syntrophaceae"	"F"	3252	7	7	0.0002239	0.0002239	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"Syntrophus"	"G"	3256	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"uncultured"	"G"	3257	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Smithella"	"G"	3255	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
"Syntrophobacteraceae"	"F"	3258	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales"
"Syntrophobacter"	"G"	3264	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"SAR324 clade(Marine group B)"	"O"	3247	10	10	0.0003199	0.0003199	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Oligoflexales"	"O"	11497	9	9	0.0002879	0.0002879	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Oligoflexaceae"	"F"	11498	6	6	0.0001919	0.0001919	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"uncultured"	"G"	26286	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Oligoflexus"	"G"	11499	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"Silvanigrella"	"G"	26285	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales>Oligoflexaceae"
"0319-6G20"	"F"	14610	2	2	6.397e-05	6.397e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"053A03-B-DI-P58"	"F"	14611	1	1	3.199e-05	3.199e-05	"Bacteria>Proteobacteria>Deltaproteobacteria>Oligoflexales"
"Sva0485"	"O"	3250	7	7	0.0002239	0.0002239	"Bacteria>Proteobacteria>Deltaproteobacteria"
"RCP2-54"	"O"	26288	6	6	0.0001919	0.0001919	"Bacteria>Proteobacteria>Deltaproteobacteria"
"Desulfarculales"	"O"	3105	4	4	0.0001279	0.0001279	"Bacteria>Proteobacteria>Deltaproteobacteria"
