"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Rhizobium sp. ACO-34A"	"S"	1571470	215	3	NA	28	215	1	14	45	NA	9	100	9	NA	0.06106	0.02067	NA	0.01158	0.06106	0.04933	0.006168	0.01765	NA	0.003672	0.03013	0.003935	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Rhizobium/Agrobacterium&nbsp;group>Rhizobium"
"Liberibacter"	"G"	34019	1173	3	5	327	1173	2	117	168	7	81	388	70	1	0.3331	0.02067	0.02844	0.1352	0.3331	0.09867	0.05154	0.06589	0.001739	0.03305	0.1169	0.0306	0.1996	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Liberibacter solanacearum"	"S"	556287	136	2	2	59	136	1	19	24	4	15	61	12	NA	0.04933	0.01378	0.01138	0.0244	0.03862	0.04933	0.00837	0.009413	0.000994	0.00612	0.01838	0.005246	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Liberibacter"
"Liberibacter crescens"	"S"	1273132	605	1	1	154	605	1	49	81	NA	32	177	40	1	0.1996	0.006888	0.005688	0.06368	0.1718	0.04933	0.02159	0.03177	NA	0.01306	0.05332	0.01749	0.1996	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Liberibacter"
"Sinorhizobium/Ensifer group"	"-"	227292	253	1	NA	42	253	1	10	32	NA	6	99	17	NA	0.07185	0.006888	NA	0.01737	0.07185	0.04933	0.004405	0.01255	NA	0.002448	0.02982	0.007432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ensifer"	"G"	106591	59	1	NA	1	59	1	1	4	NA	3	34	2	NA	0.04933	0.006888	NA	0.0004135	0.01676	0.04933	0.0004405	0.001569	NA	0.001224	0.01024	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Ensifer adhaerens"	"S"	106592	15	1	NA	1	10	1	1	4	NA	NA	15	2	NA	0.04933	0.006888	NA	0.0004135	0.00284	0.04933	0.0004405	0.001569	NA	NA	0.004519	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group>Ensifer"
"Methylobacteriaceae"	"F"	119045	6112	13	5	361	6112	4	107	174	15	96	450	73	NA	1.736	0.08955	0.02844	0.1493	1.736	0.1973	0.04714	0.06825	0.003727	0.03917	0.1356	0.03192	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	407	4406	12	2	310	4406	3	80	121	8	63	299	45	NA	1.251	0.08266	0.01138	0.1282	1.251	0.148	0.03524	0.04746	0.001988	0.02571	0.09008	0.01967	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylobacterium sp. XJLW"	"S"	739141	1842	10	1	140	1842	NA	31	63	NA	28	113	21	NA	0.5231	0.06888	0.005688	0.05789	0.5231	NA	0.01366	0.02471	NA	0.01142	0.03404	0.009181	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. 4-46"	"S"	426117	167	1	NA	19	167	NA	10	6	NA	2	24	3	NA	0.04743	0.006888	NA	0.007856	0.04743	NA	0.004405	0.002353	NA	0.0008161	0.00723	0.001312	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium brachiatum"	"S"	269660	20	1	NA	10	20	NA	NA	1	NA	NA	2	NA	NA	0.006888	0.006888	NA	0.004135	0.00568	NA	NA	0.0003922	NA	NA	0.0006025	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylorubrum"	"G"	2282523	1507	1	1	29	1507	NA	18	32	1	27	70	17	NA	0.428	0.006888	0.005688	0.01199	0.428	NA	0.00793	0.01255	0.0002485	0.01102	0.02109	0.007432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Phyllobacteriaceae"	"F"	69277	1267	17	4	405	1267	3	86	202	20	94	544	49	NA	0.3598	0.1171	0.02275	0.1675	0.3598	0.148	0.03789	0.07923	0.00497	0.03835	0.1639	0.02142	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Mesorhizobium"	"G"	68287	504	12	NA	138	504	1	39	82	17	37	218	17	NA	0.1431	0.08266	NA	0.05706	0.1431	0.04933	0.01718	0.03216	0.004224	0.0151	0.06567	0.007432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Mesorhizobium huakuii"	"S"	28104	215	12	NA	63	215	NA	24	57	16	29	84	14	NA	0.08266	0.08266	NA	0.02605	0.06106	NA	0.01057	0.02236	0.003976	0.01183	0.02531	0.006121	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Mesorhizobium"
"Nitratireductor"	"G"	245876	101	1	NA	30	101	NA	1	10	NA	5	34	2	NA	0.02868	0.006888	NA	0.0124	0.02868	NA	0.0004405	0.003922	NA	0.00204	0.01024	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Nitratireductor sp. OM-1"	"S"	1756988	59	1	NA	20	59	NA	NA	7	NA	3	22	1	NA	0.01676	0.006888	NA	0.00827	0.01676	NA	NA	0.002746	NA	0.001224	0.006628	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Nitratireductor"
"Aminobacter"	"G"	31988	323	1	2	119	323	1	19	45	2	26	131	13	NA	0.09173	0.006888	0.01138	0.0492	0.09173	0.04933	0.00837	0.01765	0.000497	0.01061	0.03946	0.005684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae"
"Aminobacter sp. MSH1"	"S"	374606	289	1	1	88	289	NA	19	38	2	25	111	12	NA	0.08208	0.006888	0.005688	0.03639	0.08208	NA	0.00837	0.0149	0.000497	0.0102	0.03344	0.005246	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Phyllobacteriaceae>Aminobacter"
"Bradyrhizobiaceae"	"F"	41294	1752	7	5	644	1752	3	94	172	7	75	603	68	NA	0.4976	0.04822	0.02844	0.2663	0.4976	0.148	0.04141	0.06746	0.001739	0.0306	0.1817	0.02973	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodopseudomonas"	"G"	1073	226	3	1	57	226	NA	12	30	1	19	67	12	NA	0.06418	0.02067	0.005688	0.02357	0.06418	NA	0.005286	0.01177	0.0002485	0.007753	0.02018	0.005246	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Rhodopseudomonas palustris"	"S"	1076	226	3	1	57	226	NA	12	30	1	19	67	12	NA	0.06418	0.02067	0.005688	0.02357	0.06418	NA	0.005286	0.01177	0.0002485	0.007753	0.02018	0.005246	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae>Rhodopseudomonas"
"Nitrobacter"	"G"	911	158	2	NA	18	158	NA	8	7	NA	6	49	4	NA	0.04487	0.01378	NA	0.007443	0.04487	NA	0.003524	0.002746	NA	0.002448	0.01476	0.001749	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Bosea"	"G"	85413	245	1	NA	53	245	NA	7	22	NA	9	68	8	NA	0.06958	0.006888	NA	0.02191	0.06958	NA	0.003084	0.008629	NA	0.003672	0.02049	0.003498	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Bradyrhizobiaceae"
"Rhodobiaceae"	"F"	119043	1159	4	1	301	1159	3	120	156	2	57	392	50	NA	0.3292	0.02755	0.005688	0.1245	0.3292	0.148	0.05286	0.06119	0.000497	0.02326	0.1181	0.02186	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Anderseniella"	"G"	444432	850	3	1	238	850	2	93	124	2	34	294	37	NA	0.2414	0.02067	0.005688	0.09841	0.2414	0.09867	0.04097	0.04864	0.000497	0.01387	0.08857	0.01618	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Anderseniella sp. Alg231-50"	"S"	1922226	850	3	1	238	850	2	93	124	2	34	294	37	NA	0.2414	0.02067	0.005688	0.09841	0.2414	0.09867	0.04097	0.04864	0.000497	0.01387	0.08857	0.01618	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>Anderseniella"
"unclassified Rhodobiaceae"	"-"	1712260	153	1	NA	21	153	NA	9	10	NA	8	36	7	NA	0.04345	0.006888	NA	0.008683	0.04345	NA	0.003965	0.003922	NA	0.003264	0.01085	0.00306	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Rhodobiaceae bacterium"	"S"	2026785	153	1	NA	21	153	NA	9	10	NA	8	36	7	NA	0.04345	0.006888	NA	0.008683	0.04345	NA	0.003965	0.003922	NA	0.003264	0.01085	0.00306	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae>unclassified&nbsp;Rhodobiaceae"
"Methylocystaceae"	"F"	31993	877	4	2	175	877	2	41	85	2	24	338	24	NA	0.2491	0.02755	0.01138	0.07236	0.2491	0.09867	0.01806	0.03334	0.000497	0.009793	0.1018	0.01049	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocystis"	"G"	133	332	1	1	91	332	1	15	36	NA	11	155	7	NA	0.09429	0.006888	0.005688	0.03763	0.09429	0.04933	0.006608	0.01412	NA	0.004488	0.0467	0.00306	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylocystis sp. SC2"	"S"	187303	219	1	NA	39	219	1	9	25	NA	6	108	3	NA	0.0622	0.006888	NA	0.01613	0.0622	0.04933	0.003965	0.009806	NA	0.002448	0.03254	0.001312	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"unclassified Rhizobiales"	"-"	119042	1041	3	1	218	1041	3	34	82	1	38	385	17	NA	0.2956	0.02067	0.005688	0.09014	0.2956	0.148	0.01498	0.03216	0.0002485	0.01551	0.116	0.007432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methyloceanibacter"	"G"	1484898	366	3	NA	46	366	NA	10	25	1	12	144	4	NA	0.1039	0.02067	NA	0.01902	0.1039	NA	0.004405	0.009806	0.0002485	0.004896	0.04338	0.001749	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>unclassified&nbsp;Rhizobiales"
"Cohaesibacteraceae"	"F"	655351	181	2	2	42	181	NA	11	19	NA	6	53	2	NA	0.0514	0.01378	0.01138	0.01737	0.0514	NA	0.004846	0.007452	NA	0.002448	0.01597	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Breoghania"	"G"	1406135	169	2	2	40	169	NA	6	18	NA	3	48	2	NA	0.048	0.01378	0.01138	0.01654	0.048	NA	0.002643	0.00706	NA	0.001224	0.01446	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae"
"Breoghania sp. L-A4"	"S"	2304600	169	2	2	40	169	NA	6	18	NA	3	48	2	NA	0.048	0.01378	0.01138	0.01654	0.048	NA	0.002643	0.00706	NA	0.001224	0.01446	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Cohaesibacteraceae>Breoghania"
"Brucellaceae"	"F"	118882	610	2	5	157	610	NA	33	66	2	22	171	28	NA	0.1732	0.01378	0.02844	0.06492	0.1732	NA	0.01454	0.02589	0.000497	0.008977	0.05152	0.01224	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Brucella"	"G"	234	410	2	5	122	410	NA	32	60	2	18	138	26	NA	0.1164	0.01378	0.02844	0.05044	0.1164	NA	0.0141	0.02353	0.000497	0.007344	0.04157	0.01137	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae"
"Brucella canis"	"S"	36855	5	1	NA	4	5	NA	1	3	NA	NA	NA	NA	NA	0.006888	0.006888	NA	0.001654	0.00142	NA	0.0004405	0.001177	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Brucellaceae>Brucella"
"Beijerinckiaceae"	"F"	45404	280	2	1	72	280	NA	16	35	NA	13	88	4	NA	0.07952	0.01378	0.005688	0.02977	0.07952	NA	0.007049	0.01373	NA	0.005304	0.02651	0.001749	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Beijerinckia"	"G"	532	171	2	NA	53	171	NA	12	20	NA	10	59	1	NA	0.04856	0.01378	NA	0.02191	0.04856	NA	0.005286	0.007844	NA	0.00408	0.01777	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia indica"	"S"	533	171	2	NA	53	171	NA	12	20	NA	10	59	1	NA	0.04856	0.01378	NA	0.02191	0.04856	NA	0.005286	0.007844	NA	0.00408	0.01777	0.0004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae>Beijerinckia"
"Chelatococcaceae"	"F"	2036754	94	1	1	44	94	NA	8	11	NA	2	32	2	NA	0.0267	0.006888	0.005688	0.01819	0.0267	NA	0.003524	0.004314	NA	0.0008161	0.00964	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Chelatococcus"	"G"	28209	94	1	1	44	94	NA	8	11	NA	2	32	2	NA	0.0267	0.006888	0.005688	0.01819	0.0267	NA	0.003524	0.004314	NA	0.0008161	0.00964	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae"
"Chelatococcus sp. CO-6"	"S"	1702325	19	1	NA	19	16	NA	3	1	NA	NA	6	NA	NA	0.007856	0.006888	NA	0.007856	0.004544	NA	0.001322	0.0003922	NA	NA	0.001808	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"Xanthobacteraceae"	"F"	335928	539	1	1	107	539	2	30	44	NA	21	217	14	NA	0.1531	0.006888	0.005688	0.04424	0.1531	0.09867	0.01322	0.01726	NA	0.008569	0.06537	0.006121	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Starkeya"	"G"	152053	78	1	NA	23	78	1	2	11	NA	5	53	6	NA	0.04933	0.006888	NA	0.00951	0.02215	0.04933	0.0008811	0.004314	NA	0.00204	0.01597	0.002623	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya novella"	"S"	921	78	1	NA	23	78	1	2	11	NA	5	53	6	NA	0.04933	0.006888	NA	0.00951	0.02215	0.04933	0.0008811	0.004314	NA	0.00204	0.01597	0.002623	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae>Starkeya"
"Caulobacterales"	"O"	204458	6342	20	6	722	6342	6	406	633	5	413	2050	287	1	1.801	0.1378	0.03413	0.2985	1.801	0.296	0.1789	0.2483	0.001242	0.1685	0.6176	0.1255	0.1996	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	76892	6342	20	6	722	6342	6	406	633	5	413	2050	287	1	1.801	0.1378	0.03413	0.2985	1.801	0.296	0.1789	0.2483	0.001242	0.1685	0.6176	0.1255	0.1996	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Brevundimonas"	"G"	41275	2205	8	1	293	2205	2	174	225	2	198	1054	104	1	0.6262	0.05511	0.005688	0.1211	0.6262	0.09867	0.07665	0.08825	0.000497	0.08079	0.3175	0.04547	0.1996	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Brevundimonas sp. DS20"	"S"	1532555	1006	6	NA	172	1006	NA	87	93	NA	95	505	36	NA	0.2857	0.04133	NA	0.07112	0.2857	NA	0.03833	0.03648	NA	0.03876	0.1521	0.01574	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Brevundimonas subvibrioides"	"S"	74313	91	1	NA	9	91	NA	9	9	NA	10	41	3	NA	0.02584	0.006888	NA	0.003721	0.02584	NA	0.003965	0.00353	NA	0.00408	0.01235	0.001312	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Brevundimonas diminuta"	"S"	293	825	1	NA	84	825	NA	74	75	NA	75	340	37	NA	0.2343	0.006888	NA	0.03473	0.2343	NA	0.0326	0.02942	NA	0.0306	0.1024	0.01618	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Caulobacter"	"G"	75	2795	7	2	267	2795	2	138	293	2	144	599	108	NA	0.7938	0.04822	0.01138	0.1104	0.7938	0.09867	0.06079	0.1149	0.000497	0.05876	0.1805	0.04722	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacter mirabilis"	"S"	69666	282	3	NA	56	282	NA	15	25	1	14	95	13	NA	0.08009	0.02067	NA	0.02315	0.08009	NA	0.006608	0.009806	0.0002485	0.005712	0.02862	0.005684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
"unclassified Caulobacteraceae"	"-"	81440	125	2	NA	20	125	NA	11	11	NA	NA	34	9	NA	0.0355	0.01378	NA	0.00827	0.0355	NA	0.004846	0.004314	NA	NA	0.01024	0.003935	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacteraceae bacterium OTSz_A_272"	"S"	1759059	125	2	NA	20	125	NA	11	11	NA	NA	34	9	NA	0.0355	0.01378	NA	0.00827	0.0355	NA	0.004846	0.004314	NA	NA	0.01024	0.003935	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>unclassified&nbsp;Caulobacteraceae"
"Asticcacaulis"	"G"	76890	177	2	NA	28	177	NA	10	12	NA	14	54	10	NA	0.05027	0.01378	NA	0.01158	0.05027	NA	0.004405	0.004707	NA	0.005712	0.01627	0.004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Asticcacaulis excentricus"	"S"	78587	177	2	NA	28	177	NA	10	12	NA	14	54	10	NA	0.05027	0.01378	NA	0.01158	0.05027	NA	0.004405	0.004707	NA	0.005712	0.01627	0.004372	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Asticcacaulis"
"Rhodospirillales"	"O"	204441	2569	19	11	687	2569	6	272	326	19	193	758	177	3	0.7296	0.1309	0.06256	0.2841	0.7296	0.296	0.1198	0.1279	0.004721	0.07875	0.2284	0.07738	0.5988	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Acetobacteraceae"	"F"	433	1012	12	6	271	1012	3	143	134	4	92	277	77	1	0.2874	0.08266	0.03413	0.1121	0.2874	0.148	0.063	0.05256	0.000994	0.03754	0.08345	0.03366	0.1996	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Commensalibacter"	"G"	1079922	89	2	NA	37	89	NA	6	10	1	9	24	7	NA	0.02528	0.01378	NA	0.0153	0.02528	NA	0.002643	0.003922	0.0002485	0.003672	0.00723	0.00306	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Commensalibacter sp. AMU001"	"S"	2478912	89	2	NA	37	89	NA	6	10	1	9	24	7	NA	0.02528	0.01378	NA	0.0153	0.02528	NA	0.002643	0.003922	0.0002485	0.003672	0.00723	0.00306	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Commensalibacter"
"Roseomonas"	"G"	125216	228	2	NA	34	228	2	10	20	NA	2	84	2	NA	0.09867	0.01378	NA	0.01406	0.06475	0.09867	0.004405	0.007844	NA	0.0008161	0.02531	0.0008744	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Roseomonas gilardii"	"S"	257708	59	1	NA	9	59	NA	1	9	NA	1	18	NA	NA	0.01676	0.006888	NA	0.003721	0.01676	NA	0.0004405	0.00353	NA	0.000408	0.005423	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Roseomonas"
"Acidiphilium"	"G"	522	153	2	3	56	153	NA	79	51	NA	51	43	47	NA	0.04345	0.01378	0.01706	0.02315	0.04345	NA	0.0348	0.02	NA	0.02081	0.01295	0.02055	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Parasaccharibacter"	"G"	1602345	11	1	NA	2	11	NA	1	2	NA	1	4	NA	NA	0.006888	0.006888	NA	0.000827	0.003124	NA	0.0004405	0.0007844	NA	0.000408	0.001205	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Parasaccharibacter apium"	"S"	1510841	11	1	NA	2	11	NA	1	2	NA	1	4	NA	NA	0.006888	0.006888	NA	0.000827	0.003124	NA	0.0004405	0.0007844	NA	0.000408	0.001205	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Parasaccharibacter"
"Acetobacter"	"G"	434	193	1	NA	46	193	NA	28	22	1	11	61	11	NA	0.05481	0.006888	NA	0.01902	0.05481	NA	0.01234	0.008629	0.0002485	0.004488	0.01838	0.004809	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Acetobacter ghanensis"	"S"	431306	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	0.006888	0.006888	NA	NA	NA	NA	0.0004405	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Rhodospirillaceae"	"F"	41295	1517	7	5	401	1517	3	128	187	15	98	477	98	2	0.4308	0.04822	0.02844	0.1658	0.4308	0.148	0.05639	0.07335	0.003727	0.03999	0.1437	0.04285	0.3992	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospira"	"G"	1182780	116	2	NA	31	116	NA	10	10	NA	4	35	6	NA	0.03294	0.01378	NA	0.01282	0.03294	NA	0.004405	0.003922	NA	0.001632	0.01054	0.002623	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Magnetospira sp. QH-2"	"S"	1288970	116	2	NA	31	116	NA	10	10	NA	4	35	6	NA	0.03294	0.01378	NA	0.01282	0.03294	NA	0.004405	0.003922	NA	0.001632	0.01054	0.002623	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospira"
"Haematospirillum"	"G"	1804663	109	1	NA	38	109	NA	7	8	2	6	38	5	NA	0.03096	0.006888	NA	0.01571	0.03096	NA	0.003084	0.003138	0.000497	0.002448	0.01145	0.002186	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Haematospirillum jordaniae"	"S"	1549855	109	1	NA	38	109	NA	7	8	2	6	38	5	NA	0.03096	0.006888	NA	0.01571	0.03096	NA	0.003084	0.003138	0.000497	0.002448	0.01145	0.002186	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Haematospirillum"
"Candidatus Endolissoclinum"	"G"	1263978	48	1	NA	15	48	NA	3	4	NA	5	11	9	NA	0.01363	0.006888	NA	0.006202	0.01363	NA	0.001322	0.001569	NA	0.00204	0.003314	0.003935	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
