"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Chelatococcus"	"G"	28209	51	17	4	NA	NA	21	14	51	1	NA	22	14	NA	0.01511	0.005588	0.008469	NA	NA	0.002472	0.001721	0.007266	5.667e-05	NA	0.01511	0.001536	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae"
"Chelatococcus daeguensis"	"S"	444444	35	16	NA	NA	NA	12	8	35	NA	NA	14	10	NA	0.009616	0.005259	NA	NA	NA	0.001413	0.0009835	0.004986	NA	NA	0.009616	0.001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"Chelatococcus sp. CO-6"	"S"	1702325	16	1	1	NA	NA	8	5	16	NA	NA	7	3	NA	0.004808	0.0003287	0.002117	NA	NA	0.0009417	0.0006147	0.002279	NA	NA	0.004808	0.0003292	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Chelatococcaceae>Chelatococcus"
"Aurantimonadaceae"	"F"	255475	52	16	NA	1	NA	26	25	52	10	NA	9	21	3	0.13	0.005259	NA	0.13	NA	0.00306	0.003074	0.007408	0.0005667	NA	0.006182	0.002304	0.006552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Martelella"	"G"	293088	26	12	NA	1	NA	21	10	26	10	NA	6	13	1	0.13	0.003944	NA	0.13	NA	0.002472	0.001229	0.003704	0.0005667	NA	0.004121	0.001426	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Martelella mediterranea"	"S"	293089	22	12	NA	1	NA	14	8	22	10	NA	6	12	1	0.13	0.003944	NA	0.13	NA	0.001648	0.0009835	0.003134	0.0005667	NA	0.004121	0.001317	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Martelella"
"Aureimonas"	"G"	414371	26	4	NA	NA	NA	5	15	26	NA	NA	3	8	2	0.004368	0.001315	NA	NA	NA	0.0005885	0.001844	0.003704	NA	NA	0.002061	0.0008778	0.004368	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae"
"Aureimonas sp. AU20"	"S"	1349819	26	4	NA	NA	NA	5	15	26	NA	NA	3	8	2	0.004368	0.001315	NA	NA	NA	0.0005885	0.001844	0.003704	NA	NA	0.002061	0.0008778	0.004368	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Aurantimonadaceae>Aureimonas"
"Rhodospirillales"	"O"	204441	4531	776	115	4	5	1579	1508	4531	58	2	596	1110	151	0.6455	0.2551	0.2435	0.5202	0.394	0.1859	0.1854	0.6455	0.003287	0.2561	0.4094	0.1218	0.3298	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodospirillaceae"	"F"	41295	3620	465	73	2	3	900	1053	3620	43	2	468	821	136	0.5157	0.1528	0.1546	0.2601	0.2364	0.1059	0.1295	0.5157	0.002437	0.2561	0.3215	0.09009	0.297	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Haematospirillum"	"G"	1804663	743	121	19	1	NA	198	213	743	5	NA	75	93	2	0.13	0.03977	0.04023	0.13	NA	0.02331	0.02619	0.1059	0.0002834	NA	0.05152	0.0102	0.004368	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Haematospirillum jordaniae"	"S"	1549855	743	121	19	1	NA	198	213	743	5	NA	75	93	2	0.13	0.03977	0.04023	0.13	NA	0.02331	0.02619	0.1059	0.0002834	NA	0.05152	0.0102	0.004368	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Haematospirillum"
"Nitrospirillum"	"G"	1543705	143	72	12	NA	NA	75	56	143	NA	1	29	35	17	0.128	0.02367	0.02541	NA	NA	0.008828	0.006885	0.02037	NA	0.128	0.01992	0.00384	0.03713	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Nitrospirillum amazonense"	"S"	28077	143	72	12	NA	NA	75	56	143	NA	1	29	35	17	0.128	0.02367	0.02541	NA	NA	0.008828	0.006885	0.02037	NA	0.128	0.01992	0.00384	0.03713	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Nitrospirillum"
"Azospirillum"	"G"	191	305	57	10	NA	NA	95	115	305	12	NA	66	118	93	0.2031	0.01874	0.02117	NA	NA	0.01118	0.01414	0.04345	0.0006801	NA	0.04533	0.01295	0.2031	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Azospirillum lipoferum"	"S"	193	62	11	1	NA	NA	28	20	62	10	NA	13	17	3	0.008929	0.003616	0.002117	NA	NA	0.003296	0.002459	0.008833	0.0005667	NA	0.008929	0.001865	0.006552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"Azospirillum brasilense"	"S"	192	152	42	6	NA	NA	53	73	152	2	NA	33	74	90	0.1965	0.01381	0.0127	NA	NA	0.006239	0.008975	0.02165	0.0001133	NA	0.02267	0.00812	0.1965	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"Azospirillum thiophilum"	"S"	528244	50	3	1	NA	NA	7	16	50	NA	NA	13	20	NA	0.008929	0.0009861	0.002117	NA	NA	0.000824	0.001967	0.007123	NA	NA	0.008929	0.002195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"Azospirillum humicireducens"	"S"	1226968	4	1	1	NA	NA	1	3	4	NA	NA	2	1	NA	0.002117	0.0003287	0.002117	NA	NA	0.0001177	0.0003688	0.0005699	NA	NA	0.001374	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Azospirillum"
"Magnetospirillum"	"G"	13134	504	46	2	NA	NA	77	92	504	2	1	48	142	1	0.128	0.01512	0.004234	NA	NA	0.009064	0.01131	0.0718	0.0001133	0.128	0.03297	0.01558	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Magnetospirillum gryphiswaldense"	"S"	55518	222	18	NA	NA	NA	34	38	222	NA	NA	25	65	NA	0.03163	0.005917	NA	NA	NA	0.004002	0.004672	0.03163	NA	NA	0.01717	0.007132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospirillum"
"Magnetospirillum sp. ME-1"	"S"	1639348	183	28	NA	NA	NA	42	54	183	NA	NA	NA	75	NA	0.02607	0.009203	NA	NA	NA	0.004944	0.006639	0.02607	NA	NA	NA	0.00823	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospirillum"
"Magnetospira"	"G"	1182780	61	29	3	NA	NA	19	29	61	1	NA	17	26	4	0.01168	0.009532	0.006351	NA	NA	0.002236	0.003565	0.00869	5.667e-05	NA	0.01168	0.002853	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Magnetospira sp. QH-2"	"S"	1288970	61	29	3	NA	NA	19	29	61	1	NA	17	26	4	0.01168	0.009532	0.006351	NA	NA	0.002236	0.003565	0.00869	5.667e-05	NA	0.01168	0.002853	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Magnetospira"
"Pararhodospirillum"	"G"	1612157	51	28	4	NA	1	31	33	51	2	NA	10	25	NA	0.0788	0.009203	0.008469	NA	0.0788	0.003649	0.004057	0.007266	0.0001133	NA	0.006869	0.002743	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Pararhodospirillum photometricum"	"S"	1084	51	28	4	NA	1	31	33	51	2	NA	10	25	NA	0.0788	0.009203	0.008469	NA	0.0788	0.003649	0.004057	0.007266	0.0001133	NA	0.006869	0.002743	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Pararhodospirillum"
"Rhodospirillum"	"G"	1081	148	26	4	NA	NA	126	123	148	1	NA	11	16	5	0.02108	0.008546	0.008469	NA	NA	0.01483	0.01512	0.02108	5.667e-05	NA	0.007556	0.001756	0.01092	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Rhodospirillum rubrum"	"S"	1085	120	25	4	NA	NA	120	115	113	NA	NA	6	10	NA	0.0161	0.008217	0.008469	NA	NA	0.01413	0.01414	0.0161	NA	NA	0.004121	0.001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Rhodospirillum"
"Rhodospirillum centenum"	"S"	34018	35	1	NA	NA	NA	6	8	35	1	NA	5	6	5	0.01092	0.0003287	NA	NA	NA	0.0007063	0.0009835	0.004986	5.667e-05	NA	0.003434	0.0006584	0.01092	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Rhodospirillum"
"Tistrella"	"G"	171436	33	27	6	NA	NA	21	16	33	7	NA	5	14	4	0.0127	0.008875	0.0127	NA	NA	0.002472	0.001967	0.004701	0.0003967	NA	0.003434	0.001536	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Tistrella mobilis"	"S"	171437	33	27	6	NA	NA	21	16	33	7	NA	5	14	4	0.0127	0.008875	0.0127	NA	NA	0.002472	0.001967	0.004701	0.0003967	NA	0.003434	0.001536	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Tistrella"
"Niveispirillum"	"G"	1543704	1371	17	4	NA	2	161	311	1371	9	NA	160	293	NA	0.1953	0.005588	0.008469	NA	0.1576	0.01895	0.03823	0.1953	0.00051	NA	0.1099	0.03215	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Niveispirillum cyanobacteriorum"	"S"	1612173	1371	17	4	NA	2	161	311	1371	9	NA	160	293	NA	0.1953	0.005588	0.008469	NA	0.1576	0.01895	0.03823	0.1953	0.00051	NA	0.1099	0.03215	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Niveispirillum"
"Candidatus Endolissoclinum"	"G"	1263978	42	12	NA	NA	NA	17	10	42	1	NA	8	10	NA	0.005984	0.003944	NA	NA	NA	0.002001	0.001229	0.005984	5.667e-05	NA	0.005495	0.001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Candidatus Endolissoclinum faulkneri"	"S"	1263979	42	12	NA	NA	NA	17	10	42	1	NA	8	10	NA	0.005984	0.003944	NA	NA	NA	0.002001	0.001229	0.005984	5.667e-05	NA	0.005495	0.001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Candidatus&nbsp;Endolissoclinum"
"Thalassospira"	"G"	168934	43	4	4	NA	NA	21	8	43	NA	NA	10	12	1	0.008469	0.001315	0.008469	NA	NA	0.002472	0.0009835	0.006126	NA	NA	0.006869	0.001317	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Thalassospira xiamenensis"	"S"	220697	15	3	NA	NA	NA	4	2	15	NA	NA	3	4	NA	0.002137	0.0009861	NA	NA	NA	0.0004708	0.0002459	0.002137	NA	NA	0.002061	0.0004389	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Thalassospira"
"Indioceanicola"	"G"	2478349	18	1	NA	NA	NA	4	4	18	1	NA	1	8	NA	0.002564	0.0003287	NA	NA	NA	0.0004708	0.0004918	0.002564	5.667e-05	NA	0.0006869	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae"
"Indioceanicola profundi"	"S"	2220096	18	1	NA	NA	NA	4	4	18	1	NA	1	8	NA	0.002564	0.0003287	NA	NA	NA	0.0004708	0.0004918	0.002564	5.667e-05	NA	0.0006869	0.0008778	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodospirillaceae>Indioceanicola"
"Acetobacteraceae"	"F"	433	889	302	41	2	2	664	446	889	14	NA	126	279	14	0.2601	0.09927	0.0868	0.2601	0.1576	0.07816	0.05483	0.1267	0.0007934	NA	0.08655	0.03061	0.03057	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Roseomonas"	"G"	125216	263	74	10	1	NA	210	95	263	2	NA	13	36	1	0.13	0.02432	0.02117	0.13	NA	0.02472	0.01168	0.03747	0.0001133	NA	0.008929	0.00395	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Roseomonas sp. FDAARGOS_362"	"S"	2018065	225	73	10	1	NA	185	74	225	NA	NA	13	27	NA	0.13	0.02399	0.02117	0.13	NA	0.02178	0.009098	0.03205	NA	NA	0.008929	0.002963	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Roseomonas"
"Roseomonas gilardii"	"S"	257708	37	1	NA	NA	NA	24	21	37	NA	NA	NA	9	NA	0.005271	0.0003287	NA	NA	NA	0.002825	0.002582	0.005271	NA	NA	NA	0.0009876	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Roseomonas"
"Acidiphilium"	"G"	522	112	57	5	NA	1	83	81	112	NA	NA	22	41	4	0.0788	0.01874	0.01059	NA	0.0788	0.00977	0.009958	0.01596	NA	NA	0.01511	0.004499	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Acidisphaera"	"G"	50714	126	37	6	NA	NA	84	46	126	NA	NA	8	19	NA	0.01795	0.01216	0.0127	NA	NA	0.009888	0.005655	0.01795	NA	NA	0.005495	0.002085	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Acidisphaera sp. G45-3"	"S"	1969806	126	37	6	NA	NA	84	46	126	NA	NA	8	19	NA	0.01795	0.01216	0.0127	NA	NA	0.009888	0.005655	0.01795	NA	NA	0.005495	0.002085	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acidisphaera"
"Gluconobacter"	"G"	441	84	35	5	1	NA	84	66	78	4	NA	18	46	4	0.13	0.0115	0.01059	0.13	NA	0.009888	0.008114	0.01111	0.0002267	NA	0.01236	0.005047	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Gluconobacter albidus"	"S"	318683	75	32	5	1	NA	75	59	72	4	NA	15	41	4	0.13	0.01052	0.01059	0.13	NA	0.008828	0.007254	0.01026	0.0002267	NA	0.0103	0.004499	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Gluconobacter"
"Gluconobacter oxydans"	"S"	442	3	1	NA	NA	NA	1	3	2	NA	NA	3	1	NA	0.002061	0.0003287	NA	NA	NA	0.0001177	0.0003688	0.0002849	NA	NA	0.002061	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Gluconobacter"
"Commensalibacter"	"G"	1079922	80	33	4	NA	NA	48	49	80	1	NA	21	31	NA	0.01442	0.01085	0.008469	NA	NA	0.00565	0.006024	0.0114	5.667e-05	NA	0.01442	0.003402	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Commensalibacter sp. AMU001"	"S"	2478912	80	33	4	NA	NA	48	49	80	1	NA	21	31	NA	0.01442	0.01085	0.008469	NA	NA	0.00565	0.006024	0.0114	5.667e-05	NA	0.01442	0.003402	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Commensalibacter"
"Acetobacter"	"G"	434	123	37	7	NA	NA	88	61	123	3	NA	37	64	1	0.02541	0.01216	0.01482	NA	NA	0.01036	0.007499	0.01752	0.00017	NA	0.02541	0.007023	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Acetobacter pomorum"	"S"	65959	82	21	1	NA	NA	52	43	82	NA	NA	33	45	NA	0.02267	0.006903	0.002117	NA	NA	0.006121	0.005286	0.01168	NA	NA	0.02267	0.004938	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Acetobacter persici"	"S"	1076596	3	3	1	NA	NA	2	1	3	1	NA	NA	2	NA	0.002117	0.0009861	0.002117	NA	NA	0.0002354	0.0001229	0.0004274	5.667e-05	NA	NA	0.0002195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Acetobacter ascendens"	"S"	481146	8	8	1	NA	NA	1	1	7	NA	NA	1	NA	NA	0.00263	0.00263	0.002117	NA	NA	0.0001177	0.0001229	0.0009973	NA	NA	0.0006869	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Acetobacter pasteurianus"	"S"	438	19	4	1	NA	NA	13	10	19	NA	NA	1	15	NA	0.002707	0.001315	0.002117	NA	NA	0.00153	0.001229	0.002707	NA	NA	0.0006869	0.001646	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Acetobacter"
"Komagataeibacter"	"G"	1434011	76	16	1	NA	1	49	25	76	1	NA	5	28	NA	0.0788	0.005259	0.002117	NA	0.0788	0.005768	0.003074	0.01083	5.667e-05	NA	0.003434	0.003072	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Komagataeibacter medellinensis"	"S"	1177712	54	14	1	NA	NA	36	15	54	NA	NA	NA	1	NA	0.007693	0.004602	0.002117	NA	NA	0.004238	0.001844	0.007693	NA	NA	NA	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Komagataeibacter"
"Komagataeibacter saccharivorans"	"S"	265959	9	1	NA	NA	NA	5	1	1	NA	NA	1	9	NA	0.0009876	0.0003287	NA	NA	NA	0.0005885	0.0001229	0.0001425	NA	NA	0.0006869	0.0009876	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Komagataeibacter"
"Komagataeibacter hansenii"	"S"	436	21	1	NA	NA	NA	6	9	21	NA	NA	NA	17	NA	0.002992	0.0003287	NA	NA	NA	0.0007063	0.001106	0.002992	NA	NA	NA	0.001865	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Komagataeibacter"
"Granulibacter"	"G"	364409	20	6	NA	NA	NA	7	6	20	NA	NA	1	3	NA	0.002849	0.001972	NA	NA	NA	0.000824	0.0007377	0.002849	NA	NA	0.0006869	0.0003292	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Granulibacter bethesdensis"	"S"	364410	20	6	NA	NA	NA	7	6	20	NA	NA	1	3	NA	0.002849	0.001972	NA	NA	NA	0.000824	0.0007377	0.002849	NA	NA	0.0006869	0.0003292	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Granulibacter"
"Parasaccharibacter"	"G"	1602345	5	3	NA	NA	NA	1	5	3	NA	NA	1	1	NA	0.0009861	0.0009861	NA	NA	NA	0.0001177	0.0006147	0.0004274	NA	NA	0.0006869	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Parasaccharibacter apium"	"S"	1510841	5	3	NA	NA	NA	1	5	3	NA	NA	1	1	NA	0.0009861	0.0009861	NA	NA	NA	0.0001177	0.0006147	0.0004274	NA	NA	0.0006869	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Parasaccharibacter"
"Neoasaia"	"G"	320496	4	3	NA	NA	NA	4	3	3	NA	NA	NA	1	NA	0.0009861	0.0009861	NA	NA	NA	0.0004708	0.0003688	0.0004274	NA	NA	NA	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae"
"Neoasaia chiangmaiensis"	"S"	320497	4	3	NA	NA	NA	4	3	3	NA	NA	NA	1	NA	0.0009861	0.0009861	NA	NA	NA	0.0004708	0.0003688	0.0004274	NA	NA	NA	0.0001097	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Acetobacteraceae>Neoasaia"
"Caulobacterales"	"O"	204458	1666	478	70	1	3	1000	593	1666	15	1	368	492	4	0.2528	0.1571	0.1482	0.13	0.2364	0.1177	0.0729	0.2373	0.0008501	0.128	0.2528	0.05399	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	76892	1666	478	70	1	3	1000	593	1666	15	1	368	492	4	0.2528	0.1571	0.1482	0.13	0.2364	0.1177	0.0729	0.2373	0.0008501	0.128	0.2528	0.05399	0.008735	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Brevundimonas"	"G"	41275	431	203	16	NA	NA	431	247	363	3	NA	159	167	3	0.1092	0.06673	0.03387	NA	NA	0.05073	0.03037	0.05171	0.00017	NA	0.1092	0.01832	0.006552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Brevundimonas diminuta"	"S"	293	201	87	12	NA	NA	201	118	120	NA	NA	65	45	1	0.04465	0.0286	0.02541	NA	NA	0.02366	0.01451	0.0171	NA	NA	0.04465	0.004938	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Brevundimonas subvibrioides"	"S"	74313	17	11	4	NA	NA	17	9	17	NA	NA	6	8	1	0.008469	0.003616	0.008469	NA	NA	0.002001	0.001106	0.002422	NA	NA	0.004121	0.0008778	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Brevundimonas sp. GW460-12-10-14-LB2"	"S"	1827469	99	59	NA	NA	NA	49	17	99	NA	NA	34	41	NA	0.02335	0.01939	NA	NA	NA	0.005768	0.00209	0.0141	NA	NA	0.02335	0.004499	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Brevundimonas sp. DS20"	"S"	1532555	151	39	NA	NA	NA	151	90	96	NA	NA	41	58	1	0.02816	0.01282	NA	NA	NA	0.01777	0.01106	0.01368	NA	NA	0.02816	0.006364	0.002184	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Brevundimonas naejangsanensis"	"S"	588932	28	6	NA	NA	NA	10	11	28	1	NA	12	11	NA	0.008242	0.001972	NA	NA	NA	0.001177	0.001352	0.003989	5.667e-05	NA	0.008242	0.001207	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Brevundimonas"
"Caulobacter"	"G"	75	884	132	27	1	2	304	168	884	2	NA	132	167	NA	0.1576	0.04339	0.05716	0.13	0.1576	0.03578	0.02065	0.1259	0.0001133	NA	0.09067	0.01832	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacter mirabilis"	"S"	69666	261	57	13	NA	1	128	66	261	NA	NA	47	61	NA	0.0788	0.01874	0.02752	NA	0.0788	0.01507	0.008114	0.03718	NA	NA	0.03228	0.006693	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
"Caulobacter flavus"	"S"	1679497	93	28	3	NA	NA	35	18	93	NA	NA	18	17	NA	0.01325	0.009203	0.006351	NA	NA	0.00412	0.002213	0.01325	NA	NA	0.01236	0.001865	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
"Caulobacter henricii"	"S"	69395	32	7	1	1	NA	14	13	32	NA	NA	12	6	NA	0.13	0.002301	0.002117	0.13	NA	0.001648	0.001598	0.004559	NA	NA	0.008242	0.0006584	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae>Caulobacter"
