"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Candidatus Ruthia"	"G"	1541743	11	1	NA	NA	NA	1	1	3	11	NA	NA	3	1	0.002011	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0003714	0.0006229	NA	NA	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>sulfur&#x2011;oxidizing&nbsp;symbionts"
"Candidatus Ruthia magnifica"	"S"	386487	11	1	NA	NA	NA	1	1	3	11	NA	NA	3	1	0.002011	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0003714	0.0006229	NA	NA	0.0003146	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>sulfur&#x2011;oxidizing&nbsp;symbionts>Candidatus&nbsp;Ruthia"
"Pseudohongiella"	"G"	1524249	100	24	3	NA	NA	57	50	100	85	NA	10	98	2	0.01238	0.006836	0.005623	NA	NA	0.00583	0.005153	0.01238	0.004814	NA	0.006467	0.01028	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Pseudohongiella spirulinae"	"S"	1249552	100	24	3	NA	NA	57	50	100	85	NA	10	98	2	0.01238	0.006836	0.005623	NA	NA	0.00583	0.005153	0.01238	0.004814	NA	0.006467	0.01028	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Pseudohongiella"
"Candidatus Baumannia"	"-"	198346	1639	22	2	NA	NA	140	118	74	1639	2	3	86	5	0.2398	0.006266	0.003749	NA	NA	0.01432	0.01216	0.00916	0.09282	0.2398	0.00194	0.009018	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Candidatus Baumannia cicadellinicola"	"S"	186490	1639	22	2	NA	NA	140	118	74	1639	2	3	86	5	0.2398	0.006266	0.003749	NA	NA	0.01432	0.01216	0.00916	0.09282	0.2398	0.00194	0.009018	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Candidatus&nbsp;Baumannia"
"unclassified Gammaproteobacteria (miscellaneous)"	"-"	33811	88	10	NA	1	NA	27	16	78	20	NA	7	88	4	0.1143	0.002848	NA	0.1143	NA	0.002762	0.001649	0.009656	0.001133	NA	0.004527	0.009228	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"gamma proteobacterium HdN1"	"S"	83406	76	8	NA	1	NA	21	13	64	13	NA	5	76	3	0.1143	0.002279	NA	0.1143	NA	0.002148	0.00134	0.007922	0.0007362	NA	0.003234	0.00797	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"endosymbiont of unidentified scaly snail isolate Monju"	"S"	1248727	14	2	NA	NA	NA	6	3	14	7	NA	2	12	1	0.002011	0.0005696	NA	NA	NA	0.0006137	0.0003092	0.001733	0.0003964	NA	0.001293	0.001258	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria&nbsp;(miscellaneous)"
"Sedimenticola"	"G"	349742	50	9	NA	NA	NA	30	24	50	18	NA	2	19	8	0.01609	0.002563	NA	NA	NA	0.003069	0.002474	0.006189	0.001019	NA	0.001293	0.001992	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Sedimenticola thiotaurini"	"S"	1543721	50	9	NA	NA	NA	30	24	50	18	NA	2	19	8	0.01609	0.002563	NA	NA	NA	0.003069	0.002474	0.006189	0.001019	NA	0.001293	0.001992	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Sedimenticola"
"Thiolapillus"	"G"	1608298	35	6	NA	NA	NA	22	17	35	9	NA	4	28	9	0.0181	0.001709	NA	NA	NA	0.00225	0.001752	0.004333	0.0005097	NA	0.002587	0.002936	0.0181	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Thiolapillus brandeum"	"S"	1076588	35	6	NA	NA	NA	22	17	35	9	NA	4	28	9	0.0181	0.001709	NA	NA	NA	0.00225	0.001752	0.004333	0.0005097	NA	0.002587	0.002936	0.0181	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Thiolapillus"
"Thiohalobacter"	"G"	1273155	35	1	1	NA	NA	13	27	31	2	NA	4	35	3	0.006033	0.0002848	0.001874	NA	NA	0.00133	0.002783	0.003837	0.0001133	NA	0.002587	0.00367	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria"
"Thiohalobacter thiocyanaticus"	"S"	585455	35	1	1	NA	NA	13	27	31	2	NA	4	35	3	0.006033	0.0002848	0.001874	NA	NA	0.00133	0.002783	0.003837	0.0001133	NA	0.002587	0.00367	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>unclassified&nbsp;Gammaproteobacteria>Thiohalobacter"
"Vibrionales"	"O"	135623	34103	537	107	1	7	2727	2231	1811	34103	5	274	2202	151	1.931	0.1529	0.2006	0.1143	0.5102	0.2789	0.2299	0.2242	1.931	0.5995	0.1772	0.2309	0.3037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	641	34103	537	107	1	7	2727	2231	1811	34103	5	274	2202	151	1.931	0.1529	0.2006	0.1143	0.5102	0.2789	0.2299	0.2242	1.931	0.5995	0.1772	0.2309	0.3037	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	662	26439	427	85	1	6	2420	1964	1516	26439	5	219	1685	116	1.497	0.1216	0.1593	0.1143	0.4373	0.2475	0.2024	0.1877	1.497	0.5995	0.1416	0.1767	0.2333	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Vibrio harveyi group"	"S"	717610	8742	219	50	1	4	1548	1220	751	8742	2	114	835	69	0.4951	0.06237	0.09372	0.1143	0.2915	0.1583	0.1257	0.09297	0.4951	0.2398	0.07373	0.08756	0.1388	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio owensii"	"S"	696485	4369	141	37	NA	3	1231	951	444	4369	1	86	590	54	0.2474	0.04016	0.06935	NA	0.2187	0.1259	0.09801	0.05496	0.2474	0.1199	0.05562	0.06187	0.1086	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio parahaemolyticus"	"S"	670	2435	37	8	NA	NA	150	100	139	2435	NA	18	136	9	0.1379	0.01054	0.01499	NA	NA	0.01534	0.01031	0.01721	0.1379	NA	0.01164	0.01426	0.0181	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio natriegens"	"S"	691	643	21	4	NA	NA	70	80	59	643	NA	1	38	2	0.03641	0.005981	0.007497	NA	NA	0.00716	0.008245	0.007304	0.03641	NA	0.0006467	0.003985	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio campbellii"	"S"	680	376	13	NA	1	1	75	69	85	376	1	3	46	3	0.1199	0.003703	NA	0.1143	0.07289	0.007671	0.007111	0.01052	0.02129	0.1199	0.00194	0.004824	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio alginolyticus"	"S"	663	496	4	1	NA	NA	11	16	12	496	NA	2	12	NA	0.02809	0.001139	0.001874	NA	NA	0.001125	0.001649	0.001485	0.02809	NA	0.001293	0.001258	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio harveyi"	"S"	669	104	2	NA	NA	NA	3	1	2	104	NA	1	3	NA	0.00589	0.0005696	NA	NA	NA	0.0003069	0.0001031	0.0002476	0.00589	NA	0.0006467	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio>Vibrio&nbsp;harveyi&nbsp;group"
"Vibrio cholerae"	"S"	666	3094	104	15	NA	NA	324	277	253	3094	1	49	337	17	0.1752	0.02962	0.02811	NA	NA	0.03314	0.02855	0.03132	0.1752	0.1199	0.03169	0.03534	0.03419	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio coralliilyticus"	"S"	190893	10333	41	4	NA	2	181	155	289	10333	1	26	263	12	0.5852	0.01168	0.007497	NA	0.1458	0.01851	0.01597	0.03577	0.5852	0.1199	0.01682	0.02758	0.02413	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio vulnificus"	"S"	672	1627	24	1	NA	NA	143	117	86	1627	NA	11	115	7	0.09214	0.006836	0.001874	NA	NA	0.01463	0.01206	0.01065	0.09214	NA	0.007114	0.01206	0.01408	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio nigripulchritudo"	"S"	28173	1402	23	10	NA	NA	153	139	60	1402	NA	7	41	4	0.0794	0.006551	0.01874	NA	NA	0.01565	0.01433	0.007427	0.0794	NA	0.004527	0.004299	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio scophthalmi"	"S"	45658	667	9	2	NA	NA	22	19	32	667	1	7	44	4	0.1199	0.002563	0.003749	NA	NA	0.00225	0.001958	0.003961	0.03777	0.1199	0.004527	0.004614	0.008044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio anguillarum"	"S"	55601	94	4	1	NA	NA	37	25	26	94	NA	3	27	1	0.005323	0.001139	0.001874	NA	NA	0.003784	0.002577	0.003219	0.005323	NA	0.00194	0.002831	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio fluvialis"	"S"	676	2	1	NA	NA	NA	NA	NA	1	2	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	0.0001238	0.0001133	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio gazogenes"	"S"	687	9	1	NA	NA	NA	NA	NA	1	9	NA	NA	5	NA	0.0005243	0.0002848	NA	NA	NA	NA	NA	0.0001238	0.0005097	NA	NA	0.0005243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Vibrio tapetis"	"S"	52443	29	1	NA	NA	NA	5	5	5	29	NA	NA	8	NA	0.001642	0.0002848	NA	NA	NA	0.0005114	0.0005153	0.0006189	0.001642	NA	NA	0.0008389	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Vibrio"
"Photobacterium"	"G"	657	6274	82	19	NA	NA	200	174	255	6274	NA	46	436	29	0.3553	0.02335	0.03561	NA	NA	0.02046	0.01793	0.03157	0.3553	NA	0.02975	0.04572	0.05832	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Photobacterium damselae"	"S"	38293	3737	65	10	NA	NA	145	124	168	3737	NA	40	366	23	0.2116	0.01851	0.01874	NA	NA	0.01483	0.01278	0.0208	0.2116	NA	0.02587	0.03838	0.04625	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium gaetbulicola"	"S"	1295392	722	11	6	NA	NA	21	27	50	722	NA	5	50	5	0.04089	0.003133	0.01125	NA	NA	0.002148	0.002783	0.006189	0.04089	NA	0.003234	0.005243	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Photobacterium profundum"	"S"	74109	1812	6	3	NA	NA	34	23	37	1812	NA	1	20	1	0.1026	0.001709	0.005623	NA	NA	0.003478	0.00237	0.00458	0.1026	NA	0.0006467	0.002097	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Photobacterium"
"Aliivibrio"	"G"	511678	268	20	3	NA	1	97	83	20	268	NA	4	61	5	0.07289	0.005696	0.005623	NA	0.07289	0.009921	0.008554	0.002476	0.01518	NA	0.002587	0.006397	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Aliivibrio salmonicida"	"S"	40269	75	12	1	NA	NA	16	15	13	75	NA	3	52	3	0.006033	0.003418	0.001874	NA	NA	0.001637	0.001546	0.001609	0.004247	NA	0.00194	0.005453	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Aliivibrio fischeri"	"S"	668	121	7	2	NA	NA	75	55	3	121	NA	1	3	NA	0.007671	0.001994	0.003749	NA	NA	0.007671	0.005669	0.0003714	0.006852	NA	0.0006467	0.0003146	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Aliivibrio wodanis"	"S"	80852	72	1	NA	NA	1	5	13	4	72	NA	NA	6	2	0.07289	0.0002848	NA	NA	0.07289	0.0005114	0.00134	0.0004952	0.004077	NA	NA	0.0006292	0.004022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Aliivibrio"
"Grimontia"	"G"	246861	123	5	NA	NA	NA	6	5	6	123	NA	3	6	1	0.006966	0.001424	NA	NA	NA	0.0006137	0.0005153	0.0007427	0.006966	NA	0.00194	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Grimontia hollisae"	"S"	673	123	5	NA	NA	NA	6	5	6	123	NA	3	6	1	0.006966	0.001424	NA	NA	NA	0.0006137	0.0005153	0.0007427	0.006966	NA	0.00194	0.0006292	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae>Grimontia"
"Thiotrichales"	"O"	72273	1404	437	74	1	4	1399	1051	1357	1404	NA	127	1109	103	0.2915	0.1245	0.1387	0.1143	0.2915	0.1431	0.1083	0.168	0.07951	NA	0.08214	0.1163	0.2071	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Piscirickettsiaceae"	"F"	135616	1087	357	52	NA	3	1087	808	1003	483	NA	80	781	76	0.2187	0.1017	0.09746	NA	0.2187	0.1112	0.08328	0.1242	0.02735	NA	0.05174	0.0819	0.1528	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiomicrospira"	"G"	933	617	294	36	NA	2	617	463	321	33	NA	20	157	20	0.1458	0.08374	0.06748	NA	0.1458	0.06311	0.04772	0.03974	0.001869	NA	0.01293	0.01646	0.04022	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Thiomicrospira aerophila"	"S"	92245	256	136	16	NA	NA	256	192	147	14	NA	5	58	11	0.03873	0.03873	0.02999	NA	NA	0.02618	0.01979	0.0182	0.0007928	NA	0.003234	0.006082	0.02212	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Thiomicrospira"
"Methylophaga"	"G"	40222	302	28	10	NA	NA	293	212	274	93	NA	34	302	25	0.05028	0.007975	0.01874	NA	NA	0.02997	0.02185	0.03392	0.005267	NA	0.02199	0.03167	0.05028	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Methylophaga nitratireducenticrescens"	"S"	754476	232	14	7	NA	NA	232	167	189	1	NA	27	231	10	0.02422	0.003987	0.01312	NA	NA	0.02373	0.01721	0.0234	5.663e-05	NA	0.01746	0.02422	0.02011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Methylophaga"
"Methylophaga frappieri"	"S"	754477	84	13	2	NA	NA	50	32	62	84	NA	5	43	8	0.01609	0.003703	0.003749	NA	NA	0.005114	0.003298	0.007675	0.004757	NA	0.003234	0.004509	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Methylophaga"
"Piscirickettsia"	"G"	1237	283	10	1	NA	NA	48	39	31	283	NA	6	40	5	0.01603	0.002848	0.001874	NA	NA	0.00491	0.004019	0.003837	0.01603	NA	0.00388	0.004195	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Piscirickettsia salmonis"	"S"	1238	283	10	1	NA	NA	48	39	31	283	NA	6	40	5	0.01603	0.002848	0.001874	NA	NA	0.00491	0.004019	0.003837	0.01603	NA	0.00388	0.004195	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Piscirickettsia"
"Cycloclasticus"	"G"	34067	186	8	2	NA	1	71	48	186	53	NA	10	143	17	0.07289	0.002279	0.003749	NA	0.07289	0.007262	0.004947	0.02302	0.003001	NA	0.006467	0.015	0.03419	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Cycloclasticus sp. P1"	"S"	385025	56	2	2	NA	NA	25	21	55	35	NA	5	56	8	0.01609	0.0005696	0.003749	NA	NA	0.002557	0.002164	0.006808	0.001982	NA	0.003234	0.005872	0.01609	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Cycloclasticus"
"Hydrogenovibrio"	"G"	28884	20	1	1	NA	NA	5	2	6	20	NA	NA	4	NA	0.001874	0.0002848	0.001874	NA	NA	0.0005114	0.0002061	0.0007427	0.001133	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae"
"Hydrogenovibrio crunogenus"	"S"	39765	20	1	1	NA	NA	5	2	6	20	NA	NA	4	NA	0.001874	0.0002848	0.001874	NA	NA	0.0005114	0.0002061	0.0007427	0.001133	NA	NA	0.0004195	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Piscirickettsiaceae>Hydrogenovibrio"
"Thiotrichaceae"	"F"	135617	228	51	14	1	NA	227	160	228	217	NA	20	185	12	0.1143	0.01453	0.02624	0.1143	NA	0.02322	0.01649	0.02822	0.01229	NA	0.01293	0.0194	0.02413	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Beggiatoa"	"G"	1021	211	40	12	1	NA	161	126	185	211	NA	16	157	12	0.1143	0.01139	0.02249	0.1143	NA	0.01647	0.01299	0.0229	0.01195	NA	0.01035	0.01646	0.02413	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Beggiatoa leptomitoformis"	"S"	288004	211	40	12	1	NA	161	126	185	211	NA	16	157	12	0.1143	0.01139	0.02249	0.1143	NA	0.01647	0.01299	0.0229	0.01195	NA	0.01035	0.01646	0.02413	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Beggiatoa"
"Thioploca"	"G"	40751	59	10	2	NA	NA	59	33	38	6	NA	3	24	NA	0.006035	0.002848	0.003749	NA	NA	0.006035	0.003401	0.004704	0.0003398	NA	0.00194	0.002517	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"Thioploca ingrica"	"S"	40754	59	10	2	NA	NA	59	33	38	6	NA	3	24	NA	0.006035	0.002848	0.003749	NA	NA	0.006035	0.003401	0.004704	0.0003398	NA	0.00194	0.002517	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae>Thioploca"
"Francisellaceae"	"F"	34064	647	20	7	NA	1	50	52	65	647	NA	17	72	7	0.07289	0.005696	0.01312	NA	0.07289	0.005114	0.005359	0.008046	0.03664	NA	0.01099	0.00755	0.01408	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Francisella"	"G"	262	81	18	3	NA	1	36	25	36	81	NA	11	44	5	0.07289	0.005127	0.005623	NA	0.07289	0.003682	0.002577	0.004456	0.004587	NA	0.007114	0.004614	0.01006	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae"
"Francisella philomiragia"	"S"	28110	14	4	2	NA	NA	7	5	7	14	NA	NA	9	1	0.003749	0.001139	0.003749	NA	NA	0.000716	0.0005153	0.0008665	0.0007928	NA	NA	0.0009438	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Francisella hispaniensis"	"S"	622488	35	3	NA	NA	NA	3	4	3	35	NA	2	11	1	0.002011	0.0008544	NA	NA	NA	0.0003069	0.0004123	0.0003714	0.001982	NA	0.001293	0.001153	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Francisella persica"	"S"	954	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Francisellaceae>Francisella"
"Legionellales"	"O"	118969	4228	404	94	1	1	3213	3405	4228	2702	3	278	2628	194	0.5234	0.1151	0.1762	0.1143	0.07289	0.3286	0.3509	0.5234	0.153	0.3597	0.1798	0.2756	0.3901	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	444	2249	279	67	1	1	1350	1348	1178	2249	3	107	761	53	0.3597	0.07946	0.1256	0.1143	0.07289	0.1381	0.1389	0.1458	0.1274	0.3597	0.0692	0.0798	0.1066	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	445	2249	271	67	1	1	1312	1321	1102	2249	2	99	711	53	0.2398	0.07719	0.1256	0.1143	0.07289	0.1342	0.1361	0.1364	0.1274	0.2398	0.06403	0.07456	0.1066	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Legionella sainthelensi"	"S"	28087	1078	118	45	NA	NA	793	657	290	1078	1	21	245	40	0.1199	0.03361	0.08434	NA	NA	0.08111	0.06771	0.0359	0.06105	0.1199	0.01358	0.02569	0.08044	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella oakridgensis"	"S"	29423	428	78	4	1	NA	277	428	340	3	NA	20	93	1	0.1143	0.02222	0.007497	0.1143	NA	0.02833	0.04411	0.04209	0.0001699	NA	0.01293	0.009752	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella pneumophila"	"S"	446	37	16	NA	NA	NA	14	23	37	6	NA	6	31	3	0.006033	0.004557	NA	NA	NA	0.001432	0.00237	0.00458	0.0003398	NA	0.00388	0.003251	0.006033	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella waltersii"	"S"	66969	553	14	7	NA	NA	41	30	100	553	NA	11	65	NA	0.03132	0.003987	0.01312	NA	NA	0.004194	0.003092	0.01238	0.03132	NA	0.007114	0.006816	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella spiritensis"	"S"	452	41	7	NA	NA	NA	7	13	41	1	1	3	17	1	0.1199	0.001994	NA	NA	NA	0.000716	0.00134	0.005075	5.663e-05	0.1199	0.00194	0.001783	0.002011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella lansingensis"	"S"	45067	34	5	1	NA	1	22	28	34	6	NA	6	33	NA	0.07289	0.001424	0.001874	NA	0.07289	0.00225	0.002886	0.004209	0.0003398	NA	0.00388	0.00346	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
"Legionella fallonii"	"S"	96230	50	5	1	NA	NA	13	22	46	1	NA	5	50	NA	0.005694	0.001424	0.001874	NA	NA	0.00133	0.002267	0.005694	5.663e-05	NA	0.003234	0.005243	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae>Legionella"
