"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Flavobacterium sp. MEBiC07310"	"S"	2201181	186	10	4	45	85	NA	99	137	1	186	66	154	1	0.1776	0.06262	0.02089	0.01695	0.02184	NA	0.04001	0.04925	0.000248	0.06946	0.01809	0.06205	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium arcticum"	"S"	1784713	154	8	5	39	53	NA	92	126	3	154	33	143	NA	0.05762	0.05009	0.02612	0.01469	0.01362	NA	0.03718	0.0453	0.0007441	0.05751	0.009047	0.05762	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium faecale"	"S"	1355330	121	7	3	47	51	NA	86	107	4	121	50	121	1	0.1776	0.04383	0.01567	0.0177	0.0131	NA	0.03475	0.03847	0.0009921	0.04519	0.01371	0.04876	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. HYN0086"	"S"	2249356	146	6	5	28	48	NA	95	146	1	144	53	144	1	0.1776	0.03757	0.02612	0.01054	0.01233	NA	0.03839	0.05249	0.000248	0.05378	0.01453	0.05802	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. HYN0049"	"S"	2172098	67	2	2	12	14	NA	30	40	NA	51	21	67	NA	0.027	0.01252	0.01045	0.004519	0.003597	NA	0.01212	0.01438	NA	0.01905	0.005757	0.027	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. HYN0059"	"S"	2175091	60	2	NA	20	31	NA	29	42	NA	60	21	45	NA	0.02241	0.01252	NA	0.007532	0.007965	NA	0.01172	0.0151	NA	0.02241	0.005757	0.01813	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. CJ74"	"S"	2294119	35	2	1	11	28	NA	32	27	NA	35	14	29	NA	0.01307	0.01252	0.005223	0.004143	0.007194	NA	0.01293	0.009707	NA	0.01307	0.003838	0.01169	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Olleya"	"G"	336276	2033	62	60	1078	1000	13	1684	1408	25	2033	809	1551	1	0.7592	0.3882	0.3134	0.406	0.2569	0.5476	0.6805	0.5062	0.006201	0.7592	0.2218	0.625	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Olleya sp. Bg11-27"	"S"	2058135	2033	62	60	1078	1000	13	1684	1408	25	2033	809	1551	1	0.7592	0.3882	0.3134	0.406	0.2569	0.5476	0.6805	0.5062	0.006201	0.7592	0.2218	0.625	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Olleya"
"Weeksella"	"G"	1013	243	5	NA	243	35	NA	29	29	NA	45	12	21	NA	0.09151	0.03131	NA	0.09151	0.008993	NA	0.01172	0.01043	NA	0.01681	0.00329	0.008462	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Weeksella virosa"	"S"	1014	243	5	NA	243	35	NA	29	29	NA	45	12	21	NA	0.09151	0.03131	NA	0.09151	0.008993	NA	0.01172	0.01043	NA	0.01681	0.00329	0.008462	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Weeksella"
"Weeksella virosa DSM 16922"	"-"	865938	243	5	NA	243	35	NA	29	29	NA	45	12	21	NA	0.09151	0.03131	NA	0.09151	0.008993	NA	0.01172	0.01043	NA	0.01681	0.00329	0.008462	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Weeksella>Weeksella&nbsp;virosa"
"Capnocytophaga"	"G"	1016	265	5	7	126	141	2	265	167	NA	220	83	181	NA	0.1071	0.03131	0.03656	0.04745	0.03623	0.08425	0.1071	0.06004	NA	0.08216	0.02276	0.07293	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga sp. oral taxon 323"	"S"	1705617	159	3	3	45	69	1	159	76	NA	86	16	71	NA	0.06425	0.01879	0.01567	0.01695	0.01773	0.04212	0.06425	0.02732	NA	0.03212	0.004387	0.02861	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Riemerella"	"G"	34084	77	5	2	60	47	NA	63	44	NA	77	26	67	NA	0.03131	0.03131	0.01045	0.0226	0.01208	NA	0.02546	0.01582	NA	0.02876	0.007128	0.027	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Riemerella anatipestifer"	"S"	34085	77	5	2	60	47	NA	63	44	NA	77	26	67	NA	0.03131	0.03131	0.01045	0.0226	0.01208	NA	0.02546	0.01582	NA	0.02876	0.007128	0.027	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Riemerella"
"Siansivirga"	"G"	1204360	171	3	6	71	75	1	137	110	1	171	84	118	1	0.1776	0.01879	0.03134	0.02674	0.01927	0.04212	0.05536	0.03955	0.000248	0.06386	0.02303	0.04755	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Siansivirga zeaxanthinifaciens"	"S"	762954	171	3	6	71	75	1	137	110	1	171	84	118	1	0.1776	0.01879	0.03134	0.02674	0.01927	0.04212	0.05536	0.03955	0.000248	0.06386	0.02303	0.04755	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Siansivirga"
"Siansivirga zeaxanthinifaciens CC-SAMT-1"	"-"	1454006	171	3	6	71	75	1	137	110	1	171	84	118	1	0.1776	0.01879	0.03134	0.02674	0.01927	0.04212	0.05536	0.03955	0.000248	0.06386	0.02303	0.04755	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Siansivirga>Siansivirga&nbsp;zeaxanthinifaciens"
"Chryseobacterium"	"G"	59732	75	3	1	52	43	NA	65	43	2	75	24	56	NA	0.02801	0.01879	0.005223	0.01958	0.01105	NA	0.02627	0.01546	0.000496	0.02801	0.00658	0.02256	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Chryseobacterium taklimakanense"	"S"	536441	10	1	NA	3	3	NA	7	10	NA	6	2	6	NA	0.006262	0.006262	NA	0.00113	0.0007708	NA	0.002829	0.003595	NA	0.002241	0.0005483	0.002418	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Chryseobacterium sp. StRB126"	"S"	878220	39	1	NA	13	12	NA	33	17	1	39	8	24	NA	0.01456	0.006262	NA	0.004896	0.003083	NA	0.01334	0.006112	0.000248	0.01456	0.002193	0.009671	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Myroides"	"G"	76831	97	3	NA	97	20	1	44	35	1	41	14	28	NA	0.04212	0.01879	NA	0.03653	0.005139	0.04212	0.01778	0.01258	0.000248	0.01531	0.003838	0.01128	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Myroides odoratus"	"S"	256	10	1	NA	4	9	NA	9	7	NA	10	3	8	NA	0.006262	0.006262	NA	0.001506	0.002313	NA	0.003637	0.002517	NA	0.003734	0.0008225	0.003224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides"
"Myroides odoratus DSM 2801"	"-"	929704	10	1	NA	4	9	NA	9	7	NA	10	3	8	NA	0.006262	0.006262	NA	0.001506	0.002313	NA	0.003637	0.002517	NA	0.003734	0.0008225	0.003224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Myroides>Myroides&nbsp;odoratus"
"Nonlabens"	"G"	363408	26	2	NA	11	14	NA	26	21	NA	20	8	9	NA	0.01252	0.01252	NA	0.004143	0.003597	NA	0.01051	0.00755	NA	0.007469	0.002193	0.003627	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Nonlabens spongiae"	"S"	331648	15	2	NA	6	9	NA	15	6	NA	5	4	5	NA	0.01252	0.01252	NA	0.00226	0.002313	NA	0.006062	0.002157	NA	0.001867	0.001097	0.002015	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Nonlabens"
"Dokdonia"	"G"	326319	23	2	1	9	23	NA	16	16	NA	22	11	16	NA	0.01252	0.01252	0.005223	0.003389	0.00591	NA	0.006466	0.005752	NA	0.008216	0.003016	0.006447	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Dokdonia sp. 4H-3-7-5"	"S"	983548	22	2	1	8	22	NA	16	16	NA	21	11	11	NA	0.01252	0.01252	0.005223	0.003013	0.005653	NA	0.006466	0.005752	NA	0.007842	0.003016	0.004432	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Dokdonia"
"Elizabethkingia"	"G"	308865	28	2	NA	23	23	1	28	18	NA	22	15	22	NA	0.04212	0.01252	NA	0.008662	0.00591	0.04212	0.01132	0.006471	NA	0.008216	0.004112	0.008865	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Kordia"	"G"	221065	25	2	NA	21	9	NA	17	10	NA	25	9	22	1	0.1776	0.01252	NA	0.007909	0.002313	NA	0.00687	0.003595	NA	0.009336	0.002467	0.008865	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Kordia sp. SMS9"	"S"	2282170	25	2	NA	21	9	NA	17	10	NA	25	9	22	1	0.1776	0.01252	NA	0.007909	0.002313	NA	0.00687	0.003595	NA	0.009336	0.002467	0.008865	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Kordia"
"Maribacter"	"G"	252356	16	1	NA	2	11	NA	6	9	NA	11	5	16	NA	0.006447	0.006262	NA	0.0007532	0.002826	NA	0.002425	0.003236	NA	0.004108	0.001371	0.006447	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Maribacter sp. 1_2014MBL_MicDiv"	"S"	1644130	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	2	NA	0.006262	0.006262	NA	NA	NA	NA	NA	NA	NA	0.0003734	NA	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Maribacter"
"Euzebyella"	"G"	1287916	5	1	NA	5	5	NA	4	3	NA	2	1	5	NA	0.006262	0.006262	NA	0.001883	0.001285	NA	0.001616	0.001079	NA	0.0007469	0.0002742	0.002015	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Euzebyella marina"	"S"	1761453	5	1	NA	5	5	NA	4	3	NA	2	1	5	NA	0.006262	0.006262	NA	0.001883	0.001285	NA	0.001616	0.001079	NA	0.0007469	0.0002742	0.002015	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Euzebyella"
"Flagellimonas"	"G"	444459	47	1	NA	13	18	NA	47	33	NA	37	15	33	NA	0.01899	0.006262	NA	0.004896	0.004625	NA	0.01899	0.01186	NA	0.01382	0.004112	0.0133	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flagellimonas sp. HME9304"	"S"	1383885	47	1	NA	13	18	NA	47	33	NA	37	15	33	NA	0.01899	0.006262	NA	0.004896	0.004625	NA	0.01899	0.01186	NA	0.01382	0.004112	0.0133	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flagellimonas"
"Ornithobacterium"	"G"	28250	18	1	NA	18	10	NA	12	5	NA	15	5	8	NA	0.006779	0.006262	NA	0.006779	0.002569	NA	0.004849	0.001798	NA	0.005602	0.001371	0.003224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Ornithobacterium rhinotracheale"	"S"	28251	18	1	NA	18	10	NA	12	5	NA	15	5	8	NA	0.006779	0.006262	NA	0.006779	0.002569	NA	0.004849	0.001798	NA	0.005602	0.001371	0.003224	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Ornithobacterium"
"Psychroflexus"	"G"	83612	10	1	3	7	2	NA	7	6	NA	5	5	10	NA	0.01567	0.006262	0.01567	0.002636	0.0005139	NA	0.002829	0.002157	NA	0.001867	0.001371	0.004029	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Psychroflexus torquis"	"S"	57029	10	1	3	7	2	NA	7	6	NA	5	5	10	NA	0.01567	0.006262	0.01567	0.002636	0.0005139	NA	0.002829	0.002157	NA	0.001867	0.001371	0.004029	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Psychroflexus"
"Psychroflexus torquis ATCC 700755"	"-"	313595	10	1	3	7	2	NA	7	6	NA	5	5	10	NA	0.01567	0.006262	0.01567	0.002636	0.0005139	NA	0.002829	0.002157	NA	0.001867	0.001371	0.004029	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Psychroflexus>Psychroflexus&nbsp;torquis"
"Tenacibaculum"	"G"	104267	75	1	1	15	34	NA	53	38	1	75	12	51	NA	0.02801	0.006262	0.005223	0.005649	0.008736	NA	0.02142	0.01366	0.000248	0.02801	0.00329	0.02055	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum jejuense"	"S"	584609	62	1	NA	6	25	NA	35	32	NA	62	11	40	NA	0.02315	0.006262	NA	0.00226	0.006424	NA	0.01414	0.0115	NA	0.02315	0.003016	0.01612	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Tenacibaculum"
"Cellulophaga"	"G"	104264	6	1	1	6	1	NA	3	1	NA	1	NA	3	NA	0.006262	0.006262	0.005223	0.00226	0.0002569	NA	0.001212	0.0003595	NA	0.0003734	NA	0.001209	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Cellulophaga lytica"	"S"	979	5	1	1	5	1	NA	1	1	NA	1	NA	2	NA	0.006262	0.006262	0.005223	0.001883	0.0002569	NA	0.0004041	0.0003595	NA	0.0003734	NA	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Cellulophaga"
"Crocinitomicaceae"	"F"	1853230	2975	28	26	1202	1462	24	2394	1941	6	2975	1394	2144	1	1.111	0.1753	0.1358	0.4527	0.3757	1.011	0.9674	0.6978	0.001488	1.111	0.3822	0.8639	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Fluviicola"	"G"	332102	2975	28	26	1202	1462	24	2394	1941	6	2975	1394	2144	1	1.111	0.1753	0.1358	0.4527	0.3757	1.011	0.9674	0.6978	0.001488	1.111	0.3822	0.8639	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Crocinitomicaceae"
"Fluviicola taffensis"	"S"	191579	2975	28	26	1202	1462	24	2394	1941	6	2975	1394	2144	1	1.111	0.1753	0.1358	0.4527	0.3757	1.011	0.9674	0.6978	0.001488	1.111	0.3822	0.8639	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Crocinitomicaceae>Fluviicola"
"Fluviicola taffensis DSM 16823"	"-"	755732	2975	28	26	1202	1462	24	2394	1941	6	2975	1394	2144	1	1.111	0.1753	0.1358	0.4527	0.3757	1.011	0.9674	0.6978	0.001488	1.111	0.3822	0.8639	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Crocinitomicaceae>Fluviicola>Fluviicola&nbsp;taffensis"
"Cryomorphaceae"	"F"	246874	1547	9	18	665	743	8	1332	1022	1	1547	810	1079	1	0.5777	0.05636	0.09401	0.2504	0.1909	0.337	0.5383	0.3674	0.000248	0.5777	0.2221	0.4348	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Owenweeksia"	"G"	267986	1547	9	18	665	743	8	1332	1022	1	1547	810	1079	1	0.5777	0.05636	0.09401	0.2504	0.1909	0.337	0.5383	0.3674	0.000248	0.5777	0.2221	0.4348	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Cryomorphaceae"
"Owenweeksia hongkongensis"	"S"	253245	1547	9	18	665	743	8	1332	1022	1	1547	810	1079	1	0.5777	0.05636	0.09401	0.2504	0.1909	0.337	0.5383	0.3674	0.000248	0.5777	0.2221	0.4348	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Cryomorphaceae>Owenweeksia"
"Owenweeksia hongkongensis DSM 17368"	"-"	926562	1547	9	18	665	743	8	1332	1022	1	1547	810	1079	1	0.5777	0.05636	0.09401	0.2504	0.1909	0.337	0.5383	0.3674	0.000248	0.5777	0.2221	0.4348	0.1776	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Cryomorphaceae>Owenweeksia>Owenweeksia&nbsp;hongkongensis"
"unclassified Flavobacteriales"	"-"	313602	259	6	6	133	162	4	209	189	NA	259	140	204	NA	0.1685	0.03757	0.03134	0.05009	0.04163	0.1685	0.08446	0.06795	NA	0.09672	0.03838	0.0822	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Candidatus Sulcia"	"G"	336809	85	3	3	56	59	1	78	64	NA	85	51	71	NA	0.04212	0.01879	0.01567	0.02109	0.01516	0.04212	0.03152	0.02301	NA	0.03174	0.01398	0.02861	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales"
"Candidatus Sulcia muelleri"	"S"	336810	85	3	3	56	59	1	78	64	NA	85	51	71	NA	0.04212	0.01879	0.01567	0.02109	0.01516	0.04212	0.03152	0.02301	NA	0.03174	0.01398	0.02861	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Sulcia"
"Candidatus Uzinura"	"-"	670955	125	2	3	49	52	2	83	89	NA	125	57	90	NA	0.08425	0.01252	0.01567	0.01845	0.01336	0.08425	0.03354	0.032	NA	0.04668	0.01563	0.03627	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales"
"Candidatus Uzinura diaspidicola"	"S"	670956	125	2	3	49	52	2	83	89	NA	125	57	90	NA	0.08425	0.01252	0.01567	0.01845	0.01336	0.08425	0.03354	0.032	NA	0.04668	0.01563	0.03627	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Uzinura"
"Candidatus Uzinura diaspidicola str. ASNER"	"-"	1133592	125	2	3	49	52	2	83	89	NA	125	57	90	NA	0.08425	0.01252	0.01567	0.01845	0.01336	0.08425	0.03354	0.032	NA	0.04668	0.01563	0.03627	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Uzinura>Candidatus&nbsp;Uzinura&nbsp;diaspidicola"
"Candidatus Walczuchella"	"G"	1940138	51	1	NA	28	51	1	47	35	NA	48	29	42	NA	0.04212	0.006262	NA	0.01054	0.0131	0.04212	0.01899	0.01258	NA	0.01793	0.007951	0.01692	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales"
"Candidatus Walczuchella monophlebidarum"	"S"	1415657	51	1	NA	28	51	1	47	35	NA	48	29	42	NA	0.04212	0.006262	NA	0.01054	0.0131	0.04212	0.01899	0.01258	NA	0.01793	0.007951	0.01692	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Walczuchella"
