"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_k21_classification_april_BC01.cladeReads"	"kraken2_16s_k21_classification_april_BC02.cladeReads"	"kraken2_16s_k21_classification_april_BC03.cladeReads"	"kraken2_16s_k21_classification_april_BC04.cladeReads"	"kraken2_16s_k21_classification_april_BC05.cladeReads"	"kraken2_16s_k21_classification_april_BC06.cladeReads"	"kraken2_16s_k21_classification_april_BC07.cladeReads"	"kraken2_16s_k21_classification_april_BC08.cladeReads"	"kraken2_16s_k21_classification_april_BC09.cladeReads"	"kraken2_16s_k21_classification_april_BC10.cladeReads"	"kraken2_16s_k21_classification_april_BC11.cladeReads"	"kraken2_16s_k21_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_16s_k21_classification_april_BC01.cladeReads.."	"kraken2_16s_k21_classification_april_BC02.cladeReads.."	"kraken2_16s_k21_classification_april_BC03.cladeReads.."	"kraken2_16s_k21_classification_april_BC04.cladeReads.."	"kraken2_16s_k21_classification_april_BC05.cladeReads.."	"kraken2_16s_k21_classification_april_BC06.cladeReads.."	"kraken2_16s_k21_classification_april_BC07.cladeReads.."	"kraken2_16s_k21_classification_april_BC08.cladeReads.."	"kraken2_16s_k21_classification_april_BC09.cladeReads.."	"kraken2_16s_k21_classification_april_BC10.cladeReads.."	"kraken2_16s_k21_classification_april_BC11.cladeReads.."	"kraken2_16s_k21_classification_april_BC12.cladeReads.."	"lineage"
"Bilophila"	"G"	3170	4	1	NA	NA	4	NA	3	2	NA	1	3	NA	NA	0.006949	0.006949	NA	NA	0.001148	NA	0.0013	0.0007944	NA	0.0004024	0.0009374	NA	NA	"Bacteria>Proteobacteria>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Magnetococcia"	"C"	26883	4	1	NA	4	4	NA	NA	NA	NA	1	3	1	NA	0.006949	0.006949	NA	0.001682	0.001148	NA	NA	NA	NA	0.0004024	0.0009374	0.0004392	NA	"Bacteria>Proteobacteria"
"Magnetococcales"	"O"	26884	4	1	NA	4	4	NA	NA	NA	NA	1	3	1	NA	0.006949	0.006949	NA	0.001682	0.001148	NA	NA	NA	NA	0.0004024	0.0009374	0.0004392	NA	"Bacteria>Proteobacteria>Magnetococcia"
"Magnetococcaceae"	"F"	26885	4	1	NA	4	4	NA	NA	NA	NA	1	3	1	NA	0.006949	0.006949	NA	0.001682	0.001148	NA	NA	NA	NA	0.0004024	0.0009374	0.0004392	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales"
"Magnetococcus"	"G"	26886	4	1	NA	4	4	NA	NA	NA	NA	1	3	1	NA	0.006949	0.006949	NA	0.001682	0.001148	NA	NA	NA	NA	0.0004024	0.0009374	0.0004392	NA	"Bacteria>Proteobacteria>Magnetococcia>Magnetococcales>Magnetococcaceae"
"Bacteroidetes"	"P"	905	98859	3371	2402	45224	40850	435	58371	68145	589	98859	34430	79605	89	39.78	23.43	14.38	19.01	11.73	20.04	25.29	27.07	0.149	39.78	10.76	34.97	16.79	"Bacteria"
"Bacteroidia"	"C"	912	98783	3354	2400	45144	40711	434	58214	68088	587	98783	34330	79553	89	39.75	23.31	14.37	18.98	11.69	19.99	25.23	27.05	0.1485	39.75	10.73	34.94	16.79	"Bacteria>Bacteroidetes"
"Cytophagales"	"O"	24714	50039	2224	1406	16182	16758	193	18458	33135	228	50039	12912	41718	34	20.13	15.46	8.419	6.804	4.81	8.89	7.998	13.16	0.05767	20.13	4.035	18.32	6.415	"Bacteria>Bacteroidetes>Bacteroidia"
"Spirosomaceae"	"F"	24794	47198	2122	1329	14934	15641	176	17068	31206	215	47198	12048	39398	29	18.99	14.75	7.958	6.279	4.489	8.107	7.396	12.4	0.05438	18.99	3.765	17.31	5.472	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Pseudarcicella"	"G"	24809	43375	1916	1202	13145	14130	158	15234	28361	203	43375	10785	35875	26	17.45	13.31	7.198	5.527	4.056	7.278	6.601	11.27	0.05134	17.45	3.37	15.76	4.906	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Arcicella"	"G"	24795	1004	50	35	322	352	3	347	681	5	1004	292	915	1	0.404	0.3475	0.2096	0.1354	0.101	0.1382	0.1504	0.2705	0.001265	0.404	0.09124	0.4019	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Lacihabitans"	"G"	24804	288	31	11	179	153	2	241	288	2	189	165	223	NA	0.2154	0.2154	0.06587	0.07526	0.04392	0.09212	0.1044	0.1144	0.0005059	0.07605	0.05156	0.09795	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Flectobacillus"	"G"	24801	503	19	10	162	195	2	184	303	1	503	140	446	NA	0.2024	0.132	0.05988	0.06811	0.05597	0.09212	0.07973	0.1204	0.0002529	0.2024	0.04375	0.1959	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"uncultured"	"G"	24815	326	19	10	163	156	1	326	278	NA	243	115	244	NA	0.1413	0.132	0.05988	0.06853	0.04478	0.04606	0.1413	0.1104	NA	0.09778	0.03593	0.1072	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Runella"	"G"	24812	402	14	9	402	115	2	108	216	1	294	82	287	NA	0.169	0.09729	0.05389	0.169	0.03301	0.09212	0.0468	0.0858	0.0002529	0.1183	0.02562	0.1261	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Dyadobacter"	"G"	24797	229	9	4	64	77	3	87	156	NA	229	69	181	NA	0.1382	0.06254	0.02395	0.02691	0.0221	0.1382	0.0377	0.06197	NA	0.09215	0.02156	0.0795	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Leadbetterella"	"G"	24806	21	4	2	7	5	NA	11	14	NA	16	14	21	NA	0.0278	0.0278	0.01198	0.002943	0.001435	NA	0.004767	0.005561	NA	0.006438	0.004375	0.009224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Spirosoma"	"G"	24813	40	2	1	16	19	NA	23	26	NA	40	8	37	NA	0.01625	0.0139	0.005988	0.006727	0.005454	NA	0.009966	0.01033	NA	0.0161	0.0025	0.01625	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Emticicia"	"G"	24798	28	2	1	7	16	NA	15	8	NA	28	10	18	NA	0.0139	0.0139	0.005988	0.002943	0.004592	NA	0.0065	0.003178	NA	0.01127	0.003125	0.007906	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Taeseokella"	"G"	24814	11	1	NA	6	2	NA	7	7	NA	3	5	11	NA	0.006949	0.006949	NA	0.002523	0.0005741	NA	0.003033	0.002781	NA	0.001207	0.001562	0.004832	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Larkinella"	"G"	24805	55	1	NA	8	12	NA	16	47	NA	55	12	35	NA	0.02213	0.006949	NA	0.003363	0.003444	NA	0.006933	0.01867	NA	0.02213	0.00375	0.01537	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Spirosomaceae"
"Cyclobacteriaceae"	"F"	24725	832	34	20	357	412	6	456	595	2	832	282	682	1	0.3348	0.2363	0.1198	0.1501	0.1183	0.2764	0.1976	0.2363	0.0005059	0.3348	0.08812	0.2996	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Algoriphagus"	"G"	24726	441	11	6	173	236	5	231	290	2	441	144	340	1	0.2303	0.07644	0.03593	0.07274	0.06774	0.2303	0.1001	0.1152	0.0005059	0.1775	0.045	0.1493	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"uncultured"	"G"	24760	159	6	5	66	66	1	87	140	NA	159	51	134	NA	0.06398	0.0417	0.02994	0.02775	0.01894	0.04606	0.0377	0.05561	NA	0.06398	0.01594	0.05886	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Marinoscillum"	"G"	24746	48	5	3	25	23	NA	33	32	NA	48	25	47	NA	0.03475	0.03475	0.01796	0.01051	0.006602	NA	0.0143	0.01271	NA	0.01931	0.007812	0.02064	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Nitritalea"	"G"	24753	40	3	2	24	17	NA	13	29	NA	39	15	40	NA	0.02085	0.02085	0.01198	0.01009	0.004879	NA	0.005633	0.01152	NA	0.01569	0.004687	0.01757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Ekhidna"	"G"	24736	21	2	2	17	14	NA	16	11	NA	18	7	21	NA	0.0139	0.0139	0.01198	0.007147	0.004018	NA	0.006933	0.004369	NA	0.007243	0.002187	0.009224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Aquiflexum"	"G"	24728	17	2	NA	7	10	NA	10	14	NA	17	8	13	NA	0.0139	0.0139	NA	0.002943	0.00287	NA	0.004333	0.005561	NA	0.006841	0.0025	0.00571	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Catalinimonas"	"G"	24731	12	1	NA	6	4	NA	5	6	NA	12	1	6	NA	0.006949	0.006949	NA	0.002523	0.001148	NA	0.002167	0.002383	NA	0.004829	0.0003125	0.002635	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Reichenbachiella"	"G"	24755	12	1	1	2	2	NA	6	10	NA	12	4	9	NA	0.006949	0.006949	0.005988	0.0008409	0.0005741	NA	0.0026	0.003972	NA	0.004829	0.00125	0.003953	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Negadavirga"	"G"	24752	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006949	0.006949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Fulvivirga"	"G"	24740	14	1	NA	11	8	NA	10	12	NA	12	7	14	NA	0.006949	0.006949	NA	0.004625	0.002296	NA	0.004333	0.004767	NA	0.004829	0.002187	0.006149	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Belliella"	"G"	24730	3	1	NA	2	NA	NA	1	2	NA	1	1	3	NA	0.006949	0.006949	NA	0.0008409	NA	NA	0.0004333	0.0007944	NA	0.0004024	0.0003125	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cyclobacteriaceae"
"Microscillaceae"	"F"	24783	429	17	16	320	168	NA	272	307	2	429	164	328	1	0.1887	0.1181	0.09581	0.1345	0.04822	NA	0.1179	0.1219	0.0005059	0.1726	0.05124	0.1441	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"uncultured"	"G"	24793	351	14	15	199	126	NA	210	244	2	351	124	257	1	0.1887	0.09729	0.08982	0.08367	0.03617	NA	0.091	0.09692	0.0005059	0.1412	0.03875	0.1129	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Thermoflexibacter"	"G"	24792	5	1	NA	4	NA	NA	1	5	NA	2	NA	3	NA	0.006949	0.006949	NA	0.001682	NA	NA	0.0004333	0.001986	NA	0.0008048	NA	0.001318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"OLB12"	"G"	24789	66	1	NA	66	11	NA	18	16	NA	6	6	4	NA	0.02775	0.006949	NA	0.02775	0.003157	NA	0.0078	0.006356	NA	0.002414	0.001875	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Chryseolinea"	"G"	24784	31	1	NA	14	15	NA	21	21	NA	31	16	26	NA	0.01247	0.006949	NA	0.005886	0.004305	NA	0.0091	0.008342	NA	0.01247	0.004999	0.01142	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Microscillaceae"
"Hymenobacteraceae"	"F"	24776	333	10	7	129	107	3	130	219	1	333	69	308	NA	0.1382	0.06949	0.04192	0.05424	0.03071	0.1382	0.05633	0.08699	0.0002529	0.134	0.02156	0.1353	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Hymenobacter"	"G"	24778	132	8	4	39	43	3	48	95	1	132	44	121	NA	0.1382	0.05559	0.02395	0.0164	0.01234	0.1382	0.0208	0.03774	0.0002529	0.05311	0.01375	0.05315	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Adhaeribacter"	"G"	24777	81	1	1	31	20	NA	31	39	NA	81	11	65	NA	0.03259	0.006949	0.005988	0.01303	0.005741	NA	0.01343	0.01549	NA	0.03259	0.003437	0.02855	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Hymenobacteraceae"
"Cytophagaceae"	"F"	24761	177	3	7	49	69	3	87	96	NA	177	70	137	NA	0.1382	0.02085	0.04192	0.0206	0.0198	0.1382	0.0377	0.03813	NA	0.07122	0.02187	0.06018	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Cytophaga"	"G"	24762	133	3	7	40	54	3	69	80	NA	133	47	108	NA	0.1382	0.02085	0.04192	0.01682	0.0155	0.1382	0.0299	0.03178	NA	0.05352	0.01469	0.04744	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Cytophagaceae"
"Flammeovirgaceae"	"F"	24766	38	1	1	11	9	NA	13	19	2	29	9	38	NA	0.01669	0.006949	0.005988	0.004625	0.002583	NA	0.005633	0.007547	0.0005059	0.01167	0.002812	0.01669	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales"
"Flammeovirga"	"G"	24768	21	1	NA	4	6	NA	9	15	1	15	7	21	NA	0.009224	0.006949	NA	0.001682	0.001722	NA	0.0039	0.005958	0.0002529	0.006036	0.002187	0.009224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Cytophagales>Flammeovirgaceae"
"Flavobacteriales"	"O"	24819	10425	391	198	3068	3893	42	5741	8170	100	10425	3000	9045	9	4.195	2.717	1.186	1.29	1.117	1.935	2.488	3.245	0.02529	4.195	0.9374	3.973	1.698	"Bacteria>Bacteroidetes>Bacteroidia"
"Flavobacteriaceae"	"F"	24841	8872	349	184	2446	3107	33	4747	7236	89	8872	2450	7803	7	3.57	2.425	1.102	1.028	0.8918	1.52	2.057	2.874	0.02251	3.57	0.7655	3.427	1.321	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Flavobacterium"	"G"	24881	8300	331	177	2204	2858	29	4372	6838	81	8300	2232	7290	6	3.34	2.3	1.06	0.9266	0.8203	1.336	1.894	2.716	0.02049	3.34	0.6974	3.202	1.132	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Pseudofulvibacter"	"G"	24938	50	2	NA	20	19	1	24	23	NA	50	21	44	NA	0.04606	0.0139	NA	0.008409	0.005454	0.04606	0.0104	0.009136	NA	0.02012	0.006562	0.01933	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"NS4 marine group"	"G"	24924	6	2	NA	2	3	NA	3	6	NA	5	2	6	NA	0.0139	0.0139	NA	0.0008409	0.0008611	NA	0.0013	0.002383	NA	0.002012	0.0006249	0.002635	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga"	"G"	24863	52	2	NA	25	16	NA	30	35	NA	36	13	52	NA	0.02284	0.0139	NA	0.01051	0.004592	NA	0.013	0.0139	NA	0.01449	0.004062	0.02284	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"uncultured"	"G"	24976	51	2	NA	24	24	NA	27	39	NA	51	21	38	NA	0.02052	0.0139	NA	0.01009	0.006889	NA	0.0117	0.01549	NA	0.02052	0.006562	0.01669	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Jejuia"	"G"	24900	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	0.006949	0.006949	NA	0.0004204	NA	NA	NA	0.0003972	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Tenacibaculum"	"G"	24964	12	1	1	2	3	NA	4	6	NA	12	3	7	NA	0.006949	0.006949	0.005988	0.0008409	0.0008611	NA	0.001733	0.002383	NA	0.004829	0.0009374	0.003075	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Polaribacter 3"	"G"	24934	7	1	NA	2	7	NA	3	3	NA	7	7	4	NA	0.006949	0.006949	NA	0.0008409	0.002009	NA	0.0013	0.001192	NA	0.002817	0.002187	0.001757	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Croceibacter"	"G"	24870	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006949	0.006949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Formosa"	"G"	24882	4	1	NA	NA	NA	NA	4	1	NA	3	1	2	NA	0.006949	0.006949	NA	NA	NA	NA	0.001733	0.0003972	NA	0.001207	0.0003125	0.0008785	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Pseudozobellia"	"G"	24939	3	1	NA	1	NA	NA	2	1	NA	1	3	1	NA	0.006949	0.006949	NA	0.0004204	NA	NA	0.0008666	0.0003972	NA	0.0004024	0.0009374	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Flavobacteriaceae"
"Crocinitomicaceae"	"F"	24826	1132	22	8	337	543	6	673	635	7	1132	352	869	1	0.4555	0.1529	0.0479	0.1417	0.1559	0.2764	0.2916	0.2522	0.001771	0.4555	0.11	0.3817	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Fluviicola"	"G"	24829	1052	19	7	305	516	5	624	577	6	1052	330	802	1	0.4233	0.132	0.04192	0.1282	0.1481	0.2303	0.2704	0.2292	0.001518	0.4233	0.1031	0.3523	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Crocinitomix"	"G"	24828	21	1	NA	12	6	NA	17	21	1	19	1	16	NA	0.008342	0.006949	NA	0.005045	0.001722	NA	0.007366	0.008342	0.0002529	0.007645	0.0003125	0.007028	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Crocinitomicaceae"
"Weeksellaceae"	"F"	24983	138	8	2	53	63	1	92	86	2	138	43	136	NA	0.05974	0.05559	0.01198	0.02228	0.01808	0.04606	0.03987	0.03416	0.0005059	0.05553	0.01344	0.05974	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Chryseobacterium"	"G"	24989	100	5	1	35	37	NA	60	59	1	92	25	100	NA	0.04392	0.03475	0.005988	0.01472	0.01062	NA	0.026	0.02344	0.0002529	0.03702	0.007812	0.04392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Bergeyella"	"G"	24986	9	2	NA	2	3	NA	3	3	NA	9	3	8	NA	0.0139	0.0139	NA	0.0008409	0.0008611	NA	0.0013	0.001192	NA	0.003621	0.0009374	0.003514	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"Cloacibacterium"	"G"	24990	18	1	NA	7	7	NA	12	9	NA	18	9	12	NA	0.007243	0.006949	NA	0.002943	0.002009	NA	0.0052	0.003575	NA	0.007243	0.002812	0.005271	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Weeksellaceae"
"NS9 marine group"	"F"	24980	137	6	3	137	79	1	112	121	2	133	85	122	NA	0.0576	0.0417	0.01796	0.0576	0.02268	0.04606	0.04853	0.04806	0.0005059	0.05352	0.02656	0.05359	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"Cryomorphaceae"	"F"	24834	50	4	NA	41	41	NA	32	35	NA	50	31	35	NA	0.0278	0.0278	NA	0.01724	0.01177	NA	0.01387	0.0139	NA	0.02012	0.009687	0.01537	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales"
"uncultured"	"G"	24840	36	3	NA	33	35	NA	21	23	NA	36	19	25	NA	0.02085	0.02085	NA	0.01387	0.01005	NA	0.0091	0.009136	NA	0.01449	0.005937	0.01098	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"NS10 marine group"	"G"	24837	10	1	NA	4	2	NA	7	7	NA	10	6	6	NA	0.006949	0.006949	NA	0.001682	0.0005741	NA	0.003033	0.002781	NA	0.004024	0.001875	0.002635	NA	"Bacteria>Bacteroidetes>Bacteroidia>Flavobacteriales>Cryomorphaceae"
"Sphingobacteriales"	"O"	25002	33663	316	616	15248	17311	166	30014	22823	210	33663	16094	24305	37	13.55	2.196	3.689	6.411	4.969	7.646	13.01	9.066	0.05312	13.55	5.029	10.68	6.981	"Bacteria>Bacteroidetes>Bacteroidia"
"NS11-12 marine group"	"F"	25015	32037	263	567	14082	16458	154	28751	21630	202	32037	15333	22991	33	12.89	1.828	3.395	5.921	4.724	7.094	12.46	8.592	0.05109	12.89	4.791	10.1	6.226	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Sphingobacteriaceae"	"F"	25020	815	28	18	411	372	2	476	566	3	815	349	677	3	0.566	0.1946	0.1078	0.1728	0.1068	0.09212	0.2063	0.2248	0.0007588	0.3279	0.1091	0.2974	0.566	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Pedobacter"	"G"	25027	515	16	14	256	214	2	284	339	2	515	192	452	1	0.2072	0.1112	0.08383	0.1076	0.06142	0.09212	0.1231	0.1347	0.0005059	0.2072	0.05999	0.1985	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Mucilaginibacter"	"G"	25023	106	6	1	46	49	NA	65	65	NA	106	70	85	NA	0.04265	0.0417	0.005988	0.01934	0.01406	NA	0.02817	0.02582	NA	0.04265	0.02187	0.03734	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Nubsella"	"G"	25024	49	3	1	29	31	NA	33	35	NA	49	19	21	NA	0.02085	0.02085	0.005988	0.01219	0.008898	NA	0.0143	0.0139	NA	0.01972	0.005937	0.009224	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Sphingobacterium"	"G"	25032	85	1	1	45	37	NA	47	81	1	85	36	66	2	0.3774	0.006949	0.005988	0.01892	0.01062	NA	0.02037	0.03217	0.0002529	0.0342	0.01125	0.02899	0.3774	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"Solitalea"	"G"	25031	17	1	NA	6	6	NA	9	13	NA	17	7	9	NA	0.006949	0.006949	NA	0.002523	0.001722	NA	0.0039	0.005164	NA	0.006841	0.002187	0.003953	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales>Sphingobacteriaceae"
"AKYH767"	"F"	25004	216	11	3	216	87	NA	128	114	1	49	55	46	NA	0.09081	0.07644	0.01796	0.09081	0.02497	NA	0.05547	0.04528	0.0002529	0.01972	0.01719	0.02021	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Lentimicrobiaceae"	"F"	25012	149	4	7	106	72	4	139	88	NA	149	72	102	NA	0.1842	0.0278	0.04192	0.04457	0.02067	0.1842	0.06023	0.03496	NA	0.05996	0.0225	0.0448	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"env.OPS 17"	"F"	25035	118	4	4	118	67	NA	96	90	3	110	44	87	NA	0.04961	0.0278	0.02395	0.04961	0.01923	NA	0.0416	0.03575	0.0007588	0.04426	0.01375	0.03821	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"LiUU-11-161"	"F"	25014	73	2	3	73	31	1	54	42	NA	73	33	43	NA	0.04606	0.0139	0.01796	0.03069	0.008898	0.04606	0.0234	0.01668	NA	0.02937	0.01031	0.01889	NA	"Bacteria>Bacteroidetes>Bacteroidia>Sphingobacteriales"
"Chitinophagales"	"O"	24665	8831	277	81	8831	1077	16	1771	1617	21	1233	978	1484	5	3.713	1.925	0.485	3.713	0.3091	0.737	0.7674	0.6423	0.005312	0.4961	0.3056	0.6518	0.9434	"Bacteria>Bacteroidetes>Bacteroidia"
"Saprospiraceae"	"F"	24701	5281	150	26	5281	347	8	477	406	4	359	311	405	3	2.22	1.042	0.1557	2.22	0.0996	0.3685	0.2067	0.1613	0.001012	0.1445	0.09718	0.1779	0.566	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"uncultured"	"G"	24712	3561	106	18	3561	206	4	303	239	4	173	216	184	NA	1.497	0.7366	0.1078	1.497	0.05913	0.1842	0.1313	0.09494	0.001012	0.06961	0.06749	0.08082	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Haliscomenobacter"	"G"	24704	1432	29	1	1432	14	2	8	49	NA	7	15	9	1	0.6021	0.2015	0.005988	0.6021	0.004018	0.09212	0.003467	0.01946	NA	0.002817	0.004687	0.003953	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Candidatus Aquirestis"	"G"	24703	163	7	3	80	102	1	118	67	NA	122	64	163	NA	0.0716	0.04864	0.01796	0.03363	0.02928	0.04606	0.05113	0.02661	NA	0.04909	0.02	0.0716	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Phaeodactylibacter"	"G"	24708	40	2	1	40	11	NA	15	22	NA	20	9	23	1	0.1887	0.0139	0.005988	0.01682	0.003157	NA	0.0065	0.008739	NA	0.008048	0.002812	0.0101	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"OLB8"	"G"	24707	70	1	1	70	1	NA	NA	NA	NA	NA	NA	1	NA	0.02943	0.006949	0.005988	0.02943	0.000287	NA	NA	NA	NA	NA	NA	0.0004392	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Lewinella"	"G"	24705	32	1	1	32	3	NA	9	7	NA	11	4	6	1	0.1887	0.006949	0.005988	0.01345	0.0008611	NA	0.0039	0.002781	NA	0.004426	0.00125	0.002635	0.1887	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Saprospiraceae"
"Chitinophagaceae"	"F"	24667	3231	101	50	3231	607	8	1117	1064	16	755	608	943	2	1.358	0.7019	0.2994	1.358	0.1742	0.3685	0.484	0.4226	0.004047	0.3038	0.19	0.4142	0.3774	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales"
"Ferruginibacter"	"G"	24674	887	28	8	887	105	3	173	179	1	103	113	110	NA	0.3729	0.1946	0.0479	0.3729	0.03014	0.1382	0.07496	0.0711	0.0002529	0.04145	0.03531	0.04832	NA	"Bacteria>Bacteroidetes>Bacteroidia>Chitinophagales>Chitinophagaceae"
