"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Bauldia"	"G"	2532	147	21	3	NA	NA	33	22	147	1	NA	13	33	1	0.0182	0.005981	0.005623	NA	NA	0.003375	0.002267	0.0182	5.663e-05	NA	0.008408	0.00346	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Dichotomicrobium"	"G"	26129	20	4	1	NA	NA	5	6	20	2	NA	1	5	NA	0.002476	0.001139	0.001874	NA	NA	0.0005114	0.0006184	0.002476	0.0001133	NA	0.0006467	0.0005243	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Anderseniella"	"G"	26128	5	2	NA	NA	NA	4	1	5	NA	NA	1	NA	1	0.002011	0.0005696	NA	NA	NA	0.0004091	0.0001031	0.0006189	NA	NA	0.0006467	NA	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Rhizobiaceae"	"F"	2525	5590	875	134	NA	2	1750	1226	5590	36	NA	852	1338	50	0.692	0.2492	0.2512	NA	0.1458	0.179	0.1264	0.692	0.002039	NA	0.551	0.1403	0.1006	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	"G"	26091	3596	332	51	NA	2	782	583	3596	17	NA	412	741	27	0.4451	0.09456	0.09559	NA	0.1458	0.07999	0.06009	0.4451	0.0009627	NA	0.2665	0.0777	0.0543	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Mesorhizobium"	"G"	26112	684	210	35	NA	NA	336	205	684	4	NA	140	191	9	0.09054	0.05981	0.0656	NA	NA	0.03437	0.02113	0.08467	0.0002265	NA	0.09054	0.02003	0.0181	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ensifer"	"G"	2526	199	35	3	NA	NA	92	52	199	1	NA	40	49	1	0.02587	0.009969	0.005623	NA	NA	0.00941	0.005359	0.02463	5.663e-05	NA	0.02587	0.005138	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aureimonas"	"G"	26095	63	33	1	NA	NA	32	30	63	1	NA	8	13	1	0.009399	0.009399	0.001874	NA	NA	0.003273	0.003092	0.007799	5.663e-05	NA	0.005174	0.001363	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ochrobactrum"	"G"	26115	176	31	5	NA	NA	72	56	176	1	NA	40	48	6	0.02587	0.008829	0.009372	NA	NA	0.007364	0.005772	0.02179	5.663e-05	NA	0.02587	0.005033	0.01207	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Nitratireductor"	"G"	26114	71	30	2	NA	NA	47	31	71	NA	NA	25	19	NA	0.01617	0.008544	0.003749	NA	NA	0.004807	0.003195	0.008789	NA	NA	0.01617	0.001992	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"uncultured"	"G"	26127	111	26	3	NA	NA	69	37	111	1	NA	44	43	NA	0.02846	0.007405	0.005623	NA	NA	0.007058	0.003813	0.01374	5.663e-05	NA	0.02846	0.004509	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Phyllobacterium"	"G"	26118	79	26	3	NA	NA	32	27	79	NA	NA	14	20	1	0.009779	0.007405	0.005623	NA	NA	0.003273	0.002783	0.009779	NA	NA	0.009054	0.002097	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudahrensia"	"G"	26119	76	24	4	NA	NA	42	31	76	NA	NA	14	15	NA	0.009408	0.006836	0.007497	NA	NA	0.004296	0.003195	0.009408	NA	NA	0.009054	0.001573	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Cohaesibacter"	"G"	26103	13	7	1	NA	NA	9	4	13	NA	NA	2	10	NA	0.001994	0.001994	0.001874	NA	NA	0.0009206	0.0004123	0.001609	NA	NA	0.001293	0.001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Bartonella"	"G"	26096	30	7	2	NA	NA	14	10	30	1	NA	6	7	1	0.00388	0.001994	0.003749	NA	NA	0.001432	0.001031	0.003714	5.663e-05	NA	0.00388	0.000734	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Shinella"	"G"	2529	53	6	2	NA	NA	21	12	53	NA	NA	11	14	NA	0.007114	0.001709	0.003749	NA	NA	0.002148	0.001237	0.006561	NA	NA	0.007114	0.001468	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Liberibacter"	"G"	26099	12	6	NA	NA	NA	5	7	12	NA	NA	2	9	1	0.002011	0.001709	NA	NA	NA	0.0005114	0.0007214	0.001485	NA	NA	0.001293	0.0009438	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Candidatus Hodgkinia"	"G"	26098	9	5	NA	NA	NA	3	4	5	3	NA	NA	9	NA	0.001424	0.001424	NA	NA	NA	0.0003069	0.0004123	0.0006189	0.0001699	NA	NA	0.0009438	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aquamicrobium"	"G"	26093	17	5	1	NA	NA	8	10	17	NA	NA	4	13	NA	0.002587	0.001424	0.001874	NA	NA	0.0008183	0.001031	0.002104	NA	NA	0.002587	0.001363	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aurantimonas"	"G"	26094	12	4	1	NA	NA	2	2	12	NA	NA	2	NA	NA	0.001874	0.001139	0.001874	NA	NA	0.0002046	0.0002061	0.001485	NA	NA	0.001293	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudaminobacter"	"G"	26120	14	4	2	NA	NA	14	7	14	1	NA	3	2	NA	0.003749	0.001139	0.003749	NA	NA	0.001432	0.0007214	0.001733	5.663e-05	NA	0.00194	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ciceribacter"	"G"	26102	4	3	NA	NA	NA	2	1	4	NA	NA	NA	1	NA	0.0008544	0.0008544	NA	NA	NA	0.0002046	0.0001031	0.0004952	NA	NA	NA	0.0001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudochrobactrum"	"G"	26121	35	3	4	NA	NA	10	6	35	1	NA	5	6	2	0.007497	0.0008544	0.007497	NA	NA	0.001023	0.0006184	0.004333	5.663e-05	NA	0.003234	0.0006292	0.004022	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aminobacter"	"G"	26092	26	3	NA	NA	NA	13	7	26	NA	NA	4	12	NA	0.003219	0.0008544	NA	NA	NA	0.00133	0.0007214	0.003219	NA	NA	0.002587	0.001258	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Brucella"	"G"	26097	5	2	1	NA	NA	3	1	5	NA	NA	1	1	NA	0.001874	0.0005696	0.001874	NA	NA	0.0003069	0.0001031	0.0006189	NA	NA	0.0006467	0.0001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Neorhizobium"	"G"	11436	13	1	NA	NA	NA	1	NA	13	NA	NA	1	2	NA	0.001609	0.0002848	NA	NA	NA	0.0001023	NA	0.001609	NA	NA	0.0006467	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Roseitalea"	"G"	26124	1	1	NA	NA	NA	1	1	1	NA	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0001238	NA	NA	NA	0.0001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudorhizobium"	"G"	26123	6	1	NA	NA	NA	NA	1	6	NA	NA	1	6	NA	0.0007427	0.0002848	NA	NA	NA	NA	0.0001031	0.0007427	NA	NA	0.0006467	0.0006292	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudohoeflea"	"G"	26122	1	1	NA	NA	NA	NA	1	1	NA	NA	1	1	NA	0.0006467	0.0002848	NA	NA	NA	NA	0.0001031	0.0001238	NA	NA	0.0006467	0.0001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ahrensia"	"G"	26089	4	1	NA	NA	NA	1	1	4	NA	NA	2	NA	NA	0.001293	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0004952	NA	NA	0.001293	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aliihoeflea"	"G"	26090	5	1	NA	NA	NA	1	1	5	NA	NA	1	2	NA	0.0006467	0.0002848	NA	NA	NA	0.0001023	0.0001031	0.0006189	NA	NA	0.0006467	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Lentilitoribacter"	"G"	26110	5	1	NA	NA	NA	5	3	5	NA	NA	NA	4	NA	0.0006189	0.0002848	NA	NA	NA	0.0005114	0.0003092	0.0006189	NA	NA	NA	0.0004195	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Falsochrobactrum"	"G"	26106	8	1	NA	NA	NA	8	5	6	NA	NA	2	5	NA	0.001293	0.0002848	NA	NA	NA	0.0008183	0.0005153	0.0007427	NA	NA	0.001293	0.0005243	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Xanthobacteraceae"	"F"	2545	2431	565	54	NA	2	949	668	1993	16	1	555	814	2431	4.889	0.1609	0.1012	NA	0.1458	0.09707	0.06885	0.2467	0.0009061	0.1199	0.3589	0.08536	4.889	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	26151	2301	260	18	NA	NA	379	238	748	5	NA	168	285	2301	4.627	0.07405	0.03374	NA	NA	0.03877	0.02453	0.09259	0.0002832	NA	0.1087	0.02989	4.627	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"uncultured"	"G"	2554	670	142	19	NA	2	280	202	670	6	1	203	248	16	0.1458	0.04044	0.03561	NA	0.1458	0.02864	0.02082	0.08294	0.0003398	0.1199	0.1313	0.02601	0.03218	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudolabrys"	"G"	2550	99	25	6	NA	NA	49	31	99	NA	NA	24	59	2	0.01552	0.00712	0.01125	NA	NA	0.005012	0.003195	0.01226	NA	NA	0.01552	0.006187	0.004022	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Afipia"	"G"	26148	60	20	1	NA	NA	30	24	60	NA	NA	20	34	43	0.08648	0.005696	0.001874	NA	NA	0.003069	0.002474	0.007427	NA	NA	0.01293	0.003565	0.08648	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudorhodoplanes"	"G"	26156	71	20	2	NA	NA	40	34	71	NA	NA	22	36	2	0.01423	0.005696	0.003749	NA	NA	0.004091	0.003504	0.008789	NA	NA	0.01423	0.003775	0.004022	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Blastochloris"	"G"	26150	30	17	1	NA	NA	14	18	30	NA	NA	5	16	2	0.004842	0.004842	0.001874	NA	NA	0.001432	0.001855	0.003714	NA	NA	0.003234	0.001678	0.004022	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodopseudomonas"	"G"	26158	28	12	NA	NA	NA	17	17	28	NA	NA	9	20	21	0.04223	0.003418	NA	NA	NA	0.001739	0.001752	0.003466	NA	NA	0.005821	0.002097	0.04223	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodoplanes"	"G"	26157	41	10	1	NA	NA	22	18	41	NA	NA	11	14	5	0.01006	0.002848	0.001874	NA	NA	0.00225	0.001855	0.005075	NA	NA	0.007114	0.001468	0.01006	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Tardiphaga"	"G"	26159	25	9	NA	NA	NA	7	9	25	2	NA	5	10	6	0.01207	0.002563	NA	NA	NA	0.000716	0.0009276	0.003095	0.0001133	NA	0.003234	0.001049	0.01207	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Starkeya"	"G"	2552	5	4	1	NA	NA	1	NA	5	NA	NA	2	2	NA	0.001874	0.001139	0.001874	NA	NA	0.0001023	NA	0.0006189	NA	NA	0.001293	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Nitrobacter"	"G"	26154	15	4	2	NA	NA	6	6	15	NA	NA	4	5	3	0.006033	0.001139	0.003749	NA	NA	0.0006137	0.0006184	0.001857	NA	NA	0.002587	0.0005243	0.006033	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Azorhizobium"	"G"	2548	12	3	1	NA	NA	10	8	12	NA	NA	8	9	NA	0.005174	0.0008544	0.001874	NA	NA	0.001023	0.0008245	0.001485	NA	NA	0.005174	0.0009438	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Ancylobacter"	"G"	2546	38	3	NA	NA	NA	9	5	36	NA	NA	38	6	NA	0.02458	0.0008544	NA	NA	NA	0.0009206	0.0005153	0.004456	NA	NA	0.02458	0.0006292	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter"	"G"	2553	20	2	NA	NA	NA	20	6	14	2	NA	2	15	NA	0.002046	0.0005696	NA	NA	NA	0.002046	0.0006184	0.001733	0.0001133	NA	0.001293	0.001573	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Angulomicrobium"	"G"	26149	3	1	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	0.0003092	0.0002848	NA	NA	NA	NA	0.0003092	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Beijerinckiaceae"	"F"	2435	1136	408	68	NA	1	660	398	1136	13	1	234	305	827	1.663	0.1162	0.1275	NA	0.07289	0.06751	0.04102	0.1406	0.0007362	0.1199	0.1513	0.03198	1.663	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"alphaI cluster"	"G"	26054	241	91	13	NA	NA	156	62	241	1	1	38	37	1	0.1199	0.02592	0.02437	NA	NA	0.01596	0.00639	0.02983	5.663e-05	0.1199	0.02458	0.00388	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylobacterium"	"G"	26045	789	84	14	NA	1	140	66	193	3	NA	45	58	789	1.587	0.02392	0.02624	NA	0.07289	0.01432	0.006802	0.02389	0.0001699	NA	0.0291	0.006082	1.587	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	2444	153	59	2	NA	NA	74	56	153	3	NA	28	30	4	0.01894	0.0168	0.003749	NA	NA	0.007569	0.005772	0.01894	0.0001699	NA	0.01811	0.003146	0.008044	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylorosula"	"G"	2442	34	28	6	NA	NA	24	12	34	1	NA	3	11	NA	0.01125	0.007975	0.01125	NA	NA	0.002455	0.001237	0.004209	5.663e-05	NA	0.00194	0.001153	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Bosea"	"G"	26042	119	23	11	NA	NA	52	38	119	1	NA	27	34	5	0.02062	0.006551	0.02062	NA	NA	0.005319	0.003916	0.01473	5.663e-05	NA	0.01746	0.003565	0.01006	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Microvirga"	"G"	26048	91	20	5	NA	NA	28	31	91	1	NA	20	34	14	0.02815	0.005696	0.009372	NA	NA	0.002864	0.003195	0.01126	5.663e-05	NA	0.01293	0.003565	0.02815	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocystis"	"G"	26046	43	13	1	NA	NA	38	28	43	NA	NA	18	20	NA	0.01164	0.003703	0.001874	NA	NA	0.003887	0.002886	0.005323	NA	NA	0.01164	0.002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia"	"G"	2436	27	12	2	NA	NA	27	15	15	NA	NA	4	11	NA	0.003749	0.003418	0.003749	NA	NA	0.002762	0.001546	0.001857	NA	NA	0.002587	0.001153	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Roseiarcus"	"G"	26052	28	9	2	NA	NA	9	8	28	NA	NA	4	9	NA	0.003749	0.002563	0.003749	NA	NA	0.0009206	0.0008245	0.003466	NA	NA	0.002587	0.0009438	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula"	"G"	2443	13	7	3	NA	NA	6	9	13	NA	NA	2	2	NA	0.005623	0.001994	0.005623	NA	NA	0.0006137	0.0009276	0.001609	NA	NA	0.001293	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"1174-901-12"	"G"	26040	21	6	1	NA	NA	21	8	21	NA	NA	2	6	2	0.004022	0.001709	0.001874	NA	NA	0.002148	0.0008245	0.0026	NA	NA	0.001293	0.0006292	0.004022	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Psychroglaciecola"	"G"	26050	7	4	1	NA	NA	2	1	7	1	NA	1	1	1	0.002011	0.001139	0.001874	NA	NA	0.0002046	0.0001031	0.0008665	5.663e-05	NA	0.0006467	0.0001049	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylosinus"	"G"	26047	30	3	NA	NA	NA	18	9	30	NA	NA	9	10	1	0.005821	0.0008544	NA	NA	NA	0.001841	0.0009276	0.003714	NA	NA	0.005821	0.001049	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FukuN57"	"G"	26044	44	3	1	NA	NA	7	11	44	NA	NA	4	10	NA	0.005447	0.0008544	0.001874	NA	NA	0.000716	0.001134	0.005447	NA	NA	0.002587	0.001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Camelimonas"	"G"	2437	3	2	NA	NA	NA	1	3	2	NA	NA	NA	NA	1	0.002011	0.0005696	NA	NA	NA	0.0001023	0.0003092	0.0002476	NA	NA	NA	NA	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Chelatococcus"	"G"	2438	3	2	NA	NA	NA	2	1	3	NA	NA	2	1	NA	0.001293	0.0005696	NA	NA	NA	0.0002046	0.0001031	0.0003714	NA	NA	0.001293	0.0001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Pseudochelatococcus"	"G"	14512	2	2	NA	NA	NA	1	NA	1	NA	NA	NA	2	NA	0.0005696	0.0005696	NA	NA	NA	0.0001023	NA	0.0001238	NA	NA	NA	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocapsa"	"G"	2439	6	2	NA	NA	NA	1	2	6	1	NA	2	2	NA	0.001293	0.0005696	NA	NA	NA	0.0001023	0.0002061	0.0007427	5.663e-05	NA	0.001293	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Rhodoblastus"	"G"	26051	3	1	NA	NA	NA	2	NA	2	NA	NA	2	3	NA	0.001293	0.0002848	NA	NA	NA	0.0002046	NA	0.0002476	NA	NA	0.001293	0.0003146	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocella"	"G"	2440	5	1	NA	NA	NA	5	NA	3	NA	NA	NA	1	NA	0.0005114	0.0002848	NA	NA	NA	0.0005114	NA	0.0003714	NA	NA	NA	0.0001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Salinarimonas"	"G"	26053	3	1	1	NA	NA	3	2	1	NA	NA	2	NA	NA	0.001874	0.0002848	0.001874	NA	NA	0.0003069	0.0002061	0.0001238	NA	NA	0.001293	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Hyphomicrobiaceae"	"F"	2472	1692	287	45	NA	NA	753	501	1692	5	NA	396	486	4	0.2561	0.08174	0.08434	NA	NA	0.07702	0.05163	0.2095	0.0002832	NA	0.2561	0.05096	0.008044	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	2480	1224	207	38	NA	NA	572	363	1224	3	NA	254	360	3	0.1643	0.05896	0.07122	NA	NA	0.05851	0.03741	0.1515	0.0001699	NA	0.1643	0.03775	0.006033	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pedomicrobium"	"G"	2483	280	55	4	NA	NA	108	87	280	1	NA	93	84	1	0.06015	0.01566	0.007497	NA	NA	0.01105	0.008967	0.03466	5.663e-05	NA	0.06015	0.008808	0.002011	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Filomicrobium"	"G"	2479	56	9	NA	NA	NA	31	23	56	NA	NA	19	14	NA	0.01229	0.002563	NA	NA	NA	0.003171	0.00237	0.006932	NA	NA	0.01229	0.001468	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"uncultured"	"G"	2490	68	6	3	NA	NA	29	13	68	1	NA	15	13	NA	0.009701	0.001709	0.005623	NA	NA	0.002966	0.00134	0.008418	5.663e-05	NA	0.009701	0.001363	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosiaceae"	"F"	26055	1281	240	26	NA	NA	560	382	1281	6	NA	281	479	2	0.1817	0.06836	0.04873	NA	NA	0.05728	0.03937	0.1586	0.0003398	NA	0.1817	0.05023	0.004022	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	26058	1173	193	20	NA	NA	487	331	1173	5	NA	249	418	2	0.161	0.05497	0.03749	NA	NA	0.04981	0.03411	0.1452	0.0002832	NA	0.161	0.04383	0.004022	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Pelagibacterium"	"G"	26062	42	25	3	NA	NA	36	26	42	1	NA	16	21	NA	0.01035	0.00712	0.005623	NA	NA	0.003682	0.00268	0.005199	5.663e-05	NA	0.01035	0.002202	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"uncultured"	"G"	26064	15	10	NA	NA	NA	4	8	15	NA	NA	4	13	NA	0.002848	0.002848	NA	NA	NA	0.0004091	0.0008245	0.001857	NA	NA	0.002587	0.001363	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Arsenicitalea"	"G"	26056	14	3	2	NA	NA	8	6	14	NA	NA	3	4	NA	0.003749	0.0008544	0.003749	NA	NA	0.0008183	0.0006184	0.001733	NA	NA	0.00194	0.0004195	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Maritalea"	"G"	26059	3	2	NA	NA	NA	3	1	NA	NA	NA	NA	2	NA	0.0005696	0.0005696	NA	NA	NA	0.0003069	0.0001031	NA	NA	NA	NA	0.0002097	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Paradevosia"	"G"	26061	6	2	1	NA	NA	6	2	2	NA	NA	2	3	NA	0.001874	0.0005696	0.001874	NA	NA	0.0006137	0.0002061	0.0002476	NA	NA	0.001293	0.0003146	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Youhaiella"	"G"	26063	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0002848	0.0002848	NA	NA	NA	NA	NA	0.0001238	NA	NA	NA	0.0001049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"A0839"	"F"	2423	127	68	5	NA	NA	49	31	127	NA	NA	32	44	NA	0.0207	0.01937	0.009372	NA	NA	0.005012	0.003195	0.01572	NA	NA	0.0207	0.004614	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methyloligellaceae"	"F"	26071	425	52	4	NA	NA	211	135	425	NA	NA	114	235	11	0.07373	0.01481	0.007497	NA	NA	0.02158	0.01391	0.05261	NA	NA	0.07373	0.02464	0.02212	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26075	363	47	2	NA	NA	173	108	363	NA	NA	98	196	5	0.06338	0.01339	0.003749	NA	NA	0.0177	0.01113	0.04494	NA	NA	0.06338	0.02055	0.01006	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Methyloceanibacter"	"G"	26072	31	1	2	NA	NA	12	11	31	NA	NA	5	13	3	0.006033	0.0002848	0.003749	NA	NA	0.001227	0.001134	0.003837	NA	NA	0.003234	0.001363	0.006033	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
