"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Dysgonomonadaceae"	"F"	24601	191	39	6	NA	NA	90	100	42	2	NA	36	191	2	0.02525	0.01181	0.01198	NA	NA	0.009934	0.0111	0.005669	0.0001148	NA	0.02525	0.0217	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured"	"G"	24609	77	18	2	NA	NA	29	33	16	1	NA	14	77	NA	0.009818	0.005449	0.003993	NA	NA	0.003201	0.003663	0.00216	5.739e-05	NA	0.009818	0.00875	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Dysgonomonas"	"G"	24605	38	8	2	NA	NA	9	20	10	NA	NA	8	38	NA	0.00561	0.002422	0.003993	NA	NA	0.0009934	0.00222	0.00135	NA	NA	0.00561	0.004318	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Proteiniphilum"	"G"	24608	16	5	1	NA	NA	16	10	7	NA	NA	6	15	2	0.004237	0.001514	0.001997	NA	NA	0.001766	0.00111	0.0009449	NA	NA	0.004208	0.001704	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Fermentimonas"	"G"	24606	29	2	NA	NA	NA	19	22	3	NA	NA	4	29	NA	0.003295	0.0006055	NA	NA	NA	0.002097	0.002442	0.000405	NA	NA	0.002805	0.003295	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Candidatus Symbiothrix"	"G"	24604	6	2	NA	NA	NA	1	1	1	NA	NA	NA	6	NA	0.0006818	0.0006055	NA	NA	NA	0.0001104	0.000111	0.000135	NA	NA	NA	0.0006818	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Candidatus Armantifilum"	"G"	24602	7	2	NA	NA	NA	3	NA	1	1	NA	1	7	NA	0.0007954	0.0006055	NA	NA	NA	0.0003311	NA	0.000135	5.739e-05	NA	0.0007013	0.0007954	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Petrimonas"	"G"	24607	18	1	1	NA	NA	11	12	4	NA	NA	3	18	NA	0.002104	0.0003027	0.001997	NA	NA	0.001214	0.001332	0.0005399	NA	NA	0.002104	0.002045	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Candidatus Azobacteroides"	"G"	24603	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Dysgonomonadaceae"
"Marinifilaceae"	"F"	24613	74	30	4	NA	NA	62	74	21	NA	NA	9	71	NA	0.009082	0.009082	0.007986	NA	NA	0.006844	0.008215	0.002835	NA	NA	0.006312	0.008068	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Marinifilum"	"G"	24615	33	16	3	NA	NA	33	27	6	NA	NA	6	23	NA	0.00599	0.004844	0.00599	NA	NA	0.003643	0.002997	0.0008099	NA	NA	0.004208	0.002614	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"uncultured"	"G"	24618	22	9	1	NA	NA	17	22	6	NA	NA	3	20	NA	0.002725	0.002725	0.001997	NA	NA	0.001877	0.002442	0.0008099	NA	NA	0.002104	0.002273	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"Odoribacter"	"G"	24616	24	3	NA	NA	NA	9	21	9	NA	NA	NA	24	NA	0.002727	0.0009082	NA	NA	NA	0.0009934	0.002331	0.001215	NA	NA	NA	0.002727	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"Sanguibacteroides"	"G"	24617	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	NA	NA	NA	NA	NA	0.0001136	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"Butyricimonas"	"G"	24614	2	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	0.000222	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Marinifilaceae"
"Tannerellaceae"	"F"	24657	58	23	1	NA	1	25	37	22	1	NA	12	58	3	0.07628	0.006963	0.001997	NA	0.07628	0.00276	0.004108	0.00297	5.739e-05	NA	0.008416	0.006591	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Parabacteroides"	"G"	24660	43	23	NA	NA	1	16	26	16	NA	NA	10	43	3	0.07628	0.006963	NA	NA	0.07628	0.001766	0.002886	0.00216	NA	NA	0.007013	0.004886	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Tannerellaceae"
"Paludibacteraceae"	"F"	24637	81	23	7	1	NA	28	81	50	3	NA	10	66	3	0.1222	0.006963	0.01398	0.1222	NA	0.003091	0.008992	0.006749	0.0001722	NA	0.007013	0.0075	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Paludibacter"	"G"	24641	39	15	5	NA	NA	7	39	14	NA	NA	3	19	NA	0.009983	0.004541	0.009983	NA	NA	0.0007727	0.00433	0.00189	NA	NA	0.002104	0.002159	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"uncultured"	"G"	24642	31	4	1	1	NA	11	25	31	3	NA	7	30	3	0.1222	0.001211	0.001997	0.1222	NA	0.001214	0.002775	0.004185	0.0001722	NA	0.004909	0.003409	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"Microbacter"	"G"	24640	11	2	NA	NA	NA	2	5	2	NA	NA	NA	11	NA	0.00125	0.0006055	NA	NA	NA	0.0002208	0.0005551	0.00027	NA	NA	NA	0.00125	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"H1"	"G"	24639	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002273	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"F0058"	"G"	24638	10	1	1	NA	NA	6	10	2	NA	NA	NA	4	NA	0.001997	0.0003027	0.001997	NA	NA	0.0006623	0.00111	0.00027	NA	NA	NA	0.0004545	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Paludibacteraceae"
"ML635J-40 aquatic group"	"F"	928	55	19	3	NA	NA	45	55	12	NA	NA	2	52	3	0.006355	0.005752	0.00599	NA	NA	0.004967	0.006106	0.00162	NA	NA	0.001403	0.005909	0.006355	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroidales BS11 gut group"	"F"	11171	56	18	2	NA	NA	26	37	24	NA	NA	11	56	4	0.008474	0.005449	0.003993	NA	NA	0.00287	0.004108	0.00324	NA	NA	0.007714	0.006363	0.008474	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"PeH15"	"F"	942	47	17	5	NA	NA	31	47	9	2	NA	NA	19	2	0.009983	0.005147	0.009983	NA	NA	0.003422	0.005218	0.001215	0.0001148	NA	NA	0.002159	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"F082"	"F"	24610	97	15	2	NA	NA	37	33	27	1	NA	19	97	2	0.01332	0.004541	0.003993	NA	NA	0.004084	0.003663	0.003645	5.739e-05	NA	0.01332	0.01102	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroidetes vadinHA17"	"F"	24596	42	10	3	NA	NA	28	42	26	NA	NA	1	41	NA	0.00599	0.003027	0.00599	NA	NA	0.003091	0.004663	0.00351	NA	NA	0.0007013	0.004659	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"p-251-o5"	"F"	24663	9	6	2	NA	NA	9	9	9	NA	NA	4	7	NA	0.003993	0.001816	0.003993	NA	NA	0.0009934	0.0009991	0.001215	NA	NA	0.002805	0.0007954	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Salinivirgaceae"	"F"	24654	17	6	1	NA	NA	9	17	3	NA	NA	2	8	1	0.002118	0.001816	0.001997	NA	NA	0.0009934	0.001887	0.000405	NA	NA	0.001403	0.000909	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"uncultured"	"G"	24656	14	6	NA	NA	NA	5	14	2	NA	NA	2	7	NA	0.001816	0.001816	NA	NA	NA	0.0005519	0.001554	0.00027	NA	NA	0.001403	0.0007954	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Salinivirgaceae"
"p-2534-18B5 gut group"	"F"	985	10	6	NA	NA	NA	5	6	1	NA	NA	2	10	NA	0.001816	0.001816	NA	NA	NA	0.0005519	0.0006661	0.000135	NA	NA	0.001403	0.001136	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Rs-E47 termite group"	"F"	982	17	6	1	NA	NA	9	16	7	NA	NA	NA	17	NA	0.001997	0.001816	0.001997	NA	NA	0.0009934	0.001776	0.0009449	NA	NA	NA	0.001932	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"GWE2-42-42"	"G"	24652	15	5	1	NA	NA	9	15	7	NA	NA	NA	12	NA	0.001997	0.001514	0.001997	NA	NA	0.0009934	0.001665	0.0009449	NA	NA	NA	0.001364	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Rs&#x2011;E47&nbsp;termite&nbsp;group"
"CR-115"	"F"	923	27	5	NA	NA	NA	12	27	4	NA	NA	2	9	2	0.004237	0.001514	NA	NA	NA	0.001325	0.002997	0.0005399	NA	NA	0.001403	0.001023	0.004237	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"GZKB124"	"F"	925	18	5	NA	NA	NA	7	18	6	NA	NA	1	5	NA	0.001998	0.001514	NA	NA	NA	0.0007727	0.001998	0.0008099	NA	NA	0.0007013	0.0005682	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroidales UCG-001"	"F"	11174	9	4	NA	NA	NA	8	9	2	1	NA	1	6	NA	0.001211	0.001211	NA	NA	NA	0.0008831	0.0009991	0.00027	5.739e-05	NA	0.0007013	0.0006818	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"M2PB4-65 termite group"	"F"	927	22	4	NA	NA	NA	6	10	2	NA	NA	1	22	1	0.0025	0.001211	NA	NA	NA	0.0006623	0.00111	0.00027	NA	NA	0.0007013	0.0025	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroidales RF16 group"	"F"	11172	25	3	1	NA	NA	8	12	2	NA	NA	2	25	1	0.002841	0.0009082	0.001997	NA	NA	0.0008831	0.001332	0.00027	NA	NA	0.001403	0.002841	0.002118	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Barnesiellaceae"	"F"	24597	6	3	1	NA	NA	1	6	3	NA	NA	NA	4	NA	0.001997	0.0009082	0.001997	NA	NA	0.0001104	0.0006661	0.000405	NA	NA	NA	0.0004545	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Barnesiella"	"G"	24598	4	3	NA	NA	NA	1	1	NA	NA	NA	NA	4	NA	0.0009082	0.0009082	NA	NA	NA	0.0001104	0.000111	NA	NA	NA	NA	0.0004545	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales>Barnesiellaceae"
"FTLpost3"	"F"	924	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	0.0001104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"3M1PL1-52 termite group"	"F"	915	4	1	1	NA	NA	4	NA	2	NA	NA	1	3	NA	0.001997	0.0003027	0.001997	NA	NA	0.0004415	NA	0.00027	NA	NA	0.0007013	0.0003409	NA	"Bacteria>Bacteroidetes>Bacteroidia>Bacteroidales"
"Bacteroidetes VC2.1 Bac22"	"O"	24664	47	19	3	1	NA	47	45	11	NA	NA	2	46	2	0.1222	0.005752	0.00599	0.1222	NA	0.005188	0.004996	0.001485	NA	NA	0.001403	0.005227	0.004237	"Bacteria>Bacteroidetes>Bacteroidia"
"SM1A07"	"O"	25001	20	8	1	NA	NA	14	18	9	NA	NA	4	20	NA	0.002805	0.002422	0.001997	NA	NA	0.001545	0.001998	0.001215	NA	NA	0.002805	0.002273	NA	"Bacteria>Bacteroidetes>Bacteroidia"
"Ignavibacteria"	"C"	25048	400	159	29	NA	NA	308	300	400	7	NA	53	244	9	0.0579	0.04813	0.0579	NA	NA	0.034	0.0333	0.05399	0.0004018	NA	0.03717	0.02773	0.01907	"Bacteria>Bacteroidetes"
"OPB56"	"O"	25071	162	136	25	NA	NA	95	124	162	NA	NA	39	143	6	0.04992	0.04117	0.04992	NA	NA	0.01049	0.01377	0.02187	NA	NA	0.02735	0.01625	0.01271	"Bacteria>Bacteroidetes>Ignavibacteria"
"Kryptoniales"	"O"	25063	214	19	2	NA	NA	182	154	214	2	NA	12	79	1	0.02889	0.005752	0.003993	NA	NA	0.02009	0.0171	0.02889	0.0001148	NA	0.008416	0.008977	0.002118	"Bacteria>Bacteroidetes>Ignavibacteria"
"BSV26"	"F"	25064	210	18	2	NA	NA	172	146	210	2	NA	8	77	1	0.02835	0.005449	0.003993	NA	NA	0.01899	0.01621	0.02835	0.0001148	NA	0.00561	0.00875	0.002118	"Bacteria>Bacteroidetes>Ignavibacteria>Kryptoniales"
"Kryptoniaceae"	"F"	25065	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Kryptoniales"
"Candidatus Kryptobacter"	"G"	25067	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Kryptoniales>Kryptoniaceae"
"Ignavibacteriales"	"O"	25049	25	3	NA	NA	NA	25	11	2	5	NA	NA	8	NA	0.00276	0.0009082	NA	NA	NA	0.00276	0.001221	0.00027	0.000287	NA	NA	0.000909	NA	"Bacteria>Bacteroidetes>Ignavibacteria"
"PHOS-HE36"	"F"	25059	9	3	NA	NA	NA	9	1	1	NA	NA	NA	3	NA	0.0009934	0.0009082	NA	NA	NA	0.0009934	0.000111	0.000135	NA	NA	NA	0.0003409	NA	"Bacteria>Bacteroidetes>Ignavibacteria>Ignavibacteriales"
"SJA-28"	"O"	25072	22	1	2	NA	NA	6	11	22	NA	NA	2	14	2	0.004237	0.0003027	0.003993	NA	NA	0.0006623	0.001221	0.00297	NA	NA	0.001403	0.001591	0.004237	"Bacteria>Bacteroidetes>Ignavibacteria"
"Rhodothermia"	"C"	25074	58	22	1	NA	NA	47	58	30	4	NA	5	41	3	0.00666	0.00666	0.001997	NA	NA	0.005188	0.006439	0.00405	0.0002296	NA	0.003507	0.004659	0.006355	"Bacteria>Bacteroidetes"
"Rhodothermales"	"O"	25091	40	18	NA	NA	NA	32	40	24	4	NA	4	34	NA	0.005449	0.005449	NA	NA	NA	0.003532	0.004441	0.00324	0.0002296	NA	0.002805	0.003863	NA	"Bacteria>Bacteroidetes>Rhodothermia"
"Rhodothermaceae"	"F"	25092	40	18	NA	NA	NA	32	40	24	4	NA	4	34	NA	0.005449	0.005449	NA	NA	NA	0.003532	0.004441	0.00324	0.0002296	NA	0.002805	0.003863	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales"
"Salinibacter"	"G"	25098	22	11	NA	NA	NA	20	22	14	4	NA	3	20	NA	0.00333	0.00333	NA	NA	NA	0.002208	0.002442	0.00189	0.0002296	NA	0.002104	0.002273	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"uncultured"	"G"	25100	11	5	NA	NA	NA	10	11	9	NA	NA	NA	10	NA	0.001514	0.001514	NA	NA	NA	0.001104	0.001221	0.001215	NA	NA	NA	0.001136	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Rhodothermus"	"G"	25095	2	1	NA	NA	NA	1	1	NA	NA	NA	1	2	NA	0.0007013	0.0003027	NA	NA	NA	0.0001104	0.000111	NA	NA	NA	0.0007013	0.0002273	NA	"Bacteria>Bacteroidetes>Rhodothermia>Rhodothermales>Rhodothermaceae"
"Balneolales"	"O"	25075	14	4	1	NA	NA	14	13	5	NA	NA	NA	7	3	0.006355	0.001211	0.001997	NA	NA	0.001545	0.001443	0.0006749	NA	NA	NA	0.0007954	0.006355	"Bacteria>Bacteroidetes>Rhodothermia"
"Balneolaceae"	"F"	25076	14	4	1	NA	NA	14	13	5	NA	NA	NA	7	3	0.006355	0.001211	0.001997	NA	NA	0.001545	0.001443	0.0006749	NA	NA	NA	0.0007954	0.006355	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales"
"Balneola"	"G"	25080	2	2	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.0006055	0.0006055	NA	NA	NA	NA	0.000111	0.000135	NA	NA	NA	0.0001136	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"uncultured"	"G"	25090	12	1	1	NA	NA	12	11	4	NA	NA	NA	6	NA	0.001997	0.0003027	0.001997	NA	NA	0.001325	0.001221	0.0005399	NA	NA	NA	0.0006818	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"F1-37X2"	"G"	25082	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003027	0.0003027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Bacteroidetes>Rhodothermia>Balneolales>Balneolaceae"
"Chlorobia"	"C"	25038	4	3	NA	NA	NA	3	4	1	3	NA	1	4	NA	0.0009082	0.0009082	NA	NA	NA	0.0003311	0.0004441	0.000135	0.0001722	NA	0.0007013	0.0004545	NA	"Bacteria>Bacteroidetes"
"Chlorobiales"	"O"	25039	4	3	NA	NA	NA	3	4	1	3	NA	1	4	NA	0.0009082	0.0009082	NA	NA	NA	0.0003311	0.0004441	0.000135	0.0001722	NA	0.0007013	0.0004545	NA	"Bacteria>Bacteroidetes>Chlorobia"
"Chlorobiaceae"	"F"	25040	4	3	NA	NA	NA	3	4	1	3	NA	1	4	NA	0.0009082	0.0009082	NA	NA	NA	0.0003311	0.0004441	0.000135	0.0001722	NA	0.0007013	0.0004545	NA	"Bacteria>Bacteroidetes>Chlorobia>Chlorobiales"
"Chlorobaculum"	"G"	25041	3	3	NA	NA	NA	3	1	NA	1	NA	1	3	NA	0.0009082	0.0009082	NA	NA	NA	0.0003311	0.000111	NA	5.739e-05	NA	0.0007013	0.0003409	NA	"Bacteria>Bacteroidetes>Chlorobia>Chlorobiales>Chlorobiaceae"
"Proteobacteria"	"P"	2375	1111000	95810	17557	128	244	437576	355882	430578	1110952	255	73211	417995	17498	63.76	29.01	35.05	15.65	18.61	48.3	39.51	58.12	63.76	31.72	51.34	47.5	37.07	"Bacteria"
"Alphaproteobacteria"	"C"	2379	96419	51184	7009	14	47	66647	38156	96419	653	22	26694	36284	4704	18.72	15.5	13.99	1.711	3.585	7.357	4.236	13.02	0.03748	2.736	18.72	4.123	9.965	"Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	2557	56089	26810	3900	9	28	39795	21456	56089	286	10	15182	17871	428	10.65	8.116	7.787	1.1	2.136	4.393	2.382	7.571	0.01641	1.244	10.65	2.031	0.9067	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	56089	26810	3900	9	28	39795	21456	56089	286	10	15182	17871	428	10.65	8.116	7.787	1.1	2.136	4.393	2.382	7.571	0.01641	1.244	10.65	2.031	0.9067	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Rhodobacter"	"G"	2624	8878	4850	671	1	3	6926	3618	8878	47	2	2336	2723	64	1.638	1.468	1.34	0.1222	0.2288	0.7645	0.4016	1.198	0.002698	0.2488	1.638	0.3094	0.1356	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured"	"G"	2666	9412	4363	652	2	3	6242	3347	9412	48	NA	2665	2911	86	1.869	1.321	1.302	0.2445	0.2288	0.689	0.3716	1.27	0.002755	NA	1.869	0.3308	0.1822	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	5921	2802	418	NA	3	4145	2201	5921	29	3	1646	1924	44	1.154	0.8483	0.8346	NA	0.2288	0.4575	0.2443	0.7992	0.001664	0.3731	1.154	0.2186	0.09321	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Cereibacter"	"G"	14530	3443	1559	228	1	2	2112	1065	3443	20	NA	929	1189	29	0.6515	0.472	0.4552	0.1222	0.1526	0.2331	0.1182	0.4648	0.001148	NA	0.6515	0.1351	0.06143	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tabrizicola"	"G"	2654	2460	1393	188	NA	4	2302	1234	2460	14	NA	568	699	20	0.4217	0.4217	0.3754	NA	0.3051	0.2541	0.137	0.3321	0.0008035	NA	0.3983	0.07943	0.04237	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	3512	1387	210	1	NA	2419	1198	3512	15	NA	993	1150	18	0.6964	0.4199	0.4193	0.1222	NA	0.267	0.133	0.4741	0.0008609	NA	0.6964	0.1307	0.03813	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	1713	792	123	NA	1	1134	629	1713	5	NA	444	603	13	0.3114	0.2398	0.2456	NA	0.07628	0.1252	0.06983	0.2312	0.000287	NA	0.3114	0.06852	0.02754	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Haematobacter"	"G"	2575	1617	770	124	NA	1	1240	690	1617	8	NA	448	558	9	0.3142	0.2331	0.2476	NA	0.07628	0.1369	0.0766	0.2183	0.0004592	NA	0.3142	0.06341	0.01907	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halocynthiibacter"	"G"	11450	1052	540	64	1	2	815	409	1052	4	NA	275	352	4	0.1929	0.1635	0.1278	0.1222	0.1526	0.08996	0.0454	0.142	0.0002296	NA	0.1929	0.04	0.008474	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	760	410	55	NA	1	588	325	760	4	NA	189	197	4	0.1325	0.1241	0.1098	NA	0.07628	0.06491	0.03608	0.1026	0.0002296	NA	0.1325	0.02239	0.008474	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	784	379	60	NA	NA	573	292	784	5	NA	221	244	8	0.155	0.1147	0.1198	NA	NA	0.06325	0.03242	0.1058	0.000287	NA	0.155	0.02773	0.01695	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Falsirhodobacter"	"G"	2572	793	364	46	NA	NA	522	300	793	2	NA	193	217	9	0.1354	0.1102	0.09184	NA	NA	0.05762	0.0333	0.107	0.0001148	NA	0.1354	0.02466	0.01907	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudoruegeria"	"G"	2621	708	345	47	NA	1	536	287	708	4	NA	194	190	6	0.1361	0.1044	0.09384	NA	0.07628	0.05917	0.03186	0.09557	0.0002296	NA	0.1361	0.02159	0.01271	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	835	313	45	NA	NA	511	302	835	2	NA	257	257	3	0.1802	0.09476	0.08985	NA	NA	0.05641	0.03353	0.1127	0.0001148	NA	0.1802	0.0292	0.006355	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade NAC11-7 lineage"	"G"	2638	647	294	53	NA	1	493	236	647	3	NA	197	214	5	0.1382	0.089	0.1058	NA	0.07628	0.05442	0.0262	0.08733	0.0001722	NA	0.1382	0.02432	0.01059	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade CHAB-I-5 lineage"	"G"	2636	1006	242	37	NA	1	446	313	1006	2	NA	269	324	7	0.1887	0.07326	0.07387	NA	0.07628	0.04923	0.03475	0.1358	0.0001148	NA	0.1887	0.03682	0.01483	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter"	"G"	2574	386	238	30	NA	NA	313	183	386	2	NA	113	159	5	0.07925	0.07205	0.0599	NA	NA	0.03455	0.02032	0.0521	0.0001148	NA	0.07925	0.01807	0.01059	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum"	"G"	2626	396	219	37	NA	NA	294	176	396	2	NA	91	96	5	0.07387	0.0663	0.07387	NA	NA	0.03245	0.01954	0.05345	0.0001148	NA	0.06382	0.01091	0.01059	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	304	211	43	1	NA	286	143	304	2	NA	73	86	4	0.1222	0.06388	0.08585	0.1222	NA	0.03157	0.01588	0.04104	0.0001148	NA	0.0512	0.009772	0.008474	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
