"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Myxococcus"	"G"	32	16	1	NA	4	16	NA	3	1	1	1	2	1	NA	0.006262	0.006262	NA	0.001506	0.004111	NA	0.001212	0.0003595	0.000248	0.0003734	0.0005483	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Myxococcales>Cystobacterineae>Myxococcaceae"
"Desulfovibrionales"	"O"	213115	959	23	5	288	959	NA	237	247	67	268	528	184	NA	0.2464	0.144	0.02612	0.1085	0.2464	NA	0.09577	0.0888	0.01662	0.1001	0.1448	0.07414	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfovibrionaceae"	"F"	194924	759	15	2	199	759	NA	161	186	53	206	405	122	NA	0.195	0.09393	0.01045	0.07494	0.195	NA	0.06506	0.06687	0.01315	0.07693	0.111	0.04916	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfovibrio"	"G"	872	663	12	1	163	663	NA	128	165	39	172	371	94	NA	0.1704	0.07514	0.005223	0.06139	0.1704	NA	0.05173	0.05932	0.009673	0.06423	0.1017	0.03788	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovibrio piger"	"S"	901	26	2	1	4	26	NA	8	17	NA	2	17	6	NA	0.01252	0.01252	0.005223	0.001506	0.006681	NA	0.003233	0.006112	NA	0.0007469	0.004661	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio africanus"	"S"	873	46	1	NA	40	46	NA	NA	5	4	NA	7	1	NA	0.01506	0.006262	NA	0.01506	0.01182	NA	NA	0.001798	0.0009921	NA	0.001919	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio africanus str. Walvis Bay"	"-"	690850	46	1	NA	40	46	NA	NA	5	4	NA	7	1	NA	0.01506	0.006262	NA	0.01506	0.01182	NA	NA	0.001798	0.0009921	NA	0.001919	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;africanus"
"Desulfovibrio salexigens"	"S"	880	38	1	NA	11	38	NA	10	9	3	11	28	6	NA	0.009764	0.006262	NA	0.004143	0.009764	NA	0.004041	0.003236	0.0007441	0.004108	0.007677	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Desulfovibrio salexigens DSM 2638"	"-"	526222	38	1	NA	11	38	NA	10	9	3	11	28	6	NA	0.009764	0.006262	NA	0.004143	0.009764	NA	0.004041	0.003236	0.0007441	0.004108	0.007677	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio>Desulfovibrio&nbsp;salexigens"
"Candidatus Desulfovibrio trichonymphae"	"S"	1725232	20	1	NA	4	20	NA	2	4	1	2	4	3	NA	0.006262	0.006262	NA	0.001506	0.005139	NA	0.0008082	0.001438	0.000248	0.0007469	0.001097	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Desulfovibrio"
"Lawsonia"	"G"	41707	43	1	NA	18	43	NA	18	8	13	19	12	16	NA	0.01105	0.006262	NA	0.006779	0.01105	NA	0.007274	0.002876	0.003224	0.007096	0.00329	0.006447	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Lawsonia intracellularis"	"S"	29546	43	1	NA	18	43	NA	18	8	13	19	12	16	NA	0.01105	0.006262	NA	0.006779	0.01105	NA	0.007274	0.002876	0.003224	0.007096	0.00329	0.006447	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Lawsonia"
"Pseudodesulfovibrio"	"G"	2035811	25	1	1	6	25	NA	8	6	NA	5	8	3	NA	0.006424	0.006262	0.005223	0.00226	0.006424	NA	0.003233	0.002157	NA	0.001867	0.002193	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae"
"Pseudodesulfovibrio aespoeensis"	"S"	182210	3	1	NA	2	3	NA	NA	1	NA	1	1	NA	NA	0.006262	0.006262	NA	0.0007532	0.0007708	NA	NA	0.0003595	NA	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio"
"Pseudodesulfovibrio aespoeensis Aspo-2"	"-"	643562	3	1	NA	2	3	NA	NA	1	NA	1	1	NA	NA	0.006262	0.006262	NA	0.0007532	0.0007708	NA	NA	0.0003595	NA	0.0003734	0.0002742	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfovibrionaceae>Pseudodesulfovibrio>Pseudodesulfovibrio&nbsp;aespoeensis"
"Desulfomicrobiaceae"	"F"	213116	53	3	NA	18	53	NA	12	5	2	10	13	4	NA	0.01879	0.01879	NA	0.006779	0.01362	NA	0.004849	0.001798	0.000496	0.003734	0.003564	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfomicrobium"	"G"	898	53	3	NA	18	53	NA	12	5	2	10	13	4	NA	0.01879	0.01879	NA	0.006779	0.01362	NA	0.004849	0.001798	0.000496	0.003734	0.003564	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae"
"Desulfomicrobium orale"	"S"	132132	33	1	NA	10	33	NA	10	4	1	8	9	1	NA	0.008479	0.006262	NA	0.003766	0.008479	NA	0.004041	0.001438	0.000248	0.002988	0.002467	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium"
"Desulfomicrobium orale DSM 12838"	"-"	888061	33	1	NA	10	33	NA	10	4	1	8	9	1	NA	0.008479	0.006262	NA	0.003766	0.008479	NA	0.004041	0.001438	0.000248	0.002988	0.002467	0.0004029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfomicrobiaceae>Desulfomicrobium>Desulfomicrobium&nbsp;orale"
"Desulfohalobiaceae"	"F"	213117	55	1	1	26	49	NA	14	16	2	14	55	12	NA	0.01508	0.006262	0.005223	0.009791	0.01259	NA	0.005658	0.005752	0.000496	0.005228	0.01508	0.004835	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales"
"Desulfohalobium"	"G"	45662	55	1	1	26	49	NA	14	16	2	14	55	12	NA	0.01508	0.006262	0.005223	0.009791	0.01259	NA	0.005658	0.005752	0.000496	0.005228	0.01508	0.004835	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae"
"Desulfohalobium retbaense"	"S"	45663	55	1	1	26	49	NA	14	16	2	14	55	12	NA	0.01508	0.006262	0.005223	0.009791	0.01259	NA	0.005658	0.005752	0.000496	0.005228	0.01508	0.004835	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium"
"Desulfohalobium retbaense DSM 5692"	"-"	485915	55	1	1	26	49	NA	14	16	2	14	55	12	NA	0.01508	0.006262	0.005223	0.009791	0.01259	NA	0.005658	0.005752	0.000496	0.005228	0.01508	0.004835	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfovibrionales>Desulfohalobiaceae>Desulfohalobium>Desulfohalobium&nbsp;retbaense"
"Desulfuromonadales"	"O"	69541	1712	20	4	247	1712	2	242	218	26	113	381	103	NA	0.4399	0.1252	0.02089	0.09302	0.4399	0.08425	0.09779	0.07838	0.006449	0.0422	0.1045	0.0415	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfuromonadaceae"	"F"	213421	828	10	2	120	828	1	143	124	20	77	177	69	NA	0.2128	0.06262	0.01045	0.04519	0.2128	0.04212	0.05779	0.04458	0.00496	0.02876	0.04853	0.0278	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Pelobacter"	"G"	18	542	8	2	102	542	1	119	86	17	69	120	63	NA	0.1393	0.05009	0.01045	0.03841	0.1393	0.04212	0.04809	0.03092	0.004216	0.02577	0.0329	0.02539	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Pelobacter propionicus"	"S"	29543	241	4	2	41	241	1	7	19	2	18	34	9	NA	0.06192	0.02505	0.01045	0.01544	0.06192	0.04212	0.002829	0.006831	0.000496	0.006722	0.009322	0.003627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter propionicus DSM 2379"	"-"	338966	241	4	2	41	241	1	7	19	2	18	34	9	NA	0.06192	0.02505	0.01045	0.01544	0.06192	0.04212	0.002829	0.006831	0.000496	0.006722	0.009322	0.003627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter>Pelobacter&nbsp;propionicus"
"Pelobacter sp. SFB93"	"S"	1842532	142	2	NA	53	142	NA	101	50	15	48	55	51	NA	0.04082	0.01252	NA	0.01996	0.03649	NA	0.04082	0.01798	0.00372	0.01793	0.01508	0.02055	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Pelobacter acetylenicus"	"S"	29542	56	1	NA	4	56	NA	5	5	NA	NA	13	NA	NA	0.01439	0.006262	NA	0.001506	0.01439	NA	0.002021	0.001798	NA	NA	0.003564	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Pelobacter"
"Desulfuromonas"	"G"	890	269	2	NA	18	269	NA	20	34	3	8	54	6	NA	0.06912	0.01252	NA	0.006779	0.06912	NA	0.008082	0.01222	0.0007441	0.002988	0.0148	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae"
"Desulfuromonas soudanensis"	"S"	1603606	161	1	NA	7	161	NA	10	21	NA	3	36	4	NA	0.04137	0.006262	NA	0.002636	0.04137	NA	0.004041	0.00755	NA	0.00112	0.00987	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Desulfuromonas"
"Desulfuromonas sp. DDH964"	"S"	1823759	78	1	NA	8	78	NA	9	12	3	3	17	2	NA	0.02004	0.006262	NA	0.003013	0.02004	NA	0.003637	0.004314	0.0007441	0.00112	0.004661	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Desulfuromonadaceae>Desulfuromonas"
"Geobacteraceae"	"F"	213422	711	9	2	107	711	1	72	73	6	30	158	30	NA	0.1827	0.05636	0.01045	0.0403	0.1827	0.04212	0.0291	0.02625	0.001488	0.0112	0.04332	0.01209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales"
"Geobacter"	"G"	28231	654	8	1	93	654	1	66	62	6	25	143	24	NA	0.168	0.05009	0.005223	0.03502	0.168	0.04212	0.02667	0.02229	0.001488	0.009336	0.03921	0.009671	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geobacter anodireducens"	"S"	1340425	24	3	NA	6	24	NA	2	NA	NA	NA	6	2	NA	0.01879	0.01879	NA	0.00226	0.006167	NA	0.0008082	NA	NA	NA	0.001645	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geobacter sp. M18"	"S"	443143	51	2	NA	8	51	NA	4	7	1	3	11	3	NA	0.0131	0.01252	NA	0.003013	0.0131	NA	0.001616	0.002517	0.000248	0.00112	0.003016	0.001209	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geobacter"
"Geoalkalibacter"	"G"	392332	54	1	1	14	54	NA	6	11	NA	5	15	6	NA	0.01388	0.006262	0.005223	0.005272	0.01388	NA	0.002425	0.003955	NA	0.001867	0.004112	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae"
"Geoalkalibacter subterraneus"	"S"	483547	54	1	1	14	54	NA	6	11	NA	5	15	6	NA	0.01388	0.006262	0.005223	0.005272	0.01388	NA	0.002425	0.003955	NA	0.001867	0.004112	0.002418	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfuromonadales>Geobacteraceae>Geoalkalibacter"
"Desulfobacterales"	"O"	213118	911	17	3	369	911	3	125	152	46	75	321	77	NA	0.2341	0.1064	0.01567	0.139	0.2341	0.1264	0.05051	0.05465	0.01141	0.02801	0.08801	0.03103	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Desulfobacteraceae"	"F"	213119	485	10	2	135	485	1	78	83	8	47	179	38	NA	0.1246	0.06262	0.01045	0.05084	0.1246	0.04212	0.03152	0.02984	0.001984	0.01755	0.04908	0.01531	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfobacterium"	"G"	2295	96	3	NA	8	96	NA	6	12	NA	7	31	5	NA	0.02467	0.01879	NA	0.003013	0.02467	NA	0.002425	0.004314	NA	0.002614	0.008499	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacterium autotrophicum"	"S"	2296	96	3	NA	8	96	NA	6	12	NA	7	31	5	NA	0.02467	0.01879	NA	0.003013	0.02467	NA	0.002425	0.004314	NA	0.002614	0.008499	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacterium"
"Desulfobacterium autotrophicum HRM2"	"-"	177437	96	3	NA	8	96	NA	6	12	NA	7	31	5	NA	0.02467	0.01879	NA	0.003013	0.02467	NA	0.002425	0.004314	NA	0.002614	0.008499	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacterium>Desulfobacterium&nbsp;autotrophicum"
"Desulfobacula"	"G"	28222	183	3	2	55	183	1	30	34	6	22	53	20	NA	0.04702	0.01879	0.01045	0.02071	0.04702	0.04212	0.01212	0.01222	0.001488	0.008216	0.01453	0.008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfobacula toluolica"	"S"	28223	183	3	2	55	183	1	30	34	6	22	53	20	NA	0.04702	0.01879	0.01045	0.02071	0.04702	0.04212	0.01212	0.01222	0.001488	0.008216	0.01453	0.008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula"
"Desulfobacula toluolica Tol2"	"-"	651182	183	3	2	55	183	1	30	34	6	22	53	20	NA	0.04702	0.01879	0.01045	0.02071	0.04702	0.04212	0.01212	0.01222	0.001488	0.008216	0.01453	0.008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfobacula>Desulfobacula&nbsp;toluolica"
"Desulfococcus"	"G"	896	104	2	NA	29	104	NA	22	14	1	12	66	5	NA	0.02672	0.01252	NA	0.01092	0.02672	NA	0.00889	0.005033	0.000248	0.004481	0.01809	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfococcus multivorans"	"S"	897	74	2	NA	22	74	NA	14	10	1	5	48	2	NA	0.01901	0.01252	NA	0.008285	0.01901	NA	0.005658	0.003595	0.000248	0.001867	0.01316	0.0008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfococcus"
"Desulfatibacillum"	"G"	218207	80	1	NA	40	80	NA	17	15	1	2	20	4	NA	0.02056	0.006262	NA	0.01506	0.02056	NA	0.00687	0.005393	0.000248	0.0007469	0.005483	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae"
"Desulfatibacillum alkenivorans"	"S"	259354	80	1	NA	40	80	NA	17	15	1	2	20	4	NA	0.02056	0.006262	NA	0.01506	0.02056	NA	0.00687	0.005393	0.000248	0.0007469	0.005483	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfatibacillum"
"Desulfatibacillum alkenivorans AK-01"	"-"	439235	80	1	NA	40	80	NA	17	15	1	2	20	4	NA	0.02056	0.006262	NA	0.01506	0.02056	NA	0.00687	0.005393	0.000248	0.0007469	0.005483	0.001612	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobacteraceae>Desulfatibacillum>Desulfatibacillum&nbsp;alkenivorans"
"Desulfobulbaceae"	"F"	213121	413	7	1	228	413	2	47	68	38	27	139	37	NA	0.1061	0.04383	0.005223	0.08586	0.1061	0.08425	0.01899	0.02445	0.009425	0.01008	0.03811	0.01491	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales"
"Desulfobulbus"	"G"	893	62	1	1	27	62	NA	17	14	29	5	29	5	NA	0.01593	0.006262	0.005223	0.01017	0.01593	NA	0.00687	0.005033	0.007193	0.001867	0.007951	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfobulbus oralis"	"S"	1986146	62	1	1	27	62	NA	17	14	29	5	29	5	NA	0.01593	0.006262	0.005223	0.01017	0.01593	NA	0.00687	0.005033	0.007193	0.001867	0.007951	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfobulbus"
"Desulfocapsa"	"G"	53318	186	1	NA	35	186	1	10	23	3	9	42	17	NA	0.04779	0.006262	NA	0.01318	0.04779	0.04212	0.004041	0.008269	0.0007441	0.003361	0.01151	0.00685	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfocapsa sulfexigens"	"S"	65555	186	1	NA	35	186	1	10	23	3	9	42	17	NA	0.04779	0.006262	NA	0.01318	0.04779	0.04212	0.004041	0.008269	0.0007441	0.003361	0.01151	0.00685	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfocapsa"
"Desulfocapsa sulfexigens DSM 10523"	"-"	1167006	186	1	NA	35	186	1	10	23	3	9	42	17	NA	0.04779	0.006262	NA	0.01318	0.04779	0.04212	0.004041	0.008269	0.0007441	0.003361	0.01151	0.00685	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfocapsa>Desulfocapsa&nbsp;sulfexigens"
"Desulfurivibrio"	"G"	427922	54	1	NA	20	54	1	3	10	4	5	15	NA	NA	0.04212	0.006262	NA	0.007532	0.01388	0.04212	0.001212	0.003595	0.0009921	0.001867	0.004112	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae"
"Desulfurivibrio alkaliphilus"	"S"	427923	54	1	NA	20	54	1	3	10	4	5	15	NA	NA	0.04212	0.006262	NA	0.007532	0.01388	0.04212	0.001212	0.003595	0.0009921	0.001867	0.004112	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfurivibrio"
"Desulfurivibrio alkaliphilus AHT 2"	"-"	589865	54	1	NA	20	54	1	3	10	4	5	15	NA	NA	0.04212	0.006262	NA	0.007532	0.01388	0.04212	0.001212	0.003595	0.0009921	0.001867	0.004112	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Desulfobacterales>Desulfobulbaceae>Desulfurivibrio>Desulfurivibrio&nbsp;alkaliphilus"
"Syntrophobacterales"	"O"	213462	749	17	4	131	749	1	90	111	45	28	225	20	NA	0.1925	0.1064	0.02089	0.04933	0.1925	0.04212	0.03637	0.03991	0.01116	0.01046	0.06169	0.008059	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria"
"Syntrophobacteraceae"	"F"	213465	267	9	2	47	267	1	32	28	8	8	76	9	NA	0.0686	0.05636	0.01045	0.0177	0.0686	0.04212	0.01293	0.01007	0.001984	0.002988	0.02084	0.003627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Syntrophobacter"	"G"	29526	267	9	2	47	267	1	32	28	8	8	76	9	NA	0.0686	0.05636	0.01045	0.0177	0.0686	0.04212	0.01293	0.01007	0.001984	0.002988	0.02084	0.003627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae"
"Syntrophobacter fumaroxidans"	"S"	119484	267	9	2	47	267	1	32	28	8	8	76	9	NA	0.0686	0.05636	0.01045	0.0177	0.0686	0.04212	0.01293	0.01007	0.001984	0.002988	0.02084	0.003627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae>Syntrophobacter"
"Syntrophobacter fumaroxidans MPOB"	"-"	335543	267	9	2	47	267	1	32	28	8	8	76	9	NA	0.0686	0.05636	0.01045	0.0177	0.0686	0.04212	0.01293	0.01007	0.001984	0.002988	0.02084	0.003627	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophobacteraceae>Syntrophobacter>Syntrophobacter&nbsp;fumaroxidans"
"Syntrophaceae"	"F"	213468	475	8	2	84	475	NA	58	81	36	20	144	11	NA	0.122	0.05009	0.01045	0.03163	0.122	NA	0.02344	0.02912	0.008929	0.007469	0.03948	0.004432	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales"
"Desulfomonile"	"G"	2357	105	4	NA	30	105	NA	17	20	24	9	64	5	NA	0.02698	0.02505	NA	0.0113	0.02698	NA	0.00687	0.00719	0.005953	0.003361	0.01755	0.002015	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>delta/epsilon&nbsp;subdivisions>Deltaproteobacteria>Syntrophobacterales>Syntrophaceae"
