"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Albirhodobacter"	"G"	14528	2	1	1	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.01425	0.0004991	0.01425	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Vadicella"	"G"	2663	5	1	NA	1	NA	3	NA	NA	NA	NA	NA	5	NA	0.005599	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudooceanicola"	"G"	26171	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseicitreum"	"G"	2630	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudophaeobacter"	"G"	11458	7	1	1	NA	NA	7	NA	NA	NA	NA	NA	5	NA	0.01425	0.0004991	0.01425	NA	NA	0.003639	NA	NA	NA	NA	NA	0.005599	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Plastorhodobacter"	"G"	14535	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaca"	"G"	2623	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pontivivens"	"G"	14536	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sphingomonadales"	"O"	2823	1868	1184	63	466	NA	1868	1	NA	17	NA	NA	1851	NA	2.073	0.5909	0.8974	0.2869	NA	0.9711	0.8929	NA	0.009352	NA	NA	2.073	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	1868	1184	63	466	NA	1868	1	NA	17	NA	NA	1851	NA	2.073	0.5909	0.8974	0.2869	NA	0.9711	0.8929	NA	0.009352	NA	NA	2.073	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Novosphingobium"	"G"	2846	625	390	22	144	NA	624	NA	NA	4	NA	NA	625	NA	0.6999	0.1946	0.3134	0.08867	NA	0.3244	NA	NA	0.0022	NA	NA	0.6999	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas"	"G"	2852	415	263	15	95	NA	415	1	NA	6	NA	NA	406	NA	0.8929	0.1313	0.2137	0.0585	NA	0.2157	0.8929	NA	0.003301	NA	NA	0.4547	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium"	"G"	2850	157	102	2	35	NA	157	NA	NA	NA	NA	NA	135	NA	0.1512	0.05091	0.02849	0.02155	NA	0.08162	NA	NA	NA	NA	NA	0.1512	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"uncultured"	"G"	2858	115	88	4	47	NA	101	NA	NA	3	NA	NA	115	NA	0.1288	0.04392	0.05698	0.02894	NA	0.05251	NA	NA	0.00165	NA	NA	0.1288	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	2854	148	79	8	37	NA	113	NA	NA	NA	NA	NA	148	NA	0.1657	0.03943	0.114	0.02278	NA	0.05875	NA	NA	NA	NA	NA	0.1657	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	123	77	3	35	NA	85	NA	NA	NA	NA	NA	123	NA	0.1377	0.03843	0.04274	0.02155	NA	0.04419	NA	NA	NA	NA	NA	0.1377	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	77	30	2	9	NA	63	NA	NA	2	NA	NA	77	NA	0.08623	0.01497	0.02849	0.005542	NA	0.03275	NA	NA	0.0011	NA	NA	0.08623	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacter"	"G"	26245	63	18	NA	8	NA	63	NA	NA	NA	NA	NA	37	NA	0.04144	0.008983	NA	0.004926	NA	0.03275	NA	NA	NA	NA	NA	0.04144	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Ellin6055"	"G"	26244	11	7	1	1	NA	11	NA	NA	NA	NA	NA	4	NA	0.01425	0.003494	0.01425	0.0006158	NA	0.005719	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhapis"	"G"	14559	25	6	NA	NA	NA	25	NA	NA	NA	NA	NA	6	NA	0.013	0.002994	NA	NA	NA	0.013	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Qipengyuania"	"G"	26249	5	5	NA	1	NA	5	NA	NA	NA	NA	NA	1	NA	0.002599	0.002495	NA	0.0006158	NA	0.002599	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Polymorphobacter"	"G"	11469	4	4	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001996	0.001996	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Blastomonas"	"G"	2845	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001996	0.001996	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	23	3	1	4	NA	23	NA	NA	NA	NA	NA	8	NA	0.01425	0.001497	0.01425	0.002463	NA	0.01196	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	7	3	NA	2	NA	7	NA	NA	NA	NA	NA	4	NA	0.004479	0.001497	NA	0.001232	NA	0.003639	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"MN 122.2a"	"G"	26246	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingoaurantiacus"	"G"	26251	8	1	NA	NA	NA	8	NA	NA	NA	NA	NA	3	NA	0.004159	0.0004991	NA	NA	NA	0.004159	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Stakelama"	"G"	2856	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingosinicella"	"G"	2855	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizobiales"	"O"	2421	756	407	26	241	NA	756	NA	NA	8	NA	NA	703	NA	0.7873	0.2031	0.3704	0.1484	NA	0.393	NA	NA	0.004401	NA	NA	0.7873	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhizobiales Incertae Sedis"	"F"	2530	204	95	8	40	NA	204	NA	NA	1	NA	NA	127	NA	0.1422	0.04741	0.114	0.02463	NA	0.1061	NA	NA	0.0005501	NA	NA	0.1422	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	14525	169	71	7	31	NA	169	NA	NA	NA	NA	NA	90	NA	0.1008	0.03543	0.09972	0.01909	NA	0.08786	NA	NA	NA	NA	NA	0.1008	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Nordella"	"G"	2534	13	9	NA	4	NA	13	NA	NA	NA	NA	NA	10	NA	0.0112	0.004492	NA	0.002463	NA	0.006758	NA	NA	NA	NA	NA	0.0112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Phreatobacter"	"G"	11439	19	7	1	3	NA	13	NA	NA	1	NA	NA	19	NA	0.02128	0.003494	0.01425	0.001847	NA	0.006758	NA	NA	0.0005501	NA	NA	0.02128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Bauldia"	"G"	2532	8	5	NA	1	NA	8	NA	NA	NA	NA	NA	7	NA	0.007839	0.002495	NA	0.0006158	NA	0.004159	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Alsobacter"	"G"	11437	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Rhizobiaceae"	"F"	2525	223	84	8	52	NA	216	NA	NA	2	NA	NA	223	NA	0.2497	0.04192	0.114	0.03202	NA	0.1123	NA	NA	0.0011	NA	NA	0.2497	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium"	"G"	26091	134	40	6	21	NA	118	NA	NA	NA	NA	NA	134	NA	0.1501	0.01996	0.08547	0.01293	NA	0.06134	NA	NA	NA	NA	NA	0.1501	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Mesorhizobium"	"G"	26112	29	12	NA	8	NA	29	NA	NA	NA	NA	NA	24	NA	0.02688	0.005989	NA	0.004926	NA	0.01508	NA	NA	NA	NA	NA	0.02688	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"uncultured"	"G"	26127	20	5	NA	8	NA	20	NA	NA	NA	NA	NA	13	NA	0.01456	0.002495	NA	0.004926	NA	0.0104	NA	NA	NA	NA	NA	0.01456	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ochrobactrum"	"G"	26115	12	5	NA	3	NA	2	NA	NA	NA	NA	NA	12	NA	0.01344	0.002495	NA	0.001847	NA	0.00104	NA	NA	NA	NA	NA	0.01344	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Ensifer"	"G"	2526	9	4	NA	NA	NA	9	NA	NA	1	NA	NA	4	NA	0.004679	0.001996	NA	NA	NA	0.004679	NA	NA	0.0005501	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Nitratireductor"	"G"	26114	10	4	NA	2	NA	10	NA	NA	NA	NA	NA	3	NA	0.005199	0.001996	NA	0.001232	NA	0.005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Pseudahrensia"	"G"	26119	3	2	NA	2	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0009982	NA	0.001232	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aminobacter"	"G"	26092	2	1	NA	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Aureimonas"	"G"	26095	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Bartonella"	"G"	26096	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01425	0.0004991	0.01425	0.0006158	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Cohaesibacter"	"G"	26103	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Phyllobacterium"	"G"	26118	5	1	NA	2	NA	5	NA	NA	NA	NA	NA	2	NA	0.002599	0.0004991	NA	0.001232	NA	0.002599	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiaceae"
"Hyphomicrobiaceae"	"F"	2472	104	64	2	52	NA	84	NA	NA	NA	NA	NA	104	NA	0.1165	0.03194	0.02849	0.03202	NA	0.04367	NA	NA	NA	NA	NA	0.1165	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	2480	74	52	2	39	NA	71	NA	NA	NA	NA	NA	74	NA	0.08287	0.02595	0.02849	0.02401	NA	0.03691	NA	NA	NA	NA	NA	0.08287	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pedomicrobium"	"G"	2483	23	11	NA	12	NA	8	NA	NA	NA	NA	NA	23	NA	0.02576	0.00549	NA	0.007389	NA	0.004159	NA	NA	NA	NA	NA	0.02576	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Filomicrobium"	"G"	2479	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Xanthobacteraceae"	"F"	2545	87	52	2	29	NA	87	NA	NA	2	NA	NA	64	NA	0.07167	0.02595	0.02849	0.01786	NA	0.04523	NA	NA	0.0011	NA	NA	0.07167	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bradyrhizobium"	"G"	26151	31	31	1	13	NA	25	NA	NA	NA	NA	NA	22	NA	0.02464	0.01547	0.01425	0.008005	NA	0.013	NA	NA	NA	NA	NA	0.02464	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"uncultured"	"G"	2554	33	7	NA	7	NA	33	NA	NA	1	NA	NA	23	NA	0.02576	0.003494	NA	0.00431	NA	0.01716	NA	NA	0.0005501	NA	NA	0.02576	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Afipia"	"G"	26148	4	4	NA	2	NA	3	NA	NA	NA	NA	NA	1	NA	0.001996	0.001996	NA	0.001232	NA	0.00156	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Tardiphaga"	"G"	26159	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.001497	0.001497	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudolabrys"	"G"	2550	7	2	NA	NA	NA	7	NA	NA	NA	NA	NA	2	NA	0.003639	0.0009982	NA	NA	NA	0.003639	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Rhodoplanes"	"G"	26157	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Xanthobacter"	"G"	2553	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	0.0006158	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Pseudorhodoplanes"	"G"	26156	3	1	NA	1	NA	3	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	0.0006158	NA	0.00156	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Xanthobacteraceae"
"Devosiaceae"	"F"	26055	77	34	1	12	NA	56	NA	NA	2	NA	NA	77	NA	0.08623	0.01697	0.01425	0.007389	NA	0.02911	NA	NA	0.0011	NA	NA	0.08623	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	26058	73	30	1	11	NA	49	NA	NA	2	NA	NA	73	NA	0.08175	0.01497	0.01425	0.006773	NA	0.02547	NA	NA	0.0011	NA	NA	0.08175	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"uncultured"	"G"	26064	2	2	NA	1	NA	2	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Maritalea"	"G"	26059	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Beijerinckiaceae"	"F"	2435	56	29	4	18	NA	49	NA	NA	NA	NA	NA	56	NA	0.06271	0.01447	0.05698	0.01108	NA	0.02547	NA	NA	NA	NA	NA	0.06271	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"alphaI cluster"	"G"	26054	20	11	NA	1	NA	20	NA	NA	NA	NA	NA	15	NA	0.0168	0.00549	NA	0.0006158	NA	0.0104	NA	NA	NA	NA	NA	0.0168	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylorosula"	"G"	2442	3	3	3	1	NA	2	NA	NA	NA	NA	NA	NA	NA	0.04274	0.001497	0.04274	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Bosea"	"G"	26042	10	2	1	1	NA	5	NA	NA	NA	NA	NA	10	NA	0.01425	0.0009982	0.01425	0.0006158	NA	0.002599	NA	NA	NA	NA	NA	0.0112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Microvirga"	"G"	26048	4	2	NA	1	NA	4	NA	NA	NA	NA	NA	4	NA	0.004479	0.0009982	NA	0.0006158	NA	0.002079	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula"	"G"	2443	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	1	NA	0.00112	0.0009982	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"uncultured"	"G"	2444	7	1	NA	1	NA	2	NA	NA	NA	NA	NA	7	NA	0.007839	0.0004991	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.007839	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"1174-901-12"	"G"	26040	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia"	"G"	2436	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0005199	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FukuN57"	"G"	26044	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	NA	0.006719	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.006719	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylobacterium"	"G"	26045	8	1	NA	3	NA	2	NA	NA	NA	NA	NA	8	NA	0.008959	0.0004991	NA	0.001847	NA	0.00104	NA	NA	NA	NA	NA	0.008959	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylocystis"	"G"	26046	4	1	NA	NA	NA	4	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.002079	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylosinus"	"G"	26047	3	1	NA	3	NA	2	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	0.001847	NA	0.00104	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"A0839"	"F"	2423	28	26	NA	28	NA	NA	NA	NA	NA	NA	NA	3	NA	0.01724	0.01298	NA	0.01724	NA	NA	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methyloligellaceae"	"F"	26071	30	5	NA	2	NA	30	NA	NA	NA	NA	NA	23	NA	0.02576	0.002495	NA	0.001232	NA	0.0156	NA	NA	NA	NA	NA	0.02576	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26075	25	4	NA	2	NA	25	NA	NA	NA	NA	NA	19	NA	0.02128	0.001996	NA	0.001232	NA	0.013	NA	NA	NA	NA	NA	0.02128	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Methyloceanibacter"	"G"	26072	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Stappiaceae"	"F"	26133	3	2	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.00224	0.0009982	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00224	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Labrenzia"	"G"	26136	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Nesiotobacter"	"G"	26137	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"KF-JG30-B3"	"F"	2493	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"F"	2556	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobiaceae"	"F"	26131	3	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	26132	3	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.00336	0.0004991	NA	NA	NA	0.0005199	NA	NA	NA	NA	NA	0.00336	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodomicrobiaceae"
"Pleomorphomonadaceae"	"F"	26081	5	1	NA	1	NA	5	NA	NA	NA	NA	NA	4	NA	0.004479	0.0004991	NA	0.0006158	NA	0.002599	NA	NA	NA	NA	NA	0.004479	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
