"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Desulfosporosinus orientis"	"S"	1563	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfosporosinus"
"Syntrophobotulus"	"G"	51196	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	0.000514	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Syntrophobotulus glycolicus"	"S"	51197	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0005504	0.000514	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Syntrophobotulus"
"Desulfitobacterium"	"G"	36853	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	0.001238	0.000514	NA	NA	NA	NA	NA	NA	0.0005504	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae"
"Desulfitobacterium dehalogenans"	"S"	36854	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Peptococcaceae>Desulfitobacterium"
"Clostridiaceae"	"F"	31979	209	209	3	106	NA	171	NA	NA	3	NA	NA	57	1	0.6329	0.1074	0.05319	0.08559	NA	0.1068	NA	NA	0.001651	NA	NA	0.07057	0.6329	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridium"	"G"	1485	203	203	3	102	NA	166	NA	NA	3	NA	NA	53	NA	0.1044	0.1044	0.05319	0.08236	NA	0.1037	NA	NA	0.001651	NA	NA	0.06562	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Clostridium botulinum"	"S"	1491	51	48	NA	23	NA	51	NA	NA	1	NA	NA	6	NA	0.03184	0.02467	NA	0.01857	NA	0.03184	NA	NA	0.0005504	NA	NA	0.007428	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium isatidis"	"S"	182773	16	16	2	9	NA	8	NA	NA	NA	NA	NA	4	NA	0.03546	0.008225	0.03546	0.007267	NA	0.004995	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. DL-VIII"	"S"	641107	15	15	NA	4	NA	8	NA	NA	NA	NA	NA	2	NA	0.007711	0.007711	NA	0.00323	NA	0.004995	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. MF28"	"S"	1702238	64	64	NA	33	NA	25	NA	NA	NA	NA	NA	1	NA	0.0329	0.0329	NA	0.02665	NA	0.01561	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium butyricum"	"S"	1492	14	14	NA	12	NA	10	NA	NA	NA	NA	NA	5	NA	0.00969	0.007197	NA	0.00969	NA	0.006244	NA	NA	NA	NA	NA	0.00619	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium perfringens"	"S"	1502	12	12	NA	5	NA	10	NA	NA	NA	NA	NA	4	NA	0.006244	0.006169	NA	0.004037	NA	0.006244	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tyrobutyricum"	"S"	1519	5	5	NA	1	NA	3	NA	NA	NA	NA	NA	1	NA	0.00257	0.00257	NA	0.0008075	NA	0.001873	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium novyi"	"S"	1542	4	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002056	0.002056	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium baratii"	"S"	1561	10	4	NA	3	NA	10	NA	NA	NA	NA	NA	6	NA	0.007428	0.002056	NA	0.002422	NA	0.006244	NA	NA	NA	NA	NA	0.007428	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium chauvoei"	"S"	46867	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.002056	0.002056	NA	NA	NA	0.001249	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium beijerinckii"	"S"	1520	13	3	NA	1	NA	7	NA	NA	NA	NA	NA	13	NA	0.01609	0.001542	NA	0.0008075	NA	0.004371	NA	NA	NA	NA	NA	0.01609	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium formicaceticum"	"S"	1497	2	2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001028	0.001028	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cellulovorans"	"S"	1493	2	2	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.001249	0.001028	NA	NA	NA	0.001249	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium drakei"	"S"	332101	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium estertheticum"	"S"	238834	11	1	NA	3	NA	11	NA	NA	NA	NA	NA	1	NA	0.006868	0.000514	NA	0.002422	NA	0.006868	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium cochlearium"	"S"	1494	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. BNL1100"	"S"	755731	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium acetobutylicum"	"S"	1488	3	1	NA	3	NA	3	NA	NA	NA	NA	NA	NA	NA	0.002422	0.000514	NA	0.002422	NA	0.001873	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium sp. SY8519"	"S"	1042156	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Clostridium tetani"	"S"	1513	3	1	NA	2	NA	2	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	0.001615	NA	0.001249	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Clostridium"
"Geosporobacter"	"G"	390805	5	5	NA	4	NA	3	NA	NA	NA	NA	NA	3	NA	0.003714	0.00257	NA	0.00323	NA	0.001873	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae"
"Geosporobacter ferrireducens"	"S"	1424294	5	5	NA	4	NA	3	NA	NA	NA	NA	NA	3	NA	0.003714	0.00257	NA	0.00323	NA	0.001873	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiaceae>Geosporobacter"
"Lachnospiraceae"	"F"	186803	52	38	NA	30	NA	40	NA	NA	1	NA	NA	52	NA	0.06438	0.01953	NA	0.02422	NA	0.02498	NA	NA	0.0005504	NA	NA	0.06438	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Cellulosilyticum"	"G"	698776	17	17	NA	11	NA	9	NA	NA	NA	NA	NA	1	NA	0.008882	0.008739	NA	0.008882	NA	0.00562	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Cellulosilyticum lentocellum"	"S"	29360	17	17	NA	11	NA	9	NA	NA	NA	NA	NA	1	NA	0.008882	0.008739	NA	0.008882	NA	0.00562	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Cellulosilyticum"
"Lachnoclostridium"	"G"	1506553	12	8	NA	2	NA	2	NA	NA	NA	NA	NA	12	NA	0.01486	0.004112	NA	0.001615	NA	0.001249	NA	NA	NA	NA	NA	0.01486	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnoclostridium phocaeense"	"S"	1871021	7	4	NA	1	NA	NA	NA	NA	NA	NA	NA	7	NA	0.008666	0.002056	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	0.008666	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"[Clostridium] saccharolyticum"	"S"	84030	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002476	0.001028	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"Lachnoclostridium phytofermentans"	"S"	66219	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001028	0.001028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Lachnoclostridium"
"unclassified Lachnospiraceae"	"-"	186928	8	4	NA	3	NA	8	NA	NA	NA	NA	NA	8	NA	0.009904	0.002056	NA	0.002422	NA	0.004995	NA	NA	NA	NA	NA	0.009904	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Lachnospiraceae bacterium oral taxon 500"	"S"	712991	2	2	NA	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001615	0.001028	NA	0.001615	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"Lachnospiraceae bacterium Choco86"	"S"	2109690	5	1	NA	1	NA	5	NA	NA	NA	NA	NA	2	NA	0.003122	0.000514	NA	0.0008075	NA	0.003122	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"[Eubacterium] rectale"	"S"	39491	5	1	NA	NA	NA	2	NA	NA	NA	NA	NA	5	NA	0.00619	0.000514	NA	NA	NA	0.001249	NA	NA	NA	NA	NA	0.00619	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>unclassified&nbsp;Lachnospiraceae"
"Blautia"	"G"	572511	15	6	NA	9	NA	15	NA	NA	NA	NA	NA	12	NA	0.01486	0.003084	NA	0.007267	NA	0.009366	NA	NA	NA	NA	NA	0.01486	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Blautia sp. N6H1-15"	"S"	1912897	14	6	NA	9	NA	14	NA	NA	NA	NA	NA	11	NA	0.01362	0.003084	NA	0.007267	NA	0.008742	NA	NA	NA	NA	NA	0.01362	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Blautia"
"Butyrivibrio"	"G"	830	3	2	NA	3	NA	1	NA	NA	NA	NA	NA	1	NA	0.002422	0.001028	NA	0.002422	NA	0.0006244	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Butyrivibrio fibrisolvens"	"S"	831	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Butyrivibrio"
"Roseburia"	"G"	841	3	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae"
"Roseburia hominis"	"S"	301301	3	1	NA	NA	NA	1	NA	NA	NA	NA	NA	3	NA	0.003714	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	0.003714	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Lachnospiraceae>Roseburia"
"Ruminococcaceae"	"F"	541000	65	27	1	25	NA	27	NA	NA	NA	NA	NA	65	NA	0.08047	0.01388	0.01773	0.02019	NA	0.01686	NA	NA	NA	NA	NA	0.08047	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Ruminococcus"	"G"	1263	23	23	1	18	NA	15	NA	NA	NA	NA	NA	9	NA	0.01773	0.01182	0.01773	0.01453	NA	0.009366	NA	NA	NA	NA	NA	0.01114	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ruminococcus bicirculans"	"S"	1160721	19	19	1	16	NA	11	NA	NA	NA	NA	NA	1	NA	0.01773	0.009767	0.01773	0.01292	NA	0.006868	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ruminococcus champanellensis"	"S"	1161942	8	4	NA	1	NA	3	NA	NA	NA	NA	NA	8	NA	0.009904	0.002056	NA	0.0008075	NA	0.001873	NA	NA	NA	NA	NA	0.009904	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ruminococcus"
"Ethanoligenens"	"G"	253238	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001028	0.001028	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Ethanoligenens harbinense"	"S"	253239	2	2	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001028	0.001028	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Ethanoligenens"
"unclassified Ruminococcaceae"	"-"	552397	4	1	NA	NA	NA	2	NA	NA	NA	NA	NA	4	NA	0.004952	0.000514	NA	NA	NA	0.001249	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"unclassified Ruminococcaceae (miscellaneous)"	"-"	2305133	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004952	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae"
"Ruminococcaceae bacterium CPB6"	"S"	1572656	4	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	NA	0.004952	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.004952	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>unclassified&nbsp;Ruminococcaceae>unclassified&nbsp;Ruminococcaceae&nbsp;(miscellaneous)"
"Faecalibacterium"	"G"	216851	51	1	NA	6	NA	10	NA	NA	NA	NA	NA	51	NA	0.06314	0.000514	NA	0.004845	NA	0.006244	NA	NA	NA	NA	NA	0.06314	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae"
"Faecalibacterium prausnitzii"	"S"	853	51	1	NA	6	NA	10	NA	NA	NA	NA	NA	51	NA	0.06314	0.000514	NA	0.004845	NA	0.006244	NA	NA	NA	NA	NA	0.06314	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Ruminococcaceae>Faecalibacterium"
"Hungateiclostridiaceae"	"F"	2304686	18	18	NA	4	NA	5	NA	NA	NA	NA	NA	11	NA	0.01362	0.009253	NA	0.00323	NA	0.003122	NA	NA	NA	NA	NA	0.01362	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Mageeibacillus"	"G"	1637257	18	18	NA	NA	NA	1	NA	NA	NA	NA	NA	7	NA	0.009253	0.009253	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	0.008666	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae"
"Mageeibacillus indolicus"	"S"	884684	18	18	NA	NA	NA	1	NA	NA	NA	NA	NA	7	NA	0.009253	0.009253	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	0.008666	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Hungateiclostridiaceae>Mageeibacillus"
"Clostridiales incertae sedis"	"-"	538999	6	4	NA	2	NA	6	NA	NA	NA	NA	NA	2	NA	0.003746	0.002056	NA	0.001615	NA	0.003746	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Clostridiales Family XIII. Incertae Sedis"	"F"	543314	5	3	NA	1	NA	5	NA	NA	NA	NA	NA	2	NA	0.003122	0.001542	NA	0.0008075	NA	0.003122	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"[Eubacterium] sulci"	"S"	143393	5	2	NA	1	NA	5	NA	NA	NA	NA	NA	2	NA	0.003122	0.001028	NA	0.0008075	NA	0.003122	NA	NA	NA	NA	NA	0.002476	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Mogibacterium"	"G"	86331	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000514	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XIII.&nbsp;Incertae&nbsp;Sedis"
"Clostridiales Family XVII. Incertae Sedis"	"F"	539000	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis"
"Thermaerobacter"	"G"	73918	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis"
"Thermaerobacter marianensis"	"S"	73919	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006244	0.000514	NA	NA	NA	0.0006244	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Clostridiales&nbsp;incertae&nbsp;sedis>Clostridiales&nbsp;Family&nbsp;XVII.&nbsp;Incertae&nbsp;Sedis>Thermaerobacter"
"unclassified Clostridiales"	"-"	186813	9	6	NA	2	NA	NA	NA	NA	NA	NA	NA	9	NA	0.01114	0.003084	NA	0.001615	NA	NA	NA	NA	NA	NA	NA	0.01114	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"unclassified Clostridiales (miscellaneous)"	"-"	39779	6	5	NA	1	NA	NA	NA	NA	NA	NA	NA	6	NA	0.007428	0.00257	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	0.007428	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales"
"Clostridiales bacterium CCNA10"	"S"	2109688	6	5	NA	1	NA	NA	NA	NA	NA	NA	NA	6	NA	0.007428	0.00257	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	0.007428	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales>unclassified&nbsp;Clostridiales&nbsp;(miscellaneous)"
"Monoglobus"	"G"	2039302	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales"
"Monoglobus pectinilyticus"	"S"	1981510	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0008075	0.000514	NA	0.0008075	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>unclassified&nbsp;Clostridiales>Monoglobus"
"Christensenellaceae"	"F"	990719	16	1	NA	3	NA	3	NA	NA	NA	NA	NA	16	NA	0.01981	0.000514	NA	0.002422	NA	0.001873	NA	NA	NA	NA	NA	0.01981	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
"Christensenella"	"G"	990721	16	1	NA	3	NA	3	NA	NA	NA	NA	NA	16	NA	0.01981	0.000514	NA	0.002422	NA	0.001873	NA	NA	NA	NA	NA	0.01981	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales>Christensenellaceae"
"Symbiobacteriaceae"	"F"	543349	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.001238	0.000514	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001238	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Clostridiales"
