"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_april_BC01.cladeReads"	"centrifuge_classification_april_BC02.cladeReads"	"centrifuge_classification_april_BC03.cladeReads"	"centrifuge_classification_april_BC04.cladeReads"	"centrifuge_classification_april_BC05.cladeReads"	"centrifuge_classification_april_BC06.cladeReads"	"centrifuge_classification_april_BC07.cladeReads"	"centrifuge_classification_april_BC08.cladeReads"	"centrifuge_classification_april_BC09.cladeReads"	"centrifuge_classification_april_BC10.cladeReads"	"centrifuge_classification_april_BC11.cladeReads"	"centrifuge_classification_april_BC12.cladeReads"	"Max.1"	"centrifuge_classification_april_BC01.cladeReads.."	"centrifuge_classification_april_BC02.cladeReads.."	"centrifuge_classification_april_BC03.cladeReads.."	"centrifuge_classification_april_BC04.cladeReads.."	"centrifuge_classification_april_BC05.cladeReads.."	"centrifuge_classification_april_BC06.cladeReads.."	"centrifuge_classification_april_BC07.cladeReads.."	"centrifuge_classification_april_BC08.cladeReads.."	"centrifuge_classification_april_BC09.cladeReads.."	"centrifuge_classification_april_BC10.cladeReads.."	"centrifuge_classification_april_BC11.cladeReads.."	"centrifuge_classification_april_BC12.cladeReads.."	"lineage"
"Yersinia aldovae 670-83"	"-"	1453495	9	NA	NA	2	9	NA	1	NA	NA	NA	2	4	NA	0.002413	NA	NA	0.0007901	0.002413	NA	0.0004247	NA	NA	NA	0.0005774	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Yersinia>Yersinia&nbsp;aldovae"
"Serratia plymuthica 4Rx13"	"-"	682634	4	NA	NA	3	NA	NA	NA	NA	NA	2	4	3	NA	0.001303	NA	NA	0.001185	NA	NA	NA	NA	NA	0.0007568	0.001155	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia plymuthica S13"	"-"	1348660	52	NA	NA	1	3	NA	NA	1	52	NA	2	1	NA	0.01345	NA	NA	0.0003951	0.0008043	NA	NA	0.0003808	0.01345	NA	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;plymuthica"
"Serratia marcescens"	"S"	615	90	NA	NA	9	11	NA	2	4	90	2	3	5	1	0.2584	NA	NA	0.003556	0.002949	NA	0.0008493	0.001523	0.02328	0.0007568	0.0008662	0.002171	0.2584	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia marcescens WW4"	"-"	435998	53	NA	NA	3	6	NA	2	4	53	2	1	3	NA	0.01371	NA	NA	0.001185	0.001609	NA	0.0008493	0.001523	0.01371	0.0007568	0.0002887	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;marcescens"
"Serratia marcescens SM39"	"-"	1334564	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0004342	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;marcescens"
"Serratia marcescens SMB2099"	"-"	1401254	21	NA	NA	1	1	NA	NA	NA	21	NA	NA	NA	NA	0.005432	NA	NA	0.0003951	0.0002681	NA	NA	NA	0.005432	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;marcescens"
"Serratia odorifera"	"S"	618	100	NA	NA	4	8	NA	NA	5	100	4	13	4	NA	0.02587	NA	NA	0.00158	0.002145	NA	NA	0.001904	0.02587	0.001514	0.003753	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia liquefaciens"	"S"	614	6	NA	NA	2	1	NA	NA	1	6	1	4	2	NA	0.001552	NA	NA	0.0007901	0.0002681	NA	NA	0.0003808	0.001552	0.0003784	0.001155	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia liquefaciens ATCC 27592"	"-"	1346614	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	0.0003784	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia>Serratia&nbsp;liquefaciens"
"Serratia sp. FGI94"	"S"	671990	1	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	0.0002587	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Serratia sp. FDAARGOS_506"	"S"	2420306	562	NA	NA	1	3	NA	2	1	562	NA	3	1	NA	0.1454	NA	NA	0.0003951	0.0008043	NA	0.0008493	0.0003808	0.1454	NA	0.0008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Serratia"
"Rahnella sp. ERMR1:05"	"S"	1805933	15	NA	NA	5	10	NA	2	8	1	2	15	8	NA	0.004331	NA	NA	0.001975	0.002681	NA	0.0008493	0.003046	0.0002587	0.0007568	0.004331	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella"
"Rahnella aquatilis HX2"	"-"	1151116	46	NA	NA	3	5	NA	4	1	46	NA	3	1	NA	0.0119	NA	NA	0.001185	0.00134	NA	0.001699	0.0003808	0.0119	NA	0.0008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella>Rahnella&nbsp;aquatilis"
"Rahnella sp. Y9602"	"S"	741091	10	NA	NA	1	1	NA	1	1	10	NA	1	NA	NA	0.002587	NA	NA	0.0003951	0.0002681	NA	0.0004247	0.0003808	0.002587	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Rahnella"
"Chania"	"G"	1745211	4	NA	NA	1	2	NA	1	2	4	NA	2	NA	NA	0.001035	NA	NA	0.0003951	0.0005362	NA	0.0004247	0.0007616	0.001035	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Chania multitudinisentens"	"S"	1639108	4	NA	NA	1	2	NA	1	2	4	NA	2	NA	NA	0.001035	NA	NA	0.0003951	0.0005362	NA	0.0004247	0.0007616	0.001035	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania"
"Chania multitudinisentens RB-25"	"-"	1441930	4	NA	NA	1	2	NA	1	2	4	NA	2	NA	NA	0.001035	NA	NA	0.0003951	0.0005362	NA	0.0004247	0.0007616	0.001035	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania>Chania&nbsp;multitudinisentens"
"Candidatus Fukatsuia"	"G"	1927833	32	NA	NA	1	24	NA	NA	4	32	NA	3	3	NA	0.008277	NA	NA	0.0003951	0.006434	NA	NA	0.001523	0.008277	NA	0.0008662	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae"
"Candidatus Fukatsuia symbiotica"	"S"	1878942	32	NA	NA	1	24	NA	NA	4	32	NA	3	3	NA	0.008277	NA	NA	0.0003951	0.006434	NA	NA	0.001523	0.008277	NA	0.0008662	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Candidatus&nbsp;Fukatsuia"
"Hafnia"	"G"	568	23	NA	NA	4	23	NA	3	6	19	2	11	13	NA	0.006166	NA	NA	0.00158	0.006166	NA	0.001274	0.002285	0.004914	0.0007568	0.003176	0.005645	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Hafnia alvei"	"S"	569	18	NA	NA	2	14	NA	1	2	18	1	6	7	NA	0.004656	NA	NA	0.0007901	0.003753	NA	0.0004247	0.0007616	0.004656	0.0003784	0.001732	0.00304	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Hafnia"
"Hafnia alvei FB1"	"-"	1453496	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Hafnia>Hafnia&nbsp;alvei"
"Hafnia paralvei"	"S"	546367	9	NA	NA	2	9	NA	2	3	NA	1	5	6	NA	0.002605	NA	NA	0.0007901	0.002413	NA	0.0008493	0.001142	NA	0.0003784	0.001444	0.002605	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Hafnia"
"Obesumbacterium"	"G"	82982	27	NA	NA	4	9	NA	NA	NA	27	NA	NA	4	NA	0.006984	NA	NA	0.00158	0.002413	NA	NA	NA	0.006984	NA	NA	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Obesumbacterium proteus"	"S"	82983	27	NA	NA	4	9	NA	NA	NA	27	NA	NA	4	NA	0.006984	NA	NA	0.00158	0.002413	NA	NA	NA	0.006984	NA	NA	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Obesumbacterium"
"Pectobacterium atrosepticum"	"S"	29471	22	NA	NA	1	NA	NA	NA	NA	22	NA	1	NA	NA	0.00569	NA	NA	0.0003951	NA	NA	NA	NA	0.00569	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium parmentieri"	"S"	1905730	35	NA	NA	1	3	NA	1	1	35	NA	2	1	NA	0.009053	NA	NA	0.0003951	0.0008043	NA	0.0004247	0.0003808	0.009053	NA	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Sodalis glossinidius"	"S"	63612	657	NA	NA	7	19	NA	6	4	657	7	8	8	NA	0.1699	NA	NA	0.002765	0.005094	NA	0.002548	0.001523	0.1699	0.002649	0.00231	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Sodalis glossinidius str. 'morsitans'"	"-"	343509	657	NA	NA	7	19	NA	6	4	657	7	8	8	NA	0.1699	NA	NA	0.002765	0.005094	NA	0.002548	0.001523	0.1699	0.002649	0.00231	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis>Sodalis&nbsp;glossinidius"
"Sodalis praecaptivus"	"S"	1239307	13	NA	NA	1	3	NA	1	3	13	3	NA	1	NA	0.003362	NA	NA	0.0003951	0.0008043	NA	0.0004247	0.001142	0.003362	0.001135	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Dickeya dadantii"	"S"	204038	81	NA	NA	1	1	NA	1	NA	81	NA	2	1	NA	0.02095	NA	NA	0.0003951	0.0002681	NA	0.0004247	NA	0.02095	NA	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya dadantii 3937"	"-"	198628	19	NA	NA	1	1	NA	1	NA	19	NA	NA	1	NA	0.004914	NA	NA	0.0003951	0.0002681	NA	0.0004247	NA	0.004914	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;dadantii"
"Providencia alcalifaciens"	"S"	126385	11	NA	NA	6	11	NA	2	3	2	5	8	7	NA	0.00304	NA	NA	0.00237	0.002949	NA	0.0008493	0.001142	0.0005173	0.001892	0.00231	0.00304	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia stuartii"	"S"	588	352	NA	NA	5	19	1	1	6	352	7	14	1	NA	0.09105	NA	NA	0.001975	0.005094	0.08237	0.0004247	0.002285	0.09105	0.002649	0.004042	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Xenorhabdus nematophila"	"S"	628	5	NA	NA	3	1	NA	NA	1	5	1	4	1	NA	0.001293	NA	NA	0.001185	0.0002681	NA	NA	0.0003808	0.001293	0.0003784	0.001155	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Arsenophonus endosymbiont of Aleurodicus dispersus"	"S"	235559	40	NA	NA	6	40	NA	5	1	25	1	14	3	NA	0.01072	NA	NA	0.00237	0.01072	NA	0.002123	0.0003808	0.006466	0.0003784	0.004042	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"unclassified Enterobacterales"	"-"	451511	61	NA	NA	1	6	NA	NA	4	61	1	3	NA	NA	0.01578	NA	NA	0.0003951	0.001609	NA	NA	0.001523	0.01578	0.0003784	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Plesiomonas"	"G"	702	59	NA	NA	1	6	NA	NA	4	59	1	3	NA	NA	0.01526	NA	NA	0.0003951	0.001609	NA	NA	0.001523	0.01526	0.0003784	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales"
"Plesiomonas shigelloides"	"S"	703	59	NA	NA	1	6	NA	NA	4	59	1	3	NA	NA	0.01526	NA	NA	0.0003951	0.001609	NA	NA	0.001523	0.01526	0.0003784	0.0008662	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales>Plesiomonas"
"Aeromonas salmonicida subsp. salmonicida"	"-"	29491	16	NA	NA	3	6	NA	NA	1	NA	NA	16	2	NA	0.00462	NA	NA	0.001185	0.001609	NA	NA	0.0003808	NA	NA	0.00462	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida"
"Aeromonas salmonicida subsp. salmonicida 01-B526"	"-"	1076135	9	NA	NA	1	6	NA	NA	NA	NA	NA	9	2	NA	0.002599	NA	NA	0.0003951	0.001609	NA	NA	NA	NA	NA	0.002599	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas>Aeromonas&nbsp;salmonicida>Aeromonas&nbsp;salmonicida&nbsp;subsp.&nbsp;salmonicida"
"Aeromonas sp. ASNIH1"	"S"	1636606	3	NA	NA	3	2	NA	NA	1	NA	NA	1	2	NA	0.001185	NA	NA	0.001185	0.0005362	NA	NA	0.0003808	NA	NA	0.0002887	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Aeromonas sp. ASNIH7"	"S"	1920107	1	NA	NA	1	NA	NA	NA	NA	NA	1	1	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	NA	0.0003784	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Aeromonas"
"Oceanisphaera"	"G"	225143	32	NA	NA	4	32	NA	5	10	16	2	9	5	NA	0.008579	NA	NA	0.00158	0.008579	NA	0.002123	0.003808	0.004138	0.0007568	0.002599	0.002171	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Oceanisphaera profunda"	"S"	1416627	9	NA	NA	1	5	NA	NA	2	9	NA	1	NA	NA	0.002328	NA	NA	0.0003951	0.00134	NA	NA	0.0007616	0.002328	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Oceanisphaera"
"Zobellella"	"G"	347533	11	NA	NA	2	11	NA	1	1	2	1	2	3	NA	0.002949	NA	NA	0.0007901	0.002949	NA	0.0004247	0.0003808	0.0005173	0.0003784	0.0005774	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Zobellella denitrificans"	"S"	347534	11	NA	NA	2	11	NA	1	1	2	1	2	3	NA	0.002949	NA	NA	0.0007901	0.002949	NA	0.0004247	0.0003808	0.0005173	0.0003784	0.0005774	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae>Zobellella"
"Pseudomonas oleovorans/pseudoalcaligenes group"	"S"	1232139	111	NA	NA	3	111	NA	NA	2	32	2	10	2	NA	0.02976	NA	NA	0.001185	0.02976	NA	NA	0.0007616	0.008277	0.0007568	0.002887	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group"
"Pseudomonas furukawaii"	"S"	1149133	109	NA	NA	3	109	NA	NA	2	32	2	9	2	NA	0.02922	NA	NA	0.001185	0.02922	NA	NA	0.0007616	0.008277	0.0007568	0.002599	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;aeruginosa&nbsp;group>Pseudomonas&nbsp;oleovorans/pseudoalcaligenes&nbsp;group"
"Pseudomonas azotoformans"	"S"	47878	7	NA	NA	1	7	1	NA	NA	1	NA	1	NA	NA	0.08237	NA	NA	0.0003951	0.001877	0.08237	NA	NA	0.0002587	NA	0.0002887	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;fluorescens&nbsp;group"
"Pseudomonas putida S16"	"-"	1042876	2	NA	NA	1	2	NA	NA	NA	2	NA	2	1	NA	0.0005774	NA	NA	0.0003951	0.0005362	NA	NA	NA	0.0005173	NA	0.0005774	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas putida SJTE-1"	"-"	1193499	9	NA	NA	1	9	NA	NA	NA	1	NA	NA	1	NA	0.002413	NA	NA	0.0003951	0.002413	NA	NA	NA	0.0002587	NA	NA	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group>Pseudomonas&nbsp;putida"
"Pseudomonas monteilii"	"S"	76759	30	NA	NA	3	30	NA	NA	3	1	NA	2	NA	NA	0.008043	NA	NA	0.001185	0.008043	NA	NA	0.001142	0.0002587	NA	0.0005774	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas oryzihabitans"	"S"	47885	17	NA	NA	1	17	NA	NA	NA	1	NA	4	NA	NA	0.004557	NA	NA	0.0003951	0.004557	NA	NA	NA	0.0002587	NA	0.001155	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;putida&nbsp;group"
"Pseudomonas stutzeri RCH2"	"-"	644801	16	NA	NA	1	16	NA	NA	1	1	NA	1	1	NA	0.004289	NA	NA	0.0003951	0.004289	NA	NA	0.0003808	0.0002587	NA	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;stutzeri&nbsp;group>Pseudomonas&nbsp;stutzeri&nbsp;subgroup>Pseudomonas&nbsp;stutzeri"
"Pseudomonas sp. QZS01"	"S"	2213226	184	NA	NA	29	184	NA	14	28	13	16	38	15	NA	0.04933	NA	NA	0.01146	0.04933	NA	0.005945	0.01066	0.003362	0.006055	0.01097	0.006513	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas syringae pv. actinidiae ICMP 9853"	"-"	1104678	3	NA	NA	1	3	NA	NA	NA	NA	NA	NA	NA	NA	0.0008043	NA	NA	0.0003951	0.0008043	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;pathovars&nbsp;incertae&nbsp;sedis>Pseudomonas&nbsp;syringae&nbsp;pv.&nbsp;actinidiae"
"Pseudomonas syringae pv. cerasicola"	"-"	264451	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	NA	NA	NA	NA	0.0002587	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;genomosp.&nbsp;1>Pseudomonas&nbsp;syringae>Pseudomonas&nbsp;syringae&nbsp;group&nbsp;pathovars&nbsp;incertae&nbsp;sedis"
"Pseudomonas viridiflava"	"S"	33069	107	NA	NA	3	107	NA	NA	2	NA	NA	9	4	NA	0.02868	NA	NA	0.001185	0.02868	NA	NA	0.0007616	NA	NA	0.002599	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas sp. Lz4W"	"S"	1206777	42	NA	NA	1	42	NA	1	1	NA	2	3	2	NA	0.01126	NA	NA	0.0003951	0.01126	NA	0.0004247	0.0003808	NA	0.0007568	0.0008662	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;syringae&nbsp;group"
"Pseudomonas sp. Leaf58"	"S"	1736226	95	NA	NA	6	95	NA	1	2	NA	1	9	8	NA	0.02547	NA	NA	0.00237	0.02547	NA	0.0004247	0.0007616	NA	0.0003784	0.002599	0.003474	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. CMR12a"	"S"	658629	51	NA	NA	3	51	NA	1	2	NA	2	9	3	NA	0.01367	NA	NA	0.001185	0.01367	NA	0.0004247	0.0007616	NA	0.0007568	0.002599	0.001303	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. UW4"	"S"	1207075	26	NA	NA	3	26	NA	2	2	13	3	1	1	NA	0.00697	NA	NA	0.001185	0.00697	NA	0.0008493	0.0007616	0.003362	0.001135	0.0002887	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. JY-Q"	"S"	1338689	45	NA	NA	3	45	NA	NA	1	NA	NA	3	1	NA	0.01206	NA	NA	0.001185	0.01206	NA	NA	0.0003808	NA	NA	0.0008662	0.0004342	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas alcaliphila"	"S"	101564	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas alcaliphila JAB1"	"-"	741155	1	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA	NA	0.0003951	NA	NA	0.0003951	0.0002681	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas>Pseudomonas&nbsp;alcaliphila"
"Pseudomonas rhizosphaerae"	"S"	216142	35	NA	NA	1	35	NA	NA	1	NA	NA	6	4	NA	0.009383	NA	NA	0.0003951	0.009383	NA	NA	0.0003808	NA	NA	0.001732	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. phDV1"	"S"	253237	6	NA	NA	1	6	NA	NA	NA	NA	NA	NA	NA	NA	0.001609	NA	NA	0.0003951	0.001609	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
"Pseudomonas sp. FGI182"	"S"	1259844	15	NA	NA	1	15	NA	NA	NA	NA	NA	1	4	NA	0.004021	NA	NA	0.0003951	0.004021	NA	NA	NA	NA	NA	0.0002887	0.001737	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae>Pseudomonas"
