"name"	"taxRank"	"taxID"	"Max"	"centrifuge_16s_classification_august_BC01.cladeReads"	"centrifuge_16s_classification_august_BC02.cladeReads"	"centrifuge_16s_classification_august_BC03.cladeReads"	"centrifuge_16s_classification_august_BC04.cladeReads"	"centrifuge_16s_classification_august_BC05.cladeReads"	"centrifuge_16s_classification_august_BC06.cladeReads"	"centrifuge_16s_classification_august_BC07.cladeReads"	"centrifuge_16s_classification_august_BC08.cladeReads"	"centrifuge_16s_classification_august_BC09.cladeReads"	"centrifuge_16s_classification_august_BC10.cladeReads"	"centrifuge_16s_classification_august_BC11.cladeReads"	"centrifuge_16s_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_16s_classification_august_BC01.cladeReads.."	"centrifuge_16s_classification_august_BC02.cladeReads.."	"centrifuge_16s_classification_august_BC03.cladeReads.."	"centrifuge_16s_classification_august_BC04.cladeReads.."	"centrifuge_16s_classification_august_BC05.cladeReads.."	"centrifuge_16s_classification_august_BC06.cladeReads.."	"centrifuge_16s_classification_august_BC07.cladeReads.."	"centrifuge_16s_classification_august_BC08.cladeReads.."	"centrifuge_16s_classification_august_BC09.cladeReads.."	"centrifuge_16s_classification_august_BC10.cladeReads.."	"centrifuge_16s_classification_august_BC11.cladeReads.."	"centrifuge_16s_classification_august_BC12.cladeReads.."	"lineage"
"uncultured Moorella sp."	"S"	198439	2	1	1	NA	NA	NA	2	1	NA	NA	NA	2	NA	0.001911	0.0002852	0.001911	NA	NA	NA	0.0002077	0.0001244	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Moorella>environmental&nbsp;samples"
"Moorella stamsii"	"S"	1266720	4	1	NA	NA	NA	1	2	4	2	NA	1	4	NA	0.0006512	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0004978	0.0001135	NA	0.0006512	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Thermoanaerobacterales>Thermoanaerobacteraceae>Moorella&nbsp;group>Moorella"
"Halanaerobiales"	"O"	53433	7	1	NA	NA	NA	1	2	3	NA	NA	NA	7	NA	0.0007462	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0003733	NA	NA	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia"
"Halobacteroidaceae"	"F"	53434	5	1	NA	NA	NA	NA	2	3	NA	NA	NA	5	NA	0.000533	0.0002852	NA	NA	NA	NA	0.0002077	0.0003733	NA	NA	NA	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales"
"Orenia"	"G"	46468	5	1	NA	NA	NA	NA	2	2	NA	NA	NA	5	NA	0.000533	0.0002852	NA	NA	NA	NA	0.0002077	0.0002489	NA	NA	NA	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae"
"Orenia sivashensis"	"S"	96940	5	1	NA	NA	NA	NA	2	2	NA	NA	NA	5	NA	0.000533	0.0002852	NA	NA	NA	NA	0.0002077	0.0002489	NA	NA	NA	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>Halanaerobiales>Halobacteroidaceae>Orenia"
"environmental samples"	"-"	218638	11	1	NA	NA	NA	4	3	11	1	NA	3	2	NA	0.001954	0.0002852	NA	NA	NA	0.0004121	0.0003116	0.001369	5.673e-05	NA	0.001954	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia"
"uncultured Clostridia bacterium"	"S"	244328	11	1	NA	NA	NA	4	3	11	1	NA	3	2	NA	0.001954	0.0002852	NA	NA	NA	0.0004121	0.0003116	0.001369	5.673e-05	NA	0.001954	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Clostridia>environmental&nbsp;samples"
"environmental samples"	"-"	47928	27	6	1	NA	NA	27	19	26	23	NA	1	11	NA	0.003235	0.001711	0.001911	NA	NA	0.002782	0.001973	0.003235	0.001305	NA	0.0006512	0.001173	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"uncultured Firmicutes bacterium"	"S"	344338	27	6	1	NA	NA	27	17	25	20	NA	1	10	NA	0.003111	0.001711	0.001911	NA	NA	0.002782	0.001766	0.003111	0.001135	NA	0.0006512	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>environmental&nbsp;samples"
"Negativicutes"	"C"	909932	4	3	NA	NA	NA	2	4	4	1	NA	1	3	NA	0.0008557	0.0008557	NA	NA	NA	0.0002061	0.0004154	0.0004978	5.673e-05	NA	0.0006512	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"Veillonellales"	"O"	1843489	3	2	NA	NA	NA	2	3	1	NA	NA	1	3	NA	0.0006512	0.0005704	NA	NA	NA	0.0002061	0.0003116	0.0001244	NA	NA	0.0006512	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes"
"Veillonellaceae"	"F"	31977	3	2	NA	NA	NA	2	3	1	NA	NA	1	3	NA	0.0006512	0.0005704	NA	NA	NA	0.0002061	0.0003116	0.0001244	NA	NA	0.0006512	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales"
"environmental samples"	"-"	135094	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae"
"uncultured Veillonellaceae bacterium"	"S"	194923	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Veillonellales>Veillonellaceae>environmental&nbsp;samples"
"Selenomonadales"	"O"	909929	1	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes"
"Selenomonadaceae"	"F"	1843491	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales"
"Selenomonas"	"G"	970	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae"
"environmental samples"	"-"	89312	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Negativicutes>Selenomonadales>Selenomonadaceae>Selenomonas"
"Tissierellia"	"C"	1737404	2	1	NA	NA	NA	1	2	1	1	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0001244	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes"
"Tissierellales"	"O"	1737405	2	1	NA	NA	NA	1	2	1	1	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0001244	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia"
"Peptoniphilaceae"	"F"	1570339	1	1	NA	NA	NA	1	1	NA	1	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales"
"Helcococcus"	"G"	31983	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae"
"Helcococcus sp. canine oral taxon 069"	"S"	1151474	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Tissierellia>Tissierellales>Peptoniphilaceae>Helcococcus"
"Cyanobacteria/Melainabacteria group"	"-"	1798711	90	33	6	NA	NA	54	33	45	90	NA	3	26	NA	0.01147	0.009412	0.01147	NA	NA	0.005564	0.003427	0.0056	0.005106	NA	0.001954	0.002772	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Cyanobacteria"	"P"	1117	90	33	6	NA	NA	54	33	45	90	NA	3	26	NA	0.01147	0.009412	0.01147	NA	NA	0.005564	0.003427	0.0056	0.005106	NA	0.001954	0.002772	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group"
"environmental samples"	"-"	48504	68	10	1	NA	NA	25	13	17	68	NA	1	5	NA	0.003858	0.002852	0.001911	NA	NA	0.002576	0.00135	0.002116	0.003858	NA	0.0006512	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"uncultured cyanobacterium"	"S"	1211	67	10	1	NA	NA	24	13	17	67	NA	1	5	NA	0.003801	0.002852	0.001911	NA	NA	0.002473	0.00135	0.002116	0.003801	NA	0.0006512	0.000533	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>environmental&nbsp;samples"
"Synechococcales"	"O"	1890424	7	7	3	NA	NA	6	5	5	2	NA	NA	4	NA	0.005733	0.001997	0.005733	NA	NA	0.0006182	0.0005193	0.0006222	0.0001135	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Leptolyngbyaceae"	"F"	1890438	3	3	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	0.001911	0.0008557	0.001911	NA	NA	0.000103	NA	0.0001244	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Leptolyngbya"	"G"	47251	3	3	1	NA	NA	1	NA	1	1	NA	NA	NA	NA	0.001911	0.0008557	0.001911	NA	NA	0.000103	NA	0.0001244	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae"
"Leptolyngbya sp. LEGE 07085"	"S"	915311	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya sp. HK-04"	"S"	1137094	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Leptolyngbya sp. NgrLPT40"	"S"	1578071	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.001911	0.0002852	0.001911	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Leptolyngbyaceae>Leptolyngbya"
"Prochloraceae"	"F"	1213	5	2	2	NA	NA	2	5	4	NA	NA	NA	4	NA	0.003822	0.0005704	0.003822	NA	NA	0.0002061	0.0005193	0.0004978	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Prochlorococcus"	"G"	1218	5	2	2	NA	NA	2	5	4	NA	NA	NA	4	NA	0.003822	0.0005704	0.003822	NA	NA	0.0002061	0.0005193	0.0004978	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae"
"environmental samples"	"-"	98167	4	2	2	NA	NA	2	4	4	NA	NA	NA	4	NA	0.003822	0.0005704	0.003822	NA	NA	0.0002061	0.0004154	0.0004978	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus"
"uncultured Prochlorococcus sp."	"S"	159733	4	2	2	NA	NA	2	4	4	NA	NA	NA	4	NA	0.003822	0.0005704	0.003822	NA	NA	0.0002061	0.0004154	0.0004978	NA	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Prochloraceae>Prochlorococcus>environmental&nbsp;samples"
"Synechococcaceae"	"F"	1890426	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	5.673e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Pseudanabaenaceae"	"F"	1890436	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales"
"Limnothrix"	"G"	132605	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.0002061	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Pseudanabaenaceae"
"environmental samples"	"-"	402591	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Pseudanabaenaceae>Limnothrix"
"uncultured Limnothrix sp."	"S"	402592	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Synechococcales>Pseudanabaenaceae>Limnothrix>environmental&nbsp;samples"
"Oscillatoriophycideae"	"-"	1301283	12	4	NA	NA	NA	9	9	12	2	NA	1	6	NA	0.001493	0.001141	NA	NA	NA	0.0009273	0.0009348	0.001493	0.0001135	NA	0.0006512	0.0006396	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria"
"Chroococcales"	"O"	1118	3	2	NA	NA	NA	1	2	NA	1	NA	NA	3	NA	0.0005704	0.0005704	NA	NA	NA	0.000103	0.0002077	NA	5.673e-05	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Microcystaceae"	"F"	1890449	2	1	NA	NA	NA	1	NA	NA	1	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"Microcystis"	"G"	1125	2	1	NA	NA	NA	1	NA	NA	1	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	5.673e-05	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae"
"Microcystis wesenbergii"	"S"	44823	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	5.673e-05	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis"
"Microcystis wesenbergii SERB 24"	"-"	1610729	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>Microcystaceae>Microcystis>Microcystis&nbsp;wesenbergii"
"unclassified Chroococcales"	"-"	1890648	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales"
"unclassified Chroococcales (miscellaneous)"	"-"	95881	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>unclassified&nbsp;Chroococcales"
"Chroococcales cyanobacterium SERB 43"	"S"	1628170	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Chroococcales>unclassified&nbsp;Chroococcales>unclassified&nbsp;Chroococcales&nbsp;(miscellaneous)"
"Oscillatoriales"	"O"	1150	12	2	NA	NA	NA	8	7	12	1	NA	1	3	NA	0.001493	0.0005704	NA	NA	NA	0.0008242	0.000727	0.001493	5.673e-05	NA	0.0006512	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae"
"Oscillatoriaceae"	"F"	1892254	7	1	NA	NA	NA	7	3	6	NA	NA	1	3	NA	0.0007467	0.0002852	NA	NA	NA	0.0007212	0.0003116	0.0007467	NA	NA	0.0006512	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales"
"Lyngbya"	"G"	28073	5	1	NA	NA	NA	5	1	3	NA	NA	1	2	NA	0.0006512	0.0002852	NA	NA	NA	0.0005151	0.0001039	0.0003733	NA	NA	0.0006512	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae"
"Lyngbya majuscula"	"S"	158786	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Lyngbya"
"Lyngbya majuscula SERB 51"	"-"	1628176	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	0.0001244	NA	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Cyanobacteria/Melainabacteria&nbsp;group>Cyanobacteria>Oscillatoriophycideae>Oscillatoriales>Oscillatoriaceae>Lyngbya>Lyngbya&nbsp;majuscula"
"Chloroflexi"	"P"	200795	49	14	6	NA	NA	32	20	49	40	NA	6	38	1	0.01147	0.003993	0.01147	NA	NA	0.003297	0.002077	0.006098	0.002269	NA	0.003907	0.004051	0.002023	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"environmental samples"	"-"	58229	35	7	1	NA	NA	12	10	13	35	NA	3	12	NA	0.001997	0.001997	0.001911	NA	NA	0.001236	0.001039	0.001618	0.001986	NA	0.001954	0.001279	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi"
"uncultured Chloroflexi bacterium"	"S"	166587	34	7	1	NA	NA	12	10	11	34	NA	3	9	NA	0.001997	0.001997	0.001911	NA	NA	0.001236	0.001039	0.001369	0.001929	NA	0.001954	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Chloroflexi>environmental&nbsp;samples"
"Tenericutes"	"P"	544448	41	11	4	NA	NA	28	25	36	41	NA	3	26	NA	0.007644	0.003137	0.007644	NA	NA	0.002885	0.002597	0.00448	0.002326	NA	0.001954	0.002772	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group"
"Mollicutes"	"C"	31969	41	11	4	NA	NA	28	25	36	41	NA	3	26	NA	0.007644	0.003137	0.007644	NA	NA	0.002885	0.002597	0.00448	0.002326	NA	0.001954	0.002772	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes"
"Acholeplasmatales"	"O"	186329	37	6	2	NA	NA	18	11	18	37	NA	2	13	NA	0.003822	0.001711	0.003822	NA	NA	0.001855	0.001142	0.00224	0.002099	NA	0.001302	0.001386	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes"
"Acholeplasmataceae"	"F"	2146	37	6	2	NA	NA	18	11	18	37	NA	2	13	NA	0.003822	0.001711	0.003822	NA	NA	0.001855	0.001142	0.00224	0.002099	NA	0.001302	0.001386	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales"
"Candidatus Phytoplasma"	"G"	33926	37	6	2	NA	NA	18	11	18	37	NA	2	13	NA	0.003822	0.001711	0.003822	NA	NA	0.001855	0.001142	0.00224	0.002099	NA	0.001302	0.001386	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae"
"16SrXXXII (Malaysian periwinkle virescence group)"	"S"	1315267	3	3	2	NA	NA	2	NA	NA	1	NA	1	NA	NA	0.003822	0.0008557	0.003822	NA	NA	0.0002061	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Candidatus Phytoplasma malaysianum"	"S"	1315268	3	3	2	NA	NA	2	NA	NA	1	NA	1	NA	NA	0.003822	0.0008557	0.003822	NA	NA	0.0002061	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrXXXII&nbsp;(Malaysian&nbsp;periwinkle&nbsp;virescence&nbsp;group)"
"Oil palm phytoplasma"	"-"	510023	3	3	2	NA	NA	2	NA	NA	1	NA	1	NA	NA	0.003822	0.0008557	0.003822	NA	NA	0.0002061	NA	NA	5.673e-05	NA	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>16SrXXXII&nbsp;(Malaysian&nbsp;periwinkle&nbsp;virescence&nbsp;group)>Candidatus&nbsp;Phytoplasma&nbsp;malaysianum"
"Candidatus Phytoplasma asteris"	"S"	85620	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
"Mexican potato purple top phytoplasma"	"S"	111873	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma>Candidatus&nbsp;Phytoplasma&nbsp;asteris"
"16SrII (Peanut WB group)"	"S"	85621	2	1	NA	NA	NA	1	1	NA	NA	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Tenericutes>Mollicutes>Acholeplasmatales>Acholeplasmataceae>Candidatus&nbsp;Phytoplasma"
