"name"	"taxRank"	"taxID"	"Max"	"centrifuge_classification_august_BC01.cladeReads"	"centrifuge_classification_august_BC02.cladeReads"	"centrifuge_classification_august_BC03.cladeReads"	"centrifuge_classification_august_BC04.cladeReads"	"centrifuge_classification_august_BC05.cladeReads"	"centrifuge_classification_august_BC06.cladeReads"	"centrifuge_classification_august_BC07.cladeReads"	"centrifuge_classification_august_BC08.cladeReads"	"centrifuge_classification_august_BC09.cladeReads"	"centrifuge_classification_august_BC10.cladeReads"	"centrifuge_classification_august_BC11.cladeReads"	"centrifuge_classification_august_BC12.cladeReads"	"Max.1"	"centrifuge_classification_august_BC01.cladeReads.."	"centrifuge_classification_august_BC02.cladeReads.."	"centrifuge_classification_august_BC03.cladeReads.."	"centrifuge_classification_august_BC04.cladeReads.."	"centrifuge_classification_august_BC05.cladeReads.."	"centrifuge_classification_august_BC06.cladeReads.."	"centrifuge_classification_august_BC07.cladeReads.."	"centrifuge_classification_august_BC08.cladeReads.."	"centrifuge_classification_august_BC09.cladeReads.."	"centrifuge_classification_august_BC10.cladeReads.."	"centrifuge_classification_august_BC11.cladeReads.."	"centrifuge_classification_august_BC12.cladeReads.."	"lineage"
"Chania multitudinisentens RB-25"	"-"	1441930	24	1	NA	NA	NA	NA	2	4	24	NA	1	12	1	0.002023	0.0002852	NA	NA	NA	NA	0.0002077	0.0004978	0.001362	NA	0.0006512	0.001279	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Yersiniaceae>Chania>Chania&nbsp;multitudinisentens"
"Erwiniaceae"	"F"	1903409	9676	64	17	NA	1	551	407	484	9676	2	45	600	121	0.5489	0.01825	0.03249	NA	0.0878	0.05677	0.04227	0.06023	0.5489	0.2601	0.02931	0.06396	0.2447	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Pantoea"	"G"	53335	4155	31	6	NA	NA	202	141	239	4155	1	22	325	110	0.2357	0.008842	0.01147	NA	NA	0.02081	0.01464	0.02974	0.2357	0.13	0.01433	0.03465	0.2225	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Candidatus Pantoea carbekii"	"S"	1235990	164	16	3	NA	NA	128	94	17	164	NA	2	17	1	0.01319	0.004564	0.005733	NA	NA	0.01319	0.009763	0.002116	0.009304	NA	0.001302	0.001812	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea ananatis"	"S"	553	1588	9	2	NA	NA	44	28	17	1588	NA	NA	25	3	0.09009	0.002567	0.003822	NA	NA	0.004533	0.002908	0.002116	0.09009	NA	NA	0.002665	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea ananatis LMG 20103"	"-"	706191	1579	8	2	NA	NA	41	28	13	1579	NA	NA	16	3	0.08958	0.002282	0.003822	NA	NA	0.004224	0.002908	0.001618	0.08958	NA	NA	0.001706	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;ananatis"
"Pantoea ananatis LMG 5342"	"-"	1123863	7	1	NA	NA	NA	NA	NA	1	7	NA	NA	3	NA	0.0003971	0.0002852	NA	NA	NA	NA	NA	0.0001244	0.0003971	NA	NA	0.0003198	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea>Pantoea&nbsp;ananatis"
"Pantoea vagans"	"S"	470934	842	4	NA	NA	NA	11	6	43	842	1	3	50	12	0.13	0.001141	NA	NA	NA	0.001133	0.0006232	0.005351	0.04777	0.13	0.001954	0.00533	0.02427	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea sp. At-9b"	"S"	592316	373	1	1	NA	NA	4	3	9	373	NA	1	20	1	0.02116	0.0002852	0.001911	NA	NA	0.0004121	0.0003116	0.00112	0.02116	NA	0.0006512	0.002132	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Pantoea sp. PSNIH1"	"S"	1484158	118	1	NA	NA	NA	2	1	NA	118	NA	NA	2	1	0.006694	0.0002852	NA	NA	NA	0.0002061	0.0001039	NA	0.006694	NA	NA	0.0002132	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Pantoea"
"Erwinia"	"G"	551	3073	16	1	NA	1	87	93	189	3073	1	12	180	1	0.1743	0.004564	0.001911	NA	0.0878	0.008964	0.009659	0.02352	0.1743	0.13	0.007815	0.01919	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Erwinia sp. Ejp617"	"S"	215689	1771	12	NA	NA	1	69	77	49	1771	NA	4	29	NA	0.1005	0.003423	NA	NA	0.0878	0.007109	0.007997	0.006098	0.1005	NA	0.002605	0.003091	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia billingiae"	"S"	182337	215	1	NA	NA	NA	9	12	83	215	NA	2	82	NA	0.0122	0.0002852	NA	NA	NA	0.0009273	0.001246	0.01033	0.0122	NA	0.001302	0.008741	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia billingiae Eb661"	"-"	634500	215	1	NA	NA	NA	9	12	83	215	NA	2	82	NA	0.0122	0.0002852	NA	NA	NA	0.0009273	0.001246	0.01033	0.0122	NA	0.001302	0.008741	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia>Erwinia&nbsp;billingiae"
"Erwinia tasmaniensis"	"S"	338565	7	1	NA	NA	NA	NA	1	4	1	1	NA	7	NA	0.13	0.0002852	NA	NA	NA	NA	0.0001039	0.0004978	5.673e-05	0.13	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Erwinia tasmaniensis Et1/99"	"-"	465817	7	1	NA	NA	NA	NA	1	4	1	1	NA	7	NA	0.13	0.0002852	NA	NA	NA	NA	0.0001039	0.0004978	5.673e-05	0.13	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia>Erwinia&nbsp;tasmaniensis"
"Erwinia gerundensis"	"S"	1619313	26	1	1	NA	NA	2	NA	2	26	NA	NA	7	NA	0.001911	0.0002852	0.001911	NA	NA	0.0002061	NA	0.0002489	0.001475	NA	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Candidatus Erwinia haradaeae"	"S"	1922217	299	1	NA	NA	NA	4	NA	5	299	NA	NA	5	1	0.01696	0.0002852	NA	NA	NA	0.0004121	NA	0.0006222	0.01696	NA	NA	0.000533	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Erwinia"
"Buchnera"	"G"	32199	1645	3	2	NA	NA	29	31	13	1645	NA	5	25	1	0.09332	0.0008557	0.003822	NA	NA	0.002988	0.00322	0.001618	0.09332	NA	0.003256	0.002665	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Buchnera aphidicola"	"S"	9	1645	3	2	NA	NA	29	31	13	1645	NA	5	25	1	0.09332	0.0008557	0.003822	NA	NA	0.002988	0.00322	0.001618	0.09332	NA	0.003256	0.002665	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera"
"Buchnera aphidicola (Diuraphis noxia)"	"-"	118101	5	1	NA	NA	NA	5	3	NA	2	NA	NA	1	NA	0.0005151	0.0002852	NA	NA	NA	0.0005151	0.0003116	NA	0.0001135	NA	NA	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Buchnera aphidicola (Schlechtendalia chinensis)"	"-"	118110	30	1	NA	NA	NA	NA	NA	NA	30	NA	NA	NA	NA	0.001702	0.0002852	NA	NA	NA	NA	NA	NA	0.001702	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Buchnera>Buchnera&nbsp;aphidicola"
"Wigglesworthia"	"G"	51228	119	1	NA	NA	NA	10	7	6	119	NA	3	6	1	0.006751	0.0002852	NA	NA	NA	0.00103	0.000727	0.0007467	0.006751	NA	0.001954	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae"
"Wigglesworthia glossinidia"	"S"	51229	119	1	NA	NA	NA	10	7	6	119	NA	3	6	1	0.006751	0.0002852	NA	NA	NA	0.00103	0.000727	0.0007467	0.006751	NA	0.001954	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Erwiniaceae>Wigglesworthia"
"Hafniaceae"	"F"	1903412	31035	58	10	1	1	244	195	221	31035	2	21	268	18	1.761	0.01654	0.01911	0.1433	0.0878	0.02514	0.02025	0.0275	1.761	0.2601	0.01368	0.02857	0.03641	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Edwardsiella"	"G"	635	30871	58	10	1	1	237	190	154	30871	2	16	201	17	1.751	0.01654	0.01911	0.1433	0.0878	0.02442	0.01973	0.01916	1.751	0.2601	0.01042	0.02143	0.03438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae"
"Edwardsiella ictaluri"	"S"	67780	30678	55	10	1	1	236	190	152	30678	2	16	198	17	1.74	0.01569	0.01911	0.1433	0.0878	0.02431	0.01973	0.01892	1.74	0.2601	0.01042	0.02111	0.03438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Edwardsiella"
"Edwardsiella tarda"	"S"	636	81	1	NA	NA	NA	1	NA	2	81	NA	NA	NA	NA	0.004595	0.0002852	NA	NA	NA	0.000103	NA	0.0002489	0.004595	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Edwardsiella"
"Edwardsiella piscicida"	"S"	1263550	8	1	NA	NA	NA	NA	NA	NA	8	NA	NA	NA	NA	0.0004538	0.0002852	NA	NA	NA	NA	NA	NA	0.0004538	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Hafniaceae>Edwardsiella"
"Pectobacteriaceae"	"F"	1903410	4844	47	16	NA	1	235	176	650	4844	NA	25	602	85	0.2748	0.01341	0.03058	NA	0.0878	0.02421	0.01828	0.08089	0.2748	NA	0.01628	0.06417	0.1719	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Sodalis"	"G"	84565	3190	23	10	NA	1	161	138	57	3190	NA	3	27	6	0.181	0.00656	0.01911	NA	0.0878	0.01659	0.01433	0.007093	0.181	NA	0.001954	0.002878	0.01214	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Candidatus Sodalis pierantonius"	"S"	1486991	647	20	10	NA	NA	147	125	40	647	NA	1	18	5	0.0367	0.005704	0.01911	NA	NA	0.01515	0.01298	0.004978	0.0367	NA	0.0006512	0.001919	0.01011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Candidatus Sodalis pierantonius str. SOPE"	"-"	2342	647	20	10	NA	NA	147	125	40	647	NA	1	18	5	0.0367	0.005704	0.01911	NA	NA	0.01515	0.01298	0.004978	0.0367	NA	0.0006512	0.001919	0.01011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis>Candidatus&nbsp;Sodalis&nbsp;pierantonius"
"Sodalis glossinidius"	"S"	63612	1927	2	NA	NA	1	7	3	10	1927	NA	1	6	1	0.1093	0.0005704	NA	NA	0.0878	0.0007212	0.0003116	0.001244	0.1093	NA	0.0006512	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis"
"Sodalis glossinidius str. 'morsitans'"	"-"	343509	1927	2	NA	NA	1	7	3	10	1927	NA	1	6	1	0.1093	0.0005704	NA	NA	0.0878	0.0007212	0.0003116	0.001244	0.1093	NA	0.0006512	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Sodalis>Sodalis&nbsp;glossinidius"
"Pectobacterium"	"G"	122277	1214	12	1	NA	NA	32	22	416	1214	NA	10	199	16	0.06887	0.003423	0.001911	NA	NA	0.003297	0.002285	0.05177	0.06887	NA	0.006512	0.02121	0.03236	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Pectobacterium carotovorum"	"S"	554	1095	11	1	NA	NA	29	18	216	1095	NA	4	98	10	0.06212	0.003137	0.001911	NA	NA	0.002988	0.00187	0.02688	0.06212	NA	0.002605	0.01045	0.02023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Pectobacterium carotovorum subsp. carotovorum"	"-"	555	1023	10	1	NA	NA	23	13	48	1023	NA	2	30	2	0.05803	0.002852	0.001911	NA	NA	0.00237	0.00135	0.005973	0.05803	NA	0.001302	0.003198	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum"
"Pectobacterium carotovorum subsp. carotovorum PCC21"	"-"	1218933	1023	9	1	NA	NA	22	13	47	1023	NA	2	30	2	0.05803	0.002567	0.001911	NA	NA	0.002267	0.00135	0.005849	0.05803	NA	0.001302	0.003198	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum>Pectobacterium&nbsp;carotovorum&nbsp;subsp.&nbsp;carotovorum"
"Pectobacterium carotovorum subsp. brasiliense"	"-"	180957	81	1	NA	NA	NA	2	2	81	72	NA	1	32	7	0.01416	0.0002852	NA	NA	NA	0.0002061	0.0002077	0.01008	0.004085	NA	0.0006512	0.003411	0.01416	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium>Pectobacterium&nbsp;carotovorum"
"Pectobacterium parmentieri"	"S"	1905730	84	1	NA	NA	NA	1	1	84	83	NA	4	33	3	0.01045	0.0002852	NA	NA	NA	0.000103	0.0001039	0.01045	0.004709	NA	0.002605	0.003518	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Pectobacterium"
"Dickeya"	"G"	204037	364	8	5	NA	NA	36	14	170	314	NA	11	364	61	0.1234	0.002282	0.009555	NA	NA	0.003709	0.001454	0.02116	0.01781	NA	0.007164	0.0388	0.1234	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Dickeya zeae"	"S"	204042	241	5	3	NA	NA	22	6	102	24	NA	5	241	44	0.08899	0.001426	0.005733	NA	NA	0.002267	0.0006232	0.01269	0.001362	NA	0.003256	0.02569	0.08899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Dickeya zeae EC1"	"-"	1427366	173	2	3	NA	NA	18	5	90	4	NA	4	173	43	0.08697	0.0005704	0.005733	NA	NA	0.001855	0.0005193	0.0112	0.0002269	NA	0.002605	0.01844	0.08697	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya>Dickeya&nbsp;zeae"
"Dickeya fangzhongdai"	"S"	1778540	15	1	NA	NA	NA	1	NA	11	1	NA	2	15	2	0.004045	0.0002852	NA	NA	NA	0.000103	NA	0.001369	5.673e-05	NA	0.001302	0.001599	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Dickeya"
"Brenneria"	"G"	71655	95	3	NA	NA	NA	1	NA	2	95	NA	NA	3	1	0.005389	0.0008557	NA	NA	NA	0.000103	NA	0.0002489	0.005389	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Brenneria goodwinii"	"S"	1109412	95	3	NA	NA	NA	1	NA	2	95	NA	NA	3	1	0.005389	0.0008557	NA	NA	NA	0.000103	NA	0.0002489	0.005389	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Brenneria"
"Lonsdalea"	"G"	1082702	27	1	NA	NA	NA	5	1	5	27	NA	1	6	1	0.002023	0.0002852	NA	NA	NA	0.0005151	0.0001039	0.0006222	0.001532	NA	0.0006512	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae"
"Lonsdalea britannica"	"S"	1082704	27	1	NA	NA	NA	5	1	5	27	NA	1	6	1	0.002023	0.0002852	NA	NA	NA	0.0005151	0.0001039	0.0006222	0.001532	NA	0.0006512	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Pectobacteriaceae>Lonsdalea"
"Morganellaceae"	"F"	1903414	2866	36	5	NA	NA	153	105	244	2866	1	16	189	19	0.1626	0.01027	0.009555	NA	NA	0.01576	0.01091	0.03036	0.1626	0.13	0.01042	0.02015	0.03843	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Providencia"	"G"	586	652	14	NA	NA	NA	12	8	73	652	1	3	46	4	0.13	0.003993	NA	NA	NA	0.001236	0.0008309	0.009084	0.03699	0.13	0.001954	0.004904	0.00809	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Providencia alcalifaciens"	"S"	126385	38	8	NA	NA	NA	6	2	38	11	NA	NA	12	3	0.006068	0.002282	NA	NA	NA	0.0006182	0.0002077	0.004729	0.000624	NA	NA	0.001279	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia stuartii"	"S"	588	622	3	NA	NA	NA	5	4	17	622	1	3	18	1	0.13	0.0008557	NA	NA	NA	0.0005151	0.0004154	0.002116	0.03529	0.13	0.001954	0.001919	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Providencia rettgeri"	"S"	587	7	2	NA	NA	NA	NA	NA	5	NA	NA	NA	7	NA	0.0007462	0.0005704	NA	NA	NA	NA	NA	0.0006222	NA	NA	NA	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Providencia"
"Proteus"	"G"	583	1692	10	2	NA	NA	56	30	54	1692	NA	4	61	3	0.09599	0.002852	0.003822	NA	NA	0.00577	0.003116	0.00672	0.09599	NA	0.002605	0.006503	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Proteus mirabilis"	"S"	584	1684	10	2	NA	NA	56	30	38	1684	NA	4	48	3	0.09553	0.002852	0.003822	NA	NA	0.00577	0.003116	0.004729	0.09553	NA	0.002605	0.005117	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Proteus"
"Arsenophonus"	"G"	637	73	6	1	NA	NA	31	52	61	73	NA	4	42	3	0.007591	0.001711	0.001911	NA	NA	0.003194	0.005401	0.007591	0.004141	NA	0.002605	0.004477	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Arsenophonus endosymbiont of Aleurodicus dispersus"	"S"	235559	64	6	1	NA	NA	31	52	61	64	NA	4	41	3	0.007591	0.001711	0.001911	NA	NA	0.003194	0.005401	0.007591	0.003631	NA	0.002605	0.004371	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Arsenophonus"
"Xenorhabdus"	"G"	626	146	4	1	NA	NA	3	2	17	146	NA	1	20	9	0.0182	0.001141	0.001911	NA	NA	0.0003091	0.0002077	0.002116	0.008283	NA	0.0006512	0.002132	0.0182	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Xenorhabdus poinarii"	"S"	40577	28	2	NA	NA	NA	NA	NA	3	28	NA	1	4	NA	0.001588	0.0005704	NA	NA	NA	NA	NA	0.0003733	0.001588	NA	0.0006512	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus"
"Xenorhabdus poinarii G6"	"-"	1354304	28	2	NA	NA	NA	NA	NA	3	28	NA	1	4	NA	0.001588	0.0005704	NA	NA	NA	NA	NA	0.0003733	0.001588	NA	0.0006512	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Xenorhabdus>Xenorhabdus&nbsp;poinarii"
"Morganella"	"G"	581	160	1	1	NA	NA	1	NA	4	160	NA	1	9	NA	0.009077	0.0002852	0.001911	NA	NA	0.000103	NA	0.0004978	0.009077	NA	0.0006512	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Morganella morganii"	"S"	582	160	1	1	NA	NA	1	NA	4	160	NA	1	9	NA	0.009077	0.0002852	0.001911	NA	NA	0.000103	NA	0.0004978	0.009077	NA	0.0006512	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae>Morganella"
"Photorhabdus"	"G"	29487	115	1	NA	NA	NA	49	13	31	115	NA	3	7	NA	0.006524	0.0002852	NA	NA	NA	0.005048	0.00135	0.003858	0.006524	NA	0.001954	0.0007462	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Morganellaceae"
"Budviciaceae"	"F"	1903416	104	8	4	NA	NA	88	72	20	104	1	2	21	4	0.13	0.002282	0.007644	NA	NA	0.009067	0.007478	0.002489	0.0059	0.13	0.001302	0.002239	0.00809	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Pragia"	"G"	82984	101	7	4	NA	NA	87	70	19	101	1	2	17	4	0.13	0.001997	0.007644	NA	NA	0.008964	0.00727	0.002364	0.00573	0.13	0.001302	0.001812	0.00809	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae"
"Pragia fontium"	"S"	82985	95	7	4	NA	NA	87	70	19	95	1	1	15	3	0.13	0.001997	0.007644	NA	NA	0.008964	0.00727	0.002364	0.005389	0.13	0.0006512	0.001599	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae>Pragia"
"Leminorella"	"G"	82980	4	1	NA	NA	NA	1	2	1	3	NA	NA	4	NA	0.0004264	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0001244	0.0001702	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae"
"Leminorella richardii"	"S"	158841	4	1	NA	NA	NA	1	2	1	3	NA	NA	4	NA	0.0004264	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0001244	0.0001702	NA	NA	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>Budviciaceae>Leminorella"
"unclassified Enterobacterales"	"-"	451511	276	4	NA	NA	NA	11	10	46	276	NA	1	76	NA	0.01566	0.001141	NA	NA	NA	0.001133	0.001039	0.005724	0.01566	NA	0.0006512	0.008102	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales"
"Plesiomonas"	"G"	702	254	4	NA	NA	NA	11	9	46	254	NA	1	76	NA	0.01441	0.001141	NA	NA	NA	0.001133	0.0009348	0.005724	0.01441	NA	0.0006512	0.008102	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales"
"Plesiomonas shigelloides"	"S"	703	254	4	NA	NA	NA	11	9	46	254	NA	1	76	NA	0.01441	0.001141	NA	NA	NA	0.001133	0.0009348	0.005724	0.01441	NA	0.0006512	0.008102	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacterales>unclassified&nbsp;Enterobacterales>Plesiomonas"
"Xanthomonadales"	"O"	135614	3996	774	134	7	3	3220	2393	3996	227	2	364	3285	163	1.003	0.2208	0.2561	1.003	0.2634	0.3318	0.2485	0.4973	0.01288	0.2601	0.237	0.3502	0.3297	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria"
"Xanthomonadaceae"	"F"	32033	2585	458	68	6	2	2109	1488	2585	184	2	244	2058	106	0.8596	0.1306	0.1299	0.8596	0.1756	0.2173	0.1545	0.3217	0.01044	0.2601	0.1589	0.2194	0.2144	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales"
"Stenotrophomonas"	"G"	40323	628	134	18	3	2	608	371	628	37	1	66	540	26	0.4298	0.03822	0.0344	0.4298	0.1756	0.06264	0.03853	0.07815	0.002099	0.13	0.04298	0.05757	0.05259	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae"
"Stenotrophomonas maltophilia group"	"S"	995085	152	32	3	1	1	152	116	124	12	NA	12	103	7	0.1433	0.009127	0.005733	0.1433	0.0878	0.01566	0.01205	0.01543	0.0006808	NA	0.007815	0.01098	0.01416	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Gammaproteobacteria>Xanthomonadales>Xanthomonadaceae>Stenotrophomonas"
