"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Altererythrobacter sp. B11"	"S"	2060312	169	64	4	NA	NA	88	55	169	NA	NA	31	34	1	0.02103	0.01825	0.007644	NA	NA	0.009067	0.005712	0.02103	NA	NA	0.02019	0.003624	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter dongtanensis"	"S"	692370	143	36	2	NA	NA	70	77	143	NA	NA	52	47	2	0.03386	0.01027	0.003822	NA	NA	0.007212	0.007997	0.0178	NA	NA	0.03386	0.00501	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter epoxidivorans"	"S"	361183	73	10	NA	NA	1	43	42	73	NA	NA	19	18	1	0.0878	0.002852	NA	NA	0.0878	0.00443	0.004362	0.009084	NA	NA	0.01237	0.001919	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter sp. NS1"	"S"	2338327	14	3	1	NA	NA	12	8	14	NA	NA	6	4	NA	0.003907	0.0008557	0.001911	NA	NA	0.001236	0.0008309	0.001742	NA	NA	0.003907	0.0004264	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter ishigakiensis"	"S"	476157	30	1	NA	NA	NA	13	15	30	NA	NA	4	10	NA	0.003733	0.0002852	NA	NA	NA	0.001339	0.001558	0.003733	NA	NA	0.002605	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter namhicola"	"S"	645517	8	1	NA	NA	NA	5	2	8	NA	NA	2	2	NA	0.001302	0.0002852	NA	NA	NA	0.0005151	0.0002077	0.0009955	NA	NA	0.001302	0.0002132	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Altererythrobacter atlanticus"	"S"	1267766	8	1	1	NA	NA	8	4	3	NA	NA	NA	3	1	0.002023	0.0002852	0.001911	NA	NA	0.0008242	0.0004154	0.0003733	NA	NA	NA	0.0003198	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Erythrobacter"	"G"	1041	156	156	17	NA	2	123	75	104	3	2	47	44	5	0.2601	0.04449	0.03249	NA	0.1756	0.01267	0.00779	0.01294	0.0001702	0.2601	0.03061	0.00469	0.01011	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Erythrobacter atlanticus"	"S"	1648404	32	32	2	NA	NA	23	12	23	NA	NA	19	5	2	0.01237	0.009127	0.003822	NA	NA	0.00237	0.001246	0.002862	NA	NA	0.01237	0.000533	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter sp. Alg231-14"	"S"	1922225	16	11	NA	NA	NA	16	6	2	2	1	4	6	1	0.13	0.003137	NA	NA	NA	0.001648	0.0006232	0.0002489	0.0001135	0.13	0.002605	0.0006396	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter flavus"	"S"	192812	3	1	NA	NA	NA	1	2	2	NA	NA	3	2	1	0.002023	0.0002852	NA	NA	NA	0.000103	0.0002077	0.0002489	NA	NA	0.001954	0.0002132	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter gangjinensis"	"S"	502682	21	1	NA	NA	1	11	11	21	NA	NA	6	10	NA	0.0878	0.0002852	NA	NA	0.0878	0.001133	0.001142	0.002613	NA	NA	0.003907	0.001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter sp. HL-111"	"S"	1798193	1	1	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	0.13	0.0002852	NA	NA	NA	NA	NA	NA	NA	0.13	0.0006512	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Porphyrobacter"	"G"	1111	106	49	19	1	NA	71	49	97	NA	NA	106	42	21	0.1433	0.01398	0.03631	0.1433	NA	0.007315	0.005089	0.01207	NA	NA	0.06903	0.004477	0.04247	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Porphyrobacter sp. LM 6"	"S"	1896196	26	19	8	NA	NA	14	20	23	NA	NA	26	10	8	0.01693	0.005419	0.01529	NA	NA	0.001442	0.002077	0.002862	NA	NA	0.01693	0.001066	0.01618	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Porphyrobacter sp. CACIAM 03H1"	"S"	2003315	14	5	1	NA	NA	7	1	14	NA	NA	10	9	NA	0.006512	0.001426	0.001911	NA	NA	0.0007212	0.0001039	0.001742	NA	NA	0.006512	0.0009594	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Porphyrobacter neustonensis"	"S"	1112	26	1	1	NA	NA	22	5	26	NA	NA	26	5	1	0.01693	0.0002852	0.001911	NA	NA	0.002267	0.0005193	0.003235	NA	NA	0.01693	0.000533	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Porphyrobacter HT-58-2"	"S"	2023229	2	1	NA	1	NA	2	NA	1	NA	NA	NA	NA	NA	0.1433	0.0002852	NA	0.1433	NA	0.0002061	NA	0.0001244	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Croceicoccus"	"G"	1295327	127	19	2	NA	1	127	31	27	2	1	8	26	NA	0.13	0.005419	0.003822	NA	0.0878	0.01308	0.00322	0.00336	0.0001135	0.13	0.00521	0.002772	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Croceicoccus naphthovorans"	"S"	1348774	126	18	2	NA	1	126	30	22	2	NA	8	25	NA	0.0878	0.005134	0.003822	NA	0.0878	0.01298	0.003116	0.002738	0.0001135	NA	0.00521	0.002665	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus"
"Croceicoccus marinus"	"S"	450378	2	1	NA	NA	NA	NA	NA	2	NA	1	NA	NA	NA	0.13	0.0002852	NA	NA	NA	NA	NA	0.0002489	NA	0.13	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus"
"Rhizobiales"	"O"	356	17661	4964	695	9	15	8133	5593	17661	70	10	3587	4870	3534	7.148	1.416	1.328	1.289	1.317	0.8379	0.5809	2.198	0.003971	1.3	2.336	0.5192	7.148	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Hyphomicrobiaceae"	"F"	45401	6890	2420	354	2	2	3648	2522	6890	27	NA	1469	1864	130	0.9567	0.6902	0.6765	0.2865	0.1756	0.3758	0.2619	0.8574	0.001532	NA	0.9567	0.1987	0.2629	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	1068	1622	1065	163	1	NA	1076	705	1622	7	NA	312	274	43	0.3115	0.3038	0.3115	0.1433	NA	0.1109	0.07322	0.2018	0.0003971	NA	0.2032	0.02921	0.08697	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhodomicrobium vannielii"	"S"	1069	1622	1065	163	1	NA	1076	705	1622	7	NA	312	274	43	0.3115	0.3038	0.3115	0.1433	NA	0.1109	0.07322	0.2018	0.0003971	NA	0.2032	0.02921	0.08697	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodomicrobium"
"Rhodomicrobium vannielii ATCC 17100"	"-"	648757	1622	1065	163	1	NA	1076	705	1622	7	NA	312	274	43	0.3115	0.3038	0.3115	0.1433	NA	0.1109	0.07322	0.2018	0.0003971	NA	0.2032	0.02921	0.08697	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodomicrobium>Rhodomicrobium&nbsp;vannielii"
"Blastochloris"	"G"	59282	843	472	62	NA	NA	643	423	843	5	NA	142	147	47	0.1346	0.1346	0.1185	NA	NA	0.06625	0.04393	0.1049	0.0002836	NA	0.09248	0.01567	0.09506	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Blastochloris viridis"	"S"	1079	843	472	62	NA	NA	643	423	843	5	NA	142	147	47	0.1346	0.1346	0.1185	NA	NA	0.06625	0.04393	0.1049	0.0002836	NA	0.09248	0.01567	0.09506	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Blastochloris"
"Hyphomicrobium"	"G"	81	2141	438	72	NA	NA	926	657	2141	6	NA	478	596	32	0.3113	0.1249	0.1376	NA	NA	0.0954	0.06824	0.2664	0.0003404	NA	0.3113	0.06353	0.06472	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Hyphomicrobium nitrativorans"	"S"	1427356	999	251	30	NA	NA	567	360	999	3	NA	229	266	27	0.1491	0.07159	0.05733	NA	NA	0.05842	0.03739	0.1243	0.0001702	NA	0.1491	0.02836	0.05461	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium nitrativorans NL23"	"-"	1029756	999	251	30	NA	NA	567	360	999	3	NA	229	266	27	0.1491	0.07159	0.05733	NA	NA	0.05842	0.03739	0.1243	0.0001702	NA	0.1491	0.02836	0.05461	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;nitrativorans"
"Hyphomicrobium denitrificans"	"S"	53399	402	87	25	NA	NA	120	121	402	1	NA	76	103	2	0.05003	0.02481	0.04777	NA	NA	0.01236	0.01257	0.05003	5.673e-05	NA	0.04949	0.01098	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium denitrificans 1NES1"	"-"	670307	84	23	14	NA	NA	37	31	84	1	NA	19	25	NA	0.02675	0.00656	0.02675	NA	NA	0.003812	0.00322	0.01045	5.673e-05	NA	0.01237	0.002665	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;denitrificans"
"Hyphomicrobium denitrificans ATCC 51888"	"-"	582899	54	21	6	NA	NA	2	12	54	NA	NA	9	17	NA	0.01147	0.00599	0.01147	NA	NA	0.0002061	0.001246	0.00672	NA	NA	0.005861	0.001812	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium>Hyphomicrobium&nbsp;denitrificans"
"Hyphomicrobium sp. MC1"	"S"	717785	504	40	6	NA	NA	138	108	504	1	NA	111	138	1	0.07229	0.01141	0.01147	NA	NA	0.01422	0.01122	0.06272	5.673e-05	NA	0.07229	0.01471	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Devosia"	"G"	46913	1618	249	33	NA	2	706	511	1618	8	NA	341	614	1	0.2221	0.07102	0.06306	NA	0.1756	0.07274	0.05307	0.2013	0.0004538	NA	0.2221	0.06545	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosia sp. A16"	"S"	1736675	1073	206	28	NA	2	536	392	1073	5	NA	231	377	1	0.1756	0.05876	0.05351	NA	0.1756	0.05522	0.04071	0.1335	0.0002836	NA	0.1504	0.04019	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. H5989"	"S"	1643450	202	20	1	NA	NA	55	37	202	3	NA	32	77	NA	0.02514	0.005704	0.001911	NA	NA	0.005667	0.003843	0.02514	0.0001702	NA	0.02084	0.008208	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. I507"	"S"	2083786	244	10	NA	NA	NA	78	53	244	NA	NA	58	118	NA	0.03777	0.002852	NA	NA	NA	0.008036	0.005505	0.03036	NA	NA	0.03777	0.01258	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Rhodoplanes"	"G"	29407	304	59	8	NA	NA	119	103	304	NA	NA	134	102	1	0.08727	0.01683	0.01529	NA	NA	0.01226	0.0107	0.03783	NA	NA	0.08727	0.01087	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Rhodoplanes sp. Z2-YC6860"	"S"	674703	304	59	8	NA	NA	119	103	304	NA	NA	134	102	1	0.08727	0.01683	0.01529	NA	NA	0.01226	0.0107	0.03783	NA	NA	0.08727	0.01087	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Rhodoplanes"
"Filomicrobium"	"G"	119044	171	58	3	NA	NA	76	55	171	NA	NA	28	68	1	0.02128	0.01654	0.005733	NA	NA	0.00783	0.005712	0.02128	NA	NA	0.01823	0.007249	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Candidatus Filomicrobium marinum"	"S"	1608628	171	58	3	NA	NA	76	55	171	NA	NA	28	68	1	0.02128	0.01654	0.005733	NA	NA	0.00783	0.005712	0.02128	NA	NA	0.01823	0.007249	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Filomicrobium"
"Maritalea"	"G"	623276	41	13	3	1	NA	17	10	41	NA	NA	6	17	1	0.1433	0.003708	0.005733	0.1433	NA	0.001751	0.001039	0.005102	NA	NA	0.003907	0.001812	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Maritalea myrionectae"	"S"	454601	41	13	3	1	NA	17	10	41	NA	NA	6	17	1	0.1433	0.003708	0.005733	0.1433	NA	0.001751	0.001039	0.005102	NA	NA	0.003907	0.001812	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Maritalea"
"Pelagibacterium"	"G"	1082930	22	5	1	NA	NA	9	4	22	1	NA	6	4	1	0.003907	0.001426	0.001911	NA	NA	0.0009273	0.0004154	0.002738	5.673e-05	NA	0.003907	0.0004264	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pelagibacterium halotolerans"	"S"	531813	22	5	1	NA	NA	9	4	22	1	NA	6	4	1	0.003907	0.001426	0.001911	NA	NA	0.0009273	0.0004154	0.002738	5.673e-05	NA	0.003907	0.0004264	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium"
"Pelagibacterium halotolerans B2"	"-"	1082931	22	5	1	NA	NA	9	4	22	1	NA	6	4	1	0.003907	0.001426	0.001911	NA	NA	0.0009273	0.0004154	0.002738	5.673e-05	NA	0.003907	0.0004264	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium>Pelagibacterium&nbsp;halotolerans"
"Methylobacteriaceae"	"F"	119045	865	406	43	2	NA	505	294	734	1	1	177	207	865	1.75	0.1158	0.08217	0.2865	NA	0.05203	0.03054	0.09134	5.673e-05	0.13	0.1153	0.02207	1.75	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylobacterium"	"G"	407	862	360	42	1	NA	421	236	549	1	1	121	134	862	1.743	0.1027	0.08026	0.1433	NA	0.04338	0.02451	0.06832	5.673e-05	0.13	0.0788	0.01428	1.743	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylobacterium sp. 4-46"	"S"	426117	202	202	14	NA	NA	77	30	57	NA	NA	NA	5	1	0.05761	0.05761	0.02675	NA	NA	0.007933	0.003116	0.007093	NA	NA	NA	0.000533	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. XJLW"	"S"	739141	335	81	13	NA	NA	171	100	197	NA	NA	45	28	335	0.6776	0.0231	0.02484	NA	NA	0.01762	0.01039	0.02452	NA	NA	0.02931	0.002985	0.6776	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium oryzae"	"S"	334852	140	30	5	NA	NA	80	47	140	NA	NA	26	47	90	0.182	0.008557	0.009555	NA	NA	0.008242	0.004881	0.01742	NA	NA	0.01693	0.00501	0.182	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium oryzae CBMB20"	"-"	693986	140	30	5	NA	NA	80	47	140	NA	NA	26	47	90	0.182	0.008557	0.009555	NA	NA	0.008242	0.004881	0.01742	NA	NA	0.01693	0.00501	0.182	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium>Methylobacterium&nbsp;oryzae"
"Methylobacterium sp. 17Sr1-28"	"S"	2202827	7	7	NA	NA	NA	5	5	7	NA	NA	2	2	2	0.004045	0.001997	NA	NA	NA	0.0005151	0.0005193	0.0008711	NA	NA	0.001302	0.0002132	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium nodulans"	"S"	114616	17	4	1	NA	NA	8	8	12	NA	NA	1	8	17	0.03438	0.001141	0.001911	NA	NA	0.0008242	0.0008309	0.001493	NA	NA	0.0006512	0.0008528	0.03438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium nodulans ORS 2060"	"-"	460265	17	4	1	NA	NA	8	8	12	NA	NA	1	8	17	0.03438	0.001141	0.001911	NA	NA	0.0008242	0.0008309	0.001493	NA	NA	0.0006512	0.0008528	0.03438	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium>Methylobacterium&nbsp;nodulans"
"Methylobacterium sp. 17SD2-17"	"S"	2202825	18	4	4	NA	NA	18	7	10	NA	NA	4	4	3	0.007644	0.001141	0.007644	NA	NA	0.001855	0.000727	0.001244	NA	NA	0.002605	0.0004264	0.006068	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. AMS5"	"S"	925818	9	3	NA	NA	NA	NA	NA	5	NA	NA	9	1	NA	0.005861	0.0008557	NA	NA	NA	NA	NA	0.0006222	NA	NA	0.005861	0.0001066	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium currus"	"S"	2051553	14	2	NA	NA	NA	2	NA	5	NA	1	1	2	14	0.13	0.0005704	NA	NA	NA	0.0002061	NA	0.0006222	NA	0.13	0.0006512	0.0002132	0.02832	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. DM1"	"S"	2067957	11	2	NA	NA	NA	4	8	11	NA	NA	6	1	1	0.003907	0.0005704	NA	NA	NA	0.0004121	0.0008309	0.001369	NA	NA	0.003907	0.0001066	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. 17Sr1-1"	"S"	2202826	3	2	1	NA	NA	2	NA	3	NA	NA	NA	1	2	0.004045	0.0005704	0.001911	NA	NA	0.0002061	NA	0.0003733	NA	NA	NA	0.0001066	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium brachiatum"	"S"	269660	8	1	2	NA	NA	6	8	1	NA	NA	NA	2	4	0.00809	0.0002852	0.003822	NA	NA	0.0006182	0.0008309	0.0001244	NA	NA	NA	0.0002132	0.00809	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Methylobacterium sp. 17Sr1-43"	"S"	2202828	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	1	1	0.002023	0.0002852	0.001911	NA	NA	0.000103	NA	NA	NA	NA	NA	0.0001066	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylobacterium"
"Microvirga"	"G"	186650	111	15	1	NA	NA	39	38	111	NA	NA	37	55	2	0.0241	0.004278	0.001911	NA	NA	0.004018	0.003947	0.01381	NA	NA	0.0241	0.005863	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Microvirga sp. 17 mud 1-3"	"S"	2082949	62	9	NA	NA	NA	18	19	62	NA	NA	20	26	NA	0.01302	0.002567	NA	NA	NA	0.001855	0.001973	0.007715	NA	NA	0.01302	0.002772	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Microvirga ossetica"	"S"	1882682	41	6	1	NA	NA	21	14	41	NA	NA	13	28	2	0.008466	0.001711	0.001911	NA	NA	0.002164	0.001454	0.005102	NA	NA	0.008466	0.002985	0.004045	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Microvirga"
"Methylorubrum"	"G"	2282523	28	11	NA	1	NA	12	9	28	NA	NA	7	7	1	0.1433	0.003137	NA	0.1433	NA	0.001236	0.0009348	0.003484	NA	NA	0.004559	0.0007462	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae"
"Methylorubrum extorquens"	"S"	408	28	11	NA	NA	NA	11	8	28	NA	NA	7	7	1	0.004559	0.003137	NA	NA	NA	0.001133	0.0008309	0.003484	NA	NA	0.004559	0.0007462	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylobacteriaceae>Methylorubrum"
"Methylocystaceae"	"F"	31993	612	358	51	NA	1	466	289	612	3	NA	110	184	7	0.1021	0.1021	0.09746	NA	0.0878	0.04801	0.03002	0.07616	0.0001702	NA	0.07164	0.01961	0.01416	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Methylocystis"	"G"	133	313	207	24	NA	1	233	159	313	3	NA	52	83	NA	0.0878	0.05904	0.04586	NA	0.0878	0.02401	0.01651	0.03895	0.0001702	NA	0.03386	0.008848	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylocystis sp. SC2"	"S"	187303	219	160	18	NA	1	155	119	219	2	NA	41	61	NA	0.0878	0.04564	0.0344	NA	0.0878	0.01597	0.01236	0.02725	0.0001135	NA	0.0267	0.006503	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylocystis bryophila"	"S"	655015	55	32	4	NA	NA	40	22	55	NA	NA	5	17	NA	0.009127	0.009127	0.007644	NA	NA	0.004121	0.002285	0.006844	NA	NA	0.003256	0.001812	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylocystis"
"Methylosinus"	"G"	425	83	58	10	NA	NA	83	41	81	NA	NA	26	32	1	0.01911	0.01654	0.01911	NA	NA	0.008551	0.004258	0.01008	NA	NA	0.01693	0.003411	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae"
"Methylosinus trichosporium"	"S"	426	83	58	10	NA	NA	83	41	81	NA	NA	26	32	1	0.01911	0.01654	0.01911	NA	NA	0.008551	0.004258	0.01008	NA	NA	0.01693	0.003411	0.002023	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylocystaceae>Methylosinus"
