"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Flavobacterium indicum"	"S"	312277	583	17	19	148	183	NA	285	471	3	553	168	583	1	0.2584	0.1113	0.1059	0.05847	0.04906	NA	0.121	0.1794	0.000776	0.2093	0.04851	0.2532	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium indicum GPTSA100-9 = DSM 17447"	"-"	1094466	583	17	19	148	183	NA	285	471	3	553	168	583	1	0.2584	0.1113	0.1059	0.05847	0.04906	NA	0.121	0.1794	0.000776	0.2093	0.04851	0.2532	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium>Flavobacterium&nbsp;indicum"
"Flavobacterium psychrophilum"	"S"	96345	444	15	10	98	143	NA	209	314	6	444	102	325	1	0.2584	0.09824	0.05575	0.03872	0.03834	NA	0.08875	0.1196	0.001552	0.168	0.02945	0.1411	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium columnare"	"S"	996	533	8	12	188	204	NA	383	382	2	533	187	435	NA	0.2017	0.05239	0.0669	0.07427	0.05469	NA	0.1626	0.1455	0.0005173	0.2017	0.05399	0.1889	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium faecale"	"S"	1355330	146	8	3	42	65	1	114	140	1	146	45	131	2	0.5168	0.05239	0.01673	0.01659	0.01743	0.08237	0.04841	0.05331	0.0002587	0.05525	0.01299	0.05688	0.5168	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium commune"	"S"	1306519	107	4	7	24	33	1	58	98	2	107	34	62	NA	0.08237	0.0262	0.03903	0.009482	0.008847	0.08237	0.02463	0.03732	0.0005173	0.04049	0.009817	0.02692	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. HYN0049"	"S"	2172098	62	4	NA	21	22	NA	24	57	1	50	18	62	NA	0.02692	0.0262	NA	0.008296	0.005898	NA	0.01019	0.02171	0.0002587	0.01892	0.005197	0.02692	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. MEBiC07310"	"S"	2201181	87	4	4	29	40	NA	64	78	NA	87	27	75	NA	0.03292	0.0262	0.0223	0.01146	0.01072	NA	0.02718	0.0297	NA	0.03292	0.007796	0.03257	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. HYN0056"	"S"	2183896	30	3	NA	10	10	NA	15	27	NA	30	19	23	1	0.2584	0.01965	NA	0.003951	0.002681	NA	0.00637	0.01028	NA	0.01135	0.005486	0.009987	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. HYN0086"	"S"	2249356	138	3	1	28	44	NA	88	110	1	107	41	138	1	0.2584	0.01965	0.005575	0.01106	0.0118	NA	0.03737	0.04189	0.0002587	0.04049	0.01184	0.05992	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium arcticum"	"S"	1784713	104	1	3	26	37	NA	44	66	2	104	34	80	NA	0.03935	0.006549	0.01673	0.01027	0.009919	NA	0.01868	0.02513	0.0005173	0.03935	0.009817	0.03474	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Flavobacterium sp. CJ74"	"S"	2294119	22	1	NA	10	9	NA	15	20	NA	22	3	17	NA	0.008325	0.006549	NA	0.003951	0.002413	NA	0.00637	0.007616	NA	0.008325	0.0008662	0.007382	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Flavobacterium"
"Olleya"	"G"	336276	1382	25	19	730	700	2	1257	934	2	1382	594	1009	1	0.5338	0.1637	0.1059	0.2884	0.1877	0.1647	0.5338	0.3557	0.0005173	0.523	0.1715	0.4381	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Olleya sp. Bg11-27"	"S"	2058135	1382	25	19	730	700	2	1257	934	2	1382	594	1009	1	0.5338	0.1637	0.1059	0.2884	0.1877	0.1647	0.5338	0.3557	0.0005173	0.523	0.1715	0.4381	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Olleya"
"Weeksella"	"G"	1013	284	9	1	284	33	NA	37	29	NA	20	18	29	NA	0.1122	0.05894	0.005575	0.1122	0.008847	NA	0.01571	0.01104	NA	0.007568	0.005197	0.01259	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Weeksella virosa"	"S"	1014	284	9	1	284	33	NA	37	29	NA	20	18	29	NA	0.1122	0.05894	0.005575	0.1122	0.008847	NA	0.01571	0.01104	NA	0.007568	0.005197	0.01259	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Weeksella"
"Weeksella virosa DSM 16922"	"-"	865938	284	9	1	284	33	NA	37	29	NA	20	18	29	NA	0.1122	0.05894	0.005575	0.1122	0.008847	NA	0.01571	0.01104	NA	0.007568	0.005197	0.01259	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Weeksella>Weeksella&nbsp;virosa"
"Capnocytophaga"	"G"	1016	164	6	6	103	117	1	164	122	1	130	67	140	NA	0.08237	0.0393	0.03345	0.04069	0.03137	0.08237	0.06964	0.04646	0.0002587	0.04919	0.01934	0.06079	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Capnocytophaga sp. oral taxon 323"	"S"	1705617	65	4	NA	21	32	NA	65	47	NA	28	9	30	NA	0.0276	0.0262	NA	0.008296	0.008579	NA	0.0276	0.0179	NA	0.0106	0.002599	0.01303	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Capnocytophaga gingivalis"	"S"	1017	25	1	NA	25	13	NA	6	5	NA	5	14	11	NA	0.009877	0.006549	NA	0.009877	0.003485	NA	0.002548	0.001904	NA	0.001892	0.004042	0.004776	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Capnocytophaga"
"Riemerella"	"G"	34084	123	6	NA	96	67	1	79	76	NA	123	54	110	NA	0.08237	0.0393	NA	0.03793	0.01796	0.08237	0.03355	0.02894	NA	0.04654	0.01559	0.04776	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Riemerella anatipestifer"	"S"	34085	123	6	NA	96	67	1	79	76	NA	123	54	110	NA	0.08237	0.0393	NA	0.03793	0.01796	0.08237	0.03355	0.02894	NA	0.04654	0.01559	0.04776	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Riemerella"
"Myroides"	"G"	76831	83	3	1	83	15	NA	38	22	NA	21	11	14	NA	0.03279	0.01965	0.005575	0.03279	0.004021	NA	0.01614	0.008377	NA	0.007947	0.003176	0.006079	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Kordia"	"G"	221065	20	2	NA	20	2	NA	6	4	NA	12	4	11	NA	0.0131	0.0131	NA	0.007901	0.0005362	NA	0.002548	0.001523	NA	0.004541	0.001155	0.004776	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Kordia sp. SMS9"	"S"	2282170	20	2	NA	20	2	NA	6	4	NA	12	4	11	NA	0.0131	0.0131	NA	0.007901	0.0005362	NA	0.002548	0.001523	NA	0.004541	0.001155	0.004776	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Kordia"
"unclassified Flavobacteriaceae"	"-"	61432	22	2	NA	17	13	NA	22	18	NA	21	5	17	NA	0.0131	0.0131	NA	0.006716	0.003485	NA	0.009342	0.006854	NA	0.007947	0.001444	0.007382	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Flavobacteriaceae bacterium 3519-10"	"S"	531844	10	1	NA	8	4	NA	10	3	NA	5	2	3	NA	0.006549	0.006549	NA	0.003161	0.001072	NA	0.004247	0.001142	NA	0.001892	0.0005774	0.001303	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Flavobacteriaceae bacterium UJ101"	"S"	1150389	13	1	NA	8	4	NA	5	7	NA	13	3	9	NA	0.006549	0.006549	NA	0.003161	0.001072	NA	0.002123	0.002666	NA	0.004919	0.0008662	0.003908	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>unclassified&nbsp;Flavobacteriaceae"
"Chryseobacterium"	"G"	59732	62	1	1	35	29	NA	41	33	1	62	20	43	1	0.2584	0.006549	0.005575	0.01383	0.007774	NA	0.01741	0.01257	0.0002587	0.02346	0.005774	0.01867	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Chryseobacterium glaciei"	"S"	1685010	9	1	NA	9	4	NA	3	2	NA	8	2	3	NA	0.006549	0.006549	NA	0.003556	0.001072	NA	0.001274	0.0007616	NA	0.003027	0.0005774	0.001303	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Chryseobacterium"
"Euzebyella"	"G"	1287916	4	1	NA	4	4	NA	3	3	NA	4	1	2	NA	0.006549	0.006549	NA	0.00158	0.001072	NA	0.001274	0.001142	NA	0.001514	0.0002887	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Euzebyella marina"	"S"	1761453	4	1	NA	4	4	NA	3	3	NA	4	1	2	NA	0.006549	0.006549	NA	0.00158	0.001072	NA	0.001274	0.001142	NA	0.001514	0.0002887	0.0008684	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Euzebyella"
"Siansivirga"	"G"	1204360	122	1	NA	50	71	NA	111	88	NA	122	74	81	1	0.2584	0.006549	NA	0.01975	0.01903	NA	0.04714	0.03351	NA	0.04617	0.02137	0.03517	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae"
"Siansivirga zeaxanthinifaciens"	"S"	762954	122	1	NA	50	71	NA	111	88	NA	122	74	81	1	0.2584	0.006549	NA	0.01975	0.01903	NA	0.04714	0.03351	NA	0.04617	0.02137	0.03517	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Siansivirga"
"Siansivirga zeaxanthinifaciens CC-SAMT-1"	"-"	1454006	122	1	NA	50	71	NA	111	88	NA	122	74	81	1	0.2584	0.006549	NA	0.01975	0.01903	NA	0.04714	0.03351	NA	0.04617	0.02137	0.03517	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Flavobacteriaceae>Siansivirga>Siansivirga&nbsp;zeaxanthinifaciens"
"Crocinitomicaceae"	"F"	1853230	2844	32	32	1127	1413	6	2198	1837	NA	2844	1287	1994	1	1.076	0.2096	0.1784	0.4452	0.3788	0.4942	0.9334	0.6995	NA	1.076	0.3716	0.8658	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Fluviicola"	"G"	332102	2844	32	32	1127	1413	6	2198	1837	NA	2844	1287	1994	1	1.076	0.2096	0.1784	0.4452	0.3788	0.4942	0.9334	0.6995	NA	1.076	0.3716	0.8658	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Crocinitomicaceae"
"Fluviicola taffensis"	"S"	191579	2844	32	32	1127	1413	6	2198	1837	NA	2844	1287	1994	1	1.076	0.2096	0.1784	0.4452	0.3788	0.4942	0.9334	0.6995	NA	1.076	0.3716	0.8658	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Crocinitomicaceae>Fluviicola"
"Fluviicola taffensis DSM 16823"	"-"	755732	2844	32	32	1127	1413	6	2198	1837	NA	2844	1287	1994	1	1.076	0.2096	0.1784	0.4452	0.3788	0.4942	0.9334	0.6995	NA	1.076	0.3716	0.8658	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Crocinitomicaceae>Fluviicola>Fluviicola&nbsp;taffensis"
"Cryomorphaceae"	"F"	246874	1180	8	16	490	602	3	973	788	NA	1180	645	807	1	0.4465	0.05239	0.0892	0.1936	0.1614	0.2471	0.4132	0.3001	NA	0.4465	0.1862	0.3504	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Owenweeksia"	"G"	267986	1180	8	16	490	602	3	973	788	NA	1180	645	807	1	0.4465	0.05239	0.0892	0.1936	0.1614	0.2471	0.4132	0.3001	NA	0.4465	0.1862	0.3504	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Cryomorphaceae"
"Owenweeksia hongkongensis"	"S"	253245	1180	8	16	490	602	3	973	788	NA	1180	645	807	1	0.4465	0.05239	0.0892	0.1936	0.1614	0.2471	0.4132	0.3001	NA	0.4465	0.1862	0.3504	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Cryomorphaceae>Owenweeksia"
"Owenweeksia hongkongensis DSM 17368"	"-"	926562	1180	8	16	490	602	3	973	788	NA	1180	645	807	1	0.4465	0.05239	0.0892	0.1936	0.1614	0.2471	0.4132	0.3001	NA	0.4465	0.1862	0.3504	0.2584	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Cryomorphaceae>Owenweeksia>Owenweeksia&nbsp;hongkongensis"
"unclassified Flavobacteriales"	"-"	313602	138	6	3	110	91	NA	126	84	NA	138	68	101	NA	0.05351	0.0393	0.01673	0.04346	0.0244	NA	0.05351	0.03199	NA	0.05222	0.01963	0.04386	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Candidatus Sulcia"	"G"	336809	51	2	2	40	33	NA	51	23	NA	43	24	39	NA	0.02166	0.0131	0.01115	0.0158	0.008847	NA	0.02166	0.008758	NA	0.01627	0.006929	0.01693	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales"
"Candidatus Sulcia muelleri"	"S"	336810	51	2	2	40	33	NA	51	23	NA	43	24	39	NA	0.02166	0.0131	0.01115	0.0158	0.008847	NA	0.02166	0.008758	NA	0.01627	0.006929	0.01693	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Sulcia"
"Candidatus Uzinura"	"-"	670955	70	2	1	36	32	NA	54	43	NA	70	26	47	NA	0.02649	0.0131	0.005575	0.01422	0.008579	NA	0.02293	0.01637	NA	0.02649	0.007507	0.02041	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales"
"Candidatus Uzinura diaspidicola"	"S"	670956	70	2	1	36	32	NA	54	43	NA	70	26	47	NA	0.02649	0.0131	0.005575	0.01422	0.008579	NA	0.02293	0.01637	NA	0.02649	0.007507	0.02041	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Uzinura"
"Candidatus Uzinura diaspidicola str. ASNER"	"-"	1133592	70	2	1	36	32	NA	54	43	NA	70	26	47	NA	0.02649	0.0131	0.005575	0.01422	0.008579	NA	0.02293	0.01637	NA	0.02649	0.007507	0.02041	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Uzinura>Candidatus&nbsp;Uzinura&nbsp;diaspidicola"
"Candidatus Walczuchella"	"G"	1940138	34	2	NA	34	26	NA	21	17	NA	23	18	15	NA	0.01343	0.0131	NA	0.01343	0.00697	NA	0.008918	0.006473	NA	0.008703	0.005197	0.006513	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales"
"Candidatus Walczuchella monophlebidarum"	"S"	1415657	34	2	NA	34	26	NA	21	17	NA	23	18	15	NA	0.01343	0.0131	NA	0.01343	0.00697	NA	0.008918	0.006473	NA	0.008703	0.005197	0.006513	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>unclassified&nbsp;Flavobacteriales>Candidatus&nbsp;Walczuchella"
"Blattabacteriaceae"	"F"	39782	37	2	NA	37	17	NA	16	10	NA	10	10	7	NA	0.01462	0.0131	NA	0.01462	0.004557	NA	0.006795	0.003808	NA	0.003784	0.002887	0.00304	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales"
"Blattabacterium"	"G"	34098	37	2	NA	37	17	NA	16	10	NA	10	10	7	NA	0.01462	0.0131	NA	0.01462	0.004557	NA	0.006795	0.003808	NA	0.003784	0.002887	0.00304	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Flavobacteriia>Flavobacteriales>Blattabacteriaceae"
"Chitinophagia"	"C"	1853228	6164	159	109	5921	3221	16	5844	4484	5	6164	3130	4343	5	2.482	1.041	0.6077	2.339	0.8635	1.318	2.482	1.707	0.001293	2.333	0.9037	1.886	1.292	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes"
"Chitinophagales"	"O"	1853229	6164	159	109	5921	3221	16	5844	4484	5	6164	3130	4343	5	2.482	1.041	0.6077	2.339	0.8635	1.318	2.482	1.707	0.001293	2.333	0.9037	1.886	1.292	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia"
"Chitinophagaceae"	"F"	563835	6164	159	109	5921	3221	16	5844	4484	5	6164	3130	4343	5	2.482	1.041	0.6077	2.339	0.8635	1.318	2.482	1.707	0.001293	2.333	0.9037	1.886	1.292	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales"
"Chitinophaga"	"G"	79328	1125	38	33	1125	527	5	982	729	1	979	513	708	2	0.5168	0.2489	0.184	0.4445	0.1413	0.4119	0.417	0.2776	0.0002587	0.3705	0.1481	0.3074	0.5168	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae"
"Chitinophaga sp. MD30"	"S"	2033437	1005	31	26	1005	423	4	822	612	NA	843	438	587	2	0.5168	0.203	0.145	0.397	0.1134	0.3295	0.3491	0.233	NA	0.319	0.1265	0.2549	0.5168	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga"
"Chitinophaga pinensis"	"S"	79329	25	3	1	25	14	NA	24	11	NA	16	9	16	NA	0.01965	0.01965	0.005575	0.009877	0.003753	NA	0.01019	0.004189	NA	0.006055	0.002599	0.006948	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga"
"Chitinophaga pinensis DSM 2588"	"-"	485918	25	3	1	25	14	NA	24	11	NA	16	9	16	NA	0.01965	0.01965	0.005575	0.009877	0.003753	NA	0.01019	0.004189	NA	0.006055	0.002599	0.006948	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga>Chitinophaga&nbsp;pinensis"
"Chitinophaga caeni"	"S"	2029983	89	3	4	43	56	NA	89	70	1	86	44	79	NA	0.03779	0.01965	0.0223	0.01699	0.01501	NA	0.03779	0.02666	0.0002587	0.03254	0.0127	0.0343	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Chitinophaga"
"Pseudoflavitalea"	"G"	1884792	692	30	6	692	97	NA	179	187	1	103	79	107	NA	0.2734	0.1965	0.03345	0.2734	0.026	NA	0.07601	0.07121	0.0002587	0.03898	0.02281	0.04646	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae"
"Pseudoflavitalea sp. 5GH32-13"	"S"	2315862	692	30	6	692	97	NA	179	187	1	103	79	107	NA	0.2734	0.1965	0.03345	0.2734	0.026	NA	0.07601	0.07121	0.0002587	0.03898	0.02281	0.04646	NA	"cellular&nbsp;organisms>Bacteria>FCB&nbsp;group>Bacteroidetes/Chlorobi&nbsp;group>Bacteroidetes>Chitinophagia>Chitinophagales>Chitinophagaceae>Pseudoflavitalea"
