"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_june_BC01.cladeReads"	"kraken2_16s_classification_june_BC02.cladeReads"	"kraken2_16s_classification_june_BC03.cladeReads"	"kraken2_16s_classification_june_BC04.cladeReads"	"kraken2_16s_classification_june_BC05.cladeReads"	"kraken2_16s_classification_june_BC06.cladeReads"	"kraken2_16s_classification_june_BC07.cladeReads"	"kraken2_16s_classification_june_BC08.cladeReads"	"kraken2_16s_classification_june_BC09.cladeReads"	"kraken2_16s_classification_june_BC10.cladeReads"	"kraken2_16s_classification_june_BC11.cladeReads"	"kraken2_16s_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_june_BC01.cladeReads.."	"kraken2_16s_classification_june_BC02.cladeReads.."	"kraken2_16s_classification_june_BC03.cladeReads.."	"kraken2_16s_classification_june_BC04.cladeReads.."	"kraken2_16s_classification_june_BC05.cladeReads.."	"kraken2_16s_classification_june_BC06.cladeReads.."	"kraken2_16s_classification_june_BC07.cladeReads.."	"kraken2_16s_classification_june_BC08.cladeReads.."	"kraken2_16s_classification_june_BC09.cladeReads.."	"kraken2_16s_classification_june_BC10.cladeReads.."	"kraken2_16s_classification_june_BC11.cladeReads.."	"kraken2_16s_classification_june_BC12.cladeReads.."	"lineage"
"Candidatus Ovatusbacter"	"G"	26665	4	1	NA	1	NA	4	NA	NA	NA	NA	NA	1	NA	0.002154	0.0005032	NA	0.000618	NA	0.002154	NA	NA	NA	NA	NA	0.001185	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Acidibacter"	"G"	26661	7	1	NA	3	NA	2	NA	NA	NA	NA	NA	7	NA	0.008292	0.0005032	NA	0.001854	NA	0.001077	NA	NA	NA	NA	NA	0.008292	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Legionellales"	"O"	3552	31	10	NA	5	NA	31	NA	NA	NA	NA	NA	31	NA	0.03672	0.005032	NA	0.00309	NA	0.01669	NA	NA	NA	NA	NA	0.03672	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	3559	31	10	NA	5	NA	31	NA	NA	NA	NA	NA	31	NA	0.03672	0.005032	NA	0.00309	NA	0.01669	NA	NA	NA	NA	NA	0.03672	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	3560	31	10	NA	5	NA	31	NA	NA	NA	NA	NA	31	NA	0.03672	0.005032	NA	0.00309	NA	0.01669	NA	NA	NA	NA	NA	0.03672	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Oceanospirillales"	"O"	3593	26	8	NA	1	NA	10	NA	NA	NA	NA	NA	26	NA	0.0308	0.004025	NA	0.000618	NA	0.005384	NA	NA	NA	NA	NA	0.0308	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudohongiellaceae"	"F"	26780	16	5	NA	1	NA	5	NA	NA	NA	NA	NA	16	NA	0.01895	0.002516	NA	0.000618	NA	0.002692	NA	NA	NA	NA	NA	0.01895	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Pseudohongiella"	"G"	26782	12	5	NA	NA	NA	4	NA	NA	NA	NA	NA	12	NA	0.01422	0.002516	NA	NA	NA	0.002154	NA	NA	NA	NA	NA	0.01422	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Pseudohongiellaceae"
"Endozoicomonadaceae"	"F"	26751	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001006	0.001006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Endozoicomonas"	"G"	26752	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001006	0.001006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"Nitrincolaceae"	"F"	26768	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"uncultured"	"G"	26778	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"CCM19a"	"O"	26592	13	5	NA	NA	NA	10	NA	NA	NA	NA	NA	13	NA	0.0154	0.002516	NA	NA	NA	0.005384	NA	NA	NA	NA	NA	0.0154	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellales"	"O"	26612	6	4	NA	4	NA	1	NA	NA	1	NA	NA	6	NA	0.007108	0.002013	NA	0.002472	NA	0.0005384	NA	NA	0.000556	NA	NA	0.007108	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	6	4	NA	4	NA	1	NA	NA	1	NA	NA	6	NA	0.007108	0.002013	NA	0.002472	NA	0.0005384	NA	NA	0.000556	NA	NA	0.007108	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	6	4	NA	4	NA	1	NA	NA	1	NA	NA	6	NA	0.007108	0.002013	NA	0.002472	NA	0.0005384	NA	NA	0.000556	NA	NA	0.007108	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"Cellvibrionales"	"O"	11512	32	4	1	5	NA	11	NA	NA	1	NA	NA	32	NA	0.03791	0.002013	0.01463	0.00309	NA	0.005922	NA	NA	0.000556	NA	NA	0.03791	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Spongiibacteraceae"	"F"	11542	17	2	NA	2	NA	8	NA	NA	NA	NA	NA	17	NA	0.02014	0.001006	NA	0.001236	NA	0.004307	NA	NA	NA	NA	NA	0.02014	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"BD1-7 clade"	"G"	11543	17	2	NA	2	NA	8	NA	NA	NA	NA	NA	17	NA	0.02014	0.001006	NA	0.001236	NA	0.004307	NA	NA	NA	NA	NA	0.02014	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Porticoccaceae"	"F"	11538	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003554	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"C1-B045"	"G"	11539	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Porticoccaceae"
"Halieaceae"	"F"	11528	3	1	1	3	NA	3	NA	NA	NA	NA	NA	3	NA	0.01463	0.0005032	0.01463	0.001854	NA	0.001615	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"OM60(NOR5) clade"	"G"	11534	2	1	NA	2	NA	2	NA	NA	NA	NA	NA	2	NA	0.002369	0.0005032	NA	0.001236	NA	0.001077	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Competibacterales"	"O"	26607	3	3	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	0.001509	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacteraceae"	"F"	26608	3	3	NA	1	NA	NA	NA	NA	NA	NA	NA	2	NA	0.002369	0.001509	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales"
"Plasticicumulans"	"G"	26611	3	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.001509	0.001509	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"KF-JG30-C25"	"O"	26684	3	3	NA	NA	NA	2	NA	NA	NA	NA	NA	3	NA	0.003554	0.001509	NA	NA	NA	0.001077	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"PLTA13"	"O"	26796	10	2	NA	1	NA	3	NA	NA	NA	NA	NA	10	NA	0.01185	0.001006	NA	0.000618	NA	0.001615	NA	NA	NA	NA	NA	0.01185	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionales"	"O"	3775	5	2	NA	1	NA	3	NA	NA	5	NA	NA	3	NA	0.003554	0.001006	NA	0.000618	NA	0.001615	NA	NA	0.00278	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	3776	5	2	NA	1	NA	3	NA	NA	5	NA	NA	3	NA	0.003554	0.001006	NA	0.000618	NA	0.001615	NA	NA	0.00278	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	3783	4	2	NA	1	NA	3	NA	NA	4	NA	NA	3	NA	0.003554	0.001006	NA	0.000618	NA	0.001615	NA	NA	0.002224	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Methylococcales"	"O"	3563	3	2	NA	1	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003554	0.001006	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylomonaceae"	"F"	26694	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	0.003554	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Milano-WF1B-03"	"G"	26709	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Methylococcaceae"	"F"	3571	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.000618	0.0005032	NA	0.000618	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"uncultured"	"G"	3586	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Thiotrichales"	"O"	3735	17	2	NA	3	NA	2	NA	NA	NA	NA	NA	17	NA	0.02014	0.001006	NA	0.001854	NA	0.001077	NA	NA	NA	NA	NA	0.02014	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	17	2	NA	3	NA	2	NA	NA	NA	NA	NA	17	NA	0.02014	0.001006	NA	0.001854	NA	0.001077	NA	NA	NA	NA	NA	0.02014	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiothrix"	"G"	3769	17	2	NA	3	NA	2	NA	NA	NA	NA	NA	17	NA	0.02014	0.001006	NA	0.001854	NA	0.001077	NA	NA	NA	NA	NA	0.02014	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"WD260"	"O"	26863	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"UBA4486"	"O"	26862	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"EPR3968-O8a-Bc78"	"O"	26622	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0005032	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Ga0077536"	"O"	26660	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.000618	0.0005032	NA	0.000618	NA	0.0005384	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacterales"	"O"	14615	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01303	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01303	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacteraceae"	"F"	14616	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01303	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01303	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales"
"Sulfurifustis"	"G"	14618	11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	NA	0.01303	0.0005032	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.01303	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales>Acidiferrobacteraceae"
"Run-SP154"	"O"	3725	10	1	NA	NA	NA	10	NA	NA	NA	NA	NA	NA	NA	0.005384	0.0005032	NA	NA	NA	0.005384	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Alphaproteobacteria"	"C"	2379	11641	6739	814	2161	NA	11641	5	5	84	1	NA	8210	NA	11.91	3.391	11.91	1.335	NA	6.267	4.505	7.812	0.04671	0.8403	NA	9.726	NA	"Bacteria>Proteobacteria"
"Rhodobacterales"	"O"	2557	8722	4873	715	1302	NA	8722	4	5	56	1	NA	5375	NA	10.46	2.452	10.46	0.8046	NA	4.696	3.604	7.812	0.03114	0.8403	NA	6.367	NA	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	8722	4873	715	1302	NA	8722	4	5	56	1	NA	5375	NA	10.46	2.452	10.46	0.8046	NA	4.696	3.604	7.812	0.03114	0.8403	NA	6.367	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Tabrizicola"	"G"	2654	2467	1267	164	298	NA	2467	1	1	11	1	NA	1423	NA	2.399	0.6375	2.399	0.1842	NA	1.328	0.9009	1.562	0.006116	0.8403	NA	1.686	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter"	"G"	2624	1360	798	97	214	NA	1360	2	1	10	NA	NA	859	NA	1.802	0.4015	1.419	0.1322	NA	0.7322	1.802	1.562	0.00556	NA	NA	1.018	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"uncultured"	"G"	2666	831	467	95	133	NA	831	NA	NA	4	NA	NA	525	NA	1.389	0.235	1.389	0.08219	NA	0.4474	NA	NA	0.002224	NA	NA	0.6219	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	637	342	53	103	NA	637	NA	1	4	NA	NA	455	NA	1.562	0.1721	0.7752	0.06365	NA	0.3429	NA	1.562	0.002224	NA	NA	0.539	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	559	306	55	65	NA	559	NA	1	5	NA	NA	263	NA	1.562	0.154	0.8044	0.04017	NA	0.301	NA	1.562	0.00278	NA	NA	0.3116	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Haematobacter"	"G"	2575	300	191	23	43	NA	300	NA	NA	1	NA	NA	200	NA	0.3364	0.0961	0.3364	0.02657	NA	0.1615	NA	NA	0.000556	NA	NA	0.2369	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Cereibacter"	"G"	14530	217	110	27	35	NA	217	1	NA	1	NA	NA	173	NA	0.9009	0.05535	0.3949	0.02163	NA	0.1168	0.9009	NA	0.000556	NA	NA	0.2049	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	192	107	15	25	NA	192	NA	NA	1	NA	NA	96	NA	0.2194	0.05384	0.2194	0.01545	NA	0.1034	NA	NA	0.000556	NA	NA	0.1137	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	117	85	8	19	NA	117	NA	NA	1	NA	NA	74	NA	0.117	0.04277	0.117	0.01174	NA	0.06299	NA	NA	0.000556	NA	NA	0.08766	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halocynthiibacter"	"G"	11450	117	77	11	25	NA	117	NA	NA	NA	NA	NA	74	NA	0.1609	0.03874	0.1609	0.01545	NA	0.06299	NA	NA	NA	NA	NA	0.08766	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	125	75	12	17	NA	125	NA	NA	2	NA	NA	73	NA	0.1755	0.03774	0.1755	0.01051	NA	0.0673	NA	NA	0.001112	NA	NA	0.08648	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amaricoccus"	"G"	2562	59	59	1	25	NA	37	NA	NA	1	NA	NA	19	NA	0.02969	0.02969	0.01463	0.01545	NA	0.01992	NA	NA	0.000556	NA	NA	0.02251	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Falsirhodobacter"	"G"	2572	84	55	6	12	NA	84	NA	NA	1	NA	NA	65	NA	0.08776	0.02767	0.08776	0.007416	NA	0.04522	NA	NA	0.000556	NA	NA	0.077	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudoruegeria"	"G"	2621	51	43	2	13	NA	51	NA	NA	NA	NA	NA	27	NA	0.03198	0.02164	0.02925	0.008034	NA	0.02746	NA	NA	NA	NA	NA	0.03198	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	73	39	4	17	NA	73	NA	NA	1	NA	NA	49	NA	0.05851	0.01962	0.05851	0.01051	NA	0.0393	NA	NA	0.000556	NA	NA	0.05805	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanibulbus"	"G"	2599	85	39	3	8	NA	85	NA	NA	NA	NA	NA	32	NA	0.04576	0.01962	0.04388	0.004944	NA	0.04576	NA	NA	NA	NA	NA	0.03791	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas"	"G"	2569	58	38	10	16	NA	58	NA	NA	1	NA	NA	42	NA	0.1463	0.01912	0.1463	0.009888	NA	0.03123	NA	NA	0.000556	NA	NA	0.04975	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade NAC11-7 lineage"	"G"	2638	48	35	4	8	NA	48	NA	NA	NA	NA	NA	37	NA	0.05851	0.01761	0.05851	0.004944	NA	0.02584	NA	NA	NA	NA	NA	0.04383	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter"	"G"	2574	66	31	8	9	NA	66	NA	NA	NA	NA	NA	41	NA	0.117	0.0156	0.117	0.005562	NA	0.03553	NA	NA	NA	NA	NA	0.04857	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum"	"G"	2626	49	29	7	8	NA	49	NA	NA	NA	NA	NA	36	NA	0.1024	0.01459	0.1024	0.004944	NA	0.02638	NA	NA	NA	NA	NA	0.04265	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Shimia"	"G"	2651	31	22	1	6	NA	31	NA	NA	NA	NA	NA	21	NA	0.02488	0.01107	0.01463	0.003708	NA	0.01669	NA	NA	NA	NA	NA	0.02488	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseinatronobacter"	"G"	2632	69	22	2	11	NA	69	NA	NA	1	NA	NA	31	NA	0.03715	0.01107	0.02925	0.006798	NA	0.03715	NA	NA	0.000556	NA	NA	0.03672	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Actibacterium"	"G"	2559	39	22	1	9	NA	39	NA	NA	2	NA	NA	20	NA	0.02369	0.01107	0.01463	0.005562	NA	0.021	NA	NA	0.001112	NA	NA	0.02369	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade CHAB-I-5 lineage"	"G"	2636	37	17	3	9	NA	37	NA	NA	1	NA	NA	22	NA	0.04388	0.008554	0.04388	0.005562	NA	0.01992	NA	NA	0.000556	NA	NA	0.02606	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	46	16	4	6	NA	46	NA	NA	NA	NA	NA	21	NA	0.05851	0.00805	0.05851	0.003708	NA	0.02477	NA	NA	NA	NA	NA	0.02488	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicibacter"	"G"	2661	21	14	3	1	NA	21	NA	NA	NA	NA	NA	10	NA	0.04388	0.007044	0.04388	0.000618	NA	0.01131	NA	NA	NA	NA	NA	0.01185	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	31	14	4	4	NA	31	NA	NA	NA	NA	NA	26	NA	0.05851	0.007044	0.05851	0.002472	NA	0.01669	NA	NA	NA	NA	NA	0.0308	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Leisingera"	"G"	2582	15	14	2	2	NA	15	NA	NA	NA	NA	NA	5	NA	0.02925	0.007044	0.02925	0.001236	NA	0.008076	NA	NA	NA	NA	NA	0.005923	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halodurantibacterium"	"G"	26163	19	11	NA	5	NA	12	NA	1	NA	NA	NA	19	NA	1.562	0.005535	NA	0.00309	NA	0.006461	NA	1.562	NA	NA	NA	0.02251	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amylibacter"	"G"	11445	19	10	1	2	NA	19	NA	NA	NA	NA	NA	7	NA	0.01463	0.005032	0.01463	0.001236	NA	0.01023	NA	NA	NA	NA	NA	0.008292	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	11	9	2	NA	NA	11	NA	NA	NA	NA	NA	5	NA	0.02925	0.004528	0.02925	NA	NA	0.005922	NA	NA	NA	NA	NA	0.005923	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter"	"G"	2566	12	7	NA	2	NA	12	NA	NA	NA	NA	NA	5	NA	0.006461	0.003522	NA	0.001236	NA	0.006461	NA	NA	NA	NA	NA	0.005923	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tateyamaria"	"G"	2655	9	6	1	2	NA	9	NA	NA	NA	NA	NA	5	NA	0.01463	0.003019	0.01463	0.001236	NA	0.004845	NA	NA	NA	NA	NA	0.005923	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albimonas"	"G"	2561	5	5	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.01463	0.002516	0.01463	NA	NA	NA	NA	NA	NA	NA	NA	0.001185	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marivita"	"G"	2594	5	5	2	NA	NA	4	NA	NA	NA	NA	NA	3	NA	0.02925	0.002516	0.02925	NA	NA	0.002154	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicimonas"	"G"	2662	20	5	1	7	NA	20	NA	NA	NA	NA	NA	5	NA	0.01463	0.002516	0.01463	0.004326	NA	0.01077	NA	NA	NA	NA	NA	0.005923	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	10	4	1	NA	NA	10	NA	NA	NA	NA	NA	6	NA	0.01463	0.002013	0.01463	NA	NA	0.005384	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	5	4	NA	1	NA	5	NA	NA	NA	NA	NA	4	NA	0.004738	0.002013	NA	0.000618	NA	0.002692	NA	NA	NA	NA	NA	0.004738	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ketogulonicigenium"	"G"	2580	9	4	NA	1	NA	9	NA	NA	NA	NA	NA	6	NA	0.007108	0.002013	NA	0.000618	NA	0.004845	NA	NA	NA	NA	NA	0.007108	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaculum"	"G"	26172	4	4	1	2	NA	2	NA	NA	NA	NA	NA	3	NA	0.01463	0.002013	0.01463	0.001236	NA	0.001077	NA	NA	NA	NA	NA	0.003554	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albidovulum"	"G"	2560	6	4	1	2	NA	6	NA	NA	NA	NA	NA	2	NA	0.01463	0.002013	0.01463	0.001236	NA	0.00323	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubrimonas"	"G"	2644	4	4	NA	NA	NA	2	NA	NA	NA	NA	NA	1	NA	0.002013	0.002013	NA	NA	NA	0.001077	NA	NA	NA	NA	NA	0.001185	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinovum"	"G"	2592	8	4	NA	NA	NA	8	NA	NA	NA	NA	NA	2	NA	0.004307	0.002013	NA	NA	NA	0.004307	NA	NA	NA	NA	NA	0.002369	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paenirhodobacter"	"G"	11453	4	3	NA	2	NA	1	NA	NA	NA	NA	NA	4	NA	0.004738	0.001509	NA	0.001236	NA	0.0005384	NA	NA	NA	NA	NA	0.004738	NA	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
