"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_april_BC01.cladeReads"	"kraken2_classification_april_BC02.cladeReads"	"kraken2_classification_april_BC03.cladeReads"	"kraken2_classification_april_BC04.cladeReads"	"kraken2_classification_april_BC05.cladeReads"	"kraken2_classification_april_BC06.cladeReads"	"kraken2_classification_april_BC07.cladeReads"	"kraken2_classification_april_BC08.cladeReads"	"kraken2_classification_april_BC09.cladeReads"	"kraken2_classification_april_BC10.cladeReads"	"kraken2_classification_april_BC11.cladeReads"	"kraken2_classification_april_BC12.cladeReads"	"Max.1"	"kraken2_classification_april_BC01.cladeReads.."	"kraken2_classification_april_BC02.cladeReads.."	"kraken2_classification_april_BC03.cladeReads.."	"kraken2_classification_april_BC04.cladeReads.."	"kraken2_classification_april_BC05.cladeReads.."	"kraken2_classification_april_BC06.cladeReads.."	"kraken2_classification_april_BC07.cladeReads.."	"kraken2_classification_april_BC08.cladeReads.."	"kraken2_classification_april_BC09.cladeReads.."	"kraken2_classification_april_BC10.cladeReads.."	"kraken2_classification_april_BC11.cladeReads.."	"kraken2_classification_april_BC12.cladeReads.."	"lineage"
"Rhodobaca"	"G"	119541	498	3	1	109	498	NA	26	82	NA	37	194	35	NA	0.1487	0.02133	0.006075	0.04757	0.1487	NA	0.01261	0.03481	NA	0.01568	0.06201	0.01679	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaca barguzinensis"	"S"	441209	498	3	1	109	498	NA	26	82	NA	37	194	35	NA	0.1487	0.02133	0.006075	0.04757	0.1487	NA	0.01261	0.03481	NA	0.01568	0.06201	0.01679	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Rhodobaca"
"Yoonia"	"G"	2211641	321	7	NA	41	321	NA	12	27	1	19	80	14	NA	0.09583	0.04977	NA	0.01789	0.09583	NA	0.005822	0.01146	0.0002588	0.008049	0.02557	0.006714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Yoonia vestfoldensis"	"S"	245188	321	7	NA	41	321	NA	12	27	1	19	80	14	NA	0.09583	0.04977	NA	0.01789	0.09583	NA	0.005822	0.01146	0.0002588	0.008049	0.02557	0.006714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Yoonia"
"Sulfitobacter"	"G"	60136	404	2	1	67	404	NA	23	80	2	23	159	31	NA	0.1206	0.01422	0.006075	0.02924	0.1206	NA	0.01116	0.03397	0.0005176	0.009744	0.05082	0.01487	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter sp. JL08"	"S"	2070369	343	2	NA	57	343	NA	16	72	2	22	131	29	NA	0.1024	0.01422	NA	0.02487	0.1024	NA	0.007762	0.03057	0.0005176	0.00932	0.04187	0.01391	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sulfitobacter"
"unclassified Rhodobacteraceae"	"-"	58840	754	2	NA	220	754	NA	23	95	1	36	232	35	NA	0.2251	0.01422	NA	0.09601	0.2251	NA	0.01116	0.04033	0.0002588	0.01525	0.07416	0.01679	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacteraceae bacterium QY30"	"S"	2033435	674	2	NA	209	674	NA	20	83	1	29	205	30	NA	0.2012	0.01422	NA	0.09121	0.2012	NA	0.009703	0.03524	0.0002588	0.01229	0.06553	0.01439	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>unclassified&nbsp;Rhodobacteraceae"
"Pseudovibrio"	"G"	258255	41	1	NA	14	41	NA	3	4	NA	2	3	1	NA	0.01224	0.00711	NA	0.006109	0.01224	NA	0.001455	0.001698	NA	0.0008473	0.0009589	0.0004796	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudovibrio sp. FO-BEG1"	"S"	911045	41	1	NA	14	41	NA	3	4	NA	2	3	1	NA	0.01224	0.00711	NA	0.006109	0.01224	NA	0.001455	0.001698	NA	0.0008473	0.0009589	0.0004796	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Pseudovibrio"
"Salipiger"	"G"	263377	201	1	1	43	201	NA	7	21	NA	1	50	NA	NA	0.06001	0.00711	0.006075	0.01876	0.06001	NA	0.003396	0.008916	NA	0.0004237	0.01598	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Salipiger profundus"	"S"	1229727	201	1	1	43	201	NA	7	21	NA	1	50	NA	NA	0.06001	0.00711	0.006075	0.01876	0.06001	NA	0.003396	0.008916	NA	0.0004237	0.01598	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Salipiger"
"Celeribacter"	"G"	875170	978	1	NA	121	978	1	41	188	4	88	317	44	NA	0.292	0.00711	NA	0.0528	0.292	0.09363	0.01989	0.07982	0.001035	0.03728	0.1013	0.0211	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Celeribacter indicus"	"S"	1208324	7	1	NA	NA	7	1	1	NA	NA	NA	7	NA	NA	0.09363	0.00711	NA	NA	0.00209	0.09363	0.0004851	NA	NA	NA	0.002238	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Celeribacter"
"Confluentimicrobium"	"G"	1609958	465	1	NA	105	465	NA	27	58	NA	12	139	34	1	0.2899	0.00711	NA	0.04582	0.1388	NA	0.0131	0.02462	NA	0.005084	0.04443	0.01631	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Confluentimicrobium sp. EMB200-NS6"	"S"	1609966	465	1	NA	105	465	NA	27	58	NA	12	139	34	1	0.2899	0.00711	NA	0.04582	0.1388	NA	0.0131	0.02462	NA	0.005084	0.04443	0.01631	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Confluentimicrobium"
"Stappia"	"G"	152161	35	1	NA	25	35	NA	3	5	NA	1	11	NA	NA	0.01091	0.00711	NA	0.01091	0.01045	NA	0.001455	0.002123	NA	0.0004237	0.003516	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Stappia sp. ES.058"	"S"	1881061	35	1	NA	25	35	NA	3	5	NA	1	11	NA	NA	0.01091	0.00711	NA	0.01091	0.01045	NA	0.001455	0.002123	NA	0.0004237	0.003516	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Stappia"
"Ruegeria"	"G"	97050	165	1	NA	34	165	NA	13	33	1	12	86	12	NA	0.04926	0.00711	NA	0.01484	0.04926	NA	0.006307	0.01401	0.0002588	0.005084	0.02749	0.005755	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria sp. AD91A"	"S"	2293862	43	1	NA	15	43	NA	NA	9	NA	3	23	3	NA	0.01284	0.00711	NA	0.006546	0.01284	NA	NA	0.003821	NA	0.001271	0.007352	0.001439	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Ruegeria"
"Sagittula"	"G"	58842	126	1	NA	54	126	NA	NA	23	1	1	69	16	1	0.2899	0.00711	NA	0.02356	0.03762	NA	NA	0.009765	0.0002588	0.0004237	0.02206	0.007673	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sagittula sp. P11"	"S"	2009329	126	1	NA	54	126	NA	NA	23	1	1	69	16	1	0.2899	0.00711	NA	0.02356	0.03762	NA	NA	0.009765	0.0002588	0.0004237	0.02206	0.007673	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae>Sagittula"
"Hyphomonadaceae"	"F"	69657	190	2	NA	52	190	NA	14	18	NA	7	35	9	NA	0.05672	0.01422	NA	0.02269	0.05672	NA	0.006792	0.007642	NA	0.002966	0.01119	0.004316	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"Maricaulis"	"G"	74317	12	1	NA	7	12	NA	NA	4	NA	3	6	NA	NA	0.00711	0.00711	NA	0.003055	0.003583	NA	NA	0.001698	NA	0.001271	0.001918	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Maricaulis maris"	"S"	74318	12	1	NA	7	12	NA	NA	4	NA	3	6	NA	NA	0.00711	0.00711	NA	0.003055	0.003583	NA	NA	0.001698	NA	0.001271	0.001918	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Maricaulis"
"Hirschia"	"G"	2723	64	1	NA	24	64	NA	9	5	NA	1	13	4	NA	0.01911	0.00711	NA	0.01047	0.01911	NA	0.004366	0.002123	NA	0.0004237	0.004155	0.001918	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae"
"Hirschia baltica"	"S"	2724	64	1	NA	24	64	NA	9	5	NA	1	13	4	NA	0.01911	0.00711	NA	0.01047	0.01911	NA	0.004366	0.002123	NA	0.0004237	0.004155	0.001918	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Hyphomonadaceae>Hirschia"
"Sphingomonadales"	"O"	204457	42059	140	73	4494	42059	22	2685	4434	21	2292	9134	1886	6	12.56	0.9954	0.4434	1.961	12.56	2.06	1.303	1.883	0.005435	0.971	2.92	0.9045	1.739	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	41297	39001	129	60	4184	39001	18	2454	4155	20	2161	8186	1765	6	11.64	0.9172	0.3645	1.826	11.64	1.685	1.191	1.764	0.005176	0.9155	2.617	0.8465	1.739	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingopyxis"	"G"	165697	16534	47	26	1579	16534	5	1053	1972	12	964	3110	802	2	4.936	0.3342	0.1579	0.6891	4.936	0.4682	0.5108	0.8372	0.003106	0.4084	0.9941	0.3846	0.5797	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis sp. LPB0140"	"S"	1913578	9026	21	12	890	9026	4	580	1052	4	533	1524	417	1	2.695	0.1493	0.0729	0.3884	2.695	0.3745	0.2814	0.4466	0.001035	0.2258	0.4871	0.2	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingopyxis macrogoltabida"	"S"	33050	6232	26	14	541	6232	1	393	753	7	355	1248	322	1	1.861	0.1849	0.08504	0.2361	1.861	0.09363	0.1907	0.3197	0.001812	0.1504	0.3989	0.1544	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingopyxis"
"Sphingomonas"	"G"	13687	9096	28	15	901	9096	6	485	824	4	463	1974	367	1	2.716	0.1991	0.09112	0.3932	2.716	0.5618	0.2353	0.3498	0.001035	0.1962	0.631	0.176	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingomonas sp. KC8"	"S"	1030157	4063	15	8	353	4063	2	250	462	3	237	689	217	NA	1.213	0.1067	0.0486	0.154	1.213	0.1873	0.1213	0.1962	0.0007764	0.1004	0.2202	0.1041	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas sp. JJ-A5"	"S"	1921510	2296	11	NA	224	2296	1	121	200	NA	125	552	84	NA	0.6855	0.07821	NA	0.09775	0.6855	0.09363	0.0587	0.08491	NA	0.05296	0.1764	0.04029	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas indica"	"S"	941907	396	1	2	53	396	1	14	23	1	11	140	13	NA	0.1182	0.00711	0.01215	0.02313	0.1182	0.09363	0.006792	0.009765	0.0002588	0.00466	0.04475	0.006235	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingomonas melonis"	"S"	152682	562	1	NA	9	562	NA	7	8	NA	1	17	5	NA	0.1678	0.00711	NA	0.003927	0.1678	NA	0.003396	0.003397	NA	0.0004237	0.005434	0.002398	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingomonas"
"Sphingobium"	"G"	165695	7945	29	9	915	7945	4	523	839	3	460	1674	380	NA	2.372	0.2062	0.05467	0.3993	2.372	0.3745	0.2537	0.3562	0.0007764	0.1949	0.5351	0.1822	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium sp. YBL2"	"S"	484429	2522	16	6	441	2522	NA	149	217	1	98	594	92	NA	0.7529	0.1138	0.03645	0.1924	0.7529	NA	0.07228	0.09213	0.0002588	0.04152	0.1899	0.04412	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. RAC03"	"S"	1843368	2474	4	2	181	2474	3	138	295	NA	125	409	150	NA	0.7386	0.02844	0.01215	0.07899	0.7386	0.2809	0.06695	0.1252	NA	0.05296	0.1307	0.07194	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium sp. SYK-6"	"S"	627192	2190	7	NA	195	2190	NA	179	247	NA	172	473	126	NA	0.6538	0.04977	NA	0.0851	0.6538	NA	0.08684	0.1049	NA	0.07287	0.1512	0.06043	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Sphingobium baderi"	"S"	1332080	12	1	NA	7	1	NA	NA	NA	NA	12	NA	NA	NA	0.00711	0.00711	NA	0.003055	0.0002985	NA	NA	NA	NA	0.005084	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingobium"
"Novosphingobium"	"G"	165696	4298	16	6	683	4298	3	262	413	1	173	1156	147	2	1.283	0.1138	0.03645	0.2981	1.283	0.2809	0.1271	0.1753	0.0002588	0.07329	0.3695	0.0705	0.5797	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Novosphingobium sp. THN1"	"S"	1016987	729	5	2	79	729	NA	66	76	NA	26	252	25	NA	0.2176	0.03555	0.01215	0.03447	0.2176	NA	0.03202	0.03227	NA	0.01101	0.08055	0.01199	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Novosphingobium aromaticivorans"	"S"	48935	312	4	NA	64	312	NA	11	37	NA	14	83	20	NA	0.09315	0.02844	NA	0.02793	0.09315	NA	0.005336	0.01571	NA	0.005931	0.02653	0.009592	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Novosphingobium"
"Sphingorhabdus"	"G"	1434046	479	3	4	42	479	NA	34	49	NA	29	85	12	1	0.2899	0.02133	0.0243	0.01833	0.143	NA	0.01649	0.0208	NA	0.01229	0.02717	0.005755	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus sp. Alg231-15"	"S"	1922222	107	2	NA	8	107	NA	11	8	NA	5	17	2	NA	0.03194	0.01422	NA	0.003491	0.03194	NA	0.005336	0.003397	NA	0.002118	0.005434	0.0009592	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Sphingorhabdus"
"Blastomonas"	"G"	150203	423	2	NA	31	423	NA	23	29	NA	15	96	15	NA	0.1263	0.01422	NA	0.01353	0.1263	NA	0.01116	0.01231	NA	0.006355	0.03069	0.007194	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhabdus"	"G"	1649486	65	1	NA	6	65	NA	1	NA	NA	1	42	5	NA	0.01941	0.00711	NA	0.002618	0.01941	NA	0.0004851	NA	NA	0.0004237	0.01343	0.002398	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhabdus dicambivorans"	"S"	1850238	65	1	NA	6	65	NA	1	NA	NA	1	42	5	NA	0.01941	0.00711	NA	0.002618	0.01941	NA	0.0004851	NA	NA	0.0004237	0.01343	0.002398	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Rhizorhabdus"
"Zymomonas"	"G"	541	86	1	NA	21	86	NA	66	18	NA	31	21	34	NA	0.03202	0.00711	NA	0.009164	0.02567	NA	0.03202	0.007642	NA	0.01313	0.006713	0.01631	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas mobilis"	"S"	542	86	1	NA	21	86	NA	66	18	NA	31	21	34	NA	0.03202	0.00711	NA	0.009164	0.02567	NA	0.03202	0.007642	NA	0.01313	0.006713	0.01631	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae>Zymomonas"
"Erythrobacteraceae"	"F"	335929	3057	11	8	309	3057	3	231	278	1	131	948	120	NA	0.9126	0.07821	0.0486	0.1348	0.9126	0.2809	0.1121	0.118	0.0002588	0.0555	0.303	0.05755	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Erythrobacter"	"G"	1041	841	4	NA	84	841	2	57	69	NA	37	281	34	NA	0.2511	0.02844	NA	0.03666	0.2511	0.1873	0.02765	0.0293	NA	0.01568	0.08982	0.01631	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Erythrobacter sp. Alg231-14"	"S"	1922225	139	1	NA	14	139	NA	12	10	NA	8	34	10	NA	0.0415	0.00711	NA	0.006109	0.0415	NA	0.005822	0.004246	NA	0.003389	0.01087	0.004796	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Erythrobacter gangjinensis"	"S"	502682	145	1	NA	10	145	NA	15	19	NA	2	52	2	NA	0.04329	0.00711	NA	0.004364	0.04329	NA	0.007277	0.008067	NA	0.0008473	0.01662	0.0009592	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Erythrobacter"
"Porphyrobacter"	"G"	1111	99	2	NA	15	99	NA	6	13	NA	5	43	5	NA	0.02956	0.01422	NA	0.006546	0.02956	NA	0.002911	0.005519	NA	0.002118	0.01374	0.002398	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Porphyrobacter neustonensis"	"S"	1112	20	2	NA	3	20	NA	1	NA	NA	1	9	NA	NA	0.01422	0.01422	NA	0.001309	0.005971	NA	0.0004851	NA	NA	0.0004237	0.002877	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Porphyrobacter"
"Croceicoccus"	"G"	1295327	473	1	NA	66	473	NA	2	52	NA	NA	99	NA	NA	0.1412	0.00711	NA	0.0288	0.1412	NA	0.0009703	0.02208	NA	NA	0.03164	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Croceicoccus naphthovorans"	"S"	1348774	473	1	NA	66	473	NA	1	52	NA	NA	99	NA	NA	0.1412	0.00711	NA	0.0288	0.1412	NA	0.0004851	0.02208	NA	NA	0.03164	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Croceicoccus"
"Altererythrobacter"	"G"	361177	1643	1	4	144	1643	NA	165	142	1	89	524	81	NA	0.4905	0.00711	0.0243	0.06284	0.4905	NA	0.08005	0.06029	0.0002588	0.0377	0.1675	0.03885	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Altererythrobacter sp. ZODW24"	"S"	2185142	488	1	2	45	488	NA	26	46	1	29	75	17	NA	0.1457	0.00711	0.01215	0.01964	0.1457	NA	0.01261	0.01953	0.0002588	0.01229	0.02397	0.008153	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae>Altererythrobacter"
"Rhizobiales"	"O"	356	25610	125	31	5686	25610	20	1048	2279	19	876	7557	653	2	7.646	0.8888	0.1883	2.481	7.646	1.873	0.5084	0.9676	0.004918	0.3711	2.416	0.3132	0.5797	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria"
"Hyphomicrobiaceae"	"F"	45401	6643	48	8	2331	6643	5	323	673	2	262	2711	181	1	1.983	0.3413	0.0486	1.017	1.983	0.4682	0.1567	0.2857	0.0005176	0.111	0.8666	0.08681	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	81	2377	27	1	1276	2377	1	136	225	NA	59	1059	47	NA	0.7096	0.192	0.006075	0.5568	0.7096	0.09363	0.06598	0.09553	NA	0.025	0.3385	0.02254	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Hyphomicrobium nitrativorans"	"S"	1427356	738	8	1	205	738	NA	37	71	NA	22	367	14	NA	0.2203	0.05688	0.006075	0.08946	0.2203	NA	0.01795	0.03014	NA	0.00932	0.1173	0.006714	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium sp. MC1"	"S"	717785	520	5	NA	184	520	NA	11	57	NA	12	241	17	NA	0.1552	0.03555	NA	0.0803	0.1552	NA	0.005336	0.0242	NA	0.005084	0.07703	0.008153	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Hyphomicrobium denitrificans"	"S"	53399	818	13	NA	746	818	1	70	72	NA	13	305	8	NA	0.3255	0.09243	NA	0.3255	0.2442	0.09363	0.03396	0.03057	NA	0.005507	0.09749	0.003837	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Hyphomicrobium"
"Devosia"	"G"	46913	2448	16	4	534	2448	3	96	282	1	133	906	88	1	0.7308	0.1138	0.0243	0.233	0.7308	0.2809	0.04657	0.1197	0.0002588	0.05635	0.2896	0.0422	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosia sp. A16"	"S"	1736675	953	6	NA	315	953	2	43	107	NA	42	347	31	1	0.2899	0.04266	NA	0.1375	0.2845	0.1873	0.02086	0.04543	NA	0.01779	0.1109	0.01487	0.2899	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. I507"	"S"	2083786	795	5	NA	90	795	NA	35	92	NA	57	246	32	NA	0.2373	0.03555	NA	0.03927	0.2373	NA	0.01698	0.03906	NA	0.02415	0.07863	0.01535	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Devosia sp. H5989"	"S"	1643450	391	4	1	73	391	1	11	45	1	21	174	18	NA	0.1167	0.02844	0.006075	0.03186	0.1167	0.09363	0.005336	0.01911	0.0002588	0.008897	0.05562	0.008633	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Devosia"
"Filomicrobium"	"G"	119044	298	2	NA	145	298	NA	25	34	1	9	148	5	NA	0.08897	0.01422	NA	0.06328	0.08897	NA	0.01213	0.01444	0.0002588	0.003813	0.04731	0.002398	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Candidatus Filomicrobium marinum"	"S"	1608628	298	2	NA	145	298	NA	25	34	1	9	148	5	NA	0.08897	0.01422	NA	0.06328	0.08897	NA	0.01213	0.01444	0.0002588	0.003813	0.04731	0.002398	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Filomicrobium"
"Pelagibacterium"	"G"	1082930	70	1	NA	10	70	NA	2	8	NA	6	16	2	NA	0.0209	0.00711	NA	0.004364	0.0209	NA	0.0009703	0.003397	NA	0.002542	0.005114	0.0009592	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pelagibacterium halotolerans"	"S"	531813	70	1	NA	10	70	NA	2	8	NA	6	16	2	NA	0.0209	0.00711	NA	0.004364	0.0209	NA	0.0009703	0.003397	NA	0.002542	0.005114	0.0009592	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae>Pelagibacterium"
"Blastochloris"	"G"	59282	281	1	1	71	281	NA	13	21	NA	9	132	8	NA	0.08389	0.00711	0.006075	0.03098	0.08389	NA	0.006307	0.008916	NA	0.003813	0.04219	0.003837	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
