"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_august_BC01.cladeReads"	"kraken2_classification_august_BC02.cladeReads"	"kraken2_classification_august_BC03.cladeReads"	"kraken2_classification_august_BC04.cladeReads"	"kraken2_classification_august_BC05.cladeReads"	"kraken2_classification_august_BC06.cladeReads"	"kraken2_classification_august_BC07.cladeReads"	"kraken2_classification_august_BC08.cladeReads"	"kraken2_classification_august_BC09.cladeReads"	"kraken2_classification_august_BC10.cladeReads"	"kraken2_classification_august_BC11.cladeReads"	"kraken2_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_classification_august_BC01.cladeReads.."	"kraken2_classification_august_BC02.cladeReads.."	"kraken2_classification_august_BC03.cladeReads.."	"kraken2_classification_august_BC04.cladeReads.."	"kraken2_classification_august_BC05.cladeReads.."	"kraken2_classification_august_BC06.cladeReads.."	"kraken2_classification_august_BC07.cladeReads.."	"kraken2_classification_august_BC08.cladeReads.."	"kraken2_classification_august_BC09.cladeReads.."	"kraken2_classification_august_BC10.cladeReads.."	"kraken2_classification_august_BC11.cladeReads.."	"kraken2_classification_august_BC12.cladeReads.."	"lineage"
"Polynucleobacter difficilis"	"S"	556054	3610	504	84	1	5	3610	2093	1278	19	NA	87	855	14	0.4699	0.1694	0.1841	0.1637	0.4699	0.4414	0.266	0.1832	0.001078	NA	0.06004	0.09541	0.03108	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter necessarius"	"S"	576610	2103	350	47	4	5	1677	1021	1111	8	5	204	2103	42	0.6964	0.1176	0.103	0.6547	0.4699	0.2051	0.1297	0.1593	0.000454	0.6964	0.1408	0.2347	0.09324	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter acidiphobus"	"S"	556053	435	75	21	NA	NA	364	233	253	2	NA	42	435	12	0.04854	0.0252	0.04603	NA	NA	0.04451	0.02961	0.03627	0.0001135	NA	0.02899	0.04854	0.02664	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter duraquae"	"S"	1835254	184	23	1	NA	NA	106	133	106	1	NA	15	184	NA	0.02053	0.007729	0.002192	NA	NA	0.01296	0.0169	0.0152	5.675e-05	NA	0.01035	0.02053	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter wuianus"	"S"	1743168	1946	51	44	NA	NA	1946	1204	1163	NA	NA	144	1543	33	0.238	0.01714	0.09645	NA	NA	0.238	0.153	0.1667	NA	NA	0.09938	0.1722	0.07326	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Polynucleobacter asymbioticus"	"S"	576611	211	211	NA	1	3	NA	1	1	NA	NA	NA	NA	NA	0.282	0.07091	NA	0.1637	0.282	NA	0.0001271	0.0001434	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Polynucleobacter"
"Burkholderia"	"G"	32008	6543	1017	201	5	1	4882	4303	4754	35	4	670	6543	212	0.8183	0.3418	0.4406	0.8183	0.09398	0.597	0.5468	0.6815	0.001986	0.5571	0.4624	0.7301	0.4706	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"pseudomallei group"	"-"	111527	2988	580	97	1	1	2010	1751	2056	27	1	432	2988	109	0.3334	0.1949	0.2126	0.1637	0.09398	0.2458	0.2225	0.2947	0.001532	0.1393	0.2981	0.3334	0.242	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia pseudomallei"	"S"	28450	1247	302	52	NA	NA	880	834	1028	13	NA	214	1247	62	0.1477	0.1015	0.114	NA	NA	0.1076	0.106	0.1474	0.0007377	NA	0.1477	0.1391	0.1376	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia thailandensis"	"S"	57975	1079	178	26	NA	NA	654	561	609	5	1	135	1079	35	0.1393	0.05982	0.05699	NA	NA	0.07997	0.07129	0.0873	0.0002837	0.1393	0.09317	0.1204	0.0777	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia mallei"	"S"	13373	363	59	10	NA	NA	252	206	262	8	NA	58	363	6	0.04051	0.01983	0.02192	NA	NA	0.03081	0.02618	0.03756	0.000454	NA	0.04003	0.04051	0.01332	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia oklahomensis"	"S"	342113	289	38	8	1	1	217	145	155	NA	NA	23	289	5	0.1637	0.01277	0.01754	0.1637	0.09398	0.02653	0.01843	0.02222	NA	NA	0.01587	0.03225	0.0111	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia sp. BDU8"	"S"	1385592	9	1	NA	NA	NA	6	4	2	NA	NA	NA	9	NA	0.001004	0.000336	NA	NA	NA	0.0007337	0.0005083	0.0002867	NA	NA	NA	0.001004	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>pseudomallei&nbsp;group"
"Burkholderia cepacia complex"	"-"	87882	1396	388	94	2	NA	1396	1335	1238	6	3	215	1385	91	0.4178	0.1304	0.206	0.3273	NA	0.1707	0.1696	0.1775	0.0003405	0.4178	0.1484	0.1545	0.202	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia cenocepacia"	"S"	95486	943	237	57	1	NA	655	594	943	3	3	122	927	52	0.4178	0.07964	0.1249	0.1637	NA	0.08009	0.07548	0.1352	0.0001702	0.4178	0.0842	0.1034	0.1154	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ubonensis"	"S"	101571	104	19	3	NA	NA	64	61	77	1	NA	8	104	5	0.01161	0.006385	0.006576	NA	NA	0.007826	0.007751	0.01104	5.675e-05	NA	0.005521	0.01161	0.0111	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia vietnamiensis"	"S"	60552	442	46	19	NA	NA	441	442	16	1	NA	1	52	25	0.05617	0.01546	0.04165	NA	NA	0.05393	0.05617	0.002294	5.675e-05	NA	0.0006902	0.005803	0.0555	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia cepacia"	"S"	292	133	67	10	NA	NA	108	79	89	1	NA	68	133	1	0.04693	0.02252	0.02192	NA	NA	0.01321	0.01004	0.01276	5.675e-05	NA	0.04693	0.01484	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia diffusa"	"S"	488732	64	5	2	NA	NA	36	64	12	NA	NA	2	44	1	0.008133	0.00168	0.004384	NA	NA	0.004402	0.008133	0.00172	NA	NA	0.00138	0.00491	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia ambifaria"	"S"	152480	41	4	1	NA	NA	29	29	35	NA	NA	5	41	1	0.005017	0.001344	0.002192	NA	NA	0.003546	0.003685	0.005017	NA	NA	0.003451	0.004575	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia lata"	"S"	482957	31	3	NA	NA	NA	26	24	31	NA	NA	4	16	2	0.004444	0.001008	NA	NA	NA	0.003179	0.00305	0.004444	NA	NA	0.002761	0.001785	0.00444	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia contaminans"	"S"	488447	17	2	NA	NA	NA	13	7	8	NA	NA	NA	17	NA	0.001897	0.0006721	NA	NA	NA	0.00159	0.0008895	0.001147	NA	NA	NA	0.001897	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia stabilis"	"S"	95485	25	3	1	NA	NA	6	15	13	NA	NA	NA	25	2	0.00444	0.001008	0.002192	NA	NA	0.0007337	0.001906	0.001864	NA	NA	NA	0.00279	0.00444	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia>Burkholderia&nbsp;cepacia&nbsp;complex"
"Burkholderia sp. CCGE1001"	"S"	640510	248	40	7	NA	NA	132	166	248	NA	NA	14	197	6	0.03555	0.01344	0.01534	NA	NA	0.01614	0.02109	0.03555	NA	NA	0.009662	0.02198	0.01332	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia glumae"	"S"	337	13	5	1	NA	NA	6	7	6	NA	NA	2	13	NA	0.002192	0.00168	0.002192	NA	NA	0.0007337	0.0008895	0.0008601	NA	NA	0.00138	0.001451	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Burkholderia sp. CCGE1002"	"S"	640511	6	2	NA	1	NA	5	1	1	NA	NA	NA	6	NA	0.1637	0.0006721	NA	0.1637	NA	0.0006114	0.0001271	0.0001434	NA	NA	NA	0.0006695	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Burkholderia"
"Cupriavidus"	"G"	106589	1777	145	33	2	NA	1295	760	850	11	2	219	1777	106	0.3273	0.04873	0.07234	0.3273	NA	0.1584	0.09657	0.1218	0.0006242	0.2786	0.1511	0.1983	0.2353	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Cupriavidus taiwanensis"	"S"	164546	238	37	13	1	NA	193	136	174	3	NA	29	238	5	0.1637	0.01243	0.0285	0.1637	NA	0.0236	0.01728	0.02494	0.0001702	NA	0.02001	0.02656	0.0111	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus metallidurans"	"S"	119219	1060	52	11	NA	NA	713	329	401	1	NA	119	1060	86	0.1909	0.01747	0.02411	NA	NA	0.08719	0.04181	0.05748	5.675e-05	NA	0.08213	0.1183	0.1909	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus nantongensis"	"S"	1796606	195	29	4	NA	NA	195	151	114	7	NA	34	178	9	0.02384	0.009745	0.008768	NA	NA	0.02384	0.01919	0.01634	0.0003972	NA	0.02347	0.01986	0.01998	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. USMAHM13"	"S"	1389192	130	14	1	NA	NA	69	30	39	NA	NA	24	130	NA	0.01656	0.004705	0.002192	NA	NA	0.008437	0.003812	0.005591	NA	NA	0.01656	0.01451	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus gilardii"	"S"	82541	117	9	1	NA	NA	101	79	82	NA	NA	10	117	1	0.01306	0.003024	0.002192	NA	NA	0.01235	0.01004	0.01175	NA	NA	0.006902	0.01306	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus sp. USMAA1020"	"S"	367825	48	1	NA	NA	NA	18	29	34	NA	NA	1	48	1	0.005356	0.000336	NA	NA	NA	0.002201	0.003685	0.004874	NA	NA	0.0006902	0.005356	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Cupriavidus oxalaticus"	"S"	96344	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.000336	0.000336	NA	NA	NA	NA	NA	0.0001434	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Cupriavidus"
"Paraburkholderia"	"G"	1822464	228	65	30	2	NA	122	141	228	3	2	23	177	14	0.3273	0.02184	0.06576	0.3273	NA	0.01492	0.01792	0.03268	0.0001702	0.2786	0.01587	0.01975	0.03108	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Paraburkholderia rhizoxinica"	"S"	412963	85	58	26	NA	NA	34	76	85	1	1	9	67	11	0.1393	0.01949	0.05699	NA	NA	0.004158	0.009657	0.01218	5.675e-05	0.1393	0.006211	0.007476	0.02442	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia sp. SOS3"	"S"	1926494	22	1	NA	NA	NA	9	6	22	1	NA	NA	13	NA	0.003154	0.000336	NA	NA	NA	0.001101	0.0007624	0.003154	5.675e-05	NA	NA	0.001451	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia caledonica"	"S"	134536	12	1	NA	NA	NA	NA	4	5	NA	NA	12	3	NA	0.008282	0.000336	NA	NA	NA	NA	0.0005083	0.0007168	NA	NA	0.008282	0.0003348	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Paraburkholderia xenovorans"	"S"	36873	24	1	1	1	NA	14	21	15	NA	1	1	24	1	0.1637	0.000336	0.002192	0.1637	NA	0.001712	0.002668	0.00215	NA	0.1393	0.0006902	0.002678	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Paraburkholderia"
"Ralstonia"	"G"	48736	314	54	15	NA	1	291	263	314	5	NA	49	313	38	0.09398	0.01815	0.03288	NA	0.09398	0.03558	0.03342	0.04501	0.0002837	NA	0.03382	0.03493	0.08436	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Ralstonia solanacearum"	"S"	305	310	52	14	NA	1	278	259	308	4	NA	42	310	19	0.09398	0.01747	0.03069	NA	0.09398	0.03399	0.03291	0.04415	0.000227	NA	0.02899	0.03459	0.04218	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Ralstonia insidiosa"	"S"	190721	18	1	1	NA	NA	12	4	5	NA	NA	1	1	18	0.03996	0.000336	0.002192	NA	NA	0.001467	0.0005083	0.0007168	NA	NA	0.0006902	0.0001116	0.03996	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Ralstonia pickettii"	"S"	329	1	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	0.000336	0.000336	NA	NA	NA	0.0001223	NA	NA	5.675e-05	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Ralstonia"
"Pandoraea"	"G"	93217	502	38	7	1	1	380	266	502	2	1	59	369	16	0.1637	0.01277	0.01534	0.1637	0.09398	0.04647	0.0338	0.07196	0.0001135	0.1393	0.04072	0.04118	0.03552	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Pandoraea thiooxydans"	"S"	445709	457	31	6	NA	1	339	237	457	2	NA	51	317	13	0.09398	0.01042	0.01315	NA	0.09398	0.04145	0.03012	0.06551	0.0001135	NA	0.0352	0.03537	0.02886	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea pnomenusa"	"S"	93220	27	1	NA	NA	NA	27	26	1	NA	NA	7	1	NA	0.004831	0.000336	NA	NA	NA	0.003302	0.003304	0.0001434	NA	NA	0.004831	0.0001116	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Pandoraea apista"	"S"	93218	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.00222	0.000336	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001116	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Pandoraea"
"Hydromonas"	"G"	1910924	77	10	2	NA	NA	18	14	15	NA	NA	3	77	NA	0.008592	0.00336	0.004384	NA	NA	0.002201	0.001779	0.00215	NA	NA	0.00207	0.008592	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Hydromonas sp. F02"	"S"	2268024	77	10	2	NA	NA	18	14	15	NA	NA	3	77	NA	0.008592	0.00336	0.004384	NA	NA	0.002201	0.001779	0.00215	NA	NA	0.00207	0.008592	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Burkholderiaceae>Hydromonas"
"Oxalobacteraceae"	"F"	75682	9266	1431	339	3	4	9266	4700	6505	44	6	365	4897	204	1.133	0.4809	0.7431	0.491	0.3759	1.133	0.5972	0.9325	0.002497	0.8357	0.2519	0.5464	0.4529	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
"Herbaspirillum"	"G"	963	2481	357	82	NA	2	2481	944	745	5	NA	55	766	14	0.3034	0.12	0.1797	NA	0.188	0.3034	0.12	0.1068	0.0002837	NA	0.03796	0.08548	0.03108	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herbaspirillum seropedicae"	"S"	964	2255	328	77	NA	1	2255	781	544	1	NA	39	516	10	0.2757	0.1102	0.1688	NA	0.09398	0.2757	0.09924	0.07798	5.675e-05	NA	0.02692	0.05758	0.0222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum hiltneri"	"S"	341045	162	27	5	NA	NA	162	118	155	1	NA	10	138	3	0.02222	0.009073	0.01096	NA	NA	0.01981	0.01499	0.02222	5.675e-05	NA	0.006902	0.0154	0.00666	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum robiniae"	"S"	2014887	102	1	NA	NA	NA	23	23	33	NA	NA	6	102	1	0.01138	0.000336	NA	NA	NA	0.002812	0.002923	0.004731	NA	NA	0.004141	0.01138	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Herbaspirillum rubrisubalbicans"	"S"	80842	39	1	NA	NA	NA	39	19	10	NA	NA	NA	4	NA	0.004769	0.000336	NA	NA	NA	0.004769	0.002414	0.001434	NA	NA	NA	0.0004463	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herbaspirillum"
"Massilia"	"G"	149698	3386	314	79	1	1	1853	1359	3386	11	1	132	1862	114	0.4854	0.1055	0.1732	0.1637	0.09398	0.2266	0.1727	0.4854	0.0006242	0.1393	0.0911	0.2078	0.2531	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Massilia armeniaca"	"S"	2072590	1144	157	39	NA	NA	1144	425	586	8	NA	28	435	45	0.1399	0.05276	0.08549	NA	NA	0.1399	0.05401	0.084	0.000454	NA	0.01932	0.04854	0.0999	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. WG5"	"S"	1707785	427	64	24	NA	1	301	223	337	1	1	24	427	26	0.1393	0.02151	0.05261	NA	0.09398	0.03681	0.02834	0.04831	5.675e-05	0.1393	0.01656	0.04765	0.05772	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia violaceinigra"	"S"	2045208	270	31	5	NA	NA	120	137	270	2	NA	8	220	1	0.0387	0.01042	0.01096	NA	NA	0.01467	0.01741	0.0387	0.0001135	NA	0.005521	0.02455	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. NR 4-1"	"S"	1678028	1711	28	6	NA	NA	168	362	1711	NA	NA	56	517	38	0.2453	0.009409	0.01315	NA	NA	0.02054	0.046	0.2453	NA	NA	0.03865	0.05769	0.08436	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia oculi"	"S"	945844	143	17	2	1	NA	63	79	143	NA	NA	9	129	3	0.1637	0.005713	0.004384	0.1637	NA	0.007704	0.01004	0.0205	NA	NA	0.006211	0.01439	0.00666	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia sp. YMA4"	"S"	1593482	31	6	2	NA	NA	31	25	27	NA	NA	1	16	NA	0.004384	0.002016	0.004384	NA	NA	0.003791	0.003177	0.00387	NA	NA	0.0006902	0.001785	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Massilia putida"	"S"	1141883	311	9	NA	NA	NA	24	106	311	NA	NA	5	118	NA	0.04458	0.003024	NA	NA	NA	0.002935	0.01347	0.04458	NA	NA	0.003451	0.01317	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Massilia"
"Collimonas"	"G"	202907	1689	240	73	NA	1	1689	657	509	8	1	36	486	10	0.2065	0.08065	0.16	NA	0.09398	0.2065	0.08349	0.07297	0.000454	0.1393	0.02485	0.05423	0.0222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Collimonas pratensis"	"S"	279113	1214	185	60	NA	1	1214	396	407	NA	1	29	352	10	0.1484	0.06217	0.1315	NA	0.09398	0.1484	0.05032	0.05834	NA	0.1393	0.02001	0.03928	0.0222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Collimonas fungivorans"	"S"	158899	421	48	11	NA	NA	421	229	74	4	NA	2	76	NA	0.05148	0.01613	0.02411	NA	NA	0.05148	0.0291	0.01061	0.000227	NA	0.00138	0.008481	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Collimonas arenae"	"S"	279058	58	5	2	NA	NA	52	31	27	3	NA	5	58	NA	0.006472	0.00168	0.004384	NA	NA	0.006359	0.003939	0.00387	0.0001702	NA	0.003451	0.006472	NA	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Collimonas"
"Janthinobacterium"	"G"	29580	852	42	7	1	NA	207	233	852	5	2	85	684	32	0.2786	0.01411	0.01534	0.1637	NA	0.02531	0.02961	0.1221	0.0002837	0.2786	0.05866	0.07633	0.07104	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Janthinobacterium sp. B9-8"	"S"	1236179	374	25	6	NA	NA	108	100	374	3	NA	42	199	27	0.05994	0.008401	0.01315	NA	NA	0.01321	0.01271	0.05361	0.0001702	NA	0.02899	0.02221	0.05994	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Janthinobacterium svalbardensis"	"S"	368607	118	1	NA	NA	NA	19	21	52	NA	1	10	118	2	0.1393	0.000336	NA	NA	NA	0.002323	0.002668	0.007454	NA	0.1393	0.006902	0.01317	0.00444	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Janthinobacterium"
"Herminiimonas"	"G"	303379	2992	471	1	NA	NA	2992	1481	973	1	1	51	1032	1	0.3659	0.1583	0.002192	NA	NA	0.3659	0.1882	0.1395	5.675e-05	0.1393	0.0352	0.1152	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Herminiimonas arsenitoxidans"	"S"	1809410	2686	468	1	NA	NA	2686	1193	971	1	1	51	817	1	0.3284	0.1573	0.002192	NA	NA	0.3284	0.1516	0.1392	5.675e-05	0.1393	0.0352	0.09117	0.00222	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Herminiimonas"
"Oxalobacter"	"G"	846	65	7	2	NA	NA	44	26	40	NA	NA	5	65	9	0.01998	0.002352	0.004384	NA	NA	0.00538	0.003304	0.005734	NA	NA	0.003451	0.007253	0.01998	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Oxalobacter formigenes"	"S"	847	65	7	2	NA	NA	44	26	40	NA	NA	5	65	9	0.01998	0.002352	0.004384	NA	NA	0.00538	0.003304	0.005734	NA	NA	0.003451	0.007253	0.01998	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Oxalobacter"
"unclassified Burkholderiales"	"-"	119065	14895	1126	307	3	9	7551	7311	14895	63	5	1111	11079	636	2.135	0.3784	0.673	0.491	0.8459	0.9233	0.929	2.135	0.003575	0.6964	0.7668	1.236	1.412	"cellular&nbsp;organisms>Bacteria>Proteobacteria>Betaproteobacteria>Burkholderiales"
