"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Cellvibrionaceae"	"F"	11514	402	34	1	1	NA	20	30	402	NA	NA	12	114	NA	0.1458	0.01003	0.001983	0.1458	NA	0.002165	0.003257	0.05294	NA	NA	0.008256	0.01279	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Cellvibrio"	"G"	11516	394	34	1	1	NA	14	25	394	NA	NA	10	105	NA	0.1458	0.01003	0.001983	0.1458	NA	0.001515	0.002714	0.05188	NA	NA	0.00688	0.01178	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Spongiibacteraceae"	"F"	11542	262	18	4	NA	NA	48	53	262	1	NA	19	237	231	0.4818	0.005308	0.007933	NA	NA	0.005196	0.005754	0.0345	5.729e-05	NA	0.01307	0.02659	0.4818	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"BD1-7 clade"	"G"	11543	262	17	4	NA	NA	46	52	262	1	NA	19	235	231	0.4818	0.005013	0.007933	NA	NA	0.004979	0.005646	0.0345	5.729e-05	NA	0.01307	0.02637	0.4818	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Zhongshania"	"G"	11547	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002949	0.0002949	NA	NA	NA	0.0001082	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Halieaceae"	"F"	11528	39	7	2	NA	NA	25	5	39	1	NA	2	36	29	0.06048	0.002064	0.003966	NA	NA	0.002706	0.0005428	0.005136	5.729e-05	NA	0.001376	0.004039	0.06048	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Pseudohaliea"	"G"	11535	6	2	NA	NA	NA	4	NA	3	NA	NA	NA	6	6	0.01251	0.0005898	NA	NA	NA	0.000433	NA	0.000395	NA	NA	NA	0.0006732	0.01251	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"OM60(NOR5) clade"	"G"	11534	22	2	2	NA	NA	13	2	22	1	NA	2	13	9	0.01877	0.0005898	0.003966	NA	NA	0.001407	0.0002171	0.002897	5.729e-05	NA	0.001376	0.001459	0.01877	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Halioglobus"	"G"	11532	13	2	NA	NA	NA	6	1	9	NA	NA	NA	13	10	0.02086	0.0005898	NA	NA	NA	0.0006495	0.0001086	0.001185	NA	NA	NA	0.001459	0.02086	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Oceanospirillales"	"O"	3593	180	58	7	NA	1	97	87	180	18	NA	14	157	9	0.09025	0.0171	0.01388	NA	0.09025	0.0105	0.009445	0.0237	0.001031	NA	0.009632	0.01761	0.01877	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudohongiellaceae"	"F"	26780	65	35	4	NA	NA	64	43	53	2	NA	7	65	1	0.01032	0.01032	0.007933	NA	NA	0.006928	0.004668	0.006979	0.0001146	NA	0.004816	0.007293	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Pseudohongiella"	"G"	26782	62	35	4	NA	NA	62	42	52	2	NA	4	50	1	0.01032	0.01032	0.007933	NA	NA	0.006711	0.00456	0.006847	0.0001146	NA	0.002752	0.00561	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Pseudohongiellaceae"
"Halomonadaceae"	"F"	3610	98	13	NA	NA	NA	16	22	98	8	NA	4	65	8	0.01669	0.003834	NA	NA	NA	0.001732	0.002388	0.0129	0.0004583	NA	0.002752	0.007293	0.01669	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Halomonas"	"G"	3616	90	9	NA	NA	NA	12	19	90	6	NA	4	55	7	0.0146	0.002654	NA	NA	NA	0.001299	0.002063	0.01185	0.0003438	NA	0.002752	0.006171	0.0146	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Candidatus Portiera"	"G"	3612	2	2	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0005898	0.0005898	NA	NA	NA	0.0001082	0.0001086	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"HdN1"	"G"	26757	9	1	NA	NA	NA	1	NA	4	NA	NA	NA	9	NA	0.00101	0.0002949	NA	NA	NA	0.0001082	NA	0.0005267	NA	NA	NA	0.00101	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Alcanivoracaceae"	"F"	3595	5	4	NA	NA	1	5	4	1	3	NA	2	2	NA	0.09025	0.00118	NA	NA	0.09025	0.0005412	0.0004343	0.0001317	0.0001719	NA	0.001376	0.0002244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Alcanivorax"	"G"	3596	5	4	NA	NA	1	5	4	1	3	NA	2	2	NA	0.09025	0.00118	NA	NA	0.09025	0.0005412	0.0004343	0.0001317	0.0001719	NA	0.001376	0.0002244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Kangiellaceae"	"F"	26761	4	2	NA	NA	NA	3	1	4	2	NA	NA	1	NA	0.0005898	0.0005898	NA	NA	NA	0.0003247	0.0001086	0.0005267	0.0001146	NA	NA	0.0001122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"uncultured"	"G"	26765	4	2	NA	NA	NA	2	1	4	2	NA	NA	NA	NA	0.0005898	0.0005898	NA	NA	NA	0.0002165	0.0001086	0.0005267	0.0001146	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae"
"Saccharospirillaceae"	"F"	3667	5	2	NA	NA	NA	2	5	3	NA	NA	NA	3	NA	0.0005898	0.0005898	NA	NA	NA	0.0002165	0.0005428	0.000395	NA	NA	NA	0.0003366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Reinekea"	"G"	26792	4	1	NA	NA	NA	NA	4	NA	NA	NA	NA	1	NA	0.0004343	0.0002949	NA	NA	NA	NA	0.0004343	NA	NA	NA	NA	0.0001122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Oceanobacter"	"G"	26789	2	1	NA	NA	NA	1	1	2	NA	NA	NA	2	NA	0.0002949	0.0002949	NA	NA	NA	0.0001082	0.0001086	0.0002634	NA	NA	NA	0.0002244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Nitrincolaceae"	"F"	26768	6	1	2	NA	NA	3	1	4	NA	NA	NA	6	NA	0.003966	0.0002949	0.003966	NA	NA	0.0003247	0.0001086	0.0005267	NA	NA	NA	0.0006732	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinobacterium"	"G"	26772	2	1	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.003966	0.0002949	0.003966	NA	NA	NA	NA	0.0001317	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"Marinomonadaceae"	"F"	26766	2	1	NA	NA	NA	NA	2	2	2	NA	NA	2	NA	0.0002949	0.0002949	NA	NA	NA	NA	0.0002171	0.0002634	0.0001146	NA	NA	0.0002244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinomonas"	"G"	26767	2	1	NA	NA	NA	NA	2	2	2	NA	NA	2	NA	0.0002949	0.0002949	NA	NA	NA	NA	0.0002171	0.0002634	0.0001146	NA	NA	0.0002244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Marinomonadaceae"
"Alteromonadales"	"O"	3333	980	47	13	NA	NA	104	163	980	24	NA	49	588	24	0.129	0.01386	0.02578	NA	NA	0.01126	0.0177	0.129	0.001375	NA	0.03371	0.06597	0.05006	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Alteromonadaceae"	"F"	3334	908	36	13	NA	NA	74	136	908	6	NA	35	519	16	0.1196	0.01062	0.02578	NA	NA	0.00801	0.01477	0.1196	0.0003438	NA	0.02408	0.05823	0.03337	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Rheinheimera"	"G"	26307	870	29	12	NA	NA	67	122	870	4	NA	34	481	15	0.1146	0.008552	0.0238	NA	NA	0.007253	0.01325	0.1146	0.0002292	NA	0.02339	0.05397	0.03129	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Alteromonas"	"G"	3339	10	3	NA	NA	NA	5	5	10	2	NA	NA	6	1	0.002086	0.0008847	NA	NA	NA	0.0005412	0.0005428	0.001317	0.0001146	NA	NA	0.0006732	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Alishewanella"	"G"	3338	12	2	NA	NA	NA	NA	3	10	NA	NA	NA	12	NA	0.001346	0.0005898	NA	NA	NA	NA	0.0003257	0.001317	NA	NA	NA	0.001346	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Pseudoalteromonadaceae"	"F"	3392	24	4	NA	NA	NA	15	10	14	8	NA	3	24	3	0.006257	0.00118	NA	NA	NA	0.001624	0.001086	0.001844	0.0004583	NA	0.002064	0.002693	0.006257	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Pseudoalteromonas"	"G"	3394	24	4	NA	NA	NA	15	10	14	8	NA	3	24	3	0.006257	0.00118	NA	NA	NA	0.001624	0.001086	0.001844	0.0004583	NA	0.002064	0.002693	0.006257	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae"
"Shewanellaceae"	"F"	3399	26	2	NA	NA	NA	3	5	26	7	NA	NA	9	1	0.003424	0.0005898	NA	NA	NA	0.0003247	0.0005428	0.003424	0.000401	NA	NA	0.00101	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Shewanella"	"G"	3400	26	2	NA	NA	NA	3	5	26	6	NA	NA	9	NA	0.003424	0.0005898	NA	NA	NA	0.0003247	0.0005428	0.003424	0.0003438	NA	NA	0.00101	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"uncultured"	"F"	14621	8	1	NA	NA	NA	2	1	7	NA	NA	5	8	NA	0.00344	0.0002949	NA	NA	NA	0.0002165	0.0001086	0.0009218	NA	NA	0.00344	0.0008975	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Idiomarinaceae"	"F"	3385	15	1	NA	NA	NA	2	1	6	NA	NA	4	15	2	0.004171	0.0002949	NA	NA	NA	0.0002165	0.0001086	0.0007901	NA	NA	0.002752	0.001683	0.004171	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Aliidiomarina"	"G"	3386	11	1	NA	NA	NA	2	1	6	NA	NA	3	11	2	0.004171	0.0002949	NA	NA	NA	0.0002165	0.0001086	0.0007901	NA	NA	0.002064	0.001234	0.004171	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"Colwelliaceae"	"F"	3378	2	1	NA	NA	NA	2	1	1	2	NA	NA	NA	NA	0.0002949	0.0002949	NA	NA	NA	0.0002165	0.0001086	0.0001317	0.0001146	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	3379	2	1	NA	NA	NA	2	1	1	2	NA	NA	NA	NA	0.0002949	0.0002949	NA	NA	NA	0.0002165	0.0001086	0.0001317	0.0001146	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Gammaproteobacteria Incertae Sedis"	"O"	3535	723	39	9	NA	NA	511	345	564	3	NA	59	723	295	0.6153	0.0115	0.01785	NA	NA	0.05531	0.03746	0.07427	0.0001719	NA	0.04059	0.08112	0.6153	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Unknown Family"	"F"	3536	723	39	9	NA	NA	511	345	564	3	NA	59	723	295	0.6153	0.0115	0.01785	NA	NA	0.05531	0.03746	0.07427	0.0001719	NA	0.04059	0.08112	0.6153	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Acidibacter"	"G"	26661	55	16	2	NA	NA	11	9	55	NA	NA	1	24	22	0.04588	0.004719	0.003966	NA	NA	0.001191	0.0009771	0.007242	NA	NA	0.000688	0.002693	0.04588	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"uncultured"	"G"	14661	291	9	1	NA	NA	291	193	291	1	NA	28	248	237	0.4943	0.002654	0.001983	NA	NA	0.0315	0.02095	0.03832	5.729e-05	NA	0.01926	0.02782	0.4943	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Ovatusbacter"	"G"	26665	41	4	NA	NA	NA	23	16	41	NA	NA	10	40	12	0.02503	0.00118	NA	NA	NA	0.00249	0.001737	0.005399	NA	NA	0.00688	0.004488	0.02503	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Candidatus Berkiella"	"G"	26663	65	1	1	NA	NA	25	24	33	NA	NA	6	65	1	0.007293	0.0002949	0.001983	NA	NA	0.002706	0.002606	0.004345	NA	NA	0.004128	0.007293	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"Coxiellales"	"O"	26612	70	39	8	NA	NA	55	70	66	NA	NA	8	66	1	0.01587	0.0115	0.01587	NA	NA	0.005954	0.0076	0.008691	NA	NA	0.005504	0.007405	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	70	39	8	NA	NA	55	70	66	NA	NA	8	66	1	0.01587	0.0115	0.01587	NA	NA	0.005954	0.0076	0.008691	NA	NA	0.005504	0.007405	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	70	39	8	NA	NA	55	70	66	NA	NA	8	66	1	0.01587	0.0115	0.01587	NA	NA	0.005954	0.0076	0.008691	NA	NA	0.005504	0.007405	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"B2M28"	"O"	26324	30	30	12	NA	NA	9	5	6	NA	NA	NA	10	1	0.0238	0.008847	0.0238	NA	NA	0.0009742	0.0005428	0.0007901	NA	NA	NA	0.001122	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacterales"	"O"	26607	24	24	6	NA	NA	22	15	13	NA	NA	NA	3	NA	0.0119	0.007078	0.0119	NA	NA	0.002381	0.001629	0.001712	NA	NA	NA	0.0003366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Competibacteraceae"	"F"	26608	24	24	6	NA	NA	22	15	13	NA	NA	NA	3	NA	0.0119	0.007078	0.0119	NA	NA	0.002381	0.001629	0.001712	NA	NA	NA	0.0003366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales"
"Plasticicumulans"	"G"	26611	18	18	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0119	0.005308	0.0119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"Candidatus Competibacter"	"G"	26609	22	6	NA	NA	NA	22	15	13	NA	NA	NA	3	NA	0.002381	0.001769	NA	NA	NA	0.002381	0.001629	0.001712	NA	NA	NA	0.0003366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Competibacterales>Competibacteraceae"
"uncultured"	"O"	14692	138	20	NA	NA	NA	66	48	138	NA	NA	14	84	NA	0.01817	0.005898	NA	NA	NA	0.007144	0.005211	0.01817	NA	NA	0.009632	0.009424	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Salinisphaerales"	"O"	3728	176	18	NA	NA	NA	22	20	33	NA	NA	16	176	4	0.01975	0.005308	NA	NA	NA	0.002381	0.002171	0.004345	NA	NA	0.01101	0.01975	0.008343	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Solimonadaceae"	"F"	26815	176	18	NA	NA	NA	21	19	33	NA	NA	16	176	4	0.01975	0.005308	NA	NA	NA	0.002273	0.002063	0.004345	NA	NA	0.01101	0.01975	0.008343	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales"
"uncultured"	"G"	26824	57	18	NA	NA	NA	9	8	6	NA	NA	4	57	NA	0.006395	0.005308	NA	NA	NA	0.0009742	0.0008685	0.0007901	NA	NA	0.002752	0.006395	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Salinisphaerales>Solimonadaceae"
"Methylococcales"	"O"	3563	34	12	2	NA	NA	17	19	34	3	NA	1	31	2	0.004477	0.003539	0.003966	NA	NA	0.00184	0.002063	0.004477	0.0001719	NA	0.000688	0.003478	0.004171	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Methylococcaceae"	"F"	3571	17	7	1	NA	NA	2	2	15	1	NA	NA	17	1	0.002086	0.002064	0.001983	NA	NA	0.0002165	0.0002171	0.001975	5.729e-05	NA	NA	0.001907	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Methyloparacoccus"	"G"	14665	9	5	NA	NA	NA	1	NA	3	NA	NA	NA	9	1	0.002086	0.001475	NA	NA	NA	0.0001082	NA	0.000395	NA	NA	NA	0.00101	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"uncultured"	"G"	3586	8	2	1	NA	NA	1	2	8	1	NA	NA	5	NA	0.001983	0.0005898	0.001983	NA	NA	0.0001082	0.0002171	0.001053	5.729e-05	NA	NA	0.000561	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Methylomonaceae"	"F"	26694	18	5	1	NA	NA	15	16	18	1	NA	1	13	1	0.00237	0.001475	0.001983	NA	NA	0.001624	0.001737	0.00237	5.729e-05	NA	0.000688	0.001459	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales"
"Marine Methylotrophic Group 2"	"G"	26698	2	2	NA	NA	NA	2	1	2	NA	NA	NA	2	NA	0.0005898	0.0005898	NA	NA	NA	0.0002165	0.0001086	0.0002634	NA	NA	NA	0.0002244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Crenothrix"	"G"	26695	6	1	NA	NA	NA	5	6	6	NA	NA	NA	4	NA	0.0007901	0.0002949	NA	NA	NA	0.0005412	0.0006514	0.0007901	NA	NA	NA	0.0004488	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Methylomonas"	"G"	26703	3	1	NA	NA	NA	NA	3	2	NA	NA	1	NA	NA	0.000688	0.0002949	NA	NA	NA	NA	0.0003257	0.0002634	NA	NA	0.000688	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Milano-WF1B-03"	"G"	26709	2	1	NA	NA	NA	1	NA	NA	NA	NA	NA	2	NA	0.0002949	0.0002949	NA	NA	NA	0.0001082	NA	NA	NA	NA	NA	0.0002244	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Methylococcales>Methylomonaceae"
"Thiotrichales"	"O"	3735	59	12	2	NA	NA	16	20	10	4	NA	6	59	NA	0.006619	0.003539	0.003966	NA	NA	0.001732	0.002171	0.001317	0.0002292	NA	0.004128	0.006619	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Thiotrichaceae"	"F"	3754	59	12	2	NA	NA	16	20	10	4	NA	6	59	NA	0.006619	0.003539	0.003966	NA	NA	0.001732	0.002171	0.001317	0.0002292	NA	0.004128	0.006619	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales"
"Thiothrix"	"G"	3769	55	11	2	NA	NA	12	15	4	1	NA	5	55	NA	0.006171	0.003244	0.003966	NA	NA	0.001299	0.001629	0.0005267	5.729e-05	NA	0.00344	0.006171	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"uncultured"	"G"	3770	5	1	NA	NA	NA	3	4	5	1	NA	NA	3	NA	0.0006584	0.0002949	NA	NA	NA	0.0003247	0.0004343	0.0006584	5.729e-05	NA	NA	0.0003366	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Thiotrichales>Thiotrichaceae"
"KF-JG30-C25"	"O"	26684	60	11	1	NA	NA	55	49	50	NA	NA	10	60	NA	0.00688	0.003244	0.001983	NA	NA	0.005954	0.00532	0.006584	NA	NA	0.00688	0.006732	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Run-SP154"	"O"	3725	41	9	1	NA	NA	28	31	41	NA	NA	7	12	NA	0.005399	0.002654	0.001983	NA	NA	0.003031	0.003366	0.005399	NA	NA	0.004816	0.001346	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"R7C24"	"O"	26806	82	8	NA	NA	NA	19	30	33	NA	NA	3	82	NA	0.0092	0.002359	NA	NA	NA	0.002057	0.003257	0.004345	NA	NA	0.002064	0.0092	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"CCM19a"	"O"	26592	173	7	4	NA	NA	91	88	126	1	NA	16	173	95	0.1981	0.002064	0.007933	NA	NA	0.009851	0.009554	0.01659	5.729e-05	NA	0.01101	0.01941	0.1981	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionales"	"O"	3775	46	5	2	NA	NA	15	6	30	46	NA	2	27	3	0.006257	0.001475	0.003966	NA	NA	0.001624	0.0006514	0.00395	0.002635	NA	0.001376	0.003029	0.006257	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Vibrionaceae"	"F"	3776	46	5	2	NA	NA	15	6	30	46	NA	2	27	3	0.006257	0.001475	0.003966	NA	NA	0.001624	0.0006514	0.00395	0.002635	NA	0.001376	0.003029	0.006257	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales"
"Vibrio"	"G"	3783	44	4	2	NA	NA	13	6	24	44	NA	2	23	3	0.006257	0.00118	0.003966	NA	NA	0.001407	0.0006514	0.00316	0.002521	NA	0.001376	0.00258	0.006257	"Bacteria>Proteobacteria>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"PLTA13"	"O"	26796	142	4	1	NA	NA	38	37	33	NA	NA	23	142	102	0.2127	0.00118	0.001983	NA	NA	0.004113	0.004017	0.004345	NA	NA	0.01582	0.01593	0.2127	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellales"	"O"	3688	41	4	1	NA	NA	13	13	21	41	NA	2	21	NA	0.002765	0.00118	0.001983	NA	NA	0.001407	0.001411	0.002765	0.002349	NA	0.001376	0.002356	NA	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pasteurellaceae"	"F"	3689	41	4	1	NA	NA	13	13	21	41	NA	2	21	NA	0.002765	0.00118	0.001983	NA	NA	0.001407	0.001411	0.002765	0.002349	NA	0.001376	0.002356	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales"
"Haemophilus"	"G"	3698	20	2	1	NA	NA	6	8	9	20	NA	2	9	NA	0.001983	0.0005898	0.001983	NA	NA	0.0006495	0.0008685	0.001185	0.001146	NA	0.001376	0.00101	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Actinobacillus"	"G"	3690	6	1	NA	NA	NA	1	1	3	6	NA	NA	1	NA	0.000395	0.0002949	NA	NA	NA	0.0001082	0.0001086	0.000395	0.0003438	NA	NA	0.0001122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Mannheimia"	"G"	3701	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.0002949	0.0002949	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0001122	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pasteurellales>Pasteurellaceae"
"Piscirickettsiales"	"O"	26799	9	2	NA	NA	NA	3	9	7	NA	NA	9	7	1	0.006192	0.0005898	NA	NA	NA	0.0003247	0.0009771	0.0009218	NA	NA	0.006192	0.0007854	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Piscirickettsiaceae"	"F"	26800	9	2	NA	NA	NA	3	9	7	NA	NA	9	7	1	0.006192	0.0005898	NA	NA	NA	0.0003247	0.0009771	0.0009218	NA	NA	0.006192	0.0007854	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Piscirickettsiales"
"Piscirickettsia"	"G"	26802	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0.002086	0.0002949	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Piscirickettsiales>Piscirickettsiaceae"
"Candidatus Endoecteinascidia"	"G"	26801	9	1	NA	NA	NA	3	9	7	NA	NA	9	7	NA	0.006192	0.0002949	NA	NA	NA	0.0003247	0.0009771	0.0009218	NA	NA	0.006192	0.0007854	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Piscirickettsiales>Piscirickettsiaceae"
"Acidiferrobacterales"	"O"	14615	35	2	NA	NA	NA	11	14	35	NA	NA	NA	13	1	0.004609	0.0005898	NA	NA	NA	0.001191	0.00152	0.004609	NA	NA	NA	0.001459	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Acidiferrobacteraceae"	"F"	14616	35	2	NA	NA	NA	11	14	35	NA	NA	NA	13	1	0.004609	0.0005898	NA	NA	NA	0.001191	0.00152	0.004609	NA	NA	NA	0.001459	0.002086	"Bacteria>Proteobacteria>Gammaproteobacteria>Acidiferrobacterales"
