"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads"	"Max.1"	"kraken2_16s_classification_loman_loman_bracken.kreport.cladeReads.."	"lineage"
"Roseiarcus"	"G"	26052	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"alphaI cluster"	"G"	26054	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Beijerinckia"	"G"	2436	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylorosula"	"G"	2442	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Salinarimonas"	"G"	26053	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Psychroglaciecola"	"G"	26050	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Methylovirgula"	"G"	2443	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"FFCH5858"	"G"	26043	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Camelimonas"	"G"	2437	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Pseudochelatococcus"	"G"	14512	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Beijerinckiaceae"
"Hyphomicrobiaceae"	"F"	2472	54	54	0.001739	0.001739	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hyphomicrobium"	"G"	2480	23	23	0.0007406	0.0007406	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Pedomicrobium"	"G"	2483	16	16	0.0005152	0.0005152	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"uncultured"	"G"	2490	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Filomicrobium"	"G"	2479	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Hyphomicrobiaceae"
"Devosiaceae"	"F"	26055	48	48	0.001546	0.001546	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Devosia"	"G"	26058	30	30	0.0009661	0.0009661	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Pelagibacterium"	"G"	26062	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"uncultured"	"G"	26064	6	6	0.0001932	0.0001932	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Maritalea"	"G"	26059	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Devosiaceae"
"Rhizobiales Incertae Sedis"	"F"	2530	36	36	0.001159	0.001159	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Bauldia"	"G"	2532	10	10	0.000322	0.000322	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Phreatobacter"	"G"	11439	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Dichotomicrobium"	"G"	26129	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"uncultured"	"G"	14525	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Nordella"	"G"	2534	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Anderseniella"	"G"	26128	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhizobiales&nbsp;Incertae&nbsp;Sedis"
"Methyloligellaceae"	"F"	26071	19	19	0.0006118	0.0006118	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26075	18	18	0.0005796	0.0005796	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Methyloceanibacter"	"G"	26072	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methyloligellaceae"
"Methylopilaceae"	"F"	26076	11	11	0.0003542	0.0003542	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Hansschlegelia"	"G"	26078	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Methylopila"	"G"	26079	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Methylopilaceae"
"Stappiaceae"	"F"	26133	10	10	0.000322	0.000322	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pseudovibrio"	"G"	26140	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Pannonibacter"	"G"	26138	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Stappia"	"G"	26143	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Rhodothalassium"	"G"	26141	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Labrenzia"	"G"	26136	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Breoghania"	"G"	26135	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Stappiaceae"
"Labraceae"	"F"	26067	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Labrys"	"G"	26068	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Labraceae"
"uncultured"	"F"	2556	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Pleomorphomonadaceae"	"F"	26081	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"uncultured"	"G"	26088	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Chthonobacter"	"G"	26083	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Pleomorphomonas"	"G"	26086	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"Ancalomicrobium"	"G"	26082	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Pleomorphomonadaceae"
"A0839"	"F"	2423	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"KF-JG30-B3"	"F"	2493	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"D05-2"	"F"	2465	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobiaceae"	"F"	26131	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodomicrobium"	"G"	26132	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodomicrobiaceae"
"C2U"	"F"	2464	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodobiaceae"	"F"	2536	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Afifella"	"G"	2537	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales>Rhodobiaceae"
"Amb-16S-1323"	"F"	26039	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhizobiales"
"Rhodobacterales"	"O"	2557	435	435	0.01401	0.01401	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Rhodobacteraceae"	"F"	2558	435	435	0.01401	0.01401	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales"
"uncultured"	"G"	2666	78	78	0.002512	0.002512	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sulfitobacter"	"G"	2653	43	43	0.001385	0.001385	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Paracoccus"	"G"	2607	32	32	0.00103	0.00103	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ruegeria"	"G"	2645	23	23	0.0007406	0.0007406	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseivivax"	"G"	2634	21	21	0.0006762	0.0006762	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade NAC11-7 lineage"	"G"	2638	14	14	0.0004508	0.0004508	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Planktomarina"	"G"	11455	10	10	0.000322	0.000322	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Ascidiaceihabitans"	"G"	11446	9	9	0.0002898	0.0002898	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Haematobacter"	"G"	2575	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseovarius"	"G"	2641	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"HIMB11"	"G"	26162	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobacter"	"G"	2624	6	6	0.0001932	0.0001932	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubellimicrobium"	"G"	2642	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Dinoroseobacter"	"G"	2570	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubribacterium"	"G"	2643	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sediminimonas"	"G"	2649	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Loktanella"	"G"	2587	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Gemmobacter"	"G"	2574	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodobaculum"	"G"	26172	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudorhodobacter"	"G"	2620	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halovulum"	"G"	14533	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rhodovulum"	"G"	2626	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sedimentitalea"	"G"	11460	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thalassobius"	"G"	2657	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tabrizicola"	"G"	2654	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albidovulum"	"G"	2560	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Rubrimonas"	"G"	2644	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudooceanicola"	"G"	26171	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Silicimonas"	"G"	26173	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Halodurantibacterium"	"G"	26163	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibacterium"	"G"	2628	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Aliiroseovarius"	"G"	14529	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pseudophaeobacter"	"G"	11458	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Shimia"	"G"	2651	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Citreicella"	"G"	2567	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amylibacter"	"G"	11445	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Amaricoccus"	"G"	2562	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagibaca"	"G"	2608	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lutimaribacter"	"G"	2588	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Pelagimonas"	"G"	2610	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Phaeobacter"	"G"	2611	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicimonas"	"G"	2662	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Marinosulfonomonas"	"G"	2591	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tropicibacter"	"G"	2661	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Oceanicella"	"G"	2600	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Thioclava"	"G"	2659	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Tateyamaria"	"G"	2655	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Falsirhodobacter"	"G"	2572	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseibaca"	"G"	2627	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Nautella"	"G"	2596	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseicitreum"	"G"	2630	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter"	"G"	2635	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Roseobacter clade CHAB-I-5 lineage"	"G"	2636	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Salinihabitans"	"G"	2647	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Lentibacter"	"G"	2583	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Albirhodobacter"	"G"	14528	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Sagittula"	"G"	2646	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Defluviimonas"	"G"	2569	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodobacterales>Rhodobacteraceae"
"Caulobacterales"	"O"	2386	314	314	0.01011	0.01011	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Caulobacteraceae"	"F"	2387	267	267	0.008598	0.008598	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Phenylobacterium"	"G"	2392	170	170	0.005474	0.005474	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Brevundimonas"	"G"	2390	70	70	0.002254	0.002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Caulobacter"	"G"	2391	15	15	0.000483	0.000483	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"uncultured"	"G"	2393	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Asticcacaulis"	"G"	2389	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"PMMR1"	"G"	25965	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Hyphomonadaceae"	"F"	2394	41	41	0.00132	0.00132	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"uncultured"	"G"	2407	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hirschia"	"G"	2399	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Robiginitomaculum"	"G"	2405	7	7	0.0002254	0.0002254	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Hyphomonas"	"G"	2400	6	6	0.0001932	0.0001932	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"SWB02"	"G"	25968	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Euryhalocaulis"	"G"	25966	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Algimonas"	"G"	2395	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Oceanicaulis"	"G"	2403	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Litorimonas"	"G"	2401	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Henriciella"	"G"	2398	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Hyphomonadaceae"
"Parvularculaceae"	"F"	25970	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales"
"Amphiplicatus"	"G"	25971	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"uncultured"	"G"	25973	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Caulobacterales>Parvularculaceae"
"Sphingomonadales"	"O"	2823	238	238	0.007664	0.007664	"Bacteria>Proteobacteria>Alphaproteobacteria"
"Sphingomonadaceae"	"F"	2844	238	238	0.007664	0.007664	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales"
"Sphingomonas"	"G"	2852	90	90	0.002898	0.002898	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingobium"	"G"	2850	25	25	0.0008051	0.0008051	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Novosphingobium"	"G"	2846	18	18	0.0005796	0.0005796	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Altererythrobacter"	"G"	26240	17	17	0.0005474	0.0005474	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingopyxis"	"G"	2853	14	14	0.0004508	0.0004508	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"uncultured"	"G"	2858	11	11	0.0003542	0.0003542	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Erythrobacter"	"G"	26245	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Porphyrobacter"	"G"	26248	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingoaurantiacus"	"G"	26251	4	4	0.0001288	0.0001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sphingorhabdus"	"G"	2854	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Qipengyuania"	"G"	26249	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Ellin6055"	"G"	26244	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhizorhapis"	"G"	14559	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Sandarakinorhabdus"	"G"	2849	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Polymorphobacter"	"G"	11469	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Parasphingopyxis"	"G"	2847	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Zymomonas"	"G"	2857	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Blastomonas"	"G"	2845	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Rhodospirillales"	"O"	2667	218	218	0.00702	0.00702	"Bacteria>Proteobacteria>Alphaproteobacteria"
"uncultured"	"F"	26198	95	95	0.003059	0.003059	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Magnetospiraceae"	"F"	26178	40	40	0.001288	0.001288	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26182	21	21	0.0006762	0.0006762	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Magnetospira"	"G"	26179	10	10	0.000322	0.000322	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Magnetovibrio"	"G"	26180	8	8	0.0002576	0.0002576	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospiraceae"
"Rhodopirillaceae"	"F"	26189	18	18	0.0005796	0.0005796	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Defluviicoccus"	"G"	26190	18	18	0.0005796	0.0005796	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Rhodopirillaceae"
"Magnetospirillaceae"	"F"	26183	17	17	0.0005474	0.0005474	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"Telmatospirillum"	"G"	26186	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Magnetospirillum"	"G"	26184	5	5	0.000161	0.000161	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"uncultured"	"G"	26188	3	3	9.661e-05	9.661e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Phaeospirillum"	"G"	26185	2	2	6.44e-05	6.44e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Magnetospirillaceae"
"Terasakiellaceae"	"F"	26192	16	16	0.0005152	0.0005152	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
"uncultured"	"G"	26195	15	15	0.000483	0.000483	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Terasakiellaceae"
"Terasakiella"	"G"	26194	1	1	3.22e-05	3.22e-05	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales>Terasakiellaceae"
"Rhodospirillaceae"	"F"	2717	16	16	0.0005152	0.0005152	"Bacteria>Proteobacteria>Alphaproteobacteria>Rhodospirillales"
