"name"	"taxRank"	"taxID"	"Max"	"kraken2_classification_june_BC01.cladeReads"	"kraken2_classification_june_BC02.cladeReads"	"kraken2_classification_june_BC03.cladeReads"	"kraken2_classification_june_BC04.cladeReads"	"kraken2_classification_june_BC05.cladeReads"	"kraken2_classification_june_BC06.cladeReads"	"kraken2_classification_june_BC07.cladeReads"	"kraken2_classification_june_BC08.cladeReads"	"kraken2_classification_june_BC09.cladeReads"	"kraken2_classification_june_BC10.cladeReads"	"kraken2_classification_june_BC11.cladeReads"	"kraken2_classification_june_BC12.cladeReads"	"Max.1"	"kraken2_classification_june_BC01.cladeReads.."	"kraken2_classification_june_BC02.cladeReads.."	"kraken2_classification_june_BC03.cladeReads.."	"kraken2_classification_june_BC04.cladeReads.."	"kraken2_classification_june_BC05.cladeReads.."	"kraken2_classification_june_BC06.cladeReads.."	"kraken2_classification_june_BC07.cladeReads.."	"kraken2_classification_june_BC08.cladeReads.."	"kraken2_classification_june_BC09.cladeReads.."	"kraken2_classification_june_BC10.cladeReads.."	"kraken2_classification_june_BC11.cladeReads.."	"kraken2_classification_june_BC12.cladeReads.."	"lineage"
"Bacillus amyloliquefaciens group"	"-"	1938374	5765	86	3	64	NA	48	NA	NA	5765	NA	NA	20	NA	3.171	0.04292	0.04274	0.03941	NA	0.02495	NA	NA	3.171	NA	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus velezensis"	"S"	492670	5327	84	3	63	NA	46	NA	NA	5327	NA	NA	19	NA	2.93	0.04192	0.04274	0.03879	NA	0.02391	NA	NA	2.93	NA	NA	0.02128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group"
"Bacillus velezensis NJN-6"	"-"	1458206	1431	6	1	9	NA	7	NA	NA	1431	NA	NA	1	NA	0.7872	0.002994	0.01425	0.005542	NA	0.003639	NA	NA	0.7872	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus velezensis AS43.3"	"-"	1225788	2	2	NA	NA	NA	2	NA	NA	1	NA	NA	NA	NA	0.00104	0.0009982	NA	NA	NA	0.00104	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus velezensis YAU B9601-Y2"	"-"	1155777	4	1	NA	NA	NA	NA	NA	NA	4	NA	NA	NA	NA	0.0022	0.0004991	NA	NA	NA	NA	NA	NA	0.0022	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group>Bacillus&nbsp;velezensis"
"Bacillus amyloliquefaciens"	"S"	1390	392	2	NA	1	NA	2	NA	NA	392	NA	NA	1	NA	0.2156	0.0009982	NA	0.0006158	NA	0.00104	NA	NA	0.2156	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group>Bacillus&nbsp;amyloliquefaciens&nbsp;group"
"Bacillus licheniformis"	"S"	1402	54	2	NA	NA	NA	NA	NA	NA	54	NA	NA	NA	NA	0.0297	0.0009982	NA	NA	NA	NA	NA	NA	0.0297	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus paralicheniformis"	"S"	1648923	22	1	NA	NA	NA	NA	NA	NA	22	NA	NA	NA	NA	0.0121	0.0004991	NA	NA	NA	NA	NA	NA	0.0121	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;subtilis&nbsp;group"
"Bacillus megaterium"	"S"	1404	100	100	1	94	NA	59	NA	NA	12	NA	NA	6	NA	0.05788	0.04991	0.01425	0.05788	NA	0.03067	NA	NA	0.006601	NA	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus megaterium DSM 319"	"-"	592022	99	99	1	94	NA	59	NA	NA	2	NA	NA	6	NA	0.05788	0.04941	0.01425	0.05788	NA	0.03067	NA	NA	0.0011	NA	NA	0.006719	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;megaterium"
"Bacillus megaterium WSH-002"	"-"	1006007	10	1	NA	NA	NA	NA	NA	NA	10	NA	NA	NA	NA	0.005501	0.0004991	NA	NA	NA	NA	NA	NA	0.005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;megaterium"
"Bacillus sp. Lzh-5"	"S"	2049935	510	100	6	102	NA	65	NA	NA	510	NA	NA	4	NA	0.2805	0.04991	0.08547	0.06281	NA	0.03379	NA	NA	0.2805	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus cohnii"	"S"	33932	16	14	NA	16	NA	12	NA	NA	7	NA	NA	NA	NA	0.009852	0.006987	NA	0.009852	NA	0.006238	NA	NA	0.003851	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus glycinifermentans"	"S"	1664069	368	3	NA	1	NA	NA	NA	NA	368	NA	NA	NA	NA	0.2024	0.001497	NA	0.0006158	NA	NA	NA	NA	0.2024	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus safensis"	"S"	561879	66	3	NA	5	NA	4	NA	NA	66	NA	NA	1	NA	0.03631	0.001497	NA	0.003079	NA	0.002079	NA	NA	0.03631	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus coagulans"	"S"	1398	2	2	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	0.001232	0.0009982	NA	0.001232	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus coagulans 36D1"	"-"	345219	2	2	NA	2	NA	NA	NA	NA	1	NA	NA	NA	NA	0.001232	0.0009982	NA	0.001232	NA	NA	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;coagulans"
"Bacillus sp. ZY-1-1"	"S"	2093834	74	2	NA	4	NA	1	NA	NA	74	NA	NA	NA	NA	0.04071	0.0009982	NA	0.002463	NA	0.0005199	NA	NA	0.04071	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus flexus"	"S"	86664	8	2	NA	3	NA	2	NA	NA	8	NA	NA	3	NA	0.004401	0.0009982	NA	0.001847	NA	0.00104	NA	NA	0.004401	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. Y1"	"S"	352858	2	1	NA	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	0.00104	0.0004991	NA	NA	NA	0.00104	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus circulans"	"S"	1397	3	1	NA	NA	NA	3	NA	NA	1	NA	NA	NA	NA	0.00156	0.0004991	NA	NA	NA	0.00156	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus gobiensis"	"S"	1441095	6	1	NA	NA	NA	NA	NA	NA	6	NA	NA	NA	NA	0.003301	0.0004991	NA	NA	NA	NA	NA	NA	0.003301	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus thermoamylovorans"	"S"	35841	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0011	0.0004991	NA	NA	NA	NA	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus lehensis"	"S"	300825	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus lehensis G1"	"-"	1246626	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus>Bacillus&nbsp;lehensis"
"Bacillus krulwichiae"	"S"	199441	3	1	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	0.00165	0.0004991	NA	NA	NA	NA	NA	NA	0.00165	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Bacillus sp. FJAT-22090"	"S"	1581038	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Bacillus"
"Geobacillus"	"G"	129337	104	104	2	96	NA	104	NA	NA	4	NA	NA	7	NA	0.05911	0.0519	0.02849	0.05911	NA	0.05407	NA	NA	0.0022	NA	NA	0.007839	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Geobacillus thermoleovorans group"	"-"	1505648	101	100	2	90	NA	101	NA	NA	3	NA	NA	5	NA	0.05542	0.04991	0.02849	0.05542	NA	0.05251	NA	NA	0.00165	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Geobacillus thermocatenulatus"	"S"	33938	101	100	2	90	NA	101	NA	NA	3	NA	NA	5	NA	0.05542	0.04991	0.02849	0.05542	NA	0.05251	NA	NA	0.00165	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus>Geobacillus&nbsp;thermoleovorans&nbsp;group"
"Geobacillus sp. GHH01"	"S"	1233873	5	2	NA	5	NA	3	NA	NA	1	NA	NA	NA	NA	0.003079	0.0009982	NA	0.003079	NA	0.00156	NA	NA	0.0005501	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Geobacillus"
"Oceanobacillus"	"G"	182709	98	98	2	75	NA	54	NA	1	2	NA	NA	3	NA	1.562	0.04891	0.02849	0.04618	NA	0.02807	NA	1.562	0.0011	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Oceanobacillus kimchii"	"S"	746691	98	98	2	75	NA	54	NA	NA	NA	NA	NA	3	NA	0.04891	0.04891	0.02849	0.04618	NA	0.02807	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Oceanobacillus"
"Oceanobacillus kimchii X50"	"-"	1238184	98	98	2	75	NA	54	NA	NA	NA	NA	NA	3	NA	0.04891	0.04891	0.02849	0.04618	NA	0.02807	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Oceanobacillus>Oceanobacillus&nbsp;kimchii"
"Parageobacillus"	"G"	1906945	5	5	NA	3	NA	4	NA	NA	2	NA	NA	NA	NA	0.002495	0.002495	NA	0.001847	NA	0.002079	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae"
"Parageobacillus thermoglucosidasius"	"S"	1426	5	5	NA	3	NA	4	NA	NA	2	NA	NA	NA	NA	0.002495	0.002495	NA	0.001847	NA	0.002079	NA	NA	0.0011	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Parageobacillus"
"Parageobacillus thermoglucosidasius C56-YS93"	"-"	634956	5	5	NA	3	NA	4	NA	NA	NA	NA	NA	NA	NA	0.002495	0.002495	NA	0.001847	NA	0.002079	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Bacillaceae>Parageobacillus>Parageobacillus&nbsp;thermoglucosidasius"
"Paenibacillaceae"	"F"	186822	116	104	6	116	NA	103	NA	NA	13	NA	NA	13	NA	0.08547	0.0519	0.08547	0.07143	NA	0.05355	NA	NA	0.007151	NA	NA	0.01456	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Paenibacillus"	"G"	44249	111	97	6	111	NA	97	NA	NA	13	NA	NA	12	NA	0.08547	0.04841	0.08547	0.06835	NA	0.05043	NA	NA	0.007151	NA	NA	0.01344	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Paenibacillus polymyxa"	"S"	1406	72	63	4	72	NA	50	NA	NA	8	NA	NA	5	NA	0.05698	0.03144	0.05698	0.04434	NA	0.02599	NA	NA	0.004401	NA	NA	0.005599	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus polymyxa SQR-21"	"-"	1413214	70	62	4	70	NA	46	NA	NA	7	NA	NA	4	NA	0.05698	0.03094	0.05698	0.0431	NA	0.02391	NA	NA	0.003851	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;polymyxa"
"Paenibacillus polymyxa SC2"	"-"	886882	1	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0006158	0.0004991	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus>Paenibacillus&nbsp;polymyxa"
"Paenibacillus naphthalenovorans"	"S"	162209	22	16	NA	22	NA	21	NA	NA	1	NA	NA	2	NA	0.01355	0.007985	NA	0.01355	NA	0.01092	NA	NA	0.0005501	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. Y412MC10"	"S"	481743	2	2	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0009982	0.0009982	NA	0.0006158	NA	0.0005199	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus swuensis"	"S"	1178515	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus sp. BIHB4019"	"S"	1870819	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	0.00112	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00112	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus xylanexedens"	"S"	528191	3	1	NA	NA	NA	3	NA	NA	NA	NA	NA	2	NA	0.00224	0.0004991	NA	NA	NA	0.00156	NA	NA	NA	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus stellifer"	"S"	169760	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Paenibacillus mucilaginosus"	"S"	61624	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0004991	0.0004991	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Paenibacillus"
"Brevibacillus"	"G"	55080	7	7	NA	4	NA	5	NA	NA	NA	NA	NA	NA	NA	0.003494	0.003494	NA	0.002463	NA	0.002599	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae"
"Brevibacillus formosus"	"S"	54913	7	7	NA	4	NA	5	NA	NA	NA	NA	NA	NA	NA	0.003494	0.003494	NA	0.002463	NA	0.002599	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Paenibacillaceae>Brevibacillus"
"Listeriaceae"	"F"	186820	13948	85	2	66	NA	61	2	NA	13948	NA	NA	21	NA	7.673	0.04242	0.02849	0.04064	NA	0.03171	1.786	NA	7.673	NA	NA	0.02352	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Listeria"	"G"	1637	13946	85	2	66	NA	61	2	NA	13946	NA	NA	20	NA	7.672	0.04242	0.02849	0.04064	NA	0.03171	1.786	NA	7.672	NA	NA	0.0224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae"
"Listeria monocytogenes"	"S"	1639	13387	81	2	62	NA	54	2	NA	13387	NA	NA	19	NA	7.364	0.04043	0.02849	0.03818	NA	0.02807	1.786	NA	7.364	NA	NA	0.02128	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria"
"Listeria monocytogenes L312"	"-"	882094	1348	8	NA	5	NA	7	NA	NA	1348	NA	NA	NA	NA	0.7415	0.003993	NA	0.003079	NA	0.003639	NA	NA	0.7415	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes serotype 4b"	"-"	2065118	585	3	NA	3	NA	3	1	NA	585	NA	NA	2	NA	0.8929	0.001497	NA	0.001847	NA	0.00156	0.8929	NA	0.3218	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes SLCC2755"	"-"	932919	221	1	NA	1	NA	NA	NA	NA	221	NA	NA	NA	NA	0.1216	0.0004991	NA	0.0006158	NA	NA	NA	NA	0.1216	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes ATCC 19117"	"-"	882095	694	1	NA	3	NA	1	NA	NA	694	NA	NA	2	NA	0.3818	0.0004991	NA	0.001847	NA	0.0005199	NA	NA	0.3818	NA	NA	0.00224	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Listeria monocytogenes R479a"	"-"	1437838	144	1	NA	2	NA	1	NA	NA	144	NA	NA	NA	NA	0.07921	0.0004991	NA	0.001232	NA	0.0005199	NA	NA	0.07921	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Listeriaceae>Listeria>Listeria&nbsp;monocytogenes"
"Planococcaceae"	"F"	186818	74	45	2	56	NA	46	NA	NA	74	NA	NA	4	NA	0.04071	0.02246	0.02849	0.03448	NA	0.02391	NA	NA	0.04071	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Planococcus"	"G"	1372	64	40	1	48	NA	36	NA	NA	64	NA	NA	NA	NA	0.03521	0.01996	0.01425	0.02956	NA	0.01872	NA	NA	0.03521	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Planococcus sp. MB-3u-03"	"S"	2058136	62	40	1	47	NA	34	NA	NA	62	NA	NA	NA	NA	0.03411	0.01996	0.01425	0.02894	NA	0.01768	NA	NA	0.03411	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Planococcus"
"Sporosarcina"	"G"	1569	3	3	NA	2	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.001497	NA	0.001232	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae"
"Sporosarcina psychrophila"	"S"	1476	3	3	NA	1	NA	2	NA	NA	NA	NA	NA	3	NA	0.00336	0.001497	NA	0.0006158	NA	0.00104	NA	NA	NA	NA	NA	0.00336	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Planococcaceae>Sporosarcina"
"Alicyclobacillaceae"	"F"	186823	31	31	NA	18	NA	24	NA	NA	2	NA	NA	4	NA	0.01547	0.01547	NA	0.01108	NA	0.01248	NA	NA	0.0011	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales"
"Alicyclobacillus"	"G"	29330	17	17	NA	8	NA	12	NA	NA	1	NA	NA	4	NA	0.008484	0.008484	NA	0.004926	NA	0.006238	NA	NA	0.0005501	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Alicyclobacillus acidocaldarius"	"S"	405212	17	17	NA	8	NA	12	NA	NA	1	NA	NA	4	NA	0.008484	0.008484	NA	0.004926	NA	0.006238	NA	NA	0.0005501	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae>Alicyclobacillus"
"Alicyclobacillus acidocaldarius subsp. acidocaldarius"	"-"	1388	17	17	NA	8	NA	12	NA	NA	1	NA	NA	4	NA	0.008484	0.008484	NA	0.004926	NA	0.006238	NA	NA	0.0005501	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae>Alicyclobacillus>Alicyclobacillus&nbsp;acidocaldarius"
"Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1"	"-"	1048834	17	17	NA	8	NA	12	NA	NA	1	NA	NA	4	NA	0.008484	0.008484	NA	0.004926	NA	0.006238	NA	NA	0.0005501	NA	NA	0.004479	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae>Alicyclobacillus>Alicyclobacillus&nbsp;acidocaldarius>Alicyclobacillus&nbsp;acidocaldarius&nbsp;subsp.&nbsp;acidocaldarius"
"Kyrpidia"	"G"	1129704	12	12	NA	8	NA	9	NA	NA	NA	NA	NA	NA	NA	0.005989	0.005989	NA	0.004926	NA	0.004679	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae"
"Kyrpidia tusciae"	"S"	33943	10	10	NA	7	NA	9	NA	NA	NA	NA	NA	NA	NA	0.004991	0.004991	NA	0.00431	NA	0.004679	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae>Kyrpidia"
"Kyrpidia tusciae DSM 2912"	"-"	562970	10	10	NA	7	NA	9	NA	NA	NA	NA	NA	NA	NA	0.004991	0.004991	NA	0.00431	NA	0.004679	NA	NA	NA	NA	NA	NA	NA	"cellular&nbsp;organisms>Bacteria>Terrabacteria&nbsp;group>Firmicutes>Bacilli>Bacillales>Alicyclobacillaceae>Kyrpidia>Kyrpidia&nbsp;tusciae"
