"name"	"taxRank"	"taxID"	"Max"	"kraken2_16s_classification_august_BC01.cladeReads"	"kraken2_16s_classification_august_BC02.cladeReads"	"kraken2_16s_classification_august_BC03.cladeReads"	"kraken2_16s_classification_august_BC04.cladeReads"	"kraken2_16s_classification_august_BC05.cladeReads"	"kraken2_16s_classification_august_BC06.cladeReads"	"kraken2_16s_classification_august_BC07.cladeReads"	"kraken2_16s_classification_august_BC08.cladeReads"	"kraken2_16s_classification_august_BC09.cladeReads"	"kraken2_16s_classification_august_BC10.cladeReads"	"kraken2_16s_classification_august_BC11.cladeReads"	"kraken2_16s_classification_august_BC12.cladeReads"	"Max.1"	"kraken2_16s_classification_august_BC01.cladeReads.."	"kraken2_16s_classification_august_BC02.cladeReads.."	"kraken2_16s_classification_august_BC03.cladeReads.."	"kraken2_16s_classification_august_BC04.cladeReads.."	"kraken2_16s_classification_august_BC05.cladeReads.."	"kraken2_16s_classification_august_BC06.cladeReads.."	"kraken2_16s_classification_august_BC07.cladeReads.."	"kraken2_16s_classification_august_BC08.cladeReads.."	"kraken2_16s_classification_august_BC09.cladeReads.."	"kraken2_16s_classification_august_BC10.cladeReads.."	"kraken2_16s_classification_august_BC11.cladeReads.."	"kraken2_16s_classification_august_BC12.cladeReads.."	"lineage"
"Pluralibacter"	"G"	14641	84	1	NA	NA	NA	1	NA	NA	84	NA	NA	2	NA	0.004765	0.0002852	NA	NA	NA	0.000103	NA	NA	0.004765	NA	NA	0.0002132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Xenorhabdus"	"G"	3530	51	1	NA	NA	NA	2	NA	2	51	NA	NA	3	NA	0.002893	0.0002852	NA	NA	NA	0.0002061	NA	0.0002489	0.002893	NA	NA	0.0003198	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Arsenophonus"	"G"	3470	23	1	NA	NA	NA	5	3	18	19	NA	NA	23	1	0.002452	0.0002852	NA	NA	NA	0.0005151	0.0003116	0.00224	0.001078	NA	NA	0.002452	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Candidatus Riesia"	"G"	3489	2	1	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	NA	NA	NA	0.0001135	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"endosymbionts8"	"G"	14653	17	1	NA	NA	NA	NA	NA	17	3	NA	NA	NA	1	0.002116	0.0002852	NA	NA	NA	NA	NA	0.002116	0.0001702	NA	NA	NA	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Enterobacteriales>Enterobacteriaceae"
"Pseudomonadales"	"O"	3709	11478	352	76	2	1	771	758	1932	11478	1	207	2871	143	0.6511	0.1004	0.1452	0.2865	0.0878	0.07944	0.07873	0.2404	0.6511	0.13	0.1348	0.3061	0.2892	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudomonadaceae"	"F"	3718	11453	294	60	2	1	616	636	1278	11453	1	102	1337	126	0.6497	0.08385	0.1147	0.2865	0.0878	0.06347	0.06606	0.159	0.6497	0.13	0.06643	0.1425	0.2548	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales"
"Pseudomonas"	"G"	3723	11453	294	60	2	1	614	636	1277	11453	1	101	1334	126	0.6497	0.08385	0.1147	0.2865	0.0878	0.06326	0.06606	0.1589	0.6497	0.13	0.06577	0.1422	0.2548	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Moraxellaceae"	"F"	3710	1525	58	15	NA	NA	149	116	646	23	NA	105	1525	17	0.1626	0.01654	0.02866	NA	NA	0.01535	0.01205	0.08039	0.001305	NA	0.06838	0.1626	0.03438	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales"
"Acinetobacter"	"G"	3711	681	34	7	NA	NA	78	46	92	12	NA	31	681	7	0.0726	0.009697	0.01338	NA	NA	0.008036	0.004778	0.01145	0.0006808	NA	0.02019	0.0726	0.01416	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"uncultured"	"G"	3717	473	11	3	NA	NA	54	61	473	NA	NA	44	411	4	0.05886	0.003137	0.005733	NA	NA	0.005564	0.006336	0.05886	NA	NA	0.02865	0.04381	0.00809	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Alkanindiges"	"G"	3712	17	3	NA	NA	NA	1	NA	9	NA	NA	NA	17	NA	0.001812	0.0008557	NA	NA	NA	0.000103	NA	0.00112	NA	NA	NA	0.001812	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Psychrobacter"	"G"	3716	35	2	2	NA	NA	6	3	18	9	NA	1	35	NA	0.003822	0.0005704	0.003822	NA	NA	0.0006182	0.0003116	0.00224	0.0005106	NA	0.0006512	0.003731	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"[Agitococcus] lubricus group"	"G"	14681	30	2	2	NA	NA	1	NA	3	NA	NA	1	30	NA	0.003822	0.0005704	0.003822	NA	NA	0.000103	NA	0.0003733	NA	NA	0.0006512	0.003198	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Paraperlucidibaca"	"G"	26804	17	2	NA	NA	NA	NA	NA	3	NA	NA	NA	17	NA	0.001812	0.0005704	NA	NA	NA	NA	NA	0.0003733	NA	NA	NA	0.001812	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Moraxella"	"G"	3714	8	1	NA	NA	NA	1	3	6	1	NA	1	8	2	0.004045	0.0002852	NA	NA	NA	0.000103	0.0003116	0.0007467	5.673e-05	NA	0.0006512	0.0008528	0.004045	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Perlucidibaca"	"G"	3715	235	1	NA	NA	NA	5	2	27	1	NA	23	235	3	0.02505	0.0002852	NA	NA	NA	0.0005151	0.0002077	0.00336	5.673e-05	NA	0.01498	0.02505	0.006068	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Fluviicoccus"	"G"	14680	8	1	NA	NA	NA	NA	NA	6	NA	NA	NA	8	NA	0.0008528	0.0002852	NA	NA	NA	NA	NA	0.0007467	NA	NA	NA	0.0008528	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Permianibacter"	"G"	26805	8	1	NA	NA	NA	1	NA	2	NA	NA	NA	8	NA	0.0008528	0.0002852	NA	NA	NA	0.000103	NA	0.0002489	NA	NA	NA	0.0008528	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Pseudomonadales>Moraxellaceae"
"Diplorickettsiales"	"O"	26616	11076	323	47	1	3	6666	7733	11076	95	1	531	7190	541	1.378	0.09213	0.08981	0.1433	0.2634	0.6868	0.8032	1.378	0.005389	0.13	0.3458	0.7665	1.094	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Diplorickettsiaceae"	"F"	26617	11076	323	47	1	3	6666	7733	11076	95	1	531	7190	541	1.378	0.09213	0.08981	0.1433	0.2634	0.6868	0.8032	1.378	0.005389	0.13	0.3458	0.7665	1.094	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales"
"Rickettsiella"	"G"	26620	10543	198	37	1	3	6309	7373	10543	88	1	488	6738	495	1.312	0.05647	0.07071	0.1433	0.2634	0.65	0.7658	1.312	0.004992	0.13	0.3178	0.7183	1.001	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"uncultured"	"G"	26621	324	82	7	NA	NA	224	190	324	5	NA	21	261	7	0.04032	0.02339	0.01338	NA	NA	0.02308	0.01973	0.04032	0.0002836	NA	0.01368	0.02782	0.01416	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Aquicella"	"G"	26618	83	43	3	NA	NA	54	50	83	1	NA	14	67	1	0.01226	0.01226	0.005733	NA	NA	0.005564	0.005193	0.01033	5.673e-05	NA	0.009117	0.007142	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Diplorickettsiales>Diplorickettsiaceae"
"Aeromonadales"	"O"	3316	2676	237	36	1	2	413	249	1471	32	NA	197	2676	91	0.2853	0.0676	0.06879	0.1433	0.1756	0.04255	0.02586	0.1831	0.001815	NA	0.1283	0.2853	0.1841	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Aeromonadaceae"	"F"	3317	2665	235	36	1	2	410	246	1459	30	NA	195	2665	91	0.2841	0.06703	0.06879	0.1433	0.1756	0.04224	0.02555	0.1816	0.001702	NA	0.127	0.2841	0.1841	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Aeromonas"	"G"	3318	1027	156	27	1	1	336	163	784	15	NA	50	1027	91	0.1841	0.04449	0.0516	0.1433	0.0878	0.03462	0.01693	0.09756	0.0008509	NA	0.03256	0.1095	0.1841	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Tolumonas"	"G"	3321	1600	78	9	NA	1	72	80	668	13	NA	144	1600	NA	0.1706	0.02225	0.0172	NA	0.0878	0.007418	0.008309	0.08313	0.0007375	NA	0.09378	0.1706	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Succinivibrionaceae"	"F"	3326	12	2	NA	NA	NA	3	3	12	2	NA	2	11	NA	0.001493	0.0005704	NA	NA	NA	0.0003091	0.0003116	0.001493	0.0001135	NA	0.001302	0.001173	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales"
"Anaerobiospirillum"	"G"	3327	7	1	NA	NA	NA	NA	NA	6	NA	NA	NA	7	NA	0.0007467	0.0002852	NA	NA	NA	NA	NA	0.0007467	NA	NA	NA	0.0007462	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Succinivibrio"	"G"	3331	3	1	NA	NA	NA	3	2	2	2	NA	2	1	NA	0.001302	0.0002852	NA	NA	NA	0.0003091	0.0002077	0.0002489	0.0001135	NA	0.001302	0.0001066	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Legionellales"	"O"	3552	989	143	27	NA	NA	354	414	989	11	1	91	647	2	0.13	0.04079	0.0516	NA	NA	0.03647	0.043	0.1231	0.000624	0.13	0.05926	0.06897	0.004045	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Legionellaceae"	"F"	3559	989	143	27	NA	NA	354	414	989	11	1	91	647	2	0.13	0.04079	0.0516	NA	NA	0.03647	0.043	0.1231	0.000624	0.13	0.05926	0.06897	0.004045	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales"
"Legionella"	"G"	3560	973	139	27	NA	NA	352	407	973	11	1	91	638	2	0.13	0.03965	0.0516	NA	NA	0.03627	0.04227	0.1211	0.000624	0.13	0.05926	0.06801	0.004045	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"uncultured"	"G"	3561	16	4	NA	NA	NA	2	7	16	NA	NA	NA	9	NA	0.001991	0.001141	NA	NA	NA	0.0002061	0.000727	0.001991	NA	NA	NA	0.0009594	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Legionellales>Legionellaceae"
"Steroidobacterales"	"O"	26825	392	96	11	NA	NA	268	181	354	5	NA	50	392	378	0.7645	0.02738	0.02102	NA	NA	0.02761	0.0188	0.04405	0.0002836	NA	0.03256	0.04179	0.7645	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Steroidobacteraceae"	"F"	26826	378	91	11	NA	NA	245	155	324	5	NA	46	359	378	0.7645	0.02596	0.02102	NA	NA	0.02524	0.0161	0.04032	0.0002836	NA	0.02996	0.03827	0.7645	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"uncultured"	"G"	26829	330	90	11	NA	NA	240	149	297	5	NA	43	330	243	0.4915	0.02567	0.02102	NA	NA	0.02473	0.01548	0.03696	0.0002836	NA	0.028	0.03518	0.4915	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Steroidobacter"	"G"	26828	134	1	NA	NA	NA	4	4	23	NA	NA	3	26	134	0.271	0.0002852	NA	NA	NA	0.0004121	0.0004154	0.002862	NA	NA	0.001954	0.002772	0.271	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Steroidobacteraceae"
"Woeseiaceae"	"F"	26830	33	5	NA	NA	NA	23	26	30	NA	NA	4	33	NA	0.003733	0.001426	NA	NA	NA	0.00237	0.0027	0.003733	NA	NA	0.002605	0.003518	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales"
"Woeseia"	"G"	26832	32	5	NA	NA	NA	23	26	29	NA	NA	4	32	NA	0.003609	0.001426	NA	NA	NA	0.00237	0.0027	0.003609	NA	NA	0.002605	0.003411	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Steroidobacterales>Woeseiaceae"
"Cellvibrionales"	"O"	11512	708	59	7	1	NA	103	91	708	2	NA	34	393	260	0.5259	0.01683	0.01338	0.1433	NA	0.01061	0.009451	0.08811	0.0001135	NA	0.02214	0.04189	0.5259	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Cellvibrionaceae"	"F"	11514	402	34	1	1	NA	20	30	402	NA	NA	12	114	NA	0.1433	0.009697	0.001911	0.1433	NA	0.002061	0.003116	0.05003	NA	NA	0.007815	0.01215	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Cellvibrio"	"G"	11516	394	34	1	1	NA	14	25	394	NA	NA	10	105	NA	0.1433	0.009697	0.001911	0.1433	NA	0.001442	0.002597	0.04903	NA	NA	0.006512	0.01119	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Spongiibacteraceae"	"F"	11542	262	18	4	NA	NA	48	53	262	1	NA	19	237	231	0.4672	0.005134	0.007644	NA	NA	0.004945	0.005505	0.0326	5.673e-05	NA	0.01237	0.02526	0.4672	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"BD1-7 clade"	"G"	11543	262	17	4	NA	NA	46	52	262	1	NA	19	235	231	0.4672	0.004849	0.007644	NA	NA	0.004739	0.005401	0.0326	5.673e-05	NA	0.01237	0.02505	0.4672	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Zhongshania"	"G"	11547	1	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	NA	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Spongiibacteraceae"
"Halieaceae"	"F"	11528	39	7	2	NA	NA	25	5	39	1	NA	2	36	29	0.05865	0.001997	0.003822	NA	NA	0.002576	0.0005193	0.004853	5.673e-05	NA	0.001302	0.003838	0.05865	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales"
"Halioglobus"	"G"	11532	13	2	NA	NA	NA	6	1	9	NA	NA	NA	13	10	0.02023	0.0005704	NA	NA	NA	0.0006182	0.0001039	0.00112	NA	NA	NA	0.001386	0.02023	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"OM60(NOR5) clade"	"G"	11534	22	2	2	NA	NA	13	2	22	1	NA	2	13	9	0.0182	0.0005704	0.003822	NA	NA	0.001339	0.0002077	0.002738	5.673e-05	NA	0.001302	0.001386	0.0182	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Pseudohaliea"	"G"	11535	6	2	NA	NA	NA	4	NA	3	NA	NA	NA	6	6	0.01214	0.0005704	NA	NA	NA	0.0004121	NA	0.0003733	NA	NA	NA	0.0006396	0.01214	"Bacteria>Proteobacteria>Gammaproteobacteria>Cellvibrionales>Halieaceae"
"Oceanospirillales"	"O"	3593	180	58	7	NA	1	97	87	180	18	NA	14	157	9	0.0878	0.01654	0.01338	NA	0.0878	0.009994	0.009036	0.0224	0.001021	NA	0.009117	0.01674	0.0182	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Pseudohongiellaceae"	"F"	26780	65	35	4	NA	NA	64	43	53	2	NA	7	65	1	0.009983	0.009983	0.007644	NA	NA	0.006594	0.004466	0.006595	0.0001135	NA	0.004559	0.006929	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Pseudohongiella"	"G"	26782	62	35	4	NA	NA	62	42	52	2	NA	4	50	1	0.009983	0.009983	0.007644	NA	NA	0.006388	0.004362	0.006471	0.0001135	NA	0.002605	0.00533	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Pseudohongiellaceae"
"Halomonadaceae"	"F"	3610	98	13	NA	NA	NA	16	22	98	8	NA	4	65	8	0.01618	0.003708	NA	NA	NA	0.001648	0.002285	0.0122	0.0004538	NA	0.002605	0.006929	0.01618	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Halomonas"	"G"	3616	90	9	NA	NA	NA	12	19	90	6	NA	4	55	7	0.01416	0.002567	NA	NA	NA	0.001236	0.001973	0.0112	0.0003404	NA	0.002605	0.005863	0.01416	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Candidatus Portiera"	"G"	3612	2	2	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	0.000103	0.0001039	NA	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"HdN1"	"G"	26757	9	1	NA	NA	NA	1	NA	4	NA	NA	NA	9	NA	0.0009594	0.0002852	NA	NA	NA	0.000103	NA	0.0004978	NA	NA	NA	0.0009594	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Halomonadaceae"
"Alcanivoracaceae"	"F"	3595	5	4	NA	NA	1	5	4	1	3	NA	2	2	NA	0.0878	0.001141	NA	NA	0.0878	0.0005151	0.0004154	0.0001244	0.0001702	NA	0.001302	0.0002132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Alcanivorax"	"G"	3596	5	4	NA	NA	1	5	4	1	3	NA	2	2	NA	0.0878	0.001141	NA	NA	0.0878	0.0005151	0.0004154	0.0001244	0.0001702	NA	0.001302	0.0002132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Saccharospirillaceae"	"F"	3667	5	2	NA	NA	NA	2	5	3	NA	NA	NA	3	NA	0.0005704	0.0005704	NA	NA	NA	0.0002061	0.0005193	0.0003733	NA	NA	NA	0.0003198	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Oceanobacter"	"G"	26789	2	1	NA	NA	NA	1	1	2	NA	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	0.000103	0.0001039	0.0002489	NA	NA	NA	0.0002132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Reinekea"	"G"	26792	4	1	NA	NA	NA	NA	4	NA	NA	NA	NA	1	NA	0.0004154	0.0002852	NA	NA	NA	NA	0.0004154	NA	NA	NA	NA	0.0001066	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Kangiellaceae"	"F"	26761	4	2	NA	NA	NA	3	1	4	2	NA	NA	1	NA	0.0005704	0.0005704	NA	NA	NA	0.0003091	0.0001039	0.0004978	0.0001135	NA	NA	0.0001066	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"uncultured"	"G"	26765	4	2	NA	NA	NA	2	1	4	2	NA	NA	NA	NA	0.0005704	0.0005704	NA	NA	NA	0.0002061	0.0001039	0.0004978	0.0001135	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Kangiellaceae"
"Marinomonadaceae"	"F"	26766	2	1	NA	NA	NA	NA	2	2	2	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	NA	0.0002077	0.0002489	0.0001135	NA	NA	0.0002132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinomonas"	"G"	26767	2	1	NA	NA	NA	NA	2	2	2	NA	NA	2	NA	0.0002852	0.0002852	NA	NA	NA	NA	0.0002077	0.0002489	0.0001135	NA	NA	0.0002132	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Marinomonadaceae"
"Nitrincolaceae"	"F"	26768	6	1	2	NA	NA	3	1	4	NA	NA	NA	6	NA	0.003822	0.0002852	0.003822	NA	NA	0.0003091	0.0001039	0.0004978	NA	NA	NA	0.0006396	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales"
"Marinobacterium"	"G"	26772	2	1	2	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	0.003822	0.0002852	0.003822	NA	NA	NA	NA	0.0001244	NA	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Oceanospirillales>Nitrincolaceae"
"Alteromonadales"	"O"	3333	980	47	13	NA	NA	104	163	980	24	NA	49	588	24	0.122	0.01341	0.02484	NA	NA	0.01071	0.01693	0.122	0.001362	NA	0.03191	0.06268	0.04854	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Alteromonadaceae"	"F"	3334	908	36	13	NA	NA	74	136	908	6	NA	35	519	16	0.113	0.01027	0.02484	NA	NA	0.007624	0.01413	0.113	0.0003404	NA	0.02279	0.05533	0.03236	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Rheinheimera"	"G"	26307	870	29	12	NA	NA	67	122	870	4	NA	34	481	15	0.1083	0.008271	0.02293	NA	NA	0.006903	0.01267	0.1083	0.0002269	NA	0.02214	0.05128	0.03034	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Alteromonas"	"G"	3339	10	3	NA	NA	NA	5	5	10	2	NA	NA	6	1	0.002023	0.0008557	NA	NA	NA	0.0005151	0.0005193	0.001244	0.0001135	NA	NA	0.0006396	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Alishewanella"	"G"	3338	12	2	NA	NA	NA	NA	3	10	NA	NA	NA	12	NA	0.001279	0.0005704	NA	NA	NA	NA	0.0003116	0.001244	NA	NA	NA	0.001279	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Alteromonadaceae"
"Pseudoalteromonadaceae"	"F"	3392	24	4	NA	NA	NA	15	10	14	8	NA	3	24	3	0.006068	0.001141	NA	NA	NA	0.001545	0.001039	0.001742	0.0004538	NA	0.001954	0.002558	0.006068	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Pseudoalteromonas"	"G"	3394	24	4	NA	NA	NA	15	10	14	8	NA	3	24	3	0.006068	0.001141	NA	NA	NA	0.001545	0.001039	0.001742	0.0004538	NA	0.001954	0.002558	0.006068	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Pseudoalteromonadaceae"
"Shewanellaceae"	"F"	3399	26	2	NA	NA	NA	3	5	26	7	NA	NA	9	1	0.003235	0.0005704	NA	NA	NA	0.0003091	0.0005193	0.003235	0.0003971	NA	NA	0.0009594	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Shewanella"	"G"	3400	26	2	NA	NA	NA	3	5	26	6	NA	NA	9	NA	0.003235	0.0005704	NA	NA	NA	0.0003091	0.0005193	0.003235	0.0003404	NA	NA	0.0009594	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"Colwelliaceae"	"F"	3378	2	1	NA	NA	NA	2	1	1	2	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.0002061	0.0001039	0.0001244	0.0001135	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Colwellia"	"G"	3379	2	1	NA	NA	NA	2	1	1	2	NA	NA	NA	NA	0.0002852	0.0002852	NA	NA	NA	0.0002061	0.0001039	0.0001244	0.0001135	NA	NA	NA	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Colwelliaceae"
"Idiomarinaceae"	"F"	3385	15	1	NA	NA	NA	2	1	6	NA	NA	4	15	2	0.004045	0.0002852	NA	NA	NA	0.0002061	0.0001039	0.0007467	NA	NA	0.002605	0.001599	0.004045	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Aliidiomarina"	"G"	3386	11	1	NA	NA	NA	2	1	6	NA	NA	3	11	2	0.004045	0.0002852	NA	NA	NA	0.0002061	0.0001039	0.0007467	NA	NA	0.001954	0.001173	0.004045	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales>Idiomarinaceae"
"uncultured"	"F"	14621	8	1	NA	NA	NA	2	1	7	NA	NA	5	8	NA	0.003256	0.0002852	NA	NA	NA	0.0002061	0.0001039	0.0008711	NA	NA	0.003256	0.0008528	NA	"Bacteria>Proteobacteria>Gammaproteobacteria>Alteromonadales"
"Coxiellales"	"O"	26612	70	39	8	NA	NA	55	70	66	NA	NA	8	66	1	0.01529	0.01112	0.01529	NA	NA	0.005667	0.00727	0.008213	NA	NA	0.00521	0.007036	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Coxiellaceae"	"F"	26613	70	39	8	NA	NA	55	70	66	NA	NA	8	66	1	0.01529	0.01112	0.01529	NA	NA	0.005667	0.00727	0.008213	NA	NA	0.00521	0.007036	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales"
"Coxiella"	"G"	26614	70	39	8	NA	NA	55	70	66	NA	NA	8	66	1	0.01529	0.01112	0.01529	NA	NA	0.005667	0.00727	0.008213	NA	NA	0.00521	0.007036	0.002023	"Bacteria>Proteobacteria>Gammaproteobacteria>Coxiellales>Coxiellaceae"
"Gammaproteobacteria Incertae Sedis"	"O"	3535	723	39	9	NA	NA	511	345	564	3	NA	59	723	295	0.5967	0.01112	0.0172	NA	NA	0.05265	0.03583	0.07019	0.0001702	NA	0.03842	0.07707	0.5967	"Bacteria>Proteobacteria>Gammaproteobacteria"
"Unknown Family"	"F"	3536	723	39	9	NA	NA	511	345	564	3	NA	59	723	295	0.5967	0.01112	0.0172	NA	NA	0.05265	0.03583	0.07019	0.0001702	NA	0.03842	0.07707	0.5967	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis"
"Acidibacter"	"G"	26661	55	16	2	NA	NA	11	9	55	NA	NA	1	24	22	0.0445	0.004564	0.003822	NA	NA	0.001133	0.0009348	0.006844	NA	NA	0.0006512	0.002558	0.0445	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
"uncultured"	"G"	14661	291	9	1	NA	NA	291	193	291	1	NA	28	248	237	0.4793	0.002567	0.001911	NA	NA	0.02998	0.02005	0.03621	5.673e-05	NA	0.01823	0.02644	0.4793	"Bacteria>Proteobacteria>Gammaproteobacteria>Gammaproteobacteria&nbsp;Incertae&nbsp;Sedis>Unknown&nbsp;Family"
